Orthogroup	Arabidopsis_thaliana	Arabidopsis_lyrata
OG0007602	AT5G59960	Al_scaffold_0781_1, fgenesh2_kg.8__1949__AT5G59960.1
OG0007603	AT5G66370	fgenesh2_kg.8__2786__AT5G66370.1
OG0007603	AT3G51020	fgenesh2_kg.5__1446__AT3G51020.1
OG0007604	AT4G35550	scaffold_700564.1
OG0007605	AT5G12930	scaffold_601298.1
OG0007606	AT5G58700	fgenesh2_kg.8__1809__AT5G58700.1
OG0007607	AT5G54170	scaffold_801936.1
OG0007608	AT3G12150	fgenesh2_kg.3__1276__AT3G12150.1
OG0007609	AT2G34357	fgenesh1_pm.C_scaffold_4001208
OG0007610	AT5G66510	fgenesh2_kg.8__2771__AT5G66510.2
OG0007611	AT5G58860	fgenesh2_kg.277__2__AT5G58860.1, scaffold_303037.1
OG0007612	AT5G06320	scaffold_600613.1
OG0007613	AT3G22970	fgenesh2_kg.3__2506__AT3G22970.1
OG0007614	AT2G21260	fgenesh2_kg.4__46__AT2G21260.1
OG0007614	AT2G21250	fgenesh2_kg.4__45__AT2G21250.1
OG0007615	AT1G76060	fgenesh2_kg.2__1887__AT1G76060.1
OG0007616	AT3G20270	fgenesh2_kg.3__2248__AT3G20270.1, scaffold_88000002.1
OG0007617	AT3G03170	scaffold_300280.1
OG0007618	AT5G14290	fgenesh1_pg.C_scaffold_6001169
OG0007618	AT3G01740	scaffold_300040.1
OG0007619	AT3G02350	fgenesh2_kg.3__169__AT3G02350.1
OG0007620	AT5G39220	scaffold_704143.1
OG0007621	AT1G22490	fgenesh1_pg.C_scaffold_1002057
OG0007622	AT1G74230	fgenesh2_kg.2__1690__AT1G74230.1
OG0007623	AT5G47220	fgenesh2_kg.8__70__AT5G47220.1
OG0007624	AT2G22120	fgenesh2_kg.4__134__AT2G22120.1
OG0007625	AT5G60880	scaffold_802727.1
OG0007626	AT4G33030	fgenesh2_kg.7__821__AT4G33030.1
OG0007627	AT5G40250	fgenesh2_kg.7__3399__AT5G40250.1
OG0007628	AT4G33630	scaffold_700792.1
OG0007629	AT4G36730	scaffold_700433.1
OG0007630	AT3G57300	scaffold_502896.1
OG0007631	AT1G21880	fgenesh2_kg.1__2378__AT1G21880.2
OG0007632	AT3G16810	Al_scaffold_0003_1757, Al_scaffold_0769_1
OG0007633	AT5G50570, AT5G50670	scaffold_801495.1
OG0007634	AT2G33550	scaffold_401930.1
OG0007635	AT1G80980, AT1G80700	fgenesh2_kg.2__2307__AT1G80700.1, fgenesh2_kg.5__1213__AT1G80700.1
OG0007636	AT1G16560	fgenesh2_kg.1__1809__AT1G16560.3, fgenesh2_kg.6__3497__AT1G16560.3
OG0007637	AT2G26970	fgenesh2_kg.4__631__AT2G26970.1
OG0007638	AT2G35100	fgenesh2_kg.4__1534__AT2G35100.1
OG0007639	AT2G37750	fgenesh2_kg.4__1837__AT2G37750.1
OG0007640	AT5G66730	fgenesh2_kg.8__2743__AT5G66730.1
OG0007641	AT1G72510, AT2G09970	fgenesh2_kg.2__1514__AT1G72510.1
OG0007642	AT5G53570	fgenesh2_kg.8__1249__AT5G53570.1
OG0007643	AT3G08500	fgenesh2_kg.3__848__AT3G08500.1
OG0007644	AT5G04490	fgenesh1_pm.C_scaffold_6000312
OG0007645	AT5G42030	fgenesh2_kg.7__3213__AT5G42030.1
OG0007646	AT4G18160	scaffold_702617.1
OG0007647	AT1G78100	fgenesh2_kg.2__2107__AT1G78100.1
OG0007648	AT3G18710	fgenesh2_kg.3__2078__AT3G18710.1
OG0007649	AT5G45890	fgenesh2_kg.8__206__AT5G45890.1
OG0007650	AT5G27000	fgenesh2_kg.6__2664__AT5G27000.1
OG0007651	AT4G20940	fgenesh1_pm.C_scaffold_7001732
OG0007652	AT1G53860	Al_scaffold_0005_358, fgenesh2_kg.1__4472__AT1G53860.1
OG0007653	AT2G28470	fgenesh1_pm.C_scaffold_383000001, fgenesh2_kg.4__716__AT2G28470.1
OG0007654	AT5G13300	fgenesh2_kg.6__1282__AT5G13300.1
OG0007655	AT1G05350	fgenesh2_kg.1__489__AT1G05350.1
OG0007656	AT4G22790	fgenesh2_kg.7__2022__AT4G22790.1
OG0007657	AT4G28210	fgenesh1_pm.C_scaffold_7001101
OG0007658	AT5G42050	fgenesh2_kg.7__3211__AT5G42050.1
OG0007659	AT1G33800	Al_scaffold_0001_3451
OG0007660	AT5G47740	fgenesh2_kg.8__4__AT5G47740.1
OG0007661	AT4G34790	scaffold_700647.1
OG0007662	AT3G57190	fgenesh1_pm.C_scaffold_5001773
OG0007663	AT2G31410	scaffold_401676.1
OG0007664	AT2G24840	Al_scaffold_0004_541
OG0007665	AT1G22850	fgenesh2_kg.1__2484__AT1G22850.1
OG0007666	AT3G54820	fgenesh2_kg.5__1885__AT3G54820.1
OG0007667	AT1G68730	fgenesh1_pm.C_scaffold_2000925
OG0007668	AT1G53570	fgenesh2_kg.1__4442__AT1G53570.2
OG0007669	AT1G26560	fgenesh2_kg.1__2707__AT1G26560.1
OG0007670	AT3G11690	fgenesh2_kg.3__1215__AT3G11690.1
OG0007671	AT1G69170	fgenesh1_pg.C_scaffold_2001253
OG0007672	AT4G33210	Al_scaffold_0007_756
OG0007673	AT4G29930	fgenesh2_kg.7__1196__AT4G29930.1
OG0007674	AT1G20470	fgenesh2_kg.1__2230__AT1G20470.1
OG0007675	AT1G76500	fgenesh2_kg.2__1937__AT1G76500.1
OG0007676	AT5G54580	scaffold_801994.1
OG0007677	AT3G06610	fgenesh2_kg.3__669__AT3G06610.1
OG0007678	AT3G54690	fgenesh2_kg.5__1866__AT3G54690.1
OG0007679	AT2G40060	fgenesh2_kg.4__2103__AT2G40060.1
OG0007681	AT4G17895	fgenesh1_pm.C_scaffold_7001965
OG0007682	AT1G29290	fgenesh2_kg.1__3093__AT1G29290.1
OG0007684	AT3G51290	fgenesh2_kg.5__1472__AT3G51290.1
OG0007685	AT5G45290	fgenesh2_kg.8__269__AT5G45290.2
OG0007686	AT2G27590	fgenesh2_kg.4__814__AT2G27590.1, fgenesh2_kg.5__2127__AT2G27590.1
OG0007687	AT5G19650	scaffold_602059.1
OG0007688	AT4G02040	fgenesh2_kg.6__3510__AT4G02040.1
OG0007689	AT1G17440	fgenesh2_kg.1__1903__AT1G17440.1
OG0007690	AT2G36090	fgenesh2_kg.4__1645__AT2G36090.1
OG0007691	AT5G55600	fgenesh2_kg.8__1463__AT5G55600.2
OG0007692	AT4G38390	fgenesh2_kg.7__34__AT4G38390.1
OG0007693	AT2G25737	fgenesh2_kg.4__486__AT2G25737.1
OG0007694	AT2G35420	fgenesh2_kg.4__1567__AT2G35420.1
OG0007695	AT3G47650	fgenesh2_kg.5__1122__AT3G47650.1
OG0007696	AT4G40080	fgenesh1_pg.C_scaffold_7000194
OG0007697	AT1G11190	fgenesh2_kg.1__1208__AT1G11190.1
OG0007698	AT3G15810	scaffold_301850.1
OG0007699	AT3G60240	scaffold_503249.1
OG0007700	AT5G60920	fgenesh2_kg.8__2060__AT5G60920.1
OG0007701	AT3G07810	fgenesh2_kg.3__820__AT3G07810.2
OG0007702	AT3G55470	scaffold_502671.1
OG0007703	AT3G28007	fgenesh2_kg.5__578__AT3G28007.1
OG0007704	AT1G69200	fgenesh2_kg.2__1174__AT1G69200.1
OG0007705	AT1G49670	fgenesh1_pg.C_scaffold_1003684
OG0007706	AT4G18395	scaffold_702589.1
OG0007707	AT5G38510	fgenesh2_kg.7__3558__AT5G38510.1
OG0007708	AT3G08505	fgenesh2_kg.3__850__AT3G08505.2
OG0007709	AT3G43610	fgenesh2_kg.5__797__AT3G43610.1
OG0007710	AT4G39680	scaffold_700193.1
OG0007711	AT1G27595	fgenesh1_pm.C_scaffold_1002260
OG0007712	AT3G04140	scaffold_300410.1
OG0007713	AT2G40980	fgenesh1_pg.C_scaffold_4002236
OG0007715	AT1G62640	fgenesh2_kg.2__215__AT1G62640.1
OG0007716	AT3G22410	fgenesh2_kg.3__2454__AT3G22410.1
OG0007717	AT4G10350	Al_scaffold_0006_3164
OG0007718	AT1G80150	scaffold_203054.1
OG0007719	AT5G11340	scaffold_601153.1
OG0007720	AT4G30080	scaffold_701217.1
OG0007721	AT3G24503	fgenesh2_kg.3__2661__AT3G24503.1
OG0007722	AT3G03100	scaffold_300273.1
OG0007723	AT5G05330	Al_scaffold_0006_453
OG0007724	AT3G06270	fgenesh2_kg.3__628__AT3G06270.1
OG0007725	AT2G38110	fgenesh2_kg.4__1878__AT2G38110.1
OG0007726	AT1G09932	fgenesh1_pm.C_scaffold_1000816
OG0007727	AT2G39560	fgenesh2_kg.4__2037__AT2G39560.1
OG0007728	AT5G11980	fgenesh2_kg.6__1174__AT5G11980.1
OG0007729	AT3G52140	scaffold_502280.1
OG0007730	AT5G21140	Al_scaffold_0001_4441
OG0007731	AT3G58170	fgenesh2_kg.5__2261__AT3G58170.1
OG0007732	AT3G20170	scaffold_302397.1
OG0007734	AT3G23750	fgenesh2_kg.3__2591__AT3G23750.1
OG0007735	AT3G55480	fgenesh1_pg.C_scaffold_5002027
OG0007736	AT1G17980	fgenesh2_kg.1__1966__AT1G17980.1
OG0007737	AT3G25140	fgenesh2_kg.26__1__AT3G25140.1
OG0007738	AT4G18010	scaffold_702635.1
OG0007739	AT2G39190	scaffold_402660.1
OG0007740	AT1G05260	fgenesh2_kg.1__477__AT1G05260.1
OG0007742	AT3G54170	Al_scaffold_0005_2321
OG0007743	AT5G36960	Al_scaffold_0007_3270, scaffold_104259.1
OG0007744	AT5G60450	Al_scaffold_0003_4047, fgenesh2_kg.8__2008__AT5G60450.1
OG0007745	AT5G52520	fgenesh2_kg.8__1136__AT5G52520.1
OG0007746	AT1G15130	fgenesh2_kg.1__1656__AT1G15130.1
OG0007747	AT3G49530	scaffold_501948.1
OG0007748	AT5G03230	scaffold_600245.1
OG0007749	AT1G80760	Al_scaffold_0627_1, fgenesh2_kg.2__2300__AT1G80760.1
OG0007750	AT5G54750	fgenesh1_pg.C_scaffold_8001517
OG0007751	AT5G27550	fgenesh2_kg.6__2706__AT5G27550.1
OG0007752	AT5G54480	scaffold_801977.1
OG0007753	AT4G28640	fgenesh2_kg.7__1332__AT4G28640.1
OG0007754	AT1G16520	fgenesh2_kg.1__1804__AT1G16520.1
OG0007755	AT2G19790	fgenesh2_kg.3__3191__AT2G19790.1
OG0007756	AT1G75730	fgenesh2_kg.2__1851__AT1G75730.1
OG0007757	AT1G53530	scaffold_105186.1
OG0007758	AT5G19070	fgenesh2_kg.6__1924__AT5G19070.1
OG0007759	AT1G48960	fgenesh2_kg.1__3995__AT1G48960.1
OG0007760	AT2G38400	scaffold_402568.1
OG0007761	AT2G46710	fgenesh2_kg.4__2895__AT2G46710.1
OG0007762	AT5G40530	fgenesh1_pm.C_scaffold_7002682
OG0007763	AT1G27930	scaffold_103120.1
OG0007764	AT1G32080	fgenesh2_kg.1__3345__AT1G32080.1
OG0007765	AT1G18650	scaffold_102079.1
OG0007766	AT5G65780, AT5G65770	Al_scaffold_0006_3773
OG0007767	AT5G05210	fgenesh2_kg.6__446__AT5G05210.1
OG0007768	AT3G25070	fgenesh2_kg.3__2715__AT3G25070.1
OG0007769	AT3G15190	scaffold_301763.1
OG0007770	AT4G38360	fgenesh1_pg.C_scaffold_7000016
OG0007771	AT2G46090	fgenesh2_kg.4__2815__AT2G46090.1
OG0007772	AT1G72540	Al_scaffold_0002_1946
OG0007773	AT2G20490	fgenesh2_kg.3__3577__AT2G20490.1
OG0007774	AT3G10530	fgenesh2_kg.3__1089__AT3G10530.1
OG0007775	AT1G53250	fgenesh2_kg.1__4404__AT1G53250.1
OG0007776	AT3G15360	scaffold_301794.1
OG0007777	AT1G79390	fgenesh2_kg.2__2234__AT1G79390.1
OG0007778	AT5G47870	fgenesh2_kg.8__645__AT5G47870.1
OG0007780	AT2G30250	fgenesh2_kg.4__998__AT2G30250.1
OG0007781	AT5G39680	fgenesh2_kg.7__3455__AT5G39680.1
OG0007782	AT5G44260	fgenesh2_kg.8__383__AT5G44260.1
OG0007783	AT4G24560	fgenesh2_kg.7__1819__AT4G24560.1
OG0007785	AT3G10380	scaffold_301184.1, Al_scaffold_0491_1
OG0007786	AT1G07440	fgenesh2_kg.1__720__AT1G07440.1
OG0007787	AT5G17690	Al_scaffold_0006_1678
OG0007788	AT2G47210	scaffold_403698.1
OG0007789	AT1G30850	scaffold_103451.1
OG0007790	AT2G20310	fgenesh1_pm.C_scaffold_3002898
OG0007791	AT5G53800	scaffold_800317.1, fgenesh1_pm.C_scaffold_8001072
OG0007792	AT3G17210	fgenesh2_kg.3__1894__AT3G17210.1
OG0007793	AT1G44835	scaffold_104204.1
OG0007794	AT5G60930	fgenesh1_pg.C_scaffold_8002087
OG0007795	AT4G35720	fgenesh2_kg.7__509__AT4G35720.1
OG0007796	AT1G54160	Al_scaffold_0001_4860
OG0007797	AT2G05900	Al_scaffold_0003_3039
OG0007798	AT3G09180	scaffold_301038.1
OG0007799	AT2G15760	fgenesh2_kg.3__3128__AT2G15760.1
OG0007800	AT2G46220	fgenesh2_kg.4__2829__AT2G46220.1
OG0007801	AT2G42880	fgenesh2_kg.4__2446__AT2G42880.1
OG0007802	AT5G20230	fgenesh2_kg.6__2062__AT5G20230.1
OG0007803	AT5G56980	fgenesh2_kg.52__1__AT5G56980.1, fgenesh2_kg.8__1603__AT5G56980.1
OG0007804	AT5G53040	fgenesh1_pm.C_scaffold_8001005
OG0007805	AT5G62260	fgenesh2_kg.8__2218__AT5G62260.1
OG0007806	AT1G05205	fgenesh2_kg.1__469__AT1G05205.1
OG0007807	AT5G63720	scaffold_803068.1
OG0007808	AT3G60850	fgenesh2_kg.5__2551__AT3G60850.1
OG0007809	AT5G10180	scaffold_601032.1
OG0007810	AT3G61770	scaffold_503439.1
OG0007811	AT1G73830	fgenesh2_kg.2__1650__AT1G73830.1
OG0007812	AT2G43430	fgenesh2_kg.4__2513__AT2G43430.1
OG0007813	AT5G16600	scaffold_601700.1
OG0007814	AT3G59670	fgenesh2_kg.5__2424__AT3G59670.1
OG0007815	AT4G14000	fgenesh2_kg.7__2944__AT4G14000.1
OG0007816	AT4G29010	fgenesh2_kg.7__1290__AT4G29010.1
OG0007817	AT5G20740	fgenesh2_kg.6__2117__AT5G20740.1
OG0007818	AT5G13280	scaffold_601338.1
OG0007819	AT4G22330	fgenesh2_kg.7__2067__AT4G22330.1
OG0007820	AT5G63700	fgenesh1_pm.C_scaffold_8001936
OG0007821	AT2G31790	scaffold_401715.1
OG0007822	AT5G13510	fgenesh2_kg.6__1307__AT5G13510.1
OG0007823	AT5G05340	scaffold_600501.1
OG0007824	AT5G04020	fgenesh2_kg.6__316__AT5G04020.1
OG0007825	AT5G11010	fgenesh2_kg.6__1065__AT5G11010.2
OG0007826	AT5G10310	fgenesh2_kg.6__993__AT5G10310.1
OG0007827	AT5G65310	fgenesh2_kg.666__2__AT5G65310.1, fgenesh2_kg.8__2581__AT5G65310.1
OG0007828	AT1G32190	fgenesh2_kg.1__3355__AT1G32190.1
OG0007829	AT1G25054, AT1G25145, AT1G24793, AT1G25210	fgenesh2_kg.1__2824__AT1G25141.1
OG0007830	AT2G37870	fgenesh1_pm.C_scaffold_4001547
OG0007832	AT1G21090	fgenesh1_pm.C_scaffold_1001795
OG0007833	AT5G15630	fgenesh2_kg.6__1542__AT5G15630.1
OG0007834	AT1G47740	fgenesh2_kg.1__3868__AT1G47740.1
OG0007835	AT3G17060	fgenesh2_kg.3__1874__AT3G17060.1
OG0007836	AT5G48150	scaffold_801100.1
OG0007837	AT1G03030	fgenesh2_kg.1__234__AT1G03030.1
OG0007838	AT2G14750	fgenesh2_kg.3__3066__AT2G14750.1
OG0007839	AT5G59990	scaffold_802636.1
OG0007840	AT5G13600	fgenesh1_pg.C_scaffold_6001102
OG0007841	AT5G60640	fgenesh2_kg.8__2028__AT5G60640.1
OG0007842	AT4G29080	fgenesh2_kg.7__1282__AT4G29080.1
OG0007843	AT3G04070	fgenesh2_kg.3__367__AT3G04070.1
OG0007844	AT2G32370	Al_scaffold_0125_1
OG0007845	AT3G04360	fgenesh2_kg.3__396__AT3G04360.1
OG0007846	AT5G52300	Al_scaffold_0271_3, fgenesh2_kg.8__1115__AT5G52300.1
OG0007847	AT5G35960	fgenesh1_pg.C_scaffold_7002757
OG0007848	AT1G29960, AT1G23465	fgenesh1_pm.C_scaffold_1002421
OG0007849	AT3G27820	scaffold_500738.1
OG0007850	AT2G42570	fgenesh2_kg.4__2411__AT2G42570.1
OG0007851	AT4G20790	fgenesh1_pm.C_scaffold_7001747
OG0007852	AT1G26160	fgenesh2_kg.1__2755__AT1G26160.1
OG0007855	AT3G06280	Al_scaffold_0003_622
OG0007856	AT2G39050	Al_scaffold_0004_2480, fgenesh1_pm.C_scaffold_728000001
OG0007857	AT4G16295	scaffold_702868.1
OG0007857	AT4G29035	Al_scaffold_0007_2386
OG0007858	AT2G26320	Al_scaffold_0007_3101, fgenesh1_pm.C_scaffold_4000481
OG0007859	AT4G12731	fgenesh1_pm.C_scaffold_9000107
OG0007860	AT3G25050	scaffold_303074.1
OG0007861	AT1G30545	fgenesh1_pg.C_scaffold_1002723
OG0007862	AT1G10586	fgenesh2_kg.1__1131__AT1G10586.1
OG0007862	AT1G10585	fgenesh1_pm.C_scaffold_1000879
OG0007863	AT1G10745	fgenesh1_pm.C_scaffold_1000899
OG0007864	AT3G01420	fgenesh1_pm.C_scaffold_3000064
OG0007865	AT2G40250	fgenesh1_pm.C_scaffold_4001774
OG0007866	AT2G02147	fgenesh1_pm.C_scaffold_5000097
OG0007867	AT3G52240	fgenesh1_pm.C_scaffold_5001318
OG0007868	AT5G16170	fgenesh1_pm.C_scaffold_6001283
OG0007869	AT5G19175, AT5G19172	fgenesh1_pm.C_scaffold_6001534, scaffold_602006.1
OG0007870	AT5G46877, AT5G46873	fgenesh1_pm.C_scaffold_8000085
OG0007871	AT1G32130	fgenesh2_kg.1__3349__AT1G32130.1
OG0007872	AT1G47820, AT1G47813	fgenesh2_kg.1__3874__AT1G47820.2
OG0007873	AT1G71840	fgenesh2_kg.2__1437__AT1G71840.1
OG0007874	AT2G22345, AT2G14365	fgenesh2_kg.4__158__AT2G14365.1
OG0007875	AT2G38820	fgenesh2_kg.4__1956__AT2G38820.1
OG0007876	AT2G48120	fgenesh2_kg.4__3065__AT2G48120.1
OG0007877	AT3G53220	fgenesh2_kg.5__1689__AT3G53220.1
OG0007878	AT4G13885	scaffold_703260.1
OG0007878	AT4G13870	fgenesh2_kg.7__2957__AT4G13870.2
OG0007879	AT4G32730	fgenesh2_kg.7__866__AT4G32730.2
OG0007882	AT1G20410	scaffold_102284.1, scaffold_102280.1
OG0007883	AT1G24010	scaffold_102838.1
OG0007884	AT1G65030	scaffold_200923.1
OG0007885	AT5G05010	scaffold_600450.1
OG0007887	AT5G23950	scaffold_602469.1
OG0007888	AT4G04930	scaffold_603811.1
OG0007890	AT5G62170	scaffold_802870.1
OG0007899	AT2G33700	scaffold_401944.1
OG0007900	AT1G65520	fgenesh2_kg.2__782__AT1G65520.1
OG0007901	AT2G26230	fgenesh2_kg.1__4668__AT2G26230.1
OG0007903	AT2G01720	fgenesh2_kg.5__80__AT2G01720.1
OG0007904	AT5G05500	fgenesh2_kg.6__477__AT5G05500.1
OG0007905	AT1G80510	fgenesh2_kg.2__2328__AT1G80510.1
OG0007906	AT5G25340	Al_scaffold_0006_2438
OG0007907	AT2G17550	fgenesh1_pg.C_scaffold_3003139
OG0007908	AT1G51970	scaffold_104982.1
OG0007908	AT3G28853	scaffold_304207.1
OG0007909	AT1G19000	fgenesh2_kg.1__2077__AT1G19000.2
OG0007911	AT1G14740	fgenesh2_kg.1__1615__AT1G14740.1
OG0007912	AT2G46150	fgenesh2_kg.4__2820__AT2G46150.1
OG0007913	AT5G14995	Al_scaffold_0006_1401
OG0007913	AT5G15000	fgenesh2_kg.6__1478__AT5G15000.1
OG0007914	AT5G63050	fgenesh2_kg.8__2301__AT5G63050.1
OG0007915	AT4G30580	fgenesh2_kg.7__1126__AT4G30580.1
OG0007916	AT4G25170	scaffold_701807.1
OG0007917	AT3G62010	fgenesh2_kg.5__2700__AT3G62010.1
OG0007918	AT5G13560	scaffold_601365.1
OG0007919	AT1G44800	fgenesh2_kg.1__3775__AT1G44800.1
OG0007920	AT2G28480	scaffold_401159.1
OG0007921	AT3G59770	scaffold_503193.1
OG0007922	AT3G20250	fgenesh1_pg.C_scaffold_3001929
OG0007923	AT2G33990	scaffold_401982.1
OG0007924	AT5G57860	fgenesh2_kg.8__1698__AT5G57860.3
OG0007925	AT4G34960	fgenesh2_kg.7__594__AT4G34960.1
OG0007926	AT5G22740	fgenesh2_kg.6__2257__AT5G22740.1
OG0007927	AT1G04000	fgenesh2_kg.1__331__AT1G04000.1
OG0007928	AT4G03565	scaffold_603893.1, scaffold_603892.1, fgenesh2_kg.6__3339__AT4G03565.1
OG0007929	AT4G33565	fgenesh1_pm.C_scaffold_7000608
OG0007930	AT3G06790	fgenesh2_kg.3__698__AT3G06790.2
OG0007931	AT1G49970	scaffold_104712.1
OG0007932	AT5G40370	scaffold_703955.1
OG0007933	AT2G40620	fgenesh2_kg.4__2179__AT2G40620.1
OG0007934	AT4G03210	fgenesh2_kg.6__3374__AT4G03210.1
OG0007935	AT3G52160	fgenesh2_kg.5__1571__AT3G52160.1
OG0007936	AT5G66660	scaffold_803459.1
OG0007936	AT5G66670	scaffold_803458.1
OG0007937	AT4G39330	scaffold_700134.1
OG0007938	AT3G60080	scaffold_503233.1
OG0007939	AT1G29300, AT2G32130	fgenesh2_kg.1__3094__AT1G29300.1
OG0007940	AT1G75060	fgenesh2_kg.2__1774__AT1G75060.2
OG0007941	AT2G41830	fgenesh2_kg.4__2324__AT2G41830.1
OG0007942	AT2G40340	scaffold_402826.1
OG0007943	AT4G36640	fgenesh2_kg.7__406__AT4G36640.1
OG0007944	AT2G34900	fgenesh2_kg.4__1513__AT2G34900.1
OG0007945	AT4G02195	fgenesh2_kg.6__3487__AT4G02195.1
OG0007946	AT4G17000	fgenesh2_kg.7__2610__AT4G17000.1
OG0007947	AT5G03170	fgenesh2_kg.6__221__AT5G03170.1
OG0007948	AT5G06265	fgenesh1_pm.C_scaffold_6000466
OG0007949	AT1G60080	Al_scaffold_0002_542
OG0007950	AT3G43850	Al_scaffold_0005_1106
OG0007951	AT1G22910	scaffold_102598.1
OG0007952	AT1G67790	fgenesh1_pm.C_scaffold_2000827
OG0007953	AT4G24610	fgenesh2_kg.7__1815__AT4G24610.1
OG0007954	AT5G25240	fgenesh2_kg.6__2509__AT5G25240.1
OG0007955	AT3G26700	fgenesh2_kg.5__434__AT3G26700.1
OG0007957	AT2G17500	fgenesh2_kg.3__3335__AT2G17500.3
OG0007958	AT4G09720	fgenesh2_kg.6__2957__AT4G09720.1
OG0007959	AT4G14110	scaffold_703228.1
OG0007960	AT3G45770	fgenesh2_kg.5__951__AT3G45770.1
OG0007961	AT5G14910	fgenesh2_kg.6__1467__AT5G14910.1
OG0007962	AT4G00170	fgenesh1_pm.C_scaffold_6002974
OG0007964	AT1G43850	scaffold_104159.1
OG0007965	AT5G23230, AT5G23220	fgenesh2_kg.6__2315__AT5G23230.1
OG0007966	AT5G65540	fgenesh2_kg.8__2604__AT5G65540.1
OG0007967	AT5G64690	fgenesh2_kg.8__2501__AT5G64690.1
OG0007968	AT5G12900	fgenesh2_kg.6__1242__AT5G12900.1
OG0007969	AT5G45840	fgenesh2_kg.8__214__AT5G45840.1
OG0007970	AT2G37670	fgenesh1_pg.C_scaffold_964000001, fgenesh1_pg.C_scaffold_4001872
OG0007971	AT4G16970	fgenesh2_kg.7__2614__AT4G16970.1
OG0007972	AT2G38240	fgenesh2_kg.4__1893__AT2G38240.1, fgenesh2_kg.811__1__AT2G38240.1
OG0007973	AT1G75980	fgenesh2_kg.2__1878__AT1G75980.1
OG0007974	AT3G56900	fgenesh2_kg.5__2123__AT3G56900.1
OG0007975	AT1G68130	fgenesh2_kg.2__1036__AT1G68130.1
OG0007976	AT3G60630	fgenesh2_kg.5__2529__AT3G60630.1
OG0007977	AT5G50110	Al_scaffold_0008_1358
OG0007978	AT5G67130	fgenesh2_kg.8__2703__AT5G67130.1
OG0007979	AT1G77620	fgenesh2_kg.2__2056__AT1G77620.1, scaffold_14200004.1
OG0007980	AT1G77090	scaffold_202669.1
OG0007982	AT1G67510	Al_scaffold_0002_1383
OG0007983	AT5G51230	fgenesh2_kg.8__1010__AT5G51230.2
OG0007984	AT3G48880	fgenesh2_kg.5__1234__AT3G48880.2
OG0007985	AT4G30770	scaffold_701142.1
OG0007986	AT4G22217	fgenesh2_kg.7__2077__AT4G22217.1
OG0007986	AT4G22210, AT4G22212, AT4G22235, AT4G22230	Al_scaffold_0007_1936
OG0007987	AT5G03940	fgenesh2_kg.6__307__AT5G03940.1, scaffold_200145.1
OG0007988	AT5G64100	scaffold_803114.1
OG0007989	AT5G42830	scaffold_800835.1
OG0007990	AT1G67830	fgenesh2_kg.2__1020__AT1G67830.1
OG0007991	AT4G29680	fgenesh2_kg.7__1227__AT4G29680.1
OG0007992	AT2G15960	fgenesh2_kg.3__3140__AT2G15960.1
OG0007993	AT5G26230	fgenesh2_kg.6__2600__AT5G26230.1
OG0007994	AT3G27530	fgenesh2_kg.5__535__AT3G27530.1
OG0007995	AT2G35610	scaffold_402167.1
OG0007996	AT5G15330	fgenesh2_kg.6__1516__AT5G15330.1
OG0007997	AT5G47240	Al_scaffold_0008_66
OG0007998	AT3G14140, AT3G14160	fgenesh2_kg.3__1530__AT3G14160.1
OG0007999	AT5G46630	scaffold_800163.1
OG0008000	AT4G24040	scaffold_701930.1
OG0008001	AT1G79870	fgenesh2_kg.2__2409__AT1G79870.1
OG0008002	AT4G00330	scaffold_604274.1
OG0008003	AT5G13420	fgenesh2_kg.6__1295__AT5G13420.1
OG0008004	AT1G47603	Al_scaffold_0001_4020, fgenesh2_kg.1__3858__AT1G47603.1
OG0008005	AT4G20270	fgenesh2_kg.7__2277__AT4G20270.1
OG0008006	AT5G53310	scaffold_801808.1
OG0008007	AT4G23930	fgenesh2_kg.7__1904__AT4G23930.1
OG0008008	AT5G11910	scaffold_601220.1
OG0008009	AT2G45940	scaffold_403547.1
OG0008009	AT4G16080	fgenesh2_kg.7__2711__AT4G16080.1
OG0008010	AT1G31050	Al_scaffold_0001_3205
OG0008011	AT4G32605	fgenesh1_pm.C_scaffold_7000699
OG0008012	AT4G15200	Al_scaffold_0007_2770
OG0008013	AT5G11790	fgenesh2_kg.6__1150__AT5G11790.1
OG0008014	AT2G43890	scaffold_403294.1
OG0008015	AT4G32650	fgenesh2_kg.7__880__AT4G32650.1
OG0008016	AT1G61900	fgenesh2_kg.2__271__AT1G61900.1
OG0008017	AT2G42710	fgenesh2_kg.4__2426__AT2G42710.1
OG0008018	AT2G40550	fgenesh2_kg.4__2172__AT2G40550.1
OG0008019	AT2G37990	fgenesh2_kg.4__1865__AT2G37990.1
OG0008020	AT4G07390	scaffold_603077.1
OG0008021	AT1G78460	scaffold_202817.1
OG0008022	AT5G50115	scaffold_801458.1, Al_scaffold_0008_1400, fgenesh1_pg.C_scaffold_674000001, scaffold_801487.1, scaffold_801483.1
OG0008023	AT1G23090	fgenesh2_kg.1__2516__AT1G23090.1
OG0008024	AT5G62440	fgenesh2_kg.8__2237__AT5G62440.1
OG0008025	AT3G59140	fgenesh2_kg.5__2374__AT3G59140.1
OG0008026	AT3G54110	fgenesh2_kg.5__1800__AT3G54110.1
OG0008027	AT3G10970	Al_scaffold_0003_1112
OG0008028	AT1G19860	fgenesh2_kg.1__2165__AT1G19860.1
OG0008029	AT1G44760	fgenesh2_kg.1__3771__AT1G44760.1
