Orthogroup	Arabidopsis_thaliana	Eutrema_salsugineum
OG0008102	AT1G28190	EUTSA_v10008463mg
OG0008103	AT3G07510	EUTSA_v10021445mg
OG0008104	AT2G44840	EUTSA_v10027189mg, EUTSA_v10001758mg
OG0008106	AT5G27560	EUTSA_v10004542mg
OG0008107	AT2G36840	EUTSA_v10016601mg
OG0008108	AT1G02910	EUTSA_v10009985mg
OG0008109	AT4G13690	EUTSA_v10026053mg
OG0008110	AT3G22942	EUTSA_v10021823mg
OG0008111	AT3G15350	EUTSA_v10020797mg
OG0008112	AT5G65650	EUTSA_v10004972mg
OG0008113	AT3G19670	EUTSA_v10019995mg
OG0008114	AT1G76280	EUTSA_v10018138mg
OG0008115	AT3G14890	EUTSA_v10020510mg
OG0008116	AT1G14560	EUTSA_v10008170mg
OG0008117	AT4G19020	EUTSA_v10024250mg
OG0008118	AT5G37130, AT5G17270	EUTSA_v10012633mg
OG0008119	AT5G10130	EUTSA_v10014875mg
OG0008120	AT1G19690	EUTSA_v10008056mg
OG0008121	AT2G24150	EUTSA_v10000219mg
OG0008122	AT5G04080	EUTSA_v10015225mg
OG0008123	AT1G71080	EUTSA_v10018840mg
OG0008124	AT4G30590	EUTSA_v10026339mg
OG0008125	AT3G51730	EUTSA_v10010716mg
OG0008126	AT4G01660	EUTSA_v10028510mg
OG0008127	AT5G23550	EUTSA_v10005010mg
OG0008128	AT1G43650	EUTSA_v10004517mg
OG0008129	AT3G03420	EUTSA_v10021562mg
OG0008130	AT2G25735	EUTSA_v10000375mg
OG0008131	AT1G18290	EUTSA_v10009618mg
OG0008133	AT1G67730	EUTSA_v10018890mg
OG0008134	AT1G51950	EUTSA_v10011713mg
OG0008135	AT3G57920	EUTSA_v10006058mg
OG0008136	AT1G09380	EUTSA_v10007900mg
OG0008137	AT3G12270	EUTSA_v10020338mg
OG0008138	AT4G11060	EUTSA_v10028973mg
OG0008139	AT2G46890	EUTSA_v10001550mg
OG0008140	AT4G39720	EUTSA_v10025887mg
OG0008141	AT4G31850	EUTSA_v10024264mg
OG0008142	AT3G43950	EUTSA_v10010592mg, EUTSA_v10000644mg, EUTSA_v10026797mg
OG0008143	AT5G53150	EUTSA_v10010173mg, EUTSA_v10013529mg
OG0008144	AT1G09250	EUTSA_v10008777mg
OG0008145	AT1G12930	EUTSA_v10017610mg, EUTSA_v10006676mg
OG0008146	AT1G49350	EUTSA_v10011559mg
OG0008147	AT5G19690	EUTSA_v10012742mg
OG0008148	AT3G17950	EUTSA_v10021515mg
OG0008149	AT2G15290	EUTSA_v10022775mg
OG0008150	AT4G17910	EUTSA_v10001430mg
OG0008151	AT3G62890	EUTSA_v10006495mg
OG0008152	AT1G55830	EUTSA_v10011545mg
OG0008153	AT5G64200	EUTSA_v10004709mg
OG0008155	AT4G14080	EUTSA_v10025081mg
OG0008156	AT5G49050	EUTSA_v10005680mg
OG0008157	AT1G71170, AT1G71180	EUTSA_v10018932mg
OG0008158	AT1G60200	EUTSA_v10023242mg
OG0008159	AT1G05450	EUTSA_v10008963mg
OG0008160	AT4G36900	EUTSA_v10026288mg
OG0008161	AT3G12730	EUTSA_v10021440mg
OG0008162	AT2G40480	EUTSA_v10016518mg
OG0008163	AT1G25370	EUTSA_v10008407mg
OG0008164	AT3G58690	EUTSA_v10006022mg
OG0008165	AT5G25790	EUTSA_v10004002mg
OG0008166	AT2G43070	EUTSA_v10016479mg
OG0008167	AT4G13490	EUTSA_v10023001mg
OG0008168	AT2G39720	EUTSA_v10016765mg
OG0008169	AT4G26370	EUTSA_v10026040mg, EUTSA_v10025833mg
OG0008170	AT5G49920	EUTSA_v10014259mg
OG0008171	AT3G18800	EUTSA_v10022284mg
OG0008172	AT2G33100	EUTSA_v10016169mg
OG0008173	AT3G19090	EUTSA_v10020682mg
OG0008174	AT1G19570, AT1G19550	EUTSA_v10008761mg
OG0008175	AT1G48160	EUTSA_v10011800mg
OG0008176	AT4G15570	EUTSA_v10024423mg
OG0008177	AT5G02880	EUTSA_v10012430mg
OG0008178	AT3G61470, AT5G28450	EUTSA_v10006165mg
OG0008179	AT2G38950	EUTSA_v10016324mg
OG0008180	AT3G52500	EUTSA_v10010339mg
OG0008181	AT4G16820	EUTSA_v10027304mg
OG0008182	AT4G35040	EUTSA_v10026007mg
OG0008183	AT5G08040	EUTSA_v10015226mg
OG0008184	AT3G15400	EUTSA_v10020907mg
OG0008185	AT1G09170	EUTSA_v10006679mg
OG0008186	AT1G74120	EUTSA_v10018549mg
OG0008187	AT3G53320	EUTSA_v10010259mg
OG0008188	AT4G33040	EUTSA_v10026405mg
OG0008189	AT3G03130	EUTSA_v10022236mg
OG0008190	AT3G54640	EUTSA_v10010558mg
OG0008191	AT4G01790	EUTSA_v10029024mg
OG0008192	AT5G11500	EUTSA_v10014652mg
OG0008193	AT5G46020	EUTSA_v10001058mg
OG0008194	AT3G54390	EUTSA_v10010575mg
OG0008195	AT1G75720	EUTSA_v10019714mg
OG0008196	AT2G29670	EUTSA_v10016462mg
OG0008198	AT4G24290	EUTSA_v10024705mg
OG0008199	AT5G07480	EUTSA_v10015523mg
OG0008200	AT3G26990	EUTSA_v10004010mg
OG0008201	AT4G36820	EUTSA_v10025544mg
OG0008202	AT4G27480	EUTSA_v10025300mg
OG0008203	AT3G19270	EUTSA_v10020656mg
OG0008204	AT5G64790	EUTSA_v10004092mg
OG0008205	AT1G24470	EUTSA_v10008291mg
OG0008206	AT4G32710	EUTSA_v10024552mg
OG0008207	AT1G51360	EUTSA_v10011777mg
OG0008208	AT5G62420	EUTSA_v10004621mg
OG0008209	AT5G43450, AT5G43440	EUTSA_v10003233mg
OG0008210	AT1G26270	EUTSA_v10007061mg
OG0008211	AT5G42390	EUTSA_v10003133mg
OG0008212	AT1G10020	EUTSA_v10007581mg
OG0008213	AT2G18500	EUTSA_v10022783mg
OG0008214	AT2G43990	EUTSA_v10001359mg
OG0008215	AT4G23010	EUTSA_v10025623mg
OG0008216	AT3G18020	EUTSA_v10020183mg
OG0008218	AT4G34350	EUTSA_v10025124mg
OG0008219	AT1G30000	EUTSA_v10007084mg
OG0008220	AT3G02300	EUTSA_v10020658mg
OG0008221	AT5G53280	EUTSA_v10014380mg
OG0008222	AT5G43850	EUTSA_v10003271mg
OG0008223	AT1G05577	EUTSA_v10009387mg
OG0008224	AT4G10750	EUTSA_v10029450mg
OG0008225	AT5G17410	EUTSA_v10012868mg
OG0008226	AT1G33540	EUTSA_v10007570mg, EUTSA_v10009366mg, EUTSA_v10007571mg, EUTSA_v10007559mg
OG0008227	AT5G41680	EUTSA_v10028151mg
OG0008228	AT1G29195	EUTSA_v10008836mg
OG0008229	AT1G68180	EUTSA_v100192210mg
OG0008230	AT1G58100	EUTSA_v10023507mg
OG0008231	AT5G48950	EUTSA_v10023991mg
OG0008232	AT1G62130, AT4G24860	EUTSA_v10024252mg, EUTSA_v10025113mg
OG0008233	AT5G39940	EUTSA_v10028129mg
OG0008234	AT3G29575	EUTSA_v10004771mg
OG0008235	AT4G36550	EUTSA_v10024500mg
OG0008236	AT1G13270	EUTSA_v10007980mg
OG0008237	AT5G22540	EUTSA_v10013261mg
OG0008238	AT3G03220	EUTSA_v10021327mg
OG0008239	AT5G13820	EUTSA_v10012893mg
OG0008240	AT5G18230	EUTSA_v10012672mg
OG0008241	AT2G20370	EUTSA_v10001932mg
OG0008242	AT1G18030	EUTSA_v10007969mg
OG0008243	AT5G57770	EUTSA_v10013683mg
OG0008244	AT5G56270	EUTSA_v10012829mg
OG0008245	AT5G28300	EUTSA_v10003841mg
OG0008246	AT3G04030	EUTSA_v10020861mg
OG0008248	AT3G12870	EUTSA_v10021525mg
OG0008249	AT1G13680	EUTSA_v10009757mg
OG0008250	AT1G34370	EUTSA_v10007411mg
OG0008251	AT3G26744	EUTSA_v10004059mg
OG0008252	AT3G46200	EUTSA_v10002615mg, EUTSA_v100026330mg, EUTSA_v100026331mg
OG0008253	AT3G20460	EUTSA_v10020653mg, EUTSA_v10020647mg
OG0008254	AT5G56550	EUTSA_v10014792mg
OG0008255	AT5G58020	EUTSA_v10013961mg
OG0008256	AT5G08340	EUTSA_v10013886mg
OG0008257	AT2G02090	EUTSA_v10003689mg
OG0008258	AT1G58320	EUTSA_v10024015mg
OG0008259	AT5G56460	EUTSA_v10015701mg
OG0008260	AT1G02400	EUTSA_v10008179mg
OG0008261	AT3G26120	EUTSA_v10005263mg
OG0008262	AT2G32950	EUTSA_v10016348mg
OG0008263	AT2G38510	EUTSA_v10017583mg
OG0008264	AT5G24130	EUTSA_v10005277mg
OG0008265	AT3G29270	EUTSA_v10005526mg
OG0008266	AT3G04670	EUTSA_v10021115mg
OG0008267	AT3G15380	EUTSA_v10020171mg
OG0008268	AT3G62200	EUTSA_v10005803mg
OG0008270	AT5G20870	EUTSA_v10013340mg
OG0008271	AT2G28430	EUTSA_v10017488mg
OG0008272	AT5G19940	EUTSA_v10014537mg
OG0008273	AT2G46540	EUTSA_v10001742mg
OG0008274	AT3G62180	EUTSA_v10006384mg
OG0008275	AT2G17840	EUTSA_v10022685mg
OG0008277	AT4G13620	EUTSA_v10025587mg
OG0008278	AT3G13490	EUTSA_v10020319mg
OG0008279	AT5G63220	EUTSA_v10004594mg
OG0008280	AT3G47670	EUTSA_v10010689mg
OG0008281	AT2G43360	EUTSA_v10001495mg
OG0008282	AT5G62820	EUTSA_v10004696mg
OG0008283	AT5G42620	EUTSA_v10022547mg
OG0008284	AT1G78630	EUTSA_v10019066mg
OG0008285	AT2G38960	EUTSA_v10016606mg
OG0008286	AT3G51000	EUTSA_v10010546mg
OG0008287	AT3G22980	EUTSA_v10019976mg
OG0008288	AT1G76600	EUTSA_v10019130mg
OG0008289	AT3G60490	EUTSA_v10006200mg
OG0008290	AT2G46430	EUTSA_v10001335mg
OG0008291	AT1G28080	EUTSA_v10009825mg
OG0008292	AT1G30460	EUTSA_v10007064mg
OG0008293	AT1G11690	EUTSA_v10009979mg
OG0008294	AT2G19270	EUTSA_v10022749mg
OG0008295	AT1G06140	EUTSA_v10018358mg, EUTSA_v10023151mg
OG0008296	AT1G68230	EUTSA_v10019125mg
OG0008297	AT5G13840	EUTSA_v10013409mg
OG0008298	AT3G62900	EUTSA_v10005746mg
OG0008299	AT3G07640	EUTSA_v10021420mg
OG0008301	AT3G57230	EUTSA_v10026116mg
OG0008302	AT5G57590	EUTSA_v10012677mg
OG0008303	AT4G19360	EUTSA_v10027154mg, EUTSA_v10026255mg
OG0008304	AT3G21970, AT3G29040	EUTSA_v10021968mg
OG0008305	AT3G23060	EUTSA_v10022423mg
OG0008306	AT3G57070	EUTSA_v10005993mg
OG0008307	AT5G66740	EUTSA_v10004430mg
OG0008308	AT5G17840	EUTSA_v10014907mg
OG0008309	AT1G71691	EUTSA_v10019478mg
OG0008310	AT5G09620	EUTSA_v10013332mg
OG0008311	AT5G19600	EUTSA_v10012949mg
OG0008312	AT4G23820	EUTSA_v10025189mg
OG0008313	AT5G11480	EUTSA_v10014135mg
OG0008314	AT3G22250	EUTSA_v10020711mg
OG0008316	AT2G41430	EUTSA_v10017353mg
OG0008317	AT5G59610	EUTSA_v10014392mg
OG0008318	AT3G21550	EUTSA_v10021605mg
OG0008319	AT5G46250	EUTSA_v10000879mg
OG0008320	AT2G36450	EUTSA_v10017537mg
OG0008321	AT1G59840	EUTSA_v10023990mg
OG0008322	AT1G29380	EUTSA_v10008139mg
OG0008323	AT1G59740	EUTSA_v10023363mg
OG0008324	AT1G26930	EUTSA_v10007668mg
OG0008325	AT5G47840	EUTSA_v10004711mg, EUTSA_v10004716mg
OG0008326	AT4G36700	EUTSA_v10024697mg
OG0008327	AT5G46110	EUTSA_v10000901mg
OG0008328	AT1G49245	EUTSA_v10011900mg
OG0008329	AT5G17850	EUTSA_v10013163mg
OG0008330	AT3G27200	EUTSA_v10005008mg
OG0008331	AT1G70760	EUTSA_v10019160mg
OG0008332	AT5G56940	EUTSA_v10014987mg
OG0008333	AT4G39010	EUTSA_v10027409mg
OG0008334	AT1G06160	EUTSA_v10008518mg
OG0008335	AT5G40260	EUTSA_v10027903mg
OG0008336	AT3G12050	EUTSA_v10021006mg
OG0008337	AT1G11490	EUTSA_v10007989mg
OG0008338	AT3G28917	EUTSA_v10005183mg
OG0008339	AT2G45240	EUTSA_v10001475mg
OG0008340	AT2G45720	EUTSA_v10001387mg
OG0008341	AT1G12830	EUTSA_v10008746mg
OG0008342	AT5G53070	EUTSA_v10014627mg
OG0008343	AT4G08540	EUTSA_v10028627mg
OG0008344	AT5G64300	EUTSA_v10003958mg
OG0008345	AT2G48130	EUTSA_v10001654mg
OG0008346	AT4G32295	EUTSA_v10026043mg
OG0008347	AT3G63180	EUTSA_v10005768mg
OG0008348	AT4G30700	EUTSA_v10024455mg
OG0008349	AT2G18230	EUTSA_v10022844mg
OG0008350	AT2G04800	EUTSA_v10017891mg
OG0008351	AT3G46100, AT5G03406	EUTSA_v10013386mg
OG0008352	AT2G25680	EUTSA_v10000159mg
OG0008353	AT3G17910	EUTSA_v10021015mg
OG0008354	AT2G47770	EUTSA_v10001647mg
OG0008355	AT5G64420	EUTSA_v10003522mg
OG0008356	AT2G21900	EUTSA_v10000331mg
OG0008357	AT4G18650	EUTSA_v10027388mg
OG0008358	AT3G48800	EUTSA_v10010601mg
OG0008359	AT4G34800	EUTSA_v10026666mg
OG0008360	AT2G30100	EUTSA_v10016546mg
OG0008361	AT3G17205	EUTSA_v10019984mg
OG0008362	AT1G21400, AT5G34780	EUTSA_v10007543mg
OG0008363	AT3G28430	EUTSA_v10022546mg
OG0008364	AT1G30960	EUTSA_v10007654mg
OG0008365	AT3G45100	EUTSA_v10002532mg
OG0008366	AT1G60440	EUTSA_v10023550mg
OG0008367	AT1G71310	EUTSA_v10019211mg
OG0008368	AT1G35680	EUTSA_v10001835mg
OG0008369	AT4G33090	EUTSA_v10024371mg
OG0008370	AT5G57340	EUTSA_v10014550mg
OG0008371	AT4G34000	EUTSA_v10025203mg
OG0008372	AT1G72240	EUTSA_v10019488mg
OG0008373	AT4G31830	EUTSA_v10026655mg
OG0008374	AT2G41200	EUTSA_v10017345mg
OG0008375	AT5G26330	EUTSA_v10004981mg
OG0008376	AT1G04830	EUTSA_v10007609mg
OG0008377	AT2G45060	EUTSA_v10001582mg
OG0008378	AT3G08950	EUTSA_v10021214mg
OG0008379	AT1G14150	EUTSA_v10008853mg
OG0008380	AT2G21440	EUTSA_v10023293mg
OG0008381	AT5G37010	EUTSA_v10018248mg
OG0008383	AT1G22310	EUTSA_v10007200mg
OG0008384	AT2G22250	EUTSA_v10000093mg
OG0008385	AT4G30350	EUTSA_v10024345mg
OG0008386	AT4G00752	EUTSA_v10028647mg
OG0008387	AT2G45430	EUTSA_v10001760mg
OG0008388	AT5G55140	EUTSA_v10015072mg
OG0008389	AT4G16390	EUTSA_v10024562mg
OG0008390	AT3G25900	EUTSA_v10004584mg
OG0008391	AT1G18610	EUTSA_v10007275mg
OG0008392	AT2G20570	EUTSA_v10001986mg
OG0008393	AT4G29140	EUTSA_v10024865mg
OG0008394	AT5G25760	EUTSA_v10005728mg
OG0008396	AT1G03760	EUTSA_v10007808mg
OG0008397	AT3G18990	EUTSA_v10021075mg
OG0008398	AT3G49260	EUTSA_v10010338mg
OG0008399	AT5G14260	EUTSA_v10013274mg
OG0008400	AT3G50660	EUTSA_v10011005mg
OG0008401	AT1G56020	EUTSA_v10012288mg
OG0008402	AT5G60210	EUTSA_v10015878mg
OG0008403	AT5G02010	EUTSA_v10013145mg
OG0008404	AT3G22275	EUTSA_v10021766mg
OG0008405	AT5G18420	EUTSA_v10013606mg
OG0008406	AT5G63420	EUTSA_v10003624mg
OG0008407	AT3G62800	EUTSA_v10006095mg
OG0008408	AT5G19010	EUTSA_v10013120mg
OG0008409	AT3G56690	EUTSA_v10005761mg, EUTSA_v10006379mg
OG0008410	AT2G47550	EUTSA_v10001380mg
OG0008411	AT3G14110	EUTSA_v10021156mg
OG0008412	AT3G15550	EUTSA_v10020202mg
OG0008413	AT5G58190	EUTSA_v10013273mg
OG0008414	AT5G19840	EUTSA_v10013262mg
OG0008415	AT3G48160	EUTSA_v10010430mg
OG0008416	AT4G31010	EUTSA_v10028716mg, EUTSA_v10002944mg
OG0008417	AT5G45330	EUTSA_v10000836mg
OG0008418	AT1G03600	EUTSA_v10008901mg
OG0008419	AT5G19040	EUTSA_v10015859mg
OG0008420	AT5G58090	EUTSA_v10013422mg
OG0008421	AT1G71250	EUTSA_v10019503mg
OG0008422	AT3G12610	EUTSA_v10020961mg
OG0008423	AT3G18760	EUTSA_v10021733mg
OG0008424	AT1G22610	EUTSA_v10006627mg
OG0008425	AT5G39210	EUTSA_v10027973mg
OG0008426	AT3G07120	EUTSA_v10021010mg
OG0008427	AT1G31770	EUTSA_v10007027mg
OG0008428	AT3G09430	EUTSA_v10021243mg
OG0008429	AT1G24460	EUTSA_v10006539mg
OG0008430	AT5G09850	EUTSA_v10013991mg
OG0008431	AT2G01080	EUTSA_v10001009mg
OG0008432	AT5G42750	EUTSA_v10003420mg
OG0008433	AT1G13380	EUTSA_v10008860mg
OG0008434	AT1G06620	EUTSA_v10009355mg
OG0008435	AT1G53760	EUTSA_v10011709mg
OG0008436	AT4G24990	EUTSA_v10026428mg
OG0008437	AT2G46320	EUTSA_v10001514mg
OG0008438	AT5G45610	EUTSA_v10000816mg
OG0008439	AT3G51010	EUTSA_v10010748mg
OG0008440	AT4G20130	EUTSA_v10027180mg
OG0008441	AT3G25790	EUTSA_v10004475mg
OG0008442	AT1G63120	EUTSA_v10023594mg
OG0008443	AT4G26410	EUTSA_v10026011mg
OG0008444	AT4G29360	EUTSA_v10024870mg
OG0008445	AT1G28520	EUTSA_v10007498mg
OG0008446	AT1G64200	EUTSA_v10023635mg
OG0008447	AT5G08240	EUTSA_v10014452mg
OG0008448	AT4G24190	EUTSA_v10024414mg
OG0008449	AT5G16000	EUTSA_v10012948mg
OG0008450	AT5G39790	EUTSA_v10027873mg
OG0008451	AT1G25425	EUTSA_v10009743mg
OG0008452	AT5G48385	EUTSA_v10003930mg
OG0008453	AT4G26200	EUTSA_v10027427mg
OG0008454	AT3G54680	EUTSA_v10010720mg
OG0008455	AT5G62130	EUTSA_v10004514mg
OG0008456	AT5G58250	EUTSA_v10014671mg
OG0008457	AT2G30900	EUTSA_v10017902mg
OG0008458	AT1G20770	EUTSA_v10008759mg
OG0008459	AT4G17720	EUTSA_v10025761mg
OG0008460	AT4G05170	EUTSA_v10029319mg
OG0008461	AT4G35540	EUTSA_v10027569mg
OG0008462	AT5G04740	EUTSA_v10014331mg
OG0008463	AT1G73680	EUTSA_v10018266mg
OG0008464	AT1G75200	EUTSA_v100183040mg
OG0008465	AT5G60335	EUTSA_v10014838mg
OG0008466	AT2G37580	EUTSA_v10017177mg
OG0008467	AT1G61660	EUTSA_v10023487mg
OG0008468	AT3G52960	EUTSA_v10010680mg
OG0008469	AT1G02140	EUTSA_v10009013mg
OG0008470	AT1G61050	EUTSA_v10023465mg
OG0008471	AT2G30920	EUTSA_v10016964mg
OG0008472	AT3G19490	EUTSA_v10020369mg
OG0008473	AT4G21820	EUTSA_v10024235mg
OG0008474	AT1G26120	EUTSA_v10007556mg
OG0008475	AT3G20880	EUTSA_v10021932mg
OG0008476	AT2G32990	EUTSA_v10016495mg
OG0008477	AT1G11020	EUTSA_v10008262mg
OG0008478	AT2G39260	EUTSA_v10016159mg
OG0008479	AT1G30240	EUTSA_v10006813mg
OG0008480	AT5G64500	EUTSA_v10004097mg
OG0008481	AT1G08780	EUTSA_v10009095mg
OG0008482	AT5G18430	EUTSA_v10013876mg
OG0008483	AT5G51890	EUTSA_v10014117mg
OG0008484	AT1G08660	EUTSA_v10007525mg
OG0008485	AT3G53235	EUTSA_v10010874mg
OG0008487	AT4G12340	EUTSA_v10029018mg
OG0008488	AT1G74910	EUTSA_v10018622mg
OG0008489	AT3G07680	EUTSA_v10021526mg
OG0008490	AT3G24200	EUTSA_v10002522mg
OG0008491	AT3G07090	EUTSA_v10021308mg
OG0008492	AT5G06420, AT1G01350	EUTSA_v10009432mg
OG0008493	AT1G80750	EUTSA_v10019044mg
OG0008494	AT5G23070	EUTSA_v10004737mg
OG0008495	AT1G48635	EUTSA_v10011573mg
OG0008496	AT3G60660	EUTSA_v10006164mg
OG0008497	AT1G63100	EUTSA_v10023324mg
OG0008498	AT1G77220	EUTSA_v100185460mg
OG0008499	AT5G27990	EUTSA_v10004943mg
OG0008500	AT2G04700	EUTSA_v10027982mg
OG0008501	AT1G78210	EUTSA_v10018907mg
OG0008502	AT1G03000	EUTSA_v10006717mg
OG0008504	AT5G09430	EUTSA_v10015451mg
OG0008505	AT3G21670	EUTSA_v10020360mg
OG0008506	AT1G09770	EUTSA_v10006800mg
OG0008507	AT5G03370	EUTSA_v10003274mg, EUTSA_v10014711mg, EUTSA_v10029095mg
OG0008508	AT4G32280	EUTSA_v10027347mg
OG0008509	AT5G20150	EUTSA_v10014356mg
OG0008510	AT1G44900	EUTSA_v10011214mg
OG0008511	AT3G29280	EUTSA_v10005014mg
OG0008512	AT1G76620	EUTSA_v10018386mg
OG0008513	AT5G16060	EUTSA_v10015129mg
OG0008514	AT2G38320	EUTSA_v10017691mg
OG0008515	AT2G26730	EUTSA_v10022498mg
OG0008516	AT3G48070	EUTSA_v10010506mg
OG0008517	AT5G47690	EUTSA_v10000739mg
OG0008518	AT4G36880	EUTSA_v10025483mg
OG0008519	AT3G62920	EUTSA_v10006348mg
OG0008520	AT3G11460	EUTSA_v10022435mg
OG0008521	AT2G19430	EUTSA_v10023917mg, EUTSA_v10022744mg
OG0008522	AT1G72460	EUTSA_v10019489mg
OG0008523	AT3G61970	EUTSA_v10006123mg
OG0008524	AT4G39880	EUTSA_v10026378mg
OG0008525	AT5G10480	EUTSA_v10014620mg
OG0008526	AT2G19800	EUTSA_v10002046mg
OG0008527	AT2G45250, AT4G38280	EUTSA_v10026442mg
OG0008528	AT3G07210	EUTSA_v10020454mg
OG0008529	AT1G43700	EUTSA_v10011634mg
OG0008530	AT3G12480	EUTSA_v10021246mg
OG0008531	AT2G41250	EUTSA_v10016879mg
OG0008532	AT4G16620	EUTSA_v10025550mg
OG0008533	AT3G11810, AT2G03330	EUTSA_v10005445mg
OG0008534	AT2G42395	EUTSA_v10015837mg
OG0008535	AT1G26940	EUTSA_v10008695mg
OG0008536	AT3G48470	EUTSA_v10010098mg
OG0008537	AT5G02050	EUTSA_v10014436mg
OG0008538	AT2G03800	EUTSA_v10004640mg
OG0008539	AT1G32330	EUTSA_v10008238mg
OG0008540	AT2G04240	EUTSA_v10002694mg
OG0008541	AT5G63060	EUTSA_v10004783mg
OG0008542	AT3G63260	EUTSA_v10006026mg
OG0008543	AT1G09700	EUTSA_v10009442mg
OG0008544	AT5G14720	EUTSA_v10012878mg
OG0008545	AT5G28750	EUTSA_v10005085mg
OG0008546	AT4G18890	EUTSA_v10025918mg
OG0008547	AT4G31130	EUTSA_v10026302mg
OG0008548	AT4G26055	EUTSA_v10026736mg
OG0008549	AT5G06280	EUTSA_v10014914mg
OG0008550	AT2G02570	EUTSA_v10004677mg
OG0008551	AT3G20070	EUTSA_v10021184mg
OG0008552	AT4G13270	EUTSA_v10026222mg
OG0008553	AT5G05360	EUTSA_v10014886mg
OG0008554	AT4G16144	EUTSA_v10025009mg
OG0008555	AT3G25910	EUTSA_v10004489mg
OG0008556	AT4G00090	EUTSA_v10028676mg
OG0008557	AT3G51090	EUTSA_v10010571mg
OG0008558	AT2G48020	EUTSA_v10022677mg
OG0008559	AT1G31817	EUTSA_v10008153mg
OG0008560	AT1G77330	EUTSA_v10018919mg
OG0008561	AT3G63110	EUTSA_v10006499mg
OG0008562	AT5G52110	EUTSA_v10014339mg
OG0008563	AT2G16060	EUTSA_v10022889mg
OG0008564	AT1G71210	EUTSA_v10018115mg
OG0008565	AT1G11655	EUTSA_v10009573mg
OG0008566	AT3G61250	EUTSA_v10006126mg
OG0008567	AT2G04550	EUTSA_v10002646mg
OG0008568	AT2G37630	EUTSA_v10016830mg
OG0008569	AT1G76470	EUTSA_v10018847mg, EUTSA_v10018846mg
OG0008570	AT1G74730	EUTSA_v10019168mg
OG0008571	AT4G20420	EUTSA_v10026545mg
OG0008572	AT1G68080	EUTSA_v10018688mg
OG0008573	AT3G58150	EUTSA_v10006401mg, EUTSA_v10019778mg
OG0008574	AT1G25580	EUTSA_v10007551mg
OG0008575	AT3G17900	EUTSA_v10020058mg
OG0008576	AT5G10750	EUTSA_v10015969mg
OG0008577	AT4G16535	EUTSA_v10026056mg
OG0008578	AT3G17790	EUTSA_v10021109mg
OG0008579	AT1G25390	EUTSA_v10007057mg
OG0008580	AT5G16690	EUTSA_v10012783mg
OG0008581	AT5G16620	EUTSA_v10013528mg
OG0008582	AT2G27930	EUTSA_v10017279mg
OG0008583	AT3G61060	EUTSA_v10006134mg
OG0008584	AT1G52080	EUTSA_v10011348mg
OG0008585	AT1G11240	EUTSA_v10015657mg, EUTSA_v10008794mg
OG0008586	AT5G57450	EUTSA_v10015458mg
OG0008587	AT4G17800	EUTSA_v10025859mg
OG0008588	AT3G10130	EUTSA_v10021175mg
OG0008590	AT2G25690	EUTSA_v10000253mg
OG0008591	AT5G51460	EUTSA_v10013801mg
OG0008592	AT4G34840	EUTSA_v10026821mg
OG0008593	AT5G20090	EUTSA_v10015066mg
OG0008594	AT1G11480	EUTSA_v10007161mg
OG0008595	AT5G64370	EUTSA_v10004324mg
OG0008596	AT2G28370	EUTSA_v10017309mg
OG0008597	AT1G53790	EUTSA_v10012324mg, EUTSA_v10012287mg
OG0008598	AT1G80640	EUTSA_v10018582mg
OG0008599	AT4G00450	EUTSA_v10028357mg
OG0008600	AT1G64600	EUTSA_v10023366mg
OG0008601	AT3G03810	EUTSA_v10020245mg
OG0008602	AT2G17410	EUTSA_v10022553mg
OG0008603	AT1G01310	EUTSA_v10008629mg
OG0008604	AT5G30490	EUTSA_v10004825mg
OG0008605	AT4G37610	EUTSA_v10025450mg
OG0008606	AT5G40940	EUTSA_v10028170mg
OG0008607	AT4G20260	EUTSA_v10026094mg
OG0008608	AT2G31800	EUTSA_v10016596mg
OG0008609	AT2G28190	EUTSA_v10017094mg
OG0008610	AT3G13910	EUTSA_v10021809mg
OG0008611	AT2G27460	EUTSA_v10016271mg
OG0008612	AT5G12850	EUTSA_v10012818mg
OG0008613	AT2G33810	EUTSA_v10017406mg
OG0008614	AT1G75710	EUTSA_v10018514mg
OG0008615	AT4G12800	EUTSA_v10026195mg
OG0008616	AT5G16390	EUTSA_v10014313mg
OG0008617	AT1G48325	EUTSA_v10022047mg
OG0008618	AT1G73430	EUTSA_v10018146mg
OG0008619	AT3G09150	EUTSA_v10011657mg
OG0008620	AT1G29990	EUTSA_v10009093mg
OG0008621	AT1G25240	EUTSA_v10009826mg
OG0008622	AT5G46795	EUTSA_v10001038mg
OG0008623	AT2G20360	EUTSA_v10002002mg
OG0008624	AT5G35360	EUTSA_v10002478mg
OG0008625	AT5G52020	EUTSA_v10014566mg
OG0008626	AT2G45900	EUTSA_v10001338mg
OG0008627	AT3G55720	EUTSA_v10010310mg
OG0008628	AT3G01150	EUTSA_v10020700mg
OG0008629	AT3G13175	EUTSA_v10022264mg
OG0008630	AT3G20390	EUTSA_v10021595mg
OG0008631	AT3G01170	EUTSA_v10021455mg
OG0008632	AT5G50990	EUTSA_v10013203mg
OG0008633	AT2G30010	EUTSA_v10016701mg
OG0008634	AT5G20200	EUTSA_v10012771mg
OG0008635	AT1G69810	EUTSA_v10018677mg
OG0008636	AT2G35650	EUTSA_v10016754mg
OG0008637	AT5G36160	EUTSA_v10002017mg, EUTSA_v10004290mg
