Orthogroup	Arabidopsis_thaliana	Tarenaya_hassleriana
OG0006710	AT2G17540	Th2v02933, Th2v02478, Th2v12171
OG0006711	AT1G55370	Th2v00674, Th2v30807
OG0006712	AT2G27190	Th2v26440
OG0006713	AT1G05960	Th2v08173, Th2v15929
OG0006714	AT4G13720	Th2v19513
OG0006715	AT2G23150	Th2v03102
OG0006717	AT4G34890, AT4G34900	Th2v21849
OG0006719	AT3G05500	Th2v11202, Th2v11201
OG0006720	AT5G65274, AT4G01710	Th2v29248
OG0006721	AT4G27600	Th2v05211, Th2v06247, Th2v14948
OG0006722	AT4G01210	Th2v07828, Th2v16398
OG0006723	AT5G14970	Th2v07011, Th2v24698
OG0006724	AT2G30990	Th2v01153
OG0006725	AT5G05570	Th2v08774, Th2v14400, Th2v22228
OG0006726	AT4G29720	Th2v01667, Th2v02171
OG0006727	AT5G47710	Th2v10609, Th2v17104
OG0006729	AT1G04190	Th2v08022, Th2v16134
OG0006730	AT1G26670	Th2v25619
OG0006731	AT4G01320	Th2v07823, Th2v24529
OG0006732	AT2G35880	Th2v03601, Th2v30489
OG0006733	AT3G10670	Th2v20158
OG0006734	AT1G30970	Th2v01390, Th2v27849
OG0006735	AT4G14010	Th2v28783
OG0006736	AT2G37195	Th2v14629
OG0006737	AT4G03280	Th2v16206
OG0006738	AT1G60660	Th2v02953, Th2v21601
OG0006739	AT5G14180	Th2v18187, Th2v06972, Th2v18188
OG0006740	AT1G33940, AT5G18700	Th2v11331
OG0006741	AT1G23560	Th2v25052, Th2v25054
OG0006742	AT3G01160	Th2v23106
OG0006743	AT1G64640	Th2v06086, Th2v14795
OG0006744	AT1G30660, AT1G30680	Th2v27867
OG0006745	AT2G40815	Th2v06754, Th2v15453
OG0006746	AT2G32760	Th2v08084
OG0006747	AT3G48410	Th2v09268, Th2v17377
OG0006748	AT1G32450	Th2v01491, Th2v27754
OG0006749	AT2G44440	Th2v27479
OG0006750	AT4G30880	Th2v11598, Th2v08646
OG0006751	AT2G18910	Th2v01719, Th2v02143
OG0006752	AT5G58530	Th2v18695, Th2v21327
OG0006753	AT5G59180	Th2v17825, Th2v18752
OG0006754	AT2G26670	Th2v19753, Th2v25147
OG0006755	AT4G37000	Th2v03076
OG0006758	AT4G00830	Th2v16364, Th2v26987
OG0006759	AT3G63390	Th2v13103, Th2v22811
OG0006760	AT1G02900	Th2v16277
OG0006761	AT4G22930	Th2v04507
OG0006762	AT2G45860	Th2v12869, Th2v22564
OG0006763	AT3G59400	Th2v06913, Th2v13327, Th2v25957
OG0006764	AT4G00370	Th2v07810, Th2v24524
OG0006765	AT2G27310	Th2v08387
OG0006766	AT5G14400	Th2v06988, Th2v18172
OG0006768	AT5G44790	Th2v04281, Th2v16614
OG0006769	AT4G22670	Th2v04472, Th2v10827
OG0006770	AT1G56270	Th2v10540
OG0006771	AT2G45350	Th2v07049, Th2v18123
OG0006772	AT3G06950	Th2v18356
OG0006773	AT2G46370	Th2v07193, Th2v12913, Th2v22608
OG0006774	AT1G25280	Th2v03939
OG0006775	AT3G07910	Th2v11611, Th2v30450
OG0006777	AT3G01435	Th2v24702
OG0006778	AT3G49180	Th2v17311, Th2v31195
OG0006779	AT3G06420	Th2v11342
OG0006781	AT1G66245	Th2v20145
OG0006782	AT4G20850	Th2v04325
OG0006783	AT2G28520	Th2v07591, Th2v15698
OG0006784	AT1G12260	Th2v20578
OG0006785	AT3G26570	Th2v00235, Th2v28516
OG0006786	AT5G64810	Th2v13659
OG0006788	AT3G49640	Th2v13579
OG0006789	AT1G15110	Th2v00008, Th2v06564, Th2v15264
OG0006790	AT2G29400	Th2v01082
OG0006791	AT1G52580	Th2v21970
OG0006792	AT1G71950	Th2v21170, Th2v27924
OG0006793	AT1G18480	Th2v09895
OG0006794	AT1G73730	Th2v09922, Th2v29474
OG0006795	AT3G01290	Th2v24694
OG0006796	AT4G17550	Th2v27206
OG0006797	AT2G15560	Th2v02559, Th2v12042
OG0006798	AT3G54770	Th2v29163
OG0006799	AT5G08630	Th2v24155
OG0006800	AT2G46225	Th2v12899, Th2v22594
OG0006801	AT5G25370	Th2v21423
OG0006802	AT3G58790	Th2v06883, Th2v13285, Th2v25918
OG0006803	AT4G12620, AT4G14700	Th2v17523
OG0006804	AT3G46220	Th2v17857
OG0006806	AT5G11320	Th2v21436
OG0006807	AT2G41130	Th2v03434
OG0006808	AT5G59220	Th2v17827, Th2v21295
OG0006809	AT2G16460	Th2v12091
OG0006810	AT3G10810	Th2v20177, Th2v08802, Th2v14384, Th2v22212
OG0006811	AT5G14600	Th2v06997, Th2v18165, Th2v23164
OG0006812	AT3G17940	Th2v26341, Th2v27628
OG0006813	AT4G38620	Th2v02287, Th2v12595
OG0006814	AT4G21790	Th2v04399, Th2v10785
OG0006815	AT2G07750, AT1G63250	Th2v20527
OG0006816	AT3G59490	Th2v13332, Th2v25962
OG0006817	AT2G13960, AT5G02320	Th2v14471, Th2v08932, Th2v19970
OG0006818	AT3G54340	Th2v17263, Th2v17264
OG0006819	AT5G22940	Th2v18867, Th2v21230
OG0006820	AT1G80730	Th2v10183
OG0006821	AT3G22200	Th2v18646
OG0006822	AT3G29320	Th2v00423
OG0006823	AT1G02630	Th2v19017
OG0006824	AT3G50620	Th2v13482
OG0006825	AT1G10830	Th2v06116, Th2v14825
OG0006826	AT4G38630	Th2v03303, Th2v29384
OG0006827	AT1G56690, AT1G09410	Th2v06170
OG0006828	AT4G10720	Th2v04605, Th2v10891
OG0006830	AT1G24610	Th2v28267
OG0006831	AT3G26940	Th2v28495
OG0006832	AT5G09330	Th2v13737
OG0006833	AT5G49550	Th2v00064
OG0006834	AT4G18465	Th2v16541
OG0006835	AT4G21460, AT3G18240	Th2v26369, Th2v27740
OG0006836	AT3G06600	Th2v11363
OG0006837	AT1G24620	Th2v03921
OG0006838	AT1G71820	Th2v27912
OG0006839	AT5G24290	Th2v17318
OG0006840	AT5G13160	Th2v03874, Th2v30350
OG0006841	AT3G06483	Th2v18386, Th2v27820, Th2v11349, Th2v09018
OG0006842	AT1G80240	Th2v05614
OG0006843	AT1G55535	Th2v00992, Th2v26152
OG0006844	AT5G66170	Th2v11653, Th2v13438
OG0006845	AT2G25160	Th2v01676, Th2v12284
OG0006846	AT4G03030	Th2v03562, Th2v06573, Th2v15273
OG0006847	AT4G34630	Th2v02813
OG0006848	AT1G54780	Th2v00767, Th2v06192, Th2v14896
OG0006849	AT3G07790	Th2v18292
OG0006850	AT2G46500	Th2v07205, Th2v12926, Th2v22622
OG0006851	AT5G50030	Th2v28596, Th2v29881
OG0006855	AT5G62190	Th2v12680, Th2v13942
OG0006856	AT5G64080	Th2v13735, Th2v24174
OG0006857	AT3G08030	Th2v23565, Th2v22060
OG0006858	AT4G31800	Th2v01835, Th2v12417
OG0006859	AT4G01670	Th2v07884, Th2v27004
OG0006860	AT4G34560	Th2v02819, Th2v12081
OG0006861	AT5G20635	Th2v18006, Th2v18988
OG0006863	AT3G22190	Th2v24477
OG0006864	AT3G55340	Th2v06499, Th2v15196
OG0006865	AT1G11720	Th2v20627
OG0006866	AT1G62750	Th2v06017, Th2v14726
OG0006868	AT3G21320	Th2v21887
OG0006869	AT5G58360	Th2v21333
OG0006870	AT4G26450	Th2v09506, Th2v05525, Th2v05526
OG0006871	AT4G09640, AT1G34470	Th2v04704, Th2v10936
OG0006872	AT1G71865	Th2v27914
OG0006873	AT1G01500	Th2v16404, Th2v24532
OG0006874	AT5G07950	Th2v13861
OG0006875	AT5G03830, AT2G44510	Th2v20068
OG0006876	AT5G39350	Th2v00421, Th2v06333, Th2v15031
OG0006877	AT5G12080	Th2v17568, Th2v19229
OG0006878	AT5G11510	Th2v17625
OG0006880	AT4G21445	Th2v04373
OG0006881	AT4G00570	Th2v16465, Th2v24516
OG0006884	AT2G18465	Th2v02806, Th2v12093
OG0006885	AT5G24580	Th2v17408
OG0006886	AT5G03990	Th2v20080
OG0006887	AT5G47635	Th2v17101
OG0006888	AT5G13010	Th2v01263, Th2v26450, Th2v20930
OG0006889	AT3G58390, AT4G27650	Th2v05223
OG0006890	AT5G48545	Th2v11460, Th2v18324
OG0006891	AT2G22180	Th2v02347, Th2v03199
OG0006892	AT5G64160	Th2v24178
OG0006893	AT4G28030	Th2v09613
OG0006894	AT5G53000	Th2v28368
OG0006895	AT5G49240	Th2v08995, Th2v15488
OG0006896	AT3G20630	Th2v24425
OG0006897	AT5G17370	Th2v22947
OG0006898	AT4G36060	Th2v12212
OG0006899	AT1G34220	Th2v04693, Th2v17140
OG0006900	AT4G24020	Th2v10880, Th2v04596, Th2v16836
OG0006901	AT5G14360	Th2v23179
OG0006902	AT3G27350	Th2v00294, Th2v28900
OG0006903	AT4G26050	Th2v21728
OG0006904	AT5G23290	Th2v13795, Th2v24128
OG0006905	AT4G39990	Th2v12710
OG0006906	AT5G59350	Th2v17845, Th2v18787
OG0006907	AT3G19420	Th2v29406, Th2v29115
OG0006908	AT5G63490	Th2v14073, Th2v23940
OG0006909	AT5G55610	Th2v09456, Th2v21664
OG0006910	AT5G43990	Th2v16150
OG0006912	AT3G63200	Th2v07350, Th2v25775
OG0006913	AT3G06260	Th2v11316
OG0006914	AT2G46780	Th2v07226, Th2v30506, Th2v12956, Th2v22654
OG0006915	AT1G03530	Th2v07984
OG0006917	AT1G31650	Th2v10530
OG0006918	AT5G40140	Th2v30453
OG0006919	AT1G74970	Th2v05868, Th2v20971
OG0006920	AT5G23450	Th2v24140, Th2v13786, Th2v24139
OG0006921	AT4G22270	Th2v04440, Th2v16713
OG0006922	AT4G35785	Th2v02463
OG0006923	AT5G53940	Th2v26973
OG0006924	AT1G01210, AT4G07950	Th2v26982
OG0006925	AT5G53330	Th2v09724, Th2v28967
OG0006926	AT2G40200	Th2v22414
OG0006927	AT1G03010	Th2v07944
OG0006928	AT1G06520	Th2v10478, Th2v15870, Th2v08204
OG0006929	AT2G28550	Th2v07588, Th2v15701
OG0006931	AT4G18550	Th2v16547, Th2v27262
OG0006932	AT1G21450	Th2v09840
OG0006933	AT1G67590	Th2v03900, Th2v28220
OG0006934	AT4G32930	Th2v02013
OG0006935	AT3G25920	Th2v28547
OG0006936	AT1G29330	Th2v26540
OG0006937	AT2G06960, AT2G36690	Th2v03645, Th2v29310
OG0006938	AT1G48790	Th2v26375, Th2v27732
OG0006939	AT4G29660	Th2v02173
OG0006940	AT3G50520	Th2v14208, Th2v26673
OG0006941	AT5G62240	Th2v24016
OG0006942	AT1G11430	Th2v20650
OG0006943	AT3G23280	Th2v19421, Th2v28751
OG0006945	AT3G20920	Th2v24386
OG0006946	AT4G27940	Th2v26936, Th2v28971
OG0006947	AT5G51830	Th2v29493
OG0006948	AT3G27785	Th2v00326
OG0006949	AT3G49500	Th2v02965, Th2v21591, Th2v21514, Th2v21513, Th2v02963, Th2v21593
OG0006950	AT2G33800	Th2v01289
OG0006951	AT2G37530	Th2v14610
OG0006952	AT4G08800, AT2G19470	Th2v02166
OG0006953	AT2G30505	Th2v10452, Th2v15847
OG0006954	AT2G47980	Th2v13071, Th2v22779
OG0006955	AT4G15850	Th2v18245
OG0006956	AT1G67750	Th2v03911
OG0006957	AT1G69900	Th2v25653
OG0006958	AT2G24820	Th2v01833
OG0006959	AT4G11690	Th2v29357
OG0006960	AT1G53140	Th2v22021
OG0006961	AT3G18480	Th2v25568
OG0006962	AT2G47580	Th2v07301, Th2v13027, Th2v22734
OG0006964	AT1G29950	Th2v10399, Th2v01352, Th2v26573
OG0006965	AT4G03100	Th2v07970, Th2v16218
OG0006966	AT2G33880	Th2v01305, Th2v10364
OG0006967	AT1G73885	Th2v05907, Th2v21018
OG0006968	AT3G62820	Th2v13035, Th2v22742, Th2v29938, Th2v30286
OG0006969	AT2G43330	Th2v06912
OG0006970	AT3G52090	Th2v07449
OG0006971	AT3G05040	Th2v25418
OG0006972	AT2G34650	Th2v01384, Th2v26605
OG0006973	AT1G67710	Th2v05160, Th2v29997
OG0006974	AT1G32400	Th2v10563, Th2v27756
OG0006975	AT3G28040	Th2v00339, Th2v28884
OG0006976	AT5G22360	Th2v17944
OG0006977	AT5G44450	Th2v04313
OG0006978	AT4G02425	Th2v07935, Th2v27021
OG0006979	AT2G45980	Th2v07171, Th2v12875, Th2v22570
OG0006980	AT1G60490	Th2v06108, Th2v14817, Th2v20730
OG0006981	AT3G49430	Th2v09247, Th2v17398
OG0006982	AT5G61850	Th2v13912, Th2v24034
OG0006983	AT2G37110	Th2v14633, Th2v16887
OG0006984	AT1G30260	Th2v10759, Th2v26594
OG0006985	AT3G54150	Th2v02639, Th2v02640
OG0006986	AT3G51270	Th2v06955, Th2v27467
OG0006988	AT5G66600	Th2v11688, Th2v13465
OG0006989	AT1G53645	Th2v26063
OG0006990	AT3G28370, AT1G51430	Th2v00356
OG0006991	AT5G11800	Th2v17591, Th2v19260
OG0006992	AT4G36920	Th2v03086, Th2v12306
OG0006993	AT4G33985	Th2v02788
OG0006994	AT5G44190	Th2v16180
OG0006995	AT1G28420	Th2v10354, Th2v01300, Th2v10355
OG0006996	AT4G32250	Th2v11116
OG0006997	AT3G18380	Th2v00882, Th2v23774, Th2v27388
OG0006998	AT5G36880	Th2v25115, Th2v19788, Th2v19787, Th2v05317
OG0006999	AT2G03350	Th2v06488, Th2v15185
OG0007000	AT2G42620	Th2v06869
OG0007001	AT1G27340	Th2v28203, Th2v29785, Th2v29792
OG0007002	AT3G53630	Th2v14612, Th2v16961
OG0007004	AT2G17820	Th2v12208
OG0007005	AT3G27650	Th2v00316
OG0007006	AT3G25600	Th2v00182
OG0007007	AT3G54300	Th2v06608, Th2v15308
OG0007008	AT5G59340	Th2v18788
OG0007009	AT3G62910	Th2v13054, Th2v22762
OG0007010	AT2G28390	Th2v01060, Th2v08320
OG0007011	AT2G39805	Th2v03370
OG0007012	AT2G41510	Th2v13166, Th2v25809
OG0007014	AT5G03740	Th2v20058
OG0007015	AT3G07255	Th2v11446
OG0007016	AT5G03415	Th2v08836
OG0007017	AT5G54250	Th2v10277
OG0007018	AT3G61820	Th2v12930, Th2v22627
OG0007019	AT5G03160	Th2v20017
OG0007020	AT2G03200	Th2v12039
OG0007021	AT5G17290	Th2v22956
OG0007022	AT2G32100	Th2v15986, Th2v08129, Th2v27140
OG0007023	AT5G10580	Th2v17419
OG0007024	AT3G54620	Th2v03564, Th2v29772
OG0007025	AT1G73940	Th2v06083, Th2v14792
OG0007026	AT3G12340	Th2v29679, Th2v30676
OG0007027	AT3G25500, AT3G25493	Th2v08578, Th2v19603
OG0007028	AT2G44340	Th2v13139, Th2v27475
OG0007029	AT5G64040	Th2v13741
OG0007030	AT5G56750	Th2v09541, Th2v21709
OG0007031	AT1G79850	Th2v07769
OG0007032	AT5G14210	Th2v06975, Th2v18184
OG0007033	AT2G39140, AT3G43340	Th2v06640, Th2v15339
OG0007034	AT1G76070	Th2v28122
OG0007035	AT4G03260	Th2v07981, Th2v31353, Th2v16208
OG0007036	AT2G37330	Th2v14623
OG0007037	AT4G15010	Th2v19322
OG0007038	AT2G10550, AT3G18630	Th2v26402, Th2v27701
OG0007040	AT4G25950	Th2v09574
OG0007041	AT5G04550	Th2v14407, Th2v22235, Th2v20133
OG0007042	AT1G50020	Th2v25083
OG0007043	AT3G07580	Th2v11492, Th2v24767
OG0007044	AT3G56940	Th2v06765, Th2v15463, Th2v28419
OG0007045	AT1G03550	Th2v07986, Th2v16202
OG0007046	AT2G21040, AT2G21010, AT2G20990	Th2v12596
OG0007047	AT1G18660	Th2v05895, Th2v21003
OG0007048	AT3G07950	Th2v14266, Th2v22090
OG0007049	AT3G61790	Th2v07206, Th2v12928, Th2v22624
OG0007050	AT3G07350	Th2v11457, Th2v24789
OG0007051	AT5G66440	Th2v13449, Th2v23927
OG0007052	AT2G47900	Th2v07329, Th2v13063, Th2v22771
OG0007053	AT3G54200	Th2v03756
OG0007054	AT1G06460	Th2v10485, Th2v15874
OG0007055	AT5G58320	Th2v21334
OG0007056	AT3G58140	Th2v08413, Th2v15566
OG0007057	AT2G29410	Th2v01081, Th2v07505, Th2v15767
OG0007059	AT4G28610	Th2v01579, Th2v02235
OG0007060	AT2G30350	Th2v08234
OG0007061	AT4G02980	Th2v07966, Th2v16226
OG0007062	AT4G36380	Th2v03007, Th2v21549
OG0007063	AT4G22980	Th2v16755
OG0007064	AT3G25160	Th2v19583, Th2v25278
OG0007065	AT1G43710	Th2v17214, Th2v29611
OG0007068	AT2G37610	Th2v16950
OG0007069	AT5G26200	Th2v19238
OG0007070	AT1G51790	Th2v21890, Th2v26178, Th2v23896, Th2v27432
OG0007071	AT1G13300	Th2v00195, Th2v28556
OG0007072	AT3G59550	Th2v14259, Th2v22083
OG0007074	AT1G67785	Th2v28246
OG0007075	AT4G01250	Th2v16401, Th2v24533
OG0007076	AT4G26965	Th2v05482
OG0007077	AT4G38520	Th2v02284, Th2v12604
OG0007079	AT2G47790	Th2v13048, Th2v22756, Th2v07292
OG0007080	AT5G19280	Th2v11307, Th2v24631
OG0007081	AT5G01860	Th2v14519
OG0007083	AT3G63130	Th2v25781, Th2v27605
OG0007084	AT5G12470	Th2v17535, Th2v19183
OG0007085	AT5G41460	Th2v06057, Th2v14765
OG0007086	AT3G21400	Th2v26250
OG0007087	AT5G12330	Th2v17544
OG0007088	AT3G23200	Th2v19410
OG0007089	AT5G66930	Th2v11709, Th2v14213, Th2v26669
OG0007090	AT1G08030	Th2v08326, Th2v07611, Th2v15681
OG0007091	AT3G19820	Th2v25093, Th2v31175
OG0007092	AT5G04250	Th2v14418, Th2v22246, Th2v20101
OG0007093	AT1G80410	Th2v05616, Th2v10219, Th2v23417
OG0007094	AT2G32970	Th2v08098, Th2v16028
OG0007095	AT5G66675	Th2v13467, Th2v14192, Th2v26693
OG0007096	AT1G49770	Th2v31418
OG0007097	AT5G37020	Th2v00591, Th2v05267
OG0007098	AT4G27470	Th2v28321
OG0007099	AT1G19380	Th2v03763, Th2v19829
OG0007100	AT3G04310	Th2v18506, Th2v22856
OG0007101	AT1G63780	Th2v03568, Th2v06590, Th2v15289
OG0007102	AT2G46790, AT2G46670	Th2v27547
OG0007103	AT3G12280	Th2v08679, Th2v17733
OG0007104	AT2G42080	Th2v13234, Th2v25870
OG0007105	AT5G57790	Th2v21764
OG0007106	AT5G60100	Th2v08907, Th2v17872
OG0007107	AT4G10790	Th2v04600
OG0007108	AT1G74470	Th2v05891, Th2v20999
OG0007109	AT5G53350	Th2v26947, Th2v28370
OG0007110	AT4G35730	Th2v02464
OG0007111	AT5G39660	Th2v00395, Th2v05372
OG0007112	AT5G13290	Th2v28169
OG0007113	AT3G17365	Th2v12634
OG0007114	AT3G21610	Th2v18216
OG0007115	AT4G23500	Th2v04546, Th2v16810
OG0007117	AT5G60970	Th2v13849, Th2v11872, Th2v11873
OG0007118	AT2G37540	Th2v14609
OG0007119	AT5G03720	Th2v08852, Th2v20055
OG0007120	AT3G01440	Th2v23142
OG0007121	AT3G32410, AT3G32400, AT2G25050, AT3G32420	Th2v01836, Th2v30612
OG0007122	AT1G55890	Th2v23608
OG0007123	AT2G05720, AT2G41500	Th2v03455, Th2v06798, Th2v15497
OG0007124	AT3G26980	Th2v28492
OG0007125	AT2G03370, AT2G03360	Th2v00132
OG0007126	AT4G37130	Th2v12279
OG0007127	AT1G15000	Th2v06551, Th2v15250
OG0007128	AT1G27620	Th2v29055
OG0007129	AT1G29900	Th2v08313, Th2v29738, Th2v07593, Th2v15696
OG0007130	AT1G04860	Th2v08083, Th2v16052
OG0007132	AT1G30330	Th2v10413, Th2v01381, Th2v26603
OG0007133	AT1G26650	Th2v25617, Th2v03991, Th2v24940
OG0007134	AT1G11880	Th2v19053
OG0007135	AT4G36990	Th2v03077
OG0007136	AT1G46480	Th2v10320, Th2v26422
OG0007137	AT1G04590	Th2v16078, Th2v27098
OG0007138	AT3G19910	Th2v25102
OG0007139	AT1G68630	Th2v07799, Th2v29697
OG0007140	AT5G08540	Th2v13768
OG0007141	AT1G55160	Th2v23664, Th2v26091
OG0007142	AT2G03750	Th2v28727
OG0007143	AT4G25420	Th2v09306
OG0007145	AT1G17110	Th2v10051, Th2v05977, Th2v21103
OG0007146	AT1G75350	Th2v28047
OG0007147	AT2G44150	Th2v13396, Th2v26012
OG0007148	AT1G61410, AT3G23100	Th2v19392
OG0007149	AT1G27630	Th2v10302, Th2v29054
OG0007150	AT2G33570	Th2v29896, Th2v29897, Th2v11048
OG0007151	AT1G14430	Th2v06505, Th2v15202, Th2v28673
OG0007152	AT4G33400	Th2v02615, Th2v11942
OG0007153	AT2G41170	Th2v06776, Th2v15474
OG0007154	AT5G52880	Th2v26924
OG0007155	AT5G15140	Th2v07017, Th2v18150
OG0007156	AT3G04790	Th2v11136
OG0007157	AT4G27540	Th2v09664, Th2v26974
OG0007158	AT5G43620, AT1G66500	Th2v05298
OG0007159	AT2G27230	Th2v08394, Th2v24483
OG0007160	AT1G28380	Th2v26494
OG0007161	AT2G42070	Th2v06839, Th2v15537, Th2v13235, Th2v25871
OG0007162	AT3G53180	Th2v30812
OG0007163	AT1G67810	Th2v28254
OG0007164	AT5G06680, AT1G37010	Th2v14317, Th2v22141, Th2v17704
OG0007165	AT5G17160	Th2v18567, Th2v22968
OG0007166	AT2G39780	Th2v25252
OG0007167	AT5G63640	Th2v13764, Th2v24154
OG0007168	AT2G36240	Th2v03622
OG0007169	AT3G21100	Th2v24380, Th2v21868
OG0007170	AT5G49360	Th2v11377, Th2v30425
OG0007172	AT5G60060	Th2v04351
OG0007173	AT1G30080	Th2v01370, Th2v26584
OG0007174	AT2G16365	Th2v02533, Th2v02822
OG0007175	AT5G67270	Th2v13525, Th2v14234, Th2v26648
OG0007176	AT1G02570, AT1G02575	Th2v16320, Th2v27014
OG0007177	AT3G25710	Th2v00190, Th2v28561
OG0007178	AT5G26667	Th2v24627
OG0007179	AT4G17570	Th2v17052, Th2v10635, Th2v27205
OG0007180	AT4G02640	Th2v16266, Th2v27027
OG0007181	AT4G03390	Th2v07987
OG0007182	AT5G60580	Th2v18845
OG0007183	AT5G53110	Th2v26942
OG0007184	AT1G80740	Th2v20653
OG0007185	AT2G48100	Th2v13084, Th2v13083, Th2v22790
OG0007186	AT4G23690	Th2v04561
OG0007187	AT1G02740	Th2v10323
OG0007188	AT5G20310	Th2v18024, Th2v19008
OG0007189	AT1G49010	Th2v26392, Th2v27716
OG0007190	AT5G10920	Th2v03816, Th2v28578
OG0007191	AT2G21120	Th2v03286
OG0007192	AT5G57520	Th2v09592, Th2v21747
OG0007193	AT2G17350	Th2v02923
OG0007194	AT1G34780	Th2v10953
OG0007195	AT2G24430	Th2v01816, Th2v02086
OG0007196	AT4G30400	Th2v01746, Th2v12446
OG0007197	AT5G18400	Th2v18510
OG0007198	AT1G69010	Th2v24903
OG0007199	AT1G69970	Th2v24977, Th2v25664
OG0007200	AT4G35560	Th2v02475, Th2v12176
OG0007201	AT1G71000	Th2v25736
OG0007202	AT3G59430	Th2v06915, Th2v03335, Th2v13330
OG0007203	AT2G28110	Th2v07629, Th2v15664
OG0007204	AT4G22320	Th2v04445, Th2v16714
OG0007205	AT1G78120	Th2v21135
OG0007206	AT2G32650, AT2G32180	Th2v08103
OG0007207	AT3G18620	Th2v26401, Th2v27702
OG0007208	AT5G24460	Th2v09246, Th2v17399
OG0007209	AT2G37880	Th2v03690
OG0007210	AT5G48490, AT5G48485	Th2v11466
OG0007211	AT2G15240	Th2v02759, Th2v12024
OG0007212	AT5G55020	Th2v09423
OG0007213	AT3G12145	Th2v14306, Th2v22130
OG0007214	AT3G28050	Th2v00340
OG0007215	AT1G33390	Th2v07308
OG0007216	AT1G07320	Th2v08259, Th2v31557
OG0007217	AT1G01630	Th2v03860
OG0007219	AT1G09880	Th2v24306
OG0007220	AT3G26360	Th2v00226, Th2v06432, Th2v15131
OG0007221	AT3G13940	Th2v26102, Th2v31282
OG0007222	AT1G27000	Th2v25002, Th2v25646
OG0007223	AT3G49490	Th2v17406, Th2v29444
OG0007224	AT2G13570	Th2v02658
OG0007226	AT3G29170	Th2v05360, Th2v05421
OG0007227	AT5G48820	Th2v11430, Th2v24812
OG0007228	AT3G24810	Th2v25293, Th2v25374
OG0007229	AT5G20350	Th2v18020, Th2v19005
OG0007230	AT3G18420	Th2v26383, Th2v27724
OG0007231	AT5G17710	Th2v22901
OG0007232	AT3G11410	Th2v08753, Th2v20254
OG0007233	AT3G18270	Th2v26372, Th2v27736
OG0007234	AT1G09870	Th2v06726, Th2v22424
OG0007235	AT1G01250	Th2v07844, Th2v24547
OG0007236	AT5G10630	Th2v21379, Th2v29454
OG0007237	AT2G27980	Th2v07642, Th2v15651, Th2v08349
OG0007238	AT2G38490	Th2v17011
OG0007240	AT4G24400	Th2v28634, Th2v29926, Th2v29841
OG0007241	AT1G13190	Th2v06439, Th2v15138, Th2v28537
OG0007242	AT1G65510	Th2v00605
OG0007243	AT2G41945	Th2v03486, Th2v06847, Th2v15544
OG0007244	AT1G09800	Th2v24321
OG0007245	AT1G80690	Th2v10186, Th2v23395
OG0007246	AT2G30395	Th2v10442, Th2v15838
OG0007247	AT3G29030	Th2v00398
OG0007248	AT3G54400	Th2v03587, Th2v30274
OG0007249	AT1G12530	Th2v04886
OG0007250	AT4G14770	Th2v19362, Th2v29999, Th2v18686, Th2v29998, Th2v17640
OG0007251	AT2G15860	Th2v02860, Th2v12060
OG0007252	AT1G64350	Th2v06073, Th2v14782
OG0007253	AT5G12840	Th2v19175, Th2v17529, Th2v28993
OG0007254	AT3G48890	Th2v14089, Th2v23926
OG0007255	AT4G23650	Th2v04559, Th2v16816
OG0007256	AT4G00480	Th2v16457, Th2v29278
OG0007257	AT3G15660	Th2v00857, Th2v21978
OG0007258	AT3G48460	Th2v14055
OG0007259	AT4G12720	Th2v19624, Th2v25231
OG0007260	AT2G39830	Th2v06695, Th2v15393
OG0007261	AT4G25050	Th2v09367, Th2v26843
OG0007262	AT5G61600	Th2v13894, Th2v24053
OG0007263	AT3G13882	Th2v26099, Th2v26105
OG0007264	AT3G53720	Th2v16955
OG0007265	AT2G35050	Th2v27839, Th2v10516, Th2v01417
OG0007266	AT5G55060	Th2v21632
OG0007267	AT2G40970	Th2v06761, Th2v15460
OG0007268	AT2G01260	Th2v05443, Th2v06559, Th2v15259
OG0007269	AT3G24660	Th2v19561
OG0007270	AT4G24972	Th2v29743, Th2v09377, Th2v23716, Th2v23717
OG0007271	AT4G27420	Th2v28313, Th2v28314
OG0007272	AT2G15440	Th2v02773, Th2v12037
OG0007273	AT1G80920	Th2v10162
OG0007274	AT1G06040	Th2v01169
OG0007275	AT1G47278	Th2v18786
OG0007276	AT2G15230	Th2v02755, Th2v12023
OG0007277	AT5G50090	Th2v26799, Th2v28653, Th2v31519
OG0007278	AT5G55130	Th2v05491, Th2v21638
OG0007279	AT1G68430	Th2v03956
OG0007280	AT5G13690	Th2v23563, Th2v22058
OG0007281	AT3G62810	Th2v13036, Th2v22743
OG0007282	AT3G24340	Th2v19534
OG0007283	AT3G24150	Th2v19743, Th2v25140
OG0007284	AT2G47420	Th2v07282
OG0007285	AT4G31160	Th2v02094, Th2v01806, Th2v01807
OG0007286	AT4G21430	Th2v16665
OG0007287	AT5G65090	Th2v24240, Th2v13636, Th2v24241
OG0007288	AT2G45130	Th2v07067, Th2v18107
OG0007289	AT5G47520	Th2v17093
OG0007290	AT2G33860	Th2v01303, Th2v10358
OG0007291	AT2G26280	Th2v02635, Th2v12356
OG0007292	AT5G13060	Th2v19165, Th2v29942
OG0007293	AT2G21880	Th2v03221, Th2v12672, Th2v13932
OG0007294	AT4G15930	Th2v18249, Th2v25506
OG0007295	AT1G26520	Th2v24926
OG0007296	AT4G12730	Th2v08566, Th2v25230
