Orthogroup	Arabidopsis_thaliana	Thellungiella_parvula
OG0006414	AT2G31280	Sp4g13760.1
OG0006415	AT1G28560	Sp5g19680.1, Sp1g24810.1
OG0006416	AT3G51120	Sp5g11090.1
OG0006417	AT3G49390	Sp5g12680.1
OG0006418	AT5G64350	Sp2g27420.1
OG0006419	AT5G56970	Sp6g18680.1
OG0006420	AT2G45730	Sp4g27780.1
OG0006421	AT2G45690	Sp4g27730.1
OG0006422	AT3G61610	Sp5g01800.1
OG0006423	AT5G67120	Sp2g04390.1, SpUn0426_0010.1
OG0006424	AT3G02910	Sp3g01970.1
OG0006425	AT5G26742	Sp2g21410.1
OG0006426	AT2G41970	Sp4g24240.1
OG0006427	AT5G49450	Sp2g19770.1, SpUn0021_0080.1
OG0006428	AT5G17870	Sp6g26380.1
OG0006429	AT4G26500	Sp6g17880.1, Sp7g24460.1
OG0006430	AT4G32820	Sp7g30590.1
OG0006431	AT5G66780	Sp2g29900.1
OG0006432	AT1G65320	Sp5g19990.1
OG0006433	AT1G03140, AT1G54590	Sp5g11480.1, SpUn0083_0020.1, Sp1g02160.1
OG0006434	AT3G09970	Sp3g08310.1
OG0006435	AT1G27210	Sp1g21560.1
OG0006436	AT1G73210	Sp5g28180.1
OG0006437	AT5G24930	Sp2g22520.1
OG0006438	AT5G62810	Sp2g25960.1
OG0006439	AT5G55710	Sp6g17620.1
OG0006440	AT1G08480	Sp1g07130.1
OG0006441	AT2G24450	Sp4g03470.1
OG0006442	AT2G42280	Sp4g24450.1
OG0006443	AT3G42150, AT1G21930	Sp1g19470.1
OG0006444	AT2G35930	Sp4g18180.1
OG0006445	AT5G23530	Sp2g23670.1
OG0006446	AT3G04910	Sp3g03720.1
OG0006447	AT3G06120	Sp3g05070.1
OG0006448	AT1G75810	Sp5g30930.1
OG0006449	AT2G41680	Sp4g23920.1
OG0006450	AT4G35530	Sp7g33310.1
OG0006451	AT2G38550	Sp4g20880.1
OG0006452	AT5G20240	Sp6g24170.1
OG0006453	AT5G45380	Sp2g10330.1
OG0006454	AT1G31480	Sp1g27280.1
OG0006455	AT5G54390	Sp6g16400.1
OG0006456	AT5G15270	Sp6g28800.1
OG0006457	AT5G02260	Sp6g40190.1
OG0006458	AT5G04600	Sp6g38180.1
OG0006459	AT3G15860	Sp3g14170.1, Sp3g14190.1
OG0006460	AT3G14280	Sp3g12570.1
OG0006461	AT2G28710	Sp4g11570.1
OG0006462	AT5G08280	Sp6g34680.1
OG0006463	AT5G06700	Sp6g36160.1
OG0006464	AT5G52660	Sp6g14830.1
OG0006465	AT2G03980	Sp2g14720.1, Sp2g14710.1
OG0006466	AT5G51740	Sp6g13960.1, Sp6g13950.1
OG0006467	AT3G11680	Sp3g09910.1
OG0006468	AT4G28040	Sp7g25990.1
OG0006469	AT2G40475	Sp4g22820.1
OG0006470	AT1G77700	Sp5g32870.1
OG0006471	AT5G25210	Sp2g22330.1
OG0006472	AT1G63910	Sp2g00770.1
OG0006473	AT3G29400	Sp2g18000.1
OG0006474	AT3G10915	Sp3g09240.1
OG0006475	AT3G49790	Sp5g12300.1
OG0006477	AT5G22650	Sp6g22690.1
OG0006478	AT5G16760	Sp6g27360.1
OG0006479	AT3G22640	Sp3g20400.1
OG0006480	AT1G69270	Sp5g24340.1, Sp5g24330.1
OG0006481	AT2G44910	Sp4g26980.1
OG0006482	AT5G46800	Sp2g11620.1
OG0006484	AT4G32860	Sp7g30630.1
OG0006485	AT5G06240	Sp6g36640.1
OG0006486	AT1G35720	Sp1g30430.1
OG0006487	AT2G30500	Sp4g13050.1
OG0006488	AT5G54300	Sp6g16340.1
OG0006489	AT5G47620	Sp2g12320.1
OG0006490	AT4G37630	Sp7g35280.1
OG0006491	AT5G23260	Sp2g23890.1
OG0006492	AT4G34390	Sp7g32180.1
OG0006493	AT4G27040	Sp7g25020.1
OG0006494	AT5G23280	Sp2g23870.1
OG0006495	AT2G21160	Sp4g00310.1
OG0006496	AT4G15210	Sp7g13420.1
OG0006497	AT5G47890	Sp2g18390.1
OG0006498	AT2G45680	Sp4g27720.1
OG0006499	AT5G01230	Sp1g41690.1
OG0006500	AT1G72220	Sp5g27310.1
OG0006501	AT1G28260, AT5G02650	Sp1g24460.1
OG0006502	AT4G36930	Sp7g34840.1
OG0006503	AT3G13990	Sp3g12240.1
OG0006504	AT2G36310	Sp4g18550.1
OG0006505	AT1G15370	Sp1g13700.1
OG0006506	AT2G30200	Sp4g12790.1
OG0006507	AT4G14145	Sp7g11980.1
OG0006508	AT2G40780	Sp4g23100.1
OG0006509	AT2G23070	Sp4g02090.1
OG0006510	AT4G23750	Sp7g21700.1
OG0006511	AT5G15190	Sp6g28880.1
OG0006512	AT1G70700	Sp5g25870.1
OG0006513	AT4G00755	Sp6g00750.1
OG0006514	AT3G63150	Sp5g00380.1
OG0006515	AT3G11860, AT3G11890	Sp3g10090.1
OG0006516	AT4G17440	Sp7g16740.1
OG0006517	AT3G22660	Sp3g20420.1
OG0006518	AT1G06260	Sp1g05070.1
OG0006519	AT1G29760	Sp1g25650.1
OG0006520	AT5G58140	Sp6g19820.1
OG0006521	AT1G06850	Sp1g05580.1
OG0006523	AT5G65640	Sp2g28730.1
OG0006524	AT2G48030	Sp4g29930.1
OG0006525	AT5G19140	Sp6g25220.1
OG0006526	AT1G55260	Sp1g40920.1
OG0006527	AT1G56240, AT1G56250	Sp2g06670.1
OG0006528	AT3G03720	Sp3g02690.1
OG0006529	AT5G48720	Sp2g19130.1
OG0006530	AT4G21760	Sp7g19930.1
OG0006531	AT2G45280	Sp4g27300.1, SpUn0031_0020.1
OG0006532	AT1G34260	Sp1g29490.1
OG0006533	AT4G00026	Sp6g00070.1
OG0006534	AT2G33040	Sp4g15380.1
OG0006535	AT5G12050	Sp6g31550.1
OG0006536	AT1G18860	Sp1g16840.1
OG0006537	AT2G18040	Sp3g31470.1
OG0006538	AT2G29900	Sp4g12480.1
OG0006539	AT2G29040	Sp4g11840.1
OG0006540	AT5G56780	Sp6g18520.1
OG0006541	AT4G37300	Sp7g34970.1
OG0006542	AT5G35980	Sp7g06110.1
OG0006543	AT3G54360	Sp5g08040.1
OG0006544	AT5G15120	Sp6g28950.1
OG0006545	AT1G80450	Sp5g35370.1
OG0006546	AT1G66760	Sp5g21720.1
OG0006547	AT2G39020	Sp4g03890.1, Sp4g21380.1
OG0006548	AT5G67470	Sp2g29180.1
OG0006549	AT4G33550	Sp7g31290.1
OG0006550	AT4G39770	Sp7g36130.1
OG0006551	AT5G39785	SpUn0356_0020.1, SpUn0419_0010.1
OG0006552	AT3G14190	Sp3g12450.1
OG0006553	AT1G08065	Sp1g06720.1
OG0006554	AT5G65170	Sp2g28260.1
OG0006555	AT1G48380	Sp1g35330.1
OG0006556	AT5G21160	Sp6g23360.1
OG0006557	AT3G55250	Sp5g07210.1
OG0006558	AT3G17170	Sp3g15370.1
OG0006559	AT1G75510	Sp5g30640.1
OG0006560	AT2G28870	Sp4g11680.1
OG0006561	AT3G51720	Sp7g08830.1, Sp5g10560.1
OG0006562	AT2G45660	Sp4g27700.1
OG0006563	AT4G17510	Sp7g16650.1
OG0006564	AT5G37740	Sp7g04300.1
OG0006565	AT4G30810	Sp7g28680.1
OG0006566	AT3G18190	Sp3g16300.1
OG0006567	AT3G15420, AT1G80745	Sp6g27700.1
OG0006568	AT5G49510	Sp2g19810.1, SpUn0021_0040.1
OG0006570	AT5G08330	Sp6g34620.1
OG0006571	AT2G16710	Sp3g30040.1
OG0006572	AT4G24220	Sp7g22200.1
OG0006573	AT5G03670	Sp6g39060.1
OG0006574	AT2G46300	Sp4g28340.1
OG0006575	AT1G61860	Sp2g02680.1
OG0006576	AT1G80360	Sp5g35450.1
OG0006578	AT2G01880	Sp2g13300.1
OG0006579	AT1G04880	Sp1g03720.1
OG0006580	AT1G72790	Sp5g27840.1
OG0006581	AT1G71692	Sp5g26700.1
OG0006582	AT3G61690	Sp5g01700.1
OG0006583	AT3G62090	Sp5g01280.1
OG0006584	AT5G13250	Sp6g30740.1
OG0006585	AT2G02170	Sp2g13580.1
OG0006586	AT2G35630	Sp4g17870.1
OG0006587	AT3G13600	Sp3g11800.1
OG0006588	AT1G63855	Sp2g00830.1
OG0006589	AT3G12660	Sp3g10800.1, Sp3g10810.1
OG0006590	AT2G47190	Sp4g29180.1
OG0006591	AT4G24550	Sp7g22550.1
OG0006592	AT4G32980	Sp7g30750.1
OG0006593	AT3G46560	Sp2g01740.1
OG0006594	AT5G25620	Sp2g21910.1
OG0006595	AT5G51410	Sp6g13580.1
OG0006596	AT3G01460	Sp3g00610.1
OG0006598	AT4G24015	Sp7g21970.1
OG0006599	AT1G73220	Sp5g28190.1
OG0006600	AT5G67390	Sp2g29270.1
OG0006601	AT3G45920	Sp1g38500.1
OG0006602	AT3G45093, AT5G43401	Sp6g12490.1
OG0006604	AT1G07190	Sp1g32080.1
OG0006606	AT1G53285, AT1G53282, AT3G48205	Sp5g19870.1
OG0006608	AT1G30880	Sp1g26780.1
OG0006610	AT3G13275	Sp3g11480.1
OG0006611	AT3G26660, AT3G26620	Sp2g15740.1
OG0006612	AT5G05690	Sp6g37200.1
OG0006613	AT4G37830	Sp7g35470.1
OG0006623	AT2G33400	Sp4g15720.1
OG0006624	AT1G08760	Sp1g07400.1
OG0006625	AT5G08420	Sp6g34500.1
OG0006626	AT1G68300	Sp5g23350.1
OG0006627	AT1G79110	Sp5g34160.1
OG0006628	AT3G16730	Sp3g15000.1
OG0006629	AT4G21680	Sp7g19790.1, Sp7g19810.1, Sp7g19800.1
OG0006630	AT1G64590	Sp2g00140.1
OG0006631	AT1G67560	Sp5g22580.1
OG0006632	AT1G33500	Sp1g28980.1
OG0006633	AT4G01020, AT5G10370	Sp6g33080.1
OG0006634	AT2G25740	Sp4g05420.1
OG0006635	AT3G08650	Sp3g07090.1
OG0006636	AT4G12170	Sp1g39550.1
OG0006637	AT5G51330	Sp6g13520.1
OG0006638	AT3G12140	Sp3g10370.1
OG0006639	AT3G28455	Sp2g17220.1
OG0006640	AT5G55820	Sp6g17700.1
OG0006641	AT1G09130	SpUn0237_0010.1, SpUn0301_0010.1
OG0006642	AT4G39740	Sp7g36150.1
OG0006643	AT3G54810	Sp5g07630.1
OG0006644	AT4G00580, AT1G30060, AT2G01800, AT2G02770, AT4G00920	Sp7g04810.1, Sp7g04860.1
OG0006645	AT5G25530	Sp2g22010.1
OG0006647	AT5G48850	Sp2g19250.1
OG0006649	AT4G39840	Sp7g36050.1
OG0006650	AT2G35450	Sp4g17670.1
OG0006651	AT5G09790	Sp6g33610.1
OG0006652	AT4G14420	Sp7g12490.1
OG0006653	AT3G63410	Sp5g00140.1
OG0006654	AT2G22610	Sp4g01650.1
OG0006655	AT3G46670, AT3G46660	Sp5g15030.1
OG0006656	AT1G45207	Sp1g34030.1
OG0006657	AT1G05370	Sp1g04240.1
OG0006658	AT3G16850	Sp3g15090.1
OG0006659	AT3G22360, AT3G27620	Sp3g20130.1
OG0006660	AT1G69325	Sp5g24380.1
OG0006661	AT2G26430	Sp4g07260.1, Sp1g23300.1
OG0006662	AT5G40420	Sp7g01500.1
OG0006664	AT4G38900	Sp7g36940.1
OG0006665	AT1G53800	Sp1g40300.1
OG0006666	AT2G46810	Sp4g28840.1
OG0006667	AT5G19440	Sp6g24970.1
OG0006668	AT4G16430	Sp7g14960.1
OG0006669	AT3G54890	Sp5g07540.1
OG0006670	AT1G21580	Sp1g19110.1
OG0006671	AT2G30590	Sp4g13140.1
OG0006672	AT2G32850	Sp4g15230.1
OG0006673	AT3G07440, AT5G48530	Sp2g18890.1
OG0006674	AT5G15530	Sp6g28570.1
OG0006675	AT3G10920	Sp3g09250.1
OG0006676	AT3G56990	Sp5g05590.1
OG0006677	AT2G45400	Sp4g27430.1
OG0006678	AT5G50700, AT5G50600	Sp6g12780.1
OG0006679	AT3G61510	Sp5g01890.1
OG0006680	AT2G33490	Sp4g15830.1
OG0006681	AT5G24070	Sp2g23250.1
OG0006682	AT1G52980	Sp1g39540.1
OG0006684	AT4G14330	Sp7g12360.1
OG0006685	AT4G19170	Sp7g17870.1
OG0006686	AT4G22780	Sp7g20840.1
OG0006687	AT3G54320	Sp5g08070.1
OG0006688	AT4G17210	Sp7g17000.1
OG0006689	AT1G71900	Sp5g26970.1
OG0006690	AT3G58630	Sp5g04220.1
OG0006691	AT4G20190	Sp7g18610.1
OG0006692	AT3G07970	Sp3g06880.1
OG0006693	AT2G40220	Sp4g22560.1
OG0006694	AT3G56400	Sp5g06020.1
OG0006695	AT1G18520	Sp1g16470.1
OG0006696	AT4G33440	Sp7g31140.1
OG0006697	AT4G01650	Sp6g01540.1
OG0006698	AT1G09460	Sp1g08070.1
OG0006699	AT3G09010	Sp3g07430.1
OG0006700	AT3G22830	Sp3g20530.1
OG0006701	AT2G29540	Sp4g12270.1
OG0006702	AT1G60420	Sp2g04400.1
OG0006703	AT5G19260	Sp6g25150.1
OG0006704	AT5G13790	Sp6g30230.1
OG0006705	AT1G32790	Sp1g28170.1
OG0006707	AT3G14430	Sp3g12730.1
OG0006708	AT1G80770	Sp5g34990.1
OG0006709	AT5G01380	Sp6g40690.1
OG0006710	AT2G17540	Sp3g30900.1
OG0006711	AT1G55370	Sp1g41050.1
OG0006712	AT2G27190	Sp4g08080.1
OG0006713	AT1G05960	Sp1g04790.1
OG0006714	AT4G13720	Sp7g11500.1
OG0006715	AT2G23150	Sp4g02210.1
OG0006717	AT4G34890, AT4G34900	Sp7g32650.1
OG0006718	AT3G11420	Sp3g09650.1
OG0006719	AT3G05500	Sp3g04330.1
OG0006720	AT5G65274, AT4G01710	Sp2g28380.1
OG0006721	AT4G27600	Sp7g25550.1
OG0006722	AT4G01210	Sp6g00910.1
OG0006723	AT5G14970	Sp6g29070.1
OG0006724	AT2G30990	Sp4g13480.1
OG0006725	AT5G05570	Sp6g37290.1
OG0006726	AT4G29720	Sp7g27490.1
OG0006727	AT5G47710	Sp2g12410.1
OG0006728	AT1G19960	Sp1g17740.1
OG0006729	AT1G04190	Sp1g03010.1
OG0006730	AT1G26670	Sp1g22140.1
OG0006731	AT4G01320	Sp6g00820.1
OG0006732	AT2G35880	Sp4g18130.1
OG0006733	AT3G10670	Sp3g08990.1
OG0006734	AT1G30970	Sp1g26830.1
OG0006735	AT4G14010	Sp7g11810.1
OG0006736	AT2G37195	Sp4g19510.1
OG0006737	AT4G03280	Sp6g03320.1
OG0006739	AT5G14180	Sp6g29840.1, SpUn0049_0040.1
OG0006740	AT1G33940, AT5G18700	Sp6g25640.1
OG0006741	AT1G23560	Sp1g21020.1
OG0006742	AT3G01160	Sp3g00960.1
OG0006743	AT1G64640	Sp2g00070.1
OG0006744	AT1G30660, AT1G30680	Sp1g26580.1
OG0006745	AT2G40815	Sp4g23140.1
OG0006746	AT2G32760	Sp4g15100.1
OG0006747	AT3G48410	Sp5g13650.1
OG0006748	AT1G32450	Sp1g28450.1
OG0006749	AT2G44440	Sp4g26510.1
OG0006750	AT4G30880	Sp7g28750.1
OG0006751	AT2G18910	Sp3g32380.1
OG0006752	AT5G58530	Sp6g20220.1
OG0006753	AT5G59180	Sp6g20810.1
OG0006754	AT2G26670	Sp4g09160.1
OG0006755	AT4G37000	Sp7g34760.1
OG0006756	AT2G17305	Sp7g31920.1
OG0006757	AT4G04404, AT3G29340	Sp2g17930.1
OG0006758	AT4G00830	Sp6g01290.1
OG0006759	AT3G63390	Sp5g00160.1
OG0006760	AT1G02900	Sp1g01900.1
OG0006761	AT4G22930	Sp7g21020.1
OG0006762	AT2G45860	Sp4g27930.1
OG0006763	AT3G59400	Sp5g03740.1
OG0006764	AT4G00370	Sp6g00450.1
OG0006765	AT2G27310	Sp4g10120.1
OG0006766	AT5G14400	Sp6g29620.1
OG0006768	AT5G44790	Sp2g09640.1
OG0006769	AT4G22670	Sp7g20690.1
OG0006771	AT2G45350	Sp4g27390.1
OG0006772	AT3G06950	Sp3g05900.1
OG0006773	AT2G46370	Sp4g28400.1
OG0006774	AT1G25280	Sp1g22960.1
OG0006775	AT3G07910	Sp3g06830.1
OG0006776	AT5G11940	Sp6g31650.1
OG0006777	AT3G01435	Sp3g00630.1
OG0006778	AT3G49180	Sp5g12890.1
OG0006779	AT3G06420	Sp3g05340.1
OG0006781	AT1G66245	Sp3g08890.1, Sp1g34480.1, SpUn1312_0010.1
OG0006782	AT4G20850	Sp7g18940.1
OG0006783	AT2G28520	Sp4g11350.1
OG0006784	AT1G12260	Sp1g10880.1
OG0006785	AT3G26570	Sp2g15680.1
OG0006786	AT5G64810	Sp2g27870.1
OG0006788	AT3G49640	Sp5g12460.1
OG0006789	AT1G15110	Sp1g13450.1
OG0006790	AT2G29400	Sp4g12130.1
OG0006791	AT1G52580	Sp1g39140.1
OG0006792	AT1G71950	Sp5g27020.1
OG0006793	AT1G18480	Sp1g16420.1
OG0006794	AT1G73730	Sp5g28920.1
OG0006795	AT3G01290	Sp3g00810.1
OG0006796	AT4G17550	Sp7g16610.1
OG0006797	AT2G15560	Sp3g28790.1
OG0006798	AT3G54770	Sp5g07660.1
OG0006799	AT5G08630	Sp6g34240.1
OG0006800	AT2G46225	Sp4g28270.1
OG0006801	AT5G25370	Sp2g22170.1
OG0006802	AT3G58790	Sp5g04050.1
OG0006803	AT4G12620, AT4G14700	Sp6g04850.1
OG0006805	AT1G74280, AT1G74290, AT1G74300	Sp5g29460.1
OG0006806	AT5G11320	SpUn0348_0010.1, SpUn0510_0010.1
OG0006807	AT2G41130	Sp4g23440.1
OG0006808	AT5G59220	Sp6g20770.1
OG0006809	AT2G16460	Sp3g29740.1
OG0006810	AT3G10810	Sp3g09130.1
OG0006811	AT5G14600	Sp6g29430.1
OG0006812	AT3G17940	Sp3g16070.1
OG0006813	AT4G38620	Sp7g37160.1
OG0006814	AT4G21790	Sp7g19960.1
OG0006815	AT2G07750, AT1G63250	Sp2g01270.1
OG0006816	AT3G59490	Sp5g03670.1
OG0006817	AT2G13960, AT5G02320	Sp6g40120.1, Sp7g08810.1
OG0006818	AT3G54340	Sp5g08060.1
OG0006819	AT5G22940	Sp6g22450.1
OG0006820	AT1G80730	Sp5g35020.1
OG0006821	AT3G22200	Sp3g20000.1
OG0006822	AT3G29320	Sp2g17920.1
OG0006823	AT1G02630	Sp1g01630.1
OG0006824	AT3G50620	Sp5g11600.1
OG0006825	AT1G10830	Sp1g09530.1
OG0006826	AT4G38630	Sp7g37150.1
OG0006827	AT1G56690, AT1G09410	Sp2g06020.1
OG0006830	AT1G24610	Sp1g23160.1
OG0006831	AT3G26940	Sp2g16070.1
OG0006832	AT5G09330	Sp6g33980.1
OG0006833	AT5G49550	Sp2g19860.1
OG0006834	AT4G18465	Sp7g15550.1
OG0006835	AT4G21460, AT3G18240	Sp3g16360.1
OG0006836	AT3G06600	Sp3g05530.1
OG0006837	AT1G24620	Sp1g23150.1
OG0006838	AT1G71820	SpUn0020_0120.1, Sp5g26850.1
OG0006839	AT5G24290	Sp2g23060.1
OG0006840	AT5G13160	Sp6g30820.1
OG0006841	AT3G06483	Sp3g05430.1
OG0006842	AT1G80240	Sp5g35570.1
OG0006843	AT1G55535	Sp1g41150.1
OG0006844	AT5G66170	Sp2g30520.1
OG0006845	AT2G25160	Sp7g27540.1
OG0006846	AT4G03030	Sp6g03070.1
OG0006847	AT4G34630	Sp7g32420.1
OG0006848	AT1G54780	SpUn0002_0460.1
OG0006849	AT3G07790	Sp3g06720.1
OG0006850	AT2G46500	Sp4g28520.1
OG0006851	AT5G50030	Sp6g11860.1
OG0006852	AT1G76955, AT1G76960	Sp5g32090.1
OG0006853	AT1G43600, AT1G43610	Sp6g08480.1
OG0006855	AT5G62190	Sp2g25390.1
OG0006856	AT5G64080	Sp2g27150.1
OG0006857	AT3G08030	Sp3g06940.1
OG0006858	AT4G31800	Sp7g29590.1
OG0006859	AT4G01670	Sp6g01560.1
OG0006860	AT4G34560	Sp7g32350.1
OG0006861	AT5G20635	Sp6g23850.1
OG0006862	AT3G10780	Sp3g09110.1
OG0006863	AT3G22190	Sp3g19990.1
OG0006864	AT3G55340	Sp5g07130.1
OG0006865	AT1G11720	Sp1g10330.1
OG0006866	AT1G62750	Sp2g01890.1
OG0006867	AT1G63580, AT1G63590	Sp2g01050.1, Sp2g01060.1
OG0006868	AT3G21320	Sp3g19380.1
OG0006869	AT5G58360	Sp6g20020.1
OG0006870	AT4G26450	Sp7g24360.1
OG0006871	AT1G34470	Sp1g29650.1
OG0006872	AT1G71865	SpUn0020_0080.1, Sp5g26890.1
OG0006873	AT1G01500	Sp1g00810.1
OG0006874	AT5G07950	Sp6g34990.1
OG0006875	AT2G44510	Sp4g26600.1
OG0006876	AT5G39350	Sp7g02620.1, Sp7g02630.1
OG0006877	AT5G12080	Sp6g31540.1
OG0006878	AT5G11510	Sp6g32090.1
OG0006879	AT5G02640	Sp6g39880.1
OG0006880	AT4G21445	Sp7g19570.1
OG0006881	AT4G00570	Sp6g00610.1
OG0006883	AT4G16447	Sp7g15000.1
OG0006884	AT2G18465	Sp3g31890.1
OG0006885	AT5G24580	Sp2g22800.1
OG0006886	AT5G03990	Sp6g38770.1
OG0006887	AT5G47635	Sp2g12340.1
OG0006888	AT5G13010	Sp6g30960.1
OG0006889	AT3G58390, AT4G27650	Sp7g25620.1
OG0006890	AT5G48545	Sp2g18910.1
OG0006891	AT2G22180	Sp4g01240.1
OG0006892	AT5G64160	Sp2g27220.1
OG0006893	AT4G28030	Sp7g25980.1
OG0006894	AT5G53000	Sp6g15160.1
OG0006895	AT5G49240	Sp2g19620.1
OG0006896	AT3G20630	Sp3g18670.1
OG0006897	AT5G17370	Sp6g26850.1
OG0006898	AT4G36060	Sp7g33840.1
OG0006899	AT1G34220	Sp1g29470.1
OG0006900	AT4G24020	Sp7g21990.1
OG0006901	AT5G14360	Sp6g29670.1
OG0006902	AT3G27350	Sp2g16540.1
OG0006903	AT4G26050	SpUn0235_0010.1
OG0006904	AT5G23290	Sp2g23860.1
OG0006905	AT4G39990	Sp7g35880.1
OG0006906	AT5G59350	Sp6g21030.1
OG0006907	AT3G19420	Sp3g17480.1
OG0006908	AT5G63490	Sp2g26570.1
OG0006909	AT5G55610	Sp6g17530.1
OG0006910	AT5G43990	Sp2g08820.1
OG0006911	AT4G16141	Sp7g14610.1
OG0006912	AT3G63200	Sp5g00330.1
OG0006913	AT3G06260	Sp3g05180.1
OG0006914	AT2G46780	Sp4g28810.1
OG0006915	AT1G03530	Sp1g02460.1
OG0006916	AT1G74840	Sp5g29970.1
OG0006917	AT1G31650	Sp1g27330.1
OG0006918	AT5G40140	Sp7g01890.1
OG0006919	AT1G74970	Sp5g30110.1
OG0006920	AT5G23450	Sp6g34510.1, Sp2g23710.1
OG0006921	AT4G22270	Sp7g20390.1
OG0006922	AT4G35785	Sp7g33570.1
OG0006923	AT5G53940	Sp6g16020.1
OG0006924	AT1G01210, AT4G07950	Sp1g01080.1
OG0006925	AT5G53330	Sp6g15480.1
OG0006926	AT2G40200	Sp4g22550.1
OG0006927	AT1G03010	Sp1g02000.1
OG0006928	AT1G06520	Sp1g05280.1
OG0006929	AT2G28550	Sp4g11380.1
OG0006931	AT4G18550	Sp7g15480.1
OG0006932	AT1G21450	Sp1g18990.1
OG0006933	AT1G67590	Sp5g22610.1
OG0006934	AT4G32930	Sp7g30710.1
OG0006935	AT3G25920	Sp2g15160.1
OG0006936	AT1G29330	Sp1g25280.1
OG0006937	AT2G06960, AT2G36690	Sp4g18970.1
OG0006938	AT1G48790	Sp1g35710.1
OG0006939	AT4G29660	Sp7g27450.1, Sp3g29900.1
OG0006940	AT3G50520	Sp5g11680.1
OG0006941	AT5G62240	Sp2g25440.1
OG0006942	AT1G11430	Sp1g10070.1
OG0006943	AT3G23280	Sp3g20940.1
OG0006945	AT3G20920	Sp3g18950.1
OG0006946	AT4G27940	Sp7g25900.1
OG0006947	AT5G51830	Sp6g14080.1
OG0006948	AT3G27785	Sp2g16860.1
OG0006949	AT3G49500	Sp5g12590.1
OG0006950	AT2G33800	Sp4g16190.1
OG0006951	AT2G37530	Sp4g19850.1
OG0006952	AT4G08800, AT2G19470	Sp6g39250.1, Sp3g32850.1
OG0006953	AT2G30505	Sp4g13060.1
OG0006954	AT2G47980	Sp4g29900.1
OG0006955	AT4G15850	Sp7g14250.1
OG0006956	AT1G67750	Sp5g22760.1
OG0006957	AT1G69900	Sp5g25010.1
OG0006958	AT2G24820	Sp4g03840.1
OG0006959	AT4G11690	Sp6g05780.1
OG0006960	AT1G53140	Sp2g07980.1, Sp1g39690.1
OG0006961	AT3G18480	Sp3g16570.1
OG0006962	AT2G47580	Sp4g29510.1
OG0006963	AT3G22260	Sp3g20050.1
OG0006964	AT1G29950	Sp1g25810.1
OG0006965	AT4G03100	Sp6g03130.1
OG0006966	AT2G33880	Sp4g16310.1
OG0006967	AT1G73885	Sp5g29090.1
OG0006968	AT3G62820	Sp5g00690.1
OG0006969	AT2G43330	Sp4g25430.1
OG0006970	AT3G52090	Sp5g10210.1
OG0006971	AT3G05040	Sp3g03870.1
OG0006972	AT2G34650	Sp4g16920.1
OG0006973	AT1G67710	Sp5g22700.1
OG0006974	AT1G32400	Sp1g28490.1
OG0006975	AT3G28040	Sp2g17040.1
OG0006976	AT5G22360	Sp6g22880.1
OG0006977	AT5G44450	Sp2g09280.1
OG0006978	AT4G02425	Sp6g02330.1
OG0006979	AT2G45980	Sp4g28050.1
OG0006980	AT1G60490	Sp2g04240.1
OG0006982	AT5G61850	Sp2g25050.1
OG0006983	AT2G37110	Sp4g19430.1
OG0006984	AT1G30260	Sp1g26100.1
OG0006985	AT3G54150	Sp5g08240.1
OG0006986	AT3G51270	Sp5g10950.1
OG0006988	AT5G66600	Sp2g30110.1
OG0006989	AT1G53645	Sp1g40180.1
OG0006990	AT3G28370, AT1G51430	Sp2g17170.1
OG0006991	AT5G11800	Sp6g31800.1
OG0006992	AT4G36920	Sp7g34850.1
OG0006993	AT4G33985	Sp7g31730.1
OG0006994	AT5G44190	Sp2g09010.1
OG0006995	AT1G28420	Sp1g24700.1
OG0006996	AT4G32250	Sp7g30000.1
OG0006997	AT3G18380	Sp3g16490.1
OG0006998	AT5G36880	Sp7g05640.1
OG0006999	AT2G03350	Sp2g14280.1
OG0007001	AT1G27340	Sp1g23570.1
OG0007002	AT3G53630	Sp5g08720.1
OG0007003	AT2G18590	Sp3g32090.1
OG0007004	AT2G17820	Sp3g31280.1, SpUn0082_0010.1
OG0007005	AT3G27650	Sp2g16780.1
OG0007006	AT3G25600	Sp2g14880.1
OG0007007	AT3G54300	Sp5g08090.1
OG0007008	AT5G59340	Sp6g21020.1
OG0007009	AT3G62910	Sp5g00600.1
OG0007010	AT2G28390	Sp4g11190.1
OG0007011	AT2G39805	Sp4g22090.1
OG0007012	AT2G41510	Sp4g23780.1
OG0007013	AT5G51590	Sp6g13830.1
OG0007014	AT5G03740	Sp6g38980.1
OG0007015	AT3G07255	Sp3g06190.1
OG0007016	AT5G03415	Sp3g08220.1, Sp6g39330.1
OG0007017	AT5G54250	Sp6g16290.1
OG0007018	AT3G61820	Sp5g01550.1
OG0007019	AT5G03160	Sp6g39560.1
OG0007020	AT2G03200	Sp2g14130.1
OG0007021	AT5G17290	Sp6g26940.1
OG0007022	AT2G32100	Sp4g14510.1
OG0007023	AT5G10580	Sp6g32850.1
OG0007024	AT3G54620	Sp5g07830.1
OG0007025	AT1G73940	Sp5g29140.1
OG0007026	AT3G12340	Sp7g04930.1
OG0007027	AT3G25500, AT3G25493	Sp3g23010.1
OG0007028	AT2G44340	Sp4g26400.1
OG0007029	AT5G64040	Sp2g27110.1
OG0007030	AT5G56750	Sp6g18500.1
