Orthogroup	Arabidopsis_thaliana	Camelina_sativa
OG0004799	AT5G10160	Csa13g011920, Csa08g054430, Csa20g015430
OG0004800	AT3G10020	Csa15g012490, Csa19g013510, Csa01g010850
OG0004802	AT2G15025, AT5G35890	Csa10g044790
OG0004803	AT5G02290	Csa20g002360, Csa08g062370, Csa03851s010, Csa13g002150
OG0004804	AT5G52870	Csa18g023810, Csa02g049120, Csa11g084640
OG0004805	AT5G16890	Csa08g009100, Csa13g019720, Csa20g024820
OG0004806	AT4G00315, AT1G55660	Csa03g062290, Csa14g067540, Csa17g095560, Csa17g095550
OG0004806	AT4G15060	Csa15g019160, Csa11g036690, Csa11g036590
OG0004807	AT5G07140	Csa08g057300
OG0004807	AT5G58520	Csa02g064140, Csa11g092220, Csa18g031680
OG0004808	AT3G16060	Csa01g018690, Csa19g022900
OG0004809	AT1G28360	Csa17g039220, Csa14g036000, Csa03g031670
OG0004810	AT5G52050	Csa02g045020, Csa18g022950
OG0004811	AT1G09330	Csa14g010750, Csa03g012700, Csa17g012820
OG0004812	AT3G43250	Csa09g048210, Csa09g048270, Csa04g022350
OG0004813	AT1G27290	Csa03g030500, Csa14g034840, Csa17g035990
OG0004814	AT1G11870	Csa11g045440, Csa11g030560, Csa17g014830, Csa03g015560, Csa17g015980, Csa14g014710
OG0004815	AT4G28310, AT1G52270	Csa05g060670
OG0004816	AT1G02090	Csa17g002580, Csa03g001100, Csa04293s010
OG0004817	AT1G18070	Csa17g023830, Csa03g021880, Csa14g023330
OG0004818	AT1G49320	Csa14g055500, Csa03g055160, Csa17g081020
OG0004819	AT1G27760	Csa14g035370, Csa03g031050
OG0004820	AT1G77120	Csa07g048690, Csa09g083810, Csa16g041280
OG0004821	AT4G05030	Csa13g052990, Csa02g010920, Csa08g049220
OG0004822	AT5G41270	Csa11g003210, Csa10g049790, Csa02g054610, Csa02g054600, Csa11g059810, Csa12g002990
OG0004823	AT1G55670	Csa17g095570, Csa14g067550, Csa18987s010, Csa03g062300
OG0004824	AT5G47180	Csa20g081610, Csa11g064620, Csa18g002670
OG0004825	AT2G27430	Csa05g041520, Csa07g060980, Csa16g051590, Csa05g041510
OG0004826	AT4G13010	Csa12g065620, Csa10g034840, Csa11g043090, Csa12801s010
OG0004827	AT5G39950	Csa12g081380, Csa11g056030, Csa10g047810, Csa02g007890, Csa08g049920, Csa13g053690
OG0004828	AT5G38360	Csa11g052180, Csa12g084370, Csa10g044410, Csa11g052210
OG0004829	AT4G27410	Csa12g023460, Csa10g015440, Csa11g016750
OG0004830	AT5G10350	Csa13g012110
OG0004830	AT5G65260	Csa11g102780
OG0004831	AT2G01540	Csa06g001450, Csa09g002780, Csa04g002650
OG0004832	AT4G23060	Csa12g033620, Csa10g020010, Csa11g023030
OG0004833	AT2G23220	Csa09g087470
OG0004834	AT3G07050	Csa01g008060, Csa19g010750, Csa15g008750
OG0004835	AT4G32000	Csa12g014020, Csa10g010480, Csa11g011290
OG0004835	AT2G25220	Csa09g090420
OG0004836	AT1G74045	Csa16g037980, Csa07g044300, Csa09g078660
OG0004836	AT1G18510	Csa17g024320, Csa14g023840, Csa03g022360
OG0004837	AT5G02120	Csa13g001980, Csa08g062530
OG0004838	AT2G22600	Csa16g057460, Csa16g044340, Csa07g052680, Csa09g086900
OG0004839	AT1G09540	Csa14g010940, Csa17g013010, Csa03g012900
OG0004840	AT5G37930	Csa11g051860, Csa12g087720
OG0004841	AT4G37560	Csa11g003990
OG0004842	AT2G39730	Csa05g013300, Csa04g053880, Csa06g043830
OG0004843	AT3G06220, AT3G06160	Csa08g006870, Csa13g017640
OG0004844	AT1G02080	Csa03g001120, Csa00566s040
OG0004845	AT4G09760	Csa13g044710, Csa02g028230
OG0004846	AT1G25510	Csa03g029560, Csa14g032860, Csa30147s010, Csa17g034960, Csa08018s010
OG0004847	AT2G28160	Csa05g038570, Csa16g017030, Csa07g016490
OG0004848	AT1G34540, AT3G56630	Csa06g031350, Csa04g043030
OG0004849	AT5G13710	Csa13g016420, Csa20g019070, Csa08g005630
OG0004850	AT2G11623, AT3G45800, AT2G11620, AT2G29850, AT2G29605	Csa04g039790, Csa09g062190, Csa05g011330, Csa06g047220, Csa04g055740, Csa06g047210
OG0004851	AT1G23220	Csa14g030510, Csa17g030360, Csa03g027150
OG0004852	AT3G57650	Csa06g033410, Csa06g033430, Csa06g033390
OG0004853	AT1G30320	Csa03g033510, Csa17g055380, Csa17g043280, Csa14g037970
OG0004854	AT4G18150	Csa12g044230, Csa10g027070, Csa11g030420
OG0004855	AT3G24515	Csa01g030570, Csa15g050230, Csa19g036470
OG0004856	AT2G40020	Csa05g012910, Csa06g044250, Csa04g054220
OG0004856	AT1G45248	Csa17g071440
OG0004857	AT5G52510	Csa02g047650, Csa11g084240, Csa18g023450
OG0004858	AT4G15020	Csa11g036830, Csa10g031300, Csa00506s110
OG0004858	AT3G22220	Csa01g025440, Csa15g034800, Csa19g031430
OG0004859	AT1G65820	Csa16g023170, Csa07g029780
OG0004860	AT3G53270	Csa04g039270, Csa02g008020, Csa09g061560
OG0004862	AT4G38540	Csa10g001320, Csa11g001470, Csa12g001370
OG0004863	AT5G47030	Csa22265s010, Csa18g002960, Csa11g064880, Csa20g081300
OG0004864	AT3G11000	Csa19g014770, Csa19g014980, Csa19g015040, Csa19g014950, Csa19g014920, Csa15g014650, Csa01g012010
OG0004866	AT1G79430	Csa09g093650, Csa07g058510, Csa06712s010, Csa16g049050
OG0004867	AT5G64310	Csa02g073020, Csa18g037950, Csa11g101420
OG0004868	AT2G23090	Csa09g087360, Csa07g053120, Csa16g044790
OG0004869	AT3G55440	Csa04g041700, Csa09g048390, Csa06g030060, Csa09g067430
OG0004871	AT5G22100	Csa08g015260, Csa20g034520, Csa13g025460
OG0004872	AT3G20020	Csa01g023090, Csa15g028130, Csa19g027780, Csa06g041630
OG0004873	AT2G32710	Csa05g023940, Csa05g023950, Csa07g008840
OG0004874	AT3G30841	Csa09g027330, Csa06g013020, Csa00427s040
OG0004874	AT4G09520	Csa06569s010
OG0004875	AT5G55730	Csa18g028290, Csa11g088980, Csa01722s010, Csa02g058400
OG0004876	AT3G24800	Csa15g052640, Csa01g030910, Csa19g036770
OG0004877	AT1G64970	Csa18g014200, Csa02g032400, Csa02g032390
OG0004878	AT1G68910	Csa07g034420, Csa16g028810, Csa05g085580, Csa02g059750
OG0004879	AT1G72390	Csa03710s010, Csa07g039470, Csa07g039480, Csa16g035070, Csa09g075970
OG0004880	AT5G41360	Csa02g054750, Csa02g054740, Csa10g049900
OG0004881	AT5G45640	Csa11g066510
OG0004881	AT5G45650	Csa11g066500
OG0004882	AT4G30570	Csa10g011970, Csa13g034330, Csa11g012800, Csa12g016590, Csa11g012810
OG0004883	AT1G12120	Csa14g015020, Csa14g015010, Csa17g016310, Csa03g015850
OG0004884	AT1G08465	Csa14g009930, Csa17g011910, Csa03g011910
OG0004885	AT2G33845	Csa07g007460, Csa05g021420, Csa16g007260, Csa26102s010
OG0004886	AT3G02760	Csa19g004880, Csa15g002450, Csa01g002360
OG0004887	AT4G12440	Csa13g050840, Csa02g014430
OG0004887	AT4G22570	Csa10g020640, Csa11g023670, Csa12g034260
OG0004888	AT2G39870	Csa05g013090, Csa04g054030, Csa06g044020
OG0004889	AT5G56920	Csa02g061250
OG0004889	AT5G56910	Csa11g090400, Csa11g090390, Csa02g061230
OG0004890	AT3G47120	Csa04g030070, Csa09g045490, Csa06g020940
OG0004891	AT2G27775	Csa05g041030, Csa16g051960, Csa07g061250
OG0004892	AT5G25930	Csa13g033820, Csa20g049250, Csa08g023580
OG0004893	AT3G55370	Csa09g067350, Csa06g029980, Csa04g041620
OG0004894	AT1G61520	Csa16g053270, Csa07g062650, Csa09g095960
OG0004895	AT4G37608	Csa11g003950, Csa10g003520
OG0004896	AT2G37590	Csa06g040340, Csa05g016230, Csa04g051210
OG0004897	AT1G71710	Csa16g034320, Csa07g038590, Csa09g073970, Csa09g073960
OG0004898	AT2G43050	Csa05g007410, Csa06g049240, Csa04g060660
OG0004899	AT2G01940	Csa06g001940, Csa04g004310, Csa05547s010
OG0004900	AT4G29260	Csa11g014260, Csa12g019220, Csa10g013320
OG0004901	AT5G18990, AT3G24130	Csa19g035810, Csa15g048430
OG0004902	AT4G36620	Csa10g004630, Csa12g004840, Csa11g005140
OG0004903	AT5G60690	Csa11g094540, Csa02g067650
OG0004904	AT2G31400	Csa07g011460, Csa05g029810, Csa16g012050
OG0004905	AT3G56810	Csa09g069200, Csa06g031520, Csa04g043190
OG0004906	AT1G72210	Csa07g039230, Csa16g034840, Csa09g075680, Csa07g021990
OG0004907	AT4G23170	Csa12g033510
OG0004908	AT1G33980	Csa03g038100, Csa14g043800, Csa17g058240
OG0004909	AT5G43400	Csa20g067410, Csa18g010400, Csa11g071440
OG0004910	AT4G33450	Csa12g011380, Csa11g009690, Csa10g008810
OG0004911	AT5G18550	Csa20g026940, Csa08g011090, Csa13g021450, Csa13g021460
OG0004912	AT5G04070	Csa08g060440, Csa20g005270
OG0004913	AT3G54040	Csa09g062500, Csa06g028520, Csa04g040070
OG0004914	AT1G04120	Csa14g005240, Csa17g007220, Csa03g005310
OG0004915	AT4G34160	Csa10g008050, Csa12g009530, Csa11g008820
OG0004916	AT2G48090	Csa20g066370, Csa05g001110, Csa21874s010, Csa01777s010
OG0004917	AT5G46230	Csa11g065770, Csa18g003820, Csa20g078350
OG0004918	AT5G61550	Csa11g097360, Csa02g068520, Csa18g034890
OG0004919	AT5G22794, AT1G49940, AT1G04770	Csa14g005970, Csa10625s010, Csa03g006080, Csa17g008010
OG0004920	AT1G76180	Csa07g047700, Csa16g040300, Csa09g080880
OG0004921	AT2G32700	Csa16g008660, Csa07g008850, Csa05g023960
OG0004922	AT4G25550	Csa11g018970, Csa10g017360, Csa12g026610
OG0004923	AT5G46025	Csa20g072060
OG0004923	AT4G18430	Csa11g030000, Csa00518s040, Csa10g026750
OG0004924	AT4G05020	Csa02g010930, Csa08g049210
OG0004924	AT4G21490	Csa11g024950
OG0004925	AT3G46310	Csa09g042460, Csa04g029100, Csa06g020120
OG0004925	AT3G46300	Csa09g042440, Csa04g029080, Csa06g020090
OG0004926	AT4G28140	Csa30371s010, Csa10g014540, Csa11g015760, Csa12g022440
OG0004927	AT3G57390	Csa06g033110, Csa04g043810, Csa09g069840
OG0004928	AT1G05615	Csa17g008990
OG0004928	AT2G24670	Csa16g046320, Csa09g088830, Csa07g054660, Csa16g046310
OG0004929	AT3G19500	Csa15g027280, Csa01g022540, Csa19g027040
OG0004930	AT1G66780	Csa05g079470, Csa07g031930, Csa00543s010
OG0004931	AT2G31865	Csa05g029290, Csa07g010950, Csa16g009680
OG0004932	AT2G32460	Csa16g008940, Csa05g024410, Csa07g010180
OG0004933	AT2G02230	Csa09g004620, Csa04g007800, Csa06g002420
OG0004934	AT3G07890	Csa01g008960, Csa19g011670, Csa15g009620
OG0004935	AT3G13674	Csa01g016020, Csa19g019060
OG0004935	AT1G55205	Csa03g061790, Csa17g095000
OG0004936	AT4G23550	Csa12g031870, Csa10g019620, Csa11g022360, Csa13841s010
OG0004937	AT5G61410	Csa02g068360, Csa18g034720, Csa11g097190
OG0004938	AT1G15190	Csa14g018330, Csa17g020730, Csa19589s010, Csa03g018970
OG0004939	AT2G30410	Csa07g012720, Csa16g014460, Csa05g033300
OG0004940	AT4G14600	Csa02g023390
OG0004940	AT1G29060	Csa14g036620, Csa17g040790, Csa03g032190
OG0004941	AT5G09600, AT4G32210	Csa20g012760, Csa08g055050, Csa13g011250
OG0004942	AT2G45790	Csa05g003420, Csa04g064850, Csa06g052280
OG0004943	AT1G79960	Csa09g095050, Csa07g059890, Csa15g016430, Csa15g027180, Csa09g075670, Csa05g026910, Csa16g050530
OG0004944	AT1G48860, AT2G45300	Csa06g051700, Csa05g003970
OG0004945	AT4G29270	Csa10g013260, Csa12g018200, Csa11g014230, Csa11g014240, Csa10g013280
OG0004946	AT5G16270	Csa20g023950, Csa13g019080, Csa08g008410
OG0004947	AT5G18930	Csa20g027370, Csa13g021760, Csa08g011450, Csa09289s010
OG0004948	AT1G77830	Csa07g050500, Csa16g042080
OG0004949	AT2G46680	Csa06g053190, Csa05g002480, Csa04g065790
OG0004950	AT3G15540	Csa15g020120, Csa19g022340, Csa01g018170
OG0004951	AT5G47210	Csa16g002010, Csa20g020700, Csa14g059020, Csa18g002600, Csa11g064560, Csa20g081670
OG0004952	AT1G68620	Csa05g085080, Csa07g034310, Csa16g028650
OG0004953	AT5G57830	Csa18g030930, Csa02g062390, Csa11g091440
OG0004954	AT5G54310	Csa02g052130, Csa18g025640, Csa11g087310
OG0004955	AT1G78170	Csa07g050830, Csa16g042410, Csa09g084970
OG0004956	AT2G27550	Csa16g051720, Csa05g041380, Csa18971s010, Csa07g061090
OG0004958	AT5G59980	Csa11g093880, Csa18g033260, Csa18g033270, Csa02g065790
OG0004959	AT3G20155	Csa01g023210, Csa15g029300, Csa19g027960
OG0004960	AT5G04760	Csa20g005950, Csa13g006720, Csa08g059730
OG0004961	AT1G07110	Csa03g010500, Csa14g008510, Csa17g010490
OG0004962	AT1G20900	Csa17g026790, Csa03g024770, Csa14g026100
OG0004963	AT3G15720	Csa15g020380, Csa15g020360, Csa19g022530, Csa02213s010, Csa01g018360
OG0004964	AT3G49601	Csa09g052250, Csa06g023600, Csa04g035100, Csa09823s010, Csa04g035090
OG0004965	AT2G39660	Csa05g013420, Csa06g043710
OG0004966	AT1G64520	Csa09g099360, Csa07g066060
OG0004967	AT5G53590	Csa11g085450, Csa18g024660, Csa16305s010, Csa00599s050
OG0004968	AT3G44770	Csa04g024540, Csa06g017380, Csa04g024520
OG0004969	AT5G26630	Csa20g057090, Csa13g037730, Csa13g034660, Csa13g034640, Csa08g027460, Csa08g026450
OG0004970	AT3G24140	Csa01g029870, Csa19g035800, Csa15g048420
OG0004971	AT3G47470	Csa06g021120, Csa04g030350, Csa09g047790
OG0004972	AT2G40430	Csa05g012320, Csa06g044820, Csa04g054760
OG0004973	AT3G53580	Csa06g028040, Csa09g061940, Csa04g039620
OG0004974	AT4G36250	Csa12g005150, Csa10g004900, Csa11g005430
OG0004975	AT1G69780	Csa07g036530, Csa16g031310, Csa05g087630
OG0004976	AT5G25640	Csa20g049040, Csa08g023370
OG0004977	AT2G45200	Csa06g051590, Csa05g004060, Csa04g063100
OG0004978	AT1G69670	Csa05g087490
OG0004978	AT1G26830	Csa03g028580, Csa17g033920
OG0004979	AT3G10050	Csa15g012520, Csa19g013540, Csa01g010880
OG0004980	AT5G61220	Csa02g068160, Csa18g034540
OG0004981	AT1G63770	Csa09g098590, Csa16g056470, Csa07g065250
OG0004982	AT2G33510	Csa07g007870, Csa16g007730, Csa05g022900
OG0004983	AT3G46240	Csa06g020030, Csa09g041370, Csa04g029020
OG0004984	AT4G05160	Csa02g009760, Csa13g053110, Csa08g049360
OG0004985	AT5G64750	Csa18g038450, Csa11g101890, Csa02g074000, Csa18g038440
OG0004986	AT1G06340	Csa17g009730, Csa14g007740, Csa03g009790
OG0004987	AT3G21630	Csa15g032050, Csa01g024740, Csa19g048420, Csa19g048430, Csa19g029720, Csa01g024750, Csa19g029750, Csa15g032080
OG0004988	AT3G27890	Csa09g016090, Csa06g009040, Csa04g016050, Csa04g016020, Csa09g016080
OG0004989	AT3G62380	Csa05g093840, Csa16g002830, Csa07g002930
OG0004990	AT5G21990	Csa13g025340, Csa08g015150, Csa20g034380
OG0004991	AT2G46490	Csa05g002710, Csa04g065540, Csa06g052970
OG0004992	AT4G13450	Csa12g063100, Csa11g041620, Csa18660s010, Csa10g033380
OG0004993	AT3G51910	Csa06g026120, Csa04g037730, Csa09g058950
OG0004994	AT1G21830	Csa14g027060, Csa17g028570, Csa03g025690
OG0004995	AT4G23980	Csa10g019070, Csa11g020870, Csa12g030420
OG0004996	AT3G56490	Csa06g031230, Csa09g068780, Csa04g042920
OG0004997	AT3G11930	Csa01g013010, Csa15g015760, Csa19g016070, Csa15g015750
OG0004998	AT5G14370	Csa13g017200, Csa08g006400, Csa20g020910
OG0004999	AT2G38470	Csa05g014650, Csa06g041320, Csa04g052260
OG0005000	AT1G25275	Csa14g034220, Csa17g035300, Csa03g029900
OG0005001	AT3G25860	Csa09g009040, Csa06g005440, Csa04g011090
OG0005002	AT1G01090	Csa14g002090, Csa17g001570, Csa03g002150, Csa03g002140
OG0005003	AT4G37750	Csa12g003630, Csa10g003350, Csa11g003790
OG0005004	AT1G09760	Csa17g013310, Csa14g011190, Csa03g013100
OG0005005	AT1G28440	Csa03g031790, Csa14g036120
OG0005006	AT2G43750	Csa04g061580, Csa06g050080, Csa05g006560
OG0005007	AT2G47940	Csa05g001240, Csa06g054440, Csa04g068050
OG0005008	AT3G21070	Csa15g031390, Csa01g024070, Csa19g028980
OG0005009	AT5G03840	Csa08g060650, Csa20g005030, Csa13g003940
OG0005010	AT5G67300	Csa11g103610, Csa02g075390, Csa18g040150
OG0005011	AT2G37010	Csa06g039650, Csa04g050540
OG0005012	AT1G75540	Csa09g080180, Csa07g047040, Csa16g039490
OG0005013	AT1G23730	Csa03g027550, Csa14g030840, Csa17g030860
OG0005014	AT3G06545, AT3G11060	Csa19g019090, Csa15g017830, Csa15g017810, Csa12703s010
OG0005015	AT2G17480	Csa15g075730, Csa19g054310, Csa01g032290
OG0005016	AT1G31080, AT1G31090	Csa14g038940, Csa03g034500
OG0005017	AT4G18170	Csa12g044210, Csa11g030400, Csa10g027050
OG0005018	AT1G72050	Csa09g075410, Csa16g034710, Csa07g039020
OG0005019	AT3G51370	Csa04g037180, Csa09g058410, Csa06g025540
OG0005019	AT5G66080	Csa02g076750
OG0005020	AT4G12570	Csa02g013210, Csa13g051010, Csa08g046960, Csa05463s010
OG0005021	AT3G29310	Csa04g019710, Csa06g012610, Csa09g022860
OG0005022	AT5G51300	Csa02g043050, Csa18g022130, Csa11g082820
OG0005023	AT3G10572	Csa01g011460, Csa15g014090, Csa07g022110, Csa19g014230, Csa07g022090
OG0005024	AT3G21460	Csa01g024540, Csa15g031860, Csa19g029520
OG0005025	AT3G12760	Csa15g016720, Csa01g013890, Csa19g016980
OG0005026	AT5G20720	Csa20g032710, Csa13g024640, Csa08g014540
OG0005027	AT5G22950	Csa13g027570, Csa08g017290, Csa20g037880
OG0005028	AT4G30890	Csa11g012470, Csa10g011630, Csa12g016220
OG0005029	AT4G12700	Csa12g068260
OG0005029	AT2G04280	Csa15g055470, Csa01g031610
OG0005030	AT5G59080	Csa02g064900, Csa18g032490, Csa11g093030
OG0005031	AT5G61020	Csa02g068000, Csa18g034410, Csa11g094870
OG0005032	AT3G07020	Csa01g008030, Csa15g008730, Csa19g010720
OG0005033	AT5G61820	Csa18g035240, Csa02g069860, Csa11g098670, Csa02g069810, Csa18g035200, Csa18g035210
OG0005034	AT3G51550	Csa09g058580, Csa06g025680, Csa04g037340
OG0005035	AT2G36950	Csa04g050480, Csa06g039590, Csa05g016910
OG0005036	AT3G20650	Csa01g023700, Csa19g028600, Csa15g030980
OG0005037	AT3G23180	Csa15g044110, Csa19g033610, Csa13496s010, Csa01g027720, Csa15g044130
OG0005038	AT1G67620	Csa05g081700, Csa07g033030, Csa16g027450, Csa10g002900, Csa02041s020, Csa11g003230, Csa11g003280, Csa11g003220, Csa11g003270, Csa12g003020
OG0005039	AT1G11120	Csa03g014750, Csa17g015070, Csa14g013830
OG0005040	AT3G66656	Csa15g008300, Csa15g008290, Csa19g010330, Csa15g008280, Csa01g007700, Csa17g071060, Csa03g047080, Csa14g049440
OG0005041	AT4G10080	Csa13g047120, Csa08g038960, Csa02g026810
OG0005042	AT2G41410	Csa06g047320, Csa11736s010, Csa05g011230, Csa04g055840
OG0005043	AT4G14301	Csa12g057650, Csa10g032300
OG0005043	AT3G23450	Csa01g028030, Csa19g033950
OG0005044	AT1G07080	Csa17g010470, Csa14g008490, Csa03g010470
OG0005045	AT2G33380	Csa16g007890, Csa07g008030, Csa16g007900, Csa05g023080, Csa07g008050
OG0005046	AT3G55790	Csa06g030450, Csa04g042150, Csa09g067840
OG0005046	AT1G09176	Csa03g012560
OG0005047	AT5G58950	Csa11g092730, Csa02g064640, Csa18g032150
OG0005048	AT3G57610	Csa09g070100, Csa06g033330
OG0005049	AT4G15093	Csa11g035500, Csa00430s040, Csa10g031140
OG0005050	AT5G46910	Csa11g065020, Csa18g003100
OG0005051	AT5G17800	Csa20g025980, Csa08g010050, Csa13g020620
OG0005052	AT3G27810	Csa06g008900, Csa09g015940, Csa04g015900
OG0005053	AT5G53420	Csa02g049730, Csa11g085240, Csa18g024440
OG0005054	AT1G03900	Csa14g004980, Csa14g004990, Csa17g006970, Csa03g005070
OG0005055	AT4G33110, AT4G33120	Csa12g011740, Csa10g009150, Csa11g010040
OG0005056	AT5G22380	Csa13g025850, Csa08g015570, Csa20g036010
OG0005057	AT1G52900	Csa03g060010, Csa17g093090, Csa04350s010, Csa14g063220
OG0005058	AT2G45490	Csa18g040310, Csa04g063410, Csa04g063160, Csa06g051650, Csa06g051880, Csa05g003790
OG0005059	AT5G09640	Csa20g012820, Csa08g054990, Csa13g011330
OG0005060	AT3G08600	Csa15g009880, Csa01g009240, Csa01g009230, Csa19g011970
OG0005061	AT3G50670	Csa09g053650, Csa06g024670, Csa08777s010, Csa04g036290
OG0005062	AT5G08520	Csa08g013920, Csa08g055730, Csa13g010630, Csa20g012050
OG0005063	AT1G74650	Csa07g046050, Csa07g046060, Csa16g038550
OG0005064	AT1G34355	Csa03g038510, Csa14g044240, Csa17g059660
OG0005065	AT3G27090	Csa09g011840, Csa04g013810, Csa06g006980
OG0005066	AT2G01690	Csa06g001620, Csa09g002980
OG0005067	AT3G04330, AT3G04320	Csa19g006500, Csa15g005230
OG0005068	AT5G62470	Csa11g099320, Csa02g070590, Csa18g035920
OG0005069	AT3G28910	Csa06g010190, Csa09g021290, Csa04g018180
OG0005070	AT3G23410	Csa15g044540, Csa19g033920, Csa01g027990
OG0005071	AT5G66650	Csa18g041940, Csa02g076110, Csa11g104350
OG0005072	AT4G39780	Csa10g002580, Csa11g002900, Csa12g002680
OG0005073	AT1G54370	Csa14g069170
OG0005073	AT1G79610	Csa09g093880, Csa16g049260
OG0005075	AT3G04945, AT2G14935, AT3G23167, AT3G23165	Csa15g043090
OG0005077	ATCG00340	Csa00495s130
OG0005077	ATCG00350	Csa04g015750
OG0005078	AT2G03936, AT2G03931, AT2G03913	Csa02g008280, Csa13g053420, Csa02g008340
OG0005078	AT2G03955	Csa11g017380
OG0005079	AT4G09600	Csa08g037380, Csa13g043500, Csa02g028460
OG0005079	AT4G09610	Csa08g037390, Csa13g043510, Csa02g028450
OG0005081	AT3G59650	Csa16g006270, Csa07g005470, Csa05g090250
OG0005082	AT4G10850	Csa08g042930, Csa02g024790, Csa13g047970
OG0005083	AT4G34590	Csa12g008980, Csa10g007540, Csa11g007320, Csa31009s010
OG0005084	AT3G47833	Csa06g021450
OG0005084	AT5G62575	Csa18g014160
OG0005085	AT1G05065	Csa03g006440, Csa17g008340, Csa14g006340
OG0005086	AT2G13295	Csa19g043240, Csa01g036400
OG0005089	AT2G04925, AT2G04034	Csa06g004890, Csa04g009570, Csa15g030830, Csa09g007360
OG0005090	AT5G26050	Csa08g023820, Csa20658s010, Csa13g034020, Csa20g050380, Csa07583s010
OG0005092	AT4G19930	Csa10g023290, Csa12g040480, Csa12g040540, Csa11g026370
OG0005092	AT4G19940	Csa12g040530
OG0005093	AT3G49645	Csa06g023650, Csa09g052300
OG0005094	AT5G67150	Csa18g040360, Csa02g037180, Csa11g103790
OG0005095	AT1G25410	Csa09g014230, Csa04g015240, Csa17g030740, Csa04g015250, Csa17g030770, Csa17g027190, Csa17g030760, Csa03g029690, Csa14g034010, Csa17g030750, Csa17g027180, Csa17g035090, Csa03g029700, Csa17g035100, Csa14g034000, Csa17g035080
OG0005102	AT4G16610	Csa11g033160, Csa12g051220, Csa13883s010, Csa10g028980
OG0005104	AT1G67260	Csa07g032560, Csa16g027000, Csa05g080140
OG0005105	AT2G18300	Csa15g076860, Csa19g057900, Csa01g041450, Csa01g041440
OG0005106	AT1G49150	Csa17g085650, Csa03g055720, Csa17g083070, Csa14g055590, Csa03g055230
OG0005108	AT2G38420	Csa06g041250, Csa04g052180, Csa05g014580, Csa09g064240
OG0005109	AT3G14850	Csa15g019250, Csa01g017390, Csa19g021520
OG0005110	AT2G27120, AT1G08260	Csa14g009710, Csa17g011710
OG0005111	AT2G44600	Csa04g062440, Csa05g005690, Csa06g050940
OG0005112	AT3G26750	Csa09g011390, Csa04g012370, Csa06g006540
OG0005113	AT3G56880	Csa06g031590, Csa04g043270, Csa09g069280
OG0005114	AT1G42440	Csa14g048530, Csa03g048650, Csa02g037230, Csa18g020370
OG0005115	AT3G16720	Csa01g019400, Csa15g021620, Csa19g023600
OG0005116	AT5G39670	Csa10g046890, Csa12g081780, Csa11g055690
OG0005117	AT4G29550	Csa12g017800, Csa12g017740, Csa10g012930
OG0005118	AT3G50410	Csa04g036060, Csa09g053360, Csa06g024450
OG0005119	AT1G33050	Csa17g055490, Csa03g037340, Csa14g043010
OG0005120	AT1G45688	Csa17g071520, Csa14g050870, Csa03g047510
OG0005121	AT2G36420	Csa05g017620, Csa04g049930, Csa05g017630, Csa06g039060
OG0005122	AT1G72020	Csa09g075380, Csa07g038970, Csa16g034680
OG0005124	AT4G10060	Csa02g026830
OG0005124	AT1G33700	Csa14g043580, Csa17g056980
OG0005125	AT5G58330	Csa18g031480, Csa02g062920, Csa11g091990
OG0005126	AT1G72120	Csa09g075540, Csa09g075510
