Orthogroup	Arabidopsis_thaliana	Boechera_stricta
OG0005526	AT5G45390	Bostr.3359s0010.1.p
OG0005527	AT1G30840	Bostr.15697s0388.1.p
OG0005528	AT5G02310	Bostr.6251s0041.1.p
OG0005529	AT2G18510	Bostr.18351s0318.1.p
OG0005531	AT5G43290	Bostr.3148s0146.1.p
OG0005532	AT2G38310	Bostr.23794s0241.1.p
OG0005533	AT3G18230	Bostr.19424s0842.1.p
OG0005534	AT1G15360	Bostr.7128s0149.1.p
OG0005535	AT2G03710	Bostr.0556s0185.1.p
OG0005536	AT3G04970	Bostr.2570s0193.1.p
OG0005537	AT1G14820	Bostr.0124s0178.1.p
OG0005538	AT2G36010	Bostr.23794s0493.1.p
OG0005539	AT5G25490	Bostr.29827s0259.1.p
OG0005541	AT2G29980	Bostr.29246s0002.1.p
OG0005542	AT5G60890	Bostr.26833s0149.1.p
OG0005543	AT3G57980	Bostr.20903s0049.1.p
OG0005544	AT3G22800	Bostr.19424s0380.1.p
OG0005545	AT5G57000	Bostr.26833s0562.1.p
OG0005546	AT3G15300	Bostr.28625s0192.1.p
OG0005547	AT3G58030	Bostr.20903s0055.1.p
OG0005548	AT5G16830	Bostr.2618s0024.1.p
OG0005549	AT1G67310	Bostr.26959s0176.1.p
OG0005550	AT4G13395	Bostr.2021s0094.1.p
OG0005550	AT4G35783	Bostr.7867s1442.1.p
OG0005551	AT4G31300	Bostr.7867s0984.1.p
OG0005552	AT2G42430	Bostr.25993s0538.1.p
OG0005553	AT3G58730	Bostr.20903s0113.1.p
OG0005554	AT3G22960	Bostr.19424s0364.1.p, Bostr.8819s0038.1.p
OG0005555	AT2G32235	Bostr.17402s0001.1.p
OG0005556	AT5G09240	Bostr.13129s0070.1.p
OG0005557	AT2G18350	Bostr.18351s0303.1.p
OG0005558	AT2G35190	Bostr.23794s0584.1.p
OG0005559	AT2G36050	Bostr.23794s0490.1.p
OG0005560	AT5G20820	Bostr.26527s0128.1.p
OG0005561	AT5G53400	Bostr.26833s0941.1.p
OG0005562	AT2G41190	Bostr.9345s0012.1.p
OG0005563	AT1G47830	Bostr.15654s0051.1.p
OG0005564	AT3G05050	Bostr.2570s0182.1.p
OG0005565	AT5G56200	Bostr.26833s0643.1.p
OG0005566	AT1G44350	Bostr.12302s0081.1.p
OG0005567	AT2G17040	Bostr.18351s0165.1.p
OG0005568	AT5G26700	Bostr.29827s0165.1.p
OG0005569	AT3G27060	Bostr.0556s0382.1.p
OG0005570	AT5G05240	Bostr.13129s0441.1.p
OG0005571	AT1G47420	Bostr.15654s0090.1.p
OG0005572	AT2G45220	Bostr.25993s0252.1.p
OG0005573	AT5G47570	Bostr.14419s0052.1.p
OG0005574	AT3G23980	Bostr.19424s0204.1.p
OG0005575	AT5G19330	Bostr.26527s0273.1.p
OG0005576	AT2G03120	Bostr.0556s0126.1.p
OG0005577	AT1G21630	Bostr.12659s0012.1.p
OG0005578	AT5G25800	Bostr.29827s0239.1.p
OG0005579	AT1G14280	Bostr.13671s0024.1.p
OG0005580	AT1G69250	Bostr.10273s0447.1.p
OG0005581	AT1G75410	Bostr.3288s0193.1.p
OG0005582	AT2G30090	Bostr.29246s0016.1.p
OG0005583	AT5G04890	Bostr.13129s0474.1.p
OG0005584	AT4G34180	Bostr.7867s1270.1.p
OG0005585	AT2G44620	Bostr.25993s0309.1.p
OG0005586	AT5G04910	Bostr.13129s0470.1.p
OG0005587	AT3G13235	Bostr.3640s0108.1.p
OG0005588	AT3G47630	Bostr.18473s0194.1.p
OG0005589	AT5G15130	Bostr.2902s0247.1.p
OG0005590	AT5G18560	Bostr.26527s0355.1.p
OG0005592	AT3G15850	Bostr.28625s0107.1.p
OG0005593	AT5G65590	Bostr.0568s0229.1.p
OG0005594	AT4G04980	Bostr.2983s0041.1.p
OG0005595	AT1G21050	Bostr.7128s0694.1.p
OG0005596	AT1G27530	Bostr.15697s0083.1.p
OG0005597	AT5G49210	Bostr.15774s0051.1.p
OG0005598	AT3G60670	Bostr.13158s0066.1.p
OG0005599	AT2G41290	Bostr.11568s0053.1.p
OG0005600	AT5G66320	Bostr.0568s0044.1.p
OG0005601	AT5G25190	Bostr.29827s0297.1.p
OG0005602	AT4G10330	Bostr.25463s0285.1.p
OG0005603	AT2G16960, AT2G16953, AT2G16950	Bostr.18351s0151.1.p
OG0005604	AT5G02760	Bostr.2128s0158.1.p
OG0005605	AT2G35270	Bostr.23794s0574.1.p
OG0005606	AT1G76880	Bostr.20129s0126.1.p
OG0005607	AT4G20720, AT1G05090, AT1G05087	Bostr.27991s0005.1.p
OG0005608	AT5G19855	Bostr.26527s0216.1.p
OG0005609	AT3G56250	Bostr.20505s0127.1.p
OG0005610	AT5G61500	Bostr.26833s0087.1.p
OG0005611	AT2G27490	Bostr.27991s0018.1.p
OG0005612	AT2G35910	Bostr.23794s0504.1.p
OG0005613	AT5G15750	Bostr.6279s0001.1.p
OG0005614	AT2G41710	Bostr.11568s0008.1.p
OG0005615	AT1G59640	Bostr.10040s0284.1.p
OG0005616	AT1G19330	Bostr.7128s0537.1.p
OG0005617	AT5G02030	Bostr.6251s0069.1.p
OG0005619	AT5G54650	Bostr.26833s0803.1.p
OG0005620	AT5G11070	Bostr.23997s0005.1.p
OG0005621	AT5G64130	Bostr.0568s0391.1.p
OG0005622	AT1G31810	Bostr.3359s0174.1.p
OG0005623	AT2G46520	Bostr.25993s0114.1.p
OG0005624	AT2G15580	Bostr.18351s0032.1.p
OG0005625	AT5G24240	Bostr.10199s0009.1.p
OG0005626	AT4G24060	Bostr.7867s0213.1.p
OG0005627	AT3G07170	Bostr.22252s0317.1.p
OG0005628	AT3G04040	Bostr.2570s0304.1.p
OG0005628	AT5G18250	Bostr.26527s0383.1.p
OG0005629	AT4G33920	Bostr.7867s1240.1.p
OG0005630	AT1G79270	Bostr.20129s0365.1.p
OG0005631	AT5G62640	Bostr.0568s0542.1.p
OG0005632	AT3G05470	Bostr.2570s0135.1.p
OG0005633	AT4G35230	Bostr.7867s1384.1.p
OG0005634	AT5G50830	Bostr.15774s0223.1.p
OG0005635	AT3G51850	Bostr.6864s0063.1.p
OG0005636	AT5G02540	Bostr.6251s0016.1.p
OG0005637	AT2G44065	Bostr.25993s0364.1.p
OG0005638	AT5G56510	Bostr.26833s0609.1.p
OG0005639	AT5G62020	Bostr.26833s0037.1.p, Bostr.2128s0157.1.p
OG0005640	AT5G11890	Bostr.20055s0038.1.p
OG0005641	AT1G36070	Bostr.20910s0013.1.p
OG0005641	AT1G78070	Bostr.20129s0240.1.p
OG0005642	AT2G46510	Bostr.25993s0115.1.p
OG0005643	AT3G47170	Bostr.18473s0241.1.p
OG0005644	AT3G21200	Bostr.19424s0536.1.p
OG0005645	AT4G25610	Bostr.7867s0372.1.p
OG0005646	AT2G30130	Bostr.29246s0022.1.p
OG0005647	AT1G12160	Bostr.13671s0242.1.p
OG0005648	AT5G20920	Bostr.26527s0118.1.p
OG0005649	AT1G63440	Bostr.9600s0024.1.p
OG0005650	AT3G07800	Bostr.22252s0247.1.p
OG0005651	AT3G13960	Bostr.28625s0309.1.p
OG0005652	AT2G29640	Bostr.29246s0044.1.p
OG0005653	AT1G20270	Bostr.7128s0629.1.p
OG0005654	AT4G35890	Bostr.7867s1453.1.p
OG0005655	AT3G05545	Bostr.2570s0127.1.p
OG0005656	AT1G54460	Bostr.13404s0019.1.p
OG0005657	AT3G57660	Bostr.20903s0018.1.p, Bostr.24513s0160.1.p, Bostr.13128s0001.1.p
OG0005658	AT5G17770	Bostr.26527s0431.1.p
OG0005659	AT1G12064	Bostr.13671s0253.1.p
OG0005660	AT2G22490	Bostr.19427s0019.1.p
OG0005661	AT5G62180	Bostr.26833s0018.1.p
OG0005662	AT3G12830	Bostr.3640s0058.1.p
OG0005663	AT3G09760	Bostr.22252s0091.1.p
OG0005664	AT1G48920	Bostr.26675s0279.1.p
OG0005665	AT5G53500	Bostr.26833s0931.1.p
OG0005666	AT1G78240	Bostr.20129s0260.1.p
OG0005667	AT2G25930	Bostr.26326s0056.1.p
OG0005668	AT4G31780	Bostr.7867s1030.1.p
OG0005669	AT3G26935	Bostr.0556s0365.1.p
OG0005670	AT5G45500	Bostr.8819s0077.1.p
OG0005671	AT5G01310	Bostr.6251s0101.1.p
OG0005672	AT1G68550	Bostr.26959s0035.1.p
OG0005673	AT4G35070	Bostr.7867s1366.1.p
OG0005674	AT1G52315	Bostr.0124s0023.1.p
OG0005675	AT2G38370	Bostr.23794s0236.1.p
OG0005676	AT2G36210	Bostr.23794s0476.1.p
OG0005677	AT3G58970	Bostr.20903s0129.1.p, Bostr.24399s0018.1.p, Bostr.0568s0297.1.p
OG0005678	AT4G34910	Bostr.7867s1349.1.p
OG0005679	AT5G26170	Bostr.29827s0201.1.p
OG0005680	AT2G45410	Bostr.25993s0234.1.p
OG0005681	AT2G44740	Bostr.25993s0298.1.p
OG0005682	AT4G36670	Bostr.7867s1523.1.p
OG0005683	AT4G34100	Bostr.7867s1260.1.p
OG0005684	AT1G13130	Bostr.13671s0138.1.p
OG0005685	AT1G08160	Bostr.25219s0130.1.p
OG0005686	AT5G67350	Bostr.0568s0159.1.p
OG0005687	AT2G37390	Bostr.23794s0346.1.p
OG0005688	AT3G53110	Bostr.11793s0079.1.p
OG0005689	AT2G30880	Bostr.24513s0142.1.p
OG0005690	AT5G19190	Bostr.26527s0286.1.p
OG0005691	AT3G11490	Bostr.19424s1081.1.p
OG0005692	AT4G14540	Bostr.0597s0066.1.p
OG0005693	AT5G45550	Bostr.8819s0081.1.p
OG0005693	AT4G19045	Bostr.30275s0387.1.p
OG0005694	AT3G26790	Bostr.0556s0351.1.p
OG0005695	AT1G68210	Bostr.26959s0075.1.p
OG0005696	AT5G44280	Bostr.3148s0029.1.p
OG0005697	AT5G60850	Bostr.26833s0153.1.p
OG0005698	AT4G14615	Bostr.0597s0072.1.p
OG0005699	AT4G16233, AT4G16220	Bostr.30275s0073.1.p
OG0005701	AT1G46264	Bostr.12302s0136.1.p
OG0005702	AT3G03350	Bostr.19046s0003.1.p, Bostr.19046s0001.1.p, Bostr.19046s0049.1.p, Bostr.19046s0051.1.p
OG0005703	AT2G38760	Bostr.23794s0195.1.p
OG0005704	AT3G13310	Bostr.3640s0111.1.p
OG0005705	AT1G33970	Bostr.1040s0003.1.p
OG0005706	AT5G12960, AT5G12950	Bostr.2902s0031.1.p
OG0005707	AT5G17560	Bostr.26527s0452.1.p
OG0005708	AT1G79280	Bostr.20129s0366.1.p
OG0005709	AT4G22360	Bostr.7867s0019.1.p
OG0005710	AT5G10510	Bostr.13175s0048.1.p
OG0005711	AT3G61720, AT5G03435	Bostr.13158s0175.1.p
OG0005712	AT4G26190	Bostr.5022s0126.1.p, Bostr.5022s0103.1.p, Bostr.30057s0040.1.p, Bostr.5022s0094.1.p
OG0005713	AT3G11840	Bostr.19424s1121.1.p
OG0005714	AT5G01090	Bostr.6251s0079.1.p
OG0005715	AT4G30200	Bostr.7867s0872.1.p
OG0005716	AT1G12440	Bostr.13671s0215.1.p
OG0005717	AT1G15430	Bostr.7128s0159.1.p
OG0005719	AT5G51000	Bostr.7128s0069.1.p
OG0005720	AT4G08395	Bostr.29044s0003.1.p
OG0005720	AT5G06645	Bostr.12659s0217.1.p
OG0005721	AT5G44720	Bostr.29514s0032.1.p
OG0005722	AT1G11765	Bostr.13671s0286.1.p
OG0005723	AT1G17800	Bostr.30057s0032.1.p
OG0005724	AT3G47990	Bostr.18473s0153.1.p
OG0005726	AT4G09670	Bostr.25463s0351.1.p
OG0005727	AT4G35140	Bostr.7867s1373.1.p
OG0005728	AT5G61970	Bostr.26833s0041.1.p
OG0005729	AT1G69588	Bostr.10273s0406.1.p
OG0005730	AT3G23605	Bostr.19424s0281.1.p
OG0005731	AT5G26717, AT5G26692	Bostr.29827s0175.1.p
OG0005745	AT2G47270	Bostr.25993s0033.1.p
OG0005746	AT2G47470	Bostr.25993s0010.1.p
OG0005747	AT3G12910	Bostr.3640s0064.1.p
OG0005748	AT4G22190	Bostr.7867s0003.1.p
OG0005749	AT3G06778	Bostr.22252s0358.1.p
OG0005750	AT5G13810	Bostr.2902s0115.1.p, Bostr.1022s0001.1.p
OG0005751	AT3G51600	Bostr.6864s0086.1.p
OG0005752	AT4G16640	Bostr.30275s0122.1.p
OG0005753	AT5G58010	Bostr.26833s0448.1.p
OG0005754	AT3G47940	Bostr.18473s0158.1.p
OG0005756	AT1G30580	Bostr.15697s0358.1.p
OG0005757	AT5G18450	Bostr.26527s0367.1.p
OG0005758	AT1G53070	Bostr.0124s0097.1.p
OG0005759	AT1G04400	Bostr.26675s0314.1.p
OG0005760	AT1G32990	Bostr.3359s0064.1.p
OG0005761	AT3G54540	Bostr.0697s0065.1.p
OG0005762	AT3G24490	Bostr.19424s0179.1.p
OG0005763	AT3G48710	Bostr.18473s0082.1.p
OG0005764	AT3G26070, AT3G26080	Bostr.0556s0284.1.p
OG0005765	AT1G18450	Bostr.7128s0448.1.p
OG0005766	AT1G69690	Bostr.10273s0396.1.p
OG0005767	AT1G47750	Bostr.15654s0055.1.p
OG0005768	AT5G20900	Bostr.26527s0120.1.p
OG0005769	AT4G01780, AT3G48670	Bostr.18473s0086.1.p
OG0005770	AT4G18230	Bostr.30275s0290.1.p
OG0005771	AT3G57600	Bostr.20903s0012.1.p
OG0005772	AT2G36870	Bostr.23794s0408.1.p
OG0005773	AT3G61920	Bostr.13158s0197.1.p
OG0005774	AT1G60000	Bostr.10040s0219.1.p
OG0005777	AT1G44170	Bostr.12302s0076.1.p
OG0005778	AT1G31220	Bostr.15697s0431.1.p, Bostr.5094s0001.1.p
OG0005779	AT3G22420	Bostr.19424s0416.1.p
OG0005780	AT5G06760	Bostr.13129s0296.1.p
OG0005781	AT4G13420	Bostr.2021s0099.1.p
OG0005782	AT4G24160	Bostr.7867s0221.1.p
OG0005783	AT2G19540	Bostr.25889s0001.1.p
OG0005784	AT4G03110	Bostr.2983s0131.1.p
OG0005785	AT5G09940	Bostr.29808s0002.1.p
OG0005786	AT2G31305	Bostr.24513s0090.1.p
OG0005787	AT2G39450	Bostr.23794s0127.1.p
OG0005788	AT1G13970	Bostr.13671s0058.1.p
OG0005789	AT2G35040	Bostr.23794s0598.1.p
OG0005790	AT5G67030	Bostr.0568s0126.1.p
OG0005791	AT1G02065	Bostr.5325s0127.1.p
OG0005792	AT2G38560	Bostr.18569s0001.1.p
OG0005793	AT1G64510	Bostr.29223s0040.1.p
OG0005794	AT1G73120	Bostr.10273s0044.1.p
OG0005795	AT2G22790	Bostr.19427s0046.1.p
OG0005796	AT5G28740	Bostr.2647s0002.1.p
OG0005797	AT3G48760	Bostr.18473s0075.1.p
OG0005798	AT3G10040	Bostr.22252s0061.1.p
OG0005799	AT3G62710	Bostr.13158s0272.1.p
OG0005800	AT5G02220	Bostr.6251s0051.1.p
OG0005801	AT1G71780	Bostr.10273s0179.1.p
OG0005802	AT5G47000	Bostr.28243s0028.1.p
OG0005803	AT2G39990	Bostr.23794s0066.1.p
OG0005804	AT3G23770	Bostr.19424s0260.1.p
OG0005807	AT1G71070	Bostr.10273s0239.1.p
OG0005808	AT2G32910	Bostr.23794s0807.1.p
OG0005809	AT1G30050	Bostr.15697s0301.1.p
OG0005810	AT4G24790	Bostr.7867s0284.1.p
OG0005811	AT5G18500	Bostr.26527s0361.1.p
OG0005812	AT2G43120	Bostr.25993s0463.1.p
OG0005813	AT1G14760	Bostr.0124s0183.1.p
OG0005814	AT5G66850	Bostr.0568s0107.1.p
OG0005815	AT3G17970	Bostr.19424s0873.1.p
OG0005816	AT1G12460	Bostr.13671s0213.1.p
OG0005816	AT1G62950	Bostr.22157s0031.1.p
OG0005817	AT2G29660	Bostr.29246s0042.1.p
OG0005818	AT4G18070	Bostr.30275s0275.1.p
OG0005819	AT5G62290	Bostr.26833s0003.1.p
OG0005820	AT3G06240	Bostr.2570s0036.1.p
OG0005821	AT1G80210, AT3G06820	Bostr.20129s0493.1.p
OG0005822	AT1G61620	Bostr.10040s0020.1.p
OG0005823	AT1G48175	Bostr.15654s0014.1.p
OG0005824	AT5G62840	Bostr.0568s0526.1.p
OG0005825	AT5G24470	Bostr.5763s0069.1.p
OG0005826	AT5G57620	Bostr.26833s0495.1.p
OG0005827	AT3G07940	Bostr.22252s0233.1.p
OG0005828	AT2G40890	Bostr.9345s0043.1.p
OG0005829	AT3G51070	Bostr.6864s0137.1.p
OG0005830	AT5G56960	Bostr.26833s0565.1.p
OG0005831	AT3G06860	Bostr.22252s0351.1.p
OG0005832	AT3G13850	Bostr.28625s0323.1.p
OG0005833	AT1G10200	Bostr.13671s0468.1.p
OG0005834	AT4G33625	Bostr.7867s1211.1.p
OG0005835	AT1G61610	Bostr.10040s0021.1.p
OG0005836	AT5G65500	Bostr.0568s0237.1.p
OG0005837	AT1G55840	Bostr.7128s0018.1.p
OG0005838	AT4G15802	Bostr.30275s0002.1.p
OG0005839	AT5G02530	Bostr.6251s0017.1.p
OG0005840	AT5G10410	Bostr.13175s0059.1.p
OG0005841	AT1G78690	Bostr.20129s0303.1.p
OG0005843	AT5G06710	Bostr.13129s0302.1.p
OG0005844	AT2G21820	Bostr.20129s0359.1.p
OG0005845	AT1G67650, AT1G67680	Bostr.26959s0142.1.p
OG0005847	AT5G01600	Bostr.6251s0127.1.p
OG0005848	AT1G03820	Bostr.26675s0391.1.p
OG0005849	AT3G18390	Bostr.19424s0823.1.p
OG0005850	AT5G09370	Bostr.13129s0059.1.p
OG0005851	AT5G17523, AT5G17520	Bostr.26527s0459.1.p
OG0005852	AT4G02110	Bostr.26675s0441.1.p, Bostr.16335s0044.1.p
OG0005853	AT3G61140	Bostr.13158s0104.1.p
OG0005854	AT1G03940, AT1G03495	Bostr.0221s0001.1.p
OG0005855	AT5G16550	Bostr.2902s0391.1.p
OG0005856	AT1G50500	Bostr.26675s0124.1.p
OG0005858	AT3G61620	Bostr.13158s0161.1.p
OG0005859	AT4G32890	Bostr.7867s1140.1.p
OG0005860	AT2G26000	Bostr.20129s0388.1.p, Bostr.26959s0004.1.p
OG0005861	AT5G55810	Bostr.26833s0680.1.p
OG0005862	AT2G40030	Bostr.23794s0061.1.p
OG0005863	AT3G44100	Bostr.0556s0711.1.p
OG0005864	AT5G10490	Bostr.13175s0050.1.p
OG0005865	AT5G06800	Bostr.13129s0292.1.p
OG0005866	AT5G25050	Bostr.5763s0016.1.p
OG0005867	AT5G57740	Bostr.26833s0481.1.p
OG0005868	AT5G22890	Bostr.10199s0156.1.p
OG0005869	AT4G19970	Bostr.30275s0467.1.p
OG0005870	AT4G20280	Bostr.10689s0006.1.p
OG0005870	AT1G20000	Bostr.12659s0234.1.p
OG0005871	AT3G17609	Bostr.19424s0909.1.p
OG0005872	AT5G08415	Bostr.13129s0116.1.p
OG0005873	AT5G01760	Bostr.6251s0144.1.p
OG0005874	AT5G13910	Bostr.2902s0126.1.p
OG0005875	AT1G77780	Bostr.20129s0216.1.p
OG0005875	AT1G77790	Bostr.20129s0217.1.p
OG0005876	AT4G36520	Bostr.7867s1509.1.p
OG0005877	AT4G32760	Bostr.7867s1126.1.p
OG0005878	AT1G72550	Bostr.10273s0095.1.p
OG0005879	AT4G21215	Bostr.10689s0072.1.p
OG0005880	AT1G14570	Bostr.24340s0007.1.p
OG0005881	AT1G71800	Bostr.10273s0175.1.p
OG0005882	AT4G22350, AT4G22285, AT4G22410	Bostr.7867s0018.1.p
OG0005883	AT4G16710	Bostr.6251s0023.1.p, Bostr.30275s0130.1.p
OG0005884	AT5G65790	Bostr.0568s0206.1.p
OG0005885	AT5G11000	Bostr.13671s0001.1.p, Bostr.13175s0004.1.p
OG0005886	AT3G49240	Bostr.18473s0024.1.p
OG0005887	AT4G34050	Bostr.7867s1257.1.p
OG0005888	AT3G24520	Bostr.19424s0169.1.p
OG0005889	AT2G45420	Bostr.25993s0233.1.p
OG0005890	AT1G76400	Bostr.20129s0076.1.p
OG0005891	AT3G06590	Bostr.22252s0379.1.p
OG0005892	AT1G68580	Bostr.26959s0032.1.p
OG0005893	AT4G00530	Bostr.10064s0053.1.p
OG0005894	AT1G16430	Bostr.25463s0149.1.p
OG0005895	AT5G41580	Bostr.7200s0185.1.p
OG0005896	AT4G39940	Bostr.25542s0184.1.p
OG0005897	AT2G40460	Bostr.23794s0014.1.p
OG0005898	AT5G67550	Bostr.0568s0181.1.p
OG0005899	AT3G51220	Bostr.6864s0125.1.p
OG0005900	AT5G46560	Bostr.4485s0010.1.p
OG0005901	AT4G18960	Bostr.30275s0374.1.p
OG0005902	AT1G55915	Bostr.11258s0001.1.p, Bostr.7128s0028.1.p
OG0005903	AT1G29770	Bostr.15697s0272.1.p
OG0005904	AT1G12500	Bostr.13404s0004.1.p
OG0005905	AT3G48630, AT3G44150	Bostr.0556s0714.1.p
OG0005906	AT3G60690	Bostr.13158s0068.1.p
OG0005907	AT5G43570	Bostr.3148s0113.1.p
OG0005908	AT1G72610	Bostr.10273s0091.1.p
OG0005909	AT1G14780	Bostr.0124s0181.1.p
OG0005911	AT1G21700	Bostr.12659s0020.1.p
OG0005912	AT2G47590	Bostr.13208s0058.1.p
OG0005913	AT5G53045	Bostr.26833s0977.1.p
OG0005915	AT5G16030	Bostr.2902s0339.1.p
OG0005916	AT1G21480	Bostr.25570s0027.1.p
OG0005917	AT3G05670	Bostr.2570s0110.1.p
OG0005918	AT4G11560	Bostr.25463s0172.1.p
OG0005919	AT3G27740	Bostr.0556s0455.1.p
OG0005920	AT5G20630	Bostr.26527s0143.1.p
OG0005921	AT5G67260	Bostr.0568s0148.1.p
OG0005922	AT4G15880	Bostr.30275s0019.1.p
OG0005923	AT5G11770	Bostr.20055s0054.1.p
OG0005924	AT3G16490	Bostr.28625s0039.1.p
OG0005925	AT5G03430	Bostr.2128s0110.1.p
OG0005926	AT5G10610, AT5G10600	Bostr.13175s0040.1.p
OG0005927	AT1G56220	Bostr.6192s0013.1.p
OG0005928	AT4G39400	Bostr.25542s0129.1.p
OG0005929	AT4G21110	Bostr.10689s0061.1.p
OG0005930	AT1G68330	Bostr.26959s0061.1.p
OG0005931	AT3G48210	Bostr.18473s0127.1.p
OG0005932	AT2G03870	Bostr.0556s0202.1.p
OG0005933	AT2G12400	Bostr.22685s0004.1.p
OG0005934	AT1G12840	Bostr.13671s0167.1.p
OG0005935	AT1G78310	Bostr.20129s0266.1.p
OG0005938	AT3G07560	Bostr.22252s0274.1.p
OG0005939	AT5G43260	Bostr.3148s0149.1.p
OG0005940	AT5G51270	Bostr.15774s0268.1.p
OG0005941	AT3G23380	Bostr.19424s0300.1.p
OG0005942	AT2G32300	Bostr.11488s0004.1.p
OG0005943	AT2G35900	Bostr.23794s0506.1.p
OG0005944	AT5G50780	Bostr.15774s0216.1.p
OG0005945	AT5G51190	Bostr.15774s0262.1.p, Bostr.15774s0261.1.p
OG0005946	AT4G00585	Bostr.10064s0047.1.p
OG0005948	AT2G33835	Bostr.23794s0711.1.p
OG0005949	AT1G11890	Bostr.13671s0271.1.p
OG0005950	AT2G31160	Bostr.24513s0110.1.p
OG0005951	AT1G05190	Bostr.25219s0451.1.p
OG0005952	AT4G24380	Bostr.7867s0246.1.p
OG0005953	AT5G18960	Bostr.26527s0315.1.p
OG0005953	AT3G06250	Bostr.2570s0035.1.p
OG0005954	AT4G30950	Bostr.7867s0952.1.p
OG0005955	AT5G02770	Bostr.2128s0159.1.p
OG0005956	AT5G59810	Bostr.26833s0255.1.p
OG0005957	AT5G22460	Bostr.26527s0032.1.p
OG0005958	AT1G02960, AT1G02965	Bostr.4824s0069.1.p
OG0005959	AT3G23230	Bostr.19424s0320.1.p
OG0005960	AT1G03850	Bostr.26675s0394.1.p
OG0005961	AT2G03690	Bostr.10689s0140.1.p, Bostr.25219s0154.1.p
OG0005962	AT5G56260	Bostr.26833s0637.1.p
OG0005963	AT3G02140	Bostr.1460s0129.1.p
OG0005964	AT3G50870	Bostr.6864s0159.1.p
OG0005965	AT5G08150	Bostr.13129s0149.1.p
OG0005966	AT1G55090	Bostr.7128s0048.1.p, Bostr.12722s0006.1.p
OG0005967	AT1G11755	Bostr.13671s0288.1.p
OG0005968	AT5G02480	Bostr.6251s0025.1.p
OG0005969	AT5G20670	Bostr.26527s0138.1.p
OG0005970	AT2G29940	Bostr.29246s0025.1.p
OG0005971	AT4G38260	Bostr.25542s0017.1.p
OG0005972	AT4G30960	Bostr.7867s0953.1.p
OG0005973	AT1G12730	Bostr.13671s0185.1.p
OG0005973	AT1G63110	Bostr.22157s0009.1.p
OG0005974	AT5G03150	Bostr.2128s0141.1.p
OG0005975	AT2G35660	Bostr.23794s0532.1.p
OG0005976	AT5G26130, AT4G33710	Bostr.7867s1221.1.p
OG0005978	AT5G61380	Bostr.26833s0102.1.p
OG0005979	AT3G23900	Bostr.19424s0249.1.p
OG0005980	AT5G14440	Bostr.2902s0181.1.p
OG0005981	AT2G36890	Bostr.23794s0404.1.p
OG0005982	AT5G22030	Bostr.26527s0073.1.p
OG0005983	AT5G53050	Bostr.26833s0976.1.p
OG0005984	AT5G22090	Bostr.26527s0066.1.p
OG0005985	AT2G37440	Bostr.23794s0341.1.p
OG0005986	AT5G11730	Bostr.20055s0064.1.p
OG0005987	AT5G59460	Bostr.26833s0298.1.p
OG0005988	AT3G54650	Bostr.0697s0078.1.p
OG0005989	AT5G65300	Bostr.0568s0258.1.p
OG0005990	AT1G75490	Bostr.3288s0201.1.p
OG0005991	AT5G56240	Bostr.26833s0639.1.p
OG0005992	AT2G45340	Bostr.25993s0241.1.p
OG0005993	AT5G23420	Bostr.10199s0131.1.p
OG0005994	AT4G13430	Bostr.2021s0100.1.p
OG0005995	AT3G04470	Bostr.2570s0260.1.p
OG0005996	AT3G49750	Bostr.6864s0266.1.p
OG0005997	AT4G17500	Bostr.30275s0207.1.p
OG0005998	AT5G47320	Bostr.14419s0038.1.p
OG0005999	AT5G65420	Bostr.0568s0246.1.p
OG0006000	AT4G39410	Bostr.25542s0130.1.p
OG0006001	AT1G04680	Bostr.25219s0504.1.p
OG0006002	AT3G56290	Bostr.20505s0123.1.p
OG0006003	AT1G54040	Bostr.7128s0079.1.p
OG0006004	AT5G03680	Bostr.2128s0082.1.p
OG0006005	AT5G35620	Bostr.29044s0055.1.p
OG0006006	AT3G01670	Bostr.1460s0044.1.p
OG0006007	AT2G34260	Bostr.23794s0682.1.p
OG0006008	AT5G60980	Bostr.26833s0137.1.p
OG0006009	AT5G16110	Bostr.2902s0347.1.p
OG0006010	AT3G12490	Bostr.3640s0021.1.p
OG0006011	AT5G02600	Bostr.17463s0002.1.p, Bostr.2128s0147.1.p
OG0006012	AT5G55940	Bostr.26833s0667.1.p
OG0006013	AT1G17080	Bostr.7128s0316.1.p
OG0006014	AT3G55960	Bostr.20505s0160.1.p
OG0006015	AT4G09830	Bostr.25463s0337.1.p
OG0006017	AT5G06150, AT1G34460	Bostr.13129s0358.1.p
OG0006019	AT4G34490	Bostr.7867s1308.1.p
OG0006020	AT1G10280	Bostr.13671s0463.1.p
OG0006021	AT1G15820	Bostr.7128s0202.1.p
OG0006023	AT5G58230	Bostr.26833s0429.1.p
OG0006024	AT5G65130	Bostr.0568s0279.1.p
OG0006025	AT5G62960	Bostr.0568s0514.1.p
OG0006026	AT1G08810	Bostr.25219s0065.1.p
OG0006027	AT4G24150	Bostr.7867s0220.1.p
OG0006028	AT5G13570	Bostr.2902s0091.1.p
OG0006029	AT3G52110	Bostr.6864s0035.1.p
OG0006030	AT1G50910	Bostr.26675s0095.1.p, Bostr.26675s0092.1.p, Bostr.16335s0047.1.p
OG0006031	AT1G53190	Bostr.0124s0112.1.p
OG0006032	AT3G12160	Bostr.19424s1156.1.p
