Orthogroup	Arabidopsis_thaliana	Brassica_rapa
OG0008443	AT4G26410	Bra019108, Bra026443
OG0008444	AT4G29360	Bra010330, Bra011100
OG0008445	AT1G28520	Bra010864, Bra032913
OG0008446	AT1G64200	Bra027752
OG0008447	AT5G08240	Bra005978, Bra009332
OG0008448	AT4G24190	Bra010500, Bra013774
OG0008449	AT5G16000	Bra006335, Bra008659
OG0008450	AT5G39790	Bra025642
OG0008451	AT1G25425	Bra012476
OG0008452	AT5G48385	Bra036176, Bra037489, Bra020704
OG0008453	AT4G26200	Bra019117, Bra026456
OG0008454	AT3G54680	Bra003191, Bra007089
OG0008455	AT5G62130	Bra029287, Bra010060
OG0008456	AT5G58250	Bra006778, Bra002665
OG0008457	AT2G30900	Bra005317
OG0008458	AT1G20770	Bra016454, Bra012248
OG0008459	AT4G17720	Bra040177, Bra012646
OG0008460	AT4G05170	Bra029562
OG0008461	AT4G35540	Bra011622
OG0008462	AT5G04740	Bra009433, Bra005816
OG0008463	AT1G73680	Bra008107, Bra003833, Bra015975
OG0008464	AT1G75200	Bra003764, Bra015860
OG0008465	AT5G60335	Bra002488, Bra006667
OG0008466	AT2G37580	Bra017174, Bra017177, Bra000007
OG0008467	AT1G61660	Bra027080, Bra031413
OG0008468	AT3G52960	Bra006963, Bra019637
OG0008469	AT1G02140	Bra032668, Bra033217
OG0008470	AT1G61050	Bra027105, Bra039252
OG0008471	AT2G30920	Bra021677
OG0008472	AT3G19490	Bra001746, Bra022427
OG0008473	AT4G21820	Bra013564
OG0008474	AT1G26120	Bra011010, Bra024729
OG0008475	AT3G20880	Bra031239, Bra023918
OG0008476	AT2G32990	Bra021821, Bra005536
OG0008477	AT1G11020	Bra031736
OG0008478	AT2G39260	Bra000126
OG0008479	AT1G30240	Bra010786, Bra032368
OG0008480	AT5G64500	Bra024303
OG0008481	AT1G08780	Bra030740, Bra018601
OG0008482	AT5G18430	Bra023673
OG0008483	AT5G51890	Bra028285, Bra022567
OG0008484	AT1G08660	Bra031637
OG0008485	AT3G53235	Bra006981
OG0008486	AT1G08050	Bra030712, Bra018663
OG0008487	AT4G12340	Bra029447, Bra018472
OG0008488	AT1G74910	Bra015883, Bra008171
OG0008489	AT3G07680	Bra040023, Bra029668, Bra001265
OG0008490	AT3G24200	Bra015003
OG0008491	AT3G07090	Bra040360, Bra029621
OG0008492	AT5G06420, AT1G01350	Bra033268
OG0008493	AT1G80750	Bra008443, Bra003583
OG0008494	AT5G23070	Bra013014
OG0008495	AT1G48635	Bra018746
OG0008496	AT3G60660	Bra007549
OG0008497	AT1G63100	Bra026999, Bra027620
OG0008498	AT1G77220	Bra015684
OG0008499	AT5G27990	Bra038050, Bra036113, Bra009984
OG0008500	AT2G04700	Bra025610
OG0008501	AT1G78210	Bra035019
OG0008502	AT1G03000	Bra032565
OG0008504	AT5G09430	Bra006021, Bra028636
OG0008505	AT3G21670	Bra023868, Bra031295
OG0008506	AT1G09770	Bra019993, Bra030798
OG0008508	AT4G32280	Bra023958, Bra011332
OG0008509	AT5G20150	Bra020088, Bra006543
OG0008510	AT1G44900	Bra014033, Bra040301
OG0008511	AT3G29280	Bra033095, Bra025387
OG0008512	AT1G76620	Bra015730
OG0008513	AT5G16060	Bra008653
OG0008514	AT2G38320	Bra000053, Bra017124
OG0008515	AT2G26730	Bra012045, Bra034311
OG0008516	AT3G48070	Bra018086
OG0008517	AT5G47690	Bra024922, Bra022151
OG0008518	AT4G36880	Bra011746, Bra010592
OG0008519	AT3G62920	Bra014383, Bra007713
OG0008520	AT3G11460	Bra034840
OG0008521	AT2G19430	Bra039002
OG0008522	AT1G72460	Bra003880, Bra008034
OG0008523	AT3G61970	Bra007646, Bra003482, Bra014415
OG0008524	AT4G39880	Bra017876, Bra011825
OG0008525	AT5G10480	Bra009029, Bra006062
OG0008526	AT2G19800	Bra036701, Bra039021
OG0008527	AT2G45250, AT4G38280	Bra010692
OG0008528	AT3G07210	Bra029632
OG0008529	AT1G43700	Bra034916, Bra032191
OG0008530	AT3G12480	Bra038724, Bra034756
OG0008531	AT2G41250	Bra016945
OG0008532	AT4G16620	Bra040742, Bra012700
OG0008533	AT3G11810, AT2G03330	Bra017389
OG0008534	AT2G42395	Bra039299
OG0008535	AT1G26940	Bra016298, Bra024674
OG0008536	AT3G48470	Bra019546
OG0008537	AT5G02050	Bra009617, Bra005705
OG0008538	AT2G03800	Bra025135
OG0008539	AT1G32330	Bra023258, Bra035507
OG0008540	AT2G04240	Bra013211, Bra015142
OG0008541	AT5G63060	Bra035864
OG0008542	AT3G63260	Bra040440, Bra007738
OG0008543	AT1G09700	Bra030793, Bra019999
OG0008544	AT5G14720	Bra008742, Bra023483
OG0008545	AT5G28750	Bra010009, Bra036128
OG0008546	AT4G18890	Bra013359, Bra012570
OG0008547	AT4G31130	Bra010253, Bra011248
OG0008548	AT4G26055	Bra019125, Bra010443
OG0008549	AT5G06280	Bra009180, Bra005890
OG0008550	AT2G02570	Bra026585, Bra024814
OG0008551	AT3G20070	Bra035817
OG0008552	AT4G13270	Bra034881
OG0008553	AT5G05360	Bra009107
OG0008554	AT4G16144	Bra012739
OG0008555	AT3G25910	Bra025173, Bra036357
OG0008556	AT4G00090	Bra037314
OG0008557	AT3G51090	Bra038883, Bra012870
OG0008558	AT2G48020	Bra038858, Bra012176
OG0008559	AT1G31817	Bra033874, Bra023208
OG0008560	AT1G77330	Bra003687, Bra015675, Bra008302
OG0008561	AT3G63110	Bra007728
OG0008562	AT5G52110	Bra029139
OG0008563	AT2G16060	Bra001958
OG0008564	AT1G71210	Bra016155
OG0008565	AT1G11655	Bra019841, Bra031775, Bra016827
OG0008566	AT3G61250	Bra014446, Bra003443, Bra007588
OG0008567	AT2G04550	Bra013201, Bra015154
OG0008568	AT2G37630	Bra000011, Bra005177
OG0008569	AT1G76470	Bra015740
OG0008570	AT1G74730	Bra008166, Bra015897
OG0008571	AT4G20420	Bra020920, Bra013463, Bra038803
OG0008572	AT1G68080	Bra004052
OG0008573	AT3G58150	Bra014583
OG0008574	AT1G25580	Bra024733
OG0008575	AT3G17900	Bra021282, Bra001688
OG0008576	AT5G10750	Bra006077
OG0008577	AT4G16535	Bra012709
OG0008578	AT3G17790	Bra022244, Bra021274
OG0008579	AT1G25390	Bra024755, Bra012480
OG0008580	AT5G16690	Bra008604
OG0008581	AT5G16620	Bra008608
OG0008582	AT2G27930	Bra011992, Bra034379
OG0008583	AT3G61060	Bra014456
OG0008584	AT1G52080	Bra014310, Bra030398
OG0008585	AT1G11240	Bra016847, Bra019873
OG0008587	AT4G17800	Bra040183, Bra012639
OG0008588	AT3G10130	Bra029818
OG0008589	AT5G40490	Bra025568
OG0008590	AT2G25690	Bra000551, Bra007780
OG0008591	AT5G51460	Bra028254, Bra022549
OG0008592	AT4G34840	Bra034657, Bra034660
OG0008593	AT5G20090	Bra020084, Bra006539
OG0008594	AT1G11480	Bra019850
OG0008595	AT5G64370	Bra037776, Bra024290
OG0008596	AT2G28370	Bra011954, Bra035705
OG0008598	AT1G80640	Bra035164, Bra008449
OG0008599	AT4G00450	Bra037341, Bra000972
OG0008600	AT1G64600	Bra027724
OG0008601	AT3G03810	Bra001091, Bra036430
OG0008602	AT2G17410	Bra002058, Bra037275
OG0008603	AT1G01310	Bra032633, Bra033270
OG0008604	AT5G30490	Bra036121, Bra010017
OG0008605	AT4G37610	Bra017839, Bra011776
OG0008606	AT5G40940	Bra025535
OG0008607	AT4G20260	Bra038811, Bra013450
OG0008608	AT2G31800	Bra021744, Bra022866
OG0008609	AT2G28190	Bra034394, Bra011971
OG0008610	AT3G13910	Bra001527, Bra027388
OG0008611	AT2G27460	Bra034354, Bra012017
OG0008612	AT5G12850	Bra008877, Bra023379
OG0008613	AT2G33810	Bra022954, Bra021880, Bra005470
OG0008614	AT1G75710	Bra008218, Bra015824
OG0008615	AT4G12800	Bra032672, Bra034911
OG0008616	AT5G16390	Bra023563, Bra006352
OG0008617	AT1G48325	Bra001668
OG0008618	AT1G73430	Bra015991
OG0008619	AT3G09150	Bra001325, Bra029750
OG0008620	AT1G29990	Bra032350
OG0008621	AT1G25240	Bra012491, Bra024772
OG0008622	AT5G46795	Bra022064
OG0008623	AT2G20360	Bra031117, Bra036681
OG0008624	AT5G35360	Bra031705, Bra019953
OG0008625	AT5G52020	Bra022573, Bra029147, Bra028291
OG0008626	AT2G45900	Bra039306, Bra004946
OG0008627	AT3G55720	Bra014725, Bra007185
OG0008628	AT3G01150	Bra039141
OG0008629	AT3G13175	Bra039375, Bra034700
OG0008630	AT3G20390	Bra001788
OG0008631	AT3G01170	Bra039139
OG0008632	AT5G50990	Bra022533
OG0008633	AT2G30010	Bra018347, Bra021602
OG0008634	AT5G20200	Bra020091, Bra002281
OG0008635	AT1G69810	Bra007884, Bra016263
OG0008636	AT2G35650	Bra017305, Bra023020
OG0008637	AT5G36160	Bra031132, Bra039489
OG0008638	AT3G55550	Bra014736, Bra003216
OG0008639	AT5G15640	Bra023529, Bra006314
OG0008640	AT1G59730	Bra027837, Bra017898
OG0008641	AT2G01650	Bra024866
OG0008642	AT5G44800	Bra027574
OG0008643	AT3G06050	Bra020782
OG0008644	AT5G20070	Bra006537, Bra020083
OG0008645	AT3G63140	Bra040433
OG0008646	AT2G35300	Bra005353
OG0008647	AT5G03880	Bra005787, Bra009505
OG0008648	AT5G44610	Bra039517, Bra033754, Bra027560
OG0008649	AT1G75360	Bra015849, Bra008190
OG0008650	AT4G29735	Bra024136
OG0008651	AT5G60590	Bra002469
OG0008652	AT4G28260	Bra024214, Bra010380
OG0008654	AT1G68160	Bra004049, Bra004286
OG0008655	AT4G25030	Bra019196, Bra013856
OG0008656	AT5G03110	Bra028850
OG0008657	AT2G16575, AT1G17780	Bra016587
OG0008658	AT4G35470	Bra017712
OG0008659	AT2G41820	Bra004652, Bra016916
OG0008660	AT2G38740	Bra000089, Bra017104
OG0008661	AT2G36270	Bra017251, Bra005287
OG0008662	AT5G40520	Bra018411
OG0008663	AT5G07500	Bra009257
OG0008664	AT5G49555	Bra033517
OG0008665	AT3G61980	Bra007647
OG0008667	AT3G07620	Bra040019
OG0008668	AT3G13227	Bra001494
OG0008669	AT1G24590	Bra012499, Bra010972
OG0008670	AT3G58670	Bra007410, Bra014560
OG0008671	AT3G24080	Bra015013
OG0008672	AT5G22310	Bra006620, Bra002404
OG0008673	AT5G24110	Bra026467, Bra009734
OG0008674	AT1G09340	Bra018565
OG0008675	AT4G04640	Bra000802, Bra029511, Bra018503
OG0008676	AT4G03220	Bra018514
OG0008677	AT4G19140	Bra013375
OG0008680	AT3G53380	Bra039779
OG0008681	AT1G64770	Bra033642
OG0008682	AT5G53180	Bra003076, Bra029091
OG0008683	AT4G02920	Bra000854
OG0008684	AT5G65000	Bra024344, Bra037803
OG0008685	AT4G00220	Bra008514, Bra037323
OG0008686	AT1G02410	Bra033325, Bra032603, Bra030501
OG0008687	AT2G01320	Bra014326
OG0008688	AT1G03100	Bra031836
OG0008689	AT3G51510	Bra036793, Bra038904
OG0008690	AT2G26110	Bra007102
OG0008691	AT3G09050	Bra029745, Bra034050
OG0008692	AT5G66540	Bra037166
OG0008693	AT2G02880	Bra026574
OG0008694	AT3G56590	Bra007255, Bra014683
OG0008695	AT3G53400	Bra039784, Bra039786, Bra039781
OG0008696	AT3G52150	Bra006904, Bra006907, Bra033451
OG0008697	AT5G55280	Bra035565, Bra002918
OG0008698	AT1G54200	Bra030898, Bra037972
OG0008700	AT5G06900	Bra028715
OG0008701	AT5G08490	Bra006327, Bra005996
OG0008702	AT5G50850	Bra022529, Bra026451, Bra022757
OG0008703	AT3G61930	Bra014416, Bra007642
OG0008704	AT5G19370	Bra020036, Bra006503
OG0008705	AT5G50630, AT5G50520	Bra022521
OG0008706	AT4G31040	Bra024027, Bra011243
OG0008707	AT2G38330	Bra000055
OG0008708	AT3G56460	Bra003241
OG0008709	AT3G18550	Bra001710, Bra037579
OG0008710	AT5G06750	Bra009224, Bra028720
OG0008711	AT4G33950	Bra017615, Bra011481
OG0008712	AT2G18245	Bra037228
OG0008713	AT4G13220	Bra016826
OG0008714	AT1G57600	Bra027913
OG0008715	AT5G06570	Bra009207, Bra005899
OG0008716	AT1G61260	Bra027091, Bra031439
OG0008717	AT2G45030, AT1G45332	Bra004884
OG0008718	AT1G30910	Bra037892
OG0008719	AT2G34980	Bra005376
OG0008720	AT1G18840	Bra025690, Bra016536
OG0008721	AT1G77885	Bra008338, Bra003664
OG0008722	AT5G50390	Bra014061
OG0008723	AT5G24850	Bra036524, Bra009798
OG0008724	AT3G62580	Bra007685
OG0008725	AT3G54210	Bra003176, Bra007055
OG0008726	AT3G05900	Bra020801, Bra040246
OG0008727	AT5G43490, AT5G48610	Bra037474
OG0008728	AT4G19150	Bra013376, Bra020973
OG0008729	AT5G09550	Bra009390, Bra006026
OG0008730	AT5G64670	Bra037788, Bra024320
OG0008731	AT1G02470	Bra032599, Bra033329
OG0008733	AT1G69840	Bra016261, Bra007885
OG0008734	AT1G06450	Bra032421
OG0008735	AT1G77470	Bra008310, Bra003683
OG0008736	AT5G67280	Bra012148
OG0008737	AT1G08540	Bra030732, Bra018617
OG0008738	AT2G33735	Bra005476
OG0008739	AT5G05830	Bra028747, Bra009138
OG0008740	AT1G54330	Bra030807, Bra003335
OG0008741	AT4G03180	Bra018516
OG0008742	AT5G16860	Bra008587
OG0008743	AT3G61380	Bra014441, Bra007599
OG0008744	AT2G28510	Bra035696
OG0008745	AT5G07460	Bra005936, Bra009261
OG0008746	AT5G41410	Bra025497
OG0008747	AT1G28430	Bra026508, Bra032114
OG0008748	AT1G71930	Bra007996, Bra016098
OG0008749	AT1G10600	Bra019915
OG0008750	AT1G29860	Bra032340, Bra030178
OG0008751	AT1G44446	Bra036948
OG0008752	AT1G51610	Bra018918, Bra030434
OG0008753	AT3G07080	Bra001234
OG0008754	AT1G77200	Bra015686
OG0008755	AT5G66290	Bra037172, Bra012066
OG0008756	AT4G16260	Bra033549
OG0008757	AT4G30930	Bra011233, Bra024036, Bra010267
OG0008758	AT1G34010	Bra034450, Bra028026
OG0008759	AT4G25190	Bra038004, Bra019184
OG0008760	AT5G24400	Bra009758, Bra036511
OG0008761	AT3G04730	Bra040398, Bra040122
OG0008762	AT3G48750	Bra018036, Bra029917
OG0008763	AT3G19550	Bra022432, Bra038215, Bra038216
OG0008764	AT3G58760	Bra014553
OG0008765	AT4G37810	Bra011787, Bra010613
OG0008766	AT5G27920	Bra036607, Bra009931
OG0008767	AT3G30340	Bra036199
OG0008768	AT2G39430	Bra005042, Bra000133, Bra017075
OG0008769	AT2G24580	Bra032083
OG0008770	AT3G53780	Bra014862
OG0008771	AT5G04820	Bra009428
OG0008772	AT4G28500	Bra024197, Bra011034
OG0008773	AT1G51220	Bra030450, Bra018902
OG0008774	AT1G77300	Bra015678
OG0008775	AT3G23630	Bra028326, Bra014968
OG0008776	AT3G56330	Bra007237
OG0008777	AT2G42390	Bra004690
OG0008778	AT4G26000	Bra019133, Bra013940
OG0008779	AT4G17050	Bra029446, Bra012682
OG0008780	AT1G63260	Bra027630
OG0008781	AT3G09925	Bra029806, Bra001294
OG0008782	AT4G34500	Bra011539
OG0008783	AT1G16540	Bra026041
OG0008784	AT5G02400	Bra009593
OG0008785	AT1G19540	Bra025748
OG0008787	AT2G24090	Bra032122, Bra039227
OG0008788	AT5G22070	Bra006609, Bra034990
OG0008789	AT2G46160	Bra039287, Bra004563
OG0008790	AT3G50790	Bra036863
OG0008791	AT5G19050	Bra002205, Bra006492
OG0008792	AT3G12710	Bra034739, Bra038746
OG0008794	AT5G21920	Bra006597, Bra002373
OG0008795	AT5G43680	Bra033692
OG0008796	AT1G75260	Bra015855
OG0008797	AT1G79910	Bra035204, Bra008502
OG0008798	AT5G13190	Bra008848, Bra023396
OG0008799	AT4G26900	Bra028243, Bra026393
OG0008800	AT4G36010	Bra011654, Bra010503
OG0008801	AT2G42560	Bra016868
OG0008802	AT1G76900	Bra015711, Bra040803
OG0008803	AT5G58670	Bra002627, Bra020361, Bra006749
OG0008804	AT5G19390	Bra020038
OG0008805	AT4G20020	Bra013439, Bra012522
OG0008806	AT1G08110	Bra018654
OG0008807	AT5G39380	Bra028239
OG0008808	AT2G28410	Bra035702, Bra011951
OG0008809	AT3G50330	Bra036071, Bra030002
OG0008810	AT3G03990	Bra031957, Bra036416
OG0008811	AT2G03090	Bra026569, Bra024790
OG0008812	AT5G15900	Bra008663
OG0008813	AT2G32800	Bra022905
OG0008814	AT1G54350	Bra033548
OG0008815	AT4G27700	Bra010104, Bra010103, Bra026314
OG0008816	AT3G16170	Bra027186, Bra021166
OG0008817	AT5G53730	Bra022668, Bra003039
OG0008818	AT1G47970	Bra018696
OG0008819	AT4G21520	Bra013533
OG0008820	AT5G19470, AT5G19460	Bra002238
OG0008821	AT5G64030	Bra024260
OG0008822	AT5G08530	Bra009347
OG0008823	AT3G55050	Bra007131, Bra014778
OG0008824	AT3G56510	Bra007250
OG0008825	AT5G55670	Bra035583, Bra002879
OG0008826	AT3G11620	Bra034825, Bra001414
OG0008827	AT4G19860	Bra013430, Bra012531
OG0008828	AT5G06990	Bra009301, Bra028712
OG0008829	AT5G01100	Bra028889, Bra009626
OG0008830	AT1G26550	Bra016275
OG0008831	AT4G34990	Bra017685, Bra011576
OG0008832	AT4G39810	Bra010655
OG0008833	AT5G66870	Bra037142, Bra012112
OG0008834	AT2G28200	Bra034396, Bra011970
OG0008835	AT1G13340	Bra019826, Bra016733
OG0008836	AT3G26670	Bra025220, Bra032940
OG0008837	AT1G20990	Bra012261, Bra025864
OG0008838	AT1G47570	Bra005251
OG0008839	AT2G06925	Bra038125
OG0008840	AT1G56440	Bra038163, Bra038920
OG0008841	AT4G37840	Bra010616, Bra011789
OG0008842	AT5G55530	Bra028974, Bra002899
OG0008843	AT2G21870	Bra031219
OG0008844	AT3G18770	Bra037564, Bra022353
OG0008845	AT4G39790	Bra011832
OG0008846	AT2G42940	Bra016853, Bra000281, Bra004732
OG0008847	AT1G48610	Bra018743
OG0008848	AT1G25550	Bra012471
OG0008849	AT5G57130	Bra020463, Bra002758
OG0008850	AT3G12640	Bra038740, Bra001462
OG0008851	AT2G39470	Bra005037
OG0008852	AT2G38360	Bra005112, Bra000056
OG0008853	AT1G50300	Bra014245, Bra018839
OG0008854	AT3G04170, AT3G04190, AT3G04180, AT3G04150	Bra001097
OG0008855	AT3G14560	Bra027329, Bra021568
OG0008856	AT3G13360	Bra039387, Bra001502
OG0008857	AT3G22850	Bra001889
OG0008858	AT4G28940	Bra011070
OG0008859	AT4G14950	Bra039706
OG0008860	AT5G28840	Bra010011, Bra020621
OG0008861	AT1G72710	Bra016039, Bra008043
OG0008862	AT5G56580	Bra002806, Bra006866
OG0008863	AT5G26760	Bra020557
OG0008864	AT1G61080	Bra031457, Bra027104
OG0008865	AT4G18930	Bra013362
OG0008866	AT5G45320	Bra021963, Bra025084
OG0008867	AT2G46455	Bra004536
OG0008868	AT3G09560	Bra034073, Bra029774
OG0008869	AT5G42370	Bra027980
OG0008870	AT3G17310	Bra022208
OG0008871	AT4G08960	Bra000661
OG0008872	AT5G27980	Bra020604, Bra036112, Bra009983
OG0008873	AT1G06570	Bra015511, Bra032415
OG0008874	AT1G04780	Bra015348, Bra030590
OG0008875	AT3G50610	Bra032119, Bra036093, Bra030022
OG0008876	AT1G17840	Bra025944, Bra016584
OG0008877	AT2G38920	Bra000106, Bra017094
OG0008878	AT1G34245	Bra028044
OG0008879	AT1G08680	Bra018607
OG0008880	AT2G27810	Bra011995, Bra034371
OG0008881	AT4G24580	Bra013816, Bra010488, Bra019218
OG0008882	AT1G08770	Bra018602
OG0008883	AT1G16870	Bra026020
OG0008884	AT3G10350	Bra029832, Bra034107
OG0008885	AT3G03140	Bra021369, Bra032014
OG0008886	AT4G26790	Bra026402
OG0008887	AT2G43310	Bra034871, Bra037721
OG0008888	AT3G21290	Bra031270
OG0008889	AT2G37678	Bra017163, Bra005172
OG0008890	AT1G74260	Bra015924, Bra003809
OG0008891	AT4G02730	Bra018529
OG0008892	AT1G30610	Bra032408
OG0008893	AT4G35060	Bra034669, Bra011581
OG0008894	AT1G67370	Bra004222
OG0008895	AT1G07850	Bra018679
OG0008896	AT1G15140	Bra016672, Bra026161
OG0008897	AT1G08500	Bra031630, Bra030730
OG0008898	AT1G50170	Bra014240
OG0008899	AT5G62865	Bra010127, Bra029242
OG0008900	AT2G01505	Bra024881, Bra026657
OG0008901	AT1G28510	Bra010865, Bra030103
OG0008902	AT1G03470	Bra033401, Bra032551
OG0008903	AT2G22870	Bra030196
OG0008904	AT1G74600	Bra015900
OG0008905	AT2G26690	Bra012052
OG0008906	AT4G01840	Bra036312
OG0008907	AT1G02145	Bra032669
OG0008908	AT1G09730	Bra030794
OG0008909	AT1G70160	Bra016231, Bra007898
OG0008910	AT2G36430	Bra017236, Bra005266
OG0008911	AT3G25660	Bra026512, Bra017354
OG0008912	AT3G62330	Bra007673
OG0008913	AT3G60370	Bra014493
OG0008914	AT2G11520	Bra013158, Bra037197
OG0008915	AT5G13080	Bra008858, Bra006178
OG0008916	AT3G13050	Bra039365, Bra001485
OG0008917	AT5G07670	Bra028686, Bra009247
OG0008918	AT2G28085	Bra000497
OG0008919	AT4G31430	Bra011271, Bra010237
OG0008920	AT3G17070, AT3G42570	Bra022195
OG0008921	AT5G03870	Bra028812
OG0008922	AT1G08830	Bra031642
OG0008923	AT1G08280	Bra018639
OG0008924	AT4G33140	Bra037021, Bra011417
OG0008925	AT5G53340	Bra022647, Bra003064
OG0008926	AT1G04280	Bra015300, Bra030562
OG0008927	AT5G04440	Bra009453
OG0008928	AT4G38340	Bra033561
OG0008929	AT2G47300	Bra032762
OG0008930	AT4G37680, AT4G38320	Bra017846, Bra011779
OG0008931	AT5G13760	Bra023433
OG0008932	AT3G51390	Bra038896, Bra036811
OG0008933	AT5G54660	Bra002966, Bra022736
OG0008934	AT2G32750	Bra005559, Bra022900
OG0008935	AT5G14090	Bra006237, Bra008780
OG0008936	AT5G17200	Bra008572, Bra023600
OG0008937	AT2G33710	Bra021871, Bra005480
OG0008938	AT4G28660	Bra011047
OG0008939	AT2G14835	Bra013118, Bra039822
OG0008940	AT2G16910	Bra013041, Bra002004
OG0008941	AT5G42890	Bra027462
OG0008942	AT2G02410	Bra024819
OG0008943	AT5G38460	Bra028183
OG0008944	AT5G40690	Bra025553
OG0008945	AT5G12400	Bra006158, Bra023376
OG0008946	AT3G19530, AT3G19510	Bra022429, Bra038213
OG0008947	AT1G60230	Bra027163
OG0008948	AT3G60520	Bra003418, Bra007541
OG0008949	AT2G19460	Bra012182
OG0008950	AT5G17450	Bra023619, Bra013976
OG0008951	AT1G12110	Bra026991, Bra016789
OG0008952	AT3G20840	Bra031234
OG0008953	AT1G11040	Bra018413, Bra019886
OG0008954	AT1G09810	Bra019988
OG0008955	AT2G01770	Bra024856, Bra026634
OG0008956	AT3G04100	Bra040149, Bra037759, Bra031945
OG0008957	AT3G06410	Bra020750, Bra040220, Bra001196
OG0008958	AT2G29250, AT2G29220	Bra018406
OG0008959	AT4G17920	Bra013268, Bra012630
OG0008960	AT5G19180	Bra002219, Bra006497
OG0008961	AT3G57130	Bra003268, Bra014645, Bra007306, Bra004617
OG0008962	AT3G49830, AT5G67630	Bra024433
OG0008963	AT5G25170	Bra020487, Bra009823
OG0008964	AT3G54480	Bra014813, Bra007074
OG0008965	AT3G25470	Bra015128, Bra013219
OG0008966	AT5G66190	Bra037182
OG0008967	AT4G28910	Bra024177, Bra011069
OG0008968	AT1G70430	Bra007914, Bra016220
OG0008969	AT2G36080	Bra005301, Bra017262
OG0008970	AT2G44640	Bra000357, Bra004852
OG0008971	AT5G27380	Bra036101, Bra009967
OG0008972	AT1G22960	Bra024552, Bra024554
OG0008973	AT5G03420	Bra009530
OG0008974	AT1G74590	Bra015901, Bra008157
OG0008975	AT3G51870	Bra033473
OG0008976	AT1G31300	Bra023174, Bra014905
OG0008977	AT5G40480	Bra028460
OG0008978	AT2G02990	Bra026570, Bra024795
OG0008979	AT4G24130	Bra013765, Bra019245
OG0008980	AT3G13590	Bra001395
OG0008981	AT1G65090	Bra022495
OG0008982	AT4G25880	Bra019137, Bra013928
OG0008983	AT3G55800	Bra014720, Bra007192
OG0008984	AT3G07730, AT4G01170	Bra040024, Bra029672
OG0008985	AT5G45360	Bra025080, Bra027603
OG0008986	AT2G27740	Bra034365, Bra012002
OG0008987	AT5G44350	Bra033738, Bra027546, Bra039508
OG0008988	AT2G28490	Bra011943
OG0008989	AT5G08470	Bra009342
OG0008990	AT3G03070	Bra021375, Bra032020
OG0008991	AT3G62940	Bra007716, Bra014381
OG0008992	AT2G06040	Bra015183
OG0008993	AT1G20430	Bra012229
OG0008995	AT5G20110	Bra006541, Bra020085
OG0008996	AT1G55620	Bra030845, Bra038007
OG0008997	AT3G17810	Bra022246, Bra021275
OG0008998	AT5G07250	Bra005930, Bra009280, Bra009279
OG0008999	AT4G16790	Bra021080, Bra040095
OG0009000	AT1G17220	Bra016612, Bra025989
OG0009001	AT2G41950	Bra004661
OG0009002	AT5G62710	Bra035884, Bra010115
OG0009003	AT3G13740	Bra027404
OG0009004	AT3G45620	Bra038283
OG0009005	AT3G20890	Bra001804, Bra031240
OG0009006	AT1G74830	Bra003783, Bra015891
OG0009007	AT2G42975	Bra037744
OG0009008	AT2G38440	Bra005107
OG0009009	AT1G10720	Bra031753
OG0009010	AT4G08230	Bra000643
OG0009011	AT2G38800	Bra005077, Bra000096
OG0009012	AT1G30290	Bra032378
OG0009013	AT5G48890	Bra036156, Bra037455
OG0009014	AT3G04240	Bra040144
OG0009015	AT5G02140	Bra009610
OG0009016	AT4G39850	Bra010652
OG0009017	AT1G10070	Bra018463, Bra031699, Bra019963
OG0009018	AT3G11945	Bra001429, Bra034798
OG0009019	AT1G50380	Bra018845, Bra014248
