Orthogroup	Thellungiella_parvula	Brassica_oleracea
OG0004667	Sp6g17740.1	Bo9g121090, Bo3g021330
OG0004668	Sp5g03440.1	Bo6g076630
OG0004668	Sp4g25840.1	Bo4g021020
OG0004669	Sp6g24820.1	Bo00852s040, Bo2g018170, Bo3g013730
OG0004670	Sp1g39580.1	Bo3g182630, Bo6g038330, Bo7g022930, Bo6g031060
OG0004672	Sp5g26470.1	Bo6g112850
OG0004674	Sp6g18850.1	Bo9g130760, Bo7g031250, Bo32037s010, Bo2g032740
OG0004675	Sp7g10510.1, Sp1g30320.1, Sp3g26200.1, SpUn1376_0010.1, Sp6g09420.1	Bo1g094590
OG0004676	Sp4g27710.1	Bo7g098560, Bo4g195730, Bo3g038890
OG0004677	Sp5g03540.1	Bo8g094420, Bo8g094440, Bo10162s010
OG0004677	Sp4g25730.1	Bo4g194470
OG0004678	Sp5g00370.1	Bo8g098490
OG0004678	Sp5g09880.1	Bo7g102610
OG0004679	Sp2g15120.1	Bo7g082240, Bo2g138750, Bo9g075920, Bo01146s020
OG0004680	Sp3g17680.1	Bo1g112490, Bo5g113790
OG0004681	Sp5g12850.1	Bo1g078780, Bo8g077610, Bo3g110770
OG0004682	Sp1g10950.1	Bo5g016950
OG0004683	Sp5g32320.1	Bo05666s010, Bo2g092310, Bo2g092290, Bo6g083430, Bo6g082250
OG0004684	Sp6g38310.1	Bo3g002820, Bo9g178760, Bo2g006550
OG0004685	Sp2g13980.1	Bo9g072850, Bo2g136630, Bo7g080840
OG0004686	Sp6g38190.1	Bo9g178890
OG0004686	Sp3g08840.1	Bo3g062750
OG0004687	Sp1g30670.1	Bo3g040600
OG0004688	Sp1g13290.1	Bo5g020160, Bo8g106480
OG0004690	Sp4g28890.1	Bo3g039420, Bo4g197410, Bo4g006900
OG0004692	Sp4g22380.1	Bo4g025610, Bo4g188770
OG0004693	SpUn0010_0200.1, Sp7g00720.1	Bo4g141920, Bo6g065020
OG0004694	Sp4g28800.1	Bo4g006990, Bo4g197330
OG0004695	Sp6g01930.1	Bo9g004490, Bo3g052810
OG0004696	Sp7g32260.1	Bo3g168860, Bo5g086550, Bo1g007250
OG0004697	Sp1g29050.1	Bo6g047900
OG0004698	Sp3g18490.1	Bo5g108610
OG0004699	Sp7g01190.1	Bo4g140420
OG0004700	Sp5g32010.1	Bo6g120880, Bo2g091240
OG0004701	Sp3g22160.1	Bo1g098850, Bo7g033200, Bo3g083200
OG0004702	Sp1g06920.1	Bo8g112550, Bo5g008880
OG0004703	Sp5g33210.1	Bo6g121730, Bo6g081850, Bo04101s010
OG0004704	Sp5g25920.1	Bo2g068500, Bo6g094590, Bo6g112330
OG0004705	Sp1g02900.1	Bo5g004290, Bo8g002740
OG0004706	Sp4g26820.1	Bo4g024050, Bo4g195160, Bo3g037400
OG0004707	Sp5g10940.1	Bo7g100880, Bo9g088540, Bo4g043400, Bo8g081720, Bo1g059270
OG0004708	Sp7g18970.1	Bo3g162320, Bo1g022570, Bo7g107210, Bo02147s010
OG0004709	Sp7g25440.1	Bo8g052840, Bo7g111460, Bo1g049430
OG0004710	Sp7g28090.1	Bo1g014400, Bo7g114320
OG0004711	Sp6g07340.1	Bo2g155570
OG0004712	Sp6g06790.1	Bo3g044880
OG0004712	Sp7g22100.1	Bo1g037580
OG0004713	Sp1g05020.1	Bo8g114700, Bo5g007340
OG0004714	Sp2g19990.1	Bo7g092940, Bo9g010080
OG0004715	Sp3g12520.1	Bo3g066010, Bo1g134510, Bo5g130490
OG0004716	Sp2g29030.1	Bo3g096550, Bo2g168140, Bo9g019020
OG0004717	Sp5g01680.1	Bo6g078040, Bo6g077940
OG0004718	Sp7g29440.1	Bo1g011140, Bo1g011120, Bo1g011150, Bo3g173800
OG0004719	Sp3g09230.1	Bo1g141380
OG0004720	Sp6g20250.1	Bo9g135310, Bo3g018600, Bo3g018580
OG0004721	Sp6g24630.1	Bo9g152510, Bo2g018330
OG0004722	Sp5g08310.1	Bo17769s010, Bo8g083370
OG0004723	Sp1g24610.1, Sp1g24620.1	Bo3g143350
OG0004724	Sp1g41500.1	Bo3g185680, Bo6g051540
OG0004725	Sp6g33180.1	Bo9g172340
OG0004726	Sp2g21300.1	Bo2g156300, Bo9g010860, Bo7g095130
OG0004727	Sp4g04460.1	Bo4g157540, Bo8g099220
OG0004728	Sp6g05120.1, SpUn1622_0010.1	Bo6g072730, Bo2g108920
OG0004730	Sp5g01960.1	Bo8g095950, Bo4g101350
OG0004731	Sp6g05290.1	Bo2g105250
OG0004732	Sp7g29000.1	Bo3g175190, Bo7g114970
OG0004733	Sp2g19060.1	Bo2g150210, Bo9g009550, Bo7g089420
OG0004734	Sp1g19600.1	Bo8g071310
OG0004735	Sp7g30640.1	Bo3g171060, Bo7g115880, Bo1g009860
OG0004736	Sp7g27830.1	Bo1g014630
OG0004737	Sp1g08750.1	Bo8g110780
OG0004738	Sp3g09630.1	Bo3g064160, Bo1g141080, Bo5g136610
OG0004739	Sp4g29780.1	Bo4g002280, Bo3g039830
OG0004740	Sp5g19250.1	Bo6g099150, Bo2g097500
OG0004741	Sp6g01500.1	Bo7g031050, Bo00853s030
OG0004742	Sp1g22190.1	Bo7g054120, Bo5g042720, Bo3g137110
OG0004743	SpUn0734_0010.1	Bo9g064150
OG0004743	Sp2g11180.1	Bo2g129990
OG0004744	Sp1g41360.1	Bo3g185610
OG0004745	Sp1g35070.1	Bo6g010920
OG0004746	Sp4g25440.1	Bo4g019730, Bo4g194290
OG0004747	Sp2g23650.1	Bo9g014060, Bo7g097590
OG0004748	Sp3g05510.1	Bo1g147870, Bo5g143380
OG0004749	Sp1g06770.1	Bo8g112670, Bo01028s020
OG0004750	Sp1g41120.1	Bo3g185280
OG0004751	Sp7g21830.1	Bo7g109180, Bo1g037260, Bo3g154280
OG0004752	Sp3g01340.1	Bo5g104810, Bo3g055570
OG0004753	Sp6g37310.1	Bo3g003360, Bo2g007000
OG0004754	Sp4g12920.1	Bo3g024530, Bo4g058510
OG0004755	Sp4g24120.1	Bo4g014530, Bo4g191100
OG0004756	Sp5g02310.1	Bo4g102550, Bo6g077400
OG0004757	Sp1g02880.1	Bo8g002730
OG0004758	Sp2g23100.1	Bo7g097070, Bo2g160620
OG0004759	Sp2g17560.1	Bo7g087110
OG0004760	Sp3g19980.1	Bo1g105420, Bo5g098280
OG0004760	Sp7g13320.1	Bo6g054750
OG0004761	Sp5g01260.1	Bo8g097660, Bo6g079240
OG0004762	Sp6g36390.1	Bo3g003900
OG0004763	Sp2g28750.1	Bo3g097860, Bo2g168230, Bo9g018860
OG0004764	Sp4g26610.1	Bo4g195040, Bo4g023820
OG0004766	Sp5g27230.1	Bo2g075410, Bo6g114690, Bo6g092670
OG0004768	Sp6g28240.1	Bo9g163710
OG0004769	Sp3g15240.1	Bo5g123530, Bo1g122910, Bo3g068610
OG0004770	Sp2g15000.1	Bo7g082010, Bo7g082020, Bo9g075840
OG0004771	Sp2g14910.1	Bo7g081880, Bo2g138580
OG0004772	Sp7g35300.1	Bo3g153360, Bo7g118650, Bo1g009930, Bo1g003500
OG0004773	Sp3g09610.1	Bo5g136630
OG0004773	Sp6g36920.1	Bo9g176670
OG0004774	Sp3g18080.1	Bo3g074670, Bo5g111240, Bo1g110140
OG0004775	Sp6g33820.1	Bo2g009400, Bo3g005180, Bo9g173980
OG0004776	Sp6g30800.1	Bo3g009040, Bo2g011120, Bo9g168950
OG0004777	Sp1g11020.1	Bo8g064810, Bo5g016890
OG0004778	Sp1g00560.1, Sp6g00690.1	Bo3g054660, Bo9g002460
OG0004779	Sp3g19060.1	Bo3g077330, Bo1g108260
OG0004780	Sp3g05240.1	Bo3g060520, Bo5g143610, Bo1g149020
OG0004781	Sp6g30240.1	Bo9g166460, Bo2g011550, Bo6g028100, Bo3g129920
OG0004782	Sp6g36730.1	Bo3g003730, Bo2g007160
OG0004783	Sp5g26980.1	Bo6g114410, Bo2g075110, Bo6g092880
OG0004784	Sp5g02860.1, SpUn0080_0040.1	Bo8g095120, Bo4g105030
OG0004785	Sp7g19040.1	Bo7g107250, Bo1g022740, Bo1g022660, Bo08313s010, Bo3g162840
OG0004786	Sp4g10720.1	Bo4g164890, Bo3g040380
OG0004787	Sp3g14360.1	Bo3g068190
OG0004788	Sp7g33680.1	Bo7g117660, Bo1g006110, Bo3g156810
OG0004789	Sp6g02580.1	Bo3g052420
OG0004789	Sp1g02060.1	Bo8g117130, Bo5g003600
OG0004790	Sp1g02770.1	Bo5g004200, Bo8g115830
OG0004791	Sp5g24990.1	Bo6g095110, Bo6g095100, Bo6g110510, Bo6g110540
OG0004792	Sp5g23660.1	Bo6g107010, Bo6g096040, Bo2g061060
OG0004793	Sp3g07170.1	Bo5g139970
OG0004794	Sp6g15140.1	Bo9g108680, Bo2g046270
OG0004795	Sp5g11990.1	Bo7g099230
OG0004795	Sp5g11980.1	Bo7g099250
OG0004796	Sp1g05600.1	Bo8g114390, Bo5g007800, Bo8g007230
OG0004797	Sp3g20560.1	Bo1g103730
OG0004798	Sp2g03150.1	Bo9g042160
OG0004799	Sp6g33240.1	Bo2g009730, Bo3g005480
OG0004800	Sp3g08330.1	Bo5g137810, Bo8g096210, Bo2g101930, Bo2g101920, Bo3g061790
OG0004803	Sp6g40150.1	Bo9g184680, Bo3g001820, Bo2g002520
OG0004804	Sp6g15030.1	Bo9g108560, Bo3g023050, Bo2g047390
OG0004805	Sp6g27210.1	Bo3g012300, Bo9g161690
OG0004807	Sp6g20210.1	Bo3g018660
OG0004808	Sp3g14410.1	Bo5g126460, Bo1g124780
OG0004809	Sp1g24600.1	Bo3g143340, Bo5g055840, Bo7g048190
OG0004810	Sp6g14300.1	Bo3g023470, Bo2g048110, Bo9g104980
OG0004811	Sp1g07940.1	Bo01087s030
OG0004814	Sp1g10490.1	Bo8g061430, Bo8g108610
OG0004815	Sp7g26270.1	Bo7g112040, Bo8g054240
OG0004816	Sp1g00180.1	Bo7g060070, Bo8g118260
OG0004817	Sp1g16090.1	Bo8g067640
OG0004818	SpUn0227_0020.1	Bo7g003800, Bo8g013970, Bo6g018220
OG0004819	Sp1g24010.1	Bo7g048590, Bo5g052340
OG0004820	SpUn0984_0010.1	Bo6g121090
OG0004820	SpUN0984_0020.1	Bo6g083440
OG0004821	Sp2g12500.1	Bo7g077970, Bo5g148170
OG0004822	SpUn0010_0140.1, Sp7g00660.1	Bo4g141950
OG0004823	Sp1g41280.1	Bo3g185460, Bo6g034780, Bo6g051400
OG0004824	Sp2g11980.1	Bo7g077340, Bo9g069330, Bo2g132240
OG0004825	Sp4g10220.1	Bo3g040510, Bo4g075450, Bo4g075460
OG0004826	Sp7g10090.1	Bo8g033960
OG0004827	Sp7g02130.1	Bo6g064280
OG0004828	Sp7g03690.1	Bo6g059920
OG0004829	Sp7g25350.1	Bo1g048300, Bo7g111390
OG0004830	Sp2g28360.1	Bo00615s150
OG0004831	Sp2g12990.1	Bo7g078480, Bo2g134390, Bo9g070140
OG0004832	Sp7g21140.1	Bo7g108430, Bo7g108440, Bo9g084590, Bo01035s050, Bo1g033060
OG0004833	SpUn0541_0010.1, Sp4g01840.1, SpUn0311_0010.1	Bo8g100560
OG0004834	Sp3g05990.1	Bo5g141920, Bo3g060990
OG0004835	Sp4g04340.1	Bo4g157470
OG0004836	Sp1g16460.1	Bo5g025520
OG0004838	Sp4g01640.1	Bo8g100970, Bo4g149820
OG0004839	Sp1g08140.1	Bo5g009920, Bo8g111090
OG0004840	Sp7g04040.1	Bo7g056510
OG0004840	Sp7g04090.1	Bo6g058720
OG0004841	Sp7g35240.1	Bo1g003530
OG0004841	Sp7g35230.1	Bo1g003540
OG0004842	Sp4g22000.1	Bo4g188460, Bo4g025930, Bo3g034420
OG0004844	Sp1g00220.1	Bo5g001280, Bo5g001270, Bo6g066870, Bo8g118240
OG0004845	Sp1g29350.1	Bo6g046520
OG0004845	Sp6g07740.1	Bo9g085810
OG0004846	Sp1g22700.1	Bo3g138600, Bo7g052900
OG0004847	Sp4g10970.1	Bo3g040310, Bo4g165090, Bo4g071850
OG0004848	Sp5g05930.1	Bo8g090980, Bo6g072230
OG0004849	Sp6g30310.1	Bo2g011500, Bo3g009310
OG0004851	Sp1g20690.1	Bo8g072720, Bo5g039350, Bo7g056240
OG0004852	Sp5g04980.1	Bo6g073060, Bo8g092050
OG0004853	Sp1g26180.1	Bo5g062780, Bo3g148940
OG0004854	Sp7g15970.1	Bo1g019230
OG0004856	Sp4g22330.1	Bo3g034640, Bo2g062720, Bo4g025660
OG0004857	Sp6g14690.1	Bo2g047700, Bo9g083130
OG0004858	Sp7g13180.1	Bo1g057230
OG0004859	Sp5g20770.1, Sp7g05300.1	Bo2g052560
OG0004860	Sp5g09070.1, Sp1g13120.1	Bo6g067260
OG0004862	Sp7g37230.1	Bo7g119710
OG0004863	Sp2g11840.1	Bo7g077170, Bo2g131900, Bo9g066940
OG0004864	Sp3g09340.1	Bo5g136940, Bo1g141310
OG0004865	Sp3g03560.1	Bo3g058570
OG0004866	Sp5g34480.1	Bo2g095280, Bo6g081020, Bo6g123880
OG0004867	Sp2g27370.1	Bo2g166160, Bo3g101430
OG0004868	Sp4g02110.1	Bo8g100670, Bo3g042300
OG0004869	Sp1g36140.1, Sp5g07030.1	Bo4g116710, Bo4g116720
OG0004871	Sp6g23090.1	Bo6g010540, Bo8g016660
OG0004872	Sp3g18060.1	Bo5g111250, Bo3g074660
OG0004873	Sp4g15050.1	Bo3g026770, Bo4g179410, Bo4g045700
OG0004874	Sp2g18250.1	Bo7g088810, Bo2g149520
OG0004875	Sp6g17640.1	Bo2g037720, Bo9g120990, Bo3g021380
OG0004876	SpUn0027_0020.1, Sp3g22540.1	Bo7g031680, Bo3g083710
OG0004877	Sp5g19260.1	Bo2g097470
OG0004878	Sp5g24050.1	Bo2g062440, Bo6g108450, Bo6g108430
OG0004879	Sp5g27470.1	Bo6g115870, Bo2g075710, Bo2g075700
OG0004880	SpUn0010_0060.1, Sp7g00580.1	Bo4g142040
OG0004881	Sp2g10540.1	Bo9g062640
OG0004882	Sp7g28500.1	Bo7g114590, Bo3g044900
OG0004883	Sp1g10800.1	Bo8g062600, Bo5g017160, Bo8g108400
OG0004884	Sp1g07110.1	Bo5g009010, Bo8g055830, Bo8g112450
OG0004885	Sp4g16240.1	Bo4g042360
OG0004886	Sp3g01790.1	Bo3g055800, Bo1g156160, Bo1g156320
OG0004887	Sp7g20610.1	Bo7g107990
OG0004888	Sp4g22160.1	Bo4g188640, Bo4g025820
OG0004890	Sp5g14620.1	Bo3g134270
OG0004891	Sp4g10610.1	Bo4g164820, Bo4g074210
OG0004892	Sp2g21740.1	Bo00934s050, Bo7g095580, Bo7g095630
OG0004893	Sp5g07100.1	Bo4g116790, Bo8g089670
OG0004894	Sp2g03060.1	Bo1g098190, Bo4g086780, Bo9g042070
OG0004896	Sp4g19950.1	Bo3g031830, Bo4g030400, Bo4g187060
OG0004897	Sp5g26740.1	Bo7g080640, Bo6g094090, Bo01175s010, Bo6g113170
OG0004898	Sp4g25180.1	Bo4g192910, Bo4g018540
OG0004899	Sp2g13380.1	Bo7g080080, Bo9g070370, Bo2g134790
OG0004900	Sp7g27180.1	Bo7g113670
OG0004901	Sp3g21810.1	Bo3g081980, Bo4g104740, Bo1g101100
OG0004902	Sp7g34270.1	Bo7g118030
OG0004903	Sp5g16120.1	Bo3g128750
OG0004903	Sp6g22260.1	Bo2g024680, Bo9g146910
OG0004904	Sp4g13890.1	Bo4g176410
OG0004905	Sp5g05780.1	Bo8g091130, Bo4g112720, Bo6g072360
OG0004906	Sp5g27300.1	Bo6g114730, Bo6g092570, Bo2g075510
OG0004908	Sp1g29240.1	Bo5g086600, Bo6g046670, Bo8g027230
OG0004909	Sp2g08280.1	Bo7g065410
OG0004910	Sp7g31150.1	Bo3g170700, Bo1g008140
OG0004911	Sp6g25780.1	Bo3g013210, Bo2g016570, Bo9g154780
OG0004913	Sp5g08340.1	Bo6g067830, Bo8g083310, Bo4g120340, Bo4g120300
OG0004914	Sp3g33590.1	Bo9g028210
OG0004914	Sp1g02940.1	Bo5g004330
OG0004915	Sp7g31910.1	Bo3g169030, Bo1g007590, Bo7g116660
OG0004916	Sp4g29990.1	Bo8g118330, Bo4g200850, Bo4g001070
OG0004917	Sp2g11100.1	Bo9g063050
OG0004917	Sp2g11090.1	Bo7g075160, Bo2g129890
OG0004918	Sp2g24750.1	Bo2g161510, Bo7g098790, Bo9g014650
OG0004919	Sp1g03600.1	Bo8g004250, Bo5g004870
OG0004920	Sp5g31320.1	Bo6g120200, Bo11959s010
OG0004921	Sp4g15040.1	Bo4g179390, Bo4g045710, Bo3g026760
OG0004922	Sp7g23580.1	Bo7g110390, Bo1g040290, Bo8g050870
OG0004923	Sp7g15600.1	Bo7g105990, Bo1g019580, Bo3g157000
OG0004924	Sp6g03920.1	Bo9g076450
OG0004925	Sp5g15360.1	Bo02081s010
OG0004926	Sp7g26090.1	Bo8g054130, Bo1g051230, Bo7g111890, Bo7g111910
OG0004927	Sp5g05210.1	Bo4g111230, Bo6g072840, Bo8g091790
OG0004928	Sp4g07360.1, SpUn0479_0020.1, Sp4g07370.1, Sp1g04460.1	Bo8g115010
OG0004929	Sp3g17550.1	Bo5g114070, Bo1g114650
OG0004930	Sp5g21730.1	Bo6g101240
OG0004930	Sp5g21760.1	Bo9g091220
OG0004931	Sp2g03830.1	Bo4g177640
OG0004932	Sp4g14830.1, Sp4g14530.1	Bo4g178040, Bo4g046000, Bo3g026690
OG0004933	Sp2g13610.1	Bo7g080380, Bo7g080390, Bo7g080370, Bo2g136060
OG0004934	Sp3g06810.1	Bo1g146140, Bo5g140110
OG0004935	Sp1g40890.1	Bo3g184810
OG0004936	Sp7g21470.1	Bo7g108870, Bo7g088570, Bo3g165850, Bo1g035810
OG0004937	Sp2g24610.1	Bo2g161610, Bo7g098580
OG0004938	Sp2g12560.1	Bo2g133730
OG0004938	Sp1g13500.1	Bo8g066270, Bo5g020600
OG0004939	SpUn0968_0010.1	Bo4g058470
OG0004940	Sp1g25000.1	Bo3g143740
OG0004941	Sp6g33770.1	Bo9g173940
OG0004942	Sp4g27860.1	Bo4g024980, Bo3g038990, Bo4g195810
OG0004943	Sp5g35740.1	Bo2g097360, Bo6g125790
OG0004944	Sp4g27320.1	Bo4g195440, Bo3g037700
OG0004945	Sp7g27190.1	Bo3g178190
OG0004946	Sp6g27890.1	Bo9g163300, Bo2g013010, Bo3g010930
OG0004947	Sp6g25460.1	Bo00629s110, Bo3g013430, Bo9g154470
OG0004949	Sp4g28720.1	Bo4g007060, Bo4g197260
OG0004950	Sp3g13810.1	Bo5g126940, Bo1g128360, Bo3g066910
OG0004951	Sp2g12010.1	Bo9g069370, Bo7g077370, Bo2g132260
OG0004952	Sp5g23720.1	Bo6g096010, Bo2g061090, Bo6g107120
OG0004953	Sp6g19520.1	Bo9g133560, Bo2g029020, Bo3g019090
OG0004954	Sp6g16350.1	Bo3g022170, Bo2g042100, Bo9g117260
OG0004955	Sp5g33290.1	Bo6g081770, Bo2g093300, Bo6g121810
OG0004956	Sp4g10370.1	Bo3g040460, Bo4g074330, Bo4g164740
OG0004957	SpUn1372_0010.1	Bo8g081420, Bo01980s010
OG0004958	Sp6g21650.1	Bo9g140970, Bo2g025220
OG0004959	Sp3g18160.1	Bo6g124500, Bo9g059810, Bo1g110160
OG0004960	Sp6g38060.1	Bo2g006670, Bo3g002960, Bo9g178980
OG0004961	Sp1g05830.1	Bo8g007370, Bo8g114280, Bo5g007940
OG0004962	Sp1g18600.1	Bo8g070510, Bo5g030820, Bo7g061270
OG0004963	Sp3g14060.1	Bo3g068010, Bo5g126700, Bo5g126680
OG0004964	Sp5g12500.1	Bo1g080230, Bo3g109430, Bo8g077910
OG0004965	Sp4g21920.1	Bo3g034390
OG0004966	Sp2g00230.1, Sp7g00080.1	Bo9g031000, Bo9g032300, Bo02237s010
OG0004967	Sp6g15730.1	Bo3g022550, Bo2g044620
OG0004969	Sp2g21270.1	Bo7g095090, Bo2g155770
OG0004970	Sp3g21800.1	Bo1g101110
OG0004970	Sp3g21790.1	Bo7g037540, Bo3g082010
OG0004971	Sp5g14410.1	Bo3g134510
OG0004972	Sp4g22770.1	Bo4g012550, Bo5g008980, Bo3g103560, Bo4g190120
OG0004973	Sp5g08760.1	Bo6g067570
OG0004973	Sp4g19750.1	Bo4g030580
OG0004974	Sp7g33990.1	Bo3g154180, Bo7g117850, Bo1g005740
OG0004975	Sp5g24890.1	Bo6g095170, Bo6g110380, Bo2g064570
OG0004976	Sp2g21890.1	Bo2g158530
OG0004977	Sp4g27250.1, SpUn0031_0070.1	Bo3g037640, Bo4g195420
OG0004978	Sp1g21950.1	Bo8g076450, Bo5g045160
OG0004979	Sp3g08360.1	Bo5g137780, Bo3g061770, Bo1g144210
OG0004980	Sp2g24450.1	Bo9g143660, Bo7g098420, Bo2g161420, Bo8g099800, Bo2g166270, Bo3g179680
OG0004981	Sp2g00910.1	Bo6g011080, Bo4g096810
OG0004982	Sp4g15850.1	Bo4g182010
OG0004983	Sp5g15390.1, Sp5g15380.1	Bo3g130440
OG0004984	Sp6g03830.1	Bo9g076260
OG0004984	Sp6g03840.1	Bo9g076270
OG0004985	Sp2g27820.1	Bo9g018330, Bo2g166380, Bo3g100930
OG0004986	Sp1g05130.1	Bo8g007090, Bo01173s030, Bo23978s010, Bo8g114630
OG0004987	Sp3g19650.1	Bo5g099900
OG0004988	Sp2g16950.1	Bo7g090900
OG0004990	Sp6g23200.1	Bo9g149790, Bo3g015620, Bo2g023650, Bo8g104170
OG0004991	Sp4g28490.1	Bo4g008200, Bo3g039290
OG0004992	Sp7g11010.1	Bo6g056230
OG0004993	Sp5g10360.1	Bo4g125760, Bo7g101330, Bo7g101320, Bo7g101300, Bo05169s010
OG0004994	Sp1g19380.1	Bo8g071080, Bo7g059910, Bo5g034830
OG0004995	Sp7g21940.1	Bo1g037360, Bo7g109250
OG0004996	Sp5g06100.1	Bo8g090880, Bo4g113030
OG0004997	Sp3g10140.1	Bo5g135040, Bo1g139730
OG0004998	Sp6g29650.1	Bo3g009760, Bo2g011820, Bo9g165970
OG0004999	Sp4g20800.1	Bo4g187630, Bo7g093150, Bo4g027280, Bo3g032500
OG0005000	Sp1g22970.1	Bo7g050510
OG0005000	Sp1g22980.1	Bo5g043440
OG0005001	Sp2g15100.1	Bo17968s010
OG0005002	Sp1g01190.1	Bo5g002720, Bo8g117660, Bo8g117630
OG0005003	Sp7g35400.1	Bo1g003450, Bo7g118740, Bo3g153310
OG0005004	Sp1g08350.1	Bo8g058850, Bo5g010160, Bo8g110930
OG0005005	Sp1g24710.1	Bo7g047060, Bo5g055980, Bo3g143580
OG0005006	Sp4g25820.1	Bo4g021010, Bo4g194610
OG0005007	Sp4g29860.1	Bo4g200820
OG0005008	Sp3g19030.1	Bo3g076330, Bo1g108320, Bo5g104980
OG0005009	Sp6g38890.1	Bo00983s080
OG0005010	Sp2g29360.1	Bo2g149310, Bo2g167960, Bo7g063830
OG0005011	Sp4g19290.1	Bo4g030940
OG0005012	Sp5g30670.1	Bo6g086240, Bo6g119700, Bo2g084000
OG0005013	Sp1g21130.1	Bo15730s010, Bo5g039800, Bo7g055990
OG0005015	Sp3g30830.1	Bo7g014430, Bo9g024530
OG0005017	Sp7g15950.1	Bo1g019260, Bo8g049940, Bo7g105800
OG0005018	Sp3g26870.1, Sp5g27120.1	Bo6g092790, Bo2g075240
OG0005019	Sp5g10850.1	Bo1g059240, Bo8g081610
OG0005020	Sp6g04940.1	Bo2g104870, Bo5g055900, Bo9g078550
OG0005021	Sp2g17910.1	Bo2g148010
OG0005022	Sp6g13500.1	Bo3g023770
OG0005023	Sp3g08870.1	Bo5g137280, Bo3g062760
OG0005024	Sp3g19480.1	Bo3g078600, Bo1g107040
OG0005024	Sp3g19490.1	Bo3g078610
OG0005025	Sp3g10920.1	Bo5g133170, Bo1g138970, Bo3g065120
OG0005026	Sp6g23760.1	Bo2g023100, Bo3g015300, Bo9g151540
OG0005027	Sp6g22440.1	Bo3g017170
OG0005028	Sp7g28760.1	Bo1g011810, Bo3g175340, Bo7g114830
OG0005029	Sp3g23160.1	Bo7g030550
OG0005030	Sp6g20900.1	Bo2g026930
OG0005031	Sp5g19240.1	Bo2g097510, Bo4g114070, Bo6g099140
OG0005032	Sp3g05960.1	Bo3g060960, Bo5g141940, Bo1g147610
OG0005033	Sp2g25020.1	Bo2g161650, Bo3g109300
OG0005034	Sp5g10700.1	Bo8g081480, Bo1g059100, Bo02299s010, Bo7g100980
OG0005035	Sp4g19230.1	Bo4g031020, Bo03358s010, Bo4g186490, Bo3g031430
OG0005036	Sp3g18690.1	Bo1g108750, Bo5g107420
OG0005037	Sp3g20840.1	Bo7g040890, Bo1g102290, Bo6g041210, Bo9g129570
OG0005039	Sp2g03300.1	Bo1g095770
OG0005039	Sp1g09800.1	Bo5g013490, Bo8g059820
OG0005040	Sp3g05620.1	Bo3g060720
OG0005041	Sp6g07450.1	Bo9g088110, Bo2g110600
OG0005042	Sp4g23680.1	Bo4g013260, Bo4g190880
OG0005043	Sp7g12320.1	Bo3g149140
OG0005043	Sp3g21110.1	Bo1g101900
OG0005044	Sp1g05800.1	Bo8g114300, Bo8g007360
OG0005045	Sp4g15690.1	Bo3g027260, Bo4g181860
OG0005046	Sp5g06690.1	Bo8g090210
OG0005046	Sp1g07770.1	Bo8g058220
OG0005047	Sp6g20650.1	Bo9g135800, Bo3g018430, Bo2g028260
OG0005048	Sp5g05000.1	Bo8g092020, Bo4g111030, Bo6g073030
OG0005049	Sp7g13330.1	Bo6g054730, Bo8g039500, Bo8g039550, Bo6g054740
OG0005050	Sp2g11700.1	Bo7g077040, Bo2g131700, Bo9g066820
OG0005051	Sp6g26450.1	Bo3g012780, Bo9g159830, Bo2g013970, Bo03161s010
OG0005052	Sp2g16870.1	Bo9g008370, Bo7g085930
OG0005053	Sp6g15550.1	Bo9g111240, Bo2g045820, Bo3g022670
OG0005054	Sp1g02750.1	Bo8g002660, Bo8g002650
OG0005055	Sp7g30860.1	Bo1g008440, Bo7g116000
OG0005056	Sp6g22870.1	Bo2g023870, Bo3g016870, Bo9g148540
OG0005057	Sp1g39470.1	Bo6g039410, Bo6g030960, Bo3g182570
OG0005058	Sp4g27520.1	Bo4g024690, Bo4g195590
OG0005059	Sp6g31170.1	Bo9g173920, Bo9g173910
OG0005059	Sp6g33740.1	Bo2g009440
OG0005060	Sp3g07050.1	Bo3g062520, Bo5g139880, Bo00998s030
OG0005061	Sp2g29940.1	Bo9g021700
OG0005062	Sp6g34380.1	Bo9g174380, Bo3g004970, Bo2g009130
OG0005063	Sp5g29770.1	Bo6g118860, Bo6g086910, Bo2g082270
OG0005064	Sp1g29580.1	Bo9g120530, Bo6g044200, Bo8g027010
OG0005065	Sp2g16220.1	Bo9g008140, Bo2g140380, Bo7g084190
OG0005066	Sp2g13150.1	Bo2g134500, Bo9g070290, Bo7g078680
OG0005067	Sp2g30790.1	Bo9g009920
OG0005068	Sp2g25650.1	Bo3g107600, Bo2g164160, Bo9g014980
OG0005069	Sp2g17530.1	Bo9g008700, Bo7g087050, Bo1g090540, Bo2g146540
OG0005070	Sp3g21080.1	Bo3g081790, Bo7g040530
OG0005071	Sp2g30050.1	Bo2g167710, Bo9g021770, Bo7g064700
OG0005072	Sp7g36120.1	Bo1g002840, Bo3g152610, Bo7g119000
OG0005073	Sp5g34680.1	Bo6g124010
OG0005077	Sp3g25880.1	Bo01267s010
OG0005079	Sp6g08000.1	Bo3g044300
OG0005081	Sp5g03530.1	Bo8g094470, Bo8g094450, Bo8g094430
OG0005082	Sp6g06650.1	Bo9g090800, Bo3g044970
