Orthogroup	Thellungiella_parvula	Capsella_rubella
OG0007958	Sp6g07900.1	Carub.0006s2819.1.p
OG0007959	Sp7g11930.1	Carub.0007s2831.1.p
OG0007960	Sp5g15750.1, SpUn0096_0020.1	Carub.0005s1163.1.p
OG0007961	Sp6g29140.1	Carub.0006s1306.1.p
OG0007962	Sp6g00230.1	Carub.0006s3705.1.p
OG0007963	Sp7g19280.1	Carub.0007s2023.1.p
OG0007964	Sp1g33070.1	Carub.0001s3479.1.p
OG0007965	Sp2g23920.1	Carub.0006s2100.1.p
OG0007966	Sp2g28640.1	Carub.0008s2640.1.p
OG0007967	Sp2g27760.1	Carub.0008s2550.1.p
OG0007968	Sp6g31060.1	Carub.0006s1109.1.p
OG0007969	Sp2g10760.1	Carub.0008s0212.1.p
OG0007970	Sp4g20040.1	Carub.0004s1961.1.p
OG0007971	Sp7g17210.1	Carub.0007s2444.1.p
OG0007972	Sp4g20530.1	Carub.0004s2020.1.p
OG0007973	Sp5g31100.1	Carub.0002s2287.1.p
OG0007974	Sp5g05690.1	Carub.0005s2364.1.p
OG0007975	Sp5g23130.1	Carub.0002s1461.1.p
OG0007976	Sp5g02610.1	Carub.0005s2736.1.p
OG0007977	Sp6g11980.1	Carub.0008s1012.1.p
OG0007978	Sp2g29560.1	Carub.0008s2738.1.p
OG0007979	Sp5g32770.1, Sp5g32780.1	Carub.0002s2451.1.p
OG0007980	Sp5g32210.1	Carub.0002s2397.1.p
OG0007981	Sp4g19400.1	Carub.0004s1896.1.p
OG0007982	Sp5g22510.1	Carub.0002s1384.1.p
OG0007983	Sp6g13430.1	Carub.0008s1127.1.p
OG0007984	Sp5g13170.1	Carub.0005s1505.1.p
OG0007985	Sp7g28640.1	Carub.0007s0979.1.p
OG0007987	Sp6g38800.1	Carub.0006s0289.1.p
OG0007988	Sp2g27170.1	Carub.0008s2488.1.p
OG0007989	Sp2g07540.1	Carub.0008s0608.1.p
OG0007990	Sp5g22840.1	Carub.0002s1429.1.p
OG0007991	Sp7g27470.1	Carub.0007s1084.1.p
OG0007992	Sp3g29250.1	Carub.0003s2983.1.p
OG0007993	Sp2g21520.1	Carub.0006s2405.1.p
OG0007994	Sp2g16700.1	Carub.0005s0596.1.p
OG0007995	Sp4g17820.1	Carub.0004s1730.1.p
OG0007996	Sp6g28730.1	Carub.0006s1352.1.p
OG0007997	Sp2g12040.1	Carub.0008s0050.1.p
OG0007998	Sp3g12400.1	Carub.0003s1375.1.p
OG0007999	Sp2g11460.1	Carub.0008s0128.1.p
OG0008000	Sp7g22010.1	Carub.0007s1705.1.p
OG0008001	Sp5g35900.1	Carub.0002s2763.1.p
OG0008002	Sp6g00390.1	Carub.0006s3692.1.p
OG0008003	Sp6g30600.1	Carub.0006s1158.1.p
OG0008004	Sp1g34635.1, Sp1g34630.1	Carub.0001s3636.1.p
OG0008005	Sp7g18630.1	Carub.0007s2090.1.p
OG0008006	Sp6g15460.1	Carub.0008s1349.1.p
OG0008007	Sp7g21900.1	Carub.0007s1715.1.p
OG0008008	Sp6g31690.1	Carub.0006s1044.1.p
OG0008010	Sp1g26900.1	Carub.0001s2945.1.p
OG0008011	Sp7g30380.1	Carub.0007s0794.1.p
OG0008012	Sp7g13410.1	Carub.0007s2676.1.p
OG0008013	Sp6g31810.1	Carub.0006s1032.1.p
OG0008014	Sp4g25980.1	Carub.0004s2644.1.p
OG0008015	Sp7g30420.1	Carub.0007s0789.1.p
OG0008016	Sp2g02640.1	Carub.0002s0314.1.p
OG0008018	SpUn0061_0030.1, Sp4g22880.1	Carub.0004s2277.1.p
OG0008019	Sp4g20310.1	Carub.0004s1996.1.p
OG0008020	Sp6g10610.1, Sp6g21160.1	Carub.0006s2649.1.p
OG0008021	Sp5g33560.1	Carub.0002s2535.1.p
OG0008023	Sp1g20530.1	Carub.0001s2261.1.p
OG0008024	Sp2g25630.1	Carub.0008s2312.1.p
OG0008025	Sp5g03870.1	Carub.0005s2588.1.p
OG0008026	Sp5g08280.1	Carub.0005s2070.1.p
OG0008027	Sp3g09300.1	Carub.0003s1024.1.p
OG0008028	Sp1g17660.1	Carub.0001s1938.1.p
OG0008029	Sp1g33620.1	Carub.0001s3528.1.p
OG0008030	Sp5g12040.1	Carub.0005s1642.1.p
OG0008031	Sp7g21740.1	Carub.0007s1734.1.p
OG0008032	Sp2g12820.1	Carub.0005s0035.1.p
OG0008033	SpUn0039_0020.1, Sp6g12560.1, SpUn0015_0080.1	Carub.0008s1052.1.p
OG0008034	Sp6g13360.1	Carub.0008s1119.1.p
OG0008035	Sp4g21840.1	Carub.0004s2162.1.p
OG0008036	Sp2g11130.1	Carub.0008s0163.1.p
OG0008037	Sp1g35340.1	Carub.0001s3752.1.p
OG0008038	Sp3g06870.1	Carub.0003s0754.1.p
OG0008039	Sp7g37050.1	Carub.0007s0061.1.p
OG0008040	Sp2g28100.1	Carub.0008s2586.1.p
OG0008041	Sp6g07700.1	Carub.0006s2828.1.p
OG0008043	Sp3g22360.1	Carub.0003s2496.1.p
OG0008044	Sp5g08870.1	Carub.0005s2004.1.p
OG0008045	Sp7g24690.1	Carub.0007s1411.1.p
OG0008047	Sp3g20380.1	Carub.0003s2276.1.p
OG0008048	Sp7g19370.1	Carub.0007s2014.1.p
OG0008049	Sp4g18230.1	Carub.0004s1772.1.p
OG0008050	Sp5g23920.1	Carub.0002s1539.1.p
OG0008051	Sp2g03410.1	Carub.0002s0408.1.p
OG0008052	Sp6g20040.1	Carub.0008s1896.1.p
OG0008053	Sp5g30300.1	Carub.0005s1421.1.p, Carub.0005s1422.1.p
OG0008054	Sp6g07440.1	Carub.0013s0003.1.p
OG0008055	Sp2g18730.1	Carub.0008s0795.1.p
OG0008056	Sp6g21380.1	Carub.0008s2035.1.p
OG0008057	Sp6g27830.1	Carub.0006s1455.1.p
OG0008058	Sp3g07650.1	Carub.0003s0839.1.p
OG0008059	Sp1g28730.1	Carub.0001s3147.1.p
OG0008060	Sp2g13460.1	Carub.0005s0107.1.p
OG0008061	SpUn0027_0060.1, Sp3g22580.1	Carub.0003s2525.1.p
OG0008062	Sp5g07350.1	Carub.0005s2170.1.p
OG0008063	Sp2g22440.1	Carub.0006s2292.1.p
OG0008064	Sp4g09150.1	Carub.0004s0696.1.p
OG0008065	Sp5g15140.1	Carub.0005s1282.1.p
OG0008066	Sp3g19420.1	Carub.0003s2141.1.p
OG0008067	Sp6g23050.1	Carub.0006s1977.1.p
OG0008068	Sp7g17080.1	Carub.0007s2430.1.p
OG0008069	Sp7g22890.1	Carub.0007s1615.1.p
OG0008070	Sp2g23390.1	Carub.0006s2161.1.p
OG0008072	Sp7g00820.1	Carub.0007s3441.1.p
OG0008073	Sp4g25240.1	Carub.0004s2559.1.p
OG0008074	Sp7g04480.1	Carub.0007s3279.1.p
OG0008075	Sp5g08850.1	Carub.0005s2006.1.p
OG0008076	Sp7g02090.1	Carub.0007s3571.1.p
OG0008077	Sp7g32450.1	Carub.0007s0562.1.p
OG0008078	Sp6g33410.1	Carub.0006s0845.1.p
OG0008079	Sp3g12500.1	Carub.0003s1391.1.p
OG0008080	Sp7g34060.1	Carub.0007s0391.1.p
OG0008081	Sp4g24830.1	Carub.0004s2513.1.p
OG0008082	Sp6g02160.1	Carub.0006s3490.1.p
OG0008083	Sp2g23370.1	Carub.0006s2163.1.p
OG0008084	Sp2g29060.1	Carub.0008s2688.1.p
OG0008085	Sp1g11720.1	Carub.0001s1293.1.p
OG0008086	Sp1g06700.1	Carub.0001s0741.1.p
OG0008087	Sp7g22610.1	Carub.0007s1644.1.p
OG0008088	Sp7g09050.1	Carub.0007s3008.1.p
OG0008089	Sp3g30610.1	Carub.0003s3121.1.p
OG0008090	Sp6g25300.1	Carub.0006s1740.1.p
OG0008091	Sp5g22590.1	Carub.0002s1391.1.p
OG0008092	Sp6g38440.1	Carub.0006s0325.1.p
OG0008093	Sp5g25980.1	Carub.0002s1754.1.p
OG0008094	Sp5g32810.1	Carub.0004s2888.1.p
OG0008095	Sp7g03680.1	Carub.0002s0377.1.p
OG0008096	Sp7g35140.1	Carub.0007s0284.1.p
OG0008097	Sp7g28810.1	Carub.0007s0961.1.p
OG0008098	Sp4g16660.1	Carub.0004s1606.1.p
OG0008099	Sp7g37100.1	Carub.0007s0056.1.p
OG0008100	Sp1g19570.1	Carub.0001s2163.1.p
OG0008101	Sp5g33520.1	Carub.0002s2532.1.p
OG0008102	Sp1g24380.1	Carub.0001s2663.1.p
OG0008103	Sp3g06420.1	Carub.0003s0705.1.p
OG0008104	Sp4g26940.1	Carub.0004s2742.1.p
OG0008105	Sp1g30130.1	Carub.0001s3289.1.p, Carub.0001s3295.1.p
OG0008106	Sp2g20750.1	Carub.0006s2500.1.p
OG0008107	Sp4g19100.1	Carub.0004s1869.1.p
OG0008108	Sp1g01910.1	Carub.0001s0204.1.p, Carub.0033s0003.1.p
OG0008109	Sp7g11450.1	Carub.0007s2878.1.p
OG0008110	Sp3g20630.1	Carub.0003s2307.1.p
OG0008111	Sp3g13530.1	Carub.0003s1499.1.p
OG0008113	Sp3g17700.1	Carub.0003s1955.1.p
OG0008114	Sp5g31420.1	Carub.0002s2317.1.p
OG0008115	Sp3g13100.1	Carub.0003s1455.1.p
OG0008116	Sp1g12910.1	Carub.0001s1432.1.p
OG0008117	Sp7g17750.1	Carub.0007s2213.1.p
OG0008118	Sp6g26960.1	Carub.0006s1546.1.p
OG0008119	Sp6g33270.1	Carub.0006s0859.1.p
OG0008120	Sp1g17520.1	Carub.0001s1923.1.p
OG0008121	Sp4g03100.1	Carub.0004s0333.1.p
OG0008122	Sp6g38660.1	Carub.0006s0304.1.p
OG0008123	Sp5g26250.1	Carub.0002s1789.1.p
OG0008124	Sp7g28460.1	Carub.0007s0998.1.p
OG0008125	Sp5g10550.1	Carub.0005s1807.1.p
OG0008126	Sp6g01550.1	Carub.0006s3555.1.p
OG0008127	Sp2g23640.1	Carub.0006s2133.1.p
OG0008128	Sp1g32600.1	Carub.0001s3468.1.p
OG0008129	Sp3g02420.1	Carub.0003s0256.1.p
OG0008130	Sp4g05350.1	Carub.0004s0551.1.p, Carub.0005s0152.1.p
OG0008131	Sp1g16260.1	Carub.0001s1791.1.p
OG0008132	Sp5g35690.1	Carub.0002s2741.1.p
OG0008133	Sp5g22740.1	Carub.0002s1416.1.p
OG0008134	Sp1g38590.1	Carub.0001s4088.1.p
OG0008135	Sp5g04800.1	Carub.0005s2476.1.p
OG0008136	Sp1g07990.1	Carub.0001s0872.1.p
OG0008137	Sp3g10490.1	Carub.0003s1163.1.p
OG0008138	Sp6g06390.1	Carub.0006s2983.1.p
OG0008139	Sp4g28910.1	Carub.0004s2961.1.p
OG0008140	Sp7g36170.1	Carub.0007s0160.1.p
OG0008141	Sp7g29660.1	Carub.0007s0870.1.p
OG0008143	Sp6g15330.1	Carub.0008s1335.1.p, Carub.0001s0969.1.p
OG0008144	Sp1g07870.1	Carub.0001s0860.1.p
OG0008145	Sp1g11500.1	Carub.0001s1270.1.p
OG0008146	Sp1g36210.1	Carub.0001s3853.1.p
OG0008147	Sp6g24690.1	Carub.0006s1804.1.p
OG0008148	Sp3g16080.1	Carub.0003s1768.1.p
OG0008149	Sp3g28570.1	Carub.0003s2912.1.p
OG0008150	Sp4g27350.1	Carub.0007s2343.1.p
OG0008151	Sp5g00630.1	Carub.0005s2953.1.p
OG0008152	Sp1g41410.1	Carub.0001s4440.1.p
OG0008153	Sp2g27260.1	Carub.0008s2499.1.p
OG0008154	Sp7g29220.1	Carub.0007s0920.1.p
OG0008155	Sp7g11880.1	Carub.0007s2835.1.p
OG0008156	Sp2g19420.1	Carub.0008s0887.1.p
OG0008157	Sp5g26340.1	Carub.0002s1806.1.p
OG0008158	Sp6g02640.1, Sp2g04470.1	Carub.0002s0504.1.p
OG0008159	Sp1g04330.1	Carub.0001s0478.1.p
OG0008160	Sp7g34870.1	Carub.0007s0308.1.p
OG0008161	Sp3g10890.1	Carub.0003s1209.1.p
OG0008162	Sp4g22830.1	Carub.0004s2274.1.p
OG0008163	Sp1g22850.1	Carub.0001s2515.1.p
OG0008164	Sp5g04160.1	Carub.0005s2548.1.p
OG0008165	Sp2g21840.1	Carub.0006s2356.1.p
OG0008166	Sp4g25200.1	Carub.0004s2555.1.p
OG0008167	Sp3g24870.1	Carub.0007s3026.1.p, Carub.0007s2907.1.p, Carub.0007s2906.1.p
OG0008168	Sp4g21980.1	Carub.0004s2177.1.p
OG0008169	Sp7g24290.1	Carub.0007s1458.1.p
OG0008170	Sp6g11480.1	Carub.0008s0979.1.p
OG0008171	Sp3g16890.1	Carub.0003s1862.1.p
OG0008172	Sp4g15430.1	Carub.0004s1455.1.p
OG0008173	Sp3g17170.1	Carub.0003s1894.1.p
OG0008174	Sp1g17420.1	Carub.0001s1912.1.p
OG0008175	Sp1g35120.1	Carub.0001s3725.1.p
OG0008176	Sp7g13870.1	Carub.0007s2624.1.p
OG0008177	Sp6g39710.1, SpUn0003_0090.1	Carub.0006s0169.1.p
OG0008178	Sp5g01930.1	Carub.0005s2816.1.p
OG0008179	Sp4g21320.1	Carub.0004s2098.1.p
OG0008180	Sp5g09800.1	Carub.0005s1889.1.p
OG0008181	Sp7g17260.1	Carub.0007s2452.1.p
OG0008182	Sp7g32810.1	Carub.0007s0527.1.p
OG0008184	Sp3g13660.1	Carub.0003s1513.1.p
OG0008185	Sp1g07760.1, Sp1g09450.1	Carub.0001s0848.1.p
OG0008186	Sp5g29350.1	Carub.0002s2092.1.p
OG0008187	Sp5g09010.1	Carub.0005s1987.1.p
OG0008188	Sp7g30800.1	Carub.0007s0744.1.p
OG0008189	Sp3g02170.1	Carub.0003s0228.1.p
OG0008190	Sp5g07810.1	Carub.0005s2124.1.p
OG0008191	Sp6g01640.1, Sp3g31270.1, SpUn0082_0020.1	Carub.0006s3543.1.p
OG0008192	Sp6g32100.1	Carub.0006s0996.1.p
OG0008193	Sp2g10880.1	Carub.0008s0191.1.p
OG0008194	Sp5g08020.1	Carub.0005s2098.1.p
OG0008195	Sp5g30840.1	Carub.0002s2257.1.p
OG0008196	Sp4g12390.1	Carub.0004s1077.1.p
OG0008198	Sp7g22310.1	Carub.0007s1675.1.p
OG0008199	Sp6g35380.1	Carub.0006s0647.1.p
OG0008200	Sp2g16090.1	Carub.0005s0515.1.p
OG0008201	Sp7g34480.1	Carub.0007s0350.1.p
OG0008202	Sp7g25420.1	Carub.0007s1337.1.p
OG0008203	Sp3g17350.1	Carub.0003s1910.1.p
OG0008204	Sp2g27860.1	Carub.0008s2560.1.p
OG0008205	Sp1g23330.1	Carub.0001s2564.1.p
OG0008206	Sp7g30480.1	Carub.0007s0782.1.p
OG0008207	SpUn0424_0010.1	Carub.0001s4024.1.p
OG0008208	Sp2g25600.1	Carub.0008s2310.1.p
OG0008209	Sp2g08320.1, Sp2g08330.1	Carub.0008s0515.1.p, Carub.0008s0514.1.p
OG0008210	Sp1g22400.1	Carub.0001s2470.1.p
OG0008211	Sp7g08050.1	Carub.0008s0677.1.p
OG0008212	Sp1g08670.1	Carub.0001s0944.1.p
OG0008213	Sp3g31960.1	Carub.0003s3270.1.p
OG0008214	Sp4g26080.1	Carub.0004s2655.1.p
OG0008215	Sp7g21100.1	Carub.0007s1826.1.p
OG0008216	Sp3g16130.1	Carub.0003s1773.1.p
OG0008218	Sp7g32140.1	Carub.0007s0598.1.p, Carub.0127s0001.1.p
OG0008219	Sp1g25880.1	Carub.0001s2825.1.p
OG0008220	Sp3g01360.1	Carub.0003s0141.1.p
OG0008221	Sp6g15430.1	Carub.0008s1346.1.p
OG0008222	Sp2g08650.1	Carub.0008s0476.1.p
OG0008223	Sp1g04420.1	Carub.0001s0490.1.p
OG0008224	Sp6g06750.1	Carub.0006s2953.1.p
OG0008225	Sp6g26810.1	Carub.0006s1563.1.p
OG0008227	Sp7g00390.1	Carub.0007s3381.1.p
OG0008228	Sp1g25110.1	Carub.0001s2738.1.p
OG0008229	Sp5g23180.1	Carub.0002s1466.1.p
OG0008230	Sp2g05480.1	Carub.0002s0652.1.p
OG0008231	Sp2g19330.1	Carub.0008s0868.1.p
OG0008232	Sp7g22840.1, Sp7g22835.1, Sp7g22850.1	Carub.0007s1620.1.p
OG0008233	Sp7g01810.1, SpUN0485_0010.1	Carub.0007s3579.1.p
OG0008234	Sp2g18010.1	Carub.0005s0817.1.p
OG0008235	Sp7g34200.1	Carub.0007s0378.1.p
OG0008236	Sp1g11780.1	Carub.0001s1300.1.p
OG0008238	Sp3g02260.1	Carub.0003s0237.1.p
OG0008239	Sp6g30200.1	Carub.0006s1200.1.p
OG0008240	Sp6g26090.1	Carub.0006s1651.1.p
OG0008241	Sp3g33620.1	Carub.0003s3476.1.p
OG0008242	Sp1g16060.1	Carub.0001s1771.1.p
OG0008243	Sp6g19450.1	Carub.0008s1828.1.p
OG0008244	Sp6g18120.1	Carub.0008s1659.1.p
OG0008245	Sp2g20210.1	Carub.0006s2570.1.p
OG0008246	Sp3g03010.1	Carub.0003s0328.1.p
OG0008247	Sp5g04510.1	Carub.0005s2507.1.p
OG0008248	Sp3g11010.1	Carub.0003s1223.1.p
OG0008249	Sp1g12230.1	Carub.0001s1341.1.p
OG0008250	Sp1g29590.1	Carub.0001s3252.1.p
OG0008251	Sp2g15870.1	Carub.0005s0478.1.p
OG0008252	Sp5g15430.1	Carub.0005s1203.1.p, Carub.0003s2829.1.p
OG0008254	Sp6g18350.1	Carub.0008s1703.1.p
OG0008255	Sp6g19700.1	Carub.0008s1857.1.p
OG0008256	Sp6g34600.1	Carub.0006s0724.1.p
OG0008257	Sp2g13510.1	Carub.0005s0114.1.p
OG0008259	Sp6g18270.1	Carub.0008s1696.1.p
OG0008260	Sp1g01480.1	Carub.0001s0147.1.p
OG0008261	Sp2g15330.1	Carub.0005s0403.1.p
OG0008262	Sp4g15310.1	Carub.0004s1438.1.p
OG0008263	Sp4g20850.1	Carub.0004s2050.1.p
OG0008264	Sp2g23180.1	Carub.0006s2186.1.p
OG0008265	Sp2g17850.1	Carub.0005s0797.1.p
OG0008266	Sp3g03520.1	Carub.0003s0383.1.p
OG0008267	Sp3g13630.1	Carub.0003s1510.1.p
OG0008268	Sp5g01180.1	Carub.0005s2893.1.p
OG0008270	Sp6g23660.1	Carub.0006s1916.1.p
OG0008271	Sp4g11250.1	Carub.0004s0938.1.p
OG0008272	Sp6g24440.1	Carub.0006s1831.1.p
OG0008273	Sp4g28590.1	Carub.0004s2926.1.p
OG0008274	Sp5g01200.1	Carub.0005s2891.1.p
OG0008275	Sp3g31290.1	Carub.0003s3198.1.p
OG0008277	Sp7g11330.1	Carub.0007s2891.1.p
OG0008278	Sp3g11700.1	Carub.0003s1296.1.p
OG0008279	Sp2g26340.1	Carub.0008s2397.1.p
OG0008280	Sp5g14250.1	Carub.0005s1380.1.p
OG0008281	Sp4g25460.1	Carub.0004s2582.1.p
OG0008282	Sp2g25970.1	Carub.0008s2354.1.p
OG0008283	SpUn0029_0030.1, SpUn0026_0070.1, Sp2g07000.1, SpUn0022_0010.1	Carub.0008s0641.1.p
OG0008284	Sp5g33720.1	Carub.0002s2548.1.p
OG0008285	Sp4g21330.1	Carub.0004s2099.1.p
OG0008286	Sp5g11210.1	Carub.0005s1740.1.p
OG0008287	Sp3g20670.1	Carub.0003s2314.1.p
OG0008288	Sp5g31770.1	Carub.0002s2350.1.p
OG0008289	Sp5g02730.1	Carub.0005s2722.1.p
OG0008290	Sp4g28450.1	Carub.0004s2913.1.p
OG0008291	Sp1g24260.1	Carub.0001s2651.1.p
OG0008292	Sp1g26280.1	Carub.0001s2865.1.p
OG0008293	Sp1g10300.1	Carub.0001s1133.1.p
OG0008294	Sp3g32630.1	Carub.0003s3350.1.p
OG0008295	Sp1g04940.1	Carub.0001s0548.1.p
OG0008296	Sp5g23250.1	Carub.0002s1472.1.p
OG0008297	Sp6g30160.1	Carub.0006s1203.1.p
OG0008298	Sp5g00620.1	Carub.0005s2954.1.p
OG0008299	Sp3g06580.1	Carub.0003s0722.1.p
OG0008300	Sp5g29020.1	Carub.0002s2058.1.p
OG0008301	Sp7g32000.1	Carub.0005s2404.1.p
OG0008302	Sp6g19290.1	Carub.0008s1810.1.p
OG0008303	Sp7g17970.1	Carub.0007s2187.1.p
OG0008305	Sp3g20740.1, Sp3g20730.1	Carub.0003s2323.1.p
OG0008306	Sp5g05510.1	Carub.0005s2388.1.p
OG0008307	Sp2g29960.1	Carub.0008s2776.1.p
OG0008308	Sp6g26410.1	Carub.0006s1607.1.p
OG0008309	Sp5g26690.1	Carub.0002s1841.1.p
OG0008310	Sp6g33760.1, Sp6g13930.1	Carub.0003s2763.1.p
OG0008311	Sp6g24790.1	Carub.0006s1795.1.p
OG0008312	Sp7g21780.1	Carub.0007s1730.1.p
OG0008313	Sp6g32120.1	Carub.0006s0994.1.p
OG0008314	Sp3g20040.1	Carub.0003s2242.1.p
OG0008316	Sp4g23700.1	Carub.0004s1237.1.p, Carub.0004s2373.1.p
OG0008317	Sp6g21300.1	Carub.0008s2028.1.p
OG0008318	Sp3g19580.1	Carub.0003s2159.1.p
OG0008319	Sp2g11120.1	Carub.0008s0165.1.p
OG0008320	Sp4g18750.1	Carub.0004s1826.1.p
OG0008321	Sp2g04730.1	Carub.0002s0542.1.p
OG0008322	Sp1g25320.1	Carub.0001s2758.1.p
OG0008323	Sp2g04800.1	Carub.0002s0562.1.p
OG0008324	Sp1g21850.1	Carub.0001s2405.1.p
OG0008325	Sp2g18340.1	Carub.0008s0733.1.p
OG0008326	Sp7g34360.1	Carub.0007s0362.1.p
OG0008327	Sp2g10970.1	Carub.0008s0182.1.p
OG0008328	Sp1g36130.1	Carub.0001s3844.1.p
OG0008329	Sp6g26400.1	Carub.0006s1608.1.p
OG0008330	Sp2g16330.1	Carub.0005s0543.1.p
OG0008331	Sp5g25940.1	Carub.0002s1750.1.p
OG0008332	Sp6g18640.1	Carub.0008s1742.1.p
OG0008333	Sp7g36830.1	Carub.0007s0083.1.p
OG0008334	Sp1g04970.1	Carub.0001s0552.1.p
OG0008335	Sp7g01680.1	Carub.0007s3537.1.p
OG0008336	Sp3g10280.1	Carub.0003s1139.1.p
OG0008337	Sp1g10120.1	Carub.0001s1110.1.p
OG0008338	Sp2g17540.1	Carub.0005s0746.1.p
OG0008339	Sp4g27270.1, SpUn0031_0050.1	Carub.0004s2785.1.p
OG0008340	Sp4g27770.1	Carub.0004s2838.1.p
OG0008341	Sp1g11400.1	Carub.0001s1257.1.p
OG0008342	Sp6g15240.1	Carub.0008s1327.1.p
OG0008343	Sp6g09330.1	Carub.0006s2708.1.p
OG0008344	Sp2g27360.1	Carub.0008s2509.1.p
OG0008345	Sp4g30080.1	Carub.0004s3087.1.p, Carub.0003s3281.1.p
OG0008346	Sp7g30060.1	Carub.0007s0828.1.p
OG0008347	Sp5g00350.1	Carub.0005s2985.1.p
OG0008348	Sp7g28610.1	Carub.0007s0976.1.p
OG0008349	Sp3g31640.1	Carub.0003s3240.1.p
OG0008351	Sp7g12050.1	Carub.0005s1195.1.p
OG0008352	Sp4g05290.1	Carub.0004s0547.1.p
OG0008353	Sp3g16030.1	Carub.0003s1764.1.p
OG0008354	Sp4g29700.1	Carub.0004s3048.1.p
OG0008355	Sp2g27510.1	Carub.0008s2522.1.p
OG0008356	Sp4g00990.1	Carub.0004s0092.1.p
OG0008357	Sp7g17390.1	Carub.0007s2257.1.p
OG0008358	Sp5g13230.1	Carub.0005s1496.1.p
OG0008359	Sp7g32570.1	Carub.0007s0549.1.p
OG0008360	Sp4g12660.1	Carub.0004s1120.1.p
OG0008361	Sp3g15400.1	Carub.0003s1696.1.p
OG0008362	Sp1g18950.1	Carub.0001s2082.1.p
OG0008363	Sp3g32670.1	Carub.0005s0695.1.p
OG0008364	Sp1g26820.1	Carub.0001s2937.1.p
OG0008365	Sp6g40060.1	Carub.0005s1090.1.p
OG0008366	Sp2g04320.1	Carub.0002s0490.1.p
OG0008367	Sp5g26480.1	Carub.0002s1818.1.p
OG0008368	Sp1g30390.1	Carub.0001s3335.1.p
OG0008369	Sp7g30840.1	Carub.0007s0736.1.p
OG0008370	Sp6g19060.1	Carub.0008s1785.1.p
OG0008371	Sp7g31740.1	Carub.0007s0639.1.p
OG0008372	Sp5g27330.1	Carub.0002s1905.1.p
OG0008373	Sp7g29640.1	Carub.0007s0872.1.p
OG0008374	Sp4g23500.1	Carub.0004s2351.1.p
OG0008375	Sp2g21480.1	Carub.0006s2409.1.p
OG0008376	Sp1g03670.1	Carub.0001s0407.1.p
OG0008377	Sp4g27120.1	Carub.0004s2765.1.p
OG0008378	Sp3g07370.1	Carub.0003s0808.1.p
OG0008379	Sp1g12490.1	Carub.0001s1383.1.p
OG0008380	Sp4g00610.1	Carub.0004s0049.1.p
OG0008381	Sp7g05490.1	Carub.0007s3228.1.p
OG0008382	Sp7g19720.1	Carub.0007s1983.1.p
OG0008383	Sp1g19810.1	Carub.0001s2186.1.p
OG0008384	Sp4g01300.1	Carub.0004s0139.1.p
OG0008385	Sp7g28220.1	Carub.0007s1025.1.p
OG0008386	Sp6g00740.1	Carub.0006s3646.1.p
OG0008387	Sp4g27460.1	Carub.0004s2804.1.p
OG0008388	Sp6g17090.1	Carub.0008s1546.1.p
OG0008389	Sp7g14910.1	Carub.0007s2514.1.p
OG0008390	Sp2g15140.1	Carub.0005s0373.1.p
OG0008391	Sp1g16580.1	Carub.0001s1824.1.p
OG0008392	Sp3g33790.1	Carub.0003s3505.1.p
OG0008393	Sp7g27060.1	Carub.0007s1145.1.p
OG0008394	Sp2g21860.1	Carub.0006s2354.1.p
OG0008395	Sp7g08470.1	Carub.0008s0708.1.p
OG0008396	Sp1g02620.1	Carub.0001s0286.1.p
OG0008397	Sp3g17090.1	Carub.0003s1880.1.p
OG0008398	Sp5g12820.1	Carub.0005s1548.1.p
OG0008399	Sp6g29770.1	Carub.0006s1246.1.p
OG0008400	Sp5g11560.1	Carub.0005s1699.1.p
OG0008401	Sp1g41630.1	Carub.0001s4461.1.p
OG0008402	Sp6g21840.1	Carub.0005s1878.1.p, Carub.0008s2096.1.p
OG0008403	Sp6g40430.1	Carub.0006s0086.1.p
OG0008404	Sp3g20070.1	Carub.0003s2245.1.p
OG0008405	Sp6g25900.1	Carub.0006s1668.1.p
OG0008406	Sp2g26510.1	Carub.0008s2413.1.p
OG0008408	Sp6g25380.1	Carub.0006s1732.1.p
OG0008409	Sp5g05880.1	Carub.0005s2343.1.p
OG0008410	Sp4g29490.1	Carub.0004s3029.1.p
OG0008411	Sp3g12370.1	Carub.0003s1372.1.p
OG0008412	Sp3g13840.1	Carub.0003s1530.1.p
OG0008413	Sp6g19850.1	Carub.0008s1873.1.p
OG0008414	Sp6g24570.1	Carub.0006s1818.1.p
OG0008415	Sp5g13880.1	Carub.0005s1426.1.p
OG0008416	Sp6g00300.1	Carub.0007s0950.1.p
OG0008417	Sp2g10280.1	Carub.0008s0280.1.p
OG0008418	Sp1g02510.1	Carub.0001s0272.1.p
OG0008419	Sp6g25340.1	Carub.0006s1736.1.p
OG0008420	Sp6g19780.1	Carub.0008s1865.1.p
OG0008421	Sp5g26450.1	Carub.0002s1813.1.p
OG0008423	Sp3g16800.1	Carub.0003s1855.1.p
OG0008424	Sp1g20100.1	Carub.0001s2212.1.p
OG0008425	Sp7g02770.1	Carub.0007s3671.1.p
OG0008426	Sp3g06060.1	Carub.0003s0664.1.p
OG0008427	Sp1g27450.1	Carub.0001s3007.1.p
OG0008428	Sp3g07800.1	Carub.0003s0853.1.p
OG0008429	Sp1g23340.1	Carub.0001s2565.1.p
OG0008430	Sp6g33560.1	Carub.0006s0827.1.p
OG0008431	Sp2g12550.1	Carub.0005s0007.1.p
