Orthogroup	Thellungiella_parvula	Arabidopsis_halleri
OG0006455	Sp6g16400.1	g09402
OG0006456	Sp6g28800.1	g00242
OG0006457	Sp6g40190.1	g19473
OG0006458	Sp6g38180.1	g11959, g15720
OG0006459	Sp3g14170.1, Sp3g14190.1	g06638
OG0006460	Sp3g12570.1	g06817
OG0006461	Sp4g11570.1	g07041
OG0006462	Sp6g34680.1	g23812
OG0006463	Sp6g36160.1	g15602
OG0006464	Sp6g14830.1	g08234
OG0006465	Sp2g14720.1, Sp2g14710.1	g31827
OG0006466	Sp6g13960.1, Sp6g13950.1	g08357
OG0006467	Sp3g09910.1	g05870
OG0006468	Sp7g25990.1	g04449
OG0006469	Sp4g22820.1	g12635
OG0006470	Sp5g32870.1	g01328
OG0006471	Sp2g22330.1	g14132
OG0006472	Sp2g00770.1	g22966
OG0006473	Sp2g18000.1	g24182
OG0006474	Sp3g09240.1	g05953
OG0006475	Sp5g12300.1	g22277
OG0006477	Sp6g22690.1	g27121
OG0006478	Sp6g27360.1	g00093
OG0006479	Sp3g20400.1	g22743
OG0006480	Sp5g24340.1, Sp5g24330.1	g25230
OG0006481	Sp4g26980.1	g28027
OG0006482	Sp2g11620.1	g07747
OG0006484	Sp7g30630.1	g00680
OG0006485	Sp6g36640.1	g15546
OG0006486	Sp1g30430.1	g29449
OG0006487	Sp4g13050.1	g30015
OG0006488	Sp6g16340.1	g09410
OG0006489	Sp2g12320.1	g07857
OG0006490	Sp7g35280.1	g02955
OG0006491	Sp2g23890.1	g27734
OG0006492	Sp7g32180.1	g00494
OG0006493	Sp7g25020.1	g04560
OG0006494	Sp2g23870.1	g27736
OG0006495	Sp4g00310.1	g23921
OG0006496	Sp7g13420.1	g20174
OG0006497	Sp2g18390.1	g28136
OG0006498	Sp4g27720.1	g09774
OG0006499	Sp1g41690.1	g28613
OG0006500	Sp5g27310.1	g03978
OG0006501	Sp1g24460.1	g12979
OG0006502	Sp7g34840.1	g03000
OG0006503	Sp3g12240.1	g06854
OG0006504	Sp4g18550.1	g03533
OG0006505	Sp1g13700.1	g10044
OG0006506	Sp4g12790.1	g24240
OG0006507	Sp7g11980.1	g21393
OG0006508	Sp4g23100.1	g12664
OG0006509	Sp4g02090.1	g20990
OG0006510	Sp7g21700.1	g10453
OG0006511	Sp6g28880.1	g00254
OG0006512	Sp5g25870.1	g03811
OG0006513	Sp6g00750.1	g19777
OG0006514	Sp5g00380.1	g05269
OG0006515	Sp3g10090.1	g05851
OG0006516	Sp7g16740.1	g31671
OG0006517	Sp3g20420.1	g22745
OG0006518	Sp1g05070.1	g02272
OG0006519	Sp1g25650.1	g26345
OG0006520	Sp6g19820.1	g16911
OG0006521	Sp1g05580.1	g02326
OG0006523	Sp2g28730.1	g07401
OG0006524	Sp4g29930.1	g09518
OG0006525	Sp6g25220.1	g13158
OG0006526	Sp1g40920.1	g27940
OG0006527	Sp2g06670.1	g24797, g31641
OG0006528	Sp3g02690.1	g15571, g26792
OG0006529	Sp2g19130.1	g29567
OG0006530	Sp7g19930.1	g21771
OG0006531	Sp4g27300.1, SpUn0031_0020.1	g09821
OG0006532	Sp1g29490.1	g31045
OG0006533	Sp6g00070.1	g28740
OG0006534	Sp4g15380.1	g03197
OG0006535	Sp6g31550.1	g10677
OG0006536	Sp1g16840.1	g13956
OG0006537	Sp3g31470.1	g24969
OG0006538	Sp4g12480.1	g06913, g30660
OG0006539	Sp4g11840.1	g07012
OG0006540	Sp6g18520.1	g24097
OG0006541	Sp7g34970.1	g02986
OG0006542	Sp7g06110.1	g16307
OG0006543	Sp5g08040.1	g11456
OG0006544	Sp6g28950.1	g00263
OG0006545	Sp5g35370.1	g01610
OG0006546	Sp5g21720.1	g29439
OG0006547	Sp4g03890.1, Sp4g21380.1	g12458
OG0006548	Sp2g29180.1	g07337
OG0006549	Sp7g31290.1	g00592
OG0006550	Sp7g36130.1	g02861
OG0006551	SpUn0356_0020.1, SpUn0419_0010.1	g26758
OG0006552	Sp3g12450.1	g06830
OG0006553	Sp1g06720.1	g18291
OG0006554	Sp2g28260.1	g07449
OG0006555	Sp1g35330.1	g17433
OG0006556	Sp6g23360.1	g12001
OG0006557	Sp5g07210.1	g11552
OG0006558	Sp3g15370.1	g16204
OG0006559	Sp5g30640.1	g01093
OG0006560	Sp4g11680.1	g07026
OG0006561	Sp7g08830.1, Sp5g10560.1	g14857
OG0006562	Sp4g27700.1	g09776
OG0006563	Sp7g16650.1	g17115, g17116
OG0006564	Sp7g04300.1	g20614
OG0006565	Sp7g28680.1	g00920
OG0006566	Sp3g16300.1	g21562
OG0006567	Sp6g27700.1	g06684
OG0006568	Sp2g19810.1, SpUn0021_0040.1	g27712
OG0006570	Sp6g34620.1	g23805
OG0006571	Sp3g30040.1	g23273
OG0006572	Sp7g22200.1	g10402
OG0006573	Sp6g39060.1	g15827
OG0006574	Sp4g28340.1	g09699
OG0006575	Sp2g02680.1	g17754
OG0006576	Sp5g35450.1	g01618
OG0006578	Sp2g13300.1	g14575
OG0006579	Sp1g03720.1	g02119
OG0006580	Sp5g27840.1	g04036
OG0006581	Sp5g26700.1	g03911
OG0006582	Sp5g01700.1	g05433
OG0006583	Sp5g01280.1	g05383
OG0006584	Sp6g30740.1	g10761
OG0006585	Sp2g13580.1	g14617
OG0006586	Sp4g17870.1	g03460
OG0006587	Sp3g11800.1	g05643
OG0006588	Sp2g00830.1	g22959
OG0006589	Sp3g10800.1, Sp3g10810.1	g05764
OG0006590	Sp4g29180.1	g09602
OG0006591	Sp7g22550.1	g10367
OG0006592	Sp7g30750.1	g00659
OG0006593	Sp2g01740.1	g12718
OG0006594	Sp2g21910.1	g14077
OG0006595	Sp6g13580.1	g08399
OG0006596	Sp3g00610.1	g02627
OG0006598	Sp7g21970.1	g10424
OG0006599	Sp5g28190.1	g04074
OG0006600	Sp2g29270.1	g07327
OG0006623	Sp4g15720.1	g03240
OG0006624	Sp1g07400.1	g18226
OG0006625	Sp6g34500.1	g30305, g30308
OG0006626	Sp5g23350.1	g14770, g14772
OG0006627	Sp5g34160.1	g01475
OG0006628	Sp3g15000.1	g06531
OG0006629	Sp7g19790.1, Sp7g19810.1, Sp7g19800.1	g21761
OG0006630	Sp2g00140.1	g27001
OG0006631	Sp5g22580.1	g21073
OG0006632	Sp1g28980.1	g17698, g17682, g17678, g32481
OG0006633	Sp6g33080.1	g10504
OG0006634	Sp4g05420.1	g21498
OG0006635	Sp3g07090.1	g11735
OG0006636	Sp1g39550.1	g15080
OG0006637	Sp6g13520.1	g08416
OG0006638	Sp3g10370.1	g05818
OG0006639	Sp2g17220.1	g28935
OG0006640	Sp6g17700.1	g09242
OG0006641	SpUn0237_0010.1, SpUn0301_0010.1	g18189
OG0006642	Sp7g36150.1	g02856
OG0006643	Sp5g07630.1	g11503
OG0006644	Sp7g04810.1, Sp7g04860.1	g24603, g24547
OG0006645	Sp2g22010.1	g14090, g14087
OG0006647	Sp2g19250.1	g28943
OG0006648	Sp3g17130.1	g21654
OG0006649	Sp7g36050.1	g02875
OG0006650	Sp4g17670.1	g31767, g03440, g32088
OG0006651	Sp6g33610.1	g19149
OG0006652	Sp7g12490.1	g23187
OG0006653	Sp5g00140.1	g30186
OG0006654	Sp4g01650.1	g21707
OG0006655	Sp5g15030.1	g12735, g12732
OG0006656	Sp1g34030.1	g17007
OG0006657	Sp1g04240.1	g02178
OG0006658	Sp3g15090.1	g16240
OG0006659	Sp3g20130.1	g11359, g28184
OG0006660	Sp5g24380.1	g25221
OG0006661	Sp4g07260.1, Sp1g23300.1	g18634
OG0006662	Sp7g01500.1	g31627
OG0006664	Sp7g36940.1	g02762
OG0006665	Sp1g40300.1	g24923
OG0006666	Sp4g28840.1	g09642
OG0006667	Sp6g24970.1	g13123, g00627
OG0006668	Sp7g14960.1	g23094
OG0006669	Sp5g07540.1	g11512
OG0006670	Sp1g19110.1	g13403
OG0006671	Sp4g13140.1	g30004
OG0006672	Sp4g15230.1	g03175
OG0006673	Sp2g18890.1	g29379, g11822
OG0006674	Sp6g28570.1	g00217
OG0006675	Sp3g09250.1	g05952
OG0006676	Sp5g05590.1	g21153
OG0006677	Sp4g27430.1	g09804
OG0006678	Sp6g12780.1	g08478
OG0006679	Sp5g01890.1	g05458
OG0006680	Sp4g15830.1	g03247
OG0006681	Sp2g23250.1	g18989, g25268
OG0006682	Sp1g39540.1	g15081
OG0006684	Sp7g12360.1	g23168
OG0006685	Sp7g17870.1	g15410
OG0006686	Sp7g20840.1	g14390
OG0006687	Sp5g08070.1	g11453
OG0006688	Sp7g17000.1	g17151
OG0006689	Sp5g26970.1	g03942
OG0006690	Sp5g04220.1	g16524
OG0006691	Sp7g18610.1	g05170
OG0006692	Sp3g06880.1	g11770
OG0006693	Sp4g22560.1	g12604
OG0006694	Sp5g06020.1	g21224
OG0006695	Sp1g16470.1	g14001
OG0006696	Sp7g31140.1	g00607
OG0006697	Sp6g01540.1	g09199
OG0006698	Sp1g08070.1	g18150
OG0006699	Sp3g07430.1	g11695
OG0006700	Sp3g20530.1	g22763
OG0006701	Sp4g12270.1	g06952
OG0006702	Sp2g04400.1	g25403
OG0006703	Sp6g25150.1	g13144
OG0006704	Sp6g30230.1	g19320
OG0006705	Sp1g28170.1	g17614
OG0006706	Sp1g33180.1	g23527
OG0006707	Sp3g12730.1	g06800
OG0006708	Sp5g34990.1	g01565
OG0006709	Sp6g40690.1	g28630
OG0006710	Sp3g30900.1	g22182
OG0006711	Sp1g41050.1	g27952
OG0006712	Sp4g08080.1	g26178
OG0006713	Sp1g04790.1	g02243
OG0006714	Sp7g11500.1	g21343
OG0006715	Sp4g02210.1	g21000, g21004
OG0006716	Sp1g32690.1, Sp2g06740.1, Sp5g18470.1	g05084, g26215, g02075, g17934, g09207, g06591, g20914, g15460
OG0006717	Sp7g32650.1	g00438, g00437
OG0006718	Sp3g09650.1	g05896
OG0006719	Sp3g04330.1	g06320
OG0006720	Sp2g28380.1	g07437, g28739
OG0006721	Sp7g25550.1	g04500
OG0006722	Sp6g00910.1	g19732
OG0006723	Sp6g29070.1	g00281
OG0006724	Sp4g13480.1	g25752
OG0006725	Sp6g37290.1	g26011
OG0006726	Sp7g27490.1	g04262
OG0006727	Sp2g12410.1	g31462
OG0006728	Sp1g17740.1	g13850
OG0006729	Sp1g03010.1	g02049
OG0006730	Sp1g22140.1	g29797, g08072
OG0006731	Sp6g00820.1	g19721
OG0006732	Sp4g18130.1	g03488
OG0006733	Sp3g08990.1	g15690
OG0006734	Sp1g26830.1	g18857
OG0006735	Sp7g11810.1	g21371
OG0006736	Sp4g19510.1	g03642
OG0006737	Sp6g03320.1	g09012
OG0006739	Sp6g29840.1, SpUn0049_0040.1	g19278
OG0006740	Sp6g25640.1	g13215
OG0006741	Sp1g21020.1	g13641
OG0006742	Sp3g00960.1	g02592
OG0006743	Sp2g00070.1	g27007
OG0006744	Sp1g26580.1	g18800, g18802
OG0006745	Sp4g23140.1	g12671
OG0006746	Sp4g15100.1	g03166
OG0006747	Sp5g13650.1	g16691
OG0006748	Sp1g28450.1	g16005
OG0006749	Sp4g26510.1	g18124
OG0006750	Sp7g28750.1	g32208, g00908
OG0006751	Sp3g32380.1	g22673
OG0006752	Sp6g20220.1	g16959
OG0006753	Sp6g20810.1	g11050
OG0006754	Sp4g09160.1	g28717
OG0006755	Sp7g34760.1	g03009
OG0006756	Sp7g31920.1	g22206
OG0006757	Sp2g17930.1	g24168, g30972, g24167
OG0006758	Sp6g01290.1	g19769
OG0006759	Sp5g00160.1	g30188
OG0006760	Sp1g01900.1	g01905
OG0006761	Sp7g21020.1	g14378, g31307
OG0006762	Sp4g27930.1	g09750
OG0006763	Sp5g03740.1	g22861
OG0006764	Sp6g00450.1	g19812
OG0006765	Sp4g10120.1	g26238
OG0006766	Sp6g29620.1	g19256
OG0006768	Sp2g09640.1	g23664
OG0006769	Sp7g20690.1	g14408
OG0006771	Sp4g27390.1	g09813
OG0006772	Sp3g05900.1	g06499, g06505
OG0006773	Sp4g28400.1	g09693
OG0006774	Sp1g22960.1	g08182, g08169
OG0006775	Sp3g06830.1	g11776
OG0006776	Sp6g31650.1	g10667, g10666
OG0006777	Sp3g00630.1	g02622
OG0006778	Sp5g12890.1	g16777
OG0006779	Sp3g05340.1	g06444
OG0006781	Sp3g08890.1, Sp1g34480.1, SpUn1312_0010.1	g22079
OG0006782	Sp7g18940.1	g05211
OG0006783	Sp4g11350.1	g07071
OG0006784	Sp1g10880.1	g04851
OG0006785	Sp2g15680.1	g20749
OG0006786	Sp2g27870.1	g07492
OG0006787	Sp2g01540.1, Sp2g01530.1	g18722
OG0006788	Sp5g12460.1	g22293
OG0006789	Sp1g13450.1	g10073
OG0006790	Sp4g12130.1	g06970
OG0006791	Sp1g39140.1	g15127
OG0006792	Sp5g27020.1	g03947
OG0006793	Sp1g16420.1	g26560, g14006
OG0006794	Sp5g28920.1	g04123
OG0006795	Sp3g00810.1	g02604
OG0006796	Sp7g16610.1	g17111
OG0006797	Sp3g28790.1	g14259
OG0006798	Sp5g07660.1	g11498
OG0006799	Sp6g34240.1	g19076
OG0006800	Sp4g28270.1	g09708, g09710
OG0006801	Sp2g22170.1	g31825, g14112
OG0006802	Sp5g04050.1	g16507
OG0006803	Sp6g04850.1	g29653, g20104
OG0006804	Sp5g15410.1	g15209
OG0006805	Sp5g29460.1	g00970, g00971
OG0006806	SpUn0348_0010.1, SpUn0510_0010.1	g10598
OG0006807	Sp4g23440.1	g24509
OG0006808	Sp6g20770.1	g11054
OG0006809	Sp3g29740.1	g26528
OG0006810	Sp3g09130.1	g05965
OG0006811	Sp6g29430.1	g19235
OG0006812	Sp3g16070.1	g16108
OG0006813	Sp7g37160.1	g02735
OG0006814	Sp7g19960.1	g21774
OG0006815	Sp2g01270.1	g18677, g22903
OG0006816	Sp5g03670.1	g22854, g04316
OG0006817	Sp6g40120.1, Sp7g08810.1	g19466
OG0006818	Sp5g08060.1	g11454
OG0006819	Sp6g22450.1	g27287
OG0006820	Sp5g35020.1	g01571
OG0006821	Sp3g20000.1	g11339
OG0006822	Sp2g17920.1	g30969, g24165
OG0006823	Sp1g01630.1	g01871
OG0006824	Sp5g11600.1	g14981
OG0006825	Sp1g09530.1	g05018
OG0006826	Sp7g37150.1	g02736
OG0006827	Sp2g06020.1	g30674, g18156
OG0006829	Sp2g17960.1	g24171
OG0006830	Sp1g23160.1	g08188
OG0006831	Sp2g16070.1	g20489
OG0006832	Sp6g33980.1	g19107
OG0006833	Sp2g19860.1	g27706
OG0006834	Sp7g15550.1	g30530, g15325, g30529, g26305
OG0006835	Sp3g16360.1	g21568
OG0006836	Sp3g05530.1	g32161
OG0006837	Sp1g23150.1	g08187
OG0006838	SpUn0020_0120.1, Sp5g26850.1	g03929, g03930
OG0006839	Sp2g23060.1	g25297
OG0006840	Sp6g30820.1	g10752
OG0006841	Sp3g05430.1	g06452
OG0006842	Sp5g35570.1	g01629
OG0006843	Sp1g41150.1	g27964
OG0006844	Sp2g30520.1	g07193
OG0006845	Sp7g27540.1	g04257, g27531, g25377
OG0006846	Sp6g03070.1	g09036
OG0006847	Sp7g32420.1	g00465
OG0006848	SpUn0002_0460.1	g29960
OG0006849	Sp3g06720.1	g11786
OG0006850	Sp4g28520.1	g09676
OG0006851	Sp6g11860.1	g30394
OG0006852	Sp5g32090.1	g01250, g01251
OG0006853	Sp6g08480.1	g23486, g30433
OG0006855	Sp2g25390.1	g12210
OG0006856	Sp2g27150.1	g12425
OG0006857	Sp3g06940.1	g11754, g11763
OG0006858	Sp7g29590.1	g00803
OG0006859	Sp6g01560.1	g09197
OG0006860	Sp7g32350.1	g00472
OG0006861	Sp6g23850.1	g12053
OG0006862	Sp3g09110.1	g05967
OG0006863	Sp3g19990.1	g11337
OG0006864	Sp5g07130.1	g11560
OG0006865	Sp1g10330.1	g04911
OG0006866	Sp2g01890.1	g18767
OG0006867	Sp2g01050.1, Sp2g01060.1	g22931
OG0006868	Sp3g19380.1	g11234
OG0006869	Sp6g20020.1	g16934
OG0006870	Sp7g24360.1	g04627
OG0006871	Sp1g29650.1	g27483
OG0006872	SpUn0020_0080.1, Sp5g26890.1	g03934
OG0006873	Sp1g00810.1	g01771
OG0006874	Sp6g34990.1	g23851
OG0006875	Sp4g26600.1	g18133
OG0006876	Sp7g02620.1, Sp7g02630.1	g24667
OG0006877	Sp6g31540.1	g10678
OG0006878	Sp6g32090.1	g10616
OG0006879	Sp6g39880.1	g19435
OG0006880	Sp7g19570.1	g21733
OG0006881	Sp6g00610.1	g19793
OG0006883	Sp7g15000.1	g23090
OG0006884	Sp3g31890.1	g21989
OG0006885	Sp2g22800.1	g27605
OG0006886	Sp6g38770.1	g15789
OG0006887	Sp2g12340.1	g07859
OG0006888	Sp6g30960.1	g10737
OG0006889	Sp7g25620.1	g04494
OG0006890	Sp2g18910.1	g15948
OG0006891	Sp4g01240.1	g21660
OG0006892	Sp2g27220.1	g12434
OG0006893	Sp7g25980.1	g04450
OG0006894	Sp6g15160.1	g30704, g22997, g08211
OG0006895	Sp2g19620.1	g25105
OG0006896	Sp3g18670.1	g11147
OG0006897	Sp6g26850.1	g00033
OG0006898	Sp7g33840.1	g00294, g00296
OG0006899	Sp1g29470.1	g27246
OG0006900	Sp7g21990.1	g10423
OG0006901	Sp6g29670.1	g19260
OG0006902	Sp2g16540.1	g20557
OG0006903	SpUn0235_0010.1	g10215
OG0006904	Sp2g23860.1	g27737
OG0006905	Sp4g01420.1	g21681
OG0006905	Sp7g35880.1	g02894
OG0006906	Sp6g21030.1	g11025
OG0006907	Sp3g17480.1	g22516, g22512
OG0006908	Sp2g26570.1	g12355
OG0006909	Sp6g17530.1	g09264
OG0006910	Sp2g08820.1	g17525
OG0006911	Sp7g14610.1	g31750
OG0006912	Sp5g00330.1	g05263
OG0006913	Sp3g05180.1	g06424
OG0006914	Sp4g28810.1	g09645
OG0006915	Sp1g02460.1	g01981
OG0006916	Sp5g29970.1	g15296, g01022
OG0006917	Sp1g27330.1	g16098
OG0006918	Sp7g01890.1	g29021
OG0006919	Sp5g30110.1	g01036
OG0006920	Sp6g34510.1, Sp2g23710.1	g27755
OG0006921	Sp7g20390.1	g14453
OG0006922	Sp7g33570.1	g00331
OG0006923	Sp6g16020.1	g09459
OG0006924	Sp1g01080.1	g01807
OG0006925	Sp6g15480.1	g23038, g09488
OG0006926	Sp4g22550.1	g12602
OG0006927	Sp1g02000.1	g01925
OG0006928	Sp1g05280.1	g02297
OG0006929	Sp4g11380.1	g07069
OG0006931	Sp7g15480.1	g15335
OG0006932	Sp1g18990.1	g13419
OG0006933	Sp5g22610.1	g21076
OG0006934	Sp7g30710.1	g00669, g00665
OG0006935	Sp2g15160.1	g19555
OG0006936	Sp1g25280.1	g13088
OG0006937	Sp4g18970.1	g03574
OG0006938	Sp1g35710.1	g24284
OG0006939	Sp7g27450.1, Sp3g29900.1	g04270
OG0006940	Sp5g11680.1	g14987
OG0006941	Sp2g25440.1	g12215, g23513
OG0006942	Sp1g10070.1	g04943
OG0006943	Sp3g20940.1	g27145
OG0006945	Sp3g18950.1	g11182
OG0006946	Sp7g25900.1	g04461
OG0006947	Sp6g14080.1	g08344
OG0006948	Sp2g16860.1	g28199
OG0006949	Sp5g12590.1	g22318
OG0006950	Sp4g16190.1	g03284
OG0006951	Sp4g19850.1	g03680
OG0006952	Sp6g39250.1, Sp3g32850.1	g20951
OG0006953	Sp4g13060.1	g30014
OG0006954	Sp4g29900.1	g09524, g00594
OG0006955	Sp7g14250.1	g20219
OG0006956	Sp5g22760.1	g21099
OG0006957	Sp5g25010.1	g03725
OG0006958	Sp4g03840.1	g22340
OG0006959	Sp6g05780.1	g23309, g26595
OG0006960	Sp2g07980.1, Sp1g39690.1	g15064
OG0006961	Sp3g16570.1	g21598
OG0006962	Sp4g29510.1	g09564
OG0006963	Sp3g20050.1	g11348, g24021
OG0006964	Sp1g25810.1	g26326
OG0006965	Sp6g03130.1	g09031
OG0006966	Sp4g16310.1	g03297
OG0006967	Sp5g29090.1	g04143
OG0006968	Sp5g00690.1	g05308
OG0006969	Sp4g25430.1	g17997
OG0006970	Sp5g10210.1	g28333
OG0006971	Sp3g03870.1	g06266
OG0006972	Sp4g16920.1	g03363
OG0006973	Sp5g22700.1	g21094
OG0006974	Sp1g28490.1	g16013
OG0006975	Sp2g17040.1	g18929
OG0006976	Sp6g22880.1	g11930
OG0006977	Sp2g09280.1	g28590
OG0006978	Sp6g02330.1	g09104
OG0006979	Sp4g28050.1	g09738
OG0006980	Sp2g04240.1	g25414
OG0006982	Sp2g25050.1	g12178
OG0006983	Sp4g19430.1	g03634
OG0006984	Sp1g26100.1	g23712
OG0006985	Sp5g08240.1	g11433
OG0006986	Sp5g10950.1	g14902
OG0006988	Sp2g30110.1	g07234
OG0006989	Sp1g40180.1	g19204
OG0006990	Sp2g17170.1	g18887
OG0006991	Sp6g31800.1	g10651
OG0006992	Sp7g34850.1	g02998
OG0006993	Sp7g31730.1	g00543
OG0006994	Sp2g09010.1	g29129
OG0006995	Sp1g24700.1	g13000
OG0006996	Sp7g30000.1	g00749
OG0006997	Sp3g16490.1	g21589
OG0006998	Sp7g05640.1	g27839
OG0006999	Sp2g14280.1	g23606
OG0007001	Sp1g23570.1	g26718
OG0007002	Sp5g08720.1	g11370
OG0007003	Sp3g32080.1	g22007
OG0007003	Sp3g32090.1	g22009
OG0007004	Sp3g31280.1, SpUn0082_0010.1	g25004
OG0007005	Sp2g16780.1	g28187
OG0007006	Sp2g14880.1	g19602
OG0007007	Sp5g08090.1	g11449
OG0007008	Sp6g21020.1	g11026
OG0007009	Sp5g00600.1	g05294
OG0007010	Sp4g11190.1	g07103
OG0007011	Sp4g22090.1	g12548
OG0007012	Sp4g23780.1	g24465
OG0007013	Sp6g13830.1	g08380
OG0007014	Sp6g38980.1	g15818, g26068
OG0007015	Sp3g06190.1	g11842
OG0007016	Sp3g08220.1, Sp6g39330.1	g15861
OG0007017	Sp6g16290.1	g09416
OG0007018	Sp5g01550.1	g05417
OG0007019	Sp6g39560.1	g19388
OG0007020	Sp2g14130.1	g13832
OG0007021	Sp6g26940.1	g00041
OG0007022	Sp4g14510.1	g07979
OG0007023	Sp6g32850.1	g10525
OG0007024	Sp5g07830.1	g11481
OG0007025	Sp5g29140.1	g04148
OG0007026	Sp7g04930.1	g05799
OG0007027	Sp3g23010.1	g23384
OG0007028	Sp4g26400.1	g18110
OG0007029	Sp2g27110.1	g12421
OG0007030	Sp6g18500.1	g24095
OG0007031	Sp2g12850.1	g01668
OG0007032	Sp6g29820.1, SpUn0049_0010.1	g19276
OG0007033	Sp4g21490.1	g12469
OG0007034	Sp5g31190.1	g01158
OG0007035	Sp6g03300.1	g09014
OG0007036	Sp4g19650.1	g03657, g00668
OG0007037	SpUn0490_0010.1, Sp7g13170.1	g20146
OG0007038	Sp3g16700.1	g21613
OG0007040	Sp7g23960.1	g10224
OG0007041	Sp6g38210.1	g15723
OG0007042	Sp1g36880.1	g15290
OG0007043	Sp3g06520.1	g11806
OG0007044	Sp5g05650.1	g21158
OG0007045	Sp1g02480.1	g01983
OG0007046	Sp4g00180.1	g23905
OG0007047	Sp1g16630.1	g13982
OG0007048	Sp3g06860.1	g11772
OG0007049	Sp5g01580.1	g05420
OG0007050	Sp3g06290.1	g11831
OG0007051	Sp2g30290.1	g07217
OG0007053	Sp5g08200.1	g11439
OG0007054	Sp1g05220.1	g02290
OG0007055	Sp6g19980.1	g16928
OG0007056	Sp5g04580.1	g16578
OG0007057	Sp4g12170.1	g06969
OG0007058	Sp5g28280.1	g04086
OG0007059	Sp7g26590.1	g04385
OG0007060	Sp4g12910.1	g24223
OG0007061	Sp6g03020.1	g09041
OG0007062	Sp7g34040.1	g03086
OG0007063	Sp7g21070.1	g14374
OG0007064	Sp3g22750.1	g28255
OG0007065	Sp1g32730.1	g23507
OG0007066	Sp3g02050.1	g02464
OG0007067	Sp6g23390.1	g12004
OG0007068	Sp4g19970.1	g03689
OG0007069	Sp2g21550.1	g21834
OG0007070	Sp1g38430.1	g21969
OG0007071	Sp1g11810.1	g04733
OG0007072	Sp5g03590.1	g22847
OG0007075	Sp6g00870.1	g23456, g19725
OG0007076	Sp7g24910.1	g04568
OG0007077	Sp7g37250.1	g02724
OG0007079	Sp4g29720.1	g09545
OG0007080	Sp6g25140.1	g13142
OG0007081	Sp6g41100.1	g27905
OG0007082	Sp1g26010.1	g23702, g23701
OG0007083	Sp5g00400.1	g05271
OG0007084	Sp6g31130.1	g10719
OG0007085	Sp7g00530.1	g22455
OG0007086	Sp3g19430.1	g11244
OG0007087	Sp6g31310.1	g10704
OG0007088	Sp3g20850.1	g16440, g29426
OG0007089	Sp2g29730.1	g07272
OG0007090	Sp1g06650.1	g18297
OG0007091	Sp1g37100.1, Sp3g17830.1	g28994
OG0007092	Sp6g38500.1	g32538, g15763
OG0007093	Sp5g35400.1	g01613
OG0007094	Sp4g15330.1	g03188
OG0007095	Sp2g30030.1	g07244
OG0007096	Sp1g36660.1	g15266
OG0007097	SpUn0053_0060.1, Sp7g05420.1	g26603
OG0007098	Sp7g25410.1	g04516
OG0007099	Sp1g17290.1	g13910
OG0007100	Sp3g03210.1	g06173
OG0007101	Sp2g00900.1	g22949
OG0007102	Sp4g28820.1	g09644
OG0007103	Sp3g10500.1	g05803
OG0007104	Sp4g24300.1	g17274
OG0007105	Sp6g19470.1	g16871
OG0007106	Sp6g21750.1	g10941
OG0007107	Sp6g06710.1	g27795
OG0007108	Sp5g29650.1	g00988
OG0007109	Sp6g15500.1	g23040
OG0007110	Sp7g33480.1	g00339
OG0007111	Sp7g02350.1	g26744
OG0007112	Sp6g30700.1	g10765
OG0007113	Sp3g15540.1	g16173
OG0007114	Sp3g19630.1	g11269
OG0007115	Sp7g21400.1	g10481
OG0007116	Sp2g22890.1	g27588
OG0007117	Sp2g24280.1	g10854
OG0007118	Sp4g19860.1	g03681
OG0007119	Sp6g39000.1	g15820
OG0007120	Sp3g00620.1	g02623
OG0007121	Sp4g04040.1	g22364
OG0007122	Sp1g41490.1	g24574
OG0007123	Sp4g23770.1	g24466
OG0007124	Sp2g16100.1	g20492
OG0007125	Sp2g14290.1	g23605, g23604
OG0007126	Sp7g34650.1	g03023
OG0007127	Sp1g13390.1	g10085
OG0007128	Sp1g23840.1	g12909
OG0007129	Sp1g25780.1	g26331
OG0007130	Sp1g03710.1	g02117
OG0007131	Sp1g36590.1, Sp1g36230.1	g26685, g15259, g15257, g15258, g15256
OG0007132	Sp1g26190.1	g23722
OG0007133	SpUn0296_0010.1, SpUn0008_0120.1, SpUn0019_0020.1	g08076
OG0007134	Sp1g10500.1	g14892, g04896
OG0007135	Sp7g34770.1	g03007
OG0007136	Sp1g34210.1	g18971
OG0007137	Sp1g03430.1	g02090
OG0007138	Sp3g17930.1, Sp2g01370.1	g28981
OG0007139	Sp5g23730.1	g31823
OG0007140	Sp6g34350.1	g19057, g10126
OG0007141	Sp1g40820.1	g24851
OG0007142	Sp2g14580.1	g23566
OG0007143	Sp7g23440.1	g10282
OG0007145	Sp1g15230.1	g09881
OG0007146	Sp5g30490.1	g01075
OG0007147	Sp4g26230.1	g18090
OG0007148	Sp3g20780.1	g22798
OG0007149	Sp1g23850.1	g12911, g12912
OG0007150	Sp4g15910.1	g03256
OG0007151	Sp1g12800.1	g10157
OG0007152	Sp7g31100.1	g00611
OG0007153	Sp4g23470.1	g24505
OG0007154	Sp6g15040.1	g08219
OG0007155	Sp6g28930.1	g00260
OG0007156	Sp3g03630.1	g06235
OG0007157	Sp7g25480.1	g04509, g08267
OG0007158	Sp5g21550.1	g22045
OG0007159	Sp4g10040.1	g26251
OG0007160	Sp1g24640.1	g08788, g12994
