Orthogroup	Thellungiella_parvula	Arabidopsis_lyrata
OG0004707	Sp5g10940.1	fgenesh2_kg.5__1471__AT3G51280.1
OG0004708	Sp7g18970.1	fgenesh2_kg.7__2231__AT4G20880.1
OG0004709	Sp7g25440.1	fgenesh1_pm.C_scaffold_7001172
OG0004710	Sp7g28090.1	scaffold_701199.1
OG0004711	Sp6g07340.1	Al_scaffold_0002_1037, Al_scaffold_0005_237, Al_scaffold_0002_878, Al_scaffold_0006_2937, Al_scaffold_0007_157, Al_scaffold_0004_1025, Al_scaffold_0008_1153, Al_scaffold_0001_3707, Al_scaffold_0009_126
OG0004712	Sp7g22100.1	fgenesh2_kg.7__1882__AT4G24140.1
OG0004713	Sp1g05020.1	fgenesh1_pm.C_scaffold_1000479
OG0004714	Sp2g19990.1	fgenesh2_kg.6__2805__AT5G28910.2
OG0004715	Sp3g12520.1	scaffold_301660.1
OG0004716	Sp2g29030.1	scaffold_803339.1
OG0004717	Sp5g01680.1	fgenesh2_kg.5__2652__AT3G61710.1
OG0004718	Sp7g29440.1	fgenesh2_kg.7__1010__AT4G31610.1
OG0004719	Sp3g09230.1	fgenesh2_kg.3__1128__AT3G10910.1
OG0004720	Sp6g20250.1	fgenesh1_pm.C_scaffold_8001488
OG0004721	Sp6g24630.1	fgenesh2_kg.6__2003__AT5G19760.1
OG0004722	Sp5g08310.1	fgenesh1_pg.C_scaffold_5001891
OG0004724	Sp1g41500.1	fgenesh2_kg.1__4613__AT1G55900.1
OG0004725	Sp6g33180.1	fgenesh1_pg.C_scaffold_6000824
OG0004725	SpUN1172_0010.1	scaffold_601037.1
OG0004726	Sp2g21300.1	fgenesh2_kg.6__2630__AT5G26660.1
OG0004727	Sp4g04460.1	fgenesh2_kg.4__450__AT2G25330.1
OG0004728	Sp6g05120.1, SpUn1622_0010.1	fgenesh2_kg.5__2151__AT3G57150.1
OG0004730	Sp5g01960.1	fgenesh2_kg.5__2612__AT3G61440.1, fgenesh1_pg.C_scaffold_3002557
OG0004731	Sp6g05290.1	scaffold_603673.1
OG0004732	Sp7g29000.1	fgenesh2_kg.7__1066__AT4G31120.1
OG0004733	Sp2g19060.1	fgenesh2_kg.8__746__AT5G48655.3
OG0004734	Sp1g19600.1	fgenesh2_kg.2__509__AT1G58936.1, fgenesh1_pm.C_scaffold_1001878
OG0004735	Sp7g30640.1	fgenesh2_kg.7__842__AT4G32870.1
OG0004736	Sp7g27830.1	fgenesh2_kg.7__1186__AT4G30030.1
OG0004737	Sp1g08750.1	Al_scaffold_0001_968, scaffold_101064.1
OG0004738	Sp3g09630.1	scaffold_502641.1, fgenesh2_kg.3__1177__AT3G11400.1
OG0004739	Sp4g29780.1	Al_scaffold_0039_1, scaffold_403761.1
OG0004740	Sp5g19250.1	fgenesh2_kg.8__300__AT1G64750.1, fgenesh2_kg.2__603__AT1G64750.2
OG0004741	Sp6g01500.1	scaffold_604128.1
OG0004742	Sp1g22190.1	fgenesh2_kg.1__2702__AT1G26610.1
OG0004743	Sp2g11180.1	fgenesh1_pg.C_scaffold_8000155
OG0004744	Sp1g41360.1	fgenesh1_pm.C_scaffold_1003574, scaffold_105379.1
OG0004745	Sp1g35070.1	fgenesh2_kg.1__3903__AT1G48110.2, Al_scaffold_0003_1823
OG0004746	Sp4g25440.1	fgenesh2_kg.4__2501__AT2G43340.1
OG0004747	Sp2g23650.1	fgenesh2_kg.6__2349__AT5G23540.1
OG0004748	Sp3g05510.1	scaffold_300761.1
OG0004749	Sp1g06770.1	scaffold_100834.1
OG0004750	Sp3g11660.1	fgenesh2_kg.3__1430__AT3G13450.1
OG0004750	Sp1g41120.1	scaffold_105341.1
OG0004751	Sp7g21830.1	fgenesh2_kg.7__1912__AT4G23880.1
OG0004752	Sp3g01340.1	scaffold_300163.1
OG0004753	Sp6g37310.1	fgenesh2_kg.6__485__AT5G05560.1
OG0004754	Sp4g12920.1	fgenesh2_kg.4__1008__AT2G30360.1
OG0004755	Sp4g24120.1	fgenesh2_kg.4__2327__AT2G41850.1
OG0004757	Sp1g02880.1	fgenesh2_kg.1__336__AT1G04040.1
OG0004758	Sp2g23100.1	fgenesh1_pm.C_scaffold_6001933
OG0004759	Sp2g17560.1	scaffold_4300005.1
OG0004761	Sp5g01260.1	scaffold_501975.1, fgenesh2_kg.5__2714__AT3G62110.1
OG0004762	Sp6g36390.1	fgenesh2_kg.6__590__AT5G06470.1
OG0004764	Sp4g26610.1	fgenesh2_kg.4__2639__AT2G44520.1
OG0004766	Sp5g27230.1	scaffold_202138.1
OG0004767	Sp2g11160.1	scaffold_104367.1, scaffold_104372.1, fgenesh1_pm.C_scaffold_1003002
OG0004769	Sp3g15240.1	scaffold_302001.1
OG0004770	Sp2g15000.1	scaffold_500448.1, fgenesh2_kg.5__331__AT3G25770.1
OG0004771	Sp2g14910.1	Al_scaffold_0005_378, scaffold_500432.1
OG0004772	Sp7g35300.1	scaffold_700314.1
OG0004773	Sp3g09610.1, Sp6g36920.1	fgenesh2_kg.6__533__AT5G05970.1
OG0004774	Sp3g18080.1	fgenesh2_kg.3__2225__AT3G20050.1
OG0004775	Sp6g33820.1	fgenesh2_kg.6__904__AT5G09530.1
OG0004776	Sp6g30800.1	scaffold_601328.1
OG0004777	Sp1g11020.1	fgenesh2_kg.1__1346__AT1G12420.1
OG0004778	Sp6g00690.1	fgenesh2_kg.6__3633__AT4G00710.1
OG0004779	Sp3g19060.1	scaffold_302515.1
OG0004780	Sp3g05240.1	fgenesh2_kg.3__634__AT3G06330.1
OG0004781	Sp6g30240.1	fgenesh2_kg.6__1335__AT5G13780.1
OG0004782	Sp5g08830.1, Sp6g36730.1	Al_scaffold_0007_3728, fgenesh2_kg.6__553__AT5G06160.1
OG0004783	Sp5g26980.1	Al_scaffold_0106_3, fgenesh2_kg.2__1447__AT1G71910.1
OG0004784	Sp5g02860.1, SpUn0080_0040.1	fgenesh2_kg.5__2501__AT3G60360.1
OG0004785	Sp7g19040.1	fgenesh1_pm.C_scaffold_7001730
OG0004786	Sp4g10720.1	fgenesh1_pg.C_scaffold_4000202, fgenesh2_kg.4__776__AT2G27900.2
OG0004787	Sp3g14360.1	fgenesh2_kg.3__1758__AT3G16010.1
OG0004788	Sp7g33680.1	Al_scaffold_0007_453
OG0004789	Sp6g02580.1	fgenesh2_kg.6__3426__AT4G02660.1
OG0004789	Sp1g02060.1	fgenesh1_pm.C_scaffold_1000187
OG0004790	Sp1g02770.1	fgenesh1_pg.C_scaffold_1000279, scaffold_402304.1
OG0004791	Sp5g24990.1	fgenesh2_kg.22__6__AT1G69880.1
OG0004792	Sp5g23660.1	fgenesh2_kg.2__1109__AT1G68570.1
OG0004793	Sp3g07170.1	scaffold_300981.1
OG0004794	Sp6g15140.1	fgenesh2_kg.8__1179__AT5G52980.1, scaffold_801760.1, fgenesh2_kg.4__672__AT5G52980.1
OG0004795	Sp5g11990.1	Al_scaffold_0005_1866
OG0004795	Sp5g11980.1	fgenesh2_kg.5__1364__AT3G50140.1
OG0004796	Sp1g05600.1	fgenesh2_kg.1__665__AT1G06890.1
OG0004797	Sp3g20560.1	fgenesh2_kg.3__2496__AT3G22845.1
OG0004798	Sp1g09920.1	scaffold_101217.1
OG0004798	Sp2g03150.1	scaffold_200457.1
OG0004799	Sp6g33240.1	scaffold_104734.1, fgenesh2_kg.6__977__AT5G10160.1
OG0004800	Sp3g08330.1	scaffold_301148.1
OG0004803	Sp6g40150.1	fgenesh2_kg.6__142__AT5G02290.2
OG0004804	Sp6g15030.1	Al_scaffold_0008_1665, fgenesh1_pg.C_scaffold_453000001
OG0004805	Sp6g27210.1	scaffold_601734.1
OG0004807	Sp6g35760.1	fgenesh2_kg.6__670__AT5G07140.1
OG0004807	Sp6g20210.1	fgenesh2_kg.8__1788__AT5G58520.1
OG0004808	Sp3g14410.1	scaffold_301876.1
OG0004809	Sp1g24600.1	fgenesh2_kg.1__3004__AT1G28360.1
OG0004810	Sp6g14300.1	fgenesh2_kg.8__1092__AT5G52050.1
OG0004811	Sp1g07940.1	fgenesh2_kg.1__978__AT1G09330.1
OG0004814	Sp1g10490.1	fgenesh2_kg.1__1288__AT1G11870.2
OG0004815	Sp7g26270.1	fgenesh2_kg.7__1374__AT4G28310.1
OG0004816	Sp1g00180.1	fgenesh2_kg.1__19__AT1G02090.1
OG0004817	Sp1g16090.1	fgenesh2_kg.1__1976__AT1G18070.1
OG0004818	SpUn0227_0020.1	fgenesh2_kg.1__4026__AT1G49320.1
OG0004819	Sp1g24010.1	fgenesh2_kg.1__2937__AT1G27760.3
OG0004820	SpUn0984_0010.1	scaffold_202672.1
OG0004822	SpUn0010_0140.1, Sp7g00660.1	scaffold_703824.1
OG0004823	Sp1g41280.1	fgenesh2_kg.1__4580__AT1G55670.1
OG0004824	Sp2g11980.1	fgenesh2_kg.8__76__AT5G47180.2
OG0004825	Sp4g10220.1	fgenesh2_kg.4__702__AT2G27430.1
OG0004826	Sp7g10090.1	fgenesh2_kg.9__70__AT4G13010.1
OG0004827	Sp7g02130.1	fgenesh2_kg.7__3424__AT5G39950.1
OG0004828	Sp7g03690.1	fgenesh1_pg.C_scaffold_7003331, fgenesh1_pg.C_scaffold_7003333, Al_scaffold_0007_3909, fgenesh1_pm.C_scaffold_7002855, Al_scaffold_0686_1, scaffold_704247.1
OG0004829	Sp7g25350.1	fgenesh2_kg.7__1491__AT4G27410.3, scaffold_802208.1
OG0004830	Sp2g28360.1	scaffold_803257.1
OG0004831	Sp2g12990.1	fgenesh2_kg.5__63__AT2G01540.1
OG0004832	Sp7g21140.1	fgenesh2_kg.7__1991__AT4G23060.1
OG0004833	SpUn0541_0010.1, Sp4g01840.1, SpUn0311_0010.1	Al_scaffold_0004_279, Al_scaffold_0004_281, scaffold_400303.1
OG0004834	Sp3g05990.1	fgenesh2_kg.3__725__AT3G07050.1
OG0004835	Sp7g29800.1	fgenesh2_kg.7__968__AT4G32000.1
OG0004835	Sp4g04340.1	fgenesh2_kg.4__439__AT2G25220.1
OG0004836	Sp5g29270.1	Al_scaffold_0002_2112
OG0004836	Sp1g16460.1	Al_scaffold_0001_1920
OG0004837	Sp6g40320.1	scaffold_600132.1
OG0004837	Sp3g07700.1	scaffold_301056.1
OG0004838	Sp4g01640.1	fgenesh2_kg.4__179__AT2G22600.1
OG0004839	Sp1g08140.1	scaffold_100991.1
OG0004840	Sp7g04030.1, Sp7g04040.1, Sp7g04090.1	fgenesh2_kg.7__3616__AT5G37930.1
OG0004841	Sp7g35230.1	fgenesh2_kg.7__295__AT4G37550.1
OG0004842	Sp4g22000.1	fgenesh2_kg.4__2058__AT2G39730.1
OG0004844	Sp1g00220.1	scaffold_100023.1
OG0004845	Sp1g29350.1	Al_scaffold_0001_3492
OG0004845	Sp6g07740.1	scaffold_603301.1
OG0004846	Sp1g22700.1	scaffold_102946.1
OG0004847	Sp4g10970.1	fgenesh2_kg.4__753__AT2G28160.1
OG0004848	Sp5g05930.1	fgenesh1_pm.C_scaffold_1002730, fgenesh1_pm.C_scaffold_5001719
OG0004849	Sp6g30310.1	scaffold_601380.1
OG0004850	SpUn0131_0020.1	scaffold_105549.1, fgenesh1_pm.C_scaffold_6002426
OG0004851	Sp1g20690.1	fgenesh2_kg.1__2534__AT1G23220.1
OG0004852	Sp5g04980.1	scaffold_502939.1
OG0004853	Sp1g26180.1	fgenesh2_kg.1__3209__AT1G30320.1
OG0004854	Sp7g15970.1	Al_scaffold_0007_2373
OG0004856	Sp4g22330.1	scaffold_402770.1, Al_scaffold_0001_3941
OG0004857	Sp6g14690.1	fgenesh2_kg.205__1__AT5G52510.1, fgenesh2_kg.8__1135__AT5G52510.1
OG0004859	Sp7g05300.1	fgenesh2_kg.2__818__AT1G65820.1
OG0004860	Sp5g09070.1, Sp1g13120.1	fgenesh1_pg.C_scaffold_5000838, fgenesh1_pm.C_scaffold_5001416
OG0004862	Sp7g37230.1	fgenesh2_kg.7__52__AT4G38540.1
OG0004863	Sp2g11840.1	fgenesh2_kg.8__93__AT5G47030.1
OG0004864	Sp3g09340.1	fgenesh2_kg.3__1147__AT3G11000.1
OG0004865	Sp3g03560.1	fgenesh1_pg.C_scaffold_3000390
OG0004866	Sp5g34480.1	fgenesh2_kg.2__2239__AT1G79430.2
OG0004867	Sp2g27370.1	fgenesh2_kg.8__2449__AT5G64310.1
OG0004868	Sp4g02110.1	fgenesh2_kg.4__241__AT2G23090.1
OG0004869	Sp1g36140.1, Sp5g07030.1	scaffold_502667.1
OG0004871	Sp6g23090.1	Al_scaffold_0006_2076
OG0004872	Sp3g18060.1	scaffold_201085.1, fgenesh2_kg.3__2222__AT3G20020.1
OG0004873	Sp4g15050.1	Al_scaffold_0004_1732
OG0004874	Sp2g18250.1	Al_scaffold_0005_967, fgenesh2_kg.6__2940__AT4G09520.1
OG0004875	Sp6g17640.1	fgenesh2_kg.8__1475__AT5G55730.1
OG0004876	SpUn0027_0020.1, Sp3g22540.1	fgenesh2_kg.3__2699__AT3G24800.1
OG0004877	Sp5g19260.1	fgenesh2_kg.2__630__AT1G64970.1
OG0004878	Sp5g24050.1	fgenesh2_kg.2__1149__AT1G68910.1
OG0004879	Sp5g27470.1	fgenesh1_pm.C_scaffold_2001237
OG0004880	SpUn0010_0060.1, Sp7g00580.1	Al_scaffold_0007_3510, scaffold_703813.1
OG0004881	Sp2g10530.1	fgenesh2_kg.8__236__AT5G45640.1
OG0004881	Sp2g10540.1	fgenesh2_kg.8__235__AT5G45650.1
OG0004882	Sp7g28500.1	scaffold_701161.1
OG0004883	Sp1g10800.1	fgenesh2_kg.1__1315__AT1G12120.1
OG0004884	Sp1g07110.1	fgenesh2_kg.1__861__AT1G08465.1
OG0004885	Sp1g24650.1, Sp4g16240.1	fgenesh2_kg.4__1400__AT2G33845.1
OG0004886	Sp3g01790.1	fgenesh2_kg.3__219__AT3G02760.1
OG0004887	Sp7g20610.1	fgenesh2_kg.7__2045__AT4G22570.1
OG0004888	Sp4g22160.1	fgenesh2_kg.4__2083__AT2G39870.1
OG0004890	Sp5g14620.1	scaffold_501647.1
OG0004891	Sp4g10610.1	fgenesh2_kg.4__796__AT2G27775.1
OG0004892	Sp2g21740.1	fgenesh2_kg.6__2576__AT5G25930.1
OG0004893	Sp5g07100.1	fgenesh2_kg.5__1952__AT3G55370.2
OG0004894	Sp2g03060.1	fgenesh2_kg.2__304__AT1G61520.1
OG0004896	Sp4g19950.1	scaffold_402404.1
OG0004897	Sp5g26740.1	fgenesh1_pm.C_scaffold_2001172
OG0004898	Sp4g25180.1	fgenesh2_kg.4__2467__AT2G43050.1
OG0004899	Sp2g13380.1	fgenesh2_kg.5__108__AT2G01940.1
OG0004900	Sp7g27180.1	fgenesh2_kg.7__1263__AT4G29260.1
OG0004901	Sp3g21810.1	Al_scaffold_0006_1813, Al_scaffold_0003_2618
OG0004903	Sp6g22260.1	fgenesh2_kg.8__2034__AT5G60690.1
OG0004904	Sp4g13890.1	fgenesh2_kg.4__1132__AT2G31400.1
OG0004905	Sp5g05780.1	fgenesh2_kg.5__2111__AT3G56810.1
OG0004906	Sp5g27300.1	fgenesh1_pg.C_scaffold_2001542
OG0004908	Sp1g29240.1	fgenesh2_kg.1__3507__AT1G33980.1
OG0004909	Sp2g08280.1	scaffold_800717.1, fgenesh2_kg.8__475__AT5G43390.1
OG0004910	Sp7g31150.1	fgenesh1_pg.C_scaffold_7000654
OG0004911	Sp6g25780.1	fgenesh2_kg.6__1872__AT5G18550.1
OG0004912	Sp6g28170.1	Al_scaffold_0006_1501
OG0004912	Sp6g38670.1	Al_scaffold_0004_3060, fgenesh2_kg.6__320__AT5G04070.1
OG0004913	Sp5g08340.1	fgenesh2_kg.5__1792__AT3G54040.1
OG0004914	Sp1g02940.1	scaffold_100368.1
OG0004915	Sp7g31910.1	scaffold_700727.1
OG0004916	Sp4g29990.1	fgenesh2_kg.4__3061__AT2G48090.1
OG0004917	Sp2g11100.1, Sp2g11090.1	fgenesh2_kg.8__167__AT5G46230.1
OG0004918	Sp2g24750.1	fgenesh2_kg.365__1__AT5G61550.1, fgenesh2_kg.8__2134__AT5G61550.1
OG0004919	Sp1g03600.1	scaffold_100445.1
OG0004920	Sp5g31320.1	scaffold_202570.1
OG0004921	Sp4g15040.1	fgenesh2_kg.4__1261__AT2G32700.1
OG0004922	Sp7g23580.1	fgenesh2_kg.7__1705__AT4G25550.1
OG0004923	Sp7g15600.1	fgenesh2_kg.7__2451__AT4G18430.1
OG0004924	Sp6g03920.1	scaffold_603827.1
OG0004924	Sp7g19610.1	fgenesh2_kg.7__2167__AT4G21490.1
OG0004925	Sp5g15360.1	fgenesh2_kg.5__1001__AT3G46310.1
OG0004926	Sp7g26090.1	fgenesh2_kg.7__1395__AT4G28140.1
OG0004927	Sp5g05210.1	fgenesh2_kg.5__2175__AT3G57390.2
OG0004928	Sp4g07360.1, SpUn0479_0020.1, Sp4g07370.1, Sp1g04460.1	Al_scaffold_0001_499, Al_scaffold_0004_487
OG0004929	Sp3g17550.1	fgenesh1_pg.C_scaffold_3001848
OG0004930	Sp5g21730.1	Al_scaffold_0002_803
OG0004930	Sp5g21760.1	scaffold_201452.1, scaffold_24700001.1
OG0004931	Sp2g03830.1	scaffold_401725.1
OG0004932	Sp4g14830.1, Sp4g14530.1	fgenesh2_kg.4__1233__AT2G32460.2
OG0004933	Sp2g13610.1	fgenesh2_kg.5__141__AT2G02230.1
OG0004934	Sp3g06810.1	scaffold_300930.1
OG0004935	Sp1g40890.1	fgenesh2_kg.1__4531__AT1G55205.1
OG0004936	Sp7g21470.1	fgenesh2_kg.7__1947__AT4G23550.1
OG0004937	Sp2g24610.1	scaffold_802784.1
OG0004938	Sp2g12560.1, Sp1g13500.1	fgenesh2_kg.1__1665__AT1G15190.1
OG0004939	SpUn0968_0010.1	fgenesh2_kg.136__2__AT2G30410.1, fgenesh2_kg.4__1013__AT2G30410.1
OG0004940	Sp1g25000.1	scaffold_103220.1
OG0004941	Sp6g33770.1	fgenesh2_kg.6__909__AT4G32210.1
OG0004942	Sp4g27860.1	scaffold_403530.1
OG0004943	Sp5g35740.1	scaffold_203075.1
OG0004944	Sp4g27320.1	fgenesh2_kg.1__3979__AT1G48860.1, fgenesh2_kg.4__2723__AT2G45300.1
OG0004945	Sp4g16290.1, Sp7g27190.1	Al_scaffold_0007_1193, Al_scaffold_0007_1194
OG0004946	Sp6g27890.1	scaffold_601664.1
OG0004947	Sp6g25460.1	fgenesh2_kg.6__1910__AT5G18930.1
OG0004948	Sp2g20460.1	fgenesh1_pm.C_scaffold_6002201
OG0004949	Sp4g28720.1	scaffold_403638.1, scaffold_403640.1
OG0004950	Sp3g13810.1	fgenesh2_kg.3__1704__AT3G15540.1
OG0004951	Sp2g12010.1	fgenesh2_kg.8__73__AT5G47210.1
OG0004952	Sp5g23720.1	fgenesh2_kg.2__1118__AT1G68620.1
OG0004953	Sp6g19520.1	fgenesh2_kg.8__1695__AT5G57830.1
OG0004954	Sp6g16350.1	fgenesh2_kg.8__1332__AT5G54310.1
OG0004955	Sp5g33290.1	scaffold_202783.1
OG0004956	Sp4g10370.1	fgenesh2_kg.4__815__AT2G27550.1, fgenesh2_kg.5__2126__AT2G27550.1
OG0004957	SpUn1372_0010.1	fgenesh1_pm.C_scaffold_5001260
OG0004957	Sp4g20820.1	fgenesh1_pg.C_scaffold_4001974
OG0004958	Sp6g21650.1	fgenesh1_pm.C_scaffold_8001608
OG0004959	Sp3g18160.1	fgenesh2_kg.3__2237__AT3G20155.1
OG0004960	Sp6g38060.1	scaffold_600421.1
OG0004961	Sp1g05830.1	fgenesh2_kg.1__686__AT1G07110.1
OG0004962	Sp1g18600.1	fgenesh2_kg.1__2280__AT1G20900.1
OG0004963	Sp3g14060.1	fgenesh2_kg.3__1729__AT3G15720.1
OG0004964	Sp5g12500.1	scaffold_104787.1, scaffold_700750.1
OG0004966	Sp7g00080.1	fgenesh1_pm.C_scaffold_7002559
OG0004967	Sp6g15730.1	fgenesh2_kg.8__1251__AT5G53588.1
OG0004970	Sp3g21660.1, Sp3g21800.1, Sp3g21790.1	scaffold_302925.1
OG0004971	Sp5g14410.1	fgenesh2_kg.5__1104__AT3G47470.1
OG0004972	Sp4g22770.1	scaffold_402835.1
OG0004973	Sp5g08760.1	scaffold_502452.1
OG0004974	Sp7g33990.1	fgenesh2_kg.7__439__AT4G36250.1
OG0004975	Sp5g24890.1	fgenesh2_kg.2__1238__AT1G69780.1
OG0004976	Sp2g21890.1	fgenesh2_kg.6__2559__AT5G25752.1
OG0004977	Sp4g27250.1, SpUn0031_0070.1	scaffold_403461.1
OG0004978	Sp1g21950.1	fgenesh2_kg.1__2664__AT1G26830.1
OG0004979	Sp3g08360.1	scaffold_301151.1
OG0004980	Sp2g24450.1	fgenesh2_kg.8__2091__AT5G61220.1
OG0004982	Sp4g15850.1	scaffold_401926.1
OG0004983	Sp5g15390.1, Sp5g15380.1	Al_scaffold_0005_1406, Al_scaffold_0005_1409, Al_scaffold_0005_1408
OG0004984	Sp6g03830.1, Sp6g03840.1	fgenesh2_kg.6__3300__AT4G05160.1
OG0004985	Sp2g27820.1	fgenesh2_kg.8__2506__AT5G64750.1
OG0004986	Sp1g05130.1	scaffold_100630.1
OG0004987	Sp3g19650.1	fgenesh2_kg.3__2385__AT3G21630.1
OG0004988	Sp2g16950.1	fgenesh2_kg.5__571__AT3G27890.1
OG0004990	Sp6g23200.1	fgenesh2_kg.6__2179__AT5G21990.1
OG0004991	Sp4g28490.1	fgenesh1_pg.C_scaffold_4002793, fgenesh1_pg.C_scaffold_4002795, fgenesh1_pg.C_scaffold_4002797, fgenesh2_kg.4__2863__AT2G46490.1
OG0004992	Sp7g11010.1	fgenesh2_kg.9__5__AT4G13450.1
OG0004993	Sp5g10360.1	fgenesh2_kg.5__1540__AT3G51910.1
OG0004994	Sp1g19380.1	fgenesh1_pm.C_scaffold_1001854
OG0004995	Sp7g21940.1	Al_scaffold_0007_1752
OG0004996	Sp5g06100.1	fgenesh2_kg.5__2082__AT3G56490.1
OG0004997	Sp3g10140.1	fgenesh2_kg.3__1240__AT3G11930.2
OG0004998	Sp6g29650.1	fgenesh2_kg.6__1411__AT5G14370.1
OG0004999	Sp4g20800.1	fgenesh2_kg.4__1917__AT2G38470.1
OG0005001	Sp2g15100.1	scaffold_500466.1
OG0005002	Sp1g01190.1	fgenesh2_kg.1__125__AT1G01090.1
OG0005003	Sp7g35400.1	scaffold_700297.1
OG0005004	Sp1g08350.1	fgenesh2_kg.1__1031__AT1G09760.1
OG0005005	Sp1g24710.1	fgenesh2_kg.1__3017__AT1G28440.1
OG0005006	Sp4g25820.1	scaffold_403279.1
OG0005007	Sp4g29860.1	fgenesh2_kg.39__5__AT2G47940.1, fgenesh2_kg.4__3046__AT2G47940.2
OG0005008	Sp3g19030.1	fgenesh1_pg.C_scaffold_3002016
OG0005009	Sp6g38890.1	fgenesh2_kg.6__297__AT5G03840.1
OG0005010	Sp2g29360.1	scaffold_803378.1
OG0005011	Sp4g19290.1	fgenesh2_kg.4__1744__AT2G37010.1
OG0005012	Sp5g30670.1	fgenesh2_kg.2__1831__AT1G75540.1
OG0005013	Sp1g21130.1	Al_scaffold_0001_2487
OG0005015	Sp3g30830.1	fgenesh2_kg.3__3332__AT2G17480.1
OG0005017	Sp7g15950.1	fgenesh2_kg.7__2483__AT4G18170.1
OG0005018	Sp3g26870.1, Sp5g27120.1	fgenesh2_kg.2__1466__AT1G72050.2
OG0005019	Sp5g10850.1	fgenesh2_kg.5__1480__AT3G51370.1
OG0005020	Sp6g04940.1	fgenesh2_kg.6__3192__AT4G12570.1
OG0005021	Sp2g17910.1	scaffold_500937.1
OG0005022	Sp6g13500.1	fgenesh2_kg.2__775__AT5G51300.3, fgenesh2_kg.8__1018__AT5G51300.2
OG0005023	Sp3g08870.1	fgenesh2_kg.3__1094__AT3G10572.1, Al_scaffold_0003_3272
OG0005024	Sp3g19480.1, Sp3g19490.1	fgenesh2_kg.3__2366__AT3G21460.1
OG0005025	Sp3g10920.1	fgenesh1_pg.C_scaffold_3001152
OG0005026	Sp6g23760.1	fgenesh2_kg.6__2112__AT5G20720.2
OG0005027	Sp6g22440.1	fgenesh2_kg.6__2284__AT5G22950.1
OG0005028	Sp7g28760.1	scaffold_701125.1
OG0005029	Sp3g23160.1	scaffold_303205.1
OG0005030	Sp6g20900.1	fgenesh2_kg.8__1864__AT5G59080.1
OG0005031	Sp5g19240.1	fgenesh2_kg.8__2071__AT5G61020.1
OG0005032	Sp3g05960.1	Al_scaffold_0001_1061, scaffold_300825.1
OG0005033	Sp2g25020.1	fgenesh2_kg.8__2167__AT5G61820.1
OG0005034	Sp5g10700.1	fgenesh2_kg.5__1499__AT3G51550.1
OG0005035	Sp4g19230.1	fgenesh2_kg.4__1736__AT2G36950.1
OG0005036	Sp3g18690.1	fgenesh2_kg.3__2293__AT3G20650.2
OG0005037	Sp3g20840.1	fgenesh1_pm.C_scaffold_3002054
OG0005040	Sp3g05620.1	fgenesh2_kg.3__679__AT3G66656.1
OG0005041	Sp6g07450.1	fgenesh2_kg.6__2987__AT4G10080.1
OG0005042	Sp4g23680.1	scaffold_402958.1
OG0005043	Sp7g12320.1	fgenesh2_kg.7__2912__AT4G14301.1
OG0005044	Sp1g05800.1	fgenesh2_kg.1__684__AT1G07080.1
OG0005045	Sp4g15690.1	fgenesh2_kg.4__1339__AT2G33380.1
OG0005046	Sp5g06690.1	fgenesh2_kg.5__2012__AT3G55790.1
OG0005046	Sp1g07770.1	fgenesh2_kg.1__959__AT1G09176.1
OG0005047	Sp6g20650.1	fgenesh2_kg.3__2690__AT5G58950.1, fgenesh2_kg.8__1834__AT5G58950.1, scaffold_13900005.1
OG0005048	Sp5g05000.1	fgenesh2_kg.5__2202__AT3G57610.1
OG0005049	Sp7g13330.1	fgenesh2_kg.7__2811__AT4G15093.1
OG0005050	Sp2g11700.1	scaffold_800132.1
OG0005051	Sp6g26450.1	fgenesh2_kg.6__1780__AT5G17800.1
OG0005052	Sp2g16870.1	fgenesh1_pm.C_scaffold_5000445
OG0005053	Sp6g15550.1	fgenesh2_kg.8__1230__AT5G53420.1
OG0005054	Sp1g02750.1	fgenesh1_pm.C_scaffold_1000259, scaffold_301037.1
OG0005055	Sp7g30860.1	scaffold_700851.1
OG0005056	Sp6g22870.1	fgenesh2_kg.6__2228__AT5G22380.1
OG0005057	Sp1g39470.1	Al_scaffold_0001_4721
OG0005058	Sp4g27520.1	scaffold_403495.1
OG0005059	Sp6g31170.1, Sp6g33740.1	fgenesh2_kg.6__914__AT5G09640.1
OG0005060	Sp3g07050.1	fgenesh2_kg.3__862__AT3G08600.1
OG0005061	Sp5g11550.1	fgenesh2_kg.5__1406__AT3G50670.1
OG0005062	Sp6g34380.1	fgenesh2_kg.6__825__AT5G08520.1
OG0005063	Sp5g29770.1	fgenesh2_kg.2__1732__AT1G74650.1
OG0005064	Sp1g29580.1	fgenesh2_kg.1__3543__AT1G34355.1
OG0005065	Sp2g16220.1	fgenesh2_kg.5__485__AT3G27090.1
OG0005066	Sp2g13150.1	fgenesh2_kg.5__77__AT2G01690.2
OG0005067	Sp2g30790.1	scaffold_300434.1, fgenesh2_kg.3__393__AT3G04320.1
OG0005068	Sp2g25650.1	fgenesh2_kg.8__2239__AT5G62470.1
OG0005069	Sp2g17530.1	fgenesh2_kg.5__652__AT3G28910.1
OG0005070	Sp3g21080.1	fgenesh2_kg.3__2556__AT3G23410.1
OG0005071	Sp2g30050.1	fgenesh2_kg.8__2754__AT5G66650.1
OG0005072	Sp7g36120.1	fgenesh2_kg.7__195__AT4G39780.1
OG0005073	Sp1g41910.1	fgenesh2_kg.1__4656__AT1G54370.1
