Orthogroup	Thellungiella_parvula	Boechera_stricta
OG0005895	Sp7g00460.1	Bostr.7200s0185.1.p
OG0005896	Sp7g35950.1	Bostr.25542s0184.1.p
OG0005897	Sp4g22800.1	Bostr.23794s0014.1.p
OG0005898	Sp2g29100.1	Bostr.0568s0181.1.p
OG0005899	Sp5g11000.1	Bostr.6864s0125.1.p
OG0005900	SpUn0632_0010.1	Bostr.4485s0010.1.p
OG0005901	Sp7g17670.1	Bostr.30275s0374.1.p
OG0005902	Sp1g41520.1	Bostr.11258s0001.1.p, Bostr.7128s0028.1.p
OG0005903	Sp1g25660.1	Bostr.15697s0272.1.p
OG0005904	Sp1g11090.1	Bostr.13404s0004.1.p
OG0005905	Sp5g17210.1	Bostr.0556s0714.1.p
OG0005907	Sp2g08400.1	Bostr.3148s0113.1.p
OG0005908	Sp5g27670.1	Bostr.10273s0091.1.p
OG0005909	Sp1g13220.1	Bostr.0124s0181.1.p
OG0005911	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1	Bostr.12659s0020.1.p
OG0005912	Sp4g29520.1	Bostr.13208s0058.1.p
OG0005913	Sp6g15200.1	Bostr.26833s0977.1.p
OG0005915	Sp6g28100.1	Bostr.2902s0339.1.p
OG0005916	Sp1g19010.1	Bostr.25570s0027.1.p
OG0005917	Sp3g04540.1	Bostr.2570s0110.1.p
OG0005918	Sp6g05920.1	Bostr.25463s0172.1.p
OG0005919	Sp5g24680.1	Bostr.19424s0855.1.p, Bostr.0556s0455.1.p
OG0005921	Sp5g18090.1, Sp2g29410.1	Bostr.0568s0148.1.p
OG0005922	Sp7g14290.1	Bostr.30275s0019.1.p
OG0005923	Sp6g31830.1	Bostr.20055s0054.1.p
OG0005924	Sp3g14840.1	Bostr.28625s0039.1.p
OG0005925	Sp6g39310.1	Bostr.2128s0110.1.p
OG0005926	Sp6g32840.1	Bostr.13175s0040.1.p
OG0005927	Sp6g02660.1	Bostr.6192s0013.1.p
OG0005928	Sp7g36460.1	Bostr.25542s0129.1.p
OG0005929	Sp7g19200.1	Bostr.10689s0061.1.p
OG0005930	Sp5g23390.1	Bostr.26959s0061.1.p
OG0005931	Sp5g13810.1	Bostr.18473s0127.1.p
OG0005932	Sp2g14670.1	Bostr.0556s0202.1.p
OG0005933	Sp3g26360.1	Bostr.22685s0004.1.p
OG0005934	Sp1g11410.1	Bostr.13671s0167.1.p
OG0005935	Sp5g33430.1	Bostr.20129s0266.1.p
OG0005938	Sp3g06480.1	Bostr.22252s0274.1.p
OG0005939	Sp2g08050.1	Bostr.3148s0149.1.p
OG0005940	Sp6g13460.1	Bostr.15774s0268.1.p
OG0005941	Sp3g21040.1	Bostr.19424s0300.1.p
OG0005942	Sp4g14690.1	Bostr.11488s0004.1.p
OG0005943	Sp4g18150.1	Bostr.23794s0506.1.p
OG0005944	Sp6g12880.1	Bostr.15774s0216.1.p
OG0005945	Sp6g13400.1	Bostr.15774s0262.1.p, Bostr.15774s0261.1.p
OG0005946	Sp6g00620.1	Bostr.10064s0047.1.p
OG0005948	Sp4g16230.1	Bostr.23794s0711.1.p
OG0005949	Sp1g10510.1	Bostr.13671s0271.1.p
OG0005950	Sp4g13640.1	Bostr.24513s0110.1.p
OG0005951	SpUn0024_0100.1, Sp1g04040.1	Bostr.25219s0451.1.p
OG0005952	Sp7g22360.1	Bostr.7867s0246.1.p
OG0005953	Sp6g25430.1	Bostr.26527s0315.1.p
OG0005953	Sp3g05170.1	Bostr.2570s0035.1.p
OG0005954	Sp7g28820.1	Bostr.7867s0952.1.p
OG0005955	Sp6g39810.1	Bostr.2128s0159.1.p
OG0005956	Sp6g21490.1	Bostr.26833s0255.1.p
OG0005957	Sp6g22790.1	Bostr.26527s0032.1.p
OG0005958	Sp1g01950.1	Bostr.4824s0069.1.p
OG0005959	Sp3g20880.1	Bostr.19424s0320.1.p
OG0005960	Sp1g02710.1	Bostr.26675s0394.1.p
OG0005961	Sp2g14510.1	Bostr.10689s0140.1.p, Bostr.25219s0154.1.p
OG0005962	Sp6g18110.1	Bostr.26833s0637.1.p
OG0005963	Sp3g01210.1	Bostr.1460s0129.1.p
OG0005964	Sp5g11350.1	Bostr.6864s0159.1.p
OG0005965	Sp6g34800.1	Bostr.13129s0149.1.p
OG0005966	Sp1g40750.1	Bostr.7128s0048.1.p, Bostr.12722s0006.1.p
OG0005967	Sp1g10370.1	Bostr.13671s0288.1.p
OG0005968	Sp6g40030.1	Bostr.6251s0025.1.p
OG0005969	Sp6g23820.1	Bostr.26527s0138.1.p
OG0005970	Sp4g12500.1	Bostr.29246s0025.1.p
OG0005971	Sp7g37460.1	Bostr.25542s0017.1.p
OG0005972	Sp7g28830.1	Bostr.7867s0953.1.p
OG0005973	Sp2g01480.1	Bostr.13671s0185.1.p, Bostr.22157s0009.1.p
OG0005974	Sp6g39570.1	Bostr.2128s0141.1.p
OG0005976	Sp7g31450.1	Bostr.7867s1221.1.p
OG0005977	Sp5g25320.1	Bostr.25463s0089.1.p
OG0005978	Sp2g24590.1	Bostr.26833s0102.1.p
OG0005979	Sp3g21580.1	Bostr.19424s0249.1.p
OG0005980	Sp6g29580.1	Bostr.2902s0181.1.p
OG0005981	Sp4g19180.1	Bostr.23794s0404.1.p
OG0005982	Sp6g23160.1	Bostr.26527s0073.1.p
OG0005983	Sp7g25780.1, Sp6g15210.1	Bostr.26833s0976.1.p
OG0005984	Sp6g23100.1	Bostr.26527s0066.1.p
OG0005985	Sp4g19780.1	Bostr.23794s0341.1.p
OG0005986	Sp6g31870.1	Bostr.20055s0064.1.p
OG0005987	Sp6g21150.1	Bostr.26833s0298.1.p
OG0005988	Sp5g07800.1	Bostr.0697s0078.1.p
OG0005989	Sp2g28410.1	Bostr.0568s0258.1.p
OG0005990	Sp5g30620.1	Bostr.3288s0201.1.p
OG0005991	Sp6g18090.1	Bostr.26833s0639.1.p
OG0005992	Sp4g27380.1	Bostr.25993s0241.1.p
OG0005993	Sp2g23750.1	Bostr.10199s0131.1.p
OG0005994	Sp7g10990.1	Bostr.2021s0100.1.p
OG0005995	Sp3g03320.1	Bostr.2570s0260.1.p
OG0005996	Sp5g12330.1	Bostr.6864s0266.1.p
OG0005997	Sp7g16660.1	Bostr.30275s0207.1.p
OG0005998	Sp7g05780.1, Sp3g21530.1	Bostr.14419s0038.1.p
OG0005999	Sp2g28500.1	Bostr.0568s0246.1.p
OG0006000	Sp7g36450.1	Bostr.25542s0130.1.p
OG0006001	Sp1g03520.1	Bostr.25219s0504.1.p
OG0006002	Sp5g06210.1	Bostr.20505s0123.1.p
OG0006003	Sp1g40480.1, Sp1g40470.1	Bostr.7128s0079.1.p
OG0006004	Sp6g39040.1	Bostr.2128s0082.1.p
OG0006005	Sp7g06640.1	Bostr.29044s0055.1.p
OG0006006	Sp3g00380.1	Bostr.1460s0044.1.p
OG0006007	Sp4g16550.1	Bostr.23794s0682.1.p
OG0006008	Sp2g24290.1	Bostr.26833s0137.1.p
OG0006009	Sp6g28030.1	Bostr.2902s0347.1.p
OG0006010	Sp3g10620.1	Bostr.3640s0021.1.p
OG0006011	Sp6g39910.1	Bostr.17463s0002.1.p, Bostr.2128s0147.1.p
OG0006012	Sp6g17790.1	Bostr.26833s0667.1.p
OG0006013	Sp1g15200.1	Bostr.7128s0316.1.p
OG0006014	Sp5g06570.1	Bostr.23794s0046.1.p, Bostr.20505s0160.1.p
OG0006015	Sp6g07690.1	Bostr.25463s0337.1.p
OG0006017	Sp6g36740.1	Bostr.13129s0358.1.p
OG0006019	Sp7g32280.1	Bostr.7867s1308.1.p
OG0006020	Sp1g08870.1	Bostr.13671s0463.1.p
OG0006021	Sp1g14130.1	Bostr.7128s0202.1.p
OG0006022	Sp7g22400.1	Bostr.15697s0310.1.p, Bostr.7867s0251.1.p
OG0006023	Sp6g19890.1	Bostr.26833s0429.1.p
OG0006024	Sp2g28210.1	Bostr.0568s0279.1.p
OG0006025	Sp2g26100.1	Bostr.0568s0514.1.p
OG0006026	Sp1g07450.1	Bostr.25219s0065.1.p
OG0006027	Sp7g22110.1	Bostr.7867s0220.1.p
OG0006028	Sp6g30460.1	Bostr.2902s0091.1.p
OG0006029	Sp5g10180.1	Bostr.6864s0035.1.p
OG0006030	Sp1g37650.1	Bostr.26675s0095.1.p, Bostr.26675s0092.1.p, Bostr.16335s0047.1.p
OG0006031	Sp1g39770.1	Bostr.0124s0112.1.p
OG0006032	Sp3g10400.1	Bostr.19424s1156.1.p
OG0006033	Sp1g35020.1	Bostr.15654s0028.1.p
OG0006034	Sp3g12280.1	Bostr.7816s0001.1.p
OG0006035	SpUn0118_0020.1, Sp4g09740.1, SpUn0012_0090.1, SpUn0118_0010.1	Bostr.29505s0040.1.p
OG0006037	Sp6g19050.1	Bostr.26833s0524.1.p
OG0006038	Sp3g31670.1	Bostr.18351s0295.1.p
OG0006039	Sp3g17950.1	Bostr.19424s0669.1.p
OG0006040	Sp5g25120.1, Sp7g01420.1	Bostr.25993s0285.1.p
OG0006041	Sp7g17160.1	Bostr.30275s0157.1.p
OG0006042	Sp1g36840.1, SpUn0137_0040.1	Bostr.26675s0166.1.p
OG0006043	Sp1g15340.1	Bostr.7128s0331.1.p
OG0006044	Sp5g32420.1	Bostr.20129s0159.1.p
OG0006045	Sp4g11180.1	Bostr.27991s0086.1.p
OG0006047	Sp1g09540.1	Bostr.13671s0387.1.p
OG0006048	Sp6g13020.1	Bostr.15774s0228.1.p
OG0006049	Sp4g29660.1	Bostr.13208s0045.1.p
OG0006050	Sp5g12930.1	Bostr.18473s0036.1.p
OG0006051	Sp7g15320.1	Bostr.30275s0127.1.p
OG0006052	Sp6g33390.1	Bostr.13175s0100.1.p
OG0006053	Sp5g05680.1	Bostr.20505s0062.1.p
OG0006054	Sp3g11030.1	Bostr.3640s0062.1.p
OG0006055	Sp1g27880.1	Bostr.3359s0135.1.p
OG0006056	Sp1g11990.1	Bostr.15654s0043.1.p
OG0006057	Sp2g16050.1	Bostr.0556s0364.1.p
OG0006058	Sp4g28000.1	Bostr.25993s0175.1.p
OG0006060	Sp1g21260.1	Bostr.12659s0236.1.p
OG0006061	Sp3g11380.1	Bostr.3640s0098.1.p
OG0006063	Sp6g29980.1	Bostr.2902s0138.1.p
OG0006064	Sp6g05870.1	Bostr.25463s0166.1.p
OG0006065	Sp5g30800.1	Bostr.20129s0003.1.p, Bostr.23378s0003.1.p
OG0006066	Sp2g04640.1	Bostr.10040s0228.1.p
OG0006068	Sp3g06600.1	Bostr.22252s0261.1.p
OG0006069	Sp6g35430.1	Bostr.13129s0221.1.p
OG0006070	Sp6g33150.1	Bostr.13175s0070.1.p
OG0006071	Sp6g24400.1	Bostr.26527s0202.1.p
OG0006072	Sp3g19280.1	Bostr.19424s0530.1.p
OG0006073	Sp3g30450.1	Bostr.18351s0172.1.p
OG0006075	Sp3g34050.1	Bostr.7867s0655.1.p
OG0006076	Sp2g26140.1	Bostr.0568s0509.1.p
OG0006077	Sp7g31000.1	Bostr.13389s0001.1.p
OG0006078	Sp6g36590.1	Bostr.13129s0345.1.p
OG0006079	Sp5g11450.1	Bostr.6864s0170.1.p
OG0006080	Sp4g00110.1	Bostr.5022s0162.1.p, Bostr.3279s0016.1.p
OG0006081	Sp7g22810.1	Bostr.7867s0288.1.p
OG0006082	Sp6g16730.1	Bostr.26833s0787.1.p
OG0006083	Sp3g16470.1	Bostr.19424s0827.1.p
OG0006085	SpUn0149_0010.1, SpUn0173_0010.1	Bostr.26959s0203.1.p
OG0006086	Sp5g32880.1	Bostr.20129s0208.1.p
OG0006087	Sp4g18640.1	Bostr.23794s0456.1.p
OG0006088	Sp6g20190.1	Bostr.26833s0402.1.p
OG0006089	Sp7g18300.1	Bostr.30275s0450.1.p
OG0006090	Sp7g21330.1	Bostr.12948s0001.1.p
OG0006091	Sp3g16920.1	Bostr.19424s0776.1.p
OG0006092	Sp7g18120.1	Bostr.10040s0344.1.p, Bostr.30275s0435.1.p
OG0006093	Sp4g20410.1	Bostr.23794s0264.1.p
OG0006094	Sp3g01860.1	Bostr.1460s0202.1.p
OG0006095	Sp6g33380.1	Bostr.13175s0099.1.p
OG0006096	Sp3g15120.1	Bostr.28625s0006.1.p
OG0006097	Sp5g02170.1	Bostr.13158s0113.1.p
OG0006098	Sp4g16510.1	Bostr.23794s0686.1.p
OG0006099	Sp3g19740.1	Bostr.19424s0472.1.p
OG0006100	Sp2g28560.1	Bostr.0568s0240.1.p
OG0006101	Sp1g26770.1	Bostr.15697s0396.1.p
OG0006102	Sp1g01650.1	Bostr.4824s0034.1.p
OG0006103	Sp7g35060.1	Bostr.7867s1599.1.p
OG0006104	Sp5g31900.1	Bostr.20129s0113.1.p
OG0006106	Sp5g10590.1	Bostr.6864s0079.1.p
OG0006108	Sp7g29020.1	Bostr.7867s0972.1.p
OG0006109	Sp2g22650.1	Bostr.5763s0039.1.p
OG0006111	Sp7g28870.1	Bostr.7867s0957.1.p
OG0006112	Sp7g22820.1	Bostr.7867s0289.1.p
OG0006113	Sp5g02420.1	Bostr.13158s0082.1.p
OG0006115	Sp6g10670.1, Sp6g10680.1	Bostr.23172s0001.1.p
OG0006116	Sp5g05150.1	Bostr.20505s0001.1.p
OG0006117	Sp3g10020.1	Bostr.19424s1112.1.p
OG0006118	Sp1g25910.1	Bostr.15697s0299.1.p
OG0006119	Sp2g04990.1	Bostr.10040s0289.1.p
OG0006120	Sp1g23030.1	Bostr.15697s0009.1.p
OG0006121	Sp1g13380.1	Bostr.0506s0001.1.p
OG0006122	Sp6g05310.1	Bostr.25463s0087.1.p
OG0006123	Sp7g12880.1	Bostr.5150s0001.1.p
OG0006124	Sp2g03550.1	Bostr.26675s0189.1.p
OG0006125	Sp3g05260.1	Bostr.2570s0025.1.p
OG0006126	Sp3g16330.1	Bostr.19424s0845.1.p
OG0006127	Sp2g29450.1	Bostr.0568s0144.1.p
OG0006128	Sp4g02600.1, Sp4g02620.1	Bostr.27895s0126.1.p
OG0006130	Sp1g14700.1	Bostr.7128s0261.1.p
OG0006132	Sp6g07090.1	Bostr.25463s0284.1.p
OG0006133	Sp5g31820.1	Bostr.20129s0106.1.p
OG0006134	Sp1g06210.1	Bostr.13944s0002.1.p, Bostr.13944s0001.1.p
OG0006135	Sp6g16640.1	Bostr.26833s0797.1.p
OG0006136	Sp6g35240.1	Bostr.13129s0202.1.p, Bostr.20524s0001.1.p
OG0006137	Sp6g23550.1	Bostr.26527s0112.1.p
OG0006138	Sp3g02940.1	Bostr.2570s0312.1.p
OG0006139	Sp3g22680.1	Bostr.0561s0001.1.p
OG0006140	Sp2g02210.1	Bostr.22157s0098.1.p
OG0006141	Sp7g31120.1	Bostr.7867s1188.1.p
OG0006142	Sp5g05320.1	Bostr.20505s0017.1.p
OG0006143	Sp1g11540.1	Bostr.13671s0153.1.p
OG0006144	Sp6g20670.1	Bostr.26833s0349.1.p, Bostr.5763s0046.1.p
OG0006145	Sp7g04620.1	Bostr.9638s0072.1.p
OG0006146	Sp6g27600.1	Bostr.2902s0392.1.p
OG0006147	Sp2g04860.1	Bostr.10040s0275.1.p, Bostr.10040s0280.1.p
OG0006148	Sp7g00930.1, Sp7g00920.1, Sp1g12150.1	Bostr.13671s0074.1.p
OG0006149	Sp6g37570.1	Bostr.13129s0439.1.p
OG0006150	SpUn0835_0010.1, SpUn0467_0010.1	Bostr.30275s0326.1.p
OG0006151	Sp5g02220.1	Bostr.13158s0106.1.p
OG0006152	Sp4g12430.1	Bostr.29246s0036.1.p, Bostr.29246s0035.1.p
OG0006153	Sp5g30530.1	Bostr.3288s0189.1.p
OG0006154	Sp3g11040.1	Bostr.3640s0063.1.p
OG0006157	Sp3g22710.1	Bostr.19424s0122.1.p
OG0006159	Sp2g26920.1	Bostr.0568s0421.1.p
OG0006160	Sp7g15590.1	Bostr.30275s0318.1.p
OG0006161	Sp6g35860.1	Bostr.13129s0267.1.p
OG0006162	Sp5g27010.1	Bostr.10273s0159.1.p
OG0006163	Sp6g30350.1	Bostr.2902s0101.1.p
OG0006164	Sp5g08100.1	Bostr.0697s0041.1.p
OG0006165	Sp7g34960.1	Bostr.7867s1589.1.p
OG0006166	Sp3g09320.1	Bostr.19424s1029.1.p
OG0006167	Sp7g23070.1, Sp6g13170.1	Bostr.15774s0243.1.p, Bostr.20129s0544.1.p
OG0006169	Sp6g27000.1	Bostr.2618s0058.1.p
OG0006170	Sp6g24610.1	Bostr.26527s0221.1.p
OG0006171	Sp7g22910.1	Bostr.7867s0296.1.p
OG0006172	Sp1g17200.1	Bostr.7128s0534.1.p
OG0006173	Sp3g33510.1	Bostr.7903s0141.1.p
OG0006174	Sp3g13590.1	Bostr.28625s0202.1.p
OG0006175	Sp1g37370.1	Bostr.26675s0122.1.p
OG0006176	Sp2g18630.1	Bostr.13083s0063.1.p
OG0006177	Sp1g13790.1	Bostr.7128s0158.1.p
OG0006178	Sp1g08620.1	Bostr.13671s0489.1.p
OG0006179	Sp4g21010.1	Bostr.23794s0205.1.p
OG0006180	Sp6g23230.1	Bostr.26527s0082.1.p
OG0006181	Sp2g25480.1	Bostr.26833s0004.1.p
OG0006182	Sp7g11630.1	Bostr.9017s0026.1.p
OG0006183	Sp1g22060.1	Bostr.18473s0175.1.p, Bostr.12659s0325.1.p
OG0006184	SpUn0377_0010.1	Bostr.13129s0504.1.p
OG0006186	Sp1g06310.1, Sp4g11730.1	Bostr.27991s0028.1.p
OG0006188	Sp6g14430.1	Bostr.3877s0055.1.p, Bostr.7305s0050.1.p
OG0006191	Sp6g29170.1	Bostr.2902s0169.1.p
OG0006192	Sp2g16270.1	Bostr.0556s0392.1.p
OG0006193	Sp6g40330.1	Bostr.6251s0061.1.p
OG0006194	Sp6g15070.1	Bostr.7305s0079.1.p
OG0006195	Sp5g23700.1	Bostr.26959s0030.1.p
OG0006196	Sp7g16290.1	Bostr.30275s0246.1.p
OG0006197	Sp5g23370.1	Bostr.26959s0063.1.p
OG0006198	Sp3g21850.1	Bostr.19424s0216.1.p
OG0006199	Sp5g27380.1	Bostr.10273s0121.1.p
OG0006200	Sp1g36430.1	Bostr.26675s0216.1.p
OG0006201	Sp6g19730.1	Bostr.26833s0444.1.p
OG0006202	Sp6g23210.1	Bostr.26527s0080.1.p
OG0006203	Sp7g33120.1	Bostr.7867s1394.1.p
OG0006204	Sp4g25300.1	Bostr.26833s0341.1.p, Bostr.26833s0343.1.p, Bostr.25993s0458.1.p
OG0006205	Sp6g17810.1	Bostr.26833s0665.1.p
OG0006206	Sp6g06690.1	Bostr.10199s0055.1.p
OG0006207	Sp6g01360.1	Bostr.7365s0014.1.p
OG0006208	Sp5g02840.1, SpUn0080_0020.1	Bostr.13158s0029.1.p
OG0006209	Sp5g05640.1	Bostr.20505s0058.1.p
OG0006210	Sp7g15265.1	Bostr.30275s0123.1.p
OG0006211	Sp2g24220.1	Bostr.26833s0146.1.p
OG0006212	Sp5g11590.1	Bostr.6864s0184.1.p
OG0006213	Sp3g13310.1	Bostr.28625s0173.1.p, Bostr.28625s0170.1.p
OG0006214	Sp3g09290.1	Bostr.19424s1023.1.p
OG0006215	Sp6g06670.1, Sp1g28090.1	Bostr.15774s0101.1.p
OG0006216	Sp4g13080.1	Bostr.24513s0183.1.p
OG0006217	Sp2g12950.1	Bostr.7903s0027.1.p
OG0006218	Sp4g28140.1	Bostr.25993s0162.1.p
OG0006219	Sp2g09820.1	Bostr.29514s0005.1.p
OG0006220	Sp5g24430.1	Bostr.10273s0431.1.p
OG0006221	Sp5g32860.1	Bostr.20129s0206.1.p
OG0006222	Sp1g39180.1	Bostr.0124s0052.1.p
OG0006223	Sp3g10955.1, Sp3g10960.1	Bostr.3640s0055.1.p
OG0006224	Sp7g08760.1	Bostr.6251s0032.1.p
OG0006225	Sp1g28510.1	Bostr.3359s0121.1.p
OG0006226	Sp1g07170.1	Bostr.25219s0093.1.p
OG0006227	Sp6g16550.1	Bostr.26833s0813.1.p, Bostr.8169s0002.1.p
OG0006228	Sp5g27570.1	Bostr.10273s0101.1.p
OG0006230	Sp2g08780.1	Bostr.3148s0064.1.p
OG0006231	Sp2g09880.1	Bostr.5342s0018.1.p
OG0006232	Sp3g09430.1	Bostr.19424s1047.1.p
OG0006233	Sp6g39240.1	Bostr.2128s0103.1.p
OG0006234	Sp7g12860.1	Bostr.0597s0092.1.p
OG0006236	Sp1g13150.1	Bostr.0124s0189.1.p
OG0006237	Sp6g24220.1	Bostr.26527s0180.1.p
OG0006238	Sp5g01640.1	Bostr.13158s0177.1.p
OG0006239	Sp2g00950.1	Bostr.29223s0193.1.p
OG0006240	Sp2g07940.1	Bostr.3148s0160.1.p
OG0006241	SpUn0010_0070.1, Sp7g00590.1	Bostr.7200s0149.1.p
OG0006242	Sp1g18890.1	Bostr.25570s0008.1.p
OG0006243	Sp2g27090.1	Bostr.0568s0402.1.p
OG0006244	Sp1g38080.1	Bostr.26675s0055.1.p
OG0006245	Sp3g19720.1	Bostr.19424s0475.1.p
OG0006246	Sp2g22020.1	Bostr.29827s0257.1.p
OG0006247	SpUn0033_0020.1, Sp1g15530.1	Bostr.7128s0349.1.p
OG0006248	Sp7g33030.1	Bostr.26833s0176.1.p
OG0006249	Sp1g26600.1	Bostr.15697s0370.1.p
OG0006250	Sp2g29480.1	Bostr.0568s0141.1.p
OG0006251	Sp6g31370.1, Sp6g31380.1	Bostr.20055s0003.1.p
OG0006252	Sp5g33950.1	Bostr.7128s0282.1.p, Bostr.20129s0327.1.p
OG0006253	Sp5g20150.1	Bostr.26959s0376.1.p, Bostr.0568s0323.1.p, Bostr.25463s0377.1.p
OG0006254	Sp5g00900.1	Bostr.13158s0260.1.p
OG0006255	Sp5g12980.1	Bostr.18473s0046.1.p
OG0006256	Sp1g11860.1	Bostr.13671s0110.1.p
OG0006257	Sp3g14350.1	Bostr.28625s0091.1.p
OG0006258	Sp3g33030.1	Bostr.18351s0426.1.p
OG0006259	Sp4g05870.1	Bostr.26326s0053.1.p
OG0006260	Sp5g31030.1	Bostr.20129s0027.1.p
OG0006261	Sp3g03180.1	Bostr.2570s0277.1.p
OG0006262	Sp3g10520.1	Bostr.3640s0007.1.p
OG0006263	Sp1g26590.1	Bostr.15697s0369.1.p
OG0006264	Sp4g05700.1	Bostr.26326s0065.1.p
OG0006265	Sp7g33580.1	Bostr.7867s1444.1.p
OG0006266	Sp5g35170.1	Bostr.20129s0454.1.p
OG0006267	Sp6g05630.1	Bostr.25463s0141.1.p
OG0006268	Sp6g31670.1	Bostr.20055s0034.1.p, Bostr.20055s0035.1.p
OG0006269	Sp2g16820.1	Bostr.0556s0450.1.p
OG0006270	Sp6g34850.1	Bostr.13129s0154.1.p
OG0006271	Sp1g19030.1	Bostr.25570s0028.1.p
OG0006272	Sp1g38000.1	Bostr.26675s0064.1.p, Bostr.26675s0063.1.p
OG0006273	Sp6g24210.1	Bostr.26527s0179.1.p
OG0006274	Sp3g12430.1	Bostr.28625s0287.1.p
OG0006275	Sp1g19000.1	Bostr.25570s0025.1.p
OG0006276	Sp5g07700.1	Bostr.0697s0089.1.p
OG0006277	Sp1g15060.1	Bostr.7128s0300.1.p
OG0006278	Sp1g16750.1	Bostr.7128s0484.1.p
OG0006279	Sp6g22380.1	Bostr.26833s0159.1.p
OG0006280	Sp6g18510.1	Bostr.26833s0585.1.p
OG0006281	Sp7g33270.1	Bostr.7867s1407.1.p
OG0006282	Sp1g38280.1	Bostr.26675s0034.1.p
OG0006283	Sp1g12180.1	Bostr.13671s0078.1.p
OG0006284	Sp5g27240.1	Bostr.10273s0138.1.p
OG0006285	Sp7g37630.1	Bostr.7522s0002.1.p, Bostr.20129s0542.1.p, Bostr.7522s0001.1.p
OG0006286	Sp3g28970.1	Bostr.18351s0048.1.p
OG0006287	Sp3g16170.1	Bostr.19424s0865.1.p
OG0006288	Sp2g26000.1	Bostr.0568s0525.1.p
OG0006289	Sp3g06010.1, Sp2g19220.1	Bostr.22252s0327.1.p
OG0006290	Sp7g28730.1	Bostr.7867s0942.1.p
OG0006291	Sp1g07310.1	Bostr.25219s0079.1.p
OG0006292	Sp5g05450.1	Bostr.20505s0033.1.p
OG0006293	Sp6g38420.1	Bostr.2128s0016.1.p
OG0006294	Sp2g20050.1	Bostr.25517s0001.1.p
OG0006295	Sp6g27280.1	Bostr.2618s0025.1.p
OG0006296	Sp5g17250.1	Bostr.0556s0707.1.p, Bostr.26675s0211.1.p
OG0006297	Sp7g16100.1	Bostr.30275s0270.1.p
OG0006298	Sp3g21310.1	Bostr.19424s0279.1.p
OG0006299	Sp1g17650.1	Bostr.7128s0585.1.p
OG0006300	Sp7g17470.1	Bostr.30275s0352.1.p
OG0006301	Sp2g21920.1	Bostr.29827s0248.1.p
OG0006302	Sp4g26130.1	Bostr.25993s0366.1.p
OG0006303	Sp5g06520.1	Bostr.20505s0152.1.p
OG0006304	Sp6g19330.1	Bostr.26833s0493.1.p
OG0006305	Sp4g02450.1	Bostr.27895s0141.1.p
OG0006306	Sp4g10620.1	Bostr.3359s0093.1.p, Bostr.27991s0150.1.p, Bostr.0697s0075.1.p
OG0006307	Sp2g24550.1	Bostr.26833s0106.1.p
OG0006308	Sp4g29040.1	Bostr.25993s0061.1.p
OG0006309	Sp6g14320.1	Bostr.15774s0353.1.p
OG0006310	Sp1g25120.1	Bostr.15697s0215.1.p
OG0006311	Sp2g21930.1, Sp6g32130.1	Bostr.20055s0091.1.p
OG0006312	Sp6g40350.1	Bostr.13671s0225.1.p, Bostr.6251s0064.1.p
OG0006313	Sp6g31620.1	Bostr.20055s0029.1.p
OG0006314	Sp2g26440.1	Bostr.0568s0475.1.p
OG0006317	Sp1g15780.1, Sp4g05220.1	Bostr.7128s0377.1.p
OG0006318	Sp5g01020.1	Bostr.13158s0245.1.p
OG0006319	Sp1g17950.1	Bostr.7128s0620.1.p
OG0006320	Sp4g25550.1	Bostr.25993s0434.1.p
OG0006321	Sp3g21540.1	Bostr.19424s0255.1.p
OG0006322	Sp4g26060.1	Bostr.25993s0373.1.p
OG0006323	Sp7g34610.1	Bostr.7867s1551.1.p
OG0006324	Sp1g23830.1	Bostr.15697s0085.1.p
OG0006325	Sp3g12230.1	Bostr.28625s0306.1.p
OG0006326	Sp1g14730.1	Bostr.7128s0264.1.p
OG0006327	Sp5g07950.1	Bostr.0697s0058.1.p
OG0006328	Sp4g18340.1, Sp6g28780.1	Bostr.2902s0265.1.p
OG0006329	Sp3g08530.1	Bostr.22252s0037.1.p
OG0006330	Sp2g12580.1	Bostr.7903s0058.1.p
OG0006331	Sp4g22470.1	Bostr.23794s0045.1.p
OG0006332	Sp7g30730.1	Bostr.7867s1147.1.p
OG0006333	Sp6g29800.1	Bostr.2902s0159.1.p
OG0006335	Sp1g11770.1	Bostr.13671s0120.1.p
OG0006336	SpUn0078_0010.1, SpUn0134_0020.1, SpUn0057_0010.1, SpUn0011_0010.1	Bostr.15774s0095.1.p
OG0006337	Sp2g26270.1	Bostr.0568s0492.1.p
OG0006338	Sp4g26590.1	Bostr.25993s0321.1.p
OG0006339	Sp6g18235.1, Sp6g18240.1	Bostr.26833s0619.1.p
OG0006340	Sp4g11140.1	Bostr.27991s0089.1.p
OG0006341	Sp4g15670.1	Bostr.23794s0767.1.p
OG0006342	Sp5g03000.1	Bostr.13158s0008.1.p
OG0006343	Sp3g33550.1	Bostr.7903s0139.1.p
OG0006344	Sp7g27770.1	Bostr.7867s0843.1.p
OG0006345	Sp3g15640.1	Bostr.19424s0917.1.p
OG0006347	Sp2g27610.1	Bostr.0568s0345.1.p
OG0006348	Sp6g28440.1	Bostr.2902s0302.1.p
OG0006349	Sp5g32560.1	Bostr.20129s0176.1.p
OG0006350	Sp5g30630.1	Bostr.3288s0202.1.p
