Orthogroup	Thellungiella_parvula	Arabidopsis_thaliana
OG0008813	Sp4g15190.1	AT2G32800
OG0008814	Sp1g41890.1	AT1G54350
OG0008815	Sp7g25680.1	AT4G27700
OG0008816	Sp3g14530.1	AT3G16170
OG0008817	Sp6g15800.1	AT5G53730
OG0008818	Sp1g34910.1	AT1G47970
OG0008819	Sp7g19630.1	AT4G21520
OG0008820	Sp6g24950.1	AT5G19470, AT5G19460
OG0008821	Sp2g27100.1	AT5G64030
OG0008822	Sp6g34370.1	AT5G08530
OG0008823	Sp5g07370.1	AT3G55050
OG0008824	SpUn0233_0020.1, SpUn1248_0010.1, SpUn0056_0040.1, Sp5g06120.1	AT3G56510
OG0008825	Sp6g17580.1	AT5G55670
OG0008826	Sp3g09850.1	AT3G11620
OG0008827	Sp7g18360.1	AT4G19860
OG0008828	Sp6g35880.1	AT5G06990
OG0008829	Sp6g40490.1	AT5G01100
OG0008830	Sp1g22230.1	AT1G26550
OG0008831	Sp7g32750.1	AT4G34990
OG0008832	Sp7g36080.1	AT4G39810
OG0008833	Sp2g29790.1	AT5G66870
OG0008834	Sp4g11010.1	AT2G28200
OG0008835	Sp1g11850.1	AT1G13340
OG0008836	Sp2g15790.1	AT3G26670
OG0008837	Sp1g18690.1	AT1G20990
OG0008838	Sp4g18960.1	AT1G47570
OG0008839	Sp3g24920.1	AT2G06925
OG0008840	Sp2g06370.1	AT1G56440
OG0008841	Sp7g35480.1	AT4G37840
OG0008842	Sp6g17420.1	AT5G55530
OG0008843	Sp4g00960.1	AT2G21870
OG0008844	Sp3g16840.1	AT3G18770
OG0008845	Sp7g36110.1	AT4G39790
OG0008846	Sp4g25070.1	AT2G42940
OG0008847	Sp1g35580.1	AT1G48610
OG0008848	Sp1g22660.1	AT1G25550
OG0008849	Sp6g18860.1	AT5G57130
OG0008850	Sp3g10780.1	AT3G12640
OG0008851	Sp4g21770.1	AT2G39470
OG0008852	Sp4g20680.1	AT2G38360
OG0008853	Sp1g37140.1	AT1G50300
OG0008855	Sp3g12830.1	AT3G14560
OG0008856	Sp3g11560.1	AT3G13360
OG0008857	Sp3g20570.1	AT3G22850
OG0008858	Sp7g26890.1, Sp1g29010.1	AT4G28940
OG0008859	Sp7g13100.1	AT4G14950
OG0008860	Sp2g20030.1	AT5G28840
OG0008861	Sp5g27770.1	AT1G72710
OG0008862	Sp6g18360.1	AT5G56580
OG0008863	Sp2g21220.1	AT5G26760
OG0008864	Sp2g03440.1	AT1G61080
OG0008865	Sp7g17640.1	AT4G18930
OG0008866	Sp2g10270.1	AT5G45320
OG0008867	Sp4g28460.1	AT2G46455
OG0008868	Sp3g07910.1	AT3G09560
OG0008869	Sp7g08160.1	AT5G42370
OG0008870	Sp3g15500.1	AT3G17310
OG0008871	Sp6g08660.1	AT4G08960
OG0008872	Sp2g20330.1	AT5G27980
OG0008873	Sp1g05330.1	AT1G06570
OG0008874	Sp1g03620.1	AT1G04780
OG0008875	Sp5g11610.1	AT3G50610
OG0008876	Sp1g15920.1	AT1G17840
OG0008877	Sp4g21300.1	AT2G38920
OG0008878	Sp1g29480.1	AT1G34245
OG0008879	Sp1g07340.1	AT1G08680
OG0008880	Sp4g10650.1	AT2G27810
OG0008881	Sp7g22580.1	AT4G24580
OG0008882	Sp1g07410.1	AT1G08770
OG0008883	Sp1g15010.1	AT1G16870
OG0008884	Sp3g08620.1	AT3G10350
OG0008885	Sp3g02180.1	AT3G03140
OG0008886	Sp7g24770.1	AT4G26790
OG0008887	Sp4g25410.1	AT2G43310
OG0008888	Sp3g19330.1	AT3G21290
OG0008889	Sp4g20050.1	AT2G37678
OG0008890	Sp5g29440.1	AT1G74260
OG0008891	Sp6g02690.1	AT4G02730
OG0008892	Sp1g26510.1	AT1G30610
OG0008893	Sp7g32830.1	AT4G35060
OG0008894	Sp5g22320.1	AT1G67370
OG0008895	Sp1g06530.1	AT1G07850
OG0008896	Sp1g13480.1	AT1G15140
OG0008897	Sp1g07160.1	AT1G08500
OG0008898	Sp1g37040.1	AT1G50170
OG0008899	Sp2g26010.1	AT5G62865
OG0008900	Sp2g12960.1	AT2G01505
OG0008901	Sp1g24760.1	AT1G28510
OG0008902	Sp1g02430.1	AT1G03470
OG0008903	Sp4g01920.1	AT2G22870
OG0008904	Sp5g29750.1	AT1G74600
OG0008905	Sp4g09040.1	AT2G26690
OG0008906	Sp6g01680.1	AT4G01840
OG0008907	Sp1g00110.1	AT1G02145
OG0008908	Sp1g08320.1	AT1G09730
OG0008909	Sp5g25270.1	AT1G70160
OG0008910	Sp4g18740.1	AT2G36430
OG0008911	Sp2g14920.1	AT3G25660
OG0008912	Sp5g01060.1	AT3G62330
OG0008913	Sp5g02850.1, SpUn0080_0030.1	AT3G60370
OG0008914	Sp3g26330.1	AT2G11520
OG0008915	Sp6g30900.1	AT5G13080
OG0008916	Sp3g11200.1	AT3G13050
OG0008917	Sp6g35230.1	AT5G07670
OG0008918	Sp4g10880.1	AT2G28085
OG0008919	Sp7g29290.1	AT4G31430
OG0008920	Sp3g15300.1	AT3G17070, AT3G42570
OG0008921	Sp6g38860.1	AT5G03870
OG0008922	Sp1g07470.1	AT1G08830
OG0008923	Sp1g06910.1	AT1G08280
OG0008924	Sp7g30880.1	AT4G33140
OG0008925	Sp6g15490.1	AT5G53340
OG0008926	Sp1g03090.1	AT1G04280
OG0008927	Sp6g38300.1	AT5G04440
OG0008928	Sp7g37430.1	AT4G38340
OG0008929	Sp7g11950.1	AT2G47300
OG0008930	Sp7g35330.1	AT4G37680, AT4G38320
OG0008931	Sp6g30260.1	AT5G13760
OG0008932	Sp5g10830.1	AT3G51390
OG0008933	Sp6g16620.1	AT5G54660
OG0008934	Sp4g15090.1	AT2G32750
OG0008935	Sp6g29910.1	AT5G14090
OG0008936	Sp6g27030.1	AT5G17200
OG0008937	Sp4g16050.1	AT2G33710
OG0008938	Sp7g26630.1	AT4G28660
OG0008939	Sp3g28090.1	AT2G14835
OG0008940	Sp3g30190.1	AT2G16910
OG0008941	Sp2g07620.1	AT5G42890
OG0008942	Sp2g13680.1	AT2G02410
OG0008943	Sp7g03590.1	AT5G38460
OG0008944	Sp7g01180.1	AT5G40690
OG0008945	Sp6g31240.1	AT5G12400
OG0008946	Sp3g17570.1	AT3G19530, AT3G19510
OG0008947	SpUn0106_0020.1, Sp2g04450.1	AT1G60230
OG0008948	Sp5g02700.1	AT3G60520
OG0008949	Sp3g32830.1	AT2G19460
OG0008951	Sp1g10790.1	AT1G12110
OG0008952	Sp3g18860.1	AT3G20840
OG0008953	Sp1g09730.1	AT1G11040
OG0008954	Sp1g08420.1	AT1G09810
OG0008955	Sp2g13230.1	AT2G01770
OG0008956	Sp3g03070.1	AT3G04100
OG0008957	Sp3g05330.1	AT3G06410
OG0008958	Sp4g12030.1	AT2G29250, AT2G29220
OG0008959	Sp7g16180.1	AT4G17920
OG0008960	Sp6g25195.1	AT5G19180
OG0008961	Sp5g05440.1	AT3G57130
OG0008962	Sp2g29020.1	AT3G49830, AT5G67630
OG0008963	Sp2g22360.1	AT5G25170
OG0008964	Sp5g07940.1	AT3G54480
OG0008965	Sp3g22990.1	AT3G25470
OG0008966	Sp2g30500.1	AT5G66190
OG0008967	Sp7g26880.1	AT4G28910
OG0008968	Sp5g25510.1	AT1G70430
OG0008969	Sp4g18310.1	AT2G36080
OG0008970	Sp4g26720.1	AT2G44640
OG0008971	Sp2g20600.1	AT5G27380
OG0008972	Sp1g20420.1	AT1G22960
OG0008973	Sp6g39320.1	AT5G03420
OG0008975	Sp5g10400.1	AT3G51870
OG0008976	Sp1g27120.1	AT1G31300
OG0008977	Sp7g01430.1	AT5G40480
OG0008978	Sp2g14030.1	AT2G02990
OG0008979	Sp7g22090.1	AT4G24130
OG0008981	Sp5g19730.1	AT1G65090
OG0008983	Sp5g06680.1	AT3G55800
OG0008984	Sp3g06660.1, Sp7g09570.1, SpUn0565_0010.1, SpUn0522_0010.1	AT3G07730, AT4G01170
OG0008985	Sp2g10310.1	AT5G45360
OG0008986	Sp4g10570.1	AT2G27740
OG0008987	Sp2g09190.1	AT5G44350
OG0008988	Sp4g11320.1	AT2G28490
OG0008989	Sp6g34430.1	AT5G08470
OG0008990	Sp3g02110.1	AT3G03070
OG0008991	Sp5g00580.1	AT3G62940
OG0008992	Sp3g24620.1	AT2G06040
OG0008993	Sp1g18150.1	AT1G20430
OG0008995	Sp6g24300.1	AT5G20110
OG0008996	Sp1g41240.1	AT1G55620
OG0008997	Sp3g15930.1	AT3G17810
OG0008998	Sp6g35640.1	AT5G07250
OG0008999	Sp7g17320.1	AT4G16790
OG0009000	Sp1g15360.1	AT1G17220
OG0009001	Sp4g24220.1	AT2G41950
OG0009002	Sp2g25880.1	AT5G62710
OG0009003	Sp3g11940.1	AT3G13740
OG0009004	Sp5g15870.1	AT3G45620
OG0009005	Sp3g18920.1	AT3G20890
OG0009006	Sp5g29960.1	AT1G74830
OG0009007	Sp4g25100.1	AT2G42975
OG0009008	Sp4g20760.1	AT2G38440
OG0009009	Sp1g09420.1	AT1G10720
OG0009010	Sp6g09840.1	AT4G08230
OG0009011	Sp4g21190.1	AT2G38800
OG0009012	Sp1g26130.1	AT1G30290
OG0009013	Sp2g19280.1	AT5G48890
OG0009014	Sp3g03150.1	AT3G04240
OG0009015	Sp6g40300.1	AT5G02140
OG0009016	Sp7g36040.1	AT4G39850
OG0009017	Sp1g08730.1	AT1G10070
OG0009018	Sp3g10160.1	AT3G11945
OG0009019	Sp1g37210.1	AT1G50380
OG0009020	SpUn0014_0110.1, Sp2g06960.1	AT5G42570
OG0009021	Sp7g33590.1	AT4G35800
OG0009022	Sp6g22540.1	AT5G22870
OG0009023	Sp6g15060.1	AT5G52890
OG0009024	Sp4g04120.1	AT2G25110
OG0009025	Sp1g21380.1	AT1G24050
OG0009026	Sp3g26820.1	AT2G13350
OG0009027	Sp4g17440.1	AT2G35215
OG0009028	Sp1g40210.1	AT1G53680
OG0009029	Sp2g19340.1	AT5G48960
OG0009030	Sp1g20060.1	AT1G22540
OG0009031	Sp5g05100.1	AT3G57500
OG0009032	Sp3g29440.1	AT2G16250
OG0009033	Sp1g13740.1	AT1G15390
OG0009034	Sp5g28980.1	AT1G73805
OG0009035	Sp3g14740.1	AT3G16360
OG0009036	Sp6g13290.1	AT4G00651, AT5G51100
OG0009037	Sp3g16370.1	AT3G18250
OG0009039	Sp6g16420.1	AT5G54440
OG0009040	Sp3g16380.1	AT3G18260
OG0009041	Sp2g13140.1	AT2G01680
OG0009042	Sp3g10050.1	AT3G11820
OG0009043	Sp7g01260.1	AT5G40610
OG0009044	Sp3g29270.1	AT2G15970
OG0009045	Sp4g29300.1	AT2G47360
OG0009046	Sp7g15080.1	AT4G16515
OG0009047	Sp3g32620.1	AT2G19260
OG0009048	Sp6g21200.1	AT5G59500
OG0009049	Sp2g11500.1	AT5G46690
OG0009050	Sp6g16690.1	AT5G54740
OG0009051	Sp4g28980.1	AT2G46980
OG0009052	Sp6g22620.1	AT1G49930, AT5G22800
OG0009053	Sp6g22860.1	AT5G22390
OG0009054	Sp6g18190.1	AT5G56360
OG0009055	Sp1g25930.1	AT1G30070
OG0009056	Sp1g05110.1	AT1G06320
OG0009057	Sp1g17880.1	AT1G20110
OG0009058	Sp2g17830.1	AT3G29240
OG0009059	Sp4g22440.1	AT2G40116
OG0009061	Sp1g08680.1	AT1G10030
OG0009062	Sp3g03190.1	AT3G04290
OG0009063	Sp4g16730.1	AT2G34460
OG0009064	Sp3g10760.1	AT3G12620
OG0009065	Sp4g02900.1	AT2G23990
OG0009066	Sp2g18330.1	AT5G47830
OG0009067	Sp5g27700.1	AT1G72640
OG0009068	Sp3g03060.1	AT3G04090
OG0009069	Sp2g25940.1	AT5G62770
OG0009070	Sp4g08630.1	AT2G26840
OG0009071	Sp4g27030.1	AT2G44950
OG0009072	Sp5g26200.1	AT1G71030
OG0009073	Sp6g40520.1	AT5G01160
OG0009074	Sp5g11330.1	AT3G50890
OG0009075	Sp4g00260.1, Sp7g37080.1	AT4G38710
OG0009076	SpUN0680_0010.1	AT2G06200
OG0009077	Sp6g23450.1	AT5G21070
OG0009078	Sp3g18280.1	AT3G20260
OG0009079	Sp7g09150.1	AT4G12760
OG0009080	Sp6g29990.1	AT5G14010
OG0009081	Sp3g10270.1	AT3G12040
OG0009082	Sp6g14790.1	AT5G52600
OG0009083	Sp1g34660.1	AT1G47640
OG0009085	SpUn0002_0170.1	AT1G54680
OG0009086	Sp2g28860.1	AT5G65760
OG0009087	Sp4g14430.1, Sp4g14440.1	AT2G32020
OG0009088	Sp3g09010.1	AT3G10690
OG0009089	Sp1g01040.1	AT1G01240
OG0009090	Sp6g01490.1	AT4G01575
OG0009091	Sp5g07790.1	AT3G54660
OG0009092	Sp1g03030.1	AT1G04210
OG0009093	Sp3g09840.1	AT3G11600
OG0009094	Sp6g30380.1	AT5G13640
OG0009095	Sp2g19980.1	AT5G29000
OG0009096	Sp4g28700.1	AT2G46650
OG0009097	Sp4g21230.1	AT2G38840
OG0009098	Sp5g09140.1	AT3G53190
OG0009099	Sp4g11620.1	AT2G28780
OG0009100	Sp7g16310.1	AT4G17790
OG0009101	Sp1g16330.1	AT1G18370
OG0009102	Sp6g21060.1	AT5G59380
OG0009103	Sp1g16790.1	AT1G18810
OG0009104	Sp7g16050.1	AT4G18090, AT4G18080
OG0009105	Sp6g06420.1	AT4G11040
OG0009106	Sp6g14100.1	AT5G51850
OG0009107	Sp4g18280.1	AT2G36020
OG0009108	Sp5g11490.1, SpUn0083_0030.1	AT3G50750
OG0009109	Sp5g21190.1	AT1G66140
OG0009110	Sp7g25970.1	AT4G28025
OG0009111	Sp1g02650.1	AT1G03790
OG0009112	Sp3g02550.1	AT3G03570
OG0009113	Sp5g09130.1	AT3G53200
OG0009114	Sp1g11960.1	AT1G13580
OG0009115	Sp1g38930.1	AT1G52342
OG0009116	Sp7g22180.1	AT4G24204
OG0009117	Sp3g05940.1	AT3G06980
OG0009118	Sp5g19410.1	AT1G65020
OG0009119	Sp6g31300.1	AT5G12340
OG0009120	Sp3g29090.1, Sp3g29120.1, Sp3g29110.1	AT2G15790
OG0009121	Sp5g29040.1	AT1G73840
OG0009122	Sp5g33010.1	AT1G77850
OG0009123	Sp2g30410.1	AT5G66390
OG0009124	Sp1g08170.1	AT1G09570
OG0009125	Sp4g00630.1	AT2G21470
OG0009126	Sp3g20110.1	AT3G22320
OG0009127	Sp3g01700.1	AT3G02660
OG0009128	Sp1g01530.1	AT1G02460
OG0009129	Sp5g10350.1	AT3G51920
OG0009131	Sp2g12350.1	AT5G47640
OG0009132	Sp7g36030.1	AT4G39860
OG0009133	Sp6g30560.1	AT5G13460
OG0009134	Sp5g31890.1, Sp5g31880.1	AT1G76840, AT1G76740
OG0009135	Sp7g36570.1	AT4G39300
OG0009136	Sp2g17710.1	AT3G29070
OG0009137	Sp3g30590.1	AT2G17250
OG0009138	Sp3g13480.1	AT3G15280
OG0009139	Sp1g35840.1	AT1G48930
OG0009140	Sp7g30370.1	AT4G32600
OG0009141	Sp6g00700.1	AT4G00720
OG0009142	Sp2g10670.1	AT5G45760
OG0009143	Sp7g23280.1	AT4G25260
OG0009144	Sp3g26280.1	AT2G11910
OG0009145	Sp1g26670.1	AT1G30780
OG0009146	Sp6g21430.1	AT5G59760
OG0009147	Sp7g15200.1	AT4G16580
OG0009148	Sp4g28300.1	AT2G46250
OG0009149	Sp3g01590.1	AT3G02555
OG0009150	Sp1g12540.1	AT1G14200
OG0009151	Sp2g17610.1	AT3G28960
OG0009153	Sp2g26260.1	AT5G63135
OG0009154	Sp6g04170.1	AT4G04770
OG0009155	Sp1g08460.1	AT1G09830
OG0009156	Sp6g12980.1	AT5G50840
OG0009157	Sp7g30350.1	AT4G32570
OG0009158	Sp4g11710.1	AT2G28900
OG0009159	Sp7g23340.1	AT4G25320
OG0009160	Sp2g12390.1	AT5G47680
OG0009161	Sp5g10740.1	AT3G51500
OG0009162	Sp2g00290.1	AT1G64450
OG0009163	Sp7g25400.1	AT4G27450
OG0009164	Sp3g07520.1	AT3G09070
OG0009165	Sp5g23560.1	AT1G68490
OG0009166	Sp7g05710.1, Sp5g20140.1	AT1G65410
OG0009167	Sp4g24320.1	AT2G42110
OG0009168	Sp6g36020.1	AT5G06839
OG0009170	Sp4g22260.1	AT2G39950
OG0009171	Sp4g21790.1	AT2G39490
OG0009172	Sp6g30830.1	AT5G13150
OG0009173	Sp1g34120.1	AT1G45230
OG0009174	Sp1g16950.1	AT1G18990
OG0009175	Sp2g25780.1	AT5G62600
OG0009176	Sp5g07980.1	AT3G54440
OG0009177	SpUn0242_0010.1	AT3G24190
OG0009178	Sp7g16030.1	AT2G07680
OG0009179	Sp7g13580.1	AT4G15410
OG0009180	Sp2g13420.1	AT2G01990
OG0009181	Sp4g19300.1	AT2G37020
OG0009182	Sp6g23930.1	AT5G20540
OG0009183	Sp3g31360.1	AT2G17940
OG0009184	Sp5g34670.1	AT1G79600
OG0009185	Sp7g22320.1	AT4G24310
OG0009188	Sp5g13480.1	AT3G15910
OG0009189	Sp6g26360.1	AT5G17910
OG0009190	Sp7g18040.1	AT4G19420
OG0009191	Sp4g14230.1	AT2G31880
OG0009192	Sp5g36040.1	AT1G79730
OG0009193	Sp6g13670.1	AT5G51510
OG0009194	Sp2g16120.1	AT3G27000
OG0009195	Sp2g30690.1	AT5G66000
OG0009196	Sp6g30840.1	AT5G13140
OG0009197	Sp5g06810.1	AT3G55660
OG0009198	Sp4g19910.1	AT2G37560
OG0009199	Sp1g29510.1	AT1G34270
OG0009200	Sp5g13830.1	AT3G48195
OG0009201	Sp7g29320.1	AT4G31460
OG0009202	Sp6g26390.1	AT5G17860
OG0009203	Sp5g32160.1	AT1G76990
OG0009204	Sp4g14550.1	AT2G32160, AT2G32170
OG0009205	Sp3g30540.1	AT2G17220
OG0009206	Sp1g11280.1	AT1G12680
OG0009207	Sp3g14690.1	AT3G16320
OG0009208	Sp4g00320.1	AT2G21170
OG0009209	Sp5g27980.1	AT1G73020
OG0009210	Sp1g05650.1	AT1G06930
OG0009211	Sp6g33570.1	AT5G09840
OG0009212	Sp6g38780.1	AT5G03970
OG0009213	Sp1g25270.1	AT1G29320
OG0009214	Sp5g27100.1	AT1G72030
OG0009215	Sp2g29570.1	AT5G67110
OG0009216	Sp6g35740.1	AT5G07170
OG0009217	Sp7g26460.1	AT4G28485
OG0009219	Sp6g31900.1	AT5G11710
OG0009220	Sp3g18370.1	AT3G20340
OG0009221	Sp5g34090.1	AT1G79040
OG0009222	Sp7g28320.1	AT4G30440
OG0009223	Sp1g28190.1	AT1G32770
OG0009224	Sp2g08660.1	AT5G43860
OG0009225	Sp4g01590.1	AT2G22540
OG0009226	Sp6g03220.1	AT4G03190
OG0009227	Sp6g05420.1	AT4G12080
OG0009228	Sp2g22280.1	AT5G25265
OG0009229	Sp7g01470.1	AT5G40450
OG0009230	Sp1g15020.1	AT1G16880
OG0009231	Sp2g17140.1	AT3G28340
OG0009232	Sp2g27180.1	AT5G64120
OG0009233	Sp7g17150.1	AT4G17040
OG0009234	Sp6g19240.1	AT5G57550
OG0009235	Sp2g17190.1	AT3G28420
OG0009236	Sp6g23830.1	AT5G20650
OG0009237	Sp7g34580.1	AT4G37210
OG0009238	Sp5g34790.1	AT1G80950
OG0009239	Sp2g24970.1	AT5G61770
OG0009240	Sp1g27190.1	AT1G31350
OG0009241	Sp5g14330.1	AT3G47550
OG0009242	Sp7g35220.1	AT4G37540
OG0009243	Sp4g24170.1	AT2G41900
OG0009244	Sp2g17510.1	AT3G28875
OG0009246	Sp1g05350.1	AT1G06590
OG0009247	Sp4g01710.1	AT2G22720
OG0009248	Sp7g37140.1	AT4G38640
OG0009249	Sp6g29340.1	AT5G14700
OG0009250	Sp2g12670.1	AT2G01210
OG0009251	Sp4g21110.1, Sp4g21130.1	AT2G38750
OG0009252	Sp5g11670.1	AT3G50530
OG0009253	Sp5g03640.1	AT3G59520
OG0009254	Sp2g08860.1	AT5G44020
OG0009255	Sp6g10430.1, Sp6g10410.1, Sp6g06810.1	AT4G10640
OG0009256	Sp6g05160.1	AT4G12390
OG0009257	Sp7g32990.1	AT4G35220
OG0009258	Sp2g01930.1	AT1G62710
OG0009259	Sp3g02670.1	AT3G04440, AT3G03700
OG0009260	Sp6g18750.1	AT5G57035
OG0009261	Sp7g02150.1	AT5G39890
OG0009262	Sp5g12990.1	AT3G49080
OG0009263	Sp4g13380.1	AT2G30910, AT2G31300
OG0009264	Sp1g24340.1	AT1G28150
OG0009265	Sp4g03260.1	AT2G24270
OG0009266	Sp3g11120.1	AT3G12970
OG0009267	Sp1g19440.1	AT1G21900
OG0009268	Sp3g23640.1, Sp7g10960.1	AT4G13400
OG0009269	Sp3g06930.1	AT3G08020
OG0009270	Sp4g01690.1	AT2G22670
OG0009271	Sp1g22610.1	AT1G25682
OG0009272	Sp1g02540.1	AT1G03630
OG0009273	Sp6g36110.1	AT5G06740
OG0009274	Sp2g05250.1	AT1G58340
OG0009275	Sp5g32500.1	AT1G77320
OG0009276	Sp1g34620.1	AT1G47580
OG0009277	Sp5g11650.1	AT3G50560
OG0009278	Sp2g23570.1	AT5G23650
OG0009279	Sp4g23230.1	AT5G42440
OG0009280	Sp2g24500.1	AT5G61270
OG0009281	Sp2g10590.1	AT5G45700
OG0009282	Sp2g25180.1	AT5G62000
OG0009283	Sp1g07590.1	AT1G08980
OG0009284	Sp1g01880.1	AT2G44750, AT1G02880
OG0009285	Sp2g18580.1	AT5G48180
OG0009286	Sp5g14500.1	AT3G47390
OG0009287	Sp7g07700.1	AT5G32470
OG0009288	Sp6g31700.1	AT5G11900
OG0009289	Sp6g05430.1	AT4G12070
OG0009290	Sp3g19770.1	AT3G21770
OG0009291	Sp3g09360.1	AT3G11030
OG0009292	Sp5g10090.1	AT3G52180
OG0009293	Sp5g06320.1	AT3G56180
OG0009294	Sp4g24100.1	AT2G41835
OG0009295	Sp4g13070.1	AT2G30520
OG0009296	Sp2g18410.1	AT5G47910
OG0009297	Sp4g20930.1	AT2G38600
OG0009298	Sp1g28180.1	AT1G32780
OG0009299	Sp2g18300.1	AT3G32930
OG0009300	Sp5g05580.1	AT3G57000
OG0009301	Sp5g23290.1	AT1G72680
OG0009302	Sp5g14150.1	AT3G47810
OG0009303	Sp5g13420.1	AT3G48560
OG0009304	Sp5g23200.1	AT1G68190
OG0009305	Sp6g12920.1	AT5G50810
OG0009306	Sp6g38990.1	AT5G03730
OG0009308	Sp6g12380.1	AT5G50300
OG0009309	Sp3g17080.1	AT3G18970
OG0009310	Sp2g03990.1	AT1G60770
OG0009312	Sp6g22570.1	AT5G22850
OG0009313	Sp3g03620.1	AT3G04780
OG0009314	Sp3g14540.1	AT3G16175
OG0009315	Sp6g25470.1	AT5G18920
OG0009316	Sp7g31540.1	AT4G33800
OG0009318	Sp5g12060.1	AT3G50050
OG0009319	Sp2g25160.1	AT5G61980
OG0009320	Sp6g29880.1, SpUn0049_0080.1	AT5G14130
OG0009321	Sp7g34680.1	AT4G37090
OG0009322	Sp1g09020.1	AT1G10410
OG0009323	Sp3g14670.1	AT3G16300
OG0009324	Sp6g15510.1	AT5G53370
OG0009325	Sp1g16740.1	AT1G18730
OG0009326	Sp6g14600.1	AT5G52380
OG0009327	Sp2g28120.1	AT5G65040
OG0009328	Sp3g03600.1	AT3G04750
OG0009329	Sp6g30220.1	AT5G13800
OG0009330	Sp5g24730.1	AT1G69610
OG0009331	Sp6g34670.1	AT5G08290
OG0009332	Sp1g19350.1	AT1G21790
OG0009333	Sp2g26850.1	AT5G63780
OG0009334	Sp5g06430.1	AT3G56100
OG0009335	Sp6g28970.1	AT5G15100
OG0009336	Sp6g27370.1	AT5G16750
OG0009337	Sp1g16860.1	AT1G18880
OG0009338	Sp6g39770.1	AT5G02810
OG0009339	Sp7g21850.1	AT4G23890
OG0009340	Sp1g21430.1	AT1G24100
OG0009341	Sp1g37990.1	AT1G51310
OG0009342	Sp4g28620.1	AT2G46570
OG0009343	Sp3g10550.1	AT3G12360
OG0009344	Sp6g29790.1	AT5G14240
OG0009345	Sp6g30440.1	AT5G13590
OG0009346	Sp5g13430.1	AT3G48550
OG0009347	Sp3g22040.1	AT3G23920
OG0009348	Sp5g03200.1	AT3G59980
OG0009349	Sp3g05860.1	AT3G06910
OG0009350	Sp1g10080.1	AT1G11440
OG0009351	Sp6g40970.1	AT5G01710
OG0009352	Sp1g32760.1	AT1G43770
OG0009353	Sp4g21460.1	AT2G39110
OG0009354	Sp2g29850.1	AT5G66816
OG0009355	Sp1g07240.1	AT1G08580
OG0009356	Sp4g29190.1	AT2G47200
OG0009357	Sp6g24270.1	AT5G20130
OG0009358	Sp4g25750.1	AT2G43650
OG0009359	Sp6g14640.1	AT5G52420
OG0009360	Sp5g24790.1	AT1G28760
OG0009361	Sp4g13320.1	AT2G30860
OG0009362	Sp1g06350.1	AT1G07640
OG0009363	Sp7g34690.1	AT4G37080
OG0009364	Sp1g09360.1	AT1G10660
OG0009365	Sp1g09140.1	AT1G10510
OG0009366	Sp3g00980.1	AT3G01140
OG0009367	Sp1g14950.1	AT1G16810
OG0009368	Sp4g17750.1	AT2G35540
OG0009369	Sp2g14530.1	AT2G03720
OG0009370	Sp2g14400.1	AT2G03500
OG0009371	Sp2g25910.1	AT5G62740
OG0009372	Sp2g26890.1	AT5G63830
OG0009373	Sp1g05380.1	AT1G06660
OG0009374	Sp4g13800.1	AT2G31320
OG0009375	Sp2g15260.1	AT3G26050
OG0009376	Sp6g16510.1	AT5G54540
OG0009377	Sp6g25240.1	AT5G19120
OG0009378	Sp5g27530.1	AT1G72450
OG0009379	Sp3g13720.1	AT3G15470
OG0009380	Sp7g19440.1	AT4G21350
OG0009381	Sp7g28290.1	AT4G30410
OG0009382	Sp6g13350.1	AT5G51140
OG0009383	Sp1g38580.1	AT1G51940
OG0009384	Sp3g03280.1	AT3G04380
OG0009385	Sp6g34420.1	AT5G08480
OG0009386	Sp1g39910.1	AT1G53330
OG0009387	Sp3g13640.1	AT3G15390
OG0009388	Sp2g29990.1	AT5G66710
OG0009389	Sp2g12570.1	AT2G01100
OG0009390	Sp6g23490.1	AT5G21050
OG0009391	Sp7g29270.1	AT4G31410
OG0009392	Sp1g17790.1	AT1G20020
OG0009393	Sp1g15790.1	AT1G17700
OG0009394	Sp4g15290.1	AT2G32930
OG0009395	Sp6g24360.1	AT5G20040
OG0009396	Sp6g03110.1	AT4G03080
OG0009397	Sp6g29950.1	AT5G14050
OG0009398	Sp5g00840.1	AT3G62670
OG0009399	Sp4g01060.1	AT2G21990
OG0009400	Sp1g34820.1	AT1G47840, AT1G47845
OG0009402	Sp3g26690.1	AT2G12646
OG0009403	Sp2g01240.1	AT1G63290, AT3G01850
OG0009404	Sp3g17900.1	AT3G19895
OG0009405	Sp1g34670.1	AT1G47670
OG0009406	Sp4g28470.1	AT2G46470
OG0009407	Sp2g12370.1	AT5G47660
OG0009408	Sp6g26460.1	AT5G17790
OG0009409	Sp2g08910.1	AT5G44080
OG0009410	Sp2g17490.1	AT3G28860
OG0009411	Sp7g29970.1	AT4G32180
OG0009412	Sp2g09330.1	AT5G44540
OG0009413	Sp4g23930.1	AT2G41690
OG0009414	Sp2g25670.1	AT5G62490
OG0009415	Sp5g05700.1	AT3G56891
OG0009416	Sp2g14330.1	AT2G03420
OG0009417	Sp1g19670.1	AT1G22170
OG0009418	Sp6g40310.1	AT5G02130
OG0009419	Sp5g10660.1	AT3G51610
OG0009420	Sp2g00010.1	AT1G64720
OG0009421	Sp3g01900.1	AT3G02870
OG0009422	Sp4g15940.1	AT2G33585
OG0009424	Sp6g31560.1	AT5G12040
