Orthogroup	Thellungiella_parvula	Aethionema_arabicum
OG0008477	Sp1g09710.1	AA65G00156
OG0008478	Sp4g21570.1, SpUn0018_0100.1	AA60G00284
OG0008479	Sp1g26080.1	AA209G00002
OG0008480	Sp2g27580.1	AA44G00235, AA4G00188
OG0008481	Sp1g07420.1	AA103G00004
OG0008482	Sp6g25890.1	AA40G00268
OG0008483	Sp6g14150.1	AA55G00058, AA587G00002
OG0008484	Sp1g07320.1	AA129G00015
OG0008486	Sp1g06690.1, Sp1g06680.1	AA674G00001
OG0008487	Sp6g05250.1	AA6G00318
OG0008488	Sp5g30050.1	AA31G00461
OG0008489	Sp3g06620.1	AA29G00154
OG0008490	SpUn0001_0240.1, SpUn0001_0260.1, Sp3g21750.1	AA78G00008
OG0008491	Sp3g06030.1	AA317G00002, AA29G00096
OG0008492	Sp1g00940.1	AA40G00372
OG0008493	Sp5g35010.1	AA31G00860
OG0008494	Sp2g24050.1	AA3G00165
OG0008495	Sp1g35610.1	AA2G00015, AA36G00001
OG0008496	Sp5g02580.1	AA61G00446
OG0008497	Sp2g01490.1	AA53G01384
OG0008498	Sp5g32390.1	AA31G00257
OG0008499	Sp2g20320.1	AA40G00052
OG0008500	Sp7g01920.1	AA87G00157
OG0008501	Sp5g33350.1	AA31G00157
OG0008502	Sp1g01990.1	AA7G00043
OG0008504	Sp6g33900.1	AA44G00222
OG0008505	Sp3g19680.1	AA26G00809
OG0008506	Sp1g08360.1	AA65G00028
OG0008507	Sp6g39370.1	AA19G00243
OG0008508	Sp7g30030.1	AA48G00001
OG0008510	Sp1g33770.1	AA44G00552
OG0008511	Sp2g17880.1	AA53G01105
OG0008512	Sp5g31780.1	AA31G00303
OG0008513	Sp6g28070.1	AA94G00007, AA40G00496
OG0008514	Sp4g20650.1	AA59G00023
OG0008515	Sp4g08760.1	AA32G00988
OG0008516	Sp5g13940.1	AA96G00072
OG0008517	Sp2g12400.1	AA303G00001
OG0008520	Sp3g09690.1	AA52G00011
OG0008521	Sp3g32810.1	AA33G00225
OG0008522	Sp5g27540.1	AA31G00695
OG0008524	Sp7g36010.1	AA30G00351
OG0008525	Sp6g32950.1	AA44G00305
OG0008526	Sp3g33150.1	AA33G00258
OG0008527	Sp7g37440.1	AA20G00094
OG0008528	Sp3g06160.1	AA29G00106
OG0008529	Sp1g32720.1	AA54G00004
OG0008530	Sp3g10610.1	AA1332G00001
OG0008531	Sp4g23570.1	AA81G00063
OG0008532	Sp7g15240.1	AA53G00302, AA53G00301
OG0008533	Sp2g14260.1	AA53G00751
OG0008535	Sp1g21840.1	AA39G00608
OG0008536	Sp5g13560.1	AA96G00104, AA96G00103
OG0008537	Sp6g40380.1	AA19G00331
OG0008538	Sp2g14620.1	AA53G00783
OG0008539	Sp1g28570.1	AA53G00217
OG0008540	Sp3g23140.1	AA659G00001, AA742G00002
OG0008541	Sp2g26190.1	AA5G00019
OG0008543	Sp1g08290.1	AA65G00021
OG0008544	Sp6g29320.1	AA40G00607
OG0008545	Sp2g20060.1	AA40G00029
OG0008546	Sp7g17600.1	AA57G00162
OG0008547	Sp7g29010.1	AA102G00269
OG0008549	Sp6g36570.1	AA119G00011
OG0008551	Sp3g18100.1	AA26G00676
OG0008552	Sp7g10860.1	AA183G00005
OG0008553	Sp6g37470.1	AA35G00046
OG0008554	Sp7g14630.1	AA18G00185
OG0008555	Sp2g15150.1	AA53G00829
OG0008556	Sp6g00150.1	AA32G01016
OG0008557	Sp5g11120.1	AA13G00017
OG0008558	Sp3g32710.1	AA21G00561
OG0008559	Sp1g27520.1	AA53G00041
OG0008560	Sp5g32510.1	AA31G00244
OG0008561	Sp5g00430.1	AA61G00640
OG0008562	Sp6g14360.1, SpUn0060_0050.1	AA55G00044
OG0008564	Sp5g26370.1	AA31G00061
OG0008566	Sp5g02120.1	AA61G00485
OG0008567	Sp3g23330.1	AA193G00003
OG0008568	Sp4g19990.1	AA60G00006
OG0008570	Sp5g29850.1	AA31G00477
OG0008572	Sp5g23080.1	AA2G00161
OG0008573	Sp5g04570.1	AA61G00249
OG0008574	Sp1g22630.1	AA39G00676
OG0008575	Sp3g16020.1	AA26G00463
OG0008576	Sp6g32700.1, Sp2g22480.1	AA12G00060, AA44G00337
OG0008577	Sp7g15110.1	AA53G00312
OG0008578	Sp3g15910.1	AA26G00453
OG0008579	Sp1g22830.1	AA39G00694
OG0008580	Sp6g27470.1	AA40G00438
OG0008581	Sp6g27550.1	AA40G00447
OG0008582	Sp4g10750.1	AA32G00901
OG0008583	Sp5g02300.1	AA61G00466
OG0008584	Sp1g38660.1	AA374G00001, AA15G00009
OG0008586	Sp6g19160.1	AA44G00647
OG0008587	Sp7g16300.1	AA57G00052
OG0008588	Sp3g08410.1	AA134G00046, AA93G00184
OG0008589	Sp7g01390.1	AA53G01006
OG0008591	Sp6g13630.1	AA41G00024
OG0008593	Sp6g24320.1	AA141G00005
OG0008594	Sp1g10100.1	AA65G00198
OG0008595	Sp2g27460.1	AA4G00170
OG0008596	Sp4g11170.1	AA32G00874
OG0008598	Sp5g35120.1	AA31G00866
OG0008599	Sp6g00490.1	AA1G00092, AA32G00088
OG0008600	Sp2g00130.1	AA53G01288
OG0008601	Sp3g02790.1	AA10G00221
OG0008602	Sp3g30730.1	AA33G00049
OG0008603	Sp1g00980.1	AA1G00057
OG0008604	Sp6g09550.1, Sp2g19950.1	AA40G00010
OG0008605	Sp7g35270.1	AA30G00272
OG0008606	Sp7g01010.1	AA8G00223
OG0008607	Sp7g18620.1	AA6G00142, AA57G00267
OG0008608	Sp4g14140.1	AA32G00566
OG0008609	Sp4g11000.1	AA32G00882
OG0008610	Sp3g12150.1	AA26G00108
OG0008611	Sp4g10250.1	AA32G00966
OG0008612	Sp6g31100.1	AA44G00501
OG0008614	Sp5g30820.1	AA31G00384
OG0008615	Sp7g09420.1	AA394G00011
OG0008617	Sp3g15700.1	AA26G00429
OG0008618	Sp5g28630.1	AA31G00610
OG0008619	Sp3g07570.1	AA93G00084
OG0008620	Sp1g25870.1	AA54G00407
OG0008621	Sp1g23050.1	AA39G00711
OG0008622	Sp2g11610.1	AA56G00007
OG0008623	Sp3g33600.1	AA33G00310
OG0008624	Sp1g08840.1	AA708G00001
OG0008626	Sp4g27970.1	AA21G00329
OG0008627	Sp5g06750.1	AA61G00056
OG0008628	Sp3g00970.1	AA10G00411
OG0008629	Sp3g11350.1	AA26G00034
OG0008630	Sp3g18400.1	AA78G00047, AA26G00706
OG0008631	Sp3g00950.1	AA10G00413
OG0008632	Sp6g13150.1	AA75G00047
OG0008633	Sp4g12580.1	AA32G00719
OG0008634	Sp6g24200.1	AA8G00133
OG0008635	Sp5g24930.1	AA38G00101
OG0008636	Sp4g17900.1	AA9G00163
OG0008638	Sp5g06930.1	AA61G00043
OG0008639	Sp6g28470.1	AA40G00532
OG0008640	Sp2g04810.1	AA53G00432
OG0008641	Sp2g13100.1	AA385G00002, AA53G00646
OG0008642	Sp2g09650.1	AA6G00126
OG0008643	Sp3g05000.1	AA10G00009
OG0008644	Sp6g24340.1	AA26G00209
OG0008645	Sp5g00390.1	AA61G00643
OG0008646	Sp4g17510.1	AA9G00144
OG0008647	Sp6g38850.1	AA19G00202
OG0008650	Sp7g27510.1	AA102G00113
OG0008651	Sp6g22160.1	AA8G00323
OG0008652	Sp7g26220.1	AA40G00191
OG0008654	Sp5g23160.1	AA39G00705
OG0008656	Sp6g39600.1	AA19G00263
OG0008657	Sp1g15860.1	AA39G00075
OG0008658	Sp7g33240.1	AA33G00052, AA30G00070
OG0008659	Sp4g24080.1	AA19G00480
OG0008660	Sp4g21100.1	AA60G00211
OG0008661	Sp4g18490.1	AA60G00170
OG0008662	Sp7g05120.1	AA21G00132
OG0008663	Sp6g35360.1	AA44G00029
OG0008664	Sp7g14220.1	AA8G00069
OG0008666	Sp3g09600.1	AA63G00004, AA63G00007, AA63G00009, AA63G00008
OG0008667	Sp3g06560.1	AA32G01153, AA29G00149, AA32G01152, AA98G00016
OG0008668	Sp3g11420.1	AA26G00042
OG0008669	Sp1g23180.1	AA39G00725
OG0008670	Sp5g04180.1	AA61G00287
OG0008671	Sp3g21860.1	AA50G00011
OG0008672	Sp6g22930.1	AA8G00255
OG0008674	Sp1g07950.1	AA42G00022
OG0008675	Sp6g04240.1	AA6G00267
OG0008676	Sp6g03260.1	AA32G00337
OG0008677	Sp7g17840.1	AA57G00186
OG0008680	Sp5g08970.1	AA36G00054, AA36G00053
OG0008681	Sp2g07380.1	AA53G01261
OG0008682	Sp6g15360.1	AA26G00118, AA77G00036
OG0008683	Sp6g02950.1	AA32G00314
OG0008684	Sp2g28080.1	AA4G00234
OG0008686	Sp1g01500.1	AA1G00001
OG0008687	Sp2g12770.1	AA53G00615
OG0008688	Sp1g02100.1	AA7G00055
OG0008689	Sp5g10730.1	AA2G00205
OG0008690	Sp4g05990.1	AA32G01055
OG0008691	Sp3g07500.1	AA93G00074
OG0008692	Sp2g30180.1	AA8G00072
OG0008693	Sp2g13960.1	AA53G00729
OG0008694	Sp5g05970.1	AA61G00125
OG0008695	Sp5g08940.1	AA36G00055
OG0008696	Sp5g10130.1	AA18G00076
OG0008697	Sp6g17200.1	AA89G00018
OG0008699	Sp7g27097.1, Sp7g27093.1	AA102G00047
OG0008701	Sp6g34410.1	AA44G00174
OG0008702	Sp6g12990.1	AA75G00037
OG0008704	Sp6g25040.1	AA7G00115
OG0008705	Sp6g12700.1	AA75G00007
OG0008706	Sp7g28920.1	AA102G00259
OG0008708	Sp5g06080.1	AA61G00118
OG0008709	Sp3g16630.1	AA26G00528
OG0008710	Sp6g36100.1	AA83G00026
OG0008711	Sp7g31690.1	AA118G00060
OG0008712	Sp3g31660.1	AA144G00003
OG0008713	Sp7g10710.1	AA69G00045
OG0008715	Sp6g36290.1	AA283G00006
OG0008716	Sp2g03200.1	AA53G00544
OG0008717	Sp4g27090.1	AA21G00249
OG0008718	Sp6g07560.1	AA626G00004
OG0008719	Sp2g07050.1	AA9G00060
OG0008720	Sp1g16820.1	AA6G00187, AA39G00172
OG0008721	Sp5g33050.1	AA31G00184, AA31G00183
OG0008722	Sp6g12540.1, SpUn0015_0100.1	AA28G00009
OG0008723	Sp2g22600.1	AA12G00050
OG0008724	Sp5g00920.1	AA61G00592
OG0008725	Sp5g08190.1	AA39G00380
OG0008728	Sp7g17850.1	AA57G00187
OG0008729	Sp6g33800.1	AA44G00230
OG0008730	Sp2g27730.1	AA4G00202
OG0008731	Sp1g01540.1	AA1G00005
OG0008732	Sp3g24070.1	AA116G00007
OG0008733	Sp5g24950.1	AA5G00046, AA38G00100
OG0008734	Sp1g05210.1	AA54G00363, AA23G00046
OG0008735	Sp5g32630.1	AA31G00233
OG0008736	Sp2g29380.1	AA8G00002
OG0008737	Sp1g07200.1	AA103G00010
OG0008738	Sp4g16080.1	AA3G00322
OG0008739	Sp6g37070.1	AA105G00005
OG0008740	Sp1g41870.1	AA15G00326
OG0008741	Sp6g03210.1	AA32G00333
OG0008742	Sp6g27260.1	AA40G00414
OG0008743	Sp5g02020.1	AA61G00510
OG0008744	Sp4g11340.1	AA32G00860
OG0008746	SpUn0010_0010.1, Sp7g00540.1	AA87G00056
OG0008748	Sp5g27000.1	AA31G00119
OG0008749	Sp1g09280.1	AA32G00941, AA65G00111
OG0008750	Sp1g25750.1	AA54G00400
OG0008751	Sp1g33540.1	AA54G00045
OG0008752	Sp1g38250.1	AA2G00218
OG0008753	Sp3g06020.1	AA29G00095
OG0008754	Sp5g32370.1	AA31G00259
OG0008755	Sp2g30330.1	AA8G00099
OG0008756	SpUn0581_0010.1, SpUn0786_0010.1, SpUn1305_0010.1, SpUn0413_0010.1	AA18G00197
OG0008757	Sp7g28800.1	AA102G00243
OG0008759	Sp7g23210.1	AA131G00006
OG0008761	Sp3g03580.1	AA10G00146
OG0008762	Sp5g13260.1	AA96G00129
OG0008763	Sp3g17600.1	AA26G00622
OG0008764	Sp5g04080.1	AA61G00295
OG0008766	Sp2g21020.1	AA40G00129
OG0008767	Sp2g18150.1	AA27G00004
OG0008768	SpUn0165_0020.1	AA60G00267
OG0008769	Sp4g03570.1	AA786G00001, AA295G00003
OG0008770	Sp5g08600.1	AA62G00010
OG0008772	Sp7g26480.1	AA102G00007
OG0008774	Sp5g32470.1	AA31G00248
OG0008775	Sp3g21320.1	AA78G00042
OG0008776	Sp5g06170.1	AA61G00105
OG0008777	Sp4g24540.1	AA21G00037
OG0008778	Sp7g24020.1	AA81G00033
OG0008779	Sp7g17140.1	AA53G00264
OG0008780	Sp2g01260.1	AA53G01370
OG0008781	Sp3g08280.1	AA93G00158
OG0008782	Sp7g32290.1	AA123G00023, AA45G00013
OG0008783	Sp1g14710.1	AA37G00095
OG0008784	Sp6g40080.1, Sp3g31860.1	AA19G00304
OG0008785	Sp1g17410.1	AA39G00230
OG0008786	Sp7g14880.1	AA53G00331
OG0008787	Sp4g02990.1	AA22G00082
OG0008788	Sp6g23120.1	AA8G00245
OG0008789	Sp4g28220.1	AA21G00351
OG0008790	Sp5g11430.1	AA53G01279
OG0008791	Sp6g25330.1	AA40G00218
OG0008793	Sp7g13360.1	AA87G00205
OG0008794	Sp6g23270.1	AA8G00230
OG0008795	Sp2g08480.1	AA32G00415
OG0008796	Sp5g30420.1	AA31G00429
OG0008797	Sp5g35860.1	AA89G00019
OG0008798	Sp6g30790.1	AA44G00527
OG0008799	Sp7g24850.1	AA25G00042
OG0008800	Sp7g33790.1	AA30G00124
OG0008801	Sp4g24690.1	AA21G00047
OG0008802	Sp5g32020.1	AA31G00283
OG0008804	Sp6g25020.1	AA7G00118
OG0008805	Sp7g18480.1	AA57G00243
OG0008806	Sp1g06750.1	AA357G00005
OG0008807	Sp7g02590.1	AA53G01104, AA9G00020
OG0008809	Sp5g11860.1	AA13G00077
OG0008810	Sp3g02960.1	AA10G00201
OG0008811	Sp2g14080.1	AA53G00740
OG0008812	Sp6g28210.1	AA40G00512
OG0008813	Sp4g15190.1	AA32G00497
OG0008815	Sp7g25680.1	AA40G00657
OG0008816	Sp3g14530.1	AA26G00320
OG0008817	Sp6g15800.1	AA11G00078
OG0008819	Sp7g19630.1	AA57G00355
OG0008820	Sp6g24950.1	AA12G00144
OG0008821	Sp2g27100.1	AA4G00138
OG0008822	Sp6g34370.1	AA44G00178
OG0008823	Sp5g07370.1	AA70G00034
OG0008825	Sp6g17580.1	AA25G00108
OG0008826	Sp3g09850.1	AA52G00034
OG0008827	Sp7g18360.1	AA57G00232
OG0008828	Sp6g35880.1	AA157G00001
OG0008829	Sp6g40490.1	AA19G00345
OG0008830	Sp1g22230.1	AA39G00642
OG0008831	Sp7g32750.1	AA67G00029
OG0008832	Sp7g36080.1	AA30G00357
OG0008833	Sp2g29790.1	AA8G00037
OG0008834	Sp4g11010.1	AA32G00883
OG0008835	Sp1g11850.1	AA65G00352
OG0008836	Sp2g15790.1	AA53G00878
OG0008837	Sp1g18690.1	AA39G00328
OG0008838	Sp4g18960.1	AA32G01011
OG0008839	Sp3g24920.1	AA540G00001
OG0008841	Sp7g35480.1	AA30G00291
OG0008842	Sp6g17420.1	AA25G00094
OG0008843	Sp4g00960.1	AA46G00099
OG0008844	Sp3g16840.1	AA26G00544
OG0008845	Sp7g36110.1	AA25G00070
OG0008846	Sp4g25070.1	AA21G00079
OG0008848	Sp1g22660.1	AA39G00679
OG0008849	Sp6g18860.1	AA44G00673
OG0008850	Sp3g10780.1	AA81G00002
OG0008851	Sp4g21770.1	AA29G00334
OG0008853	Sp1g37140.1	AA2G00137
OG0008855	Sp3g12830.1	AA26G00169
OG0008856	Sp3g11560.1	AA26G00056
OG0008857	Sp3g20570.1	AA17G00085
OG0008858	Sp7g26890.1, Sp1g29010.1	AA102G00066
OG0008859	Sp7g13100.1	AA17G00046
OG0008860	Sp2g20030.1	AA54G00354, AA40G00024
OG0008861	Sp5g27770.1	AA31G00743, AA31G00666
OG0008862	Sp6g18360.1	AA44G00725
OG0008863	Sp2g21220.1	AA40G00151
OG0008864	Sp2g03440.1	AA53G00529
OG0008865	Sp7g17640.1	AA57G00165
OG0008866	Sp2g10270.1	AA6G00062
OG0008868	Sp3g07910.1	AA93G00116
OG0008869	Sp7g08160.1	AA3G00191
OG0008870	Sp3g15500.1	AA26G00410
OG0008871	Sp6g08660.1	AA43G00125
OG0008872	Sp2g20330.1	AA40G00053
OG0008873	Sp1g05330.1	AA23G00083
OG0008874	Sp1g03620.1	AA19G00076
OG0008875	Sp5g11610.1	AA13G00057
OG0008876	Sp1g15920.1	AA39G00081
OG0008877	Sp4g21300.1	AA87G00128
OG0008879	Sp1g07340.1	AA103G00021
OG0008880	Sp4g10650.1	AA32G00907
OG0008881	Sp7g22580.1	AA31G00025
OG0008882	Sp1g07410.1	AA103G00005
OG0008883	Sp1g15010.1	AA37G00041
OG0008884	Sp3g08620.1	AA93G00206
OG0008885	Sp3g02180.1	AA10G00301
OG0008886	Sp7g24770.1	AA10G00441
OG0008887	Sp4g25410.1	AA21G00117
OG0008888	Sp3g19330.1	AA26G00779
OG0008889	Sp4g20050.1	AA135G00007
OG0008890	Sp5g29440.1	AA46G00186
OG0008891	Sp6g02690.1	AA32G00299
OG0008892	Sp1g26510.1	AA30G00016
OG0008893	Sp7g32830.1	AA67G00022
OG0008894	Sp5g22320.1	AA452G00005
OG0008895	Sp1g06530.1	AA287G00001
OG0008896	Sp1g13480.1	AA14G00103
OG0008898	Sp1g37040.1	AA2G00132
OG0008899	Sp2g26010.1	AA5G00037
OG0008901	Sp1g24760.1	AA49G00050
OG0008902	Sp1g02430.1	AA7G00086
OG0008903	Sp4g01920.1	AA46G00179
OG0008904	Sp5g29750.1	AA31G00488
OG0008905	Sp4g09040.1	AA32G00995
OG0008906	Sp6g01680.1	AA32G00221
OG0008907	Sp1g00110.1	AA1G00140
OG0008908	Sp1g08320.1	AA65G00024
OG0008909	Sp5g25270.1	AA38G00073
OG0008910	Sp4g18740.1	AA60G00148
OG0008911	Sp2g14920.1	AA53G00807
OG0008912	Sp5g01060.1	AA61G00581
OG0008913	Sp5g02850.1, SpUn0080_0030.1	AA61G00400
OG0008914	Sp3g26330.1	AA123G00171
OG0008916	Sp3g11200.1	AA26G00024
OG0008917	Sp6g35230.1	AA44G00039
OG0008918	Sp4g10880.1	AA32G00893
OG0008919	Sp7g29290.1	AA102G00294
OG0008920	Sp3g15300.1	AA26G00396
OG0008921	Sp6g38860.1	AA19G00203
OG0008922	Sp1g07470.1	AA88G00001
OG0008924	Sp7g30880.1	AA1172G00001
OG0008925	Sp6g15490.1	AA77G00027
OG0008926	Sp1g03090.1	AA19G00121
OG0008927	Sp6g38300.1	AA12G00164
OG0008928	Sp7g37430.1	AA20G00095
OG0008929	Sp7g11950.1	AA21G00456
OG0008930	Sp7g35330.1	AA30G00279
OG0008931	Sp6g30260.1	AA31G00301
OG0008932	Sp5g10830.1	AA8G00122
OG0008933	Sp6g16620.1	AA25G00003
OG0008934	Sp4g15090.1	AA32G00492
OG0008935	Sp6g29910.1	AA40G00622
OG0008937	Sp4g16050.1	AA3G00320
OG0008938	Sp7g26630.1	AA102G00023
OG0008939	Sp3g28090.1	AA123G00103
OG0008940	Sp3g30190.1	AA33G00005
OG0008941	Sp2g07620.1	AA3G00232
OG0008942	Sp2g13680.1	AA53G00705
OG0008943	Sp7g03590.1	AA27G00026
OG0008944	Sp7g01180.1	AA53G00924, AA87G00097
OG0008945	Sp6g31240.1	AA44G00484
OG0008946	Sp3g17570.1	AA26G00620
OG0008947	SpUn0106_0020.1, Sp2g04450.1	AA8G00016, AA53G00470
OG0008948	Sp5g02700.1	AA61G00431
OG0008951	Sp1g10790.1	AA65G00257
OG0008952	Sp3g18860.1	AA26G00748
OG0008953	Sp1g09730.1	AA65G00157
OG0008954	Sp1g08420.1	AA65G00037
OG0008955	Sp2g13230.1	AA53G00658
OG0008957	Sp3g05330.1	AA29G00028
OG0008959	Sp7g16180.1	AA57G00065
OG0008960	Sp6g25195.1	AA40G00203
OG0008962	Sp2g29020.1	AA87G00029
OG0008963	Sp2g22360.1	AA12G00071
OG0008964	Sp5g07940.1	AA529G00004
OG0008965	Sp3g22990.1	AA98G00004
OG0008966	Sp2g30500.1	AA8G00107
OG0008967	Sp7g26880.1	AA102G00068
OG0008968	Sp5g25510.1	AA38G00050
OG0008969	Sp4g18310.1	AA60G00186
OG0008970	Sp4g26720.1	AA21G00215
OG0008971	Sp2g20600.1	AA40G00083
OG0008972	Sp1g20420.1	AA39G00492, AA69G00009
OG0008973	Sp6g39320.1	AA19G00239
OG0008975	Sp5g10400.1	AA397G00002
OG0008976	Sp1g27120.1	AA9G00084, AA53G00002
OG0008977	Sp7g01430.1	AA87G00118
OG0008978	Sp2g14030.1	AA53G00736
OG0008979	Sp7g22090.1	AA54G00232
OG0008981	Sp5g19730.1	AA53G01206
OG0008983	Sp5g06680.1	AA61G00062
OG0008985	Sp2g10310.1	AA6G00059
OG0008986	Sp4g10570.1	AA32G00912
OG0008988	Sp4g11320.1	AA32G00862
OG0008989	Sp6g34430.1	AA44G00172
OG0008990	Sp3g02110.1	AA10G00308
OG0008991	Sp5g00580.1	AA61G00623
OG0008992	Sp3g24620.1	AA260G00005
OG0008993	Sp5g31300.1, Sp1g18150.1	AA39G00287
OG0008994	Sp7g02420.1	AA53G01093, AA9G00032
OG0008995	Sp6g24300.1	AA595G00001
OG0008996	Sp1g41240.1	AA15G00272
OG0008997	Sp3g15930.1	AA26G00455
OG0008999	Sp7g17320.1	AA53G00280
OG0009000	Sp1g15360.1	AA31G00711, AA39G00021
OG0009001	Sp4g24220.1	AA21G00028
OG0009002	Sp2g25880.1	AA5G00050
OG0009003	Sp3g11940.1	AA26G00092, AA476G00002
OG0009004	Sp5g15870.1	AA16G00101
OG0009005	Sp3g18920.1	AA26G00752
OG0009006	Sp5g29960.1	AA31G00469, AA84G00009
OG0009007	Sp4g25100.1	AA21G00085
OG0009008	Sp4g20760.1	AA59G00002
OG0009009	Sp1g09420.1	AA39G00788
OG0009010	Sp6g09840.1	AA43G00094
OG0009012	Sp1g26130.1	AA54G00425
OG0009013	Sp2g19280.1	AA202G00004
OG0009014	Sp3g03150.1	AA10G00187
OG0009015	Sp6g40300.1	AA19G00323
OG0009016	Sp7g36040.1	AA30G00354
OG0009018	Sp3g10160.1	AA64G00010
OG0009019	Sp1g37210.1	AA2G00142
OG0009020	SpUn0014_0110.1, Sp2g06960.1	AA39G00167
OG0009021	Sp7g33590.1	AA30G00104
OG0009022	Sp6g22540.1	AA8G00296
OG0009024	Sp4g04120.1	AA142G00002
OG0009025	Sp1g21380.1	AA39G00574
OG0009026	Sp3g26820.1	AA144G00006
OG0009027	Sp4g17440.1	AA9G00151
OG0009028	Sp1g40210.1	AA15G00133
OG0009029	Sp2g19340.1	AA367G00002
OG0009030	Sp1g20060.1	AA39G00445, AA39G00443
OG0009032	Sp3g29440.1	AA123G00022
OG0009033	Sp1g13740.1	AA37G00188
OG0009034	Sp5g28980.1	AA31G00562
OG0009035	Sp3g14740.1	AA26G00338
OG0009036	Sp6g13290.1	AA41G00054
OG0009037	Sp3g16370.1	AA26G00496
OG0009039	Sp6g16420.1	AA11G00019
OG0009040	Sp3g16380.1	AA26G00497
OG0009041	Sp2g13140.1	AA53G00649, AA800G00001
OG0009042	Sp3g10050.1	AA52G00060, AA52G00058
OG0009043	Sp7g01260.1	AA87G00103
OG0009044	Sp3g29270.1	AA123G00054
OG0009047	Sp3g32620.1	AA33G00212
OG0009048	Sp6g21200.1	AA1G00167
OG0009049	Sp2g11500.1	AA56G00017
OG0009050	Sp6g16690.1	AA25G00010
OG0009051	Sp4g28980.1	AA21G00426
OG0009052	Sp6g22620.1	AA67G00009
OG0009053	Sp6g22860.1	AA8G00263
OG0009055	Sp1g25930.1	AA54G00414
OG0009056	Sp1g05110.1	AA23G00028
OG0009057	Sp1g17880.1	AA31G00368
OG0009058	Sp2g17830.1	AA53G01102
OG0009059	Sp4g22440.1	AA29G00267
OG0009061	Sp1g08680.1	AA65G00062
OG0009062	Sp3g03190.1	AA10G00182
OG0009063	Sp4g16730.1	AA18G00102
OG0009064	Sp3g10760.1	AA81G00003
OG0009065	Sp4g02900.1	AA22G00071
OG0009066	Sp2g18330.1	AA44G00573
OG0009067	Sp5g27700.1	AA31G00672
OG0009068	Sp3g03060.1	AA40G00280, AA10G00194
OG0009069	Sp2g25940.1	AA5G00044
OG0009070	Sp4g08630.1	AA32G00980
OG0009071	Sp4g27030.1	AA21G00243
OG0009072	Sp5g26200.1	AA38G00006
OG0009073	Sp6g40520.1	AA19G00346
OG0009075	Sp4g00260.1, Sp7g37080.1	AA20G00066
OG0009076	SpUN0680_0010.1	AA260G00003
OG0009077	Sp6g23450.1	AA8G00209
OG0009078	Sp3g18280.1	AA26G00695
OG0009079	Sp7g09150.1	AA634G00004
OG0009080	Sp6g29990.1	AA40G00668
OG0009081	Sp3g10270.1	AA148G00005
OG0009082	Sp6g14790.1	AA309G00001
OG0009083	Sp1g34660.1	AA288G00006
OG0009085	SpUn0002_0170.1	AA53G00361
OG0009086	Sp2g28860.1	AA4G00294
OG0009087	Sp4g14430.1, Sp4g14440.1	AA32G00545
OG0009088	Sp3g09010.1	AA93G00252
OG0009089	Sp1g01040.1	AA1G00052
OG0009090	Sp6g01490.1	AA32G00200
OG0009092	Sp1g03030.1	AA19G00128
OG0009094	Sp6g30380.1	AA161G00001
OG0009096	Sp4g28700.1	AA21G00396
OG0009097	Sp4g21230.1	AA60G00221
OG0009098	Sp5g09140.1	AA36G00035
OG0009099	Sp4g11620.1	AA32G00835
OG0009100	Sp7g16310.1	AA57G00051
OG0009101	Sp1g16330.1	AA39G00123
OG0009103	Sp1g16790.1	AA39G00170
OG0009105	Sp6g06420.1	AA3G00056
OG0009106	Sp6g14100.1	AA55G00060
OG0009107	Sp4g18280.1	AA60G00192
OG0009108	Sp5g11490.1, SpUn0083_0030.1	AA13G00046
OG0009109	Sp5g21190.1	AA53G01128
OG0009110	Sp7g25970.1	AA81G00015
OG0009111	Sp1g02650.1	AA7G00098
OG0009112	Sp3g02550.1	AA10G00250
OG0009113	Sp5g09130.1	AA36G00036
OG0009114	Sp1g11960.1	AA65G00367
OG0009116	Sp7g22180.1	AA39G00807
OG0009117	Sp3g05940.1	AA29G00086
OG0009118	Sp5g19410.1	AA53G01212
OG0009119	Sp6g31300.1	AA44G00478
OG0009120	Sp3g29090.1, Sp3g29120.1, Sp3g29110.1	AA123G00062
OG0009121	Sp5g29040.1	AA31G00558
OG0009122	Sp5g33010.1	AA31G00188
OG0009123	Sp2g30410.1	AA8G00087
OG0009124	Sp1g08170.1	AA65G00005
OG0009125	Sp4g00630.1	AA46G00069
OG0009126	Sp3g20110.1	AA17G00043
OG0009127	Sp3g01700.1	AA10G00347
OG0009128	Sp1g01530.1	AA1G00004
OG0009129	Sp5g10350.1	AA18G00095
OG0009131	Sp2g12350.1	AA751G00004
OG0009132	Sp7g36030.1	AA46G00123, AA30G00352
OG0009133	Sp6g30560.1	AA76G00027
OG0009135	Sp7g36570.1	AA46G00092, AA20G00016
OG0009136	Sp2g17710.1	AA53G01092
OG0009137	Sp3g30590.1	AA33G00040
OG0009138	Sp3g13480.1	AA26G00235
OG0009139	Sp1g35840.1	AA2G00035
OG0009140	Sp7g30370.1	AA209G00004
OG0009141	Sp6g00700.1	AA32G00027
OG0009142	Sp2g10670.1	AA6G00025
OG0009143	Sp7g23280.1	AA80G00014
OG0009144	Sp3g26280.1	AA309G00006
OG0009145	Sp1g26670.1	AA30G00032, AA30G00029
OG0009146	Sp6g21430.1	AA97G00026
OG0009147	Sp7g15200.1	AA3G00160, AA53G00307
OG0009148	Sp4g28300.1	AA21G00359
