Orthogroup	Thellungiella_parvula	Camelina_sativa
OG0005808	SpUn0002_0100.1	Csa05g023700, Csa16g008440, Csa07g008650, Csa07g008670, Csa07g008660
OG0005809	Sp1g25920.1	Csa14g037600, Csa14g037590, Csa03g033220, Csa17g043010
OG0005810	Sp7g22770.1	Csa11g019870, Csa12g029450, Csa10g018680, Csa10g018200
OG0005811	Sp6g25820.1	Csa20g026890, Csa08g011010, Csa13g021400
OG0005812	Sp4g25250.1	Csa05g007330, Csa06g049310, Csa04g060730
OG0005813	Sp1g13200.1	Csa24757s010, Csa17g020330, Csa03g018570, Csa14g017930
OG0005814	Sp2g29810.1	Csa02g075880, Csa11g104060, Csa18g040660
OG0005815	Sp3g16090.1	Csa19g025200, Csa15g024340
OG0005816	Sp1g11060.1	Csa17g016680
OG0005817	Sp4g12380.1	Csa16g015160, Csa05g034260, Csa07g014720, Csa07g014730
OG0005818	Sp7g16060.1	Csa11g030480, Csa12g044290, Csa10g027130
OG0005819	Sp2g25490.1	Csa02g070370, Csa18g035510, Csa11g098920
OG0005820	Sp3g05160.1	Csa01g007250, Csa15g007800, Csa19g009900
OG0005821	Sp5g35600.1	Csa07g059640, Csa16g050220, Csa09g094780, Csa16g049350
OG0005822	Sp2g02960.1	Csa09g096110, Csa16g053350, Csa10025s010, Csa08g018480
OG0005823	Sp1g35130.1, Sp7g33250.1	Csa17g076660, Csa14g053180, Csa14g053120, Csa03g052910
OG0005824	Sp2g25990.1	Csa02g071030, Csa02g071040, Csa20g057110, Csa18g036250, Csa11g099650
OG0005825	Sp2g22860.1	Csa20g040910
OG0005826	Sp6g19310.1	Csa02g062120, Csa11g091190, Csa18g030660
OG0005827	Sp3g06850.1	Csa01g009010, Csa19g011720, Csa15g009670
OG0005828	Sp4g23210.1	Csa04g055300, Csa06g045350
OG0005829	Sp5g11140.1	Csa06g025200, Csa06g025190, Csa06g025210, Csa04g036830, Csa09g058040
OG0005830	Sp6g18670.1	Csa02g061310, Csa11g090450, Csa18g029850
OG0005831	Sp3g05820.1	Csa19g010540, Csa15g008510
OG0005832	Sp3g12070.1	Csa19g020390, Csa01g016270, Csa15g018090
OG0005833	Sp1g08820.1	Csa03g013600, Csa14g011680, Csa17g013820
OG0005834	Sp7g31350.1	Csa12g010120, Csa10g008590, Csa11g009450
OG0005835	Sp2g02970.1	Csa16g053340, Csa07g062750, Csa09g096060, Csa09g096100
OG0005836	Sp2g28590.1	Csa02g074270, Csa11g102550, Csa18g039080
OG0005837	Sp1g41430.1	Csa17g095770, Csa03g062460, Csa14g067710
OG0005838	Sp7g14190.1	Csa12g053790, Csa11g034460, Csa10g030150
OG0005839	Sp6g39980.1	Csa13g002430, Csa08g062110, Csa20g002610
OG0005840	Sp6g33040.1	Csa08g054120, Csa13g035080, Csa20g015720, Csa08g027880, Csa13g012170
OG0005841	Sp5g33750.1, SpUn0074_0060.1	Csa16g048240, Csa07g057690, Csa09g092780
OG0005843	Sp6g36150.1	Csa13g008730, Csa08g057770, Csa20g009020
OG0005844	Sp5g34290.1	Csa16g043570, Csa07g051940, Csa09g086190, Csa16g043600
OG0005845	Sp5g22670.1	Csa07g033120, Csa05g081790
OG0005847	Sp6g40860.1	Csa08g063260, Csa20g001420, Csa13g001310
OG0005848	Sp1g02670.1	Csa17g006880, Csa03g004950, Csa14g004890
OG0005849	Sp3g16500.1	Csa01g021230, Csa15g024950, Csa19g025780
OG0005850	Sp6g33960.1	Csa20g012520, Csa08g055280, Csa13g011030
OG0005851	Sp6g26700.1	Csa20g025690, Csa13g020300, Csa08g009730
OG0005852	Sp6g02000.1	Csa02g005280, Csa08g052360, Csa13g055160, Csa13g055150
OG0005854	SpUn0788_0010.1	Csa17g007020, Csa17g005590, Csa14g004570, Csa14g005040, Csa03g004620
OG0005855	Sp6g27610.1	Csa20g024430, Csa08g008730, Csa13g019340
OG0005856	Sp1g37750.1	Csa14g058820, Csa17g088260, Csa03g056490
OG0005857	Sp2g12310.1	Csa20g082080, Csa11g064110, Csa18g002210, Csa12g020880, Csa11g015050, Csa10g014020, Csa03125s010
OG0005858	Sp5g01790.1	Csa16g003710, Csa13g021470, Csa08g011100, Csa07g003060, Csa05g093700
OG0005859	Sp7g30660.1	Csa10g009420, Csa11g010290, Csa12g012980
OG0005860	Sp5g35210.1	Csa09g094400, Csa16g049850, Csa07g059280
OG0005861	Sp6g17690.1	Csa18g028370, Csa02g058500
OG0005862	Sp4g22340.1	Csa09g068540, Csa06g031000, Csa04g042700, Csa05g013590, Csa04g054230, Csa06g044260, Csa05g012900
OG0005863	Sp5g17230.1	Csa09g062840, Csa13751s010, Csa04g023820, Csa06g016800, Csa04g023830
OG0005864	Sp6g32940.1	Csa20g015810, Csa13g012260, Csa08g054030
OG0005865	Sp6g36060.1	Csa20g009140, Csa13g008820, Csa08g057670
OG0005866	Sp2g22470.1	Csa08g022660, Csa13g030870, Csa20g046210
OG0005867	Sp6g19420.1	Csa18g030820, Csa02g062280, Csa11g091340
OG0005868	Sp6g22510.1	Csa20g037640, Csa08g017220, Csa13g027510
OG0005869	Sp7g18410.1	Csa11g026290, Csa12g039450
OG0005870	Sp7g18640.1	Csa12g039020, Csa11g025950, Csa10g022930
OG0005871	Sp3g15740.1	Csa19g024750, Csa01g020290, Csa15g023820
OG0005872	Sp6g34520.1	Csa20g011880, Csa08g055910, Csa13g010480, Csa20g011910
OG0005873	Sp6g41020.1	Csa20g001220, Csa08g063420, Csa13g001140
OG0005874	Sp6g30090.1	Csa08g005890, Csa13g016640, Csa20g019330
OG0005875	Sp5g32970.1	Csa16g042050, Csa09g084610, Csa07g050470
OG0005876	Sp7g34170.1	Csa12g004950, Csa11g005260, Csa10g004740
OG0005877	Sp7g30520.1	Csa12g013170, Csa10g009600, Csa11g010460
OG0005878	Sp5g27630.1	Csa09g076140, Csa16g037850, Csa07g039650, Csa16g035240
OG0005879	Sp7g19310.1	Csa11g025220, Csa10g022190, Csa12g037200
OG0005880	Sp1g12920.1	Csa03g018340, Csa17g020020, Csa14g017630, Csa17g072920
OG0005881	SpUn0020_0140.1, Sp5g26830.1	Csa09g075080, Csa16g034420, Csa09g074080
OG0005882	Sp7g20480.1	Csa10g020830, Csa12g034560
OG0005883	Sp7g15350.1	Csa11g033040, Csa12g051060, Csa10g028840
OG0005884	Sp2g28880.1	Csa11g103030, Csa18g039620, Csa17086s010, Csa02g074850
OG0005885	Sp6g32490.1	Csa13g013750, Csa08g002130, Csa20g016370
OG0005886	Sp5g12840.1	Csa09g051650, Csa06g023190, Csa04g034670
OG0005887	Sp1g37660.1, Sp7g31780.1	Csa11g008950, Csa10g008170, Csa12g009650
OG0005888	SpUn0226_0010.1, Sp3g22310.1	Csa01g030580, Csa01g030590, Csa19g036480, Csa15g050240
OG0005889	Sp4g27450.1	Csa05g003860, Csa06g051800, Csa04g063340
OG0005890	Sp5g31550.1	Csa09g081120, Csa07g047950, Csa09326s010, Csa16g040530
OG0005892	Sp5g23680.1	Csa16g028600, Csa07g034270, Csa05g085020
OG0005893	Sp1g00580.1	Csa17g002240
OG0005894	Sp1g14580.1	Csa03g020170, Csa17g022000, Csa03g011400, Csa14g009370, Csa17g011380
OG0005895	Sp7g00460.1	Csa11g060120, Csa02g054960, Csa10g050100
OG0005896	Sp7g35950.1	Csa12g002880, Csa11g003070, Csa10g002720
OG0005897	Sp4g22800.1	Csa04g054810, Csa05g012290, Csa06g044850
OG0005898	Sp2g29100.1	Csa02g075110, Csa11g103300, Csa18g039880, Csa18g039890
OG0005899	Sp5g11000.1	Csa04g037000, Csa09g058190, Csa06g025380, Csa36390s010
OG0005900	SpUn0632_0010.1	Csa18g003490, Csa20g071810, Csa20g080680, Csa11g065430
OG0005901	Sp7g17670.1	Csa12g042770, Csa11g028470, Csa10g025280
OG0005902	Sp1g41520.1	Csa17g095860, Csa03g062560, Csa14g067800
OG0005903	Sp1g25660.1	Csa17g042710, Csa03g032950, Csa14g037350
OG0005904	Sp1g11090.1	Csa14g015420, Csa03g016250, Csa17g016720
OG0005905	Sp5g17210.1	Csa06g016820, Csa04g023850, Csa00727s010
OG0005907	Sp2g08400.1	Csa11g071330, Csa11419s010, Csa18g010290, Csa20g067530, Csa18g010270, Csa11g071310, Csa20g067550
OG0005908	Sp5g27670.1	Csa07g039700, Csa16g037870, Csa16g035280, Csa16g035290, Csa09g077160
OG0005909	Sp1g13220.1	Csa17g020350, Csa03g018590, Csa14g017950
OG0005911	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1	Csa03g025570
OG0005912	Sp4g29520.1	Csa06g054120, Csa05g001570
OG0005913	Sp6g15200.1	Csa11g084880, Csa02g049330, Csa18g024020, Csa18g039160
OG0005915	Sp6g28100.1	Csa20g023630, Csa08g008170, Csa13g018840
OG0005916	Sp1g19010.1	Csa00578s020, Csa03g025300, Csa00535s200, Csa14g026730
OG0005917	Sp3g04540.1	Csa01g006550, Csa15g007020, Csa19g008140, Csa02400s010
OG0005918	Sp6g05920.1	Csa02g019950, Csa13g048700, Csa08g043760
OG0005919	Sp5g24680.1	Csa06g008880
OG0005921	Sp5g18090.1, Sp2g29410.1	Csa18g040200, Csa11g103660, Csa02g075440
OG0005922	Sp7g14290.1	Csa10g030070, Csa12g053680, Csa11g034340
OG0005923	Sp6g31830.1	Csa20g017350, Csa20g017370, Csa13g014630
OG0005924	Sp3g14840.1	Csa15g021360, Csa19g023360, Csa01g019190
OG0005925	Sp6g39310.1	Csa08g061140, Csa13g003380, Csa20g003470
OG0005926	Sp6g32840.1	Csa13g013370, Csa20g015940, Csa08g053900
OG0005927	Sp6g02660.1	Csa07g026040, Csa05g061930, Csa17g098500
OG0005928	Sp7g36460.1	Csa12g002290, Csa10g002190
OG0005929	Sp7g19200.1	Csa10g022350, Csa12g037360
OG0005930	Sp5g23390.1	Csa07g033970, Csa16g028360, Csa05g084680
OG0005931	Sp5g13810.1	Csa09g048880, Csa04g032320, Csa06g021950, Csa06g021970
OG0005932	Sp2g14670.1	Csa06g004760, Csa04g011200
OG0005933	Sp3g26360.1	Csa01g040120, Csa12767s010, Csa15g062070, Csa00474s030
OG0005934	Sp1g11410.1	Csa17g017110, Csa14g015830, Csa03g016670
OG0005935	Sp5g33430.1	Csa09g085100, Csa16g042560, Csa07g050970
OG0005936	Sp5g18760.1	Csa07g012030, Csa11g069730, Csa10g014680, Csa07g017730, Csa17g042650, Csa18g010040, Csa10998s010, Csa19g043190, Csa16g046650
OG0005938	Sp3g06480.1	Csa15g009290, Csa01g008590, Csa19g011320
OG0005939	Sp2g08050.1	Csa18g010600, Csa11g071680, Csa20g067160, Csa18936s010
OG0005940	Sp6g13460.1	Csa11g082770, Csa02g042970
OG0005941	Sp3g21040.1	Csa15g044510, Csa19g033890, Csa01g027960, Csa15g044490
OG0005942	Sp4g14690.1	Csa07g010370, Csa16g009110, Csa05g024590, Csa17g023860
OG0005943	Sp4g18150.1	Csa05g018190, Csa29784s010, Csa05g018200, Csa04g049340, Csa06g038520
OG0005944	Sp6g12880.1	Csa02g039370, Csa18g021440, Csa11g082090, Csa11g082100
OG0005945	Sp6g13400.1	Csa11g082690, Csa18g022000
OG0005946	Sp6g00620.1	Csa02g001660, Csa08g001700, Csa13g056820
OG0005947	SpUn0030_0030.1, Sp3g31800.1	Csa19g057980, Csa15g078000, Csa15g077970, Csa01g041530, Csa15g077940
OG0005948	Sp4g16230.1	Csa06214s010, Csa16g007280, Csa07g007480, Csa05g021440
OG0005949	Sp1g10510.1	Csa03g015580, Csa14g014730, Csa17g016000
OG0005950	Sp4g13640.1	Csa16g012460, Csa07g011730, Csa05g030140
OG0005951	SpUn0024_0100.1, Sp1g04040.1	Csa14g006460, Csa03g006570, Csa17g008470
OG0005952	Sp7g22360.1	Csa12g029980, Csa10g018640, Csa11g020390, Csa10g018610, Csa12g029950, Csa11g020360
OG0005953	Sp6g25430.1	Csa08g011480, Csa20g027400, Csa13g021800
OG0005953	Sp3g05170.1	Csa19g009920, Csa15g007820
OG0005954	Sp7g28820.1	Csa12g016160, Csa10g011570, Csa11g012410
OG0005955	Sp6g39810.1	Csa13g002610, Csa20g002810, Csa08g061850
OG0005956	Sp6g21490.1	Csa02g065550, Csa11g093670
OG0005957	Sp6g22790.1	Csa13g025940, Csa08g015680, Csa20g036100
OG0005958	Sp1g01950.1	Csa17g003950, Csa17g003920, Csa03g003020, Csa14g003070
OG0005959	Sp3g20880.1	Csa01g027760, Csa19g033650, Csa15g044180
OG0005960	Sp1g02710.1	Csa14g004930, Csa03g005020, Csa17g006920
OG0005961	Sp2g14510.1	Csa04g009240, Csa06g004580
OG0005962	Sp6g18110.1	Csa18g028950, Csa11g089580, Csa02g059170
OG0005963	Sp3g01210.1	Csa15g001690, Csa19g002750, Csa01g001650, Csa07329s010
OG0005964	Sp5g11350.1	Csa09g002490, Csa06g024980, Csa04g036610
OG0005965	Sp6g34800.1	Csa13g010170
OG0005966	Sp1g40750.1	Csa14g064950, Csa03g061650, Csa17g094820
OG0005967	Sp1g10370.1	Csa14g014570, Csa03g015430, Csa17g015850
OG0005968	Sp6g40030.1	Csa20g002540, Csa08g062180, Csa13g002380, Csa12163s010
OG0005969	Sp6g23820.1	Csa20g032650, Csa13g023580, Csa08g014480
OG0005970	Sp4g12500.1	Csa07g013410
OG0005971	Sp7g37460.1	Csa10g001120, Csa12g001140, Csa11g001190, Csa16g053000, Csa07g062250
OG0005972	Sp7g28830.1	Csa12g016150, Csa11g012400, Csa10g011560
OG0005973	Sp2g01480.1	Csa17g016970, Csa07g064470
OG0005974	Sp6g39570.1	Csa08g061470, Csa20g003150, Csa13g003020, Csa11138s010
OG0005976	Sp7g31450.1	Csa10g008490, Csa12g010020, Csa11g009340
OG0005977	Sp5g25320.1	Csa13g044830, Csa08g038690, Csa05g029610, Csa02g015670, Csa13g050460, Csa02g015680, Csa08g044510
OG0005978	Sp2g24590.1	Csa18g034690, Csa11g097160, Csa02151s010, Csa02g068330
OG0005979	Sp3g21580.1	Csa15g006120, Csa01g029680, Csa15g047210, Csa01541s010, Csa19g035630
OG0005980	Sp6g29580.1	Csa20g020980, Csa08g006470, Csa13g017260
OG0005981	Sp4g19180.1	Csa06g039540, Csa05g016990, Csa04g050430
OG0005982	Sp6g23160.1	Csa08g015190, Csa13g025380
OG0005983	Sp7g25780.1, Sp6g15210.1	Csa11g084890, Csa18g024030, Csa02g049340
OG0005984	Sp6g23100.1	Csa08g015250, Csa20g034500, Csa13g025450
OG0005985	Sp4g19780.1	Csa05g016400, Csa04g051030, Csa06g040180
OG0005986	Sp6g31870.1	Csa20g017270, Csa08g002880, Csa13g014560
OG0005987	Sp6g21150.1	Csa18g032760, Csa11g093300, Csa02g065170
OG0005988	Sp5g07800.1	Csa09g064410, Csa06g029110, Csa04g040740
OG0005989	Sp2g28410.1	Csa18g039320, Csa11g102730, Csa02g074510
OG0005990	Sp5g30620.1	Csa07g046990, Csa09g080130, Csa16g039440
OG0005991	Sp6g18090.1	Csa02g059150, Csa18g028930, Csa11g089560
OG0005992	Sp4g27380.1	Csa05g003930, Csa04g063270
OG0005993	Sp2g23750.1	Csa20g038470, Csa13g028000, Csa08g017780
OG0005994	Sp7g10990.1	Csa12g063120, Csa10g033390, Csa11g041650
OG0005995	Sp3g03320.1	Csa15g005330, Csa01g005150, Csa19g006600
OG0005996	Sp5g12330.1	Csa04g035280, Csa06g023790, Csa06g023780, Csa09g052450
OG0005997	Sp7g16660.1	Csa11g031170, Csa10g027890, Csa12g047140, Csa26279s010
OG0005998	Sp7g05780.1, Sp3g21530.1	Csa20g081790, Csa11g064430, Csa18g002480
OG0005999	Sp2g28500.1	Csa02g074370, Csa11g102630, Csa18g039200
OG0006000	Sp7g36450.1	Csa12g002300, Csa11g002440, Csa10g002200
OG0006001	Sp1g03520.1	Csa17g007930, Csa03g006000, Csa14g005890
OG0006002	Sp5g06210.1	Csa06g031010, Csa04g042710, Csa09g068570
OG0006004	Sp6g39040.1	Csa20g003780, Csa13g003730
OG0006005	Sp7g06640.1	Csa10g039900, Csa11g044990, Csa12g069750
OG0006006	Sp3g00380.1	Csa00532s100, Csa10g042530, Csa19g001260
OG0006007	Sp4g16550.1	Csa05g021030, Csa16g006930, Csa07g007090
OG0006008	Sp2g24290.1	Csa11g094830, Csa02g067950, Csa18g034370
OG0006009	Sp6g28030.1	Csa20g023730, Csa13g018920
OG0006010	Sp3g10620.1	Csa19g016720, Csa15g016350, Csa01g013560
OG0006011	Sp6g39910.1	Csa20g002670, Csa13g002510, Csa08g062020
OG0006012	Sp6g17790.1	Csa18g028510, Csa02g058750
OG0006013	Sp1g15200.1	Csa17g022710, Csa14g021250, Csa03g020830
OG0006014	Sp5g06570.1	Csa09g068110, Csa06g030630, Csa04g042330
OG0006015	Sp6g07690.1	Csa02g028170, Csa13g044760, Csa08g037610
OG0006017	Sp6g36740.1	Csa13g008140, Csa20g008360, Csa08g058370
OG0006019	Sp7g32280.1	Csa12g009080, Csa11g007440, Csa10g007640
OG0006020	Sp1g08870.1	Csa17g013900, Csa14g011760, Csa03g013670, Csa03g013680
OG0006021	Sp1g14130.1	Csa17g021420, Csa14g018900, Csa03g019600
OG0006022	Sp7g22400.1	Csa12g029910, Csa11g020320, Csa10g018570
OG0006023	Sp6g19890.1	Csa11g091890, Csa18g031380
OG0006024	Sp2g28210.1	Csa02g073560, Csa18g038830, Csa11g102320
OG0006025	Sp2g26100.1	Csa11g099810, Csa02g071170, Csa18g036410
OG0006026	Sp1g07450.1	Csa17g012310, Csa03g012250, Csa14g010330
OG0006027	Sp7g22110.1	Csa12g030260, Csa11g020630, Csa10g018910
OG0006028	Sp6g30460.1	Csa20g018930, Csa13g016200, Csa08g005470
OG0006029	Sp5g10180.1	Csa04g037910, Csa09g059130, Csa06g026330
OG0006030	Sp1g37650.1	Csa17g088710, Csa03g056850, Csa14g059240
OG0006031	Sp1g39770.1	Csa17g093490, Csa03g060420, Csa14g063710
OG0006032	Sp3g10400.1	Csa19g016430, Csa15g016070
OG0006033	Sp1g35020.1	Csa17g076500, Csa03g052800, Csa14g051980
OG0006034	Sp3g12280.1	Csa01g016510, Csa01g016250, Csa19g019350, Csa19g020620, Csa15g018070, Csa15g018300
OG0006035	SpUn0118_0020.1, Sp4g09740.1, SpUn0012_0090.1, SpUn0118_0010.1	Csa16g051240, Csa05g041990, Csa07g060620
OG0006037	Sp6g19050.1	Csa02g061790, Csa11g090870, Csa18g030310
OG0006038	Sp3g31670.1	Csa15g076820, Csa19g057860, Csa01g041390
OG0006040	Sp5g25120.1, Sp7g01420.1	Csa06g051260, Csa04g062740, Csa05g004390
OG0006041	Sp7g17160.1	Csa11g032680, Csa10g028500, Csa12g049750
OG0006042	Sp1g36840.1, SpUn0137_0040.1	Csa14g057350, Csa03g055960, Csa17g085880
OG0006043	Sp1g15340.1	Csa14g021430, Csa17g022890, Csa03g020980
OG0006044	Sp5g32420.1	Csa09g083990, Csa16g041430, Csa07g049870
OG0006045	Sp4g11180.1	Csa05g038230, Csa22034s010, Csa07g016150
OG0006047	Sp1g09540.1	Csa03g014480, Csa17g014730, Csa14g013530
OG0006048	Sp6g13020.1	Csa02g040600, Csa11g082230, Csa18g021590
OG0006049	Sp4g29660.1	Csa06g054270, Csa05g001450
OG0006050	Sp5g12930.1	Csa06g022450, Csa06g023100, Csa06g022050, Csa04g033800, Csa04g034580
OG0006051	Sp7g15320.1	Csa11g033070, Csa10g028870, Csa12g051090
OG0006052	Sp6g33390.1	Csa20g015270, Csa13g011760, Csa08g054590
OG0006053	Sp5g05680.1	Csa06g031630, Csa09g069340, Csa04g043300
OG0006054	Sp3g11030.1	Csa15g016830, Csa19g017090, Csa01g014000
OG0006055	Sp1g27880.1	Csa03g036550, Csa14g042110, Csa17g051550
OG0006056	Sp1g11990.1	Csa14g016550
OG0006057	Sp2g16050.1	Csa04g013630, Csa06g006760, Csa09g011630
OG0006058	Sp4g28000.1	Csa12g053380, Csa12g053390, Csa10g029800, Csa12g016420, Csa16g027080, Csa05g081210
OG0006060	Sp1g21260.1	Csa03g027730, Csa17g031080, Csa14g031030
OG0006061	Sp3g11380.1	Csa01g015440
OG0006063	Sp6g29980.1	Csa20g020480, Csa13g016790, Csa08g006030
OG0006064	Sp6g05870.1	Csa02g019830, Csa08g043890, Csa13g048770
OG0006065	Sp5g30800.1	Csa16g039680, Csa07g047160, Csa09g080320
OG0006066	Sp2g04640.1	Csa07g016870, Csa16g017370, Csa05g048520, Csa03854s010
OG0006068	Sp3g06600.1	Csa19g011440, Csa01g008720, Csa15g009410
OG0006069	Sp6g35430.1	Csa08g056970, Csa20g009840
OG0006070	Sp6g33150.1	Csa20g015580, Csa08g054280, Csa13g012050
OG0006071	Sp6g24400.1	Csa08g013780, Csa13g022930, Csa20g031870
OG0006072	Sp3g19280.1	Csa15g031620, Csa19g029280, Csa19g029250
OG0006073	Sp3g30450.1	Csa15g074190, Csa01g032780, Csa19g053880
OG0006076	Sp2g26140.1	Csa18g036480, Csa11g099900, Csa02g071300, Csa02g071290, Csa02g071280, Csa02g071310, Csa02g071250
OG0006077	Sp7g31000.1	Csa11g009880, Csa10g008970, Csa12g011540
OG0006078	Sp6g36590.1	Csa08g058210, Csa13g008270, Csa20g008500
OG0006079	Sp5g11450.1	Csa06g024850, Csa09g056850, Csa04g036480
OG0006080	Sp4g00110.1	Csa16g042760, Csa07g051180, Csa09g085350, Csa02g035700
OG0006081	Sp7g22810.1	Csa11g019820, Csa12g029420, Csa10g018160
OG0006082	Sp6g16730.1	Csa17g079070, Csa11g087820, Csa18g026080, Csa02g057100
OG0006083	Sp3g16470.1	Csa01g021180, Csa01g021190, Csa15g024880, Csa19g025710
OG0006085	SpUn0149_0010.1, SpUn0173_0010.1	Csa16g026810, Csa07g032320, Csa05g079870
OG0006086	Sp5g32880.1	Csa09g084520
OG0006087	Sp4g18640.1	Csa05g017720, Csa04g049850, Csa06g038980
OG0006088	Sp6g20190.1	Csa20g032020, Csa02g064120, Csa11g092200, Csa18g031660
OG0006089	Sp7g18300.1	Csa12g041790, Csa10g024480, Csa11g027600
OG0006090	Sp7g21330.1	Csa12g032050, Csa11g022510, Csa10g019770
OG0006091	Sp3g16920.1	Csa19g026250, Csa15g026470, Csa01g021770
OG0006092	Sp7g18120.1	Csa11g027820, Csa10g024660, Csa12g042090
OG0006093	Sp4g20410.1	Csa05g015460, Csa06g040830, Csa04g051770
OG0006094	Sp3g01860.1	Csa19g004940, Csa01g002440
OG0006095	Sp6g33380.1	Csa20g015280, Csa08g054580, Csa13g011770
OG0006096	Sp3g15120.1	Csa19g023770, Csa01g019550, Csa15g021790
OG0006097	Sp5g02170.1	Csa12g060240, Csa20g032280, Csa16g003180, Csa05g093120, Csa07g003670
OG0006098	Sp4g16510.1	Csa16g006980, Csa05g021110, Csa07g007180
OG0006099	Sp3g19740.1	Csa15g032240, Csa19g030880, Csa01g024890
OG0006100	Sp2g28560.1	Csa11g102570, Csa02g074300, Csa18g039120
OG0006101	Sp1g26770.1	Csa14g038750, Csa03g034250, Csa13897s010, Csa17g047350
OG0006102	Sp1g01650.1	Csa03g002680, Csa17g001450, Csa14g002690
OG0006103	Sp7g35060.1	Csa12g003960, Csa10g003760, Csa11g004210
OG0006104	Sp5g31900.1	Csa07g048380, Csa27089s010, Csa16g040920, Csa09g081500, Csa07g048320
OG0006106	Sp5g10590.1	Csa09g058690, Csa04g037430, Csa06g025850, Csa04g037420
OG0006108	Sp7g29020.1	Csa10g011360, Csa12g015960, Csa11g012220
OG0006109	Sp2g22650.1	Csa13g030550, Csa08g022370, Csa10g010830
OG0006111	Sp7g28870.1	Csa10g011500, Csa12g016110, Csa11g012360
OG0006112	Sp7g22820.1	Csa12g029410, Csa11g019810
OG0006113	Sp5g02420.1	Csa07g004050, Csa16g004070, Csa05g092700
OG0006115	Sp6g10670.1, Sp6g10680.1	Csa02g030910, Csa08g032100, Csa09606s010, Csa00613s010, Csa02g030920
OG0006116	Sp5g05150.1	Csa06g033170, Csa09g069930, Csa04g043890
OG0006117	Sp3g10020.1	Csa01g012900, Csa15g015640, Csa19g015960
OG0006118	Sp1g25910.1	Csa14g037580
OG0006119	Sp2g04990.1	Csa05g052030, Csa07g017520, Csa16g017870
OG0006120	Sp1g23030.1	Csa03g029930, Csa14g034260, Csa17g035340
OG0006121	Sp1g13380.1	Csa03g018790, Csa14g018140, Csa03g018770, Csa17g020560
OG0006122	Sp6g05310.1	Csa02g015650, Csa08g044550, Csa13g050480, Csa08g044530
OG0006123	Sp7g12880.1	Csa12g056920, Csa10g031650, Csa11g037120
OG0006124	Sp2g03550.1	Csa20g039310, Csa08g018400, Csa08g018390, Csa20g039300, Csa15g038290, Csa13g028580, Csa20g003820, Csa08g060790, Csa08g060770
OG0006125	Sp3g05260.1	Csa19g010020
OG0006126	Sp3g16330.1	Csa01g020980, Csa19g025540, Csa15g024710
OG0006127	Sp2g29450.1	Csa18g040240, Csa02g075480, Csa11g103700
OG0006128	Sp4g02600.1, Sp4g02620.1	Csa09g087860, Csa16g045340, Csa07g053680
OG0006130	Sp1g14700.1	Csa14g020640, Csa03g020270, Csa03g057990, Csa17g022100
OG0006132	Sp6g07090.1	Csa08g040320, Csa02g026440, Csa13g047480
OG0006133	Sp5g31820.1	Csa09g081400, Csa14386s010, Csa07g048230, Csa16g040820
OG0006134	Sp1g06210.1	Csa17g010840
OG0006135	Sp6g16640.1	Csa11g087720, Csa02g055950, Csa18g025970, Csa11549s010
OG0006136	Sp6g35240.1	Csa20g010070, Csa13g009680, Csa08g056750
OG0006137	Sp6g23550.1	Csa13g024960, Csa08g014800, Csa20g033010, Csa15703s010
OG0006138	Sp3g02940.1	Csa01g004760, Csa15g003860, Csa19g006180
OG0006139	Sp3g22680.1	Csa19g037950, Csa15g052800, Csa01g031120
OG0006140	Sp2g02210.1	Csa16g055140, Csa07g063700, Csa09g097020
OG0006141	Sp7g31120.1	Csa10g008840, Csa11g009720, Csa12g011410
OG0006142	Sp5g05320.1	Csa09g069740, Csa06g033010, Csa04g043700
OG0006143	Sp1g11540.1	Csa14g015990, Csa03g016800, Csa17g017300
OG0006144	Sp6g20670.1	Csa18g032170, Csa02g064630, Csa11g092750
OG0006145	Sp7g04620.1	Csa12g074940, Csa11g051300, Csa10g041050
OG0006146	Sp6g27600.1	Csa20g024440, Csa08g008740, Csa13g019350
OG0006147	Sp2g04860.1	Csa05g050920, Csa16g017710
OG0006148	Sp7g00930.1, Sp7g00920.1, Sp1g12150.1	Csa17g019200, Csa14g016780, Csa03g017560
OG0006149	Sp6g37570.1	Csa20g006510, Csa13g007240, Csa08g059200
OG0006150	SpUn0835_0010.1, SpUn0467_0010.1	Csa11g029910, Csa10g026670
OG0006151	Sp5g02220.1	Csa16g003100, Csa07g003780, Csa05g093040
OG0006152	Sp4g12430.1	Csa05g034330, Csa07g013570, Csa16g015240
OG0006153	Sp5g30530.1	Csa09g080000, Csa16g039290, Csa07g046870
OG0006154	Sp3g11040.1	Csa01g014010, Csa19g017100, Csa15g016840
OG0006156	Sp1g27300.1	Csa15g076760, Csa17g064730
OG0006157	Sp3g22710.1	Csa15g052820, Csa19g037970, Csa01g031140
OG0006159	Sp2g26920.1	Csa02g072550, Csa18g037450, Csa11g100950
OG0006160	Sp7g15590.1	Csa02g051420
OG0006161	Sp6g35860.1	Csa20g009370, Csa08g057440, Csa13g009040, Csa18g028730
OG0006162	Sp5g27010.1	Csa13g043490, Csa16g034590, Csa07g038880, Csa09g075280
OG0006163	Sp6g30350.1	Csa08g005590, Csa13g016330, Csa20g019030
OG0006164	Sp5g08100.1	Csa09g062780, Csa04g040370, Csa06g028790
OG0006165	Sp7g34960.1	Csa10g003840, Csa12g004080, Csa11g004320
