Orthogroup	Thellungiella_parvula	Tarenaya_hassleriana
OG0009674	Sp7g33830.1	Th2v02989, Th2v21565
OG0009675	Sp7g02800.1	Th2v05346
OG0009676	Sp6g33860.1	Th2v13711, Th2v24190
OG0009677	Sp6g31400.1	Th2v17563
OG0009678	Sp2g01430.1	Th2v20534
OG0009679	Sp4g15900.1	Th2v30330
OG0009680	Sp2g09600.1	Th2v10739
OG0009681	Sp4g26830.1	Th2v07096, Th2v18080
OG0009683	Sp2g27080.1	Th2v24172
OG0009684	Sp1g24520.1	Th2v01290
OG0009685	Sp4g08740.1	Th2v24460, Th2v07736, Th2v15565
OG0009686	Sp6g07310.1	Th2v04657
OG0009687	Sp2g00870.1	Th2v06088, Th2v14797
OG0009688	Sp2g10890.1	Th2v07390, Th2v10686, Th2v16535
OG0009689	Sp6g38170.1	Th2v20137
OG0009690	Sp6g03900.1	Th2v16667
OG0009691	Sp7g24510.1	Th2v09487
OG0009692	Sp5g18690.1	Th2v21476, Th2v18976, Th2v21475
OG0009693	Sp2g30640.1	Th2v13429, Th2v14135, Th2v26754
OG0009694	Sp7g08210.1	Th2v29623
OG0009695	Sp2g13220.1	Th2v05415
OG0009696	Sp7g03500.1	Th2v06309, Th2v15008
OG0009697	Sp6g13750.1	Th2v23504, Th2v26875
OG0009698	Sp1g23230.1	Th2v28251
OG0009699	Sp3g05910.1	Th2v11405
OG0009700	Sp3g03700.1	Th2v18487
OG0009701	Sp4g25420.1	Th2v03334
OG0009702	Sp5g14080.1, SpUn0103_0020.1	Th2v11904
OG0009703	Sp1g27240.1	Th2v01438, Th2v27813
OG0009704	Sp3g33560.1	Th2v01589, Th2v12521, Th2v12522
OG0009705	Sp7g34420.1	Th2v03048
OG0009706	Sp4g11520.1	Th2v01076, Th2v23903
OG0009707	Sp6g19530.1	Th2v21768
OG0009708	Sp7g16270.1	Th2v27180
OG0009709	Sp4g13920.1	Th2v08161
OG0009710	Sp4g27510.1	Th2v07136, Th2v22533
OG0009711	Sp6g28200.1	Th2v23050
OG0009712	Sp2g10490.1	Th2v02302
OG0009713	Sp5g08770.1	Th2v16970
OG0009714	Sp3g28850.1	Th2v12043
OG0009715	Sp2g29630.1	Th2v13503
OG0009716	Sp2g08620.1	Th2v29625, Th2v29627
OG0009717	Sp4g00040.1	Th2v02280
OG0009718	Sp6g13470.1, Sp6g13480.1	Th2v23486
OG0009719	Sp1g12040.1	Th2v30887
OG0009720	Sp1g08330.1	Th2v24314
OG0009721	Sp5g26590.1	Th2v24490
OG0009722	Sp3g32980.1	Th2v01661
OG0009723	Sp2g26400.1	Th2v14056
OG0009724	Sp3g23540.1, Sp7g06410.1	Th2v25219
OG0009726	Sp1g22440.1	Th2v24895
OG0009729	Sp6g30290.1	Th2v08623
OG0009730	Sp2g21530.1	Th2v19234
OG0009731	Sp4g25040.1	Th2v06889, Th2v13293, Th2v25926
OG0009732	Sp1g26030.1	Th2v01376
OG0009734	Sp7g19270.1	Th2v09735
OG0009735	Sp1g00920.1	Th2v07837
OG0009737	Sp2g19260.1	Th2v09238
OG0009738	Sp7g03200.1	Th2v00462
OG0009740	Sp7g29430.1	Th2v01846
OG0009741	Sp2g20670.1	Th2v18464
OG0009743	Sp4g15480.1	Th2v27102
OG0009744	Sp5g22990.1	Th2v28275
OG0009745	Sp6g27480.1	Th2v18581, Th2v22993
OG0009746	Sp2g27530.1	Th2v13697
OG0009747	Sp6g08460.1	Th2v04728
OG0009748	Sp1g23380.1	Th2v03906
OG0009749	Sp4g15500.1	Th2v27101
OG0009750	Sp1g05150.1	Th2v10491
OG0009751	Sp4g23970.1	Th2v13180, Th2v25823
OG0009752	Sp7g23750.1	Th2v26917
OG0009753	Sp2g11900.1	Th2v27198
OG0009754	Sp3g22880.1	Th2v25270
OG0009755	Sp6g14500.1	Th2v28945
OG0009756	Sp4g20920.1	Th2v03751
OG0009757	Sp1g10360.1	Th2v04934
OG0009758	Sp6g12370.1	Th2v26814, Th2v26813, Th2v26815
OG0009759	Sp5g10440.1	Th2v03720
OG0009760	Sp6g18900.1	Th2v21732
OG0009762	Sp3g04100.1	Th2v25433
OG0009763	Sp7g00060.1	Th2v04818
OG0009764	Sp6g27430.1	Th2v09093, Th2v18582
OG0009765	Sp4g00480.1	Th2v12570
OG0009766	Sp2g08600.1	Th2v16128
OG0009767	Sp6g28560.1	Th2v23086
OG0009769	Sp6g31200.1	Th2v17538
OG0009770	Sp3g19920.1	Th2v18206
OG0009773	Sp1g07900.1	Th2v25085
OG0009774	Sp2g27240.1	Th2v13729
OG0009775	Sp2g23130.1	Th2v17313
OG0009776	Sp7g34450.1	Th2v12264
OG0009777	Sp1g09110.1	Th2v05009, Th2v24258
OG0009778	Sp7g15170.1	Th2v29520
OG0009779	Sp1g25060.1	Th2v01319, Th2v26519
OG0009781	Sp3g03430.1	Th2v18496, Th2v09186, Th2v17670
OG0009782	Sp6g37510.1	Th2v20194
OG0009783	Sp5g11740.1	Th2v11711
OG0009784	Sp5g20840.1	Th2v00585, Th2v05264
OG0009785	Sp7g32240.1	Th2v02838
OG0009787	Sp2g30530.1	Th2v14145, Th2v26742
OG0009788	Sp3g30310.1	Th2v02499
OG0009789	Sp1g41660.1	Th2v23573
OG0009791	Sp3g11930.1	Th2v23665
OG0009792	Sp1g25140.1	Th2v26527
OG0009793	Sp2g21700.1	Th2v19265
OG0009794	Sp4g22280.1	Th2v22376
OG0009795	Sp1g16120.1	Th2v09928
OG0009797	Sp1g14280.1	Th2v23389
OG0009798	Sp6g01420.1	Th2v06664, Th2v15364
OG0009799	Sp3g19820.1	Th2v25474
OG0009801	Sp4g02510.1	Th2v12280
OG0009802	Sp7g37120.1	Th2v03306, Th2v29381, Th2v12592
OG0009803	Sp6g36550.1	Th2v14341, Th2v22165
OG0009805	Sp2g09990.1	Th2v07362, Th2v10718
OG0009806	Sp1g06520.1	Th2v08306, Th2v07580, Th2v15708
OG0009807	Sp4g10060.1	Th2v07694, Th2v15602
OG0009808	Sp1g29570.1	Th2v10932, Th2v17144
OG0009809	Sp7g26930.1	Th2v02216, Th2v12508
OG0009810	Sp5g23850.1	Th2v24883
OG0009811	Sp4g29460.1	Th2v07307, Th2v27585, Th2v27586, Th2v13018, Th2v22724
OG0009812	Sp7g25090.1	Th2v10269
OG0009813	Sp3g17610.1	Th2v29112
OG0009815	Sp1g01610.1	Th2v07900, Th2v16317
OG0009816	Sp2g27800.1	Th2v13667
OG0009817	Sp1g25100.1	Th2v01322, Th2v26522
OG0009818	Sp5g35660.1	Th2v19755
OG0009819	Sp6g01230.1	Th2v16373
OG0009821	Sp3g19210.1	Th2v21876, Th2v30021
OG0009823	Sp3g15490.1	Th2v26322, Th2v27647
OG0009824	Sp6g26690.1	Th2v17778
OG0009825	Sp4g25650.1	Th2v03344
OG0009826	SpUn0004_0240.1	Th2v05119, Th2v06187, Th2v14891
OG0009827	Sp7g04720.1	Th2v00568
OG0009829	Sp1g33880.1	Th2v10305
OG0009830	Sp5g03500.1	Th2v03323, Th2v13365, Th2v25984
OG0009832	Sp5g22710.1	Th2v17277
OG0009833	Sp3g21450.1	Th2v28774
OG0009834	Sp7g34790.1	Th2v03079
OG0009836	Sp6g02020.1	Th2v07912, Th2v27017
OG0009837	Sp2g27270.1	Th2v11814
OG0009838	Sp4g29730.1	Th2v07287
OG0009839	Sp4g04780.1	Th2v01880, Th2v19750, Th2v02049
OG0009840	Sp2g03840.1, Sp4g14220.1	Th2v15967
OG0009841	Sp4g14920.1	Th2v08107, Th2v27128
OG0009842	Sp6g12210.1	Th2v20372
OG0009846	Sp2g19760.1, SpUn0021_0090.1	Th2v11374
OG0009847	Sp5g05070.1	Th2v06820, Th2v15517, Th2v13190, Th2v25832
OG0009848	Sp2g12630.1	Th2v05448
OG0009850	Sp6g11960.1	Th2v20381
OG0009852	Sp3g26140.1	Th2v08496
OG0009853	Sp7g27750.1	Th2v01694
OG0009855	Sp3g06120.1	Th2v11440
OG0009857	Sp5g01620.1	Th2v07203
OG0009858	Sp2g20950.1	Th2v25450
OG0009859	Sp4g03490.1	Th2v01820
OG0009860	Sp6g38470.1	Th2v14416, Th2v22244, Th2v20109
OG0009861	Sp6g07200.1	Th2v04647
OG0009862	Sp2g24330.1	Th2v24093, Th2v11876, Th2v13857
OG0009864	Sp7g33440.1	Th2v02946
OG0009866	Sp1g26890.1	Th2v27843
OG0009867	Sp6g26820.1	Th2v22944
OG0009868	Sp6g19000.1	Th2v09578
OG0009869	Sp2g28670.1	Th2v13591
OG0009870	Sp2g25260.1	Th2v09842, Th2v11926, Th2v24022
OG0009871	Sp7g26640.1	Th2v00324, Th2v28920
OG0009872	Sp7g27000.1	Th2v01617, Th2v02212
OG0009873	Sp3g20080.1	Th2v18655, Th2v19329
OG0009874	Sp2g00320.1	Th2v04820
OG0009875	Sp7g08030.1	Th2v30222
OG0009876	Sp2g10830.1	Th2v07387, Th2v10689
OG0009877	Sp6g02920.1	Th2v16235
OG0009878	Sp1g36440.1	Th2v31288
OG0009880	Sp2g10930.1	Th2v27251
OG0009881	Sp3g15130.1	Th2v25524
OG0009883	Sp4g27100.1	Th2v07075, Th2v18099
OG0009884	Sp3g03400.1	Th2v09183
OG0009886	Sp1g28400.1	Th2v01494, Th2v29230
OG0009888	Sp3g27650.1	Th2v02610, Th2v11983
OG0009889	Sp7g29370.1	Th2v02076, Th2v12393
OG0009890	Sp6g04520.1	Th2v10800
OG0009891	Sp2g10430.1	Th2v16578
OG0009892	Sp2g29930.1	Th2v13477
OG0009893	Sp2g15560.1	Th2v24006
OG0009894	Sp3g31520.1	Th2v03001, Th2v21554
OG0009895	Sp6g40070.1	Th2v14292, Th2v22116
OG0009896	Sp4g05280.1	Th2v12348
OG0009897	Sp7g18200.1	Th2v04262
OG0009898	Sp7g32410.1	Th2v02529
OG0009899	Sp1g31070.1	Th2v10970, Th2v17170
OG0009900	Sp5g24130.1	Th2v25600, Th2v30762
OG0009901	Sp6g07880.1	Th2v17131, Th2v17133
OG0009902	Sp5g01230.1	Th2v12979, Th2v22679
OG0009903	Sp3g16590.1	Th2v26390, Th2v27719
OG0009904	Sp4g12020.1	Th2v07517, Th2v15758
OG0009905	Sp4g17770.1	Th2v10543, Th2v27779
OG0009906	Sp4g00240.1	Th2v03284
OG0009907	Sp4g28970.1	Th2v07243
OG0009908	Sp7g34030.1	Th2v03006, Th2v21550
OG0009909	Sp5g26330.1	Th2v25072
OG0009910	Sp1g33780.1	Th2v03831, Th2v28614
OG0009911	Sp4g27980.1	Th2v07169
OG0009912	Sp7g00180.1	Th2v06087, Th2v14796
OG0009913	Sp4g05180.1	Th2v02036, Th2v11126
OG0009914	Sp2g00300.1	Th2v04823, Th2v20448
OG0009916	Sp2g17340.1	Th2v06358, Th2v15057
OG0009918	Sp3g16480.1	Th2v26378, Th2v27729
OG0009919	Sp1g28460.1	Th2v01490, Th2v27755
OG0009920	Sp6g28690.1	Th2v24667
OG0009921	Sp7g30680.1	Th2v01973
OG0009922	Sp7g26830.1	Th2v02213
OG0009923	Sp3g16990.1	Th2v30396
OG0009924	Sp7g14790.1	Th2v26310, Th2v27660
OG0009925	Sp6g39730.1	Th2v08903, Th2v14456
OG0009926	Sp2g13090.1	Th2v05422
OG0009927	Sp6g03490.1	Th2v16195
OG0009928	Sp6g30880.1	Th2v30346
OG0009929	Sp2g21450.1	Th2v11263, Th2v24628
OG0009931	Sp3g24380.1	Th2v19659, Th2v25198
OG0009932	Sp6g19070.1	Th2v05563
OG0009933	Sp6g41160.1	Th2v09517, Th2v14523
OG0009934	Sp4g26480.1	Th2v18061, Th2v27476
OG0009935	Sp4g24160.1	Th2v13193, Th2v25835
OG0009936	Sp2g23000.1	Th2v21348, Th2v29464
OG0009937	Sp5g26780.1, SpUn0095_0010.1	Th2v21178
OG0009939	Sp1g25580.1	Th2v03948
OG0009940	Sp3g15590.1	Th2v12636
OG0009942	Sp3g24760.1	Th2v19673, Th2v25184
OG0009943	Sp1g20210.1	Th2v27920
OG0009944	Sp1g24180.1	Th2v10337
OG0009945	Sp2g27740.1	Th2v13673
OG0009946	Sp6g22070.1	Th2v17891, Th2v18841
OG0009947	Sp7g33810.1	Th2v02987, Th2v21567, Th2v12211
OG0009949	Sp6g20640.1	Th2v18734
OG0009950	Sp6g06130.1	Th2v10854
OG0009951	Sp5g04330.1	Th2v06851, Th2v15548
OG0009952	Sp2g26960.1	Th2v28843
OG0009953	Sp1g02360.1	Th2v27039
OG0009955	Sp5g23740.1	Th2v03950, Th2v24864
OG0009956	Sp3g14510.1	Th2v28828
OG0009957	Sp2g29980.1	Th2v11698, Th2v13472
OG0009958	Sp3g17690.1	Th2v25084
OG0009959	Sp4g27000.1	Th2v12792, Th2v22479
OG0009960	Sp3g04360.1, Sp2g20890.1	Th2v11206
OG0009961	Sp5g30020.1	Th2v05872, Th2v20975
OG0009962	Sp5g35520.1	Th2v10351
OG0009963	Sp2g15310.1	Th2v00214
OG0009964	Sp4g28320.1	Th2v12902, Th2v22597, Th2v27540
OG0009965	Sp2g04900.1	Th2v05019, Th2v24252
OG0009966	Sp6g38140.1	Th2v20139, Th2v14403, Th2v22231
OG0009967	Sp6g39210.1	Th2v06623, Th2v15322
OG0009968	Sp5g31730.1	Th2v09805
OG0009970	SpUn0123_0010.1, SpUn0008_0020.1	Th2v04788, Th2v10980
OG0009972	Sp6g29450.1	Th2v23165
OG0009973	Sp2g14310.1	Th2v00134
OG0009975	Sp6g02370.1	Th2v16284
OG0009976	Sp5g24230.1	Th2v24912, Th2v30916
OG0009977	Sp1g17680.1	Th2v04072
OG0009978	Sp6g27620.1	Th2v18595
OG0009979	Sp4g10600.1	Th2v07656, Th2v15636, Th2v08361
OG0009980	Sp3g07380.1	Th2v14497
OG0009981	Sp6g16390.1	Th2v19773
OG0009982	Sp6g31420.1	Th2v17561, Th2v20018
OG0009983	Sp6g38970.1	Th2v08854, Th2v20059
OG0009984	Sp1g27370.1	Th2v01446
OG0009985	Sp7g29140.1	Th2v12378
OG0009987	Sp6g28860.1	Th2v23110, Th2v24682
OG0009988	Sp3g20580.1	Th2v18675, Th2v31015
OG0009989	Sp1g13080.1	Th2v00054, Th2v05452
OG0009990	Sp2g14870.1	Th2v00181
OG0009992	Sp5g33710.1	Th2v05987, Th2v21114
OG0009993	Sp4g11500.1	Th2v07572, Th2v15716, Th2v15715
OG0009995	Sp2g19460.1	Th2v09225
OG0009996	Sp1g04670.1	Th2v08155, Th2v15938
OG0009997	Sp7g37090.1	Th2v03285
OG0010000	Sp3g14570.1	Th2v21923
OG0010001	Sp1g29180.1	Th2v04673
OG0010002	Sp1g02850.1	Th2v08010
OG0010003	Sp4g21050.1	Th2v06603, Th2v15303
OG0010004	Sp6g07190.1	Th2v16869
OG0010006	Sp6g08960.1	Th2v19059
OG0010007	Sp6g27860.1	Th2v23019
OG0010008	Sp7g20020.1	Th2v16688
OG0010010	Sp7g34180.1	Th2v03018, Th2v21538
OG0010011	Sp1g28750.1	Th2v04643
OG0010012	Sp7g36100.1	Th2v02350
OG0010013	Sp5g28300.1	Th2v09949
OG0010014	Sp1g17360.1	Th2v29318
OG0010015	Sp4g05610.1	Th2v01978
OG0010016	Sp6g22370.1	Th2v17908, Th2v18860
OG0010018	Sp4g29800.1	Th2v25791, Th2v25792
OG0010019	Sp2g21560.1	Th2v19239
OG0010021	Sp5g23760.1	Th2v24867
OG0010022	Sp1g37280.1	Th2v30367
OG0010023	Sp6g27320.1	Th2v22984
OG0010024	Sp4g22030.1	Th2v06686, Th2v15385
OG0010025	Sp5g15660.1, Sp2g03890.1	Th2v27799
OG0010026	Sp1g10130.1	Th2v20641
OG0010027	Sp6g20120.1	Th2v17785
OG0010028	Sp4g17280.1	Th2v10514
OG0010029	Sp6g36610.1	Th2v08738
OG0010030	Sp5g08450.1	Th2v14593
OG0010031	Sp4g11720.1	Th2v07548, Th2v15736, Th2v08286
OG0010032	Sp5g24400.1	Th2v03985, Th2v25610
OG0010033	Sp5g15650.1	Th2v01454
OG0010034	Sp6g34810.1	Th2v13833
OG0010035	Sp6g00060.1	Th2v20144, Th2v29247
OG0010037	Sp4g21910.1	Th2v06674, Th2v22336
OG0010038	Sp2g04080.1	Th2v22284
OG0010039	Sp2g02070.1	Th2v20586
OG0010040	Sp3g32780.1	Th2v01681
OG0010041	Sp1g23740.1	Th2v30070, Th2v29960
OG0010044	Sp6g25910.1	Th2v22850
OG0010045	Sp1g12080.1	Th2v00137, Th2v28711
OG0010046	Sp5g25835.1	Th2v25065
OG0010047	Sp2g15830.1	Th2v00247, Th2v28508
OG0010048	Sp1g25180.1	Th2v26530
OG0010049	Sp6g26120.1	Th2v09163
OG0010050	Sp4g27050.1	Th2v07079, Th2v18095
OG0010052	Sp7g20150.1	Th2v04409
OG0010053	Sp6g18760.1	Th2v09556
OG0010054	Sp6g40440.1	Th2v19941
OG0010055	Sp6g36430.1	Th2v02000
OG0010057	Sp3g30620.1	Th2v02919
OG0010058	Sp1g05620.1	Th2v10444, Th2v08233
OG0010059	Sp6g34900.1	Th2v13853
OG0010060	Sp2g16410.1	Th2v06397, Th2v15096
OG0010061	Sp3g06260.1	Th2v11452, Th2v24795
OG0010062	Sp4g24890.1	Th2v13278, Th2v25911
OG0010063	Sp5g35870.1	Th2v07775
OG0010065	Sp3g04060.1	Th2v11175
OG0010066	Sp5g21970.1	Th2v05324
OG0010067	Sp1g40080.1	Th2v23738, Th2v26056
OG0010068	Sp2g22230.1	Th2v17454
OG0010069	Sp1g10730.1	Th2v06006, Th2v14715
OG0010070	Sp7g02580.1	Th2v00415
OG0010071	Sp6g18710.1	Th2v09553
OG0010072	Sp5g32400.1	Th2v05719, Th2v20807
OG0010073	Sp4g20560.1	Th2v08964, Th2v14568, Th2v16990
OG0010074	Sp6g04750.1	Th2v04439, Th2v10809
OG0010075	Sp4g03930.1	Th2v12413
OG0010076	Sp2g23840.1	Th2v13797
OG0010077	Sp6g39470.1	Th2v08825, Th2v20023
OG0010078	Sp5g25640.1	Th2v25058
OG0010079	Sp1g01330.1	Th2v26997, Th2v28933
OG0010080	Sp6g20310.1	Th2v18704
OG0010081	Sp3g30740.1	Th2v03304, Th2v29383
OG0010082	Sp1g24580.1	Th2v26492
OG0010083	Sp1g16110.1	Th2v05918, Th2v21031
OG0010084	Sp3g10320.1	Th2v11628
OG0010085	Sp6g10730.1	Th2v03843, Th2v16450
OG0010086	Sp6g33530.1	Th2v11794
OG0010087	Sp4g07080.1	Th2v11971
OG0010088	Sp6g34030.1	Th2v11823
OG0010090	Sp7g36230.1	Th2v03211
OG0010091	Sp3g30120.1	Th2v02519
OG0010093	Sp4g11360.1	Th2v08309, Th2v07589, Th2v15700
OG0010095	Sp5g05520.1	Th2v06788, Th2v15487
OG0010096	Sp3g04090.1	Th2v11178
OG0010097	Sp5g08900.1	Th2v03150, Th2v31222
OG0010098	Sp6g27940.1	Th2v23025
OG0010100	Sp3g23210.1	Th2v08569, Th2v19622
OG0010101	Sp7g04430.1	Th2v00550
OG0010102	Sp5g12110.1	Th2v11022, Th2v30409
OG0010103	Sp6g40360.1	Th2v19950
OG0010104	Sp4g22660.1	Th2v06729
OG0010105	Sp7g22070.1	Th2v04603
OG0010106	Sp2g01830.1, Sp7g13340.1	Th2v19316
OG0010107	Sp5g15850.1	Th2v18828
OG0010108	Sp3g05970.1	Th2v11416, Th2v09239
OG0010110	Sp1g04180.1	Th2v27138
OG0010111	Sp4g10100.1	Th2v08390
OG0010112	Sp5g13540.1	Th2v14057
OG0010113	Sp6g29870.1, SpUn0049_0070.1	Th2v23195
OG0010114	Sp5g14060.1	Th2v14002
OG0010116	Sp2g24250.1	Th2v24099
OG0010117	Sp5g06580.1	Th2v06712, Th2v15410
OG0010118	Sp6g23870.1	Th2v18010
OG0010119	Sp4g07380.1, Sp1g04450.1, Sp4g07390.1	Th2v01188
OG0010120	Sp6g08150.1	Th2v04718, Th2v17154
OG0010122	Sp3g31340.1	Th2v10977
OG0010123	Sp7g20340.1	Th2v04437
OG0010124	Sp7g04510.1	Th2v00191, Th2v30893
OG0010125	Sp1g09150.1	Th2v24261
OG0010126	Sp1g00820.1	Th2v07826, Th2v16403
OG0010127	Sp6g16890.1	Th2v05481
OG0010128	Sp1g00060.1	Th2v24495
OG0010129	Sp5g30140.1	Th2v19822
OG0010130	Sp4g17220.1	Th2v01393
OG0010131	Sp7g18690.1	Th2v16632
OG0010132	Sp1g07580.1	Th2v00771
OG0010133	Sp4g20390.1	Th2v03707, Th2v14577
OG0010134	Sp1g39900.1	Th2v26028
OG0010136	Sp6g20580.1	Th2v18726
OG0010137	Sp2g14350.1	Th2v26945, Th2v28720
OG0010138	Sp3g24270.1	Th2v25202
OG0010140	Sp5g29670.1	Th2v05890, Th2v20998
OG0010141	Sp3g21430.1	Th2v25189
OG0010142	Sp7g26970.1	Th2v02219
OG0010143	Sp6g15250.1	Th2v28364
OG0010144	Sp1g02800.1	Th2v16163
OG0010145	Sp6g40110.1	Th2v19971
OG0010146	Sp7g08670.1	Th2v29923, Th2v29833
OG0010147	Sp3g00590.1	Th2v07004, Th2v18159
OG0010149	Sp2g14610.1	Th2v00157
OG0010150	Sp3g26310.1	Th2v19727
OG0010151	Sp2g29130.1	Th2v26608
OG0010152	Sp2g04610.1	Th2v05006
OG0010153	Sp6g26600.1	Th2v18547
OG0010154	Sp2g00930.1	Th2v20497
OG0010155	SpUn0165_0030.1	Th2v06657, Th2v15356
OG0010156	Sp2g25450.1	Th2v13948
OG0010157	Sp2g00440.1	Th2v06071, Th2v14780, Th2v20462
OG0010158	Sp7g32530.1	Th2v02803, Th2v12094
OG0010159	Sp5g29300.1	Th2v23517
OG0010161	Sp3g20810.1	Th2v19403, Th2v28743
OG0010162	Sp4g12240.1	Th2v07497, Th2v15774
OG0010163	Sp1g38610.1	Th2v23883, Th2v27443
OG0010165	Sp3g08570.1	Th2v20097, Th2v30895
OG0010166	Sp6g08810.1	Th2v04207, Th2v04742, Th2v10954
OG0010167	Sp5g29710.1	Th2v10285
OG0010168	Sp7g31040.1	Th2v01899
OG0010169	Sp6g00310.1	Th2v29263
OG0010170	Sp7g13800.1	Th2v18235, Th2v26231, Th2v25486
OG0010171	Sp1g33080.1	Th2v29588, Th2v29593
OG0010173	Sp5g11390.1	Th2v13459
OG0010174	Sp7g07880.1	Th2v16969
OG0010175	Sp7g00970.1	Th2v28484
OG0010176	Sp1g02320.1	Th2v16231
OG0010177	Sp1g23880.1	Th2v29820
OG0010178	Sp6g40040.1	Th2v19978
OG0010179	Sp6g20360.1	Th2v18711
OG0010181	Sp7g27140.1	Th2v01637
OG0010182	Sp7g24080.1	Th2v09558, Th2v21723
OG0010183	Sp1g00660.1, Sp1g00650.1	Th2v07808
OG0010184	Sp6g40650.1	Th2v08963, Th2v14498
OG0010185	Sp4g14770.1	Th2v16011
OG0010186	Sp4g27950.1	Th2v07167
OG0010187	Sp1g25190.1	Th2v01326
OG0010189	Sp2g21750.1	Th2v17303, Th2v19104
OG0010190	Sp6g08750.1	Th2v04737, Th2v10952
OG0010191	Sp6g23350.1	Th2v18949
OG0010192	Sp7g17180.1	Th2v01519, Th2v10546, Th2v29202
OG0010193	Sp6g22270.1	Th2v18853
OG0010194	Sp1g35100.1	Th2v25531
OG0010195	Sp7g15870.1	Th2v07414, Th2v10663
OG0010196	Sp2g04980.1	Th2v24272
OG0010198	Sp6g29030.1	Th2v05146
OG0010199	Sp1g05270.1	Th2v10480, Th2v15871
OG0010200	Sp3g15140.1	Th2v18266
OG0010202	Sp7g05100.1	Th2v06274, Th2v14975
OG0010203	Sp1g19090.1	Th2v05715, Th2v20803
OG0010204	Sp5g29800.1	Th2v23554
OG0010205	Sp2g20380.1, Sp3g03910.1	Th2v11152, Th2v25416
OG0010206	Sp7g33090.1, Sp1g05970.1	Th2v08249
OG0010207	Sp3g07730.1	Th2v19958
OG0010208	Sp2g15570.1	Th2v11921, Th2v13975
OG0010209	Sp3g08510.1	Th2v08811, Th2v14423, Th2v22251
OG0010210	Sp4g17520.1	Th2v01495
OG0010214	Sp2g24760.1	Th2v13889, Th2v24058
OG0010215	Sp6g27870.1	Th2v09072, Th2v07026, Th2v18142
OG0010217	Sp3g18050.1	Th2v25114
OG0010219	Sp6g20460.1	Th2v17800
OG0010220	Sp1g38360.1	Th2v00820
OG0010221	SpUn0027_0040.1, Sp3g22560.1	Th2v25375
OG0010222	Sp6g15770.1	Th2v26967
OG0010223	Sp4g13730.1	Th2v15911
OG0010224	Sp5g33730.1, SpUn0074_0010.1	Th2v23302
OG0010225	Sp1g00420.1	Th2v16471
OG0010226	Sp4g21420.1	Th2v00706
OG0010227	Sp2g01870.1	Th2v20571
OG0010228	Sp5g14380.1	Th2v13970, Th2v24010
OG0010229	Sp7g31110.1	Th2v23533
OG0010230	Sp1g09300.1	Th2v24249
OG0010231	Sp6g36960.1	Th2v08790, Th2v20246
OG0010232	Sp6g29780.1	Th2v23188
OG0010233	Sp2g08300.1	Th2v08039, Th2v16106
OG0010234	Sp6g22140.1	Th2v18844, Th2v21242
OG0010236	Sp3g00580.1	Th2v24705, Th2v07002, Th2v18160
OG0010237	Sp2g03160.1	Th2v04959, Th2v20663
OG0010238	Sp3g27580.1	Th2v02608, Th2v02712
OG0010239	Sp5g34220.1	Th2v05650, Th2v23339
OG0010240	Sp1g08380.1	Th2v05056
OG0010242	Sp4g26950.1	Th2v27489
OG0010243	Sp1g24690.1	Th2v01493
OG0010244	Sp2g25370.1, Sp1g10010.1	Th2v04954, Th2v20657
OG0010245	Sp6g32670.1	Th2v21393
OG0010246	Sp6g00190.1	Th2v07680, Th2v15613
OG0010247	Sp5g33030.1	Th2v04139
OG0010249	Sp3g31700.1	Th2v02421, Th2v12238
OG0010250	Sp5g10250.1	Th2v13110, Th2v22820
OG0010251	Sp7g19640.1	Th2v04379
OG0010252	Sp5g03240.1	Th2v27470, Th2v31365
OG0010253	Sp6g15290.1	Th2v28983
OG0010254	Sp4g11110.1	Th2v07612, Th2v15680, Th2v08327
OG0010256	Sp3g18940.1	Th2v24387
OG0010258	Sp4g14500.1	Th2v27141
OG0010259	Sp5g14860.1	Th2v21301
OG0010260	Sp6g14240.1	Th2v09293, Th2v29499
OG0010261	Sp6g25630.1	Th2v09029, Th2v11329, Th2v18396
OG0010263	Sp3g09450.1	Th2v14399, Th2v22227
OG0010264	Sp2g28530.1	Th2v29345
OG0010266	Sp6g24760.1	Th2v19135
OG0010267	Sp3g22470.1	Th2v19608
OG0010268	SpUn0001_0400.1	Th2v05142
OG0010269	Sp6g02670.1	Th2v16253
OG0010270	Sp3g11950.1	Th2v00966, Th2v23661
OG0010271	Sp1g41740.1	Th2v01034
OG0010272	Sp7g13570.1, Sp3g19690.1	Th2v25477
OG0010273	Sp5g06040.1	Th2v03422
OG0010274	Sp1g17310.1	Th2v19825
OG0010275	Sp4g24920.1	Th2v03518, Th2v06879
OG0010276	Sp3g06270.1	Th2v11453, Th2v24794
OG0010277	Sp5g27060.1	Th2v21166
OG0010278	Sp6g01280.1	Th2v07856
OG0010279	Sp3g33410.1	Th2v01608
OG0010282	Sp1g35565.1	Th2v20746
OG0010283	Sp6g39290.1	Th2v20038
OG0010286	SpUn0035_0030.1, Sp6g12320.1	Th2v26806
OG0010287	Sp6g34490.1	Th2v24142
OG0010288	Sp5g02250.1	Th2v07145
OG0010289	Sp1g39560.1	Th2v22009
OG0010290	Sp2g15890.1	Th2v28507
OG0010291	Sp4g10740.1	Th2v07645, Th2v15648
OG0010292	Sp2g23140.1	Th2v14122, Th2v26769
OG0010293	Sp2g15320.1	Th2v28534
OG0010294	Sp2g24270.1	Th2v13848, Th2v21446
