Orthogroup	Thellungiella_parvula	Eutrema_salsugineum
OG0005510	Sp6g34830.1	EUTSA_v10017520mg, EUTSA_v10013181mg
OG0005511	Sp6g01390.1	EUTSA_v10028751mg
OG0005512	Sp6g01730.1	EUTSA_v10028927mg, EUTSA_v10028926mg
OG0005513	Sp5g33250.1	EUTSA_v10018798mg
OG0005514	Sp6g21460.1	EUTSA_v10013653mg
OG0005515	Sp3g16280.1	EUTSA_v10021375mg
OG0005516	Sp4g24960.1	EUTSA_v10016927mg
OG0005517	Sp4g18420.1	EUTSA_v10016176mg
OG0005518	Sp1g07460.1	EUTSA_v10007714mg
OG0005519	Sp6g01140.1	EUTSA_v10028473mg
OG0005521	Sp7g19230.1	EUTSA_v10024580mg
OG0005522	Sp3g06300.1	EUTSA_v10020790mg
OG0005523	Sp6g28110.1	EUTSA_v10014355mg
OG0005524	Sp7g26260.1	EUTSA_v10024987mg
OG0005525	Sp3g33220.1	EUTSA_v10001962mg
OG0005526	Sp2g10340.1	EUTSA_v10000978mg
OG0005527	Sp1g26730.1	EUTSA_v10007839mg
OG0005528	Sp6g40140.1	EUTSA_v10012411mg
OG0005529	Sp3g31970.1	EUTSA_v10022741mg
OG0005531	Sp2g08100.1	EUTSA_v10003250mg
OG0005532	Sp4g20640.1	EUTSA_v10017727mg
OG0005533	Sp3g16350.1	EUTSA_v10020240mg
OG0005534	Sp1g13690.1	EUTSA_v10008845mg
OG0005535	Sp2g14520.1	EUTSA_v10004767mg
OG0005536	Sp2g20520.1	EUTSA_v10004370mg
OG0005537	Sp1g13260.1	EUTSA_v10008567mg
OG0005538	Sp4g18270.1	EUTSA_v10016580mg
OG0005539	Sp2g22040.1	EUTSA_v10005026mg
OG0005541	Sp4g12540.1	EUTSA_v10016786mg
OG0005542	Sp2g24200.1	EUTSA_v10004638mg
OG0005543	Sp5g04740.1	EUTSA_v10005824mg
OG0005544	Sp3g20500.1	EUTSA_v10022219mg
OG0005545	Sp6g18700.1	EUTSA_v10014757mg
OG0005546	Sp3g13500.1	EUTSA_v10021466mg
OG0005547	Sp5g04690.1	EUTSA_v10005986mg
OG0005548	Sp6g27300.1	EUTSA_v10014337mg
OG0005549	Sp5g22250.1	EUTSA_v10018053mg
OG0005551	Sp7g29150.1	EUTSA_v10026126mg
OG0005552	Sp4g24570.1	EUTSA_v10017158mg
OG0005553	Sp5g04120.1	EUTSA_v10006181mg
OG0005554	Sp3g20650.1	EUTSA_v10020340mg
OG0005555	Sp4g14600.1	EUTSA_v10016999mg
OG0005556	Sp6g34060.1	EUTSA_v10014921mg
OG0005557	SpUn0030_0080.1, Sp3g31750.1	EUTSA_v10022806mg
OG0005558	Sp4g17410.1	EUTSA_v10017097mg
OG0005559	Sp4g18300.1	EUTSA_v10017064mg
OG0005560	Sp6g23710.1	EUTSA_v10015282mg
OG0005561	Sp6g15540.1	EUTSA_v10014254mg
OG0005562	Sp4g23490.1	EUTSA_v10016504mg
OG0005563	SpUn0014_0100.1, Sp2g06950.1	EUTSA_v10003287mg
OG0005564	Sp3g03880.1	EUTSA_v10020353mg
OG0005565	Sp6g18050.1	EUTSA_v10015446mg
OG0005566	Sp1g33520.1	EUTSA_v10011458mg
OG0005567	Sp3g30340.1	EUTSA_v10022800mg
OG0005568	Sp2g21340.1	EUTSA_v10004900mg
OG0005569	Sp2g16190.1	EUTSA_v10004569mg
OG0005570	Sp6g37590.1, SpUn1366_0010.1	EUTSA_v10013224mg
OG0005571	Sp1g34510.1, SpUn0102_0010.1	EUTSA_v10011700mg
OG0005572	Sp4g27260.1, SpUn0031_0060.1	EUTSA_v10001409mg
OG0005573	Sp2g12300.1	EUTSA_v10001074mg
OG0005574	Sp3g21980.1	EUTSA_v100024200mg
OG0005575	Sp6g25080.1	EUTSA_v10012813mg
OG0005576	Sp2g14090.1	EUTSA_v10004551mg
OG0005577	Sp1g19150.1	EUTSA_v10006584mg
OG0005578	Sp2g21830.1	EUTSA_v10003904mg
OG0005579	Sp1g12630.1	EUTSA_v10009661mg
OG0005580	Sp5g24300.1	EUTSA_v10018584mg
OG0005581	Sp5g30550.1	EUTSA_v10018381mg
OG0005582	Sp4g12650.1	EUTSA_v10016773mg
OG0005583	Sp6g37930.1	EUTSA_v10014066mg
OG0005584	Sp7g31940.1	EUTSA_v10026013mg
OG0005585	Sp4g26710.1	EUTSA_v10001683mg
OG0005586	Sp6g37890.1	EUTSA_v10014633mg
OG0005587	Sp3g11470.1	EUTSA_v10020839mg
OG0005588	Sp1g31680.1	EUTSA_v10011094mg
OG0005589	Sp6g28940.1	EUTSA_v10013146mg
OG0005590	Sp6g25770.1	EUTSA_v10014022mg
OG0005592	Sp3g14160.1	EUTSA_v10020955mg
OG0005593	Sp2g28680.1	EUTSA_v10004632mg
OG0005594	Sp6g03960.1	EUTSA_v10029342mg
OG0005595	Sp1g18720.1	EUTSA_v10008568mg
OG0005596	Sp1g23790.1	EUTSA_v10008910mg
OG0005597	Sp2g19580.1	EUTSA_v10004918mg
OG0005598	Sp5g02570.1	EUTSA_v10006374mg
OG0005599	Sp4g23590.1	EUTSA_v10016811mg
OG0005600	Sp7g23190.1	EUTSA_v10025666mg
OG0005601	Sp2g22340.1	EUTSA_v10004973mg
OG0005602	Sp1g36420.1	EUTSA_v10011872mg
OG0005602	Sp6g07100.1	EUTSA_v10029062mg
OG0005603	Sp3g30230.1	EUTSA_v10022538mg
OG0005604	Sp6g39820.1	EUTSA_v10013867mg
OG0005605	Sp4g17490.1	EUTSA_v10017027mg
OG0005606	Sp5g32000.1	EUTSA_v10018297mg
OG0005607	Sp1g03960.1	EUTSA_v10006711mg
OG0005608	Sp6g24540.1	EUTSA_v10015929mg
OG0005609	Sp5g06250.1	EUTSA_v100061721mg, EUTSA_v100061720mg
OG0005610	Sp2g24700.1	EUTSA_v10004633mg
OG0005610	Sp6g35250.1	EUTSA_v10014155mg
OG0005611	Sp4g10360.1, Sp4g10280.1	EUTSA_v10017203mg, EUTSA_v10017190mg
OG0005612	Sp4g18160.1	EUTSA_v10017882mg
OG0005613	Sp6g28370.1	EUTSA_v10014794mg
OG0005614	Sp4g23960.1	EUTSA_v10016812mg
OG0005615	Sp1g09050.1	EUTSA_v10008474mg
OG0005615	Sp2g04920.1	EUTSA_v10023643mg
OG0005616	Sp1g17240.1	EUTSA_v10008586mg
OG0005617	Sp6g40400.1	EUTSA_v10012876mg
OG0005618	Sp6g17460.1	EUTSA_v10013640mg
OG0005619	Sp6g16610.1	EUTSA_v10012631mg
OG0005620	Sp6g32430.1	EUTSA_v10016092mg
OG0005621	Sp2g27190.1	EUTSA_v10005143mg
OG0005622	Sp1g27500.1	EUTSA_v100073850mg
OG0005623	Sp4g28560.1	EUTSA_v10019782mg, EUTSA_v10001293mg
OG0005625	Sp2g23120.1	EUTSA_v10003896mg
OG0005626	Sp7g22030.1	EUTSA_v10025581mg
OG0005627	Sp3g06110.1	EUTSA_v10021536mg
OG0005628	Sp6g26070.1	EUTSA_v10021750mg, EUTSA_v10014906mg
OG0005629	Sp7g31650.1	EUTSA_v10025460mg
OG0005630	Sp5g34350.1	EUTSA_v10018432mg
OG0005632	Sp3g04300.1	EUTSA_v10020037mg
OG0005633	Sp7g33000.1	EUTSA_v10024929mg
OG0005634	Sp6g12970.1	EUTSA_v10014294mg
OG0005635	Sp5g10420.1	EUTSA_v10010284mg
OG0005636	Sp6g39970.1	EUTSA_v10013579mg
OG0005637	Sp4g26150.1	EUTSA_v10001757mg
OG0005638	Sp6g18310.1	EUTSA_v10015278mg
OG0005639	Sp2g25190.1	EUTSA_v10004690mg
OG0005640	Sp6g31710.1	EUTSA_v10023145mg, EUTSA_v10015370mg
OG0005641	Sp5g33200.1	EUTSA_v10018538mg
OG0005642	Sp4g28550.1	EUTSA_v10001374mg
OG0005643	Sp5g14580.1	EUTSA_v10011145mg
OG0005643	Sp5g14570.1	EUTSA_v10011129mg
OG0005644	Sp3g19180.1	EUTSA_v10021148mg, EUTSA_v10021146mg
OG0005645	Sp7g23640.1	EUTSA_v10024755mg
OG0005646	Sp4g12720.1	EUTSA_v100172670mg
OG0005648	Sp6g23600.1	EUTSA_v10022299mg, EUTSA_v10014385mg
OG0005649	Sp2g01170.1	EUTSA_v10023234mg
OG0005650	Sp3g06730.1	EUTSA_v10021422mg
OG0005651	Sp3g12200.1	EUTSA_v10020873mg
OG0005652	Sp4g12350.1	EUTSA_v10017876mg, EUTSA_v10017013mg
OG0005654	Sp7g33670.1	EUTSA_v10024905mg
OG0005655	Sp3g04390.1	EUTSA_v10020788mg
OG0005656	Sp6g04790.1	EUTSA_v10023556mg
OG0005657	Sp5g04970.1	EUTSA_v10005738mg
OG0005658	Sp6g26480.1	EUTSA_v10014327mg
OG0005659	Sp1g10740.1	EUTSA_v10009916mg
OG0005660	Sp4g01510.1	EUTSA_v10000215mg
OG0005661	Sp2g25380.1	EUTSA_v10005595mg
OG0005662	Sp3g10990.1	EUTSA_v10022038mg
OG0005663	Sp3g08100.1	EUTSA_v10020625mg
OG0005664	Sp1g35830.1	EUTSA_v10011361mg
OG0005665	Sp6g15640.1	EUTSA_v10012916mg
OG0005666	Sp5g33380.1, SpUn0091_0030.1	EUTSA_v10018220mg
OG0005667	Sp4g05820.1, SpUn0059_0010.1	EUTSA_v10001926mg
OG0005668	Sp7g29570.1	EUTSA_v10024883mg
OG0005669	Sp2g16060.1	EUTSA_v10004226mg
OG0005672	Sp5g23640.1	EUTSA_v10019722mg
OG0005673	Sp7g32840.1	EUTSA_v10027575mg
OG0005674	Sp1g38890.1	EUTSA_v10011635mg
OG0005675	Sp4g20690.1	EUTSA_v10016492mg
OG0005676	Sp4g18430.1	EUTSA_v10017557mg
OG0005677	Sp5g04000.1	EUTSA_v10005994mg
OG0005678	Sp7g32660.1	EUTSA_v10024759mg, EUTSA_v10013368mg
OG0005679	Sp2g21570.1	EUTSA_v10005029mg
OG0005680	Sp2g04700.1, Sp4g27440.1	EUTSA_v10001778mg
OG0005681	Sp4g26810.1	EUTSA_v10001641mg
OG0005682	Sp7g34330.1	EUTSA_v10024974mg
OG0005683	SpUn0912_0010.1	EUTSA_v10024280mg
OG0005684	Sp1g11660.1	EUTSA_v10007253mg
OG0005685	Sp1g06810.1	EUTSA_v10009522mg
OG0005686	Sp2g29310.1	EUTSA_v10005384mg
OG0005687	Sp4g19700.1	EUTSA_v10017074mg
OG0005688	Sp5g24660.1, Sp5g09210.1	EUTSA_v10010317mg
OG0005689	Sp4g13350.1	EUTSA_v10016548mg
OG0005690	Sp6g25190.1	EUTSA_v10014937mg
OG0005691	Sp3g09720.1	EUTSA_v10020761mg
OG0005692	Sp3g14280.1	EUTSA_v10021580mg
OG0005693	Sp2g10450.1	EUTSA_v10001022mg
OG0005693	Sp6g23990.1	EUTSA_v10027341mg
OG0005694	Sp2g15930.1	EUTSA_v10005481mg
OG0005695	Sp3g29620.1, Sp5g23430.1, Sp5g23230.1	EUTSA_v10019466mg, EUTSA_v10019755mg, EUTSA_v10019799mg
OG0005696	Sp2g09100.1	EUTSA_v10003181mg
OG0005697	Sp2g24170.1	EUTSA_v10004682mg
OG0005698	Sp7g12710.1	EUTSA_v10026714mg
OG0005699	Sp7g14730.1	EUTSA_v10027022mg
OG0005700	Sp2g26680.1	EUTSA_v10005710mg, EUTSA_v10029534mg
OG0005701	Sp1g34200.1	EUTSA_v10012033mg
OG0005702	Sp3g02380.1	EUTSA_v10021775mg
OG0005703	Sp4g21140.1, Sp4g21120.1	EUTSA_v10016949mg
OG0005704	Sp3g11510.1	EUTSA_v10021681mg
OG0005706	Sp6g31010.1	EUTSA_v10012662mg
OG0005707	Sp6g26660.1	EUTSA_v10014786mg
OG0005708	Sp5g34360.1	EUTSA_v10017995mg
OG0005709	Sp7g20490.1	EUTSA_v10025487mg
OG0005710	Sp6g32920.1	EUTSA_v10013081mg
OG0005711	Sp5g01670.1	EUTSA_v10006434mg
OG0005712	Sp7g05270.1, Sp1g30480.1, Sp1g30490.1	EUTSA_v10027825mg, EUTSA_v10012333mg
OG0005713	Sp3g10070.1	EUTSA_v10020668mg
OG0005714	Sp6g40480.1	EUTSA_v10013972mg
OG0005715	Sp7g28080.1	EUTSA_v10024549mg
OG0005716	Sp2g01660.1	EUTSA_v10023731mg
OG0005716	Sp1g11040.1	EUTSA_v10008959mg
OG0005717	Sp1g13800.1	EUTSA_v10008539mg
OG0005720	Sp5g11440.1	EUTSA_v10015040mg
OG0005721	Sp2g09560.1, Sp2g09530.1	EUTSA_v10000970mg, EUTSA_v10001183mg
OG0005722	Sp1g10390.1	EUTSA_v10002162mg, EUTSA_v10009073mg, EUTSA_v10009050mg, EUTSA_v10009884mg
OG0005723	Sp5g22950.1, Sp1g15880.1	EUTSA_v10009632mg
OG0005723	Sp5g22960.1	EUTSA_v10019549mg
OG0005724	Sp5g13990.1	EUTSA_v10010583mg
OG0005726	Sp6g07930.1	EUTSA_v10028757mg
OG0005727	Sp7g32910.1	EUTSA_v10025258mg
OG0005728	Sp2g25150.1	EUTSA_v10003854mg
OG0005729	Sp5g24710.1	EUTSA_v10019320mg
OG0005730	Sp3g21280.1	EUTSA_v10021701mg
OG0005731	Sp2g21420.1	EUTSA_v10005216mg
OG0005739	SpUn0001_0980.1, Sp4g09600.1, Sp7g05770.1	EUTSA_v10010962mg, EUTSA_v10002321mg, EUTSA_v10027475mg, EUTSA_v10024104mg, EUTSA_v10022990mg, EUTSA_v10003415mg
OG0005743	Sp7g20710.1	EUTSA_v10027114mg, EUTSA_v10027108mg, EUTSA_v10026904mg, EUTSA_v10027063mg, EUTSA_v10000419mg, EUTSA_v10000571mg, EUTSA_v10000526mg, EUTSA_v10000430mg, EUTSA_v10000522mg, EUTSA_v10000641mg, EUTSA_v10000694mg, EUTSA_v10000672mg, EUTSA_v10000529mg, EUTSA_v10000537mg, EUTSA_v10000489mg, EUTSA_v10000593mg, EUTSA_v10000718mg, EUTSA_v10000437mg, EUTSA_v10000561mg
OG0005745	Sp4g29240.1	EUTSA_v10001736mg
OG0005746	Sp4g29410.1	EUTSA_v10001515mg
OG0005747	Sp3g11050.1	EUTSA_v10021225mg
OG0005748	Sp7g20330.1	EUTSA_v10025698mg
OG0005749	Sp3g05750.1	EUTSA_v10022261mg
OG0005750	Sp6g30210.1	EUTSA_v10014389mg
OG0005751	Sp5g10670.1	EUTSA_v10010829mg
OG0005752	Sp7g15260.1	EUTSA_v10025551mg
OG0005753	Sp6g19690.1	EUTSA_v10014212mg
OG0005754	Sp5g14020.1	EUTSA_v10010490mg
OG0005755	Sp7g15820.1, Sp7g15850.1	EUTSA_v10026829mg
OG0005756	Sp1g26490.1	EUTSA_v10007733mg
OG0005757	Sp6g25870.1	EUTSA_v10015907mg
OG0005758	Sp1g39620.1	EUTSA_v10012397mg
OG0005759	Sp1g03220.1	EUTSA_v10007081mg
OG0005760	Sp1g28010.1	EUTSA_v10008713mg
OG0005761	Sp5g07890.1	EUTSA_v10010156mg
OG0005762	Sp3g22260.1	EUTSA_v10002883mg
OG0005763	Sp5g13310.1	EUTSA_v10010131mg
OG0005764	Sp2g15270.1	EUTSA_v10004837mg
OG0005765	Sp5g29110.1	EUTSA_v10018569mg
OG0005765	Sp1g16390.1	EUTSA_v10007641mg
OG0005766	Sp5g24820.1	EUTSA_v10018834mg
OG0005767	Sp1g34750.1, SpUn0092_0030.1	EUTSA_v10011736mg
OG0005768	Sp6g23620.1	EUTSA_v10013955mg
OG0005769	Sp5g13340.1	EUTSA_v10010188mg
OG0005770	Sp7g15880.1	EUTSA_v10026141mg
OG0005771	Sp5g05010.1	EUTSA_v10006489mg
OG0005772	Sp4g19140.1	EUTSA_v10016912mg
OG0005773	Sp5g01430.1	EUTSA_v10010753mg, EUTSA_v10006365mg
OG0005774	Sp2g04580.1	EUTSA_v10023650mg
OG0005777	Sp1g33460.1	EUTSA_v10011438mg
OG0005778	Sp1g27030.1	EUTSA_v10008369mg
OG0005779	Sp3g20180.1	EUTSA_v10020315mg
OG0005780	Sp6g36090.1	EUTSA_v10014897mg
OG0005782	Sp7g22120.1	EUTSA_v10025308mg
OG0005783	Sp3g32920.1	EUTSA_v10022672mg
OG0005784	Sp6g03140.1	EUTSA_v10028982mg, EUTSA_v10028663mg
OG0005785	Sp4g19740.1	EUTSA_v10017652mg
OG0005786	Sp1g40730.1, Sp4g13780.1	EUTSA_v10017462mg
OG0005788	Sp1g12330.1	EUTSA_v10007430mg
OG0005789	Sp2g07060.1	EUTSA_v10016407mg
OG0005790	Sp2g29640.1	EUTSA_v10003769mg
OG0005791	Sp1g00240.1	EUTSA_v10008083mg
OG0005792	Sp4g20900.1	EUTSA_v10016682mg
OG0005793	Sp2g00240.1	EUTSA_v10023690mg
OG0005794	Sp5g28080.1	EUTSA_v10019346mg
OG0005795	Sp4g01800.1	EUTSA_v10000248mg
OG0005796	Sp1g37090.1, Sp2g20070.1	EUTSA_v10003625mg
OG0005797	Sp5g13250.1	EUTSA_v10010352mg
OG0005798	Sp3g08350.1	EUTSA_v10020795mg
OG0005799	Sp5g00810.1	EUTSA_v10005832mg
OG0005800	Sp6g40230.1	EUTSA_v10015202mg
OG0005801	Sp5g26800.1, SpUn0095_0030.1	EUTSA_v10019179mg
OG0005802	Sp2g11800.1	EUTSA_v10000958mg
OG0005803	Sp4g22300.1	EUTSA_v10016933mg
OG0005804	Sp3g21480.1	EUTSA_v10002513mg
OG0005807	Sp5g26240.1	EUTSA_v10019776mg
OG0005808	SpUn0002_0100.1	EUTSA_v10023283mg
OG0005809	Sp1g25920.1	EUTSA_v10007824mg
OG0005810	Sp7g22770.1	EUTSA_v10024379mg
OG0005811	Sp6g25820.1	EUTSA_v10013401mg
OG0005812	Sp4g25250.1	EUTSA_v10016961mg
OG0005813	Sp1g13200.1	EUTSA_v10009881mg
OG0005814	Sp2g29810.1	EUTSA_v10015359mg
OG0005815	Sp1g35520.1, Sp3g16090.1	EUTSA_v10020361mg
OG0005816	Sp2g01650.1	EUTSA_v10023252mg
OG0005817	Sp4g12380.1	EUTSA_v10016804mg
OG0005818	Sp7g16060.1	EUTSA_v10025992mg
OG0005819	Sp2g25490.1	EUTSA_v10004861mg
OG0005820	Sp3g05160.1	EUTSA_v10020779mg
OG0005821	Sp5g35600.1	EUTSA_v10018648mg
OG0005822	Sp2g02960.1	EUTSA_v10023604mg
OG0005823	Sp1g35130.1, Sp7g33250.1	EUTSA_v10001035mg, EUTSA_v10012316mg
OG0005824	Sp2g25990.1	EUTSA_v10004703mg
OG0005825	Sp2g22860.1	EUTSA_v10003894mg
OG0005826	Sp6g19310.1	EUTSA_v10015689mg
OG0005827	Sp3g06850.1	EUTSA_v10020854mg
OG0005828	Sp4g23210.1	EUTSA_v10016538mg
OG0005829	Sp5g11140.1	EUTSA_v10010109mg
OG0005830	Sp6g18670.1	EUTSA_v10013360mg
OG0005831	Sp3g05820.1	EUTSA_v10020152mg
OG0005832	Sp3g12070.1	EUTSA_v10021306mg
OG0005833	Sp1g08820.1	EUTSA_v10008856mg
OG0005834	Sp7g31350.1	EUTSA_v10002778mg, EUTSA_v10026279mg
OG0005835	Sp2g02970.1	EUTSA_v10023270mg
OG0005836	Sp2g28590.1	EUTSA_v10003671mg
OG0005837	Sp1g41430.1	EUTSA_v10011652mg
OG0005838	Sp7g14190.1	EUTSA_v10027508mg
OG0005839	Sp6g39980.1	EUTSA_v10014286mg
OG0005840	Sp6g33040.1	EUTSA_v10013869mg
OG0005841	Sp5g33750.1, SpUn0074_0060.1	EUTSA_v10018972mg
OG0005843	Sp6g36150.1	EUTSA_v10014027mg
OG0005844	Sp5g34290.1	EUTSA_v10019600mg
OG0005845	Sp5g22670.1	EUTSA_v10018246mg
OG0005847	Sp6g40860.1	EUTSA_v10014471mg
OG0005848	Sp1g02670.1	EUTSA_v10022497mg, EUTSA_v10008747mg
OG0005849	Sp3g16500.1	EUTSA_v10020034mg
OG0005850	Sp6g33960.1	EUTSA_v10014820mg, EUTSA_v10003117mg, EUTSA_v10002896mg
OG0005851	Sp6g26700.1	EUTSA_v10016106mg
OG0005852	Sp6g02000.1	EUTSA_v10028365mg
OG0005853	Sp5g02240.1	EUTSA_v10005978mg
OG0005854	SpUn0788_0010.1	EUTSA_v10007549mg
OG0005855	Sp6g27610.1	EUTSA_v10014473mg
OG0005856	Sp1g37350.1	EUTSA_v10011301mg
OG0005857	Sp2g12310.1	EUTSA_v10001063mg
OG0005858	Sp5g01790.1	EUTSA_v10006211mg
OG0005859	Sp7g30660.1	EUTSA_v10025757mg
OG0005860	Sp5g35210.1	EUTSA_v10018494mg
OG0005861	Sp6g17690.1	EUTSA_v10015421mg
OG0005862	Sp4g22340.1	EUTSA_v10016128mg
OG0005863	Sp5g17230.1	EUTSA_v10010794mg
OG0005864	Sp6g32940.1	EUTSA_v10012873mg
OG0005865	Sp6g36060.1	EUTSA_v10013850mg
OG0005866	Sp2g22470.1	EUTSA_v10004061mg
OG0005867	Sp6g19420.1	EUTSA_v10013312mg
OG0005868	Sp6g22510.1	EUTSA_v10013882mg
OG0005869	Sp2g09680.1	EUTSA_v10000928mg
OG0005869	Sp7g18410.1	EUTSA_v10025491mg
OG0005870	Sp7g18640.1	EUTSA_v10026240mg
OG0005871	Sp3g15740.1	EUTSA_v10021704mg
OG0005872	Sp6g34520.1	EUTSA_v10013747mg
OG0005873	Sp6g41020.1	EUTSA_v10015861mg
OG0005874	Sp6g30090.1	EUTSA_v10015796mg
OG0005875	Sp5g32960.1	EUTSA_v10019644mg
OG0005876	Sp7g34170.1	EUTSA_v10024218mg
OG0005877	Sp7g30520.1	EUTSA_v10024602mg
OG0005878	Sp6g28120.1	EUTSA_v10007156mg
OG0005879	Sp7g19310.1	EUTSA_v10026295mg
OG0005880	Sp1g12920.1	EUTSA_v10007578mg
OG0005881	SpUn0020_0140.1, Sp5g26830.1	EUTSA_v10018490mg
OG0005882	Sp7g20480.1	EUTSA_v10024723mg
OG0005883	Sp7g15350.1	EUTSA_v10026361mg
OG0005884	Sp2g28880.1	EUTSA_v10005299mg
OG0005885	Sp6g32490.1	EUTSA_v10015286mg
OG0005886	Sp5g12840.1	EUTSA_v10010207mg
OG0005887	Sp7g31780.1	EUTSA_v10026028mg
OG0005888	SpUn0226_0010.1, Sp3g22310.1	EUTSA_v10002872mg
OG0005889	Sp4g27450.1	EUTSA_v10001791mg
OG0005890	Sp5g31550.1	EUTSA_v10018293mg
OG0005891	Sp3g05520.1	EUTSA_v10021468mg
OG0005892	Sp5g23680.1	EUTSA_v10018227mg
OG0005893	Sp1g00580.1	EUTSA_v10009285mg
OG0005894	Sp1g14580.1	EUTSA_v10008938mg
OG0005895	Sp7g00460.1	EUTSA_v10027658mg
OG0005896	Sp7g35950.1	EUTSA_v10025861mg
OG0005897	Sp4g22800.1	EUTSA_v10016426mg
OG0005898	Sp2g29100.1	EUTSA_v10005509mg
OG0005899	Sp5g11000.1	EUTSA_v10010735mg
OG0005900	SpUn0632_0010.1	EUTSA_v10000965mg
OG0005901	Sp7g17670.1	EUTSA_v10026567mg
OG0005902	Sp1g41520.1	EUTSA_v100115890mg, EUTSA_v100115891mg
OG0005903	Sp1g25660.1	EUTSA_v10009586mg
OG0005904	Sp1g11090.1	EUTSA_v10008006mg
OG0005905	Sp5g17210.1	EUTSA_v10010660mg
OG0005906	Sp5g02550.1	EUTSA_v10006509mg
OG0005907	Sp2g08400.1	EUTSA_v10003303mg
OG0005908	Sp5g27670.1	EUTSA_v10019138mg
OG0005909	Sp1g13220.1	EUTSA_v10007298mg
OG0005911	Sp7g04880.1, Sp1g19260.1, Sp4g09080.1	EUTSA_v10006819mg
OG0005912	Sp4g29520.1	EUTSA_v10001442mg
OG0005913	Sp6g15200.1	EUTSA_v10022935mg, EUTSA_v10015123mg
OG0005915	Sp6g28100.1	EUTSA_v10014096mg
OG0005916	Sp1g19010.1	EUTSA_v10007584mg
OG0005917	Sp3g04540.1	EUTSA_v10020032mg
OG0005918	Sp6g05920.1	EUTSA_v10028529mg
OG0005919	Sp5g24680.1	EUTSA_v10018601mg
OG0005920	Sp6g23860.1	EUTSA_v10014670mg
OG0005921	Sp2g29410.1	EUTSA_v10004441mg
OG0005922	Sp7g14290.1	EUTSA_v100250611mg
OG0005923	Sp6g31830.1	EUTSA_v10014642mg
OG0005924	Sp3g14840.1	EUTSA_v10020849mg
OG0005925	Sp6g39310.1	EUTSA_v10013303mg
OG0005926	Sp6g32840.1	EUTSA_v10016031mg
OG0005927	Sp6g02660.1	EUTSA_v10029065mg
OG0005928	Sp7g36460.1	EUTSA_v10024249mg
OG0005929	Sp7g19200.1	EUTSA_v10026504mg, EUTSA_v10028987mg
OG0005930	Sp5g23390.1	EUTSA_v10019574mg
OG0005931	Sp5g13810.1	EUTSA_v10010553mg, EUTSA_v10010559mg
OG0005932	Sp2g14670.1	EUTSA_v10005187mg
OG0005933	Sp3g26360.1	EUTSA_v10022640mg
OG0005934	Sp1g11410.1	EUTSA_v10007948mg
OG0005935	Sp5g33430.1	EUTSA_v10018916mg
OG0005936	Sp5g18760.1	EUTSA_v10012187mg
OG0005938	Sp3g06480.1	EUTSA_v10021215mg
OG0005940	Sp6g13460.1	EUTSA_v10012716mg
OG0005941	Sp3g21040.1	EUTSA_v10021600mg
OG0005942	Sp4g14690.1	EUTSA_v10017076mg
OG0005943	Sp4g18150.1	EUTSA_v10017281mg
OG0005944	Sp6g12880.1	EUTSA_v10012707mg, EUTSA_v10029187mg
OG0005945	Sp6g13400.1	EUTSA_v10014591mg
OG0005946	Sp6g00620.1	EUTSA_v10026679mg, EUTSA_v10029049mg
OG0005947	SpUn0030_0030.1, Sp3g31800.1	EUTSA_v10022871mg
OG0005948	Sp4g16230.1	EUTSA_v10016429mg
OG0005949	Sp1g10510.1	EUTSA_v10023085mg
OG0005950	Sp4g13640.1	EUTSA_v10017162mg
OG0005951	SpUn0024_0100.1, Sp1g04040.1	EUTSA_v10008693mg
OG0005952	Sp7g22360.1	EUTSA_v10026143mg
OG0005953	Sp6g25430.1	EUTSA_v10012731mg
OG0005953	Sp3g05170.1	EUTSA_v10020128mg
OG0005954	Sp7g28820.1	EUTSA_v10025201mg
OG0005955	Sp6g39810.1	EUTSA_v10014656mg
OG0005956	Sp2g12510.1	EUTSA_v10001201mg
OG0005956	Sp6g21490.1	EUTSA_v10015943mg
OG0005957	Sp6g22790.1	EUTSA_v10014031mg
OG0005958	Sp1g01950.1	EUTSA_v10007546mg
OG0005959	Sp3g20880.1	EUTSA_v10022108mg
OG0005960	Sp1g02710.1	EUTSA_v10008980mg
OG0005961	Sp2g14510.1	EUTSA_v10004874mg
OG0005962	Sp6g18110.1	EUTSA_v10014864mg
OG0005963	Sp3g01210.1	EUTSA_v10021165mg
OG0005964	Sp5g11350.1	EUTSA_v10010986mg
OG0005966	Sp1g40750.1	EUTSA_v10011266mg
OG0005967	Sp1g10370.1	EUTSA_v10008545mg
OG0005968	Sp6g40030.1	EUTSA_v10016079mg
OG0005969	Sp6g23820.1	EUTSA_v10014909mg
OG0005970	Sp4g12500.1	EUTSA_v10016143mg
OG0005971	Sp7g37460.1	EUTSA_v10025979mg
OG0005972	Sp7g28830.1	EUTSA_v10025230mg
OG0005973	Sp2g01480.1	EUTSA_v10023435mg
OG0005974	Sp6g39570.1	EUTSA_v10013267mg
OG0005975	Sp4g17910.1	EUTSA_v10016655mg
OG0005976	Sp7g31450.1	EUTSA_v10027447mg
OG0005977	Sp5g25320.1	EUTSA_v10019528mg
OG0005978	Sp2g24590.1	EUTSA_v10003924mg
OG0005979	Sp3g21580.1	EUTSA_v10002398mg
OG0005980	Sp6g29580.1	EUTSA_v10014310mg
OG0005981	Sp4g19180.1	EUTSA_v10017791mg
