Orthogroup	Capsella_rubella	Arabidopsis_lyrata
OG0009101	Carub.0001s1800.1.p	fgenesh2_kg.1__2011__AT1G18370.1
OG0009102	Carub.0008s2005.1.p	scaffold_802568.1
OG0009103	Carub.0001s1845.1.p	scaffold_102103.1
OG0009104	Carub.0007s2325.1.p, Carub.0007s2324.1.p	fgenesh1_pm.C_scaffold_7001949
OG0009105	Carub.0006s2981.1.p	fgenesh1_pg.C_scaffold_6002767
OG0009106	Carub.0008s1189.1.p	Al_scaffold_0008_1557
OG0009107	Carub.0004s1777.1.p	fgenesh2_kg.4__1636__AT2G36020.1
OG0009108	Carub.0005s1708.1.p	fgenesh2_kg.5__1413__AT3G50750.1
OG0009109	Carub.0002s1212.1.p	fgenesh2_kg.2__846__AT1G66140.1
OG0009110	Carub.0007s1277.1.p	fgenesh2_kg.7__1413__AT4G28025.1
OG0009111	Carub.0001s0291.1.p	fgenesh2_kg.1__307__AT1G03790.1
OG0009112	Carub.0003s0272.1.p	scaffold_105114.1, fgenesh2_kg.3__303__AT3G03570.1
OG0009113	Carub.0005s1973.1.p	fgenesh2_kg.5__1687__AT3G53200.1
OG0009114	Carub.0001s1326.1.p	fgenesh2_kg.1__1471__AT1G13580.2
OG0009115	Carub.0001s4134.1.p	fgenesh2_kg.4__279__AT1G52342.1, scaffold_501186.1, fgenesh2_kg.1__4309__AT1G52342.1
OG0009116	Carub.0007s1687.1.p	fgenesh1_pm.C_scaffold_7001465
OG0009117	Carub.0003s0650.1.p	fgenesh2_kg.3__720__AT3G06980.1
OG0009118	Carub.0002s1019.1.p	fgenesh2_kg.2__636__AT1G65020.1
OG0009119	Carub.0006s1085.1.p	scaffold_601267.1
OG0009121	Carub.0002s2060.1.p	fgenesh2_kg.2__1651__AT1G73840.1
OG0009122	Carub.0002s2474.1.p	scaffold_202748.1
OG0009124	Carub.0001s0891.1.p	fgenesh2_kg.1__1007__AT1G09570.1
OG0009125	Carub.0004s0051.1.p	fgenesh2_kg.4__72__AT2G21470.2
OG0009126	Carub.0003s2249.1.p	fgenesh2_kg.3__2446__AT3G22320.1
OG0009128	Carub.0001s0153.1.p	scaffold_100180.1
OG0009129	Carub.0005s1827.1.p	scaffold_502250.1
OG0009130	Carub.0008s1830.1.p	scaffold_802359.1
OG0009131	Carub.0008s0014.1.p	scaffold_800023.1
OG0009132	Carub.0007s0179.1.p	scaffold_700216.1
OG0009133	Carub.0006s1162.1.p	scaffold_601356.1
OG0009134	Carub.0002s2365.1.p	scaffold_202630.1
OG0009135	Carub.0007s0121.1.p	fgenesh2_kg.7__140__AT4G39300.2
OG0009136	Carub.0005s0779.1.p	fgenesh2_kg.5__670__AT3G29070.1
OG0009137	Carub.0003s3119.1.p	fgenesh2_kg.3__3309__AT2G17250.1
OG0009138	Carub.0003s1493.1.p	fgenesh2_kg.3__1661__AT3G15280.1
OG0009139	Carub.0001s3810.1.p	fgenesh2_kg.1__3992__AT1G48930.1
OG0009140	Carub.0007s0795.1.p	fgenesh1_pm.C_scaffold_7000700
OG0009141	Carub.0006s3650.1.p	fgenesh2_kg.6__3632__AT4G00720.1
OG0009142	Carub.0008s0223.1.p	fgenesh2_kg.8__224__AT5G45760.1
OG0009143	Carub.0007s1575.1.p	scaffold_701797.1
OG0009144	Carub.0003s2774.1.p	scaffold_303494.1
OG0009145	Carub.0001s2908.1.p	fgenesh2_kg.1__3262__AT1G30780.1
OG0009146	Carub.0008s2042.1.p	fgenesh2_kg.8__1925__AT5G59760.1
OG0009147	Carub.0007s2482.1.p	fgenesh2_kg.7__2651__AT4G16580.1
OG0009148	Carub.0004s2895.1.p	scaffold_34700001.1
OG0009149	Carub.0003s0167.1.p	fgenesh2_kg.3__192__AT3G02555.1
OG0009150	Carub.0001s1388.1.p	scaffold_101589.1
OG0009151	Carub.0005s0754.1.p	fgenesh1_pg.C_scaffold_5000662
OG0009152	Carub.0007s1655.1.p	fgenesh2_kg.7__1824__AT4G24520.1
OG0009153	Carub.0008s2389.1.p	fgenesh2_kg.8__2313__AT5G63135.1
OG0009154	Carub.0006s3269.1.p	scaffold_603793.1
OG0009155	Carub.0001s0921.1.p	fgenesh2_kg.1__1041__AT1G09830.1
OG0009156	Carub.0008s1083.1.p	fgenesh2_kg.8__963__AT5G50840.2
OG0009157	Carub.0007s0798.1.p	fgenesh1_pm.C_scaffold_7000702
OG0009158	Carub.0004s0989.1.p	fgenesh2_kg.4__865__AT2G28900.1
OG0009159	Carub.0007s1569.1.p	scaffold_701790.1
OG0009160	Carub.0008s0010.1.p	fgenesh1_pm.C_scaffold_8000010
OG0009161	Carub.0005s1788.1.p	fgenesh2_kg.5__1493__AT3G51500.1
OG0009162	Carub.0002s0032.1.p	Al_scaffold_0002_35
OG0009163	Carub.0007s1340.1.p	scaffold_701536.1
OG0009164	Carub.0003s0823.1.p	fgenesh2_kg.3__918__AT3G09070.1
OG0009165	Carub.0002s1500.1.p	scaffold_201689.1
OG0009166	Carub.0002s1112.1.p	fgenesh2_kg.2__765__AT1G65410.1
OG0009167	Carub.0004s2445.1.p	fgenesh2_kg.4__2357__AT2G42110.1
OG0009168	Carub.0006s0573.1.p	fgenesh2_kg.6__632__AT5G06839.2
OG0009169	Carub.0008s2622.1.p	scaffold_803267.1
OG0009170	Carub.0004s2208.1.p	fgenesh2_kg.4__2092__AT2G39950.1
OG0009171	Carub.0004s2156.1.p	fgenesh2_kg.938__1__AT2G39490.1, fgenesh2_kg.4__2032__AT2G39490.1
OG0009172	Carub.0006s1132.1.p	scaffold_601324.1
OG0009173	Carub.0001s3574.1.p	fgenesh2_kg.1__3806__AT1G45230.2
OG0009174	Carub.0001s1862.1.p	fgenesh2_kg.1__2076__AT1G18990.1
OG0009175	Carub.0008s2330.1.p	fgenesh2_kg.8__2256__AT5G62600.1
OG0009176	Carub.0005s2104.1.p	fgenesh2_kg.5__1836__AT3G54440.1
OG0009177	Carub.0003s2431.1.p	fgenesh2_kg.3__2611__AT3G24190.1
OG0009178	Carub.0013s0013.1.p, Carub.0013s0012.1.p	scaffold_303435.1, fgenesh2_kg.3__2939__AT2G07680.1
OG0009180	Carub.0005s0100.1.p	fgenesh2_kg.5__114__AT2G01990.1
OG0009181	Carub.0004s1888.1.p	Al_scaffold_0004_2216
OG0009182	Carub.0006s1886.1.p	fgenesh2_kg.6__2092__AT5G20540.1
OG0009183	Carub.0003s3207.1.p	fgenesh2_kg.3__3393__AT2G17940.1
OG0009184	Carub.0002s2648.1.p	fgenesh2_kg.2__2263__AT1G79600.1
OG0009185	Carub.0007s1674.1.p	fgenesh2_kg.7__1852__AT4G24310.1
OG0009186	Carub.0006s1843.1.p	fgenesh2_kg.6__2037__AT5G20050.1
OG0009187	Carub.0006s2963.1.p	scaffold_603456.1
OG0009188	Carub.0005s1487.1.p	scaffold_501821.1
OG0009189	Carub.0006s1612.1.p	fgenesh2_kg.1__3699__AT5G17910.1
OG0009190	Carub.0007s2179.1.p	fgenesh2_kg.7__2352__AT4G19420.1
OG0009191	Carub.0004s1318.1.p	fgenesh2_kg.4__1173__AT2G31880.1
OG0009192	Carub.0002s2777.1.p	fgenesh2_kg.2__2428__AT1G79730.1
OG0009193	Carub.0008s1155.1.p	fgenesh2_kg.64__3__AT5G51510.1, fgenesh2_kg.8__1039__AT5G51510.1
OG0009194	Carub.0005s0518.1.p	fgenesh2_kg.5__477__AT3G27000.1
OG0009195	Carub.0008s2852.1.p	fgenesh2_kg.8__2837__AT5G66000.1
OG0009196	Carub.0006s1131.1.p	fgenesh2_kg.6__1264__AT5G13140.1
OG0009197	Carub.0005s2242.1.p	fgenesh2_kg.5__1991__AT3G55660.1
OG0009198	Carub.0004s1948.1.p	fgenesh2_kg.4__1812__AT2G37560.1
OG0009199	Carub.0001s3244.1.p	fgenesh1_pm.C_scaffold_1002719
OG0009201	Carub.0007s0909.1.p	fgenesh2_kg.7__1024__AT4G31460.1
OG0009202	Carub.0006s1609.1.p	fgenesh2_kg.6__1786__AT5G17860.1
OG0009203	Carub.0002s2391.1.p	fgenesh2_kg.2__1989__AT1G76990.4
OG0009204	Carub.0004s1349.1.p	scaffold_401765.1
OG0009205	Carub.0003s3116.1.p	fgenesh2_kg.3__3306__AT2G17220.1
OG0009206	Carub.0001s1240.1.p	fgenesh2_kg.1__1373__AT1G12680.1
OG0009207	Carub.0003s1607.1.p	fgenesh2_kg.3__1785__AT3G16320.1, scaffold_102861.1, fgenesh1_pg.C_scaffold_4001868
OG0009208	Carub.0004s0019.1.p	scaffold_400027.1
OG0009209	Carub.0002s1978.1.p	fgenesh2_kg.2__1562__AT1G73020.1
OG0009210	Carub.0001s0623.1.p	fgenesh2_kg.1__668__AT1G06930.1
OG0009211	Carub.0006s0826.1.p	fgenesh2_kg.6__940__AT5G09840.1
OG0009212	Carub.0006s0291.1.p	fgenesh2_kg.6__310__AT5G03970.1
OG0009213	Carub.0001s2754.1.p	scaffold_103249.1
OG0009214	Carub.0002s1881.1.p	fgenesh2_kg.2__1463__AT1G72030.1
OG0009215	Carub.0008s2740.1.p	fgenesh2_kg.8__2705__AT5G67110.1
OG0009216	Carub.0006s0610.1.p	fgenesh1_pg.C_scaffold_6000576, fgenesh1_pm.C_scaffold_6000552
OG0009217	Carub.0007s1221.1.p	Al_scaffold_0007_1275
OG0009218	Carub.0003s2052.1.p	fgenesh2_kg.3__2280__AT3G20550.1
OG0009219	Carub.0006s1021.1.p	fgenesh1_pm.C_scaffold_6000916
OG0009220	Carub.0003s2029.1.p	scaffold_302417.1
OG0009221	Carub.0002s2591.1.p	fgenesh2_kg.2__2203__AT1G79040.1
OG0009222	Carub.0007s1016.1.p	fgenesh2_kg.7__1141__AT4G30440.1
OG0009223	Carub.0001s3110.1.p	fgenesh1_pm.C_scaffold_1002619
OG0009224	Carub.0008s0475.1.p	fgenesh2_kg.8__435__AT5G43860.1
OG0009225	Carub.0004s0171.1.p	fgenesh2_kg.4__174__AT2G22540.1
OG0009226	Carub.0006s3387.1.p	fgenesh2_kg.6__3378__AT4G03190.1
OG0009227	Carub.0006s3120.1.p	fgenesh1_pm.C_scaffold_6002555
OG0009228	Carub.0006s2308.1.p	scaffold_602628.1
OG0009229	Carub.0007s3514.1.p	fgenesh2_kg.7__3374__AT5G40451.1
OG0009230	Carub.0001s1662.1.p	fgenesh2_kg.1__1842__AT1G16880.1
OG0009231	Carub.0005s0684.1.p	scaffold_500797.1
OG0009232	Carub.0008s2490.1.p	fgenesh2_kg.8__2424__AT5G64120.1
OG0009233	Carub.0007s2438.1.p	fgenesh2_kg.7__2605__AT4G17040.1
OG0009234	Carub.0008s1804.1.p	fgenesh2_kg.8__1669__AT5G57550.1
OG0009235	Carub.0005s0691.1.p	fgenesh2_kg.5__609__AT3G28420.1
OG0009236	Carub.0006s1899.1.p	scaffold_602164.1
OG0009237	Carub.0007s0340.1.p	fgenesh2_kg.7__373__AT4G37210.1
OG0009238	Carub.0002s2659.1.p	fgenesh2_kg.2__2279__AT1G80950.1
OG0009239	Carub.0008s2246.1.p	scaffold_802827.1
OG0009240	Carub.0001s2980.1.p	scaffold_103921.1
OG0009241	Carub.0005s1363.1.p	fgenesh1_pm.C_scaffold_5000911
OG0009242	Carub.0007s0272.1.p	fgenesh2_kg.7__297__AT4G37540.1
OG0009245	Carub.0002s2465.1.p	scaffold_8900005.1, fgenesh2_kg.2__2068__AT1G77750.1
OG0009246	Carub.0001s0595.1.p	scaffold_100656.1
OG0009248	Carub.0007s0051.1.p	fgenesh2_kg.7__3081__AT4G38640.1, fgenesh1_pm.C_scaffold_7000046
OG0009249	Carub.0006s1287.1.p	fgenesh2_kg.6__1446__AT5G14700.1
OG0009250	Carub.0005s0019.1.p	fgenesh2_kg.5__22__AT2G01210.1
OG0009251	Carub.0004s2075.1.p	fgenesh2_kg.4__1947__AT2G38750.1
OG0009252	Carub.0005s1686.1.p	fgenesh2_kg.5__1393__AT3G50530.1
OG0009253	Carub.0005s2625.1.p	fgenesh2_kg.5__2410__AT3G59520.1
OG0009254	Carub.0008s0452.1.p	scaffold_800624.1
OG0009255	Carub.0006s2945.1.p	fgenesh2_kg.6__3045__AT4G10640.1
OG0009257	Carub.0007s0509.1.p	fgenesh2_kg.7__561__AT4G35220.1
OG0009258	Carub.0002s0227.1.p	fgenesh1_pm.C_scaffold_2000164
OG0009259	Carub.0003s0286.1.p	scaffold_300354.1
OG0009260	Carub.0008s1754.1.p	fgenesh1_pm.C_scaffold_8001343
OG0009261	Carub.0007s3583.1.p	Al_scaffold_0007_3714
OG0009262	Carub.0005s1528.1.p	scaffold_501867.1
OG0009263	Carub.0004s1211.1.p	fgenesh2_kg.283__3__AT2G30910.1, fgenesh2_kg.4__1069__AT2G30910.1
OG0009264	Carub.0001s2658.1.p	fgenesh2_kg.1__2977__AT1G28150.1
OG0009265	Carub.0004s0360.1.p	fgenesh2_kg.4__343__AT2G24270.1
OG0009266	Carub.0003s1231.1.p	scaffold_301477.1
OG0009267	Carub.0001s2137.1.p	scaffold_102456.1
OG0009268	Carub.0007s2916.1.p	Al_scaffold_0009_18
OG0009269	Carub.0003s0760.1.p	fgenesh2_kg.3__844__AT3G08020.1
OG0009270	Carub.0004s0182.1.p	scaffold_400217.1
OG0009271	Carub.0001s2489.1.p	Al_scaffold_0001_2701
OG0009272	Carub.0001s0275.1.p	fgenesh2_kg.1__289__AT1G03630.1
OG0009273	Carub.0006s0562.1.p	Al_scaffold_0006_597
OG0009274	Carub.0002s0621.1.p	scaffold_200734.1
OG0009275	Carub.0002s2420.1.p	scaffold_202694.1
OG0009276	Carub.0001s3635.1.p	fgenesh2_kg.1__3857__AT1G47580.1
OG0009277	Carub.0005s1688.1.p	scaffold_502084.1
OG0009278	Carub.0006s2140.1.p, Carub.0008s0605.1.p	Al_scaffold_0006_2242
OG0009279	Carub.0008s0670.1.p	scaffold_800930.1
OG0009280	Carub.0008s2195.1.p	fgenesh1_pg.C_scaffold_8002119
OG0009281	Carub.0008s0231.1.p	scaffold_800288.1
OG0009282	Carub.0008s2269.1.p	scaffold_802850.1
OG0009283	Carub.0001s0829.1.p, Carub.0001s0830.1.p	scaffold_100925.1
OG0009284	Carub.0033s0005.1.p, Carub.0001s0201.1.p, Carub.0007s3652.1.p	fgenesh2_kg.1__210__AT1G02880.2
OG0009285	Carub.0008s0777.1.p	fgenesh2_kg.8__688__AT5G48180.1
OG0009286	Carub.0005s1348.1.p	Al_scaffold_0005_1547
OG0009287	Carub.0007s3054.1.p	scaffold_703356.1
OG0009288	Carub.0006s1043.1.p	fgenesh2_kg.6__1164__AT5G11900.1
OG0009289	Carub.0006s3119.1.p	fgenesh2_kg.6__3160__AT4G12070.1
OG0009290	Carub.0003s2183.1.p	scaffold_302598.1
OG0009291	Carub.0003s1032.1.p	fgenesh1_pg.C_scaffold_467000002, fgenesh2_kg.3__1149__AT3G11030.1
OG0009292	Carub.0005s1854.1.p	fgenesh2_kg.5__1574__AT3G52180.1
OG0009293	Carub.0005s2296.1.p	fgenesh2_kg.5__2051__AT3G56180.1
OG0009294	Carub.0004s2411.1.p	scaffold_403025.1
OG0009295	Carub.0004s1168.1.p	fgenesh2_kg.4__1026__AT2G30520.1
OG0009296	Carub.0014s0005.1.p	scaffold_801012.1
OG0009297	Carub.0004s2058.1.p	fgenesh1_pm.C_scaffold_4001614
OG0009298	Carub.0001s3111.1.p	fgenesh2_kg.1__3418__AT1G32780.1
OG0009299	Carub.0003s3500.1.p	fgenesh2_kg.5__746__AT3G32930.1
OG0009300	Carub.0005s2374.1.p	fgenesh2_kg.5__2135__AT3G57000.1
OG0009301	Carub.0002s1953.1.p	scaffold_304016.1, scaffold_202194.1
OG0009302	Carub.0005s1392.1.p	scaffold_501716.1
OG0009303	Carub.0005s1475.1.p	fgenesh2_kg.5__1206__AT3G48560.1
OG0009304	Carub.0002s1468.1.p	fgenesh2_kg.2__1067__AT1G68190.1
OG0009305	Carub.0008s1080.1.p	fgenesh2_kg.8__959__AT5G50810.1
OG0009306	Carub.0006s0265.1.p	fgenesh2_kg.6__286__AT5G03730.1
OG0009307	Carub.0006s0239.1.p	Al_scaffold_0006_265
OG0009308	Carub.0008s1034.1.p	fgenesh2_kg.6__2732__AT5G50300.1, fgenesh2_kg.8__905__AT5G50300.1
OG0009309	Carub.0003s1879.1.p	fgenesh2_kg.3__2115__AT3G18970.1
OG0009310	Carub.0002s0458.1.p	fgenesh2_kg.2__385__AT1G60770.1
OG0009312	Carub.0006s2057.1.p	fgenesh2_kg.6__2272__AT5G22850.1
OG0009313	Carub.0003s0395.1.p	fgenesh2_kg.3__448__AT3G04780.1
OG0009314	Carub.0003s1592.1.p	fgenesh1_pm.C_scaffold_3001409
OG0009315	Carub.0006s1722.1.p	Al_scaffold_0006_1806
OG0009316	Carub.0007s0663.1.p	fgenesh2_kg.7__732__AT4G33800.1
OG0009317	Carub.0007s0496.1.p	fgenesh1_pm.C_scaffold_7000440
OG0009318	Carub.0005s1640.1.p	fgenesh1_pm.C_scaffold_5001126
OG0009319	Carub.0008s2267.1.p	fgenesh2_kg.8__2187__AT5G61980.1
OG0009320	Carub.0006s1233.1.p	Al_scaffold_0006_1313
OG0009321	Carub.0007s0328.1.p	scaffold_700394.1
OG0009322	Carub.0001s0985.1.p	fgenesh2_kg.1__1109__AT1G10410.1
OG0009323	Carub.0003s1605.1.p	Al_scaffold_0003_1705
OG0009324	Carub.0008s1355.1.p	fgenesh2_kg.8__1225__AT5G53370.1
OG0009325	Carub.0001s1838.1.p	fgenesh2_kg.1__2052__AT1G18730.3
OG0009326	Carub.0008s1248.1.p	fgenesh2_kg.8__1122__AT5G52380.1
OG0009327	Carub.0008s2588.1.p	fgenesh2_kg.8__2542__AT5G65040.1
OG0009328	Carub.0003s0392.1.p	fgenesh2_kg.3__445__AT3G04750.1
OG0009329	Carub.0006s1198.1.p	fgenesh2_kg.6__1338__AT5G13800.2
OG0009330	Carub.0002s1628.1.p	fgenesh2_kg.2__1226__AT1G69610.1
OG0009331	Carub.0006s0717.1.p	scaffold_600834.1
OG0009332	Carub.0001s2125.1.p	fgenesh2_kg.1__2372__AT1G21790.1, Al_scaffold_0001_3955
OG0009333	Carub.0008s2455.1.p	fgenesh2_kg.8__2382__AT5G63780.1
OG0009334	Carub.0005s2285.1.p	fgenesh1_pm.C_scaffold_5001674
OG0009335	Carub.0006s1327.1.p	fgenesh1_pm.C_scaffold_6001187
OG0009336	Carub.0006s1497.1.p	scaffold_601718.1
OG0009337	Carub.0001s1853.1.p	fgenesh2_kg.1__2066__AT1G18880.1
OG0009338	Carub.0006s0161.1.p	scaffold_600200.1
OG0009339	Carub.0007s1722.1.p	scaffold_701949.1
OG0009340	Carub.0001s2354.1.p	scaffold_102749.1
OG0009341	Carub.0001s4017.1.p, Carub.0008s0647.1.p	fgenesh2_kg.1__4195__AT1G51310.1
OG0009342	Carub.0004s2929.1.p	Al_scaffold_0004_3357
OG0009344	Carub.0006s1244.1.p	fgenesh2_kg.6__1392__AT5G14240.1
OG0009345	Carub.0006s1175.1.p	scaffold_601368.1
OG0009346	Carub.0005s1474.1.p	fgenesh2_kg.5__1205__AT3G48550.1
OG0009347	Carub.0003s2460.1.p	fgenesh2_kg.3__2641__AT3G23920.1
OG0009348	Carub.0005s2671.1.p	scaffold_503222.1
OG0009349	Carub.0003s0643.1.p	scaffold_300806.1, fgenesh2_kg.159__1__AT3G06910.1
OG0009350	Carub.0001s1106.1.p	fgenesh2_kg.1__1235__AT1G11440.1
OG0009351	Carub.0006s0013.1.p	fgenesh2_kg.6__32__AT5G01710.1
OG0009352	Carub.0001s3474.1.p, Carub.0001s3475.1.p	Al_scaffold_0001_3837, Al_scaffold_0001_3838
OG0009353	Carub.0004s2116.1.p	fgenesh2_kg.4__1990__AT2G39110.1, scaffold_9200009.1
OG0009354	Carub.0008s2768.1.p	scaffold_803440.1
OG0009355	Carub.0001s0794.1.p	scaffold_100886.1
OG0009357	Carub.0006s1851.1.p	fgenesh2_kg.6__2049__AT5G20130.1
OG0009358	Carub.0004s2618.1.p	scaffold_403264.1
OG0009359	Carub.0008s1252.1.p	fgenesh2_kg.8__1128__AT5G52420.1
OG0009360	Carub.0001s2716.1.p	fgenesh2_kg.1__3052__AT1G28760.1
OG0009361	Carub.0004s1206.1.p	fgenesh2_kg.4__1063__AT2G30860.1
OG0009362	Carub.0001s0697.1.p	Al_scaffold_0001_706
OG0009363	Carub.0007s0327.1.p	fgenesh2_kg.7__356__AT4G37080.1
OG0009364	Carub.0001s1015.1.p	scaffold_101138.1
OG0009365	Carub.0001s0994.1.p	scaffold_101404.1, fgenesh2_kg.1__1118__AT1G10510.1
OG0009366	Carub.0003s0102.1.p	fgenesh2_kg.3__117__AT3G01140.1
OG0009367	Carub.0001s1654.1.p	fgenesh2_kg.1__1831__AT1G16810.2
OG0009368	Carub.0004s1723.1.p	fgenesh2_kg.4__1573__AT2G35540.1
OG0009369	Carub.0005s0284.1.p	scaffold_500358.1
OG0009370	Carub.0005s0245.1.p	scaffold_500333.1
OG0009371	Carub.0008s2347.1.p	fgenesh2_kg.8__2272__AT5G62740.1
OG0009372	Carub.0008s2460.1.p	fgenesh1_pm.C_scaffold_8001944
OG0009373	Carub.0001s0599.1.p	scaffold_100662.1
OG0009374	Carub.0004s1263.1.p	scaffold_401663.1
OG0009375	Carub.0005s0391.1.p	fgenesh2_kg.5__359__AT3G26050.1
OG0009376	Carub.0008s1482.1.p	fgenesh2_kg.8__1350__AT5G54540.1
OG0009377	Carub.0006s1745.1.p	fgenesh2_kg.6__1929__AT5G19120.1
OG0009378	Carub.0002s1930.1.p	fgenesh2_kg.2__1509__AT1G72450.1
OG0009379	Carub.0003s1519.1.p	fgenesh1_pg.C_scaffold_450000001, scaffold_301808.1
OG0009380	Carub.0007s2007.1.p	scaffold_702287.1
OG0009381	Carub.0007s1019.1.p	fgenesh2_kg.7__1144__AT4G30410.2
OG0009382	Carub.0008s1118.1.p	scaffold_801547.1
OG0009383	Carub.0001s4087.1.p	fgenesh2_kg.1__4268__AT1G51940.1
OG0009384	Carub.0003s0359.1.p	fgenesh2_kg.3__399__AT3G04380.1
OG0009385	Carub.0006s0740.1.p	Al_scaffold_0006_776, Al_scaffold_0487_2, scaffold_600878.1
OG0009386	Carub.0001s4251.1.p	scaffold_105163.1
OG0009387	Carub.0003s1511.1.p	fgenesh2_kg.230__7__AT3G15390.1, fgenesh2_kg.3__1678__AT3G15390.1
OG0009388	Carub.0008s2779.1.p	fgenesh2_kg.8__2746__AT5G66710.1
OG0009389	Carub.0005s0008.1.p	fgenesh1_pm.C_scaffold_5000003
OG0009390	Carub.0006s1935.1.p	fgenesh2_kg.6__2148__AT5G21050.1
OG0009391	Carub.0007s0915.1.p	fgenesh2_kg.7__1032__AT4G31410.1
OG0009392	Carub.0001s1955.1.p	fgenesh2_kg.1__2182__AT1G20020.3
OG0009393	Carub.0001s1743.1.p	scaffold_101974.1
OG0009394	Carub.0004s1436.1.p	fgenesh1_pg.C_scaffold_4001392
OG0009395	Carub.0006s1841.1.p	fgenesh2_kg.6__2035__AT5G20040.1
OG0009396	Carub.0006s3399.1.p	scaffold_603952.1
OG0009397	Carub.0006s1224.1.p	fgenesh2_kg.6__1370__AT5G14050.1
OG0009398	Carub.0005s2933.1.p	fgenesh2_kg.5__2757__AT3G62670.1
OG0009399	Carub.0004s0113.1.p	fgenesh2_kg.4__123__AT2G21990.1
OG0009400	Carub.0001s3696.1.p	fgenesh1_pm.C_scaffold_1003007
OG0009401	Carub.0003s2501.1.p	fgenesh1_pg.C_scaffold_3002393
OG0009402	Carub.0003s2783.1.p	fgenesh2_kg.3__2996__AT2G12646.1, scaffold_303520.1
OG0009403	Carub.0002s0154.1.p	fgenesh2_kg.2__144__AT1G63290.1, scaffold_200189.1, Al_scaffold_0003_27
OG0009404	Carub.0003s1979.1.p	scaffold_302355.1
OG0009405	Carub.0001s3644.1.p	fgenesh2_kg.1__3865__AT1G47670.1
OG0009406	Carub.0004s2915.1.p	fgenesh2_kg.4__2861__AT2G46470.1
OG0009407	Carub.0008s0012.1.p	Al_scaffold_0008_21
OG0009408	Carub.0006s1602.1.p	Al_scaffold_0006_1692
OG0009409	Carub.0008s0445.1.p	fgenesh2_kg.8__404__AT5G44080.1
OG0009411	Carub.0007s0837.1.p	fgenesh2_kg.7__948__AT4G32180.1
OG0009412	Carub.0008s0396.1.p	Al_scaffold_0008_503
OG0009413	Carub.0004s2396.1.p	fgenesh1_pm.C_scaffold_4001910
OG0009414	Carub.0008s2315.1.p	fgenesh2_kg.8__2243__AT5G62490.1
OG0009415	Carub.0005s2363.1.p	fgenesh1_pm.C_scaffold_5001740
OG0009416	Carub.0005s0238.1.p	scaffold_500326.1
OG0009417	Carub.0001s2172.1.p	fgenesh2_kg.1__2404__AT1G22170.1
OG0009418	Carub.0006s0097.1.p	fgenesh2_kg.6__123__AT5G02130.1
OG0009419	Carub.0005s1797.1.p, Carub.0007s3202.1.p	scaffold_502213.1
OG0009420	Carub.0002s0001.1.p	scaffold_200003.1
OG0009421	Carub.0003s0197.1.p	fgenesh2_kg.3__232__AT3G02870.1
OG0009422	Carub.0004s1522.1.p	fgenesh1_pm.C_scaffold_4001145
OG0009423	Carub.0004s1506.1.p	fgenesh2_kg.4__1346__AT2G33430.1
OG0009424	Carub.0006s1056.1.p	fgenesh2_kg.6__1180__AT5G12040.1
OG0009425	Carub.0004s2848.1.p	fgenesh2_kg.4__2775__AT2G45770.1
OG0009426	Carub.0002s2100.1.p	Al_scaffold_0002_2124
OG0009427	Carub.0005s2879.1.p	fgenesh2_kg.5__2703__AT3G62030.1
OG0009428	Carub.0005s1702.1.p	fgenesh2_kg.5__1409__AT3G50690.1
OG0009429	Carub.0001s1369.1.p	fgenesh2_kg.1__1515__AT1G14000.1
OG0009430	Carub.0007s0614.1.p	scaffold_700715.1
OG0009431	Carub.0001s0948.1.p	Al_scaffold_0001_981
OG0009432	Carub.0006s2482.1.p	fgenesh1_pg.C_scaffold_6002311
OG0009433	Carub.0006s0714.1.p	scaffold_600831.1
OG0009435	Carub.0007s1257.1.p	fgenesh2_kg.7__1389__AT4G28190.1
OG0009436	Carub.0002s1333.1.p	fgenesh2_kg.2__929__AT1G67040.1
OG0009437	Carub.0003s3313.1.p	scaffold_304326.1
OG0009438	Carub.0004s2046.1.p	fgenesh1_pm.C_scaffold_4001604
OG0009439	Carub.0005s2232.1.p	fgenesh2_kg.5__1977__AT3G55580.1
OG0009440	Carub.0005s2542.1.p	scaffold_503049.1
OG0009441	Carub.0004s2875.1.p	fgenesh2_kg.4__2811__AT2G46060.1
OG0009442	Carub.0008s0114.1.p	scaffold_800150.1
OG0009443	Carub.0006s0135.1.p	fgenesh2_kg.6__167__AT5G02550.1
OG0009444	Carub.0004s1188.1.p	fgenesh2_kg.4__1048__AT2G30700.1
OG0009445	Carub.0005s1443.1.p	Al_scaffold_0005_1640
OG0009446	Carub.0003s2169.1.p	scaffold_302583.1
OG0009447	Carub.0007s0827.1.p	fgenesh2_kg.7__931__AT4G32300.1
OG0009448	Carub.0001s0404.1.p	fgenesh2_kg.1__418__AT1G04790.1
OG0009449	Carub.0003s1411.1.p	fgenesh2_kg.3__1560__AT3G14400.1
OG0009450	Carub.0006s1190.1.p	fgenesh2_kg.6__1327__AT5G13720.1
OG0009451	Carub.0007s3574.1.p	scaffold_704025.1
OG0009452	Carub.0006s2167.1.p	fgenesh1_pg.C_scaffold_6002004
OG0009453	Carub.0007s2070.1.p	scaffold_702350.1
OG0009454	Carub.0007s1085.1.p	fgenesh2_kg.7__1229__AT4G29670.1
OG0009455	Carub.0006s3379.1.p	fgenesh2_kg.6__3366__AT4G03270.1
