Orthogroup	Capsella_rubella	Tarenaya_hassleriana
OG0006009	Carub.0055s0003.1.p, Carub.0006s1430.1.p	Th2v09060, Th2v23036
OG0006010	Carub.0003s1182.1.p	Th2v08673, Th2v17740
OG0006011	Carub.0006s0141.1.p	Th2v14460, Th2v19990
OG0006012	Carub.0008s1627.1.p	Th2v09482, Th2v05509
OG0006013	Carub.0001s1680.1.p	Th2v10052, Th2v00903, Th2v26055
OG0006014	Carub.0005s2270.1.p	Th2v03390, Th2v22404
OG0006015	Carub.0006s2830.1.p	Th2v17127, Th2v04680
OG0006017	Carub.0006s0503.1.p	Th2v20272, Th2v14350, Th2v22174
OG0006019	Carub.0007s0581.1.p	Th2v02834, Th2v12072
OG0006020	Carub.0001s0967.1.p	Th2v06130, Th2v14839
OG0006021	Carub.0001s1561.1.p	Th2v10194, Th2v23397
OG0006022	Carub.0007s1663.1.p	Th2v30529
OG0006023	Carub.0008s1877.1.p	Th2v08680, Th2v14300, Th2v22124
OG0006024	Carub.0008s2597.1.p	Th2v11786, Th2v13639, Th2v24237
OG0006025	Carub.0008s2367.1.p, Carub.0008s2328.1.p	Th2v09258, Th2v17388, Th2v14029
OG0006026	Carub.0001s0815.1.p	Th2v31390
OG0006027	Carub.0007s1695.1.p	Th2v04612, Th2v10893
OG0006028	Carub.0006s1173.1.p	Th2v09193, Th2v14271, Th2v22095
OG0006029	Carub.0005s1844.1.p	Th2v08613, Th2v11548, Th2v13122
OG0006030	Carub.0001s3986.1.p	Th2v29100
OG0006031	Carub.0001s4238.1.p	Th2v30085, Th2v00883, Th2v23772, Th2v27391
OG0006032	Carub.0003s1153.1.p	Th2v08688, Th2v17725
OG0006033	Carub.0004s0917.1.p, Carub.0001s3716.1.p	Th2v12833, Th2v22521
OG0006034	Carub.0003s1361.1.p	Th2v00945, Th2v23686
OG0006035	Carub.0004s0758.1.p	Th2v07718, Th2v15582, Th2v24470
OG0006037	Carub.0008s1784.1.p	Th2v21739
OG0006038	Carub.0003s3243.1.p	Th2v02424, Th2v03019, Th2v21536
OG0006039	Carub.0003s1983.1.p	Th2v25105
OG0006040	Carub.0004s2745.1.p	Th2v01041, Th2v07653, Th2v15639
OG0006041	Carub.0007s2439.1.p	Th2v20651, Th2v20652
OG0006042	Carub.0151s0002.1.p	Th2v31235
OG0006043	Carub.0001s1695.1.p	Th2v23288
OG0006044	Carub.0002s2412.1.p	Th2v04125, Th2v05717, Th2v20805, Th2v09852
OG0006045	Carub.0004s0930.1.p	Th2v07606, Th2v15684, Th2v08321
OG0006046	Carub.0006s0307.1.p	Th2v08813
OG0006047	Carub.0001s1038.1.p	Th2v04981, Th2v20712
OG0006048	Carub.0008s1089.1.p	Th2v01148, Th2v08207
OG0006049	Carub.0004s3045.1.p	Th2v29972, Th2v13043, Th2v22750, Th2v29941, Th2v30289
OG0006050	Carub.0005s1538.1.p	Th2v14113, Th2v26778
OG0006051	Carub.0007s2471.1.p	Th2v02649
OG0006052	Carub.0006s0847.1.p	Th2v13648
OG0006053	Carub.0005s2365.1.p	Th2v28422
OG0006054	Carub.0003s1225.1.p	Th2v23578, Th2v26214
OG0006055	Carub.0001s3053.1.p	Th2v01470, Th2v10569
OG0006056	Carub.0001s1332.1.p	Th2v06467, Th2v15164
OG0006057	Carub.0005s0508.1.p	Th2v00265, Th2v06414, Th2v15113
OG0006060	Carub.0001s2340.1.p	Th2v04024, Th2v25680
OG0006061	Carub.0003s1256.1.p	Th2v01008, Th2v23613, Th2v26185
OG0006063	Carub.0006s1221.1.p	Th2v06965, Th2v18195
OG0006064	Carub.0006s3070.1.p	Th2v04525, Th2v16775
OG0006065	Carub.0002s2253.1.p	Th2v05824, Th2v20920
OG0006066	Carub.0002s0531.1.p	Th2v06122, Th2v14831
OG0006068	Carub.0003s0724.1.p	Th2v18300, Th2v11501, Th2v24754
OG0006069	Carub.0006s0641.1.p	Th2v13902, Th2v24046
OG0006070	Carub.0006s0874.1.p	Th2v13622
OG0006071	Carub.0006s1835.1.p	Th2v18049, Th2v19034
OG0006072	Carub.0003s2123.1.p, Carub.0003s2122.1.p	Th2v00815, Th2v21879
OG0006073	Carub.0003s3105.1.p	Th2v02909, Th2v12140
OG0006075	Carub.0003s3544.1.p	Th2v02264, Th2v28308, Th2v12648
OG0006076	Carub.0008s2372.1.p	Th2v23966
OG0006077	Carub.0007s0721.1.p	Th2v01995
OG0006078	Carub.0006s0516.1.p	Th2v08736, Th2v20284
OG0006079	Carub.0005s1713.1.p	Th2v13466, Th2v11689, Th2v11690
OG0006080	Carub.0004s0001.1.p	Th2v02283, Th2v12605
OG0006081	Carub.0007s1623.1.p	Th2v09412, Th2v26819
OG0006082	Carub.0008s1506.1.p	Th2v05477
OG0006083	Carub.0003s1814.1.p	Th2v26377, Th2v27730, Th2v25560, Th2v31161
OG0006085	Carub.0002s1334.1.p	Th2v00495, Th2v06299, Th2v14999
OG0006086	Carub.0002s2459.1.p	Th2v04784, Th2v10979
OG0006087	Carub.0004s1815.1.p	Th2v03632
OG0006089	Carub.0007s2145.1.p	Th2v04265, Th2v16602
OG0006091	Carub.0003s1865.1.p	Th2v30042, Th2v30043
OG0006092	Carub.0007s2166.1.p	Th2v07365, Th2v10715
OG0006093	Carub.0004s2006.1.p	Th2v16909
OG0006094	Carub.0003s0193.1.p	Th2v09084, Th2v18591
OG0006095	Carub.0006s0848.1.p	Th2v13646
OG0006096	Carub.0003s1659.1.p	Th2v26275, Th2v25515
OG0006097	Carub.0005s2787.1.p	Th2v12859, Th2v22553
OG0006098	Carub.0004s1583.1.p	Th2v26531
OG0006099	Carub.0003s2178.1.p, Carub.0095s0001.1.p	Th2v19293, Th2v25475
OG0006100	Carub.0008s2633.1.p	Th2v11769, Th2v13598
OG0006101	Carub.0001s2921.1.p	Th2v27855
OG0006102	Carub.0001s0171.1.p	Th2v16313, Th2v07909, Th2v07910
OG0006103	Carub.0007s0290.1.p	Th2v19934, Th2v03101, Th2v11966, Th2v12326
OG0006104	Carub.0002s2366.1.p	Th2v09817
OG0006106	Carub.0005s1803.1.p	Th2v17009
OG0006107	Carub.0007s3016.1.p, Carub.0007s1365.1.p	Th2v28284, Th2v28287
OG0006108	Carub.0007s0939.1.p	Th2v01805, Th2v02096
OG0006109	Carub.0006s2265.1.p	Th2v21376, Th2v17420, Th2v17422
OG0006110	Carub.0007s0199.1.p	Th2v03173, Th2v12713
OG0006111	Carub.0007s0954.1.p	Th2v01791
OG0006112	Carub.0007s1622.1.p	Th2v26825, Th2v22903, Th2v09405
OG0006113	Carub.0005s2758.1.p	Th2v07450, Th2v13114, Th2v22824
OG0006115	Carub.0006s2627.1.p	Th2v16446
OG0006116	Carub.0005s2429.1.p	Th2v06812, Th2v15510
OG0006117	Carub.0005s2923.1.p, Carub.0003s1113.1.p	Th2v14326, Th2v22150
OG0006118	Carub.0001s2827.1.p	Th2v26582, Th2v01365, Th2v01366
OG0006119	Carub.0002s0586.1.p	Th2v05029, Th2v24274
OG0006120	Carub.0001s2531.1.p	Th2v03932
OG0006121	Carub.0001s1476.1.p	Th2v05435, Th2v08288
OG0006122	Carub.0006s3138.1.p	Th2v04481
OG0006123	Carub.0007s2739.1.p	Th2v24594, Th2v18683, Th2v30004
OG0006125	Carub.0003s0578.1.p, Carub.0003s0579.1.p	Th2v11330
OG0006126	Carub.0003s1797.1.p	Th2v26366, Th2v27743
OG0006127	Carub.0008s2729.1.p	Th2v11722, Th2v14231, Th2v26651
OG0006128	Carub.0004s0286.1.p	Th2v03066
OG0006129	Carub.0008s0256.1.p, Carub.0008s0399.1.p, Carub.0008s0258.1.p, Carub.0008s0255.1.p	Th2v16580
OG0006130	Carub.0001s1629.1.p	Th2v01430, Th2v05652
OG0006131	Carub.0004s2494.1.p	Th2v23528, Th2v20389
OG0006132	Carub.0006s2894.1.p	Th2v04640, Th2v16868
OG0006133	Carub.0002s2356.1.p	Th2v09812
OG0006134	Carub.0001s0678.1.p, Carub.0001s0679.1.p	Th2v08273
OG0006135	Carub.0008s1494.1.p	Th2v05471
OG0006136	Carub.0006s0661.1.p, Carub.0003s0947.1.p	Th2v11887
OG0006137	Carub.0006s1929.1.p	Th2v18960
OG0006138	Carub.0003s0322.1.p	Th2v18517, Th2v22832
OG0006139	Carub.0003s2543.1.p	Th2v19576
OG0006140	Carub.0002s0258.1.p	Th2v04914
OG0006141	Carub.0007s0707.1.p	Th2v01891
OG0006142	Carub.0005s2413.1.p, Carub.0001s3807.1.p	Th2v13164, Th2v25807
OG0006143	Carub.0001s1274.1.p	Th2v06429, Th2v15128, Th2v28518
OG0006144	Carub.0008s1961.1.p	Th2v17811, Th2v21307
OG0006145	Carub.0007s3270.1.p	Th2v06284, Th2v14985
OG0006146	Carub.0006s1476.1.p	Th2v09085, Th2v18590
OG0006147	Carub.0002s0569.1.p, Carub.0218s0002.1.p, Carub.0002s0576.1.p	Th2v24262
OG0006148	Carub.0001s1350.1.p	Th2v07542, Th2v15740
OG0006149	Carub.0006s0419.1.p	Th2v20190
OG0006150	Carub.0007s2272.1.p	Th2v27260
OG0006151	Carub.0005s2781.1.p	Th2v07158
OG0006152	Carub.0004s1082.1.p	Th2v01114
OG0006153	Carub.0002s2225.1.p	Th2v04062, Th2v05843, Th2v20941
OG0006154	Carub.0003s1226.1.p	Th2v23577
OG0006156	Carub.0001s2992.1.p	Th2v01442
OG0006157	Carub.0003s2545.1.p	Th2v25282
OG0006159	Carub.0008s2463.1.p	Th2v11828, Th2v13748
OG0006160	Carub.0007s2280.1.p	Th2v16537
OG0006161	Carub.0006s0594.1.p	Th2v17738
OG0006162	Carub.0002s1872.1.p	Th2v04181
OG0006163	Carub.0006s1183.1.p	Th2v09207, Th2v09211
OG0006164	Carub.0005s2088.1.p	Th2v06609, Th2v15309, Th2v30296
OG0006165	Carub.0007s0299.1.p	Th2v12318
OG0006166	Carub.0003s1027.1.p	Th2v08760
OG0006167	Carub.0008s1102.1.p	Th2v23258
OG0006168	Carub.0004s2739.1.p	Th2v24451
OG0006169	Carub.0006s1542.1.p	Th2v09123, Th2v22960
OG0006170	Carub.0006s1814.1.p	Th2v17470
OG0006171	Carub.0007s1613.1.p	Th2v09392
OG0006172	Carub.0001s1889.1.p	Th2v03776, Th2v05866, Th2v20969
OG0006173	Carub.0003s3461.1.p	Th2v17763
OG0006174	Carub.0003s1506.1.p	Th2v00871, Th2v23798, Th2v27363
OG0006175	Carub.0001s3959.1.p	Th2v21785, Th2v30155
OG0006176	Carub.0008s0783.1.p	Th2v24758
OG0006177	Carub.0001s1522.1.p	Th2v10240, Th2v23432
OG0006178	Carub.0001s0939.1.p	Th2v06142, Th2v14849, Th2v24299
OG0006179	Carub.0004s2065.1.p	Th2v14537, Th2v17034
OG0006180	Carub.0006s1960.1.p	Th2v18941, Th2v21484
OG0006181	Carub.0008s2297.1.p	Th2v13951
OG0006182	Carub.0007s2861.1.p	Th2v19484, Th2v24551
OG0006183	Carub.0001s2427.1.p	Th2v03994, Th2v23954
OG0006184	Carub.0006s0347.1.p	Th2v09199, Th2v17769, Th2v09218, Th2v19794
OG0006186	Carub.0004s0991.1.p	Th2v01100, Th2v07547
OG0006188	Carub.0008s1227.1.p	Th2v26903
OG0006191	Carub.0006s1252.1.p	Th2v24721
OG0006192	Carub.0005s0539.1.p	Th2v06405, Th2v15104, Th2v28478
OG0006193	Carub.0006s0095.1.p	Th2v08943
OG0006194	Carub.0008s1309.1.p	Th2v09726, Th2v26927
OG0006195	Carub.0002s1513.1.p	Th2v24860
OG0006196	Carub.0007s2354.1.p	Th2v17070, Th2v27182
OG0006197	Carub.0002s1481.1.p	Th2v03964, Th2v24827
OG0006198	Carub.0003s2444.1.p	Th2v19515, Th2v25343
OG0006199	Carub.0002s1916.1.p	Th2v05965, Th2v21087
OG0006200	Carub.0001s3876.1.p	Th2v01202, Th2v29125
OG0006201	Carub.0008s1861.1.p, Carub.0008s1749.1.p	Th2v05591, Th2v21781
OG0006202	Carub.0006s1962.1.p	Th2v18939
OG0006203	Carub.0007s0497.1.p	Th2v02921, Th2v12153
OG0006205	Carub.0008s1630.1.p	Th2v05510, Th2v09483
OG0006207	Carub.0006s3578.1.p	Th2v07862, Th2v26989
OG0006208	Carub.0007s2697.1.p	Th2v07087, Th2v18088
OG0006209	Carub.0005s2369.1.p	Th2v03427, Th2v06764, Th2v15462
OG0006210	Carub.0007s2475.1.p	Th2v10582, Th2v29526
OG0006211	Carub.0008s2160.1.p	Th2v11871, Th2v13842
OG0006212	Carub.0005s1695.1.p	Th2v13481, Th2v14202, Th2v26680
OG0006213	Carub.0003s1475.1.p	Th2v27384
OG0006214	Carub.0003s1023.1.p	Th2v20196
OG0006215	Carub.0008s0957.1.p	Th2v30670
OG0006216	Carub.0004s1169.1.p	Th2v08227
OG0006217	Carub.0005s0046.1.p	Th2v06547, Th2v15246
OG0006218	Carub.0004s2877.1.p	Th2v07179, Th2v12886, Th2v12883, Th2v22580
OG0006219	Carub.0008s0327.1.p	Th2v10734
OG0006220	Carub.0007s0615.1.p, Carub.0002s1598.1.p	Th2v24935
OG0006221	Carub.0002s2457.1.p	Th2v27996
OG0006222	Carub.0001s4162.1.p	Th2v00855
OG0006223	Carub.0003s1216.1.p	Th2v13410
OG0006224	Carub.0006s0123.1.p	Th2v08928, Th2v19975
OG0006225	Carub.0001s3075.1.p	Th2v27759, Th2v29071, Th2v27877
OG0006226	Carub.0001s0787.1.p	Th2v08473, Th2v19792
OG0006227	Carub.0008s1486.1.p	Th2v05468
OG0006230	Carub.0008s0459.1.p	Th2v16142, Th2v08015, Th2v27063
OG0006232	Carub.0003s1042.1.p	Th2v08772, Th2v14398, Th2v22226
OG0006233	Carub.0006s0231.1.p	Th2v14441
OG0006234	Carub.0007s2740.1.p	Th2v05395, Th2v18682, Th2v30005
OG0006235	Carub.0005s1884.1.p	Th2v03604, Th2v30491
OG0006236	Carub.0001s1449.1.p	Th2v05406
OG0006237	Carub.0006s1858.1.p	Th2v18033, Th2v19019
OG0006238	Carub.0005s2847.1.p	Th2v07201, Th2v12925, Th2v22621
OG0006239	Carub.0002s0115.1.p	Th2v20500, Th2v04856, Th2v06049, Th2v14758
OG0006240	Carub.0008s0553.1.p	Th2v01256, Th2v30979, Th2v30485, Th2v01257
OG0006241	Carub.0007s3413.1.p	Th2v04853, Th2v06051, Th2v14760
OG0006242	Carub.0001s2074.1.p	Th2v09829
OG0006243	Carub.0008s2480.1.p	Th2v13743
OG0006244	Carub.0001s4028.1.p	Th2v21862
OG0006245	Carub.0003s2176.1.p	Th2v19291
OG0006246	Carub.0006s2337.1.p	Th2v21441
OG0006248	Carub.0008s2130.1.p	Th2v12139
OG0006249	Carub.0001s2899.1.p, Carub.0001s2898.1.p	Th2v27868
OG0006250	Carub.0008s2732.1.p	Th2v13516, Th2v14227, Th2v26655
OG0006251	Carub.0006s1077.1.p	Th2v19217
OG0006252	Carub.0002s2576.1.p	Th2v10088, Th2v23316
OG0006254	Carub.0005s2926.1.p	Th2v07318, Th2v13009, Th2v22714
OG0006255	Carub.0005s1529.1.p	Th2v23920
OG0006256	Carub.0001s1308.1.p	Th2v00201, Th2v28551
OG0006257	Carub.0003s1573.1.p	Th2v21947
OG0006259	Carub.0004s0582.1.p	Th2v02011, Th2v11071, Th2v29809
OG0006260	Carub.0002s2281.1.p	Th2v05811, Th2v20907
OG0006261	Carub.0003s0349.1.p	Th2v11609, Th2v22852
OG0006262	Carub.0003s1167.1.p	Th2v08677
OG0006263	Carub.0001s2897.1.p	Th2v01407, Th2v10505
OG0006264	Carub.0004s0567.1.p	Th2v01965
OG0006265	Carub.0007s0444.1.p	Th2v02462, Th2v02971, Th2v21584
OG0006266	Carub.0002s2695.1.p	Th2v05620, Th2v10198
OG0006267	Carub.0006s3093.1.p	Th2v20547, Th2v04510, Th2v16754
OG0006268	Carub.0006s1046.1.p, Carub.0006s1045.1.p	Th2v19248, Th2v29021
OG0006269	Carub.0005s0625.1.p	Th2v00319, Th2v06376, Th2v15076
OG0006270	Carub.0006s0699.1.p	Th2v24103
OG0006271	Carub.0001s2092.1.p	Th2v05721, Th2v20809
OG0006272	Carub.0001s4021.1.p, Carub.0001s4020.1.p	Th2v24408, Th2v29917
OG0006273	Carub.0006s1859.1.p	Th2v18032, Th2v19018
OG0006274	Carub.0003s1378.1.p	Th2v23698, Th2v26125
OG0006275	Carub.0001s2087.1.p	Th2v05726, Th2v20814, Th2v09843
OG0006276	Carub.0005s2135.1.p	Th2v06625, Th2v15324, Th2v29169
OG0006277	Carub.0001s1666.1.p	Th2v05991, Th2v23305
OG0006278	Carub.0001s1839.1.p	Th2v30869, Th2v20326, Th2v17220
OG0006279	Carub.0008s2149.1.p	Th2v17909, Th2v21232
OG0006280	Carub.0008s1724.1.p	Th2v09543
OG0006282	Carub.0001s4050.1.p	Th2v30023
OG0006283	Carub.0001s1348.1.p	Th2v00146, Th2v28716
OG0006284	Carub.0002s1896.1.p	Th2v27945, Th2v21155, Th2v30712
OG0006285	Carub.0007s0001.1.p	Th2v16976
OG0006286	Carub.0003s2956.1.p	Th2v02553, Th2v12054
OG0006287	Carub.0003s1777.1.p	Th2v26346, Th2v27619
OG0006288	Carub.0008s2356.1.p	Th2v09250
OG0006289	Carub.0003s0658.1.p	Th2v24814
OG0006290	Carub.0007s0970.1.p	Th2v01782, Th2v12359
OG0006291	Carub.0001s0801.1.p	Th2v05156, Th2v06216, Th2v06217
OG0006292	Carub.0005s2393.1.p	Th2v21195, Th2v01054, Th2v08335
OG0006293	Carub.0006s0327.1.p	Th2v20113
OG0006294	Carub.0006s2602.1.p	Th2v25401, Th2v11129, Th2v18491
OG0006295	Carub.0006s1506.1.p	Th2v22981
OG0006296	Carub.0005s0979.1.p, Carub.0250s0001.1.p	Th2v18936
OG0006297	Carub.0007s2331.1.p	Th2v27163
OG0006298	Carub.0003s2385.1.p	Th2v19458, Th2v28768
OG0006299	Carub.0001s1937.1.p	Th2v05833, Th2v20928, Th2v28060
OG0006300	Carub.0007s2247.1.p	Th2v23532
OG0006301	Carub.0006s2348.1.p	Th2v17631
OG0006302	Carub.0004s2660.1.p	Th2v06950, Th2v13390, Th2v26006
OG0006303	Carub.0005s2275.1.p	Th2v03395, Th2v06719, Th2v15416
OG0006304	Carub.0008s1814.1.p	Th2v09605
OG0006305	Carub.0004s0268.1.p	Th2v03074, Th2v12287
OG0006306	Carub.0004s0855.1.p	Th2v06189, Th2v14893
OG0006307	Carub.0008s2201.1.p	Th2v13873, Th2v24070
OG0006308	Carub.0004s2979.1.p	Th2v27555
OG0006309	Carub.0008s1216.1.p	Th2v26898, Th2v09782, Th2v29503
OG0006310	Carub.0001s2739.1.p	Th2v10374, Th2v26525, Th2v31198
OG0006311	Carub.0006s0992.1.p	Th2v17632
OG0006312	Carub.0001s1201.1.p	Th2v10973
OG0006313	Carub.0006s1051.1.p	Th2v19244, Th2v29018
OG0006314	Carub.0008s2407.1.p	Th2v09273, Th2v17370
OG0006315	Carub.0007s2785.1.p	Th2v29182, Th2v29183
OG0006316	Carub.0003s3255.1.p	Th2v02417, Th2v28829
OG0006317	Carub.0001s1741.1.p	Th2v29582, Th2v03041, Th2v29581
OG0006318	Carub.0005s2911.1.p	Th2v07277, Th2v13001, Th2v22705
OG0006319	Carub.0001s1971.1.p	Th2v20902, Th2v28109
OG0006320	Carub.0004s2592.1.p	Th2v13345, Th2v25968
OG0006321	Carub.0003s2413.1.p	Th2v19481, Th2v28790
OG0006322	Carub.0004s2653.1.p, Carub.0005s2661.1.p	Th2v06947, Th2v13386, Th2v26002
OG0006323	Carub.0007s0337.1.p	Th2v02403, Th2v03068
OG0006324	Carub.0001s2612.1.p	Th2v03821, Th2v28874
OG0006325	Carub.0003s1356.1.p	Th2v01923, Th2v00950, Th2v26112
OG0006326	Carub.0001s1633.1.p	Th2v23332
OG0006327	Carub.0005s2109.1.p	Th2v06596, Th2v15295
OG0006328	Carub.0006s1348.1.p	Th2v23103, Th2v24673
OG0006329	Carub.0003s0944.1.p	Th2v14421, Th2v22249, Th2v20090
OG0006330	Carub.0005s0009.1.p	Th2v00006
OG0006331	Carub.0004s2233.1.p	Th2v22405, Th2v06713, Th2v15411
OG0006332	Carub.0007s0753.1.p	Th2v01955, Th2v11073, Th2v29811
OG0006333	Carub.0006s1243.1.p	Th2v06977, Th2v18182
OG0006334	Carub.0004s1977.1.p	Th2v14595
OG0006335	Carub.0001s1299.1.p	Th2v00192, Th2v28559
OG0006336	Carub.0008s0951.1.p	Th2v28629
OG0006337	Carub.0008s2390.1.p	Th2v14046
OG0006338	Carub.0004s2706.1.p	Th2v07112, Th2v18065, Th2v12763, Th2v22450
OG0006339	Carub.0008s1689.1.p	Th2v09520
OG0006340	Carub.0004s0926.1.p	Th2v20022, Th2v08324, Th2v07609, Th2v07608, Th2v15682
OG0006341	Carub.0004s1498.1.p	Th2v16087, Th2v08057, Th2v27091
OG0006342	Carub.0005s2696.1.p	Th2v12773, Th2v22460
OG0006343	Carub.0003s3464.1.p	Th2v01592, Th2v02230
OG0006344	Carub.0007s1068.1.p	Th2v01696, Th2v02156, Th2v02178
OG0006345	Carub.0003s1719.1.p	Th2v25223
OG0006346	Carub.0004s0144.1.p, Carub.0008s0471.1.p	Th2v18238, Th2v26227
OG0006347	Carub.0008s2533.1.p	Th2v11803, Th2v24195
OG0006348	Carub.0006s1383.1.p	Th2v18627, Th2v23071
OG0006349	Carub.0002s2430.1.p	Th2v28024
OG0006350	Carub.0002s2236.1.p	Th2v04067, Th2v28075
OG0006351	Carub.0007s1064.1.p	Th2v02155, Th2v02177, Th2v12465
OG0006352	Carub.0004s2904.1.p	Th2v07190, Th2v12911, Th2v22606
OG0006353	Carub.0005s2727.1.p	Th2v07072, Th2v18102, Th2v22492
OG0006354	Carub.0001s2858.1.p	Th2v01385
OG0006355	Carub.0006s0126.1.p	Th2v08926
OG0006356	Carub.0003s1162.1.p	Th2v08682, Th2v17728
OG0006357	Carub.0007s2590.1.p	Th2v26256
OG0006358	Carub.0005s3005.1.p	Th2v13104, Th2v22812
OG0006359	Carub.0006s2902.1.p	Th2v16865, Th2v04162, Th2v30956
OG0006360	Carub.0001s2012.1.p	Th2v04108, Th2v05784, Th2v20880
OG0006361	Carub.0002s2398.1.p	Th2v09847
OG0006362	Carub.0001s1939.1.p	Th2v28062, Th2v05832, Th2v20927
OG0006363	Carub.0003s1839.1.p	Th2v26400, Th2v27703, Th2v30690
OG0006364	Carub.0001s3658.1.p	Th2v17242
OG0006365	Carub.0006s2476.1.p	Th2v25449
OG0006366	Carub.0001s0780.1.p	Th2v24485, Th2v07696, Th2v15600, Th2v28923
OG0006367	Carub.0004s1504.1.p	Th2v16090
OG0006368	Carub.0007s1242.1.p	Th2v02257
OG0006369	Carub.0001s0457.1.p	Th2v08121, Th2v27137
OG0006370	Carub.0001s2546.1.p	Th2v03922, Th2v30135, Th2v28269
OG0006371	Carub.0001s1510.1.p	Th2v05611, Th2v23439
OG0006372	Carub.0004s1649.1.p	Th2v27870
OG0006374	Carub.0007s1752.1.p	Th2v04556, Th2v16814
OG0006376	Carub.0005s0427.1.p	Th2v06433, Th2v15132
OG0006377	Carub.0004s1507.1.p	Th2v16092
OG0006378	Carub.0008s0892.1.p	Th2v11392, Th2v09224
OG0006379	Carub.0008s1341.1.p	Th2v09722
OG0006380	Carub.0002s0561.1.p	Th2v05026
OG0006382	Carub.0001s4248.1.p	Th2v26023, Th2v27405, Th2v23759, Th2v27404
OG0006383	Carub.0002s1119.1.p	Th2v05244
OG0006384	Carub.0006s0727.1.p	Th2v24133
OG0006385	Carub.0006s0067.1.p	Th2v14491
OG0006386	Carub.0005s2134.1.p	Th2v29170
OG0006387	Carub.0001s2021.1.p	Th2v05779, Th2v20875
OG0006388	Carub.0008s0120.1.p	Th2v07426, Th2v10651
OG0006389	Carub.0001s2380.1.p	Th2v24988
OG0006390	Carub.0002s2712.1.p	Th2v10215
OG0006391	Carub.0002s1084.1.p	Th2v00622, Th2v06258, Th2v14959
OG0006392	Carub.0004s2063.1.p	Th2v03758
OG0006393	Carub.0007s3402.1.p	Th2v11014
OG0006394	Carub.0006s0489.1.p	Th2v20251
OG0006395	Carub.0008s1753.1.p	Th2v09555
OG0006396	Carub.0001s2953.1.p	Th2v01419, Th2v27838
OG0006397	Carub.0005s0498.1.p	Th2v06417, Th2v15116, Th2v00262, Th2v28502
OG0006398	Carub.0004s2617.1.p	Th2v03325, Th2v06926
OG0006399	Carub.0004s2562.1.p	Th2v06902
OG0006400	Carub.0002s2544.1.p	Th2v05984, Th2v21111, Th2v23301
OG0006401	Carub.0004s0772.1.p	Th2v24474
OG0006403	Carub.0004s2171.1.p	Th2v06677, Th2v15376, Th2v22338
OG0006404	Carub.0008s0954.1.p	Th2v28641
OG0006405	Carub.0001s4378.1.p	Th2v19020, Th2v23652
OG0006406	Carub.0005s2428.1.p	Th2v03465, Th2v13184
OG0006407	Carub.0005s0764.1.p	Th2v05369
OG0006408	Carub.0005s2081.1.p	Th2v03759, Th2v17033
OG0006409	Carub.0005s2044.1.p	Th2v16935
OG0006410	Carub.0005s2902.1.p	Th2v07267, Th2v12994, Th2v22696
OG0006411	Carub.0006s1848.1.p	Th2v18040, Th2v19025
OG0006412	Carub.0004s1775.1.p	Th2v06095, Th2v14804
OG0006413	Carub.0007s3738.1.p	Th2v06308, Th2v15007
OG0006414	Carub.0001s0550.1.p, Carub.0004s1257.1.p	Th2v01167, Th2v15914
OG0006415	Carub.0001s2702.1.p, Carub.0004s0328.1.p	Th2v01898, Th2v20349
OG0006416	Carub.0005s1752.1.p	Th2v11664, Th2v13441
OG0006417	Carub.0005s1568.1.p	Th2v21358, Th2v29469
OG0006418	Carub.0008s2515.1.p	Th2v13710, Th2v24191
OG0006419	Carub.0008s1745.1.p	Th2v09549
OG0006420	Carub.0004s2839.1.p	Th2v17247
OG0006421	Carub.0004s2834.1.p	Th2v12851, Th2v22545
OG0006422	Carub.0005s2830.1.p	Th2v12903, Th2v22598
OG0006423	Carub.0008s2739.1.p	Th2v14224, Th2v26658
OG0006424	Carub.0003s0204.1.p	Th2v18579, Th2v09097, Th2v22990
OG0006425	Carub.0006s2418.1.p	Th2v11262, Th2v24626
OG0006426	Carub.0004s2430.1.p	Th2v06843, Th2v15540
OG0006427	Carub.0008s0931.1.p	Th2v09005, Th2v11372, Th2v29578
OG0006428	Carub.0006s1610.1.p	Th2v03823, Th2v28867
OG0006429	Carub.0007s1438.1.p	Th2v05514, Th2v21683
OG0006430	Carub.0007s0767.1.p, Carub.0003s0455.1.p	Th2v11079, Th2v29816
OG0006431	Carub.0008s2773.1.p	Th2v14199, Th2v26683
OG0006432	Carub.0002s1099.1.p	Th2v00618, Th2v31515, Th2v05240, Th2v06264, Th2v14965
OG0006433	Carub.0001s0228.1.p	Th2v16250, Th2v27030
OG0006434	Carub.0003s0907.1.p	Th2v20048
OG0006435	Carub.0001s2375.1.p	Th2v04009, Th2v24971
OG0006436	Carub.0002s2001.1.p	Th2v09962, Th2v31120
OG0006437	Carub.0006s2280.1.p	Th2v21390, Th2v29458
OG0006438	Carub.0008s2353.1.p	Th2v14012, Th2v23984
OG0006439	Carub.0008s1608.1.p	Th2v09466
OG0006440	Carub.0001s0784.1.p	Th2v19722
OG0006441	Carub.0004s0380.1.p	Th2v02084
OG0006442	Carub.0004s2462.1.p	Th2v13212, Th2v25852, Th2v03478, Th2v06825, Th2v15523
OG0006443	Carub.0001s2142.1.p	Th2v04146
OG0006445	Carub.0006s2130.1.p	Th2v24144, Th2v13784, Th2v11845
OG0006446	Carub.0003s0412.1.p	Th2v11143, Th2v25411
OG0006447	Carub.0258s0001.1.p	Th2v11289
