Orthogroup	Capsella_rubella	Aethionema_arabicum
OG0008656	Carub.0006s0191.1.p	AA19G00263
OG0008657	Carub.0001s1751.1.p, Carub.0008s0659.1.p	AA39G00075
OG0008658	Carub.0007s0486.1.p	AA33G00052, AA30G00070
OG0008659	Carub.0004s2409.1.p	AA19G00480
OG0008660	Carub.0004s2074.1.p	AA60G00211
OG0008661	Carub.0004s1802.1.p	AA60G00170
OG0008662	Carub.0007s3500.1.p	AA21G00132
OG0008663	Carub.0006s0649.1.p	AA44G00029
OG0008664	Carub.0008s2797.1.p	AA8G00069
OG0008665	Carub.0005s2874.1.p	AA61G00552
OG0008666	Carub.0003s1067.1.p	AA63G00004, AA63G00007, AA63G00009, AA63G00008
OG0008667	Carub.0003s0720.1.p	AA32G01153, AA29G00149, AA32G01152, AA98G00016
OG0008668	Carub.0003s1260.1.p	AA26G00042
OG0008669	Carub.0001s2550.1.p	AA39G00725
OG0008670	Carub.0005s2546.1.p	AA61G00287
OG0008671	Carub.0003s2445.1.p	AA50G00011
OG0008672	Carub.0006s2005.1.p	AA8G00255
OG0008674	Carub.0001s0868.1.p	AA42G00022
OG0008675	Carub.0006s3249.1.p	AA6G00267
OG0008676	Carub.0006s3383.1.p	AA32G00337
OG0008677	Carub.0007s2201.1.p	AA57G00186
OG0008680	Carub.0005s1993.1.p	AA36G00054, AA36G00053
OG0008681	Carub.0002s0972.1.p, Carub.0002s0974.1.p	AA53G01261
OG0008682	Carub.0008s1338.1.p	AA26G00118, AA77G00036
OG0008683	Carub.0006s3417.1.p	AA32G00314
OG0008684	Carub.0008s2584.1.p	AA4G00234
OG0008686	Carub.0001s0149.1.p	AA1G00001
OG0008687	Carub.0005s0029.1.p	AA53G00615
OG0008688	Carub.0001s0224.1.p	AA7G00055
OG0008689	Carub.0005s1789.1.p	AA2G00205
OG0008690	Carub.0004s0595.1.p	AA32G01055
OG0008691	Carub.0003s0821.1.p	AA93G00074
OG0008692	Carub.0002s0981.1.p, Carub.0008s2799.1.p	AA8G00072
OG0008693	Carub.0005s0177.1.p	AA53G00729
OG0008694	Carub.0005s2333.1.p	AA61G00125
OG0008695	Carub.0005s1996.1.p	AA36G00055
OG0008696	Carub.0005s1850.1.p	AA18G00076
OG0008697	Carub.0008s1561.1.p	AA89G00018
OG0008698	Carub.0001s4343.1.p	AA15G00171
OG0008699	Carub.0007s1142.1.p	AA102G00047
OG0008701	Carub.0006s0741.1.p	AA44G00174
OG0008702	Carub.0008s1084.1.p	AA75G00037
OG0008704	Carub.0006s1771.1.p	AA7G00115
OG0008705	Carub.0008s1063.1.p	AA75G00007
OG0008706	Carub.0007s0948.1.p	AA102G00259
OG0008708	Carub.0005s2323.1.p	AA61G00118
OG0008709	Carub.0003s1833.1.p	AA26G00528
OG0008710	Carub.0006s0563.1.p	AA83G00026
OG0008711	Carub.0007s0646.1.p	AA118G00060
OG0008712	Carub.0003s3242.1.p	AA144G00003
OG0008713	Carub.0007s2945.1.p	AA69G00045
OG0008715	Carub.0006s0545.1.p	AA283G00006
OG0008716	Carub.0002s0389.1.p	AA53G00544
OG0008717	Carub.0004s2762.1.p	AA21G00249
OG0008718	Carub.0001s2928.1.p	AA626G00004
OG0008719	Carub.0004s1667.1.p	AA9G00060
OG0008720	Carub.0001s1849.1.p	AA6G00187, AA39G00172
OG0008721	Carub.0002s2478.1.p	AA31G00184, AA31G00183
OG0008722	Carub.0008s1050.1.p	AA28G00009
OG0008723	Carub.0006s2270.1.p	AA12G00050
OG0008724	Carub.0005s2924.1.p	AA61G00592
OG0008725	Carub.0005s2080.1.p	AA39G00380
OG0008728	Carub.0007s2200.1.p	AA57G00187
OG0008729	Carub.0006s0812.1.p	AA44G00230
OG0008730	Carub.0008s2547.1.p	AA4G00202
OG0008731	Carub.0001s0154.1.p	AA1G00005
OG0008732	Carub.0003s2687.1.p	AA116G00007
OG0008733	Carub.0002s1653.1.p	AA5G00046, AA38G00100
OG0008734	Carub.0001s0581.1.p	AA54G00363, AA23G00046
OG0008735	Carub.0002s2436.1.p	AA31G00233
OG0008736	Carub.0008s2722.1.p	AA8G00002
OG0008737	Carub.0001s0790.1.p	AA103G00010
OG0008738	Carub.0004s1537.1.p	AA3G00322
OG0008739	Carub.0006s0473.1.p	AA105G00005
OG0008740	Carub.0001s4484.1.p	AA15G00326
OG0008741	Carub.0006s3388.1.p	AA32G00333
OG0008742	Carub.0006s1508.1.p	AA40G00414
OG0008743	Carub.0005s2805.1.p	AA61G00510
OG0008744	Carub.0004s0948.1.p	AA32G00860
OG0008746	Carub.0007s3407.1.p	AA87G00056
OG0008748	Carub.0002s1871.1.p	AA31G00119
OG0008749	Carub.0001s1007.1.p	AA32G00941, AA65G00111
OG0008750	Carub.0001s2810.1.p	AA54G00400
OG0008751	Carub.0001s3519.1.p	AA54G00045
OG0008752	Carub.0001s4046.1.p	AA2G00218
OG0008753	Carub.0003s0659.1.p	AA29G00095
OG0008754	Carub.0002s2407.1.p	AA31G00259
OG0008755	Carub.0008s2820.1.p	AA8G00099
OG0008756	Carub.0007s2526.1.p	AA18G00197
OG0008757	Carub.0007s0962.1.p	AA102G00243
OG0008759	Carub.0007s1584.1.p	AA131G00006
OG0008761	Carub.0003s0390.1.p	AA10G00146
OG0008762	Carub.0005s1492.1.p	AA96G00129
OG0008763	Carub.0003s1938.1.p	AA26G00622
OG0008764	Carub.0005s2555.1.p	AA61G00295
OG0008766	Carub.0006s2467.1.p	AA40G00129
OG0008767	Carub.0005s0858.1.p	AA27G00004
OG0008768	Carub.0004s2148.1.p	AA60G00267
OG0008769	Carub.0004s0400.1.p	AA786G00001, AA295G00003
OG0008770	Carub.0005s2036.1.p	AA62G00010
OG0008772	Carub.0007s1218.1.p	AA102G00007
OG0008774	Carub.0002s2418.1.p	AA31G00248
OG0008775	Carub.0003s2386.1.p	AA78G00042
OG0008776	Carub.0005s2311.1.p	AA61G00105
OG0008777	Carub.0004s2479.1.p	AA21G00037
OG0008778	Carub.0007s1495.1.p	AA81G00033
OG0008779	Carub.0007s2437.1.p	AA53G00264
OG0008780	Carub.0002s0156.1.p	AA53G01370
OG0008781	Carub.0003s0903.1.p	AA93G00158
OG0008782	Carub.0007s0580.1.p	AA123G00023, AA45G00013
OG0008783	Carub.0001s1630.1.p	AA37G00095
OG0008784	Carub.0006s0119.1.p	AA19G00304
OG0008785	Carub.0001s1911.1.p	AA39G00230
OG0008786	Carub.0007s2517.1.p	AA53G00331
OG0008787	Carub.0004s0326.1.p	AA22G00082
OG0008788	Carub.0006s1971.1.p	AA8G00245
OG0008789	Carub.0004s2884.1.p	AA21G00351
OG0008790	Carub.0005s1714.1.p	AA53G01279
OG0008791	Carub.0006s1737.1.p	AA40G00218
OG0008793	Carub.0007s2686.1.p	AA87G00205
OG0008794	Carub.0006s1956.1.p	AA8G00230
OG0008795	Carub.0008s0497.1.p	AA32G00415
OG0008796	Carub.0002s2208.1.p	AA31G00429
OG0008797	Carub.0004s0761.1.p, Carub.0002s2759.1.p	AA89G00019
OG0008798	Carub.0006s1136.1.p	AA44G00527
OG0008799	Carub.0007s1395.1.p	AA25G00042
OG0008800	Carub.0007s0422.1.p	AA30G00124
OG0008801	Carub.0004s2501.1.p	AA21G00047
OG0008802	Carub.0002s2377.1.p	AA31G00283
OG0008804	Carub.0006s1773.1.p	AA7G00118
OG0008805	Carub.0007s2111.1.p	AA57G00243
OG0008807	Carub.0007s3655.1.p	AA53G01104, AA9G00020
OG0008809	Carub.0005s1664.1.p	AA13G00077
OG0008810	Carub.0003s0324.1.p	AA10G00201
OG0008811	Carub.0005s0193.1.p	AA53G00740
OG0008812	Carub.0006s1409.1.p	AA40G00512
OG0008813	Carub.0004s1423.1.p	AA32G00497
OG0008815	Carub.0007s1312.1.p	AA40G00657
OG0008816	Carub.0003s1591.1.p	AA26G00320
OG0008817	Carub.0008s1403.1.p	AA11G00078
OG0008819	Carub.0007s1990.1.p	AA57G00355
OG0008820	Carub.0006s1780.1.p	AA12G00144
OG0008821	Carub.0008s2481.1.p	AA4G00138
OG0008822	Carub.0006s0748.1.p	AA44G00178
OG0008823	Carub.0005s2168.1.p	AA70G00034
OG0008825	Carub.0008s1604.1.p	AA25G00108
OG0008826	Carub.0003s1094.1.p	AA52G00034
OG0008827	Carub.0007s2135.1.p	AA57G00232
OG0008828	Carub.0006s0592.1.p	AA157G00001
OG0008829	Carub.0006s0077.1.p	AA19G00345
OG0008830	Carub.0001s2449.1.p	AA39G00642
OG0008831	Carub.0007s0532.1.p	AA67G00029
OG0008832	Carub.0007s0172.1.p	AA30G00357
OG0008833	Carub.0008s2762.1.p	AA8G00037
OG0008834	Carub.0004s0901.1.p	AA32G00883
OG0008835	Carub.0001s1307.1.p	AA65G00352
OG0008836	Carub.0005s0467.1.p	AA53G00878
OG0008837	Carub.0001s2047.1.p	AA39G00328
OG0008838	Carub.0001s3633.1.p	AA32G01011
OG0008839	Carub.0003s2732.1.p	AA540G00001
OG0008841	Carub.0007s0238.1.p	AA30G00291
OG0008842	Carub.0008s1588.1.p	AA25G00094
OG0008843	Carub.0004s0090.1.p	AA46G00099
OG0008844	Carub.0003s1856.1.p	AA26G00544
OG0008845	Carub.0007s0169.1.p	AA25G00070
OG0008846	Carub.0004s2541.1.p	AA21G00079
OG0008848	Carub.0001s2493.1.p	AA39G00679
OG0008849	Carub.0008s1764.1.p	AA44G00673
OG0008850	Carub.0003s1199.1.p	AA81G00002
OG0008851	Carub.0004s2154.1.p	AA29G00334
OG0008853	Carub.0001s3940.1.p	AA2G00137
OG0008855	Carub.0003s1425.1.p	AA26G00169
OG0008856	Carub.0003s1274.1.p	AA26G00056
OG0008857	Carub.0003s2299.1.p	AA17G00085
OG0008858	Carub.0007s1168.1.p	AA102G00066
OG0008859	Carub.0007s2715.1.p	AA17G00046
OG0008860	Carub.0006s2611.1.p	AA54G00354, AA40G00024
OG0008861	Carub.0002s1956.1.p	AA31G00743, AA31G00666
OG0008862	Carub.0008s1706.1.p	AA44G00725
OG0008863	Carub.0006s2449.1.p	AA40G00151
OG0008864	Carub.0002s0411.1.p	AA53G00529
OG0008865	Carub.0007s2226.1.p, Carub.0007s2225.1.p	AA57G00165
OG0008866	Carub.0008s0281.1.p	AA6G00062
OG0008868	Carub.0003s0865.1.p	AA93G00116
OG0008869	Carub.0008s0679.1.p	AA3G00191
OG0008870	Carub.0003s1702.1.p	AA26G00410
OG0008871	Carub.0006s2756.1.p	AA43G00125
OG0008872	Carub.0006s2546.1.p	AA40G00053
OG0008873	Carub.0001s0594.1.p	AA23G00083
OG0008874	Carub.0001s0403.1.p	AA19G00076
OG0008875	Carub.0005s1692.1.p	AA13G00057
OG0008876	Carub.0001s1757.1.p	AA39G00081
OG0008877	Carub.0004s2096.1.p	AA87G00128
OG0008879	Carub.0001s0804.1.p	AA103G00021
OG0008880	Carub.0004s0857.1.p	AA32G00907
OG0008881	Carub.0007s1649.1.p	AA31G00025
OG0008882	Carub.0001s0811.1.p	AA103G00005
OG0008883	Carub.0001s1661.1.p	AA37G00041
OG0008884	Carub.0003s0953.1.p	AA93G00206
OG0008885	Carub.0003s0229.1.p	AA10G00301
OG0008886	Carub.0007s1405.1.p	AA10G00441
OG0008887	Carub.0004s2577.1.p	AA21G00117
OG0008888	Carub.0003s2130.1.p	AA26G00779
OG0008889	Carub.0004s1962.1.p	AA135G00007
OG0008890	Carub.0002s2105.1.p	AA46G00186
OG0008891	Carub.0006s3437.1.p	AA32G00299
OG0008892	Carub.0001s2887.1.p	AA30G00016
OG0008893	Carub.0007s0525.1.p	AA67G00022
OG0008894	Carub.0002s1366.1.p	AA452G00005
OG0008895	Carub.0001s0719.1.p	AA287G00001
OG0008896	Carub.0001s1491.1.p	AA14G00103
OG0008898	Carub.0001s3930.1.p	AA2G00132
OG0008899	Carub.0008s2358.1.p	AA5G00037
OG0008901	Carub.0001s2697.1.p	AA49G00050
OG0008902	Carub.0001s0260.1.p	AA7G00086
OG0008903	Carub.0004s0200.1.p	AA46G00179
OG0008904	Carub.0002s2139.1.p	AA31G00488
OG0008905	Carub.0004s0697.1.p	AA32G00995
OG0008906	Carub.0006s3540.1.p	AA32G00221
OG0008907	Carub.0001s0002.1.p	AA1G00140
OG0008908	Carub.0001s0907.1.p	AA65G00024
OG0008909	Carub.0002s1685.1.p	AA38G00073
OG0008910	Carub.0004s1824.1.p	AA60G00148
OG0008911	Carub.0005s0348.1.p	AA53G00807
OG0008912	Carub.0005s2904.1.p	AA61G00581
OG0008913	Carub.0007s2696.1.p	AA61G00400
OG0008914	Carub.0003s2770.1.p	AA123G00171
OG0008916	Carub.0003s1237.1.p	AA26G00024
OG0008917	Carub.0006s0664.1.p	AA44G00039
OG0008918	Carub.0004s0885.1.p	AA32G00893
OG0008919	Carub.0007s0913.1.p	AA102G00294
OG0008920	Carub.0003s1681.1.p	AA26G00396
OG0008921	Carub.0006s0281.1.p	AA19G00203
OG0008922	Carub.0001s0818.1.p	AA88G00001
OG0008924	Carub.0007s0732.1.p	AA1172G00001
OG0008925	Carub.0008s1352.1.p	AA77G00027
OG0008926	Carub.0001s0347.1.p	AA19G00121
OG0008927	Carub.0006s0338.1.p	AA12G00164
OG0008928	Carub.0007s0023.1.p	AA20G00095
OG0008929	Carub.0004s3002.1.p	AA21G00456
OG0008930	Carub.0007s0259.1.p	AA30G00279
OG0008931	Carub.0006s1194.1.p	AA31G00301
OG0008932	Carub.0005s1777.1.p	AA8G00122
OG0008933	Carub.0008s1492.1.p	AA25G00003
OG0008934	Carub.0004s1411.1.p	AA32G00492
OG0008935	Carub.0006s1228.1.p	AA40G00622
OG0008937	Carub.0004s1533.1.p	AA3G00320
OG0008938	Carub.0007s1200.1.p	AA102G00023
OG0008939	Carub.0003s2884.1.p	AA123G00103
OG0008940	Carub.0003s3072.1.p	AA33G00005
OG0008941	Carub.0008s0602.1.p	AA3G00232
OG0008942	Carub.0005s0146.1.p	AA53G00705
OG0008943	Carub.0007s3744.1.p	AA27G00026
OG0008944	Carub.0007s3479.1.p	AA53G00924, AA87G00097
OG0008945	Carub.0006s1090.1.p	AA44G00484
OG0008946	Carub.0003s1932.1.p	AA26G00620
OG0008947	Carub.0002s0502.1.p	AA8G00016, AA53G00470
OG0008948	Carub.0005s2726.1.p	AA61G00431
OG0008950	Carub.0006s1567.1.p	AA40G00361
OG0008951	Carub.0001s1180.1.p	AA65G00257
OG0008952	Carub.0003s2080.1.p	AA26G00748
OG0008953	Carub.0001s1060.1.p	AA65G00157
OG0008954	Carub.0001s0917.1.p	AA65G00037
OG0008955	Carub.0005s0073.1.p	AA53G00658
OG0008957	Carub.0003s0585.1.p	AA29G00028
OG0008959	Carub.0007s2341.1.p	AA57G00065
OG0008960	Carub.0006s1751.1.p	AA40G00203
OG0008962	Carub.0005s1618.1.p, Carub.0008s2684.1.p	AA87G00029
OG0008963	Carub.0006s2299.1.p	AA12G00071
OG0008964	Carub.0005s2110.1.p	AA529G00004
OG0008965	Carub.0003s2579.1.p	AA98G00004
OG0008966	Carub.0008s2831.1.p	AA8G00107
OG0008967	Carub.0007s1175.1.p	AA102G00068
OG0008968	Carub.0002s1712.1.p	AA38G00050
OG0008969	Carub.0004s1782.1.p	AA60G00186
OG0008970	Carub.0004s2719.1.p	AA21G00215
OG0008971	Carub.0006s2517.1.p	AA40G00083
OG0008972	Carub.0001s2246.1.p	AA39G00492, AA69G00009
OG0008973	Carub.0006s0223.1.p	AA19G00239
OG0008974	Carub.0002s2138.1.p	AA31G00489
OG0008975	Carub.0005s1822.1.p	AA397G00002
OG0008976	Carub.0001s2973.1.p	AA9G00084, AA53G00002
OG0008977	Carub.0007s0778.1.p, Carub.0007s3510.1.p	AA87G00118
OG0008978	Carub.0005s0189.1.p	AA53G00736
OG0008979	Carub.0007s1697.1.p	AA54G00232
OG0008980	Carub.0007s3012.1.p	AA26G00075
OG0008981	Carub.0002s1043.1.p	AA53G01206
OG0008982	Carub.0007s1507.1.p	AA81G00026
OG0008983	Carub.0005s2258.1.p	AA61G00062
OG0008985	Carub.0008s0275.1.p	AA6G00059
OG0008986	Carub.0004s0849.1.p	AA32G00912
OG0008988	Carub.0004s0944.1.p	AA32G00862
OG0008989	Carub.0006s0739.1.p	AA44G00172
OG0008990	Carub.0003s0222.1.p	AA10G00308
OG0008991	Carub.0005s2959.1.p	AA61G00623
OG0008992	Carub.0003s2717.1.p	AA260G00005
OG0008993	Carub.0005s0958.1.p, Carub.0001s1990.1.p	AA39G00287
OG0008994	Carub.0007s3638.1.p	AA53G01093, AA9G00032
OG0008995	Carub.0006s1849.1.p	AA595G00001
OG0008996	Carub.0001s4414.1.p	AA15G00272
OG0008997	Carub.0003s1752.1.p	AA26G00455
OG0008999	Carub.0007s2457.1.p	AA53G00280
OG0009000	Carub.0001s1697.1.p	AA31G00711, AA39G00021
OG0009001	Carub.0004s2428.1.p	AA21G00028
OG0009002	Carub.0008s2344.1.p	AA5G00050
OG0009003	Carub.0003s1326.1.p	AA26G00092, AA476G00002
OG0009004	Carub.0005s1147.1.p	AA16G00101
OG0009005	Carub.0003s2087.1.p	AA26G00752
OG0009006	Carub.0002s2161.1.p	AA31G00469, AA84G00009
OG0009007	Carub.0004s2544.1.p	AA21G00085
OG0009008	Carub.0004s2041.1.p	AA59G00002
OG0009009	Carub.0001s1024.1.p	AA39G00788
OG0009010	Carub.0006s2676.1.p	AA43G00094
OG0009012	Carub.0001s2852.1.p	AA54G00425
OG0009013	Carub.0008s0861.1.p	AA202G00004
OG0009014	Carub.0003s0346.1.p	AA10G00187
OG0009015	Carub.0006s0098.1.p	AA19G00323
OG0009016	Carub.0007s0178.1.p	AA30G00354
OG0009018	Carub.0003s1127.1.p	AA64G00010
OG0009019	Carub.0001s3946.1.p	AA2G00142
OG0009020	Carub.0008s0645.1.p	AA39G00167
OG0009021	Carub.0007s0443.1.p	AA30G00104
OG0009022	Carub.0006s2060.1.p, Carub.0006s2061.1.p	AA8G00296
OG0009024	Carub.0004s0471.1.p	AA142G00002
OG0009025	Carub.0001s2347.1.p	AA39G00574
OG0009026	Carub.0003s2788.1.p	AA144G00006
OG0009027	Carub.0004s1692.1.p	AA9G00151
OG0009028	Carub.0001s4295.1.p	AA15G00133
OG0009029	Carub.0008s0871.1.p	AA367G00002
OG0009030	Carub.0001s2207.1.p	AA39G00445, AA39G00443
OG0009032	Carub.0003s2994.1.p	AA123G00022
OG0009033	Carub.0001s1517.1.p	AA37G00188
OG0009034	Carub.0002s2055.1.p	AA31G00562
OG0009036	Carub.0008s1114.1.p	AA41G00054
OG0009037	Carub.0003s1801.1.p	AA26G00496
OG0009038	Carub.0005s1836.1.p	AA18G00088
OG0009039	Carub.0008s1474.1.p	AA11G00019
OG0009040	Carub.0003s1803.1.p	AA26G00497
OG0009042	Carub.0003s1117.1.p	AA52G00060, AA52G00058
OG0009043	Carub.0007s3488.1.p	AA87G00103
OG0009044	Carub.0003s2984.1.p	AA123G00054
OG0009047	Carub.0003s3349.1.p, Carub.0003s3352.1.p	AA33G00212
OG0009048	Carub.0008s2018.1.p	AA1G00167
OG0009049	Carub.0008s0123.1.p	AA56G00017
OG0009051	Carub.0004s2971.1.p	AA21G00426
OG0009052	Carub.0006s2052.1.p	AA67G00009
OG0009053	Carub.0006s2014.1.p	AA8G00263
OG0009055	Carub.0001s2829.1.p	AA54G00414
OG0009056	Carub.0001s0568.1.p	AA23G00028
OG0009057	Carub.0001s1964.1.p	AA31G00368
OG0009058	Carub.0005s0795.1.p	AA53G01102
OG0009059	Carub.0004s2230.1.p	AA29G00267
OG0009060	Carub.0004s2561.1.p	AA32G00574
OG0009061	Carub.0001s0945.1.p	AA65G00062
OG0009062	Carub.0003s0350.1.p	AA10G00182
OG0009063	Carub.0004s1613.1.p	AA18G00102
OG0009064	Carub.0003s1197.1.p	AA81G00003
OG0009065	Carub.0004s0315.1.p	AA22G00071
OG0009066	Carub.0008s0737.1.p	AA44G00573
OG0009067	Carub.0002s1948.1.p	AA31G00672
OG0009068	Carub.0003s0333.1.p	AA40G00280, AA10G00194
OG0009069	Carub.0008s2350.1.p	AA5G00044
OG0009070	Carub.0004s0731.1.p	AA32G00980
OG0009071	Carub.0004s2756.1.p	AA21G00243
OG0009072	Carub.0002s1784.1.p	AA38G00006
OG0009073	Carub.0006s0073.1.p	AA19G00346
OG0009075	Carub.0007s0058.1.p	AA20G00066
OG0009076	Carub.0003s2724.1.p	AA260G00003
OG0009077	Carub.0006s1937.1.p	AA8G00209
OG0009078	Carub.0003s2019.1.p	AA26G00695
OG0009079	Carub.0007s3006.1.p	AA634G00004
OG0009080	Carub.0006s1220.1.p	AA40G00668
OG0009081	Carub.0003s1138.1.p	AA148G00005
OG0009082	Carub.0008s1273.1.p	AA309G00001
OG0009083	Carub.0001s3642.1.p	AA288G00006
OG0009084	Carub.0008s1766.1.p	AA44G00672
OG0009085	Carub.0002s0892.1.p	AA53G00361
OG0009086	Carub.0008s2666.1.p	AA4G00294
OG0009087	Carub.0004s1337.1.p	AA32G00545
OG0009088	Carub.0003s0992.1.p	AA93G00252
OG0009089	Carub.0001s0097.1.p	AA1G00052
OG0009090	Carub.0006s3562.1.p	AA32G00200
OG0009092	Carub.0001s0340.1.p	AA19G00128
OG0009094	Carub.0006s1180.1.p	AA161G00001
OG0009096	Carub.0004s2936.1.p	AA21G00396
OG0009097	Carub.0004s2087.1.p	AA60G00221
OG0009098	Carub.0005s1972.1.p	AA36G00035
OG0009099	Carub.0004s0977.1.p	AA32G00835
OG0009100	Carub.0007s2356.1.p	AA57G00051
OG0009101	Carub.0001s1800.1.p	AA39G00123
OG0009103	Carub.0001s1845.1.p	AA39G00170
OG0009105	Carub.0006s2981.1.p	AA3G00056
OG0009106	Carub.0008s1189.1.p	AA55G00060
OG0009107	Carub.0004s1777.1.p	AA60G00192
OG0009108	Carub.0005s1708.1.p	AA13G00046
OG0009109	Carub.0002s1212.1.p	AA53G01128
OG0009110	Carub.0007s1277.1.p	AA81G00015
OG0009111	Carub.0001s0291.1.p	AA7G00098
OG0009112	Carub.0003s0272.1.p	AA10G00250
OG0009113	Carub.0005s1973.1.p	AA36G00036
OG0009114	Carub.0001s1326.1.p	AA65G00367
OG0009116	Carub.0007s1687.1.p	AA39G00807
OG0009117	Carub.0003s0650.1.p	AA29G00086
OG0009118	Carub.0002s1019.1.p	AA53G01212
OG0009119	Carub.0006s1085.1.p	AA44G00478
OG0009120	Carub.0003s2970.1.p	AA123G00062
OG0009121	Carub.0002s2060.1.p	AA31G00558
OG0009122	Carub.0002s2474.1.p	AA31G00188
OG0009123	Carub.0008s2812.1.p	AA8G00087
OG0009124	Carub.0001s0891.1.p	AA65G00005
OG0009125	Carub.0004s0051.1.p	AA46G00069
OG0009126	Carub.0003s2249.1.p	AA17G00043
OG0009128	Carub.0001s0153.1.p	AA1G00004
OG0009129	Carub.0005s1827.1.p	AA18G00095
OG0009130	Carub.0008s1830.1.p	AA44G00611
OG0009131	Carub.0008s0014.1.p	AA751G00004
OG0009132	Carub.0007s0179.1.p	AA46G00123, AA30G00352
OG0009133	Carub.0006s1162.1.p	AA76G00027
OG0009135	Carub.0007s0121.1.p	AA46G00092, AA20G00016
OG0009136	Carub.0005s0779.1.p	AA53G01092
OG0009137	Carub.0003s3119.1.p	AA33G00040
OG0009138	Carub.0003s1493.1.p	AA26G00235
OG0009139	Carub.0001s3810.1.p	AA2G00035
OG0009140	Carub.0007s0795.1.p	AA209G00004
OG0009141	Carub.0006s3650.1.p	AA32G00027
OG0009142	Carub.0008s0223.1.p	AA6G00025
OG0009143	Carub.0007s1575.1.p	AA80G00014
OG0009144	Carub.0003s2774.1.p	AA309G00006
OG0009145	Carub.0001s2908.1.p	AA30G00032, AA30G00029
OG0009146	Carub.0008s2042.1.p	AA97G00026
OG0009147	Carub.0007s2482.1.p	AA3G00160, AA53G00307
OG0009148	Carub.0004s2895.1.p	AA21G00359
OG0009149	Carub.0003s0167.1.p	AA10G00356
OG0009150	Carub.0001s1388.1.p	AA14G00023
OG0009151	Carub.0005s0754.1.p	AA39G00412, AA39G00753, AA53G01085
OG0009152	Carub.0007s1655.1.p	AA31G00031
OG0009154	Carub.0006s3269.1.p	AA6G00261
OG0009155	Carub.0001s0921.1.p	AA65G00041
OG0009157	Carub.0007s0798.1.p	AA73G00002
OG0009158	Carub.0004s0989.1.p	AA32G00802
OG0009160	Carub.0008s0010.1.p	AA303G00002
OG0009161	Carub.0005s1788.1.p	AA31G00253
OG0009162	Carub.0002s0032.1.p	AA53G01303
OG0009163	Carub.0007s1340.1.p	AA32G01095
OG0009164	Carub.0003s0823.1.p	AA93G00076
OG0009166	Carub.0002s1112.1.p	AA53G01171
OG0009167	Carub.0004s2445.1.p	AA21G00020
OG0009168	Carub.0006s0573.1.p	AA92G00007
OG0009169	Carub.0008s2622.1.p	AA4G00263
OG0009170	Carub.0004s2208.1.p	AA29G00285
OG0009171	Carub.0004s2156.1.p	AA29G00332
OG0009172	Carub.0006s1132.1.p	AA39G00781, AA44G00522
OG0009173	Carub.0001s3574.1.p	AA3G00234
OG0009174	Carub.0001s1862.1.p	AA39G00187
OG0009175	Carub.0008s2330.1.p	AA5G00057
OG0009176	Carub.0005s2104.1.p	AA61G00303
OG0009177	Carub.0003s2431.1.p	AA78G00007
OG0009178	Carub.0013s0013.1.p, Carub.0013s0012.1.p	AA144G00008
OG0009179	Carub.0007s2657.1.p	AA26G00808, AA87G00192
OG0009180	Carub.0005s0100.1.p	AA53G00681
OG0009181	Carub.0004s1888.1.p	AA60G00083
OG0009182	Carub.0006s1886.1.p	AA8G00161
OG0009183	Carub.0003s3207.1.p	AA33G00090
OG0009184	Carub.0002s2648.1.p	AA31G00825
OG0009185	Carub.0007s1674.1.p	AA31G00051
OG0009189	Carub.0006s1612.1.p	AA40G00337
OG0009190	Carub.0007s2179.1.p	AA57G00204
OG0009191	Carub.0004s1318.1.p	AA32G00560
OG0009192	Carub.0002s2777.1.p	AA89G00007
OG0009193	Carub.0008s1155.1.p	AA41G00020
OG0009194	Carub.0005s0518.1.p	AA53G00903
OG0009196	Carub.0006s1131.1.p	AA44G00521
OG0009197	Carub.0005s2242.1.p	AA61G00053
OG0009198	Carub.0004s1948.1.p	AA60G00019, AA234G00001, AA60G00016
OG0009199	Carub.0001s3244.1.p	AA54G00133
OG0009200	Carub.0005s1432.1.p	AA96G00081
OG0009201	Carub.0007s0909.1.p	AA102G00298
OG0009202	Carub.0006s1609.1.p	AA40G00320
OG0009203	Carub.0002s2391.1.p	AA31G00274
OG0009205	Carub.0003s3116.1.p	AA33G00037
OG0009206	Carub.0001s1240.1.p	AA65G00305
OG0009207	Carub.0003s1607.1.p	AA26G00334
OG0009209	Carub.0002s1978.1.p	AA31G00643
OG0009210	Carub.0001s0623.1.p	AA23G00094
OG0009211	Carub.0006s0826.1.p	AA44G00246
OG0009212	Carub.0006s0291.1.p	AA19G00197
OG0009213	Carub.0001s2754.1.p	AA54G00351
OG0009214	Carub.0002s1881.1.p	AA38G00077
OG0009215	Carub.0008s2740.1.p	AA8G00019
OG0009216	Carub.0006s0610.1.p	AA44G00001
OG0009217	Carub.0007s1221.1.p	AA102G00005
OG0009218	Carub.0003s2052.1.p	AA26G00721
OG0009219	Carub.0006s1021.1.p	AA44G00426, AA44G00423
OG0009220	Carub.0003s2029.1.p	AA26G00703
OG0009221	Carub.0002s2591.1.p	AA31G00770
OG0009222	Carub.0007s1016.1.p	AA102G00187
OG0009223	Carub.0001s3110.1.p	AA54G00226
OG0009224	Carub.0008s0475.1.p	AA32G00402
OG0009225	Carub.0004s0171.1.p	AA46G00142
OG0009226	Carub.0006s3387.1.p	AA32G00334
OG0009227	Carub.0006s3120.1.p	AA6G00332
