Orthogroup	Capsella_rubella	Eutrema_salsugineum
OG0007836	Carub.0008s0773.1.p	EUTSA_v10004053mg
OG0007837	Carub.0001s0216.1.p	EUTSA_v10008317mg
OG0007838	Carub.0003s2878.1.p	EUTSA_v10022805mg
OG0007839	Carub.0008s2069.1.p	EUTSA_v10014534mg
OG0007840	Carub.0006s1176.1.p	EUTSA_v10015450mg
OG0007841	Carub.0008s2132.1.p	EUTSA_v10013040mg
OG0007842	Carub.0007s1151.1.p	EUTSA_v10025542mg
OG0007843	Carub.0003s0331.1.p	EUTSA_v10021011mg
OG0007844	Carub.0004s1372.1.p	EUTSA_v10017809mg
OG0007845	Carub.0003s0357.1.p	EUTSA_v10020890mg
OG0007846	Carub.0008s1240.1.p	EUTSA_v10013021mg
OG0007847	Carub.0007s3173.1.p	EUTSA_v10005419mg
OG0007848	Carub.0001s2819.1.p	EUTSA_v10008933mg
OG0007849	Carub.0005s0634.1.p	EUTSA_v10004089mg
OG0007850	Carub.0004s2502.1.p	EUTSA_v10016832mg
OG0007851	Carub.0007s2066.1.p	EUTSA_v10027352mg
OG0007852	Carub.0001s2480.1.p	EUTSA_v10008520mg
OG0007856	Carub.0004s2111.1.p	EUTSA_v10016926mg
OG0007857	Carub.0007s1159.1.p	EUTSA_v10026872mg, EUTSA_v10027477mg, EUTSA_v10024144mg
OG0007858	Carub.0004s0594.1.p, Carub.0004s0593.1.p, Carub.0004s0622.1.p, Carub.0004s0623.1.p, Carub.0004s0621.1.p	EUTSA_v10002204mg
OG0007860	Carub.0003s2537.1.p	EUTSA_v10002629mg, EUTSA_v10003079mg
OG0007861	Carub.0001s2881.1.p	EUTSA_v10008708mg
OG0007862	Carub.0001s1004.1.p, Carub.0001s1003.1.p	EUTSA_v10009819mg
OG0007863	Carub.0001s1028.1.p, Carub.0001s1027.1.p	EUTSA_v10009817mg
OG0007864	Carub.0008s0840.1.p, Carub.0003s0068.1.p	EUTSA_v10020279mg
OG0007865	Carub.0004s2247.1.p	EUTSA_v10017802mg
OG0007867	Carub.0005s1860.1.p	EUTSA_v10010215mg
OG0007868	Carub.0006s1436.1.p	EUTSA_v10013684mg
OG0007870	Carub.0008s0101.1.p, Carub.0008s0869.1.p, Carub.0008s0103.1.p	EUTSA_v10001205mg
OG0007871	Carub.0001s3045.1.p	EUTSA_v10007423mg
OG0007872	Carub.0001s3677.1.p, Carub.0001s3680.1.p, Carub.0001s3693.1.p	EUTSA_v10011898mg
OG0007873	Carub.0002s1860.1.p	EUTSA_v10018505mg
OG0007874	Carub.0004s0152.1.p, Carub.0004s0151.1.p	EUTSA_v10015888mg
OG0007876	Carub.0004s3083.1.p	EUTSA_v10001558mg
OG0007877	Carub.0005s1975.1.p	EUTSA_v10010819mg
OG0007878	Carub.0007s2858.1.p	EUTSA_v10025908mg
OG0007879	Carub.0007s0775.1.p	EUTSA_v10024320mg
OG0007882	Carub.0001s1989.1.p	EUTSA_v10007426mg
OG0007884	Carub.0002s1024.1.p	EUTSA_v10018816mg, EUTSA_v10019798mg
OG0007885	Carub.0008s0725.1.p, Carub.0006s0395.1.p	EUTSA_v10013243mg
OG0007886	Carub.0008s2514.1.p	EUTSA_v10005432mg
OG0007886	Carub.0006s0803.1.p	EUTSA_v10015558mg
OG0007888	Carub.0006s3285.1.p	EUTSA_v10028789mg
OG0007890	Carub.0008s2285.1.p	EUTSA_v10003732mg
OG0007899	Carub.0004s1531.1.p	EUTSA_v10016757mg
OG0007900	Carub.0002s1134.1.p	EUTSA_v10019107mg
OG0007901	Carub.0002s0907.1.p	EUTSA_v10021194mg
OG0007903	Carub.0005s0066.1.p	EUTSA_v10004162mg
OG0007904	Carub.0006s0440.1.p	EUTSA_v10014798mg
OG0007905	Carub.0002s2705.1.p	EUTSA_v10018453mg
OG0007906	Carub.0006s2316.1.p	EUTSA_v10004912mg
OG0007907	Carub.0003s3164.1.p	EUTSA_v10023126mg, EUTSA_v10022564mg
OG0007908	Carub.0001s4092.1.p	EUTSA_v10005614mg, EUTSA_v10019518mg, EUTSA_v10022043mg, EUTSA_v10019801mg
OG0007909	Carub.0001s1863.1.p	EUTSA_v10008346mg
OG0007911	Carub.0001s1452.1.p	EUTSA_v10006891mg
OG0007912	Carub.0004s2883.1.p	EUTSA_v10001755mg
OG0007913	Carub.0006s1316.1.p	EUTSA_v10015392mg
OG0007914	Carub.0008s2376.1.p	EUTSA_v10004512mg
OG0007915	Carub.0007s0999.1.p	EUTSA_v10025500mg
OG0007916	Carub.0007s1586.1.p	EUTSA_v10025619mg
OG0007917	Carub.0005s2876.1.p	EUTSA_v10005753mg
OG0007918	Carub.0006s1172.1.p	EUTSA_v10012885mg
OG0007919	Carub.0001s3532.1.p	EUTSA_v10011570mg
OG0007920	Carub.0004s0942.1.p	EUTSA_v10016829mg
OG0007921	Carub.0005s2648.1.p	EUTSA_v10005739mg
OG0007922	Carub.0003s2018.1.p	EUTSA_v10020002mg
OG0007923	Carub.0004s1563.1.p	EUTSA_v10017065mg
OG0007924	Carub.0008s1839.1.p	EUTSA_v10015128mg
OG0007925	Carub.0007s0535.1.p	EUTSA_v10026179mg
OG0007926	Carub.0006s2045.1.p	EUTSA_v10013221mg
OG0007927	Carub.0001s0316.1.p	EUTSA_v10010011mg
OG0007928	Carub.0006s3350.1.p	EUTSA_v10029282mg
OG0007929	Carub.0007s0688.1.p	EUTSA_v10025767mg
OG0007930	Carub.0003s0634.1.p	EUTSA_v10021360mg
OG0007931	Carub.0001s3915.1.p	EUTSA_v10011829mg, EUTSA_v10011565mg
OG0007932	Carub.0007s3525.1.p	EUTSA_v10027999mg
OG0007933	Carub.0004s2291.1.p	EUTSA_v10016819mg
OG0007934	Carub.0006s3384.1.p	EUTSA_v10028859mg
OG0007935	Carub.0005s1852.1.p	EUTSA_v10010365mg
OG0007937	Carub.0007s0123.1.p	EUTSA_v10025545mg
OG0007938	Carub.0005s2681.1.p	EUTSA_v10006114mg
OG0007939	Carub.0001s2752.1.p	EUTSA_v10007535mg
OG0007940	Carub.0002s2185.1.p	EUTSA_v10002707mg, EUTSA_v10019057mg
OG0007941	Carub.0004s2410.1.p	EUTSA_v10016171mg
OG0007942	Carub.0004s2259.1.p	EUTSA_v10016913mg
OG0007943	Carub.0007s0369.1.p	EUTSA_v10025882mg
OG0007944	Carub.0004s1658.1.p	EUTSA_v10017714mg, EUTSA_v10016753mg
OG0007945	Carub.0006s3497.1.p	EUTSA_v10028804mg, EUTSA_v10028977mg
OG0007946	Carub.0007s2442.1.p	EUTSA_v10024666mg
OG0007947	Carub.0006s0196.1.p	EUTSA_v10015384mg
OG0007949	Carub.0002s0514.1.p	EUTSA_v10023611mg
OG0007951	Carub.0001s2241.1.p	EUTSA_v10008564mg
OG0007952	Carub.0002s1424.1.p	EUTSA_v10019754mg
OG0007953	Carub.0007s1645.1.p	EUTSA_v10024255mg
OG0007954	Carub.0006s2305.1.p	EUTSA_v10005131mg
OG0007955	Carub.0005s0470.1.p	EUTSA_v10004401mg
OG0007957	Carub.0003s3156.1.p	EUTSA_v10022717mg
OG0007958	Carub.0006s2819.1.p	EUTSA_v10028966mg
OG0007959	Carub.0007s2831.1.p	EUTSA_v10025920mg
OG0007960	Carub.0005s1163.1.p	EUTSA_v10002573mg
OG0007961	Carub.0006s1306.1.p	EUTSA_v10014795mg
OG0007962	Carub.0006s3705.1.p	EUTSA_v10028931mg
OG0007963	Carub.0007s2023.1.p	EUTSA_v10026658mg
OG0007964	Carub.0001s3479.1.p	EUTSA_v10011234mg
OG0007965	Carub.0006s2100.1.p	EUTSA_v10005281mg
OG0007966	Carub.0008s2640.1.p	EUTSA_v10003865mg
OG0007967	Carub.0008s2550.1.p	EUTSA_v10005693mg
OG0007968	Carub.0006s1109.1.p	EUTSA_v10013095mg
OG0007969	Carub.0008s0212.1.p	EUTSA_v10000802mg
OG0007970	Carub.0004s1961.1.p	EUTSA_v10016206mg
OG0007971	Carub.0007s2444.1.p	EUTSA_v10024346mg
OG0007972	Carub.0004s2020.1.p	EUTSA_v10016867mg
OG0007973	Carub.0002s2287.1.p	EUTSA_v10019087mg
OG0007974	Carub.0005s2364.1.p	EUTSA_v10005968mg
OG0007975	Carub.0002s1461.1.p	EUTSA_v10018614mg
OG0007976	Carub.0005s2736.1.p	EUTSA_v10006506mg
OG0007977	Carub.0008s1012.1.p	EUTSA_v100143730mg, EUTSA_v100143731mg
OG0007978	Carub.0008s2738.1.p	EUTSA_v10004292mg
OG0007979	Carub.0002s2451.1.p	EUTSA_v10018028mg
OG0007980	Carub.0002s2397.1.p	EUTSA_v10000289mg
OG0007981	Carub.0004s1896.1.p	EUTSA_v10016431mg
OG0007982	Carub.0002s1384.1.p	EUTSA_v10017984mg, EUTSA_v10018190mg
OG0007983	Carub.0008s1127.1.p	EUTSA_v10012944mg
OG0007984	Carub.0005s1505.1.p	EUTSA_v10010519mg
OG0007985	Carub.0007s0979.1.p	EUTSA_v10027257mg
OG0007986	Carub.0007s1909.1.p	EUTSA_v10026698mg
OG0007987	Carub.0006s0289.1.p	EUTSA_v10013128mg
OG0007988	Carub.0008s2488.1.p	EUTSA_v10004557mg
OG0007989	Carub.0008s0608.1.p	EUTSA_v10003208mg
OG0007990	Carub.0002s1429.1.p	EUTSA_v10018726mg
OG0007991	Carub.0007s1084.1.p	EUTSA_v10024984mg
OG0007992	Carub.0003s2983.1.p	EUTSA_v10022948mg
OG0007993	Carub.0006s2405.1.p	EUTSA_v10004558mg
OG0007994	Carub.0005s0596.1.p	EUTSA_v10003626mg
OG0007995	Carub.0004s1730.1.p	EUTSA_v10016368mg
OG0007996	Carub.0006s1352.1.p	EUTSA_v10014185mg
OG0007997	Carub.0008s0050.1.p	EUTSA_v10000934mg
OG0007998	Carub.0003s1375.1.p	EUTSA_v10020706mg
OG0007999	Carub.0008s0128.1.p	EUTSA_v10000887mg
OG0008000	Carub.0007s1705.1.p	EUTSA_v10024684mg
OG0008001	Carub.0002s2763.1.p	EUTSA_v10018906mg
OG0008002	Carub.0006s3692.1.p	EUTSA_v10028705mg
OG0008003	Carub.0006s1158.1.p	EUTSA_v10013572mg
OG0008004	Carub.0001s3636.1.p	EUTSA_v10012382mg, EUTSA_v10011560mg
OG0008005	Carub.0007s2090.1.p	EUTSA_v10024310mg
OG0008006	Carub.0008s1349.1.p	EUTSA_v10014692mg
OG0008007	Carub.0007s1715.1.p	EUTSA_v10026760mg
OG0008008	Carub.0006s1044.1.p	EUTSA_v10014553mg, EUTSA_v10015401mg
OG0008010	Carub.0001s2945.1.p	EUTSA_v10007669mg
OG0008011	Carub.0007s0794.1.p	EUTSA_v10026176mg
OG0008012	Carub.0007s2676.1.p	EUTSA_v10024386mg
OG0008013	Carub.0006s1032.1.p	EUTSA_v10014007mg
OG0008014	Carub.0004s2644.1.p	EUTSA_v10001486mg
OG0008015	Carub.0007s0789.1.p	EUTSA_v10024632mg
OG0008016	Carub.0002s0314.1.p	EUTSA_v10023466mg
OG0008017	Carub.0004s2515.1.p	EUTSA_v10016743mg
OG0008018	Carub.0004s2277.1.p	EUTSA_v10016414mg
OG0008019	Carub.0004s1996.1.p	EUTSA_v10016958mg
OG0008020	Carub.0006s2649.1.p	EUTSA_v10028929mg
OG0008021	Carub.0002s2535.1.p	EUTSA_v10019113mg
OG0008023	Carub.0001s2261.1.p	EUTSA_v10007442mg
OG0008025	Carub.0005s2588.1.p	EUTSA_v10005744mg
OG0008026	Carub.0005s2070.1.p	EUTSA_v10010579mg
OG0008027	Carub.0003s1024.1.p	EUTSA_v10020975mg
OG0008028	Carub.0001s1938.1.p	EUTSA_v10007764mg
OG0008029	Carub.0001s3528.1.p	EUTSA_v10011770mg
OG0008030	Carub.0005s1642.1.p	EUTSA_v10010471mg
OG0008031	Carub.0007s1734.1.p	EUTSA_v10027527mg
OG0008032	Carub.0005s0035.1.p	EUTSA_v10000833mg
OG0008033	Carub.0008s1052.1.p	EUTSA_v10014456mg
OG0008034	Carub.0008s1119.1.p	EUTSA_v10013222mg
OG0008035	Carub.0004s2162.1.p	EUTSA_v10016771mg
OG0008036	Carub.0008s0163.1.p	EUTSA_v10000786mg
OG0008037	Carub.0001s3752.1.p	EUTSA_v10012064mg
OG0008038	Carub.0003s0754.1.p	EUTSA_v10020133mg
OG0008039	Carub.0007s0061.1.p	EUTSA_v10024188mg
OG0008040	Carub.0008s2586.1.p	EUTSA_v10004625mg
OG0008041	Carub.0006s2828.1.p	EUTSA_v10028584mg
OG0008042	Carub.0002s2503.1.p	EUTSA_v10018789mg
OG0008043	Carub.0003s2496.1.p	EUTSA_v10002655mg
OG0008044	Carub.0005s2004.1.p	EUTSA_v10010814mg
OG0008045	Carub.0007s1411.1.p	EUTSA_v10022104mg, EUTSA_v10027187mg
OG0008046	Carub.0007s1170.1.p	EUTSA_v10027377mg
OG0008047	Carub.0003s2276.1.p	EUTSA_v10021547mg
OG0008048	Carub.0007s2014.1.p	EUTSA_v10024394mg
OG0008049	Carub.0004s1772.1.p	EUTSA_v10017726mg
OG0008050	Carub.0002s1539.1.p	EUTSA_v10018758mg
OG0008051	Carub.0002s0408.1.p	EUTSA_v10023591mg
OG0008052	Carub.0008s1896.1.p	EUTSA_v10015157mg
OG0008053	Carub.0005s1421.1.p, Carub.0005s1422.1.p	EUTSA_v10018047mg
OG0008054	Carub.0013s0003.1.p	EUTSA_v10028670mg
OG0008055	Carub.0008s0795.1.p	EUTSA_v10003825mg
OG0008056	Carub.0008s2035.1.p	EUTSA_v10012986mg
OG0008057	Carub.0006s1455.1.p	EUTSA_v10027205mg, EUTSA_v10014271mg
OG0008058	Carub.0003s0839.1.p	EUTSA_v10021969mg
OG0008059	Carub.0001s3147.1.p	EUTSA_v10007991mg
OG0008060	Carub.0005s0107.1.p	EUTSA_v10005178mg
OG0008061	Carub.0003s2525.1.p	EUTSA_v10002458mg
OG0008062	Carub.0005s2170.1.p	EUTSA_v10010415mg
OG0008063	Carub.0006s2292.1.p	EUTSA_v10004978mg
OG0008064	Carub.0004s0696.1.p	EUTSA_v10002044mg, EUTSA_v10023596mg
OG0008065	Carub.0005s1282.1.p	EUTSA_v10002543mg
OG0008066	Carub.0003s2141.1.p	EUTSA_v10021117mg
OG0008067	Carub.0006s1977.1.p	EUTSA_v10013575mg, EUTSA_v10015361mg
OG0008068	Carub.0007s2430.1.p	EUTSA_v10024842mg
OG0008069	Carub.0007s1615.1.p	EUTSA_v10027469mg
OG0008070	Carub.0006s2161.1.p	EUTSA_v10003612mg
OG0008072	Carub.0007s3441.1.p	EUTSA_v10027797mg
OG0008073	Carub.0004s2559.1.p	EUTSA_v10017033mg
OG0008074	Carub.0007s3279.1.p	EUTSA_v10027679mg, EUTSA_v10027629mg
OG0008075	Carub.0005s2006.1.p	EUTSA_v10010698mg
OG0008076	Carub.0007s3571.1.p	EUTSA_v10028245mg
OG0008077	Carub.0007s0562.1.p	EUTSA_v10025594mg
OG0008078	Carub.0006s0845.1.p	EUTSA_v10014442mg
OG0008079	Carub.0003s1391.1.p	EUTSA_v10021005mg
OG0008080	Carub.0007s0391.1.p	EUTSA_v10024815mg, EUTSA_v10000690mg
OG0008081	Carub.0004s2513.1.p	EUTSA_v10016724mg
OG0008082	Carub.0006s3490.1.p	EUTSA_v10029026mg
OG0008083	Carub.0006s2163.1.p	EUTSA_v10005649mg
OG0008084	Carub.0008s2688.1.p	EUTSA_v10005067mg
OG0008085	Carub.0001s1293.1.p	EUTSA_v10008511mg
OG0008086	Carub.0001s0741.1.p	EUTSA_v10006530mg
OG0008087	Carub.0007s1644.1.p	EUTSA_v10024695mg
OG0008088	Carub.0007s3008.1.p	EUTSA_v10024575mg
OG0008089	Carub.0003s3121.1.p	EUTSA_v10022738mg
OG0008090	Carub.0006s1740.1.p	EUTSA_v10013842mg
OG0008091	Carub.0002s1391.1.p	EUTSA_v10018471mg
OG0008092	Carub.0006s0325.1.p	EUTSA_v10016093mg
OG0008093	Carub.0002s1754.1.p	EUTSA_v10019195mg
OG0008094	Carub.0004s2888.1.p	EUTSA_v10001493mg, EUTSA_v10028732mg
OG0008095	Carub.0002s0377.1.p	EUTSA_v10027967mg
OG0008096	Carub.0007s0284.1.p	EUTSA_v10026444mg
OG0008097	Carub.0007s0961.1.p	EUTSA_v10025126mg
OG0008098	Carub.0004s1606.1.p	EUTSA_v10017039mg
OG0008099	Carub.0007s0056.1.p	EUTSA_v10025753mg
OG0008100	Carub.0001s2163.1.p	EUTSA_v10009379mg
OG0008101	Carub.0002s2532.1.p	EUTSA_v10018644mg
OG0008102	Carub.0001s2663.1.p	EUTSA_v10008463mg
OG0008103	Carub.0003s0705.1.p	EUTSA_v10021445mg
OG0008104	Carub.0004s2742.1.p	EUTSA_v10027189mg, EUTSA_v10001758mg
OG0008106	Carub.0006s2500.1.p	EUTSA_v10004542mg
OG0008107	Carub.0004s1869.1.p	EUTSA_v10016601mg
OG0008108	Carub.0001s0204.1.p, Carub.0033s0003.1.p	EUTSA_v10009985mg
OG0008109	Carub.0007s2878.1.p	EUTSA_v10026053mg
OG0008110	Carub.0003s2307.1.p	EUTSA_v10021823mg
OG0008111	Carub.0003s1499.1.p	EUTSA_v10020797mg
OG0008113	Carub.0003s1955.1.p	EUTSA_v10019995mg
OG0008114	Carub.0002s2317.1.p	EUTSA_v10018138mg
OG0008115	Carub.0003s1455.1.p	EUTSA_v10020510mg
OG0008116	Carub.0001s1432.1.p	EUTSA_v10008170mg
OG0008117	Carub.0007s2213.1.p	EUTSA_v10024250mg
OG0008118	Carub.0006s1546.1.p	EUTSA_v10012633mg
OG0008119	Carub.0006s0859.1.p	EUTSA_v10014875mg
OG0008120	Carub.0001s1923.1.p	EUTSA_v10008056mg
OG0008121	Carub.0004s0333.1.p	EUTSA_v10000219mg
OG0008122	Carub.0006s0304.1.p	EUTSA_v10015225mg
OG0008123	Carub.0002s1789.1.p	EUTSA_v10018840mg
OG0008124	Carub.0007s0998.1.p	EUTSA_v10026339mg
OG0008125	Carub.0005s1807.1.p	EUTSA_v10010716mg
OG0008126	Carub.0006s3555.1.p	EUTSA_v10028510mg
OG0008127	Carub.0006s2133.1.p	EUTSA_v10005010mg
OG0008128	Carub.0001s3468.1.p	EUTSA_v10004517mg
OG0008129	Carub.0003s0256.1.p	EUTSA_v10021562mg
OG0008130	Carub.0004s0551.1.p, Carub.0005s0152.1.p	EUTSA_v10000375mg
OG0008131	Carub.0001s1791.1.p	EUTSA_v10009618mg
OG0008133	Carub.0002s1416.1.p	EUTSA_v10018890mg
OG0008134	Carub.0001s4088.1.p	EUTSA_v10011713mg
OG0008135	Carub.0005s2476.1.p	EUTSA_v10006058mg
OG0008136	Carub.0001s0872.1.p	EUTSA_v10007900mg
OG0008137	Carub.0003s1163.1.p	EUTSA_v10020338mg
OG0008138	Carub.0006s2983.1.p	EUTSA_v10028973mg
OG0008139	Carub.0004s2961.1.p	EUTSA_v10001550mg
OG0008140	Carub.0007s0160.1.p	EUTSA_v10025887mg
OG0008141	Carub.0007s0870.1.p	EUTSA_v10024264mg
OG0008143	Carub.0008s1335.1.p, Carub.0001s0969.1.p	EUTSA_v10010173mg, EUTSA_v10013529mg
OG0008144	Carub.0001s0860.1.p	EUTSA_v10008777mg
OG0008145	Carub.0001s1270.1.p	EUTSA_v10017610mg, EUTSA_v10006676mg
OG0008146	Carub.0001s3853.1.p	EUTSA_v10011559mg
OG0008147	Carub.0006s1804.1.p	EUTSA_v10012742mg
OG0008148	Carub.0003s1768.1.p	EUTSA_v10021515mg
OG0008149	Carub.0003s2912.1.p	EUTSA_v10022775mg
OG0008150	Carub.0007s2343.1.p	EUTSA_v10001430mg
OG0008151	Carub.0005s2953.1.p	EUTSA_v10006495mg
OG0008152	Carub.0001s4440.1.p	EUTSA_v10011545mg
OG0008153	Carub.0008s2499.1.p	EUTSA_v10004709mg
OG0008155	Carub.0007s2835.1.p	EUTSA_v10025081mg
OG0008156	Carub.0008s0887.1.p	EUTSA_v10005680mg
OG0008157	Carub.0002s1806.1.p	EUTSA_v10018932mg
OG0008158	Carub.0002s0504.1.p	EUTSA_v10023242mg
OG0008159	Carub.0001s0478.1.p	EUTSA_v10008963mg
OG0008160	Carub.0007s0308.1.p	EUTSA_v10026288mg
OG0008161	Carub.0003s1209.1.p	EUTSA_v10021440mg
OG0008162	Carub.0004s2274.1.p	EUTSA_v10016518mg
OG0008163	Carub.0001s2515.1.p	EUTSA_v10008407mg
OG0008164	Carub.0005s2548.1.p	EUTSA_v10006022mg
OG0008165	Carub.0006s2356.1.p	EUTSA_v10004002mg
OG0008166	Carub.0004s2555.1.p	EUTSA_v10016479mg
OG0008167	Carub.0007s3026.1.p, Carub.0007s2907.1.p, Carub.0007s2906.1.p	EUTSA_v10023001mg
OG0008168	Carub.0004s2177.1.p	EUTSA_v10016765mg
OG0008169	Carub.0007s1458.1.p	EUTSA_v10026040mg, EUTSA_v10025833mg
OG0008170	Carub.0008s0979.1.p	EUTSA_v10014259mg
OG0008171	Carub.0003s1862.1.p	EUTSA_v10022284mg
OG0008172	Carub.0004s1455.1.p	EUTSA_v10016169mg
OG0008173	Carub.0003s1894.1.p	EUTSA_v10020682mg
OG0008174	Carub.0001s1912.1.p	EUTSA_v10008761mg
OG0008175	Carub.0001s3725.1.p	EUTSA_v10011800mg
OG0008176	Carub.0007s2624.1.p	EUTSA_v10024423mg
OG0008177	Carub.0006s0169.1.p	EUTSA_v10012430mg
OG0008178	Carub.0005s2816.1.p	EUTSA_v10006165mg
OG0008179	Carub.0004s2098.1.p	EUTSA_v10016324mg
OG0008180	Carub.0005s1889.1.p	EUTSA_v10010339mg
OG0008181	Carub.0007s2452.1.p	EUTSA_v10027304mg
OG0008182	Carub.0007s0527.1.p	EUTSA_v10026007mg
OG0008183	Carub.0006s0693.1.p	EUTSA_v10015226mg
OG0008184	Carub.0003s1513.1.p	EUTSA_v10020907mg
OG0008185	Carub.0001s0848.1.p	EUTSA_v10006679mg
OG0008186	Carub.0002s2092.1.p	EUTSA_v10018549mg
OG0008187	Carub.0005s1987.1.p	EUTSA_v10010259mg
OG0008188	Carub.0007s0744.1.p	EUTSA_v10026405mg
OG0008189	Carub.0003s0228.1.p	EUTSA_v10022236mg
OG0008190	Carub.0005s2124.1.p	EUTSA_v10010558mg
OG0008191	Carub.0006s3543.1.p	EUTSA_v10029024mg
OG0008192	Carub.0006s0996.1.p	EUTSA_v10014652mg
OG0008193	Carub.0008s0191.1.p	EUTSA_v10001058mg
OG0008194	Carub.0005s2098.1.p	EUTSA_v10010575mg
OG0008195	Carub.0002s2257.1.p	EUTSA_v10019714mg
OG0008196	Carub.0004s1077.1.p	EUTSA_v10016462mg
OG0008198	Carub.0007s1675.1.p	EUTSA_v10024705mg
OG0008199	Carub.0006s0647.1.p	EUTSA_v10015523mg
OG0008200	Carub.0005s0515.1.p	EUTSA_v10004010mg
OG0008201	Carub.0007s0350.1.p	EUTSA_v10025544mg
OG0008202	Carub.0007s1337.1.p	EUTSA_v10025300mg
OG0008203	Carub.0003s1910.1.p	EUTSA_v10020656mg
OG0008204	Carub.0008s2560.1.p	EUTSA_v10004092mg
OG0008205	Carub.0001s2564.1.p	EUTSA_v10008291mg
OG0008206	Carub.0007s0782.1.p	EUTSA_v10024552mg
OG0008207	Carub.0001s4024.1.p	EUTSA_v10011777mg
OG0008208	Carub.0008s2310.1.p	EUTSA_v10004621mg
OG0008209	Carub.0008s0515.1.p, Carub.0008s0514.1.p	EUTSA_v10003233mg
OG0008210	Carub.0001s2470.1.p	EUTSA_v10007061mg
OG0008211	Carub.0008s0677.1.p	EUTSA_v10003133mg
OG0008212	Carub.0001s0944.1.p	EUTSA_v10007581mg
OG0008213	Carub.0003s3270.1.p	EUTSA_v10022783mg
OG0008214	Carub.0004s2655.1.p	EUTSA_v10001359mg
OG0008215	Carub.0007s1826.1.p	EUTSA_v10025623mg
OG0008216	Carub.0003s1773.1.p	EUTSA_v10020183mg
OG0008218	Carub.0007s0598.1.p, Carub.0127s0001.1.p	EUTSA_v10025124mg
OG0008219	Carub.0001s2825.1.p	EUTSA_v10007084mg
OG0008220	Carub.0003s0141.1.p	EUTSA_v10020658mg
OG0008221	Carub.0008s1346.1.p	EUTSA_v10014380mg
OG0008222	Carub.0008s0476.1.p	EUTSA_v10003271mg
OG0008223	Carub.0001s0490.1.p	EUTSA_v10009387mg
OG0008224	Carub.0006s2953.1.p	EUTSA_v10029450mg
OG0008225	Carub.0006s1563.1.p	EUTSA_v10012868mg
OG0008226	Carub.0001s3173.1.p	EUTSA_v10007570mg, EUTSA_v10009366mg, EUTSA_v10007571mg, EUTSA_v10007559mg
OG0008227	Carub.0007s3381.1.p	EUTSA_v10028151mg
OG0008228	Carub.0001s2738.1.p	EUTSA_v10008836mg
OG0008229	Carub.0002s1466.1.p	EUTSA_v100192210mg
OG0008230	Carub.0002s0652.1.p	EUTSA_v10023507mg
OG0008231	Carub.0008s0868.1.p	EUTSA_v10023991mg
OG0008232	Carub.0007s1620.1.p	EUTSA_v10024252mg, EUTSA_v10025113mg
OG0008233	Carub.0007s3579.1.p	EUTSA_v10028129mg
OG0008234	Carub.0005s0817.1.p	EUTSA_v10004771mg
OG0008235	Carub.0007s0378.1.p	EUTSA_v10024500mg
OG0008236	Carub.0001s1300.1.p	EUTSA_v10007980mg
OG0008237	Carub.0006s2027.1.p, Carub.0153s0001.1.p	EUTSA_v10013261mg
OG0008238	Carub.0003s0237.1.p	EUTSA_v10021327mg
OG0008239	Carub.0006s1200.1.p	EUTSA_v10012893mg
OG0008240	Carub.0006s1651.1.p	EUTSA_v10012672mg
OG0008241	Carub.0003s3476.1.p	EUTSA_v10001932mg
OG0008242	Carub.0001s1771.1.p	EUTSA_v10007969mg
OG0008243	Carub.0008s1828.1.p	EUTSA_v10013683mg
OG0008244	Carub.0008s1659.1.p	EUTSA_v10012829mg
OG0008245	Carub.0006s2570.1.p	EUTSA_v10003841mg
OG0008246	Carub.0003s0328.1.p	EUTSA_v10020861mg
OG0008248	Carub.0003s1223.1.p	EUTSA_v10021525mg
OG0008249	Carub.0001s1341.1.p	EUTSA_v10009757mg
OG0008250	Carub.0001s3252.1.p	EUTSA_v10007411mg
OG0008251	Carub.0005s0478.1.p	EUTSA_v10004059mg
OG0008252	Carub.0005s1203.1.p, Carub.0003s2829.1.p	EUTSA_v10002615mg, EUTSA_v100026330mg, EUTSA_v100026331mg
OG0008253	Carub.0003s2040.1.p	EUTSA_v10020653mg, EUTSA_v10020647mg
OG0008254	Carub.0008s1703.1.p	EUTSA_v10014792mg
OG0008255	Carub.0008s1857.1.p	EUTSA_v10013961mg
OG0008256	Carub.0006s0724.1.p	EUTSA_v10013886mg
OG0008257	Carub.0005s0114.1.p	EUTSA_v10003689mg
OG0008258	Carub.0002s0623.1.p	EUTSA_v10024015mg
OG0008259	Carub.0008s1696.1.p	EUTSA_v10015701mg
OG0008260	Carub.0001s0147.1.p	EUTSA_v10008179mg
OG0008261	Carub.0005s0403.1.p	EUTSA_v10005263mg
OG0008262	Carub.0004s1438.1.p	EUTSA_v10016348mg
OG0008263	Carub.0004s2050.1.p	EUTSA_v10017583mg
OG0008264	Carub.0006s2186.1.p	EUTSA_v10005277mg
OG0008265	Carub.0005s0797.1.p	EUTSA_v10005526mg
OG0008266	Carub.0003s0383.1.p	EUTSA_v10021115mg
OG0008267	Carub.0003s1510.1.p	EUTSA_v10020171mg
OG0008268	Carub.0005s2893.1.p	EUTSA_v10005803mg
OG0008270	Carub.0006s1916.1.p	EUTSA_v10013340mg
OG0008271	Carub.0004s0938.1.p	EUTSA_v10017488mg
OG0008272	Carub.0006s1831.1.p	EUTSA_v10014537mg
OG0008273	Carub.0004s2926.1.p	EUTSA_v10001742mg
