Orthogroup	Brassica_oleracea	Thellungiella_parvula
OG0006177	Bo5g020890, Bo8g066470	Sp1g13790.1
OG0006178	Bo8g110840, Bo5g010420	Sp1g08620.1
OG0006179	Bo4g027100, Bo3g032710, Bo4g187730	Sp4g21010.1
OG0006180	Bo2g023630, Bo3g015600, Bo9g149820	Sp6g23230.1
OG0006181	Bo3g107770, Bo2g164040, Bo9g014920	Sp2g25480.1
OG0006182	Bo4g129610, Bo8g023080	Sp7g11630.1
OG0006183	Bo7g054190, Bo5g045050	Sp1g22060.1
OG0006184	Bo9g178850, Bo2g006590	SpUn0377_0010.1
OG0006186	Bo8g010650	Sp1g06310.1
OG0006186	Bo4g167890	Sp4g11730.1
OG0006188	Bo9g104890	Sp6g14430.1
OG0006191	Bo3g009720, Bo2g011780	Sp6g16680.1, Sp6g29180.1, Sp6g29720.1
OG0006191	Bo9g166010	Sp6g29170.1
OG0006192	Bo2g140420, Bo9g008160	Sp2g16270.1
OG0006193	Bo9g184800, Bo3g001740	Sp6g40330.1
OG0006194	Bo2g047340, Bo3g023000, Bo9g108620	Sp6g15070.1
OG0006195	Bo6g107090, Bo6g096020	Sp5g23700.1
OG0006196	Bo1g017920, Bo7g105490, Bo28129s010	Sp7g16290.1
OG0006197	Bo6g097180, Bo2g057760, Bo6g106730	Sp5g23370.1
OG0006198	Bo3g081960, Bo7g036480	Sp3g21850.1
OG0006199	Bo6g115800, Bo2g075640	Sp5g27380.1
OG0006200	Bo5g076300, Bo6g018370	Sp1g36430.1
OG0006201	Bo2g028870, Bo9g134750	Sp6g19730.1
OG0006202	Bo3g015610, Bo9g149800, Bo2g023640	Sp6g23210.1
OG0006203	Bo7g117340, Bo1g006540	Sp7g33120.1
OG0006204	Bo3g036450	Sp4g25300.1
OG0006205	Bo9g121170	Sp6g17810.1
OG0006206	Bo2g109220, Bo2g109240	Sp6g06690.1
OG0006207	Bo9g004000, Bo3g053240	Sp6g01360.1
OG0006208	Bo6g076890, Bo4g105010	Sp5g02840.1, SpUn0080_0020.1
OG0006209	Bo4g112640	Sp5g05640.1
OG0006210	Bo7g104640, Bo8g045780	Sp7g15265.1
OG0006211	Bo9g014400, Bo7g098190, Bo2g161210	Sp2g24220.1
OG0006212	Bo7g099410, Bo8g080060	Sp5g11590.1
OG0006213	Bo5g127450, Bo3g042600, Bo9g164050, Bo1g129750	Sp3g13310.1
OG0006214	Bo1g141340	Sp3g09290.1
OG0006215	Bo9g090770	Sp6g06670.1
OG0006215	Bo01127s010	Sp1g28090.1
OG0006216	Bo3g024710, Bo4g056210	Sp4g13080.1
OG0006217	Bo9g070070	Sp2g12950.1
OG0006218	Bo4g025210, Bo4g196040	Sp4g28140.1
OG0006219	Bo2g125690, Bo00418s190, Bo2g125670	Sp2g09820.1
OG0006220	Bo6g108810, Bo2g121120, Bo2g063030	Sp5g24430.1
OG0006221	Bo1g071070, Bo2g092800, Bo6g082100	Sp5g32860.1
OG0006222	Bo6g030590	Sp1g39180.1
OG0006223	Bo3g065140	Sp3g10955.1, Sp3g10960.1
OG0006224	Bo2g002550, Bo3g001880	Sp7g08760.1
OG0006225	Bo5g049010	Sp1g28510.1
OG0006226	Bo8g112430, Bo8g055880, Bo5g009040	Sp1g07170.1
OG0006227	Bo01309s020, Bo2g041620, Bo3g022030	Sp6g16550.1
OG0006228	Bo2g076840, Bo6g091480, Bo08693s010, Bo6g115940	Sp5g27570.1
OG0006230	Bo7g066870, Bo9g059440	Sp2g08780.1
OG0006231	Bo9g061070, Bo1g100010, Bo2g125730	Sp2g09880.1
OG0006232	Bo3g063990, Bo5g136840	Sp3g09430.1
OG0006233	Bo2g004110, Bo9g181940, Bo3g002370	Sp6g39240.1
OG0006234	Bo8g038300, Bo1g057660	Sp7g12860.1
OG0006235	Bo4g125390, Bo7g101510, Bo8g080650	Sp5g09850.1
OG0006236	Bo8g066210, Bo8g106610, Bo5g019950, Bo02954s010	Sp1g13150.1
OG0006237	Bo01279s020, Bo3g014070	Sp6g24220.1
OG0006238	Bo4g101150	Sp5g01640.1
OG0006239	Bo9g035400	Sp2g00950.1
OG0006240	Bo7g065190	Sp2g07940.1
OG0006241	Bo6g065080, Bo4g142030	SpUn0010_0070.1, Sp7g00590.1
OG0006242	Bo7g059460, Bo5g034260	Sp1g18890.1
OG0006243	Bo2g166000, Bo3g102770	Sp2g27090.1
OG0006244	Bo6g025980, Bo3g179610	Sp1g38080.1
OG0006245	Bo3g078760, Bo1g105690, Bo5g098810	Sp3g19720.1
OG0006246	Bo7g095880, Bo9g011330, Bo2g158610	Sp2g22020.1
OG0006247	Bo8g067140, Bo8g104890, Bo5g023780	SpUn0033_0020.1, Sp1g15530.1
OG0006248	Bo1g006620	Sp7g33030.1
OG0006249	Bo5g064310	Sp1g26600.1
OG0006250	Bo9g020380, Bo7g063980	Sp2g29480.1
OG0006251	Bo9g169500	Sp6g31370.1, Sp6g31380.1
OG0006252	Bo6g122420, Bo2g094830	Sp5g33950.1
OG0006253	Bo6g099270, Bo2g051290	Sp5g20150.1
OG0006254	Bo8g097910, Bo4g098740	Sp5g00900.1
OG0006255	Bo8g077540	Sp5g12980.1
OG0006256	Bo8g065410, Bo5g015060	Sp1g11860.1
OG0006257	Bo1g124830, Bo5g126520, Bo3g068180	Sp3g14350.1
OG0006258	Bo9g027830, Bo7g005590	Sp3g33030.1
OG0006259	Bo4g159990, Bo8g098950	Sp4g05870.1
OG0006260	Bo6g119970, Bo6g085080	Sp5g31030.1
OG0006261	Bo3g057290, Bo5g148300	Sp3g03180.1
OG0006262	Bo3g064880, Bo1g139440, Bo1g139420	Sp3g10520.1
OG0006263	Bo7g043380, Bo5g064300	Sp1g26590.1
OG0006264	Bo3g023100, Bo4g158840	Sp4g05700.1
OG0006265	Bo1g006220, Bo7g117620, Bo3g155760	Sp7g33580.1
OG0006266	Bo2g095800	Sp5g35170.1
OG0006267	Bo2g107530, Bo9g093840	Sp6g05630.1
OG0006268	Bo9g169760, Bo3g007350	Sp6g31670.1
OG0006269	Bo7g085900, Bo2g144910	Sp2g16820.1
OG0006270	Bo9g174790	Sp6g34850.1
OG0006271	Bo5g034450, Bo7g059400	Sp1g19030.1
OG0006272	Bo5g082600, Bo3g179700	Sp1g38000.1
OG0006273	Bo01279s010, Bo9g152120, Bo3g014080	Sp6g24210.1
OG0006274	Bo3g065930, Bo1g134590	Sp3g12430.1
OG0006275	Bo01074s050, Bo5g034370	Sp1g19000.1
OG0006276	Bo8g084900	Sp5g07700.1
OG0006277	Bo8g066900, Bo8g105240	Sp1g15060.1
OG0006278	Bo8g104080, Bo5g025830	Sp1g16750.1
OG0006279	Bo9g147040, Bo3g017220, Bo2g024600	Sp6g22380.1
OG0006280	Bo3g019690	Sp6g18510.1
OG0006281	Bo7g117410, Bo7g117420	Sp7g33270.1
OG0006282	Bo6g026130, Bo6g042560	Sp1g38280.1
OG0006283	Bo8g107270, Bo5g017800	Sp1g12180.1
OG0006284	Bo6g092660, Bo2g075420	Sp5g27240.1
OG0006285	Bo1g040630	Sp7g37630.1
OG0006286	Bo7g021330, Bo3g088820	Sp3g28970.1
OG0006287	Bo3g071400, Bo5g121270	Sp3g16170.1
OG0006288	Bo3g107090, Bo9g015220	Sp2g26000.1
OG0006289	Bo5g141900, Bo3g061010, Bo1g147580	Sp3g06010.1
OG0006289	Bo7g005360	Sp2g19220.1
OG0006290	Bo7g114820, Bo1g011820	Sp7g28730.1
OG0006291	Bo5g009150, Bo8g056940, Bo00891s030	Sp1g07310.1
OG0006292	Bo8g091500, Bo6g072640	Sp5g05450.1
OG0006293	Bo9g181210, Bo9g181250	Sp6g38420.1
OG0006294	Bo7g093030, Bo2g151850	Sp2g20050.1
OG0006295	Bo2g013320, Bo9g161740, Bo3g012260	Sp6g27280.1
OG0006296	Bo5g019240, Bo3g127630	Sp5g17250.1
OG0006297	Bo1g019180, Bo7g105690	Sp7g16100.1
OG0006298	Bo7g040260, Bo1g101610	Sp3g21310.1
OG0006299	Bo5g027930, Bo8g069820, Bo7g062090	Sp1g17650.1
OG0006300	Bo7g106240, Bo3g157300, Bo1g019910	Sp7g17470.1
OG0006301	Bo7g095790, Bo2g158560, Bo9g011300	Sp2g21920.1
OG0006302	Bo3g037060, Bo4g194780	Sp4g26130.1
OG0006303	Bo8g090410, Bo4g115380	Sp5g06520.1
OG0006304	Bo9g133360, Bo9g015120, Bo3g019210	Sp6g19330.1
OG0006305	Bo8g100430, Bo4g151600	Sp4g02450.1
OG0006306	Bo4g164830	Sp4g10620.1
OG0006307	Bo9g014540, Bo2g161620, Bo7g098530	Sp2g24550.1
OG0006308	Bo3g039480, Bo4g197470, Bo4g005750	Sp4g29040.1
OG0006309	Bo3g023420, Bo2g048080	Sp6g14320.1
OG0006310	Bo5g058500, Bo3g143820	Sp1g25120.1
OG0006311	Bo9g171190, Bo3g007030	Sp6g32130.1
OG0006312	Bo2g002470, Bo9g184840	Sp6g40350.1
OG0006313	Bo3g007390, Bo9g169720	Sp6g31620.1
OG0006314	Bo9g017610, Bo3g103590	Sp2g26440.1
OG0006315	Bo4g126970	Sp7g12470.1
OG0006316	Bo3g094150, Bo7g010190	SpUn0030_0020.1, Sp3g31810.1
OG0006317	Bo01108s050, Bo5g024000	Sp4g05220.1
OG0006318	Bo8g097810	Sp5g01020.1
OG0006319	Bo5g050570, Bo8g070020	Sp1g17950.1
OG0006320	Bo4g019790, Bo4g170670	Sp4g25550.1
OG0006321	Bo3g081930, Bo1g101240, Bo7g038960	Sp3g21540.1
OG0006322	Bo4g021180	Sp4g26060.1
OG0006323	Bo1g005280, Bo3g153770	Sp7g34610.1
OG0006324	Bo7g049750, Bo01073s060	Sp1g23830.1
OG0006325	Bo5g131830, Bo1g134710	Sp3g12230.1
OG0006326	Bo8g105410, Bo5g022010	Sp1g14730.1
OG0006327	Bo4g119930, Bo6g068050	Sp5g07950.1
OG0006328	Bo9g164260, Bo3g010220	Sp6g28780.1
OG0006329	Bo1g144020, Bo2g075550, Bo5g137650	Sp3g08530.1
OG0006330	Bo7g078040, Bo2g133760	Sp2g12580.1
OG0006331	Bo4g025500, Bo4g188850	Sp4g22470.1
OG0006332	Bo7g115930	Sp7g30730.1
OG0006333	Bo3g009680, Bo9g166060	Sp6g29800.1
OG0006334	Bo4g030090, Bo3g032020	Sp4g20170.1
OG0006335	Bo8g107500, Bo5g015210	Sp1g11770.1
OG0006336	Bo3g134140	SpUn0078_0010.1, SpUn0134_0020.1, SpUn0057_0010.1, SpUn0011_0010.1
OG0006337	Bo3g104710, Bo3g104700, Bo9g017550	Sp2g26270.1
OG0006338	Bo4g023810	Sp4g26590.1
OG0006339	Bo2g034310	Sp6g18240.1
OG0006340	Bo4g071620	Sp4g11140.1
OG0006341	Bo4g043770, Bo3g027250	Sp4g15670.1
OG0006342	Bo8g094960, Bo6g076840	Sp5g03000.1
OG0006343	Bo9g028160, Bo8g102410, Bo7g003710	Sp3g33550.1
OG0006344	Bo3g175830	Sp7g27770.1
OG0006345	Bo1g120540, Bo5g123050	Sp3g15640.1
OG0006346	Bo7g103790	Sp7g13720.1
OG0006347	Bo3g101220, Bo9g018140	Sp2g27610.1
OG0006348	Bo3g010550, Bo2g012730	Sp6g28440.1
OG0006349	Bo2g092510, Bo1g049520	Sp5g32560.1
OG0006350	Bo2g083930, Bo6g086310, Bo6g119670	Sp5g30630.1
OG0006351	Bo7g114140, Bo3g175820	Sp7g27810.1
OG0006352	Bo3g039180, Bo4g009360	Sp4g28380.1
OG0006353	Bo6g077140, Bo8g095280	Sp5g02690.1
OG0006354	Bo3g148990, Bo5g062900	Sp1g26220.1
OG0006355	Bo2g002590	Sp6g40050.1
OG0006356	Bo5g133540, Bo3g064840	Sp3g10480.1
OG0006357	Bo1g055430	Sp7g14130.1
OG0006358	Bo8g098620	Sp5g00120.1
OG0006359	Bo3g044690, Bo2g110350	Sp6g07050.1
OG0006360	Bo8g070320	Sp1g18370.1
OG0006361	Bo6g121070	Sp5g32220.1
OG0006362	Bo5g027970, Bo8g069840	Sp1g17670.1
OG0006364	Bo8g016760	Sp1g34710.1
OG0006365	Bo2g155470, Bo7g094780	Sp1g06410.1, Sp2g20940.1
OG0006366	Bo8g055820, Bo8g112470	Sp1g07090.1
OG0006367	Bo4g043720, Bo4g181910, Bo3g027300	Sp4g15730.1
OG0006368	Bo1g051410, Bo8g054250	Sp7g26290.1
OG0006369	Bo8g115180, Bo8g004520	Sp1g04130.1
OG0006370	Bo7g050340, Bo3g140010	Sp1g23140.1
OG0006371	Bo8g066370, Bo8g106120	Sp1g13670.1
OG0006372	Bo3g028060, Bo02486s010, Bo3g028050, Bo4g039280	Sp4g17090.1
OG0006373	Bo6g079360, Bo8g097760	Sp5g01070.1
OG0006374	Bo1g036890, Bo3g155430	Sp7g21540.1
OG0006375	Bo5g003240, Bo8g117380	Sp1g01600.1
OG0006376	Bo7g082610, Bo2g139110	Sp2g15500.1
OG0006377	Bo3g027330	Sp4g15780.1
OG0006378	Bo9g009690, Bo01327s010	Sp2g19470.1
OG0006379	Bo3g022850, Bo9g110960, Bo2g046020	Sp6g15390.1
OG0006380	Bo4g083590, Bo1g090350	Sp2g04790.1
OG0006381	Bo7g087490, Bo2g148060, Bo9g008870	Sp2g17970.1
OG0006382	Bo3g183920, Bo6g029480	Sp1g39880.1
OG0006383	Bo6g099300	Sp5g20230.1
OG0006384	Bo2g009050	Sp6g34575.1
OG0006385	Bo9g184990, Bo3g001530	Sp6g40570.1
OG0006386	Bo6g068230, Bo5g104730, Bo4g118440, Bo8g084890	Sp5g07710.1
OG0006387	Bo8g070360, Bo7g061390, Bo5g030650	Sp1g18460.1
OG0006388	Bo9g065500	Sp2g11530.1, SpUn0036_0080.1
OG0006389	Bo8g027440, Bo7g054600	Sp1g21620.1
OG0006390	Bo6g080400, Bo2g095970, Bo6g124540	Sp5g35360.1
OG0006391	Bo4g136040	Sp7g05900.1
OG0006392	Bo4g027110, Bo4g187710, Bo3g032680	Sp4g20990.1
OG0006393	Bo7g075230	Sp7g00510.1
OG0006394	Bo9g176650, Bo3g003630	Sp6g36890.1
OG0006395	Bo9g130620, Bo3g019500	Sp6g18740.1
OG0006396	Bo7g041060, Bo5g065730, Bo2g121200	Sp1g26960.1
OG0006397	Bo7g083990	Sp2g16010.1
OG0006398	Bo4g020940	Sp4g25740.1
OG0006399	Bo4g019620, Bo4g194080, Bo3g036400	Sp4g25270.1
OG0006400	Bo6g122140, Bo2g093520	Sp5g33680.1
OG0006401	Bo4g077080, Bo00966s010, Bo4g161420	Sp4g09980.1
OG0006402	Bo8g058070, Bo8g112270	Sp1g07530.1
OG0006403	Bo4g026040	Sp4g21930.1
OG0006404	Bo01101s010, Bo04030s010, Bo01101s030, Bo9g046660	Sp6g10940.1
OG0006405	Bo6g034370, Bo6g051170, Bo3g184910	Sp1g40940.1
OG0006407	Bo7g087200, Bo2g150040, Bo2g147650	Sp2g17670.1
OG0006408	Bo8g083500	Sp5g08180.1
OG0006409	Bo4g120520, Bo8g083210, Bo6g067660	Sp5g08530.1
OG0006410	Bo4g098820, Bo8g097740	Sp5g01090.1
OG0006411	Bo3g014000	Sp6g24310.1
OG0006412	Bo3g029880, Bo4g185900	Sp4g18260.1
OG0006413	Bo4g144050, Bo4g137300, Bo00955s010	Sp7g03530.1
OG0006414	Bo4g176150	Sp4g13760.1
OG0006415	Bo3g143640	Sp5g19680.1, Sp1g24810.1
OG0006416	Bo8g081870, Bo7g100770	Sp5g11090.1
OG0006417	Bo8g077770, Bo1g078950, Bo3g109610	Sp5g12680.1
OG0006418	Bo3g101400, Bo2g166190, Bo9g018060	Sp2g27420.1
OG0006419	Bo2g032890, Bo9g128520	Sp6g18680.1
OG0006420	Bo3g038960, Bo4g195750	Sp4g27780.1
OG0006421	Bo4g024870, Bo3g038920	Sp4g27730.1
OG0006422	Bo6g077870, Bo8g096120	Sp5g01800.1
OG0006423	Bo4g052570, Bo7g064060	Sp2g04390.1, SpUn0426_0010.1
OG0006424	Bo5g151370	Sp3g01970.1
OG0006425	Bo7g095270, Bo9g010910	Sp2g21410.1
OG0006426	Bo4g014670, Bo3g035890, Bo4g191250	Sp4g24240.1
OG0006427	Bo9g009810, Bo7g092760	Sp2g19770.1, SpUn0021_0080.1
OG0006428	Bo2g014050, Bo3g012810	Sp6g26380.1
OG0006429	Bo1g045320	Sp7g24460.1
OG0006430	Bo1g009910	Sp7g30590.1
OG0006431	Bo7g064510, Bo2g167780	Sp2g29900.1
OG0006432	Bo6g099240	Sp5g19990.1
OG0006433	Bo8g116100	Sp5g11480.1, SpUn0083_0020.1, Sp1g02160.1
OG0006434	Bo5g137830	Sp3g08310.1
OG0006435	Bo8g075190, Bo1g072550, Bo5g041260	Sp1g21560.1
OG0006436	Bo6g116510	Sp5g28180.1
OG0006437	Bo7g096320, Bo9g011530	Sp2g22520.1
OG0006438	Bo9g015210, Bo3g107110	Sp2g25960.1
OG0006440	Bo8g055840	Sp1g07130.1
OG0006441	Bo4g154620, Bo3g042180	Sp4g03470.1
OG0006442	Bo4g191390	Sp4g24450.1
OG0006443	Bo5g035020, Bo7g060040	Sp1g19470.1
OG0006444	Bo4g036170, Bo3g029820, Bo4g185810	Sp4g18180.1
OG0006445	Bo7g097610, Bo9g014080	Sp2g23670.1
OG0006446	Bo5g146900, Bo3g058680	Sp3g03720.1
OG0006447	Bo3g060420, Bo5g144750, Bo1g150080	Sp3g05070.1
OG0006448	Bo2g086410, Bo6g119890	Sp5g30930.1
OG0006449	Bo3g035740, Bo4g013400	Sp4g23920.1
OG0006450	Bo1g006390, Bo7g117470	Sp7g33310.1
OG0006451	Bo4g027180	Sp4g20880.1
OG0006452	Bo9g152080, Bo3g014100, Bo2g020730	Sp6g24170.1
OG0006453	Bo2g127110, Bo9g061460, Bo4g144100	Sp2g10330.1
OG0006454	Bo8g032300, Bo5g067050	Sp1g27280.1
OG0006455	Bo9g117330, Bo2g041820	Sp6g16400.1
OG0006456	Bo9g164270, Bo3g010210	Sp6g28800.1
OG0006457	Bo3g001800, Bo9g184700, Bo2g002510	Sp6g40190.1
OG0006458	Bo9g178900, Bo2g006620	Sp6g38180.1
OG0006459	Bo5g126580, Bo1g124970	Sp3g14170.1, Sp3g14190.1
OG0006460	Bo5g130440, Bo1g134480	Sp3g12570.1
OG0006461	Bo4g069230, Bo4g166690	Sp4g11570.1
OG0006462	Bo9g174550, Bo3g004810, Bo2g008970	Sp6g34680.1
OG0006463	Bo2g007350, Bo3g003960, Bo9g175910	Sp6g36160.1
OG0006464	Bo3g023120, Bo9g108370	Sp6g14830.1
OG0006465	Bo2g137280	Sp2g14720.1
OG0006465	Bo9g075670, Bo2g137270	Sp2g14710.1
OG0006466	Bo9g102530	Sp6g13960.1, Sp6g13950.1
OG0006467	Bo1g139880, Bo7g081330, Bo12700s010, Bo5g136220	Sp3g09910.1
OG0006468	Bo1g051140, Bo8g054110	Sp7g25990.1
OG0006469	Bo3g035000, Bo4g012630, Bo4g190220	Sp4g22820.1
OG0006470	Bo6g082080, Bo2g092880, Bo2g092810, Bo6g121430	Sp5g32870.1
OG0006471	Bo7g096170	Sp2g22330.1
OG0006472	Bo9g029530, Bo9g033970	Sp2g00770.1
OG0006473	Bo09176s010, Bo2g147760, Bo2g148090, Bo7g087510	Sp2g18000.1
OG0006474	Bo1g141370, Bo5g137030	Sp3g09240.1
OG0006475	Bo7g099080, Bo1g080120, Bo8g079060	Sp5g12300.1
OG0006476	Bo3g037110	Sp4g26160.1
OG0006477	Bo9g148250, Bo2g024240, Bo3g016960	Sp6g22690.1
OG0006478	Bo9g161830, Bo3g012160	Sp6g27360.1
OG0006479	Bo1g104960	Sp3g20400.1
OG0006480	Bo2g062920	Sp5g24340.1, Sp5g24330.1
OG0006481	Bo4g024150, Bo4g195250	Sp4g26980.1
OG0006482	Bo9g065590, Bo2g131480, Bo7g075760	Sp2g11620.1
OG0006484	Bo3g171070, Bo1g009870, Bo7g115870	Sp7g30630.1
OG0006485	Bo9g176480	Sp6g36640.1
OG0006486	Bo6g043900, Bo8g025760, Bo5g083900	Sp1g30430.1
OG0006487	Bo4g173090, Bo3g024680, Bo3g024690	Sp4g13050.1
OG0006488	Bo3g022180, Bo9g117230, Bo2g042090	Sp6g16340.1
OG0006489	Bo2g133510, Bo7g077760, Bo9g069660	Sp2g12320.1
OG0006490	Bo7g118630	Sp7g35280.1
OG0006491	Bo7g097810, Bo9g014270, Bo2g160980	Sp2g23890.1
OG0006492	Bo3g168920, Bo7g116830, Bo1g007350	Sp7g32180.1
OG0006493	Bo7g111240	Sp7g25020.1
OG0006494	Bo9g014260, Bo7g097790, Bo2g160970	Sp2g23870.1
OG0006495	Bo4g145770, Bo8g101990	Sp4g00310.1
OG0006496	Bo8g040630, Bo02108s010, Bo8g040610, Bo3g185180, Bo3g185170	Sp7g13420.1
OG0006497	Bo9g009190, Bo7g088920, Bo2g149570	Sp2g18390.1
OG0006498	Bo4g024860, Bo3g038900	Sp4g27720.1
OG0006499	Bo6g035960	Sp1g41690.1
OG0006500	Bo2g075520, Bo6g114740	Sp5g27310.1
OG0006501	Bo3g143280, Bo5g054690	Sp1g24460.1
OG0006502	Bo3g153630, Bo1g004970	Sp7g34840.1
OG0006503	Bo5g131810, Bo1g134680	Sp3g12240.1
OG0006504	Bo4g034820, Bo3g030040	Sp4g18550.1
OG0006505	Bo5g020800, Bo8g106090	Sp1g13700.1
OG0006506	Bo4g059650, Bo3g024400	Sp4g12790.1
OG0006507	Bo8g036870, Bo3g149310	Sp7g11980.1
OG0006508	Bo4g190430	Sp4g23100.1
OG0006509	Bo4g151340	Sp4g02090.1
OG0006510	Bo7g109100, Bo1g037170	Sp7g21700.1
OG0006511	Bo00958s030, Bo2g012440, Bo3g010150	Sp6g28880.1
OG0006512	Bo6g094620, Bo6g112300, Bo2g068460	Sp5g25870.1
OG0006513	Bo9g002500, Bo2g098760	Sp6g00750.1
OG0006514	Bo4g098180	Sp5g00380.1
OG0006515	Bo5g135070	Sp3g10090.1
OG0006516	Bo1g051540, Bo7g105110, Bo9g169930, Bo9g042180	Sp7g16740.1
OG0006517	Bo5g094600, Bo3g081340, Bo1g104950	Sp3g20420.1
OG0006518	Bo8g006030, Bo8g006040, Bo5g007380	Sp1g05070.1
OG0006519	Bo3g146390, Bo5g060980	Sp1g25650.1
OG0006520	Bo2g028790, Bo3g018910, Bo9g134810	Sp6g19820.1
OG0006521	Bo8g114410, Bo8g007220, Bo6g066380	Sp1g05580.1
OG0006522	Bo6g006890, Bo02385s020, Bo9g073120	Sp2g14340.1
OG0006523	Bo3g097890, Bo2g168250	Sp2g28730.1
OG0006524	Bo4g001010	Sp4g29930.1
OG0006525	Bo2g017730, Bo3g013530, Bo9g153990	Sp6g25220.1
OG0006526	Bo3g184900, Bo6g033370	Sp1g40920.1
OG0006528	Bo1g153600, Bo5g148750	Sp3g02690.1
OG0006529	Bo2g150230, Bo9g009580, Bo7g089470	Sp2g19130.1
OG0006530	Bo1g025520, Bo7g107560	Sp7g19930.1
OG0006531	Bo4g038470, Bo01730s010, Bo09981s010	Sp4g27300.1, SpUn0031_0020.1
OG0006532	Bo6g044290	Sp1g29490.1
OG0006533	Bo8g084880	Sp6g00070.1
OG0006534	Bo4g181610, Bo4g045340, Bo3g026900	Sp4g15380.1
OG0006535	Bo2g010800, Bo3g007450, Bo9g169660	Sp6g31550.1
OG0006536	Bo8g068160, Bo8g103030	Sp1g16840.1
OG0006537	Bo7g011670, Bo3g093940	Sp3g31470.1
OG0006538	Bo4g060080	Sp4g12480.1
OG0006539	Bo4g065880, Bo4g168020	Sp4g11840.1
OG0006540	Bo9g126290, Bo01139s050	Sp6g18520.1
OG0006541	Bo1g004860, Bo7g118480	Sp7g34970.1
OG0006542	Bo4g135970, Bo6g056330	Sp7g06110.1
OG0006543	Bo6g067990, Bo6g068020, Bo8g083610	Sp5g08040.1
OG0006544	Bo3g010080, Bo9g165400, Bo7g091080	Sp6g28950.1
OG0006545	Bo6g125550, Bo2g095980, Bo6g080390	Sp5g35370.1
OG0006546	Bo6g101270	Sp5g21740.1
OG0006546	Bo3g125020	Sp5g21720.1
OG0006547	Bo3g034060	Sp4g03890.1, Sp4g21380.1
OG0006548	Bo2g168070, Bo3g096420	Sp2g29180.1
OG0006549	Bo3g170670, Bo3g170680	Sp7g31290.1
OG0006550	Bo7g119030, Bo3g152600, Bo1g002810	Sp7g36130.1
OG0006551	Bo4g139080	SpUn0356_0020.1, SpUn0419_0010.1
OG0006552	Bo1g134570, Bo6g070030, Bo3g065940	Sp3g12450.1
OG0006553	Bo5g008730	Sp1g06720.1
OG0006554	Bo3g099460, Bo9g018540	Sp2g28260.1
OG0006555	Bo5g072510	Sp1g35330.1
OG0006556	Bo9g149970, Bo2g023490	Sp6g23360.1
OG0006557	Bo8g089550, Bo4g116960	Sp5g07210.1
OG0006558	Bo5g123350, Bo1g122670	Sp3g15370.1
OG0006559	Bo6g086270, Bo2g083960	Sp5g30640.1
OG0006560	Bo3g040020, Bo01016s040	Sp4g11680.1
OG0006561	Bo9g037310, Bo4g088220, Bo4g082390, Bo8g081370, Bo9g037300	Sp7g08830.1, Sp5g10560.1
OG0006562	Bo4g024850, Bo3g038880, Bo4g195720	Sp4g27700.1
OG0006563	Bo7g105150, Bo1g017600	Sp7g16650.1
OG0006564	Bo4g136780	Sp7g04300.1
OG0006565	Bo7g114800, Bo1g011860, Bo3g175430	Sp7g28680.1
OG0006566	Bo5g120060, Bo1g118870, Bo1g117750	Sp3g16300.1
OG0006567	Bo9g163180	Sp6g27700.1
OG0006568	Bo9g009880, Bo7g092780	Sp2g19810.1, SpUn0021_0040.1
OG0006570	Bo9g174490, Bo3g004850	Sp6g34620.1
OG0006571	Bo3g091500, Bo9g024200	Sp3g30040.1
OG0006572	Bo1g037710, Bo8g050090	Sp7g22200.1
OG0006573	Bo3g002500, Bo9g181830	Sp6g39060.1
OG0006574	Bo4g010400, Bo3g039160	Sp4g28340.1
OG0006575	Bo1g098670, Bo4g089300	Sp2g02680.1
OG0006576	Bo6g080330, Bo6g125630, Bo2g096040	Sp5g35450.1
OG0006577	Bo6g056030	Sp7g12290.1
OG0006578	Bo7g080010, Bo2g134720	Sp2g13300.1
OG0006579	Bo8g004290, Bo5g004970, Bo8g115380	Sp1g03720.1
OG0006580	Bo6g090330, Bo6g116190	Sp5g27840.1
OG0006581	Bo2g073000, Bo6g113110, Bo2g073010, Bo6g094120	Sp5g26700.1
OG0006582	Bo6g077920, Bo8g097240	Sp5g01700.1
OG0006583	Bo8g097630, Bo02373s010, Bo6g079220	Sp5g01280.1
OG0006584	Bo9g167890, Bo3g009080, Bo2g011170	Sp6g30740.1
OG0006585	Bo7g080310, Bo2g136010	Sp2g13580.1
OG0006586	Bo4g036300, Bo3g028400	Sp4g17870.1
OG0006587	Bo1g136170, Bo3g065640, Bo5g132320	Sp3g11800.1
OG0006588	Bo9g029430	Sp2g00830.1
OG0006589	Bo3g065080, Bo1g139060, Bo5g133330	Sp3g10800.1, Sp3g10810.1
OG0006590	Bo4g198510, Bo00954s080	Sp4g29180.1
OG0006591	Bo1g039100, Bo8g050320, Bo7g109600	Sp7g22550.1
OG0006592	Bo1g008750, Bo1g008560, Bo1g008580, Bo7g115960	Sp7g30750.1
OG0006593	Bo9g036740, Bo4g094120	Sp2g01740.1
OG0006594	Bo7g095780, Bo9g011290, Bo2g158550	Sp2g21910.1
OG0006595	Bo3g023750, Bo9g101100	Sp6g13580.1
OG0006596	Bo5g155130, Bo1g158920	Sp3g00610.1
OG0006597	Bo4g098170	Sp5g00360.1
OG0006598	Bo1g037400	Sp7g21970.1
