Orthogroup	Brassica_oleracea	Tarenaya_hassleriana
OG0005934	Bo8g065050, Bo8g092520, Bo5g016590	Th2v00255, Th2v28506
OG0005935	Bo6g121950, Bo6g081700, Bo2g093370	Th2v04194, Th2v27954
OG0005938	Bo3g061330, Bo5g141380, Bo1g147300	Th2v11490, Th2v24770
OG0005939	Bo7g065270, Bo9g058910	Th2v26451, Th2v10335, Th2v28209
OG0005941	Bo3g081760, Bo7g040580, Bo1g101960	Th2v19430, Th2v24569
OG0005942	Bo4g045890, Bo4g177880, Bo3g026630	Th2v16001
OG0005943	Bo4g184770, Bo3g028660	Th2v14687
OG0005944	Bo3g024120	Th2v09378
OG0005945	Bo9g100030	Th2v23482, Th2v09349, Th2v26862
OG0005946	Bo9g002410, Bo7g118790, Bo3g054690	Th2v24517
OG0005947	Bo7g010200, Bo3g094140	Th2v12245
OG0005948	Bo4g042370, Bo3g027480	Th2v01296, Th2v26491
OG0005949	Bo8g061440, Bo8g108600	Th2v08470, Th2v25079
OG0005950	Bo4g052380, Bo4g176000	Th2v08187, Th2v15906
OG0005951	Bo2g034320, Bo5g005310, Bo8g115280	Th2v16012
OG0005952	Bo8g050300, Bo1g038940	Th2v03803, Th2v03804
OG0005954	Bo3g175310, Bo1g011770	Th2v01787, Th2v12364
OG0005955	Bo9g183400, Bo2g002720	Th2v14457, Th2v19999
OG0005956	Bo2g133700	Th2v10600
OG0005956	Bo2g025380	Th2v10603
OG0005957	Bo9g148440, Bo2g023950	Th2v17938, Th2v17939, Th2v21205
OG0005958	Bo8g001230	Th2v07941
OG0005959	Bo7g040810, Bo1g102220	Th2v19413, Th2v24575
OG0005960	Bo5g004150, Bo8g115890	Th2v16175
OG0005961	Bo7g081440	Th2v00149
OG0005962	Bo2g036440, Bo3g021110	Th2v21691
OG0005963	Bo5g152850, Bo3g055440	Th2v23077
OG0005964	Bo7g100580, Bo8g080330	Th2v11682, Th2v14182, Th2v26702
OG0005965	Bo3g004730, Bo2g008890, Bo9g174750, Bo2g008920	Th2v11866, Th2v13828
OG0005966	Bo3g184680, Bo6g033210	Th2v06078, Th2v14787
OG0005967	Bo8g061380, Bo5g014990	Th2v04933, Th2v14702
OG0005968	Bo3g001920, Bo9g183570	Th2v08925, Th2v19979
OG0005969	Bo9g151650, Bo2g022040, Bo3g015280	Th2v18985
OG0005970	Bo3g039870, Bo4g170600	Th2v07473, Th2v07474, Th2v15798, Th2v07476, Th2v15796
OG0005972	Bo1g011750, Bo7g114880, Bo3g175290	Th2v01788, Th2v02103
OG0005973	Bo00795s110	Th2v04875
OG0005974	Bo9g183170, Bo2g003880	Th2v08895, Th2v20016
OG0005975	Bo4g184500, Bo4g184530	Th2v10576
OG0005976	Bo7g116320	Th2v02612, Th2v11992
OG0005978	Bo7g098570, Bo9g014570	Th2v11883, Th2v13876
OG0005979	Bo1g101230, Bo2g092720, Bo7g038830	Th2v19485, Th2v24550
OG0005980	Bo2g011860, Bo3g009800, Bo7g060160	Th2v06990, Th2v18170
OG0005981	Bo3g031390, Bo4g031070, Bo4g186460	Th2v03655, Th2v29370
OG0005982	Bo3g015670, Bo9g149760	Th2v17961, Th2v18930
OG0005983	Bo9g109740, Bo3g022960	Th2v26954, Th2v28366
OG0005984	Bo9g149710, Bo2g023700, Bo3g015740, Bo02052s010	Th2v17958, Th2v18922
OG0005985	Bo4g186930, Bo4g030560, Bo3g031730	Th2v14616, Th2v16965
OG0005986	Bo3g007240, Bo9g169940	Th2v17601, Th2v19269
OG0005987	Bo3g018110, Bo9g139420, Bo2g026730	Th2v18768, Th2v21290
OG0005988	Bo8g084810, Bo4g119800	Th2v03563, Th2v29780
OG0005989	Bo9g018600, Bo00615s130, Bo3g099350	Th2v13611, Th2v29329
OG0005990	Bo2g083920, Bo6g119660, Bo6g086320	Th2v19830
OG0005991	Bo3g021150, Bo9g123680, Bo2g036460	Th2v09505
OG0005992	Bo4g195460, Bo4g024540	Th2v07050, Th2v18122
OG0005993	Bo2g160920, Bo9g014140	Th2v24135
OG0005994	Bo4g131050, Bo00805s020	Th2v19530, Th2v25358
OG0005995	Bo7g093000, Bo9g010070	Th2v18505
OG0005996	Bo1g080180, Bo8g079010	Th2v13562
OG0005997	Bo8g049470, Bo1g017590	Th2v10628
OG0005998	Bo7g039000, Bo3g081920, Bo1g101270	Th2v13766
OG0005999	Bo3g099220, Bo00615s020, Bo9g018720	Th2v13603
OG0006000	Bo3g150120, Bo1g002540, Bo7g119200	Th2v12533
OG0006001	Bo8g004170, Bo8g115410, Bo5g004810	Th2v08072, Th2v16071
OG0006002	Bo09629s010, Bo6g071060, Bo8g090720	Th2v06740, Th2v15439
OG0006004	Bo9g181820, Bo2g004170, Bo3g002510	Th2v08851, Th2v20051
OG0006005	Bo4g134690, Bo8g030500, Bo6g056300	Th2v08543, Th2v19650
OG0006006	Bo3g055010, Bo5g154010	Th2v06987, Th2v18173, Th2v23175
OG0006007	Bo4g040060	Th2v24320, Th2v26549
OG0006008	Bo7g098270, Bo9g014430, Bo2g161250	Th2v13852, Th2v24097
OG0006009	Bo9g163470, Bo2g012930, Bo3g010860	Th2v09060, Th2v23036
OG0006010	Bo5g133430	Th2v08673, Th2v17740
OG0006011	Bo2g002660, Bo9g183490	Th2v14460, Th2v19990
OG0006012	Bo9g121130, Bo3g021290	Th2v09482, Th2v05509
OG0006013	Bo8g105120, Bo8g066940	Th2v10052, Th2v00903, Th2v26055
OG0006014	Bo6g069880, Bo8g090330	Th2v03390, Th2v22404
OG0006015	Bo3g044450, Bo9g086970	Th2v17127, Th2v04680
OG0006017	Bo3g003710, Bo2g007150	Th2v20272, Th2v14350, Th2v22174
OG0006019	Bo3g168850, Bo1g007230	Th2v02834, Th2v12072
OG0006020	Bo5g010700, Bo8g059270	Th2v06130, Th2v14839
OG0006021	Bo8g105860, Bo8g066580	Th2v10194, Th2v23397
OG0006022	Bo8g050310, Bo1g038970, Bo7g109530	Th2v30529
OG0006023	Bo9g134840, Bo2g028700	Th2v08680, Th2v14300, Th2v22124
OG0006024	Bo3g100470, Bo00615s260, Bo00790s010	Th2v11786, Th2v13639, Th2v24237
OG0006025	Bo3g106830, Bo9g016340	Th2v09258, Th2v17388, Th2v14029
OG0006026	Bo8g058040, Bo5g009290	Th2v31390
OG0006027	Bo7g109350, Bo1g037590	Th2v04612, Th2v10893
OG0006028	Bo2g011370, Bo9g166660	Th2v09193, Th2v14271, Th2v22095
OG0006029	Bo8g080960, Bo4g125640	Th2v08613, Th2v11548, Th2v13122
OG0006030	Bo6g022570	Th2v29100
OG0006031	Bo6g029340, Bo6g031250	Th2v30085, Th2v00883, Th2v23772, Th2v27391
OG0006032	Bo3g064790, Bo1g139540, Bo5g133610	Th2v08688, Th2v17725
OG0006033	Bo8g016540	Th2v12833, Th2v22521
OG0006034	Bo5g131770	Th2v00945, Th2v23686
OG0006035	Bo4g077050	Th2v07718, Th2v15582, Th2v24470
OG0006037	Bo2g032460, Bo3g019350, Bo9g133060	Th2v21739
OG0006038	Bo9g026100, Bo7g011350	Th2v02424, Th2v03019, Th2v21536
OG0006039	Bo3g074600, Bo1g111260, Bo1g088070, Bo5g112370	Th2v25105
OG0006040	Bo4g140260, Bo6g064520	Th2v01041, Th2v07653, Th2v15639
OG0006041	Bo7g104860, Bo7g104820, Bo1g053030	Th2v20651, Th2v20652
OG0006042	Bo6g019800	Th2v31235
OG0006043	Bo5g023580, Bo8g105010, Bo8g067000	Th2v23288
OG0006044	Bo6g121200, Bo6g083390	Th2v04125, Th2v05717, Th2v20805, Th2v09852
OG0006045	Bo4g165290, Bo4g071600	Th2v07606, Th2v15684, Th2v08321
OG0006046	Bo9g181390, Bo2g005380, Bo2g131490	Th2v08813
OG0006047	Bo8g059680, Bo8g109230	Th2v04981, Th2v20712
OG0006048	Bo9g097300, Bo2g050660	Th2v01148, Th2v08207
OG0006049	Bo4g002350	Th2v29972, Th2v13043, Th2v22750, Th2v29941, Th2v30289
OG0006050	Bo1g078670	Th2v14113, Th2v26778
OG0006051	Bo7g104680, Bo1g053420, Bo8g045790	Th2v02649
OG0006052	Bo9g173580, Bo3g005380	Th2v13648
OG0006053	Bo4g112660, Bo6g072400	Th2v28422
OG0006054	Bo3g065180, Bo1g138820, Bo5g133080	Th2v23578, Th2v26214
OG0006055	Bo8g030160, Bo5g048790, Bo5g089440	Th2v01470, Th2v10569
OG0006057	Bo00285s640, Bo9g008070	Th2v00265, Th2v06414, Th2v15113
OG0006060	Bo5g039950, Bo8g075020	Th2v04024, Th2v25680
OG0006061	Bo5g132830, Bo1g138530, Bo3g065410	Th2v01008, Th2v23613, Th2v26185
OG0006063	Bo3g009550, Bo3g009520, Bo9g166230	Th2v06965, Th2v18195
OG0006064	Bo9g092640, Bo2g108730	Th2v04525, Th2v16775
OG0006065	Bo2g085260, Bo6g119790	Th2v05824, Th2v20920
OG0006066	Bo9g045350	Th2v06122, Th2v14831
OG0006068	Bo1g147230, Bo5g141280	Th2v18300, Th2v11501, Th2v24754
OG0006069	Bo3g004350, Bo9g175480, Bo2g008640	Th2v13902, Th2v24046
OG0006070	Bo3g005530, Bo9g172290, Bo2g009800	Th2v13622
OG0006071	Bo2g018530, Bo3g013920, Bo9g152190	Th2v18049, Th2v19034
OG0006072	Bo1g107200, Bo5g102290	Th2v00815, Th2v21879
OG0006073	Bo7g014960, Bo3g092250	Th2v02909, Th2v12140
OG0006075	Bo8g102190	Th2v02264, Th2v28308, Th2v12648
OG0006076	Bo3g105810	Th2v23966
OG0006077	Bo1g008290, Bo3g170860, Bo7g116080	Th2v01995
OG0006078	Bo9g176370, Bo3g003820, Bo2g007190	Th2v08736, Th2v20284
OG0006079	Bo8g080180	Th2v13466, Th2v11689, Th2v11690
OG0006080	Bo3g042450	Th2v02283, Th2v12605
OG0006081	Bo1g039350, Bo7g109770	Th2v09412, Th2v26819
OG0006082	Bo2g041520, Bo9g118770	Th2v05477
OG0006083	Bo1g117650	Th2v26377, Th2v27730, Th2v25560, Th2v31161
OG0006085	Bo2g055310	Th2v00495, Th2v06299, Th2v14999
OG0006086	Bo2g092890, Bo6g082070	Th2v04784, Th2v10979
OG0006087	Bo4g034760, Bo4g034690	Th2v03632
OG0006089	Bo3g159770, Bo1g021940, Bo7g106810	Th2v04265, Th2v16602
OG0006090	Bo1g034540	Th2v16803
OG0006091	Bo3g071790, Bo1g116120	Th2v30042, Th2v30043
OG0006092	Bo01293s030, Bo1g021630	Th2v07365, Th2v10715
OG0006093	Bo4g187390, Bo4g029810, Bo3g032160	Th2v16909
OG0006094	Bo1g155120, Bo5g151450, Bo3g055860	Th2v09084, Th2v18591
OG0006095	Bo3g005390, Bo9g173570	Th2v13646
OG0006096	Bo5g123610, Bo1g122970, Bo3g068560	Th2v26275, Th2v25515
OG0006097	Bo4g101490	Th2v12859, Th2v22553
OG0006098	Bo9g111310, Bo3g027620, Bo4g041090, Bo4g041110	Th2v26531
OG0006099	Bo5g098750	Th2v19293, Th2v25475
OG0006100	Bo9g018740, Bo3g099160, Bo2g168320	Th2v11769, Th2v13598
OG0006101	Bo7g041230, Bo5g065570	Th2v27855
OG0006102	Bo8g117370, Bo8g001030	Th2v16313, Th2v07909, Th2v07910
OG0006103	Bo3g153480, Bo1g004740	Th2v19934, Th2v03101, Th2v11966, Th2v12326
OG0006104	Bo2g091120, Bo6g083750, Bo2g088760	Th2v09817
OG0006106	Bo7g101100, Bo8g081400	Th2v17009
OG0006107	Bo7g111290	Th2v28284, Th2v28287
OG0006108	Bo7g114980, Bo1g011560	Th2v01805, Th2v02096
OG0006109	Bo2g159200, Bo7g096540	Th2v21376, Th2v17420, Th2v17422
OG0006110	Bo1g003070	Th2v03173, Th2v12713
OG0006111	Bo4g059540, Bo1g011730	Th2v01791
OG0006112	Bo1g039360, Bo7g109800	Th2v26825, Th2v22903, Th2v09405
OG0006113	Bo8g095560, Bo4g103640, Bo6g077350	Th2v07450, Th2v13114, Th2v22824
OG0006116	Bo8g091850, Bo6g072920, Bo4g111170	Th2v06812, Th2v15510
OG0006117	Bo5g135130, Bo3g064550	Th2v14326, Th2v22150
OG0006118	Bo5g062250, Bo7g044790, Bo3g147550	Th2v26582, Th2v01365, Th2v01366
OG0006119	Bo9g046630, Bo1g090240	Th2v05029, Th2v24274
OG0006120	Bo3g139870, Bo7g051660, Bo5g043530	Th2v03932
OG0006121	Bo8g106310, Bo5g020400	Th2v05435, Th2v08288
OG0006122	Bo9g094240, Bo2g105340	Th2v04481
OG0006123	Bo1g057490, Bo8g038330	Th2v24594, Th2v18683, Th2v30004
OG0006125	Bo1g149010, Bo3g060550, Bo5g143590	Th2v11330
OG0006126	Bo1g118850, Bo5g120040, Bo1g117770	Th2v26366, Th2v27743
OG0006127	Bo7g063940, Bo9g020330	Th2v11722, Th2v14231, Th2v26651
OG0006128	Bo4g151770	Th2v03066
OG0006129	Bo2g019720, Bo2g127200	Th2v16580
OG0006130	Bo8g105450, Bo5g021980	Th2v01430, Th2v05652
OG0006131	Bo4g191620, Bo3g036050	Th2v23528, Th2v20389
OG0006132	Bo3g044670, Bo2g110390, Bo9g088290	Th2v04640, Th2v16868
OG0006133	Bo2g091090, Bo6g083770, Bo6g120760	Th2v09812
OG0006134	Bo5g008230	Th2v08273
OG0006135	Bo3g021940	Th2v05471
OG0006136	Bo2g008720	Th2v11887
OG0006137	Bo9g150150, Bo3g015470, Bo2g023340	Th2v18960
OG0006138	Bo1g153300, Bo1g153400, Bo5g148490	Th2v18517, Th2v22832
OG0006139	Bo3g083810, Bo7g031400	Th2v19576
OG0006140	Bo9g028440, Bo01569s010, Bo9g037360, Bo4g092880	Th2v04914
OG0006141	Bo3g170730, Bo7g116130, Bo1g008170	Th2v01891
OG0006142	Bo6g072800, Bo8g091690	Th2v13164, Th2v25807
OG0006143	Bo5g016400, Bo8g107780	Th2v06429, Th2v15128, Th2v28518
OG0006144	Bo9g135880, Bo2g028250	Th2v17811, Th2v21307
OG0006145	Bo4g136570	Th2v06284, Th2v14985
OG0006146	Bo3g012110, Bo2g013140, Bo9g163080	Th2v09085, Th2v18590
OG0006147	Bo9g046550	Th2v24262
OG0006148	Bo8g107240, Bo8g107680	Th2v07542, Th2v15740
OG0006149	Bo9g177260, Bo2g006900	Th2v20190
OG0006150	Bo3g157040, Bo1g019650, Bo7g106050, Bo7g106040	Th2v27260
OG0006151	Bo8g095680, Bo6g077490	Th2v07158
OG0006152	Bo3g039900, Bo4g061190	Th2v01114
OG0006153	Bo2g083760, Bo6g086380	Th2v04062, Th2v05843, Th2v20941
OG0006154	Bo3g065190, Bo5g133060, Bo1g138810	Th2v23577
OG0006156	Bo5g067060, Bo8g032290	Th2v01442
OG0006157	Bo7g031360, Bo4g133330	Th2v25282
OG0006159	Bo3g103010, Bo9g017860	Th2v11828, Th2v13748
OG0006160	Bo1g019590, Bo3g157010, Bo7g106000	Th2v16537
OG0006161	Bo2g007490, Bo9g175070	Th2v17738
OG0006162	Bo2g075140, Bo6g092870, Bo6g114450	Th2v04181
OG0006163	Bo9g166580, Bo2g011470	Th2v09207, Th2v09211
OG0006164	Bo8g083560, Bo4g120060	Th2v06609, Th2v15309, Th2v30296
OG0006165	Bo3g153520, Bo1g004870, Bo7g118470	Th2v12318
OG0006166	Bo5g136950, Bo3g063880	Th2v08760
OG0006167	Bo1g039670	Th2v23258
OG0006168	Bo4g045390, Bo4g024120	Th2v24451
OG0006169	Bo2g013500, Bo9g161470, Bo3g012430	Th2v09123, Th2v22960
OG0006170	Bo3g013830, Bo2g018360, Bo9g152440	Th2v17470
OG0006171	Bo1g039440	Th2v09392
OG0006172	Bo5g027330, Bo8g068440	Th2v03776, Th2v05866, Th2v20969
OG0006173	Bo9g028120, Bo8g102420, Bo7g003780	Th2v17763
OG0006174	Bo3g066760, Bo5g127190, Bo1g128530	Th2v00871, Th2v23798, Th2v27363
OG0006175	Bo6g022290	Th2v21785, Th2v30155
OG0006176	Bo7g089150, Bo9g009340, Bo2g149820	Th2v24758
OG0006177	Bo8g106030, Bo5g020890, Bo8g066470	Th2v10240, Th2v23432
OG0006178	Bo8g110840, Bo5g010420	Th2v06142, Th2v14849, Th2v24299
OG0006179	Bo4g027100, Bo3g032710, Bo4g187730	Th2v14537, Th2v17034
OG0006180	Bo2g023630, Bo3g015600, Bo9g149820	Th2v18941, Th2v21484
OG0006181	Bo3g107770, Bo2g164040, Bo9g014920	Th2v13951
OG0006182	Bo4g129610, Bo8g023080	Th2v19484, Th2v24551
OG0006183	Bo7g054190, Bo5g045050	Th2v03994, Th2v23954
OG0006184	Bo9g178850, Bo2g006590	Th2v09199, Th2v17769, Th2v09218, Th2v19794
OG0006186	Bo8g010650, Bo4g167890	Th2v01100, Th2v07547
OG0006188	Bo9g104890	Th2v26903
OG0006191	Bo3g009720, Bo2g011780, Bo9g166010	Th2v24721
OG0006192	Bo2g140420, Bo9g008160	Th2v06405, Th2v15104, Th2v28478
OG0006193	Bo9g184800, Bo3g001740	Th2v08943
OG0006194	Bo2g047340, Bo3g023000, Bo9g108620	Th2v09726, Th2v26927
OG0006195	Bo6g107090, Bo6g096020, Bo2g061080	Th2v24860
OG0006196	Bo1g017920, Bo7g105490, Bo28129s010	Th2v17070, Th2v27182
OG0006197	Bo6g097180, Bo2g057760, Bo6g106730	Th2v03964, Th2v24827
OG0006198	Bo3g081960, Bo7g036480	Th2v19515, Th2v25343
OG0006199	Bo6g115800, Bo2g075640	Th2v05965, Th2v21087
OG0006200	Bo5g076300, Bo6g018370	Th2v01202, Th2v29125
OG0006201	Bo2g028870, Bo9g134750	Th2v05591, Th2v21781
OG0006202	Bo3g015610, Bo9g149800, Bo2g023640	Th2v18939
OG0006203	Bo7g117340, Bo1g006540	Th2v02921, Th2v12153
OG0006205	Bo9g121170	Th2v05510, Th2v09483
OG0006207	Bo9g004000, Bo3g053240	Th2v07862, Th2v26989
OG0006208	Bo6g076890, Bo4g105010	Th2v07087, Th2v18088
OG0006209	Bo4g112640	Th2v03427, Th2v06764, Th2v15462
OG0006210	Bo7g104640, Bo8g045780	Th2v10582, Th2v29526
OG0006211	Bo9g014400, Bo7g098190, Bo2g161210	Th2v11871, Th2v13842
OG0006212	Bo7g099410, Bo8g080060	Th2v13481, Th2v14202, Th2v26680
OG0006213	Bo5g127450, Bo3g042600, Bo9g164050, Bo1g129750	Th2v27384
OG0006214	Bo5g136990, Bo1g141340	Th2v20196
OG0006215	Bo9g090770, Bo01127s010	Th2v30670
OG0006216	Bo00950s030, Bo3g024710, Bo4g056210	Th2v08227
OG0006217	Bo9g070070, Bo8g106350	Th2v06547, Th2v15246
OG0006218	Bo4g025210, Bo4g196040	Th2v07179, Th2v12886, Th2v12883, Th2v22580
OG0006219	Bo2g125690, Bo00418s190, Bo2g125670	Th2v10734
OG0006220	Bo6g108810, Bo2g121120, Bo2g063030	Th2v24935
OG0006221	Bo1g071070, Bo2g092800, Bo6g082100	Th2v27996
OG0006222	Bo6g030590	Th2v00855
OG0006223	Bo3g065140	Th2v13410
OG0006224	Bo2g002550, Bo3g001880	Th2v08928, Th2v19975
OG0006225	Bo5g049010	Th2v27759, Th2v29071, Th2v27877
OG0006226	Bo8g112430, Bo8g055880, Bo5g009040	Th2v08473, Th2v19792
OG0006227	Bo01309s020, Bo2g041620, Bo3g022030	Th2v05468
OG0006230	Bo7g066870, Bo9g059440	Th2v16142, Th2v08015, Th2v27063
OG0006232	Bo3g063990, Bo5g136840	Th2v08772, Th2v14398, Th2v22226
OG0006233	Bo2g004110, Bo9g181940, Bo3g002370	Th2v14441
OG0006234	Bo8g038300, Bo1g057660	Th2v05395, Th2v18682, Th2v30005
OG0006235	Bo4g125390, Bo7g101510, Bo8g080650	Th2v03604, Th2v30491
OG0006236	Bo8g066210, Bo8g106610, Bo5g019950, Bo02954s010	Th2v05406
OG0006237	Bo01279s020, Bo3g014070	Th2v18033, Th2v19019
OG0006238	Bo4g101150	Th2v07201, Th2v12925, Th2v22621
OG0006239	Bo9g035400	Th2v20500, Th2v04856, Th2v06049, Th2v14758
OG0006240	Bo7g065190	Th2v01256, Th2v30979, Th2v30485, Th2v01257
OG0006241	Bo6g065080, Bo4g142030	Th2v04853, Th2v06051, Th2v14760
OG0006242	Bo7g059460, Bo5g034260	Th2v09829
OG0006243	Bo2g166000, Bo3g102770	Th2v13743
OG0006244	Bo6g025980, Bo3g179610	Th2v21862
OG0006245	Bo3g078760, Bo1g105690, Bo5g098810	Th2v19291
OG0006246	Bo7g095880, Bo9g011330, Bo2g158610	Th2v21441
OG0006248	Bo1g006620	Th2v12139
OG0006249	Bo5g064310	Th2v27868
OG0006250	Bo9g020380, Bo7g063980	Th2v13516, Th2v14227, Th2v26655
OG0006251	Bo9g169500	Th2v19217
OG0006252	Bo6g122420, Bo2g094830	Th2v10088, Th2v23316
OG0006254	Bo8g097910, Bo4g098740	Th2v07318, Th2v13009, Th2v22714
OG0006255	Bo8g077540	Th2v23920
OG0006255	Bo3g110850	Th2v14108, Th2v26783
OG0006256	Bo8g065410, Bo5g015060	Th2v00201, Th2v28551
OG0006257	Bo1g124830, Bo5g126520, Bo3g068180	Th2v21947
OG0006259	Bo4g159990, Bo8g098950	Th2v02011, Th2v11071, Th2v29809
OG0006260	Bo6g119970, Bo6g085080	Th2v05811, Th2v20907
OG0006261	Bo3g057290, Bo5g148300	Th2v11609, Th2v22852
OG0006262	Bo3g064880, Bo1g139440, Bo1g139420	Th2v08677
OG0006263	Bo7g043380, Bo5g064300	Th2v01407, Th2v10505
OG0006264	Bo3g023100, Bo4g158840	Th2v01965
OG0006265	Bo1g006220, Bo7g117620, Bo3g155760	Th2v02462, Th2v02971, Th2v21584
OG0006266	Bo2g095800	Th2v05620, Th2v10198
OG0006267	Bo2g107530, Bo9g093840	Th2v20547, Th2v04510, Th2v16754
OG0006268	Bo9g169760, Bo3g007350	Th2v19248, Th2v29021
OG0006269	Bo7g085900, Bo2g144910	Th2v00319, Th2v06376, Th2v15076
OG0006270	Bo9g174790	Th2v24103
OG0006271	Bo5g034450, Bo7g059400	Th2v05721, Th2v20809
OG0006272	Bo5g082600, Bo3g179700	Th2v24408, Th2v29917
OG0006273	Bo01279s010, Bo9g152120, Bo3g014080	Th2v18032, Th2v19018
OG0006274	Bo3g065930, Bo1g134590	Th2v23698, Th2v26125
OG0006275	Bo01074s050, Bo5g034370	Th2v05726, Th2v20814, Th2v09843
OG0006276	Bo8g084900	Th2v06625, Th2v15324, Th2v29169
OG0006277	Bo8g066900, Bo8g105240	Th2v05991, Th2v23305
OG0006278	Bo8g104080, Bo5g025830	Th2v30869, Th2v20326, Th2v17220
OG0006279	Bo9g147040, Bo3g017220, Bo2g024600	Th2v17909, Th2v21232
OG0006280	Bo9g126280, Bo3g019690	Th2v09543
OG0006282	Bo6g026130, Bo6g042560	Th2v30023
OG0006283	Bo8g107270, Bo5g017800	Th2v00146, Th2v28716
OG0006284	Bo6g092660, Bo2g075420	Th2v27945, Th2v21155, Th2v30712
OG0006285	Bo1g040630	Th2v16976
OG0006286	Bo7g021330, Bo3g088820	Th2v02553, Th2v12054
OG0006287	Bo3g071400, Bo5g121270	Th2v26346, Th2v27619
OG0006288	Bo2g165340, Bo2g165330, Bo3g107090, Bo9g015220	Th2v09250
OG0006289	Bo5g141900, Bo3g061010, Bo1g147580, Bo7g005360	Th2v24814
OG0006290	Bo7g114820, Bo1g011820	Th2v01782, Th2v12359
OG0006291	Bo5g009150, Bo8g056940, Bo00891s030	Th2v05156, Th2v06216, Th2v06217
OG0006292	Bo8g091500, Bo6g072640	Th2v21195, Th2v01054, Th2v08335
OG0006293	Bo9g181210, Bo9g181250	Th2v20113
OG0006294	Bo7g093030, Bo2g151850	Th2v25401, Th2v11129, Th2v18491
OG0006295	Bo2g013320, Bo9g161740, Bo3g012260	Th2v22981
OG0006296	Bo5g019240, Bo3g127630	Th2v18936
OG0006297	Bo1g019180, Bo7g105690	Th2v27163
OG0006298	Bo7g040260, Bo1g101610	Th2v19458, Th2v28768
OG0006299	Bo5g027930, Bo8g069820, Bo7g062090	Th2v05833, Th2v20928, Th2v28060
OG0006300	Bo7g106240, Bo3g157300, Bo1g019910	Th2v23532
OG0006301	Bo7g095790, Bo2g158560, Bo9g011300	Th2v17631
OG0006302	Bo3g037060, Bo4g194780	Th2v06950, Th2v13390, Th2v26006
OG0006303	Bo8g090410, Bo4g115380	Th2v03395, Th2v06719, Th2v15416
OG0006304	Bo9g133360, Bo9g015120, Bo3g019210	Th2v09605
OG0006305	Bo8g100430, Bo4g151600	Th2v03074, Th2v12287
OG0006306	Bo4g074200, Bo4g164830	Th2v06189, Th2v14893
OG0006307	Bo9g014540, Bo2g161620, Bo7g098530	Th2v13873, Th2v24070
OG0006308	Bo3g039480, Bo4g197470, Bo4g005750	Th2v27555
OG0006309	Bo3g023420, Bo2g048080	Th2v26898, Th2v09782, Th2v29503
OG0006310	Bo5g058500, Bo3g143820	Th2v10374, Th2v26525, Th2v31198
OG0006311	Bo9g171190, Bo3g007030	Th2v17632
OG0006312	Bo2g002470, Bo9g184840	Th2v10973
OG0006313	Bo3g007390, Bo9g169720	Th2v19244, Th2v29018
OG0006314	Bo9g017610, Bo3g103590	Th2v09273, Th2v17370
OG0006315	Bo4g126970	Th2v24574
OG0006316	Bo3g094150, Bo7g010190	Th2v02417, Th2v28829
OG0006317	Bo01108s050, Bo5g024000	Th2v29582, Th2v03041, Th2v29581
OG0006318	Bo8g097810	Th2v07277, Th2v13001, Th2v22705
OG0006319	Bo5g050570, Bo8g070020	Th2v20902, Th2v28109
OG0006320	Bo4g019790, Bo4g170670	Th2v13345, Th2v25968
OG0006321	Bo3g081930, Bo1g101240, Bo7g038960	Th2v19481, Th2v28790
OG0006322	Bo4g021180	Th2v06947, Th2v13386, Th2v26002
OG0006323	Bo1g005280, Bo3g153770	Th2v02403, Th2v03068
OG0006324	Bo7g049750, Bo01073s060	Th2v03821, Th2v28874
OG0006325	Bo5g131830, Bo1g134710	Th2v01923, Th2v00950, Th2v26112
OG0006326	Bo8g105410, Bo5g022010	Th2v23332
OG0006327	Bo4g119930, Bo6g068050	Th2v06596, Th2v15295
OG0006328	Bo9g164260, Bo3g010220	Th2v23103, Th2v24673
OG0006329	Bo1g144020, Bo2g075550, Bo5g137650	Th2v14421, Th2v22249, Th2v20090
OG0006330	Bo7g078040, Bo2g133760	Th2v00006
OG0006331	Bo4g025500, Bo4g188850	Th2v22405, Th2v06713, Th2v15411
OG0006332	Bo3g171010, Bo7g115930	Th2v01955, Th2v11073, Th2v29811
OG0006333	Bo3g009680, Bo9g166060	Th2v06977, Th2v18182
OG0006334	Bo4g030090, Bo3g032020	Th2v14595
OG0006335	Bo8g107500, Bo5g015210	Th2v00192, Th2v28559
OG0006336	Bo3g134140	Th2v28629
OG0006337	Bo3g104710, Bo3g104700, Bo9g017550	Th2v14046
OG0006338	Bo4g023810	Th2v07112, Th2v18065, Th2v12763, Th2v22450
OG0006339	Bo2g034310	Th2v09520
OG0006340	Bo4g071620	Th2v20022, Th2v08324, Th2v07609, Th2v07608, Th2v15682
OG0006341	Bo4g043770, Bo3g027250	Th2v16087, Th2v08057, Th2v27091
OG0006342	Bo8g094960, Bo6g076840	Th2v12773, Th2v22460
OG0006343	Bo9g028160, Bo8g102410, Bo7g003710	Th2v01592, Th2v02230
OG0006344	Bo3g175830	Th2v01696, Th2v02156, Th2v02178
OG0006345	Bo1g120540, Bo5g123050	Th2v25223
OG0006346	Bo7g103790	Th2v18238, Th2v26227
OG0006347	Bo3g101220, Bo9g018140	Th2v11803, Th2v24195
OG0006348	Bo3g010550, Bo2g012730	Th2v18627, Th2v23071
OG0006349	Bo2g092510, Bo1g049520	Th2v28024
