Orthogroup	Brassica_oleracea	Arabidopsis_lyrata
OG0006931	Bo7g106120, Bo1g019680	fgenesh2_kg.7__2437__AT4G18550.1
OG0006932	Bo7g059410, Bo5g034360	Al_scaffold_0001_2206, fgenesh2_kg.1__2335__AT1G21450.1
OG0006933	Bo6g103980, Bo2g056050	fgenesh2_kg.2__991__AT1G67590.1
OG0006934	Bo7g115920	fgenesh1_pg.C_scaffold_7000706
OG0006935	Bo9g075950, Bo7g082300	fgenesh2_kg.5__350__AT3G25920.1
OG0006936	Bo3g143970, Bo5g058670	fgenesh2_kg.1__3097__AT1G29330.1
OG0006937	Bo4g032300, Bo4g186370	fgenesh1_pm.C_scaffold_4001431
OG0006938	Bo8g012860, Bo6g015690	fgenesh2_kg.1__3971__AT1G48790.1
OG0006940	Bo7g099360, Bo1g084830	fgenesh2_kg.5__1392__AT3G50520.1
OG0006941	Bo9g014880, Bo3g107810	fgenesh2_kg.8__2216__AT5G62240.1
OG0006942	Bo8g060090, Bo5g014780	fgenesh2_kg.1__1234__AT1G11430.1
OG0006943	Bo1g102130, Bo7g040720	scaffold_302811.1
OG0006944	Bo7g113130, Bo8g054330, Bo1g017480	fgenesh2_kg.7__1357__AT4G28460.1
OG0006945	Bo1g108470, Bo3g076280	fgenesh2_kg.3__2320__AT3G20920.1
OG0006946	Bo1g051030, Bo8g052960	scaffold_701474.1
OG0006947	Bo9g103630, Bo00946s040	Al_scaffold_0008_1893, scaffold_801617.1
OG0006948	Bo2g144970	fgenesh2_kg.5__560__AT3G27785.1
OG0006949	Bo1g079030	fgenesh1_pm.C_scaffold_5001075
OG0006950	Bo3g027450, Bo4g182260	fgenesh2_kg.4__1392__AT2G33800.1, fgenesh1_pg.C_scaffold_4000116
OG0006951	Bo3g031790	scaffold_402397.1
OG0006952	Bo9g027660	scaffold_303905.1
OG0006953	Bo4g173100, Bo4g057420	fgenesh2_kg.4__1023__AT2G30505.1
OG0006954	Bo4g002210	scaffold_403776.1, scaffold_700805.1
OG0006955	Bo1g055350	fgenesh2_kg.7__2732__AT4G15850.1
OG0006956	Bo6g098620, Bo2g056170, Bo6g105220	fgenesh2_kg.2__1009__AT1G67750.1
OG0006957	Bo2g064730, Bo6g110560	fgenesh2_kg.22__5__AT1G69900.1
OG0006958	Bo3g041950	scaffold_400578.1
OG0006959	Bo9g092720	scaffold_603580.1, scaffold_201489.1, fgenesh1_pg.C_scaffold_6002847
OG0006960	Bo6g029280	fgenesh2_kg.1__4388__AT1G53140.1
OG0006961	Bo5g118530, Bo1g117560	fgenesh1_pm.C_scaffold_3001626
OG0006962	Bo4g001190	fgenesh2_kg.4__2998__AT2G47580.1
OG0006963	Bo5g098170, Bo1g105260, Bo3g080070, Bo03020s010	fgenesh2_kg.3__2439__AT3G22260.1
OG0006964	Bo3g146500, Bo7g044840, Bo7g044860	fgenesh2_kg.1__3161__AT1G29950.1
OG0006965	Bo9g006280, Bo3g049990	fgenesh2_kg.6__3387__AT4G03100.1
OG0006966	Bo3g027500, Bo4g041330	Al_scaffold_0004_1872
OG0006967	Bo6g087420, Bo2g080790	fgenesh1_pg.C_scaffold_2001687
OG0006968	Bo8g098130	scaffold_503562.1
OG0006969	Bo4g019720, Bo4g194280	fgenesh1_pm.C_scaffold_4002066
OG0006970	Bo4g125660, Bo8g080990	scaffold_502273.1
OG0006972	Bo4g182790, Bo4g039440	fgenesh1_pm.C_scaffold_4001239
OG0006973	Bo6g098710, Bo6g105120	scaffold_201596.1
OG0006974	Bo5g049040, Bo5g088150	fgenesh2_kg.1__3382__AT1G32400.1
OG0006975	Bo9g008400, Bo7g091140	fgenesh2_kg.5__581__AT3G28040.1
OG0006976	Bo2g023860, Bo3g016860	scaffold_602284.1
OG0006977	Bo9g060010, Bo7g067480	fgenesh2_kg.8__357__AT5G44450.1
OG0006978	Bo2g100510	fgenesh2_kg.6__3458__AT4G02425.1
OG0006979	Bo4g025150, Bo4g195950	scaffold_403552.1
OG0006980	Bo9g044060	fgenesh2_kg.2__412__AT1G60490.1
OG0006981	Bo8g077780, Bo3g109570, Bo1g079010	scaffold_501926.1
OG0006982	Bo3g109270, Bo2g161690	Al_scaffold_0008_2690
OG0006983	Bo4g186660, Bo3g031510	scaffold_402347.1
OG0006984	Bo7g043720, Bo5g062640	scaffold_103361.1
OG0006985	Bo4g120220, Bo8g083450	fgenesh2_kg.5__1804__AT3G54150.1
OG0006986	Bo7g100870, Bo1g059280	fgenesh1_pm.C_scaffold_5001229
OG0006988	Bo7g064780, Bo9g021850	fgenesh2_kg.8__2759__AT5G66600.1
OG0006989	Bo6g031600, Bo6g037100, Bo00534s050	Al_scaffold_0001_4812
OG0006990	Bo7g091250	fgenesh2_kg.5__606__AT3G28370.1
OG0006991	Bo9g169860, Bo2g010650	fgenesh2_kg.6__1151__AT5G11800.1
OG0006992	Bo7g118400, Bo1g004960	fgenesh2_kg.7__332__AT4G36920.1
OG0006993	Bo7g116560	scaffold_700745.1
OG0006994	Bo7g067200, Bo2g122230	fgenesh2_kg.8__391__AT5G44190.1, Al_scaffold_0904_1
OG0006995	Bo5g055970, Bo3g143570	fgenesh2_kg.1__3015__AT1G28420.1
OG0006996	Bo1g010610, Bo00911s040	fgenesh2_kg.7__942__AT4G32250.2
OG0006997	Bo1g117640	fgenesh2_kg.3__2039__AT3G18380.2
OG0006998	Bo4g147030	fgenesh1_pm.C_scaffold_7002472
OG0006999	Bo2g136930, Bo7g081140	fgenesh2_kg.5__235__AT2G03350.1
OG0007000	Bo4g017400, Bo4g191730	scaffold_703681.1
OG0007001	Bo7g049970, Bo5g051950	scaffold_103049.1
OG0007002	Bo8g083020	fgenesh2_kg.5__1741__AT3G53630.1
OG0007003	Bo7g009870	scaffold_304215.1
OG0007003	Bo7g009850	fgenesh1_pm.C_scaffold_3002824
OG0007004	Bo7g012980	fgenesh2_kg.3__3381__AT2G17820.1
OG0007005	Bo2g144870	fgenesh2_kg.5__545__AT3G27650.1
OG0007006	Bo7g081810, Bo9g075800	fgenesh2_kg.5__315__AT3G25600.1
OG0007007	Bo6g067940, Bo4g120050, Bo8g083570	scaffold_502542.1
OG0007008	Bo9g138280, Bo2g026810	Al_scaffold_0008_2427
OG0007009	Bo4g098430, Bo8g098220	scaffold_503573.1
OG0007010	Bo4g071590	fgenesh2_kg.4__726__AT2G28390.1
OG0007011	Bo4g188610, Bo3g034480	scaffold_402741.1
OG0007012	Bo3g035680, Bo4g013310, Bo4g190970	fgenesh2_kg.4__2288__AT2G41510.1
OG0007013	Bo9g102350, Bo3g023610	fgenesh2_kg.8__1045__AT5G51590.1
OG0007014	Bo9g181760	fgenesh1_pg.C_scaffold_6000249, Al_scaffold_0006_420
OG0007015	Bo3g061130, Bo1g147490	Al_scaffold_0759_1, fgenesh1_pg.C_scaffold_3000680
OG0007016	Bo2g004050, Bo3g002330	fgenesh2_kg.6__250__AT5G03415.1
OG0007017	Bo9g116160, Bo2g042020	fgenesh2_kg.8__1326__AT5G54250.1
OG0007018	Bo6g078130, Bo4g101110	fgenesh2_kg.5__2675__AT3G61820.1
OG0007019	Bo9g183160	scaffold_600237.1
OG0007020	Bo9g072970, Bo7g080990	Al_scaffold_0001_4278, scaffold_400651.1, scaffold_500294.1
OG0007021	Bo2g013550, Bo9g161420	scaffold_601780.1
OG0007022	Bo4g046160	fgenesh2_kg.103__3__AT2G32100.1, fgenesh2_kg.4__1202__AT2G32100.1
OG0007023	Bo9g171930, Bo2g009950	fgenesh2_kg.6__1025__AT5G10580.1
OG0007024	Bo4g084940, Bo4g119810, Bo8g084770	scaffold_502576.1
OG0007025	Bo6g118220, Bo6g087390	fgenesh2_kg.2__1662__AT1G73940.1
OG0007026	Bo7g003290, Bo4g143810	fgenesh1_pm.C_scaffold_3001026
OG0007027	Bo3g084040	Al_scaffold_0003_2863
OG0007028	Bo3g037250, Bo4g194910, Bo4g021580, Bo4g021550	fgenesh2_kg.4__2619__AT2G44340.1
OG0007029	Bo3g102750, Bo9g017950	fgenesh2_kg.8__2414__AT5G64040.1
OG0007030	Bo9g126270, Bo3g019700	fgenesh2_kg.8__1582__AT5G56750.1
OG0007031	Bo9g069960, Bo9g069970	fgenesh2_kg.2__2411__AT1G79850.1
OG0007032	Bo9g166080	fgenesh2_kg.6__1389__AT5G14210.1
OG0007033	Bo4g026680	fgenesh2_kg.4__1993__AT2G39140.1
OG0007034	Bo2g086610, Bo6g120100	fgenesh2_kg.2__1888__AT1G76070.1
OG0007035	Bo9g006460, Bo3g049830	fgenesh2_kg.6__3368__AT4G03260.1
OG0007036	Bo4g030660, Bo4g186850	scaffold_402372.1
OG0007037	Bo6g054760, Bo1g057240	fgenesh2_kg.7__2819__AT4G15010.1
OG0007038	Bo1g117410, Bo5g117320	fgenesh2_kg.3__2069__AT3G18630.1
OG0007040	Bo7g110590, Bo6g027900, Bo01298s020	fgenesh2_kg.7__1655__AT4G25950.1
OG0007041	Bo2g006610, Bo9g178870	scaffold_600400.1
OG0007042	Bo6g019820, Bo3g178290	fgenesh2_kg.1__4092__AT1G50020.1
OG0007043	Bo5g141360	fgenesh2_kg.3__786__AT3G07580.1
OG0007044	Bo8g091280, Bo6g072440	fgenesh2_kg.5__2129__AT3G56940.1
OG0007045	Bo8g002500	fgenesh2_kg.1__284__AT1G03550.1
OG0007046	Bo8g102060	fgenesh2_kg.4__11__AT2G20990.1
OG0007047	Bo8g104270, Bo5g025680	fgenesh2_kg.1__2042__AT1G18660.4
OG0007048	Bo5g140070, Bo1g145110	scaffold_300939.1
OG0007049	Bo4g101130, Bo6g078100	fgenesh2_kg.5__2672__AT3G61790.1
OG0007050	Bo1g147390, Bo5g141610	fgenesh2_kg.3__758__AT3G07350.1
OG0007051	Bo9g021950, Bo7g064940	fgenesh2_kg.8__2778__AT5G66440.1
OG0007052	Bo4g200800	fgenesh1_pm.C_scaffold_4002488, scaffold_200376.1
OG0007053	Bo6g067920, Bo8g083480	fgenesh2_kg.5__1809__AT3G54200.1
OG0007054	Bo8g007140, Bo5g007530	Al_scaffold_0001_587
OG0007055	Bo3g018800, Bo2g028660, Bo9g134970	fgenesh2_kg.8__1760__AT5G58320.1
OG0007056	Bo8g092470, Bo6g074570	scaffold_502991.1
OG0007057	Bo4g169330	fgenesh2_kg.558__2__AT2G29410.1, fgenesh1_pg.C_scaffold_4001043
OG0007058	Bo6g087820, Bo6g116750	fgenesh2_kg.2__1596__AT1G73350.2
OG0007059	Bo8g054450, Bo7g113230	fgenesh2_kg.7__1335__AT4G28610.1
OG0007060	Bo4g172960, Bo4g173000, Bo3g024520	fgenesh1_pg.C_scaffold_4001140
OG0007061	Bo9g006170, Bo3g052130	fgenesh2_kg.6__3398__AT4G02980.1
OG0007062	Bo1g005700, Bo7g117920	fgenesh2_kg.7__432__AT4G36380.1
OG0007063	Bo3g165750, Bo1g032010	fgenesh2_kg.7__2001__AT4G22980.1
OG0007064	Bo3g083890	scaffold_303083.1
OG0007065	Bo8g034380, Bo9g055730	scaffold_104145.1
OG0007066	Bo1g155010, Bo9g029000, Bo3g055950, Bo5g150300	fgenesh2_kg.3__246__AT3G02990.1
OG0007067	Bo2g023440, Bo2g023450, Bo3g015520	fgenesh2_kg.6__2157__AT5G21130.1
OG0007068	Bo4g030370, Bo3g031860, Bo4g187090	fgenesh1_pg.C_scaffold_4001838, fgenesh1_pg.C_scaffold_4001844
OG0007069	Bo7g095420, Bo9g011060	scaffold_602751.1
OG0007070	Bo6g042380	fgenesh1_pg.C_scaffold_1003899
OG0007071	Bo8g065380, Bo5g015170	scaffold_101490.1
OG0007072	Bo8g094320	fgenesh2_kg.5__2414__AT3G59550.1
OG0007074	Bo2g056180, Bo6g105240	fgenesh2_kg.2__1013__AT1G67785.1
OG0007075	Bo2g098820, Bo9g003610	fgenesh2_kg.6__3581__AT4G01250.1
OG0007076	Bo1g047810, Bo8g051540	fgenesh2_kg.7__1533__AT4G26965.1
OG0007077	Bo7g119730, Bo3g149370	fgenesh2_kg.7__49__AT4G38520.2
OG0007078	Bo7g009620, Bo3g032580	scaffold_702189.1, fgenesh1_pg.C_scaffold_7001739, scaffold_702190.1, fgenesh1_pg.C_scaffold_7001749
OG0007079	Bo4g200780, Bo01463s040	scaffold_403755.1
OG0007080	Bo2g017830, Bo9g153900	fgenesh2_kg.6__1945__AT5G19280.1
OG0007081	Bo2g001020, Bo3g010490, Bo9g164010, Bo3g001220	fgenesh2_kg.6__17__AT5G01860.1
OG0007082	Bo5g062550, Bo7g043750	scaffold_103352.1, scaffold_70000001.1
OG0007083	Bo8g098480, Bo4g098200	scaffold_503599.1
OG0007084	Bo3g008850, Bo9g169330	scaffold_601285.1
OG0007085	Bo6g065210, Bo4g142110	scaffold_703802.1
OG0007086	Bo3g078570, Bo5g101070	scaffold_302555.1
OG0007087	Bo2g010890, Bo9g169460	fgenesh2_kg.6__1213__AT5G12330.3
OG0007088	Bo1g102280, Bo7g040870	scaffold_302801.1
OG0007089	Bo9g020510, Bo7g064270	fgenesh2_kg.8__2722__AT5G66930.2
OG0007090	Bo8g010910, Bo5g008680	fgenesh1_pg.C_scaffold_1000655
OG0007091	Bo6g022010, Bo1g112360, Bo5g112490	fgenesh2_kg.3__2201__AT3G19820.2
OG0007092	Bo3g002680, Bo9g181300	scaffold_600366.1
OG0007093	Bo6g080380, Bo2g096000, Bo6g125580	fgenesh2_kg.2__2342__AT1G80410.1
OG0007094	Bo4g045400, Bo3g026970	fgenesh2_kg.4__1299__AT2G32970.1
OG0007095	Bo9g021760	fgenesh2_kg.8__2750__AT5G66675.1
OG0007096	Bo5g076460, Bo6g018390	fgenesh1_pg.C_scaffold_1003696
OG0007097	Bo4g136370	fgenesh2_kg.7__3131__AT5G37020.1
OG0007098	Bo8g052780, Bo1g049400	fgenesh2_kg.7__1481__AT4G27470.1
OG0007099	Bo8g068510	fgenesh2_kg.1__2119__AT1G19380.1
OG0007100	Bo3g057320	fgenesh1_pm.C_scaffold_3000316
OG0007101	Bo9g035340, Bo9g035280	scaffold_200134.1
OG0007102	Bo4g197350, Bo4g006970	fgenesh2_kg.4__2903__AT2G46790.1
OG0007103	Bo3g064860, Bo1g139460, Bo5g133520	fgenesh2_kg.3__1291__AT3G12280.1
OG0007104	Bo4g014710, Bo4g191290	fgenesh2_kg.4__2353__AT2G42080.1
OG0007105	Bo3g019120, Bo9g133530	fgenesh2_kg.8__1691__AT5G57790.2
OG0007106	Bo9g141080	fgenesh2_kg.8__1964__AT5G60100.1
OG0007107	Bo9g089690, Bo3g044920	fgenesh2_kg.6__3057__AT4G10790.1
OG0007108	Bo6g118780, Bo2g082130	fgenesh2_kg.2__1712__AT1G74470.1
OG0007109	Bo3g022690, Bo9g111130	scaffold_801813.1
OG0007110	Bo1g006270, Bo3g155700	fgenesh2_kg.7__508__AT4G35730.1
OG0007111	Bo6g062110, Bo00578s060	scaffold_704079.1
OG0007112	Bo3g009090	Al_scaffold_0006_1229
OG0007113	Bo00763s010, Bo3g068840	scaffold_302047.1
OG0007114	Bo5g099940, Bo3g078690	scaffold_302580.1
OG0007115	Bo1g034680, Bo7g108820	fgenesh2_kg.7__1953__AT4G23500.1, Al_scaffold_0004_2272
OG0007116	Bo01326s010, Bo9g013660, Bo25545s010, Bo01326s020, Bo7g096810	fgenesh1_pm.C_scaffold_6001957
OG0007117	Bo2g161240, Bo7g098260	fgenesh2_kg.8__2066__AT5G60970.1
OG0007118	Bo4g030480, Bo9g018200	scaffold_402398.1
OG0007119	Bo9g181780	scaffold_600303.1
OG0007120	Bo1g158910, Bo5g155140	fgenesh2_kg.3__80__AT3G01440.1
OG0007121	Bo8g099430	fgenesh1_pm.C_scaffold_4000363
OG0007122	Bo6g051530	fgenesh2_kg.1__4612__AT1G55890.1
OG0007123	Bo4g190960	fgenesh2_kg.4__2287__AT2G41500.1
OG0007124	Bo7g084090, Bo2g140230	fgenesh2_kg.5__476__AT3G26980.1
OG0007125	Bo9g073080, Bo7g081150	fgenesh1_pm.C_scaffold_5000183
OG0007126	Bo1g005250, Bo3g153760	fgenesh2_kg.7__363__AT4G37130.1
OG0007127	Bo8g106300, Bo5g020470, Bo5g020410	scaffold_101687.1
OG0007128	Bo5g052150, Bo3g141730	scaffold_103093.1
OG0007129	Bo5g061100	fgenesh2_kg.1__3154__AT1G29900.1
OG0007130	Bo8g115390, Bo8g004280	fgenesh2_kg.1__424__AT1G04860.1
OG0007131	Bo6g018520	scaffold_104678.1, fgenesh1_pg.C_scaffold_1003686, scaffold_104676.1, scaffold_104673.1
OG0007132	Bo5g062810, Bo3g148950	fgenesh2_kg.1__3210__AT1G30330.2
OG0007133	Bo5g042680	fgenesh2_kg.1__2697__AT1G26650.1
OG0007135	Bo7g118320, Bo1g005040	fgenesh2_kg.7__342__AT4G36988.1
OG0007136	Bo8g020390, Bo5g071000	scaffold_104273.1
OG0007137	Bo5g004720, Bo8g115470	scaffold_100424.1
OG0007138	Bo5g112380, Bo1g111270	fgenesh2_kg.3__2210__AT3G19910.1
OG0007139	Bo6g107130, Bo6g096000	fgenesh1_pm.C_scaffold_2000914
OG0007140	Bo3g005000	fgenesh2_kg.6__829__AT5G08540.1
OG0007141	Bo3g184760, Bo6g051060	fgenesh2_kg.1__4525__AT1G55160.1
OG0007142	Bo2g137130, Bo1g057320, Bo9g056020, Bo9g056000	fgenesh2_kg.5__276__AT2G03750.1
OG0007143	Bo7g110300, Bo1g040150	fgenesh2_kg.7__1720__AT4G25420.1
OG0007145	Bo8g066960, Bo5g023460	scaffold_101900.1
OG0007146	Bo6g119530, Bo4g015900, Bo1g139180	scaffold_202477.1
OG0007147	Bo4g021310, Bo3g037140	fgenesh2_kg.4__2598__AT2G44150.1
OG0007148	Bo01213s010	fgenesh2_kg.3__2519__AT3G23100.1
OG0007149	Bo7g049740, Bo3g141760	fgenesh2_kg.1__2922__AT1G27630.1
OG0007150	Bo3g027370, Bo4g043580	scaffold_401932.1
OG0007151	Bo5g019580, Bo8g106800	scaffold_101614.1
OG0007152	Bo3g170800, Bo1g008190	fgenesh2_kg.7__783__AT4G33400.1
OG0007153	Bo4g013000	fgenesh1_pm.C_scaffold_4001860
OG0007154	Bo9g108590, Bo9g108570	fgenesh1_pm.C_scaffold_8000989
OG0007155	Bo9g165370, Bo3g010110	fgenesh2_kg.6__1489__AT5G15140.1
OG0007156	Bo5g146980, Bo1g151870	scaffold_300496.1
OG0007157	Bo1g049460	fgenesh2_kg.7__1472__AT4G27540.1
OG0007158	Bo6g101020	fgenesh1_pg.C_scaffold_2000878, scaffold_201374.1
OG0007159	Bo4g075620, Bo4g162550	fgenesh2_kg.4__680__AT2G27230.2
OG0007160	Bo5g055890, Bo3g143380	fgenesh2_kg.1__3007__AT1G28380.1
OG0007161	Bo4g014700, Bo3g035940	fgenesh2_kg.4__2352__AT2G42070.1
OG0007162	Bo6g067170, Bo8g082540	fgenesh2_kg.5__1685__AT3G53180.1
OG0007163	Bo2g056220, Bo14644s010, Bo6g106350, Bo6g106280	fgenesh2_kg.2__1019__AT1G67810.1
OG0007164	Bo2g007340	fgenesh2_kg.6__612__AT5G06680.1
OG0007165	Bo2g013430, Bo9g161590	fgenesh2_kg.6__1710__AT5G17160.1
OG0007166	Bo4g134520	scaffold_402732.1
OG0007167	Bo2g165800, Bo3g103210	fgenesh2_kg.8__2370__AT5G63640.1
OG0007168	Bo4g034910	fgenesh2_kg.53__1__AT2G36240.1, scaffold_402236.1
OG0007169	Bo1g108270, Bo5g104940	fgenesh2_kg.3__2330__AT3G21100.2
OG0007170	Bo2g151530, Bo9g009790, Bo7g092700	scaffold_801317.1
OG0007171	Bo01285s010, Bo7g008410, Bo7g008400	fgenesh1_pg.C_scaffold_3003334
OG0007172	Bo3g017600	fgenesh2_kg.71__1__AT5G60060.1, fgenesh2_kg.8__1960__AT5G60060.1
OG0007173	Bo3g147570, Bo5g062310	Al_scaffold_0001_3073
OG0007174	Bo3g090170, Bo01760s010, Bo7g018690	fgenesh2_kg.3__3500__AT2G16365.2
OG0007175	Bo9g020310	fgenesh2_kg.8__2689__AT5G67270.1
OG0007176	Bo5g003230	fgenesh1_pm.C_scaffold_1000142
OG0007177	Bo7g081980, Bo2g138630	fgenesh2_kg.5__324__AT3G25710.1
OG0007178	Bo9g010930, Bo2g156200, Bo7g095280	fgenesh2_kg.6__2615__AT5G26667.2
OG0007179	Bo8g049560, Bo1g017650	fgenesh2_kg.7__2553__AT4G17570.1
OG0007182	Bo9g143700	fgenesh2_kg.8__2021__AT5G60580.4, scaffold_400841.1
OG0007183	Bo9g109780, Bo2g046150	fgenesh2_kg.8__1194__AT5G53110.1, scaffold_801781.1
OG0007184	Bo5g014720	Al_scaffold_0002_367, scaffold_202986.1
OG0007185	Bo4g001080	fgenesh2_kg.4__3062__AT2G48100.3
OG0007186	Bo7g109000	scaffold_701970.1
OG0007187	Bo8g117340	fgenesh2_kg.1__187__AT1G02740.1
OG0007188	Bo9g152000, Bo3g015140	Al_scaffold_0006_1959
OG0007189	Bo6g018000, Bo00685s060	scaffold_104540.1
OG0007190	Bo3g032290, Bo9g171680	fgenesh2_kg.6__1057__AT5G10920.1
OG0007191	Bo02424s010, Bo4g145730, Bo8g102010	fgenesh2_kg.4__21__AT2G21120.1
OG0007192	Bo2g031330, Bo3g019270	fgenesh2_kg.675__1__AT5G57520.1
OG0007193	Bo3g092380	scaffold_304046.1
OG0007194	Bo5g085290, Bo8g026880	fgenesh2_kg.1__3605__AT1G34780.1
OG0007195	Bo4g154590, Bo8g099810	fgenesh1_pg.C_scaffold_4000352
OG0007196	Bo7g114450, Bo1g013190	scaffold_701180.1
OG0007197	Bo3g013110	fgenesh2_kg.6__1848__AT5G18400.2
OG0007198	Bo6g108530, Bo2g062560	fgenesh2_kg.2__1159__AT1G69010.1
OG0007199	Bo5g110060, Bo2g066780, Bo6g110640	fgenesh2_kg.2__1253__AT1G69970.1
OG0007200	Bo7g117490	Al_scaffold_0001_119, scaffold_402796.1, fgenesh2_kg.7__523__AT4G35560.1
OG0007201	Bo6g112630	fgenesh1_pm.C_scaffold_2001119
OG0007202	Bo6g076450, Bo8g093260	fgenesh1_pm.C_scaffold_5001957
OG0007203	Bo4g165050, Bo4g071900	fgenesh2_kg.4__758__AT2G28110.1
OG0007204	Bo7g107910, Bo8g050210, Bo1g027200	fgenesh2_kg.7__2068__AT4G22320.1
OG0007205	Bo6g121780, Bo6g081830	scaffold_302906.1, fgenesh2_kg.2__2109__AT1G78120.1
OG0007206	Bo4g179250, Bo4g045760	fgenesh2_kg.4__1250__AT2G32180.1
OG0007207	Bo5g117330, Bo3g071670	fgenesh2_kg.3__2068__AT3G18620.1
OG0007208	Bo7g096800, Bo9g012640	fgenesh2_kg.6__2444__AT5G24460.1
OG0007209	Bo4g187230, Bo3g032030	fgenesh2_kg.4__1854__AT2G37880.1
OG0007210	Bo2g149980	fgenesh2_kg.8__726__AT5G48490.1, scaffold_801149.1
OG0007211	Bo7g024150, Bo9g023760	scaffold_303705.1
OG0007212	Bo3g021790, Bo9g119060	fgenesh2_kg.8__1401__AT5G55020.1
OG0007213	Bo1g139550	scaffold_301396.1
OG0007214	Bo9g008410, Bo2g146150	fgenesh2_kg.5__582__AT3G28050.1
OG0007215	Bo2g140590	scaffold_500548.1, fgenesh2_kg.1__3466__AT1G33390.1, scaffold_800519.1
OG0007216	Bo5g008140	fgenesh2_kg.1__705__AT1G07320.2
OG0007217	Bo8g117990, Bo5g001020	fgenesh2_kg.1__67__AT1G01630.1
OG0007218	Bo01109s010, Bo02307s010, Bo05519s010, Bo2g057580	Al_scaffold_0002_1121
OG0007219	Bo8g058960, Bo5g010320	Al_scaffold_0001_957
OG0007220	Bo2g139120, Bo7g082620	fgenesh2_kg.5__391__AT3G26360.1
OG0007221	Bo1g134760	scaffold_301620.1
OG0007222	Bo5g041560, Bo8g076300	scaffold_102812.1
OG0007223	Bo3g109550, Bo1g079020, Bo8g077830	scaffold_501941.1
OG0007224	Bo3g087140, Bo9g022480	scaffold_303557.1, fgenesh1_pg.C_scaffold_3002781
OG0007226	Bo7g087320, Bo2g147830	scaffold_500912.1
OG0007227	Bo9g009610, Bo7g089520	Al_scaffold_0008_1162
OG0007228	Bo3g083720	fgenesh1_pm.C_scaffold_3002205
OG0007230	Bo02454s010, Bo01320s040, Bo5g118550	fgenesh2_kg.3__2045__AT3G18420.1
OG0007231	Bo2g013860, Bo9g159920	scaffold_601827.1
OG0007232	Bo5g136600, Bo1g141070	fgenesh2_kg.3__1179__AT3G11410.1
OG0007233	Bo5g118910	fgenesh2_kg.3__2026__AT3G18270.1
OG0007234	Bo5g010310	fgenesh1_pm.C_scaffold_1000810
OG0007235	Bo5g002600, Bo8g117810	fgenesh2_kg.1__103__AT1G01250.1
OG0007236	Bo2g009960, Bo3g006740	fgenesh1_pm.C_scaffold_6000823
OG0007237	Bo4g073060, Bo4g164940	fgenesh2_kg.4__770__AT2G27980.1
OG0007238	Bo3g032520, Bo4g027270	fgenesh2_kg.4__1919__AT2G38490.1
OG0007239	Bo5g013450, Bo8g109120	fgenesh2_kg.1__1195__AT1G11070.1
OG0007240	Bo1g038950	scaffold_701889.1
OG0007241	Bo8g107560, Bo5g015290	fgenesh2_kg.1__1426__AT1G13190.1
OG0007242	Bo2g051360	scaffold_201198.1, Al_scaffold_0002_1055
OG0007243	Bo3g035860, Bo4g191240	Al_scaffold_0004_2826
OG0007244	Bo8g110920	fgenesh2_kg.1__1036__AT1G09800.1
OG0007245	Bo6g080610, Bo6g124330	fgenesh2_kg.2__2308__AT1G80690.1
OG0007246	Bo4g173030, Bo4g058490	fgenesh1_pg.C_scaffold_4001145
OG0007247	Bo9g008760, Bo2g150030, Bo7g087180	fgenesh2_kg.5__663__AT3G29030.1
OG0007248	Bo4g119990, Bo8g083640	scaffold_502551.1
OG0007249	Bo5g016810, Bo5g098780, Bo8g108120	Al_scaffold_0001_1271
OG0007250	Bo1g057470	fgenesh2_kg.7__2853__AT4G14770.1
OG0007251	Bo7g021110, Bo3g089950	fgenesh2_kg.3__3133__AT2G15860.1
OG0007252	Bo9g032480	fgenesh2_kg.2__47__AT1G64350.1
OG0007253	Bo3g008860, Bo9g169310	Al_scaffold_0006_1178
OG0007254	Bo3g110960, Bo8g077350	fgenesh2_kg.5__1236__AT3G48890.1
OG0007255	Bo1g036990	fgenesh2_kg.7__1936__AT4G23650.1
OG0007256	Bo9g002370, Bo3g054730	fgenesh1_pm.C_scaffold_6002945
OG0007257	Bo1g126120, Bo5g126780	fgenesh2_kg.3__1721__AT3G15660.2
OG0007258	Bo8g076970, Bo3g113400	fgenesh2_kg.5__1198__AT3G48460.1
OG0007259	Bo7g104160	fgenesh1_pm.C_scaffold_9000115
OG0007260	Bo3g034500, Bo4g025850	fgenesh1_pm.C_scaffold_4001729
OG0007261	Bo1g039640, Bo7g109920	scaffold_701818.1
OG0007262	Bo2g161480, Bo7g098860	fgenesh2_kg.8__2143__AT5G61600.1
OG0007263	Bo3g065790, Bo5g131990	fgenesh2_kg.3__1494__AT3G13882.1
OG0007264	Bo8g083060, Bo4g121640, Bo6g067630	scaffold_502472.1
OG0007265	Bo4g183070, Bo3g028140	fgenesh2_kg.4__1531__AT2G35050.1
OG0007266	Bo3g021750, Bo9g119120	fgenesh2_kg.8__1405__AT5G55060.1, scaffold_98900001.1
OG0007267	Bo4g012890	scaffold_402901.1
OG0007268	Bo2g134010	fgenesh1_pg.C_scaffold_5000025, fgenesh2_kg.5__29__AT2G01260.1
OG0007269	Bo3g083660	fgenesh1_pg.C_scaffold_3002400
OG0007270	Bo1g039490	scaffold_701829.1
OG0007271	Bo7g111400, Bo1g048310	fgenesh1_pm.C_scaffold_7001181
