Orthogroup	Brassica_oleracea	Aethionema_arabicum
OG0005831	Bo3g060870, Bo5g143130, Bo1g147670	AA29G00076
OG0005832	Bo5g132010, Bo1g134830	AA26G00101
OG0005833	Bo5g010630, Bo8g059220, Bo8g059230	AA65G00076
OG0005834	Bo7g116270, Bo1g007980	AA100G00005
OG0005835	Bo1g098300, Bo4g086990, Bo1g098290	AA53G00554
OG0005836	Bo9g018750, Bo3g099120	AA4G00277
OG0005837	Bo3g185640, Bo6g035810	AA15G00295
OG0005838	Bo1g055390, Bo7g104000, Bo8g042110	AA18G00154, AA26G00358
OG0005839	Bo9g183530, Bo3g001930	AA19G00292
OG0005840	Bo9g172180	AA44G00298, AA44G00297
OG0005841	Bo2g094640, Bo2g132150, Bo06241s010	AA31G00736
OG0005843	Bo3g003970, Bo9g175900	AA107G00002
OG0005844	Bo6g123710, Bo6g081110	AA31G00788
OG0005845	Bo6g104050	AA134G00014
OG0005847	Bo3g001360	AA19G00419
OG0005848	Bo5g004110, Bo8g002620	AA7G00096
OG0005849	Bo1g117630, Bo3g071490	AA26G00509
OG0005850	Bo2g009310, Bo9g174070	AA44G00213
OG0005851	Bo2g013770, Bo9g160140	AA40G00357
OG0005852	Bo3g052740	AA32G00245
OG0005853	Bo8g095670, Bo6g077470	AA61G00472
OG0005854	Bo8g002690	AA19G00153
OG0005855	Bo2g013130, Bo9g163090, Bo3g012100	AA40G00456
OG0005856	Bo5g079950	AA2G00153
OG0005857	Bo7g077730, Bo7g077060	AA154G00009
OG0005858	Bo8g096130	AA61G00490
OG0005859	Bo1g008730, Bo1g008780, Bo7g115890	AA289G00006
OG0005860	Bo2g095840	AA31G00873
OG0005861	Bo3g021350, Bo9g121040	AA25G00117
OG0005862	Bo4g025640, Bo3g034650	AA29G00277
OG0005863	Bo3g127640, Bo5g019250	AA24G00033
OG0005864	Bo9g172010, Bo3g006670, Bo03342s010	AA4G00274, AA44G00306
OG0005865	Bo3g004040, Bo9g175820, Bo2g007410	AA83G00020
OG0005866	Bo7g096270, Bo2g159050	AA12G00062
OG0005867	Bo2g029110, Bo9g133470	AA44G00615
OG0005868	Bo2g024530, Bo2g024540, Bo9g148110, Bo9g148080	AA8G00299
OG0005870	Bo00956s010, Bo1g091780	AA6G00143
OG0005871	Bo1g119430, Bo3g069000, Bo5g122830	AA26G00433
OG0005872	Bo2g009090, Bo3g004920	AA44G00166
OG0005873	Bo3g001260	AA19G00438
OG0005874	Bo2g011600, Bo9g166320, Bo3g009410	AA40G00675
OG0005875	Bo2g093040	AA31G00192
OG0005876	Bo1g005600	AA30G00159
OG0005877	Bo1g010020, Bo7g115840	AA94G00013
OG0005878	Bo9g163600	AA40G00502
OG0005879	Bo3g162650, Bo1g023980, Bo3g162660, Bo7g107360	AA57G00326
OG0005880	Bo8g066110, Bo5g019780	AA53G00688, AA14G00054
OG0005881	Bo2g074020, Bo6g093030	AA31G00105
OG0005882	Bo1g027230, Bo7g107930	AA57G00440
OG0005883	Bo1g053340	AA88G00017, AA88G00012
OG0005884	Bo3g097710, Bo2g168190, Bo9g018910	AA4G00297
OG0005885	Bo9g171620, Bo2g010170	AA44G00359
OG0005887	Bo7g116590, Bo3g169210	AA118G00048
OG0005888	Bo3g083520, Bo7g033000	AA85G00014
OG0005889	Bo4g195520, Bo4g024620	AA21G00281
OG0005890	Bo6g120430	AA31G00326
OG0005891	Bo1g147860, Bo5g143370	AA29G00047
OG0005892	Bo6g107080, Bo6g096030	AA279G00002
OG0005893	Bo5g001120	AA1G00096
OG0005895	Bo4g142210, Bo6g065270	AA87G00049
OG0005896	Bo1g002960, Bo7g118850, Bo3g152770	AA30G00345
OG0005897	Bo4g190200, Bo3g034970	AA29G00229
OG0005898	Bo9g019070, Bo2g168110, Bo8g004690	AA4G00313
OG0005899	Bo8g081780, Bo7g100830	AA13G00010
OG0005900	Bo3g024370, Bo7g075470, Bo03867s010	AA56G00029
OG0005901	Bo1g020110, Bo3g157480, Bo7g106400	AA57G00167
OG0005902	Bo3g185320, Bo3g185720	AA15G00304
OG0005903	Bo3g146400, Bo5g060990, Bo7g045020	AA54G00393
OG0005904	Bo8g064840, Bo5g016830	AA65G00295
OG0005905	Bo3g127660	AA24G00035
OG0005908	Bo6g116050, Bo6g091390	AA31G00686
OG0005909	Bo8g106550, Bo5g020030	AA14G00073
OG0005911	Bo8g071010, Bo5g034720	AA39G00376
OG0005912	Bo4g001200	AA7G00111, AA21G00488
OG0005913	Bo9g109730, Bo3g022970	AA11G00143
OG0005915	Bo9g163570, Bo2g012900, Bo3g010840	AA40G00499
OG0005916	Bo01074s040, Bo5g034380	AA39G00354
OG0005917	Bo3g059060, Bo5g145160	AA10G00053
OG0005918	Bo3g045340, Bo02313s010	AA3G00023
OG0005919	Bo2g064190, Bo6g109090	AA2G00013
OG0005920	Bo9g151720, Bo2g021950, Bo3g015250	AA8G00168
OG0005921	Bo7g063880	AA8G00004
OG0005922	Bo8g042150, Bo7g104070	AA26G00359, AA18G00157
OG0005923	Bo9g169880, Bo3g007280	AA44G00427
OG0005924	Bo3g068420, Bo1g123440, Bo5g124890	AA26G00350
OG0005925	Bo3g002340	AA19G00238
OG0005926	Bo9g171920	AA31G00138
OG0005928	Bo1g002530, Bo7g119220, Bo3g149940	AA20G00008
OG0005932	Bo7g101290, Bo7g081650, Bo5g118690, Bo2g137230	AA53G00797
OG0005933	Bo9g022360, Bo3g087000	AA264G00001
OG0005934	Bo8g065050, Bo8g092520, Bo5g016590	AA65G00315
OG0005935	Bo6g121950, Bo6g081700, Bo2g093370	AA31G00149
OG0005938	Bo3g061330, Bo5g141380, Bo1g147300	AA29G00138
OG0005939	Bo7g065270, Bo9g058910	AA3G00263
OG0005940	Bo2g050530, Bo2g102040, Bo00626s010	AA41G00035
OG0005943	Bo4g184770, Bo3g028660	AA60G00203
OG0005944	Bo3g024120	AA75G00020, AA75G00021
OG0005945	Bo9g100030	AA41G00042
OG0005946	Bo9g002410, Bo7g118790, Bo3g054690	AA32G00077
OG0005947	Bo7g010200, Bo3g094140	AA33G00138
OG0005949	Bo8g061440, Bo8g108600	AA65G00237
OG0005950	Bo4g052380, Bo4g176000	AA32G00609
OG0005951	Bo2g034320, Bo5g005310, Bo8g115280	AA19G00027
OG0005952	Bo8g050300, Bo1g038940	AA11G00018
OG0005953	Bo3g013440	AA40G00228
OG0005954	Bo3g175310, Bo1g011770	AA102G00249
OG0005955	Bo9g183400, Bo2g002720	AA19G00279
OG0005956	Bo2g133700	AA55G00040
OG0005956	Bo2g025380	AA244G00004
OG0005957	Bo9g148440, Bo2g023950	AA8G00266
OG0005958	Bo8g001230	AA7G00039
OG0005960	Bo5g004150, Bo8g115890	AA7G00094
OG0005961	Bo7g081440	AA53G00775
OG0005962	Bo2g036440, Bo3g021110	AA25G00157, AA25G00158, AA93G00209, AA25G00156
OG0005963	Bo5g152850, Bo3g055440	AA10G00392
OG0005964	Bo7g100580, Bo8g080330	AA13G00037
OG0005965	Bo9g174750, Bo2g008920	AA44G00141
OG0005966	Bo3g184680, Bo6g033210	AA53G01293
OG0005967	Bo8g061380, Bo5g014990	AA65G00223, AA53G00589
OG0005968	Bo3g001920, Bo9g183570	AA19G00296
OG0005969	Bo9g151650, Bo2g022040, Bo3g015280	AA8G00171
OG0005970	Bo3g039870, Bo4g170600	AA32G00726
OG0005972	Bo1g011750, Bo7g114880, Bo3g175290	AA102G00251
OG0005973	Bo00795s110	AA53G01383
OG0005974	Bo9g183170, Bo2g003880	AA19G00260
OG0005975	Bo4g184500, Bo4g184530	AA9G00165
OG0005978	Bo7g098570, Bo9g014570	AA5G00153
OG0005979	Bo1g101230, Bo2g092720, Bo7g038830	AA78G00019
OG0005980	Bo2g011860, Bo3g009800, Bo7g060160	AA40G00652
OG0005981	Bo3g031390, Bo4g031070, Bo4g186460	AA60G00100
OG0005982	Bo3g015670, Bo9g149760	AA8G00242
OG0005983	Bo9g109740, Bo3g022960	AA11G00144
OG0005984	Bo9g149710, Bo2g023700, Bo3g015740, Bo02052s010	AA8G00247
OG0005985	Bo4g186930, Bo4g030560, Bo3g031730	AA60G00029
OG0005986	Bo3g007240, Bo9g169940	AA44G00424
OG0005988	Bo8g084810, Bo4g119800	AA147G00001
OG0005990	Bo2g083920, Bo6g119660, Bo6g086320	AA31G00404
OG0005991	Bo3g021150, Bo9g123680, Bo2g036460	AA25G00155
OG0005992	Bo4g195460, Bo4g024540	AA21G00274
OG0005993	Bo2g160920, Bo9g014140	AA5G00230
OG0005994	Bo4g131050, Bo00805s020	AA37G00015
OG0005995	Bo7g093000, Bo9g010070	AA10G00169
OG0005996	Bo1g080180, Bo8g079010	AA13G00105
OG0005997	Bo8g049470, Bo1g017590	AA57G00022
OG0005998	Bo7g039000, Bo3g081920, Bo1g101270	AA78G00023, AA53G00944
OG0005999	Bo3g099220, Bo00615s020, Bo9g018720	AA4G00268
OG0006000	Bo3g150120, Bo1g002540, Bo7g119200	AA20G00007
OG0006001	Bo8g004170, Bo8g115410, Bo5g004810	AA19G00085
OG0006002	Bo09629s010, Bo6g071060, Bo8g090720	AA61G00102
OG0006004	Bo9g181820, Bo2g004170, Bo3g002510	AA19G00218
OG0006005	Bo4g134690, Bo8g030500, Bo6g056300	AA1035G00001
OG0006006	Bo3g055010, Bo5g154010	AA32G01171
OG0006007	Bo4g040060	AA43G00029
OG0006008	Bo7g098270, Bo9g014430, Bo2g161250	AA5G00179
OG0006009	Bo9g163470, Bo2g012930, Bo3g010860	AA40G00492
OG0006010	Bo5g133430	AA1332G00002
OG0006011	Bo2g002660, Bo9g183490	AA19G00288
OG0006012	Bo9g121130, Bo3g021290	AA25G00128
OG0006013	Bo8g105120, Bo8g066940	AA39G00009
OG0006014	Bo6g069880, Bo8g090330	AA61G00072
OG0006015	Bo3g044450, Bo9g086970	AA31G00092, AA9G00168
OG0006017	Bo3g003710, Bo2g007150	AA105G00035
OG0006019	Bo3g168850, Bo1g007230	AA123G00024, AA45G00012
OG0006020	Bo5g010700, Bo8g059270	AA65G00082
OG0006021	Bo8g105860, Bo8g066580	AA37G00162
OG0006022	Bo8g050310, Bo1g038970, Bo7g109530	AA31G00041
OG0006023	Bo9g134840, Bo2g028700	AA198G00002
OG0006024	Bo3g100470, Bo00615s260, Bo00790s010	AA4G00243
OG0006025	Bo3g106830, Bo9g016340	AA5G00025
OG0006026	Bo8g058040, Bo5g009290	AA1063G00001
OG0006027	Bo7g109350, Bo1g037590	AA54G00229, AA54G00228
OG0006028	Bo2g011370, Bo9g166660	AA172G00008
OG0006029	Bo8g080960, Bo4g125640	AA18G00081
OG0006030	Bo6g022570	AA2G00199
OG0006031	Bo6g029340, Bo6g031250	AA15G00097
OG0006032	Bo3g064790, Bo1g139540, Bo5g133610	AA168G00021
OG0006033	Bo8g016540	AA18G00212, AA18G00213
OG0006034	Bo5g131770	AA26G00120
OG0006035	Bo4g077050	AA32G00934
OG0006037	Bo2g032460, Bo3g019350, Bo9g133060	AA102G00161, AA44G00656
OG0006038	Bo9g026100, Bo7g011350	AA33G00148
OG0006039	Bo3g074600, Bo1g111260, Bo1g088070, Bo5g112370	AA26G00662
OG0006040	Bo4g140260, Bo6g064520	AA87G00117
OG0006041	Bo7g104860, Bo7g104820, Bo1g053030	AA53G00266
OG0006042	Bo6g019800	AA2G00117
OG0006043	Bo5g023580, Bo8g105010, Bo8g067000	AA31G00713
OG0006044	Bo6g121200, Bo6g083390	AA31G00255
OG0006045	Bo4g165290, Bo4g071600	AA32G00873
OG0006046	Bo9g181390, Bo2g005380, Bo2g131490	AA19G00196, AA19G00188
OG0006047	Bo8g059680, Bo8g109230	AA65G00142
OG0006048	Bo9g097300, Bo2g050660	AA23G00085
OG0006049	Bo4g002350	AA21G00500
OG0006050	Bo1g078670	AA96G00157
OG0006052	Bo9g173580, Bo3g005380	AA44G00263
OG0006053	Bo4g112660, Bo6g072400	AA61G00154
OG0006055	Bo8g030160, Bo5g048790, Bo5g089440	AA53G00208
OG0006057	Bo00285s640, Bo9g008070	AA53G00897
OG0006060	Bo5g039950, Bo8g075020	AA38G00065, AA39G00568
OG0006061	Bo5g132830, Bo1g138530, Bo3g065410	AA26G00038
OG0006063	Bo3g009550, Bo3g009520, Bo9g166230	AA40G00667
OG0006064	Bo9g092640, Bo2g108730	AA3G00021
OG0006065	Bo2g085260, Bo6g119790	AA31G00385
OG0006066	Bo9g045350	AA53G00451
OG0006068	Bo1g147230, Bo5g141280	AA29G00152
OG0006069	Bo3g004350, Bo9g175480, Bo2g008640	AA44G00024
OG0006070	Bo3g005530, Bo9g172290, Bo2g009800	AA4G00253, AA44G00289
OG0006072	Bo1g107200, Bo5g102290	AA26G00775
OG0006073	Bo7g014960, Bo3g092250	AA33G00030
OG0006076	Bo3g105810	AA5G00023
OG0006077	Bo1g008290, Bo3g170860, Bo7g116080	AA32G01025
OG0006078	Bo9g176370, Bo3g003820, Bo2g007190	AA119G00007
OG0006079	Bo8g080180	AA13G00043
OG0006080	Bo3g042450	AA20G00085, AA46G00014
OG0006081	Bo1g039350, Bo7g109770	AA131G00052
OG0006082	Bo2g041520, Bo9g118770	AA25G00016
OG0006083	Bo1g117650	AA26G00506
OG0006085	Bo2g055310	AA27G00032
OG0006087	Bo4g034760, Bo4g034690	AA60G00156
OG0006088	Bo2g028520, Bo9g135190, Bo9g135220	AA198G00027
OG0006090	Bo1g034540	AA54G00310
OG0006091	Bo3g071790, Bo1g116120	AA32G01036, AA26G00562
OG0006092	Bo01293s030, Bo1g021630	AA57G00213
OG0006093	Bo4g187390, Bo4g029810, Bo3g032160	AA68G00014
OG0006094	Bo1g155120, Bo5g151450, Bo3g055860	AA10G00330
OG0006095	Bo3g005390, Bo9g173570	AA44G00264
OG0006096	Bo5g123610, Bo1g122970, Bo3g068560	AA26G00381
OG0006097	Bo4g101490	AA61G00480
OG0006099	Bo5g098750	AA26G00815, AA38G00093
OG0006100	Bo9g018740, Bo3g099160, Bo2g168320	AA4G00275
OG0006101	Bo7g041230, Bo5g065570	AA30G00057
OG0006102	Bo8g117370, Bo8g001030	AA7G00013
OG0006104	Bo2g091120, Bo6g083750, Bo2g088760	AA31G00294
OG0006106	Bo7g101100, Bo8g081400	AA102G00063
OG0006107	Bo7g111290	AA32G01112
OG0006108	Bo7g114980, Bo1g011560	AA102G00272, AA102G00268
OG0006109	Bo2g159200, Bo7g096540	AA12G00046
OG0006110	Bo1g003070	AA30G00334
OG0006111	Bo4g059540, Bo1g011730	AA102G00255
OG0006112	Bo1g039360, Bo7g109800	AA131G00051
OG0006113	Bo8g095560, Bo4g103640, Bo6g077350	AA61G00686
OG0006117	Bo5g135130, Bo3g064550	AA52G00057
OG0006118	Bo5g062250, Bo7g044790, Bo3g147550	AA54G00411
OG0006119	Bo9g046630, Bo1g090240	AA65G00079, AA53G00426
OG0006120	Bo3g139870, Bo7g051660, Bo5g043530	AA39G00709
OG0006121	Bo8g106310, Bo5g020400	AA53G00626
OG0006122	Bo9g094240, Bo2g105340	AA57G00461, AA6G00321
OG0006123	Bo1g057490, Bo8g038330	AA87G00244
OG0006125	Bo1g149010, Bo3g060550, Bo5g143590	AA29G00022, AA29G00021
OG0006126	Bo1g118850, Bo5g120040, Bo1g117770	AA26G00492
OG0006127	Bo7g063940, Bo9g020330	AA8G00008
OG0006128	Bo4g151770	AA22G00035
OG0006129	Bo2g019720, Bo2g127200	AA6G00047
OG0006130	Bo8g105450, Bo5g021980	AA37G00096
OG0006131	Bo4g191620, Bo3g036050	AA21G00042
OG0006132	Bo3g044670, Bo2g110390, Bo9g088290	AA3G00108
OG0006134	Bo5g008230	AA90G00066
OG0006135	Bo3g021940	AA32G01114, AA25G00005
OG0006136	Bo2g008720	AA44G00038
OG0006137	Bo9g150150, Bo3g015470, Bo2g023340	AA8G00202
OG0006138	Bo1g153300, Bo1g153400, Bo5g148490	AA10G00203
OG0006139	Bo3g083810, Bo7g031400	AA109G00019, AA69G00012
OG0006140	Bo9g028440, Bo01569s010, Bo9g037360, Bo4g092880	AA53G01426
OG0006141	Bo3g170730, Bo7g116130, Bo1g008170	AA301G00003
OG0006142	Bo6g072800, Bo8g091690	AA61G00185
OG0006143	Bo5g016400, Bo8g107780	AA65G00326
OG0006144	Bo9g135880, Bo2g028250	AA1G00152
OG0006145	Bo4g136570	AA27G00089, AA27G00088, AA27G00101, AA27G00100
OG0006146	Bo3g012110, Bo2g013140, Bo9g163080	AA40G00455
OG0006147	Bo9g046550	AA53G00438
OG0006149	Bo9g177260, Bo2g006900	AA35G00020
OG0006151	Bo8g095680, Bo6g077490	AA61G00474
OG0006153	Bo2g083760, Bo6g086380	AA31G00416
OG0006154	Bo3g065190, Bo5g133060, Bo1g138810	AA26G00011
OG0006156	Bo5g067060, Bo8g032290	AA53G00017, AA53G00016
OG0006157	Bo7g031360, Bo4g133330	AA69G00006
OG0006159	Bo3g103010, Bo9g017860	AA4G00122
OG0006160	Bo1g019590, Bo3g157010, Bo7g106000	AA57G00126
OG0006161	Bo2g007490, Bo9g175070	AA157G00008
OG0006162	Bo2g075140, Bo6g092870, Bo6g114450	AA31G00120
OG0006163	Bo9g166580, Bo2g011470	AA310G00002
OG0006164	Bo8g083560, Bo4g120060	AA491G00007
OG0006165	Bo3g153520, Bo1g004870, Bo7g118470	AA30G00243
OG0006166	Bo5g136950, Bo3g063880	AA35G00045, AA63G00044, AA63G00046
OG0006167	Bo1g039670	AA75G00049
OG0006168	Bo4g045390, Bo4g024120	AA21G00231, AA6G00298
OG0006169	Bo2g013500, Bo9g161470, Bo3g012430	AA40G00385
OG0006170	Bo3g013830, Bo2g018360, Bo9g152440	AA809G00001
OG0006171	Bo1g039440	AA131G00040, AA215G00004
OG0006172	Bo5g027330, Bo8g068440	AA39G00212
OG0006173	Bo9g028120, Bo8g102420, Bo7g003780	AA33G00301
OG0006174	Bo3g066760, Bo5g127190, Bo1g128530	AA26G00248
OG0006175	Bo6g022290	AA2G00155
OG0006176	Bo7g089150, Bo9g009340, Bo2g149820	AA719G00001
OG0006177	Bo8g106030, Bo5g020890, Bo8g066470	AA44G00606
OG0006178	Bo8g110840, Bo5g010420	AA65G00057
OG0006179	Bo4g027100, Bo3g032710, Bo4g187730	AA255G00007
OG0006180	Bo2g023630, Bo3g015600, Bo9g149820	AA8G00234
OG0006181	Bo3g107770, Bo2g164040, Bo9g014920	AA5G00083
OG0006182	Bo4g129610, Bo8g023080	AA78G00020, AA87G00351
OG0006183	Bo7g054190, Bo5g045050	AA39G00627
OG0006184	Bo9g178850, Bo2g006590	AA12G00172
OG0006186	Bo8g010650, Bo4g167890	AA32G00801
OG0006188	Bo9g104890	AA55G00036
OG0006192	Bo2g140420, Bo9g008160	AA53G00917
OG0006193	Bo9g184800, Bo3g001740	AA19G00326, AA19G00327
OG0006195	Bo6g107090, Bo6g096020, Bo2g061080	AA279G00004
OG0006196	Bo1g017920, Bo7g105490, Bo28129s010	AA57G00053
OG0006198	Bo3g081960, Bo7g036480	AA50G00010
OG0006199	Bo6g115800, Bo2g075640	AA39G00027, AA31G00707
OG0006200	Bo5g076300, Bo6g018370	AA2G00088
OG0006201	Bo2g028870, Bo9g134750	AA44G00583
OG0006203	Bo7g117340, Bo1g006540	AA79G00031
OG0006204	Bo3g036450	AA21G00102
OG0006205	Bo9g121170	AA25G00130
OG0006207	Bo9g004000, Bo3g053240	AA32G00188
OG0006208	Bo6g076890, Bo4g105010	AA61G00401
OG0006209	Bo4g112640	AA61G00162
OG0006210	Bo7g104640, Bo8g045780	AA3G00156, AA53G00296
OG0006212	Bo7g099410, Bo8g080060	AA13G00055
OG0006213	Bo5g127450, Bo3g042600, Bo9g164050, Bo1g129750	AA26G00221
OG0006214	Bo5g136990, Bo1g141340	AA63G00041
OG0006215	Bo9g090770, Bo01127s010	AA18G00201
OG0006216	Bo00950s030, Bo3g024710, Bo4g056210	AA32G00653
OG0006217	Bo9g070070, Bo8g106350	AA53G00632
OG0006218	Bo4g025210, Bo4g196040	AA21G00345
OG0006219	Bo2g125690, Bo00418s190, Bo2g125670	AA6G00108
OG0006220	Bo6g108810, Bo2g121120, Bo2g063030	AA47G00023
OG0006221	Bo1g071070, Bo2g092800, Bo6g082100	AA31G00201
OG0006222	Bo6g030590	AA26G00281
OG0006223	Bo3g065140	AA26G00007
OG0006224	Bo2g002550, Bo3g001880	AA19G00301
OG0006225	Bo5g049010	AA53G00223
OG0006226	Bo8g112430, Bo8g055880, Bo5g009040	AA140G00002
OG0006227	Bo01309s020, Bo2g041620, Bo3g022030	AA11G00003
OG0006228	Bo2g076840, Bo6g091480, Bo08693s010, Bo6g115940	AA31G00692
OG0006230	Bo7g066870, Bo9g059440	AA32G00395
OG0006231	Bo9g061070, Bo1g100010, Bo2g125730	AA6G00092, AA57G00227
OG0006232	Bo3g063990, Bo5g136840	AA63G00032
OG0006233	Bo2g004110, Bo9g181940, Bo3g002370	AA19G00232
OG0006234	Bo8g038300, Bo1g057660	AA87G00246
OG0006235	Bo4g125390, Bo7g101510, Bo8g080650	AA18G00051
OG0006236	Bo8g066210, Bo8g106610, Bo5g019950, Bo02954s010	AA14G00068
OG0006237	Bo01279s020, Bo3g014070	AA8G00132
OG0006239	Bo9g035400	AA87G00063, AA53G01351
OG0006241	Bo6g065080, Bo4g142030	AA87G00060
OG0006242	Bo7g059460, Bo5g034260	AA31G00279, AA39G00346
OG0006243	Bo2g166000, Bo3g102770	AA4G00137
OG0006244	Bo6g025980, Bo3g179610	AA2G00175
OG0006245	Bo3g078760, Bo1g105690, Bo5g098810	AA26G00813
OG0006246	Bo7g095880, Bo9g011330, Bo2g158610	AA12G00093
OG0006247	Bo8g067140, Bo8g104890, Bo5g023780	AA39G00046
OG0006248	Bo1g006620	AA79G00015
OG0006250	Bo9g020380, Bo7g063980	AA8G00011
OG0006251	Bo9g169500	AA44G00471
OG0006252	Bo6g122420, Bo2g094830	AA31G00757
OG0006253	Bo6g099270, Bo2g051290	AA53G01170
OG0006254	Bo8g097910, Bo4g098740	AA61G00594
OG0006255	Bo8g077540, Bo3g110850	AA96G00154
OG0006256	Bo8g065410, Bo5g015060	AA53G00823, AA65G00350
OG0006257	Bo1g124830, Bo5g126520, Bo3g068180	AA26G00307
OG0006258	Bo9g027830, Bo7g005590	AA33G00247, AA102G00097
OG0006259	Bo4g159990, Bo8g098950	AA32G01062
OG0006260	Bo6g119970, Bo6g085080	AA31G00366
OG0006261	Bo3g057290, Bo5g148300	AA10G00186
OG0006262	Bo3g064880, Bo1g139440, Bo1g139420	AA168G00003
OG0006263	Bo7g043380, Bo5g064300	AA18G00138, AA30G00022
OG0006264	Bo3g023100, Bo4g158840	AA32G01071
OG0006265	Bo1g006220, Bo7g117620, Bo3g155760	AA30G00103
OG0006266	Bo2g095800	AA31G00870
OG0006267	Bo2g107530, Bo9g093840	AA3G00006
OG0006268	Bo9g169760, Bo3g007350	AA44G00441
OG0006269	Bo7g085900, Bo2g144910	AA53G01017, AA53G01018
OG0006270	Bo9g174790	AA44G00137
OG0006271	Bo5g034450, Bo7g059400	AA39G00351
OG0006273	Bo01279s010, Bo9g152120, Bo3g014080	AA8G00174
OG0006274	Bo3g065930, Bo1g134590	AA15G00159, AA26G00139
OG0006275	Bo01074s050, Bo5g034370	AA31G00268, AA39G00355
OG0006276	Bo8g084900	AA102G00192, AA12G00027, AA102G00193
OG0006277	Bo8g066900, Bo8g105240	AA37G00036
OG0006278	Bo8g104080, Bo5g025830	AA39G00165
OG0006279	Bo9g147040, Bo3g017220, Bo2g024600	AA8G00307
OG0006280	Bo9g126280, Bo3g019690	AA44G00704
OG0006281	Bo7g117410, Bo7g117420	AA40G00176, AA11G00059, AA30G00077, AA30G00072
OG0006282	Bo6g026130, Bo6g042560	AA2G00220
OG0006283	Bo8g107270, Bo5g017800	AA168G00037, AA53G00771
OG0006284	Bo6g092660, Bo2g075420	AA31G00140
OG0006285	Bo1g040630	AA20G00134
OG0006286	Bo7g021330, Bo3g088820	AA123G00066
OG0006287	Bo3g071400, Bo5g121270	AA26G00477
OG0006288	Bo2g165340, Bo2g165330, Bo3g107090, Bo9g015220	AA5G00038
OG0006289	Bo5g141900, Bo3g061010, Bo1g147580	AA29G00094
OG0006289	Bo7g005360	AA317G00001
OG0006290	Bo7g114820, Bo1g011820	AA22G00089, AA102G00235
OG0006291	Bo5g009150, Bo8g056940, Bo00891s030	AA196G00001
OG0006292	Bo8g091500, Bo6g072640	AA61G00177
OG0006294	Bo7g093030, Bo2g151850	AA40G00028
OG0006295	Bo2g013320, Bo9g161740, Bo3g012260	AA40G00415
OG0006296	Bo5g019240, Bo3g127630	AA24G00030, AA94G00010
OG0006297	Bo1g019180, Bo7g105690	AA57G00076
OG0006298	Bo7g040260, Bo1g101610	AA17G00146
OG0006299	Bo5g027930, Bo8g069820, Bo7g062090	AA39G00248
OG0006300	Bo7g106240, Bo3g157300, Bo1g019910	AA57G00153
OG0006301	Bo7g095790, Bo2g158560, Bo9g011300	AA12G00097
OG0006302	Bo3g037060, Bo4g194780	AA21G00171
OG0006303	Bo8g090410, Bo4g115380	AA61G00078
OG0006304	Bo9g133360, Bo9g015120, Bo3g019210	AA44G00624
OG0006305	Bo8g100430, Bo4g151600	AA22G00003, AA30G00217
OG0006307	Bo9g014540, Bo2g161620, Bo7g098530	AA5G00156
OG0006309	Bo3g023420, Bo2g048080	AA55G00047
OG0006310	Bo5g058500, Bo3g143820	AA54G00339
OG0006311	Bo9g171190, Bo3g007030	AA44G00402
OG0006312	Bo2g002470, Bo9g184840	AA43G00107
OG0006313	Bo3g007390, Bo9g169720	AA44G00445
OG0006314	Bo9g017610, Bo3g103590	AA4G00065
OG0006315	Bo4g126970	AA87G00279
OG0006316	Bo3g094150, Bo7g010190	AA33G00137
OG0006317	Bo01108s050, Bo5g024000	AA39G00065
OG0006318	Bo8g097810	AA61G00584
OG0006319	Bo5g050570, Bo8g070020	AA39G00271
OG0006320	Bo4g019790, Bo4g170670	AA21G00127
OG0006321	Bo3g081930, Bo1g101240, Bo7g038960	AA78G00022
OG0006322	Bo4g021180	AA61G00362
OG0006323	Bo1g005280, Bo3g153770	AA30G00209
OG0006324	Bo7g049750, Bo01073s060	AA39G00793
OG0006325	Bo5g131830, Bo1g134710	AA26G00115
OG0006326	Bo8g105410, Bo5g022010	AA37G00092
OG0006327	Bo4g119930, Bo6g068050	AA65G00015
OG0006328	Bo9g164260, Bo3g010220	AA40G00559
OG0006329	Bo1g144020, Bo2g075550, Bo5g137650	AA93G00198
OG0006330	Bo7g078040, Bo2g133760	AA159G00006
OG0006331	Bo4g025500, Bo4g188850	AA29G00265
OG0006332	Bo3g171010, Bo7g115930	AA320G00002
OG0006333	Bo3g009680, Bo9g166060	AA40G00635
OG0006334	Bo4g030090, Bo3g032020	AA204G00006
OG0006335	Bo8g107500, Bo5g015210	AA65G00360, AA53G00814
OG0006336	Bo3g134140	AA77G00003
OG0006337	Bo3g104710, Bo3g104700, Bo9g017550	AA4G00049
OG0006338	Bo4g023810	AA21G00205
OG0006339	Bo2g034310	AA25G00171, AA93G00276, AA93G00270, AA52G00047, AA52G00045
OG0006340	Bo4g071620	AA32G00876
OG0006341	Bo4g043770, Bo3g027250	AA19G00103, AA32G00453
OG0006342	Bo8g094960, Bo6g076840	AA61G00387
OG0006343	Bo9g028160, Bo8g102410, Bo7g003710	AA33G00302
OG0006344	Bo3g175830	AA102G00137
OG0006345	Bo1g120540, Bo5g123050	AA26G00426
OG0006347	Bo3g101220, Bo9g018140	AA4G00191
OG0006348	Bo3g010550, Bo2g012730	AA40G00530
OG0006349	Bo2g092510, Bo1g049520	AA31G00238
OG0006351	Bo7g114140, Bo3g175820	AA102G00141
