Orthogroup	Brassica_rapa	Arabidopsis_halleri
OG0005905	Bra002007, Bra034991	g25498, g18588
OG0005906	Bra014476	g05552
OG0005907	Bra033686	g17583
OG0005908	Bra016047, Bra003874	g04018
OG0005909	Bra026804, Bra026188	g10108
OG0005911	Bra016409, Bra017943	g13387
OG0005912	Bra004444	g09563
OG0005913	Bra029100	g23003
OG0005915	Bra008655, Bra023549, Bra006337	g00168
OG0005916	Bra016420, Bra017918	g13415
OG0005917	Bra001159, Bra039418	g06344
OG0005918	Bra000747, Bra033142, Bra035276	g20695
OG0005919	Bra007866, Bra004395	g21556, g28196
OG0005920	Bra006567	g12054
OG0005921	Bra012146	g07311
OG0005922	Bra038062, Bra012758	g20217
OG0005923	Bra008938, Bra023341, Bra006117	g10648
OG0005924	Bra001633, Bra021181, Bra022163	g06563
OG0005925	Bra005764, Bra009529, Bra028835	g15859
OG0005926	Bra009019, Bra009020	g10526
OG0005927	Bra000867, Bra036244, Bra018532	g27629
OG0005928	Bra011862, Bra033615, Bra010684	g02821
OG0005929	Bra013502, Bra020886, Bra038786	g05238
OG0005930	Bra004040, Bra033947, Bra004298	g14765
OG0005931	Bra019533	g16668, g31025
OG0005932	Bra025138	g23557
OG0005933	Bra037201, Bra013154	g30086
OG0005934	Bra016752, Bra019792	g04785
OG0005935	Bra035028, Bra008356	g01394
OG0005936	Bra023298	g28585, g27656
OG0005937	Bra021997	g30755
OG0005938	Bra001257, Bra029657, Bra040014	g11810
OG0005939	Bra033669, Bra027475	g23751
OG0005940	Bra022543, Bra015198, Bra015197, Bra015196	g08421, g08422
OG0005941	Bra001910, Bra014944, Bra023729	g27155
OG0005942	Bra005582, Bra021778, Bra022883	g03111
OG0005943	Bra017282, Bra023040	g03490
OG0005944	Bra022762	g08473
OG0005945	Bra035732	g08430, g08432
OG0005946	Bra037348, Bra017857, Bra000966	g19792
OG0005947	Bra039613, Bra024470	g21980
OG0005948	Bra005468, Bra022957, Bra022958	g03288
OG0005949	Bra016806, Bra019723, Bra031788	g04895
OG0005950	Bra018263, Bra021707	g25775
OG0005951	Bra015397, Bra032481	g31868
OG0005952	Bra010491, Bra013797	g10385
OG0005954	Bra010264, Bra011235	g14209, g00899
OG0005955	Bra009568, Bra028864, Bra002688	g19429
OG0005956	Bra020285	g10977
OG0005957	Bra002413, Bra006627, Bra020194	g11921
OG0005958	Bra030516	g01920, g01910, g01912
OG0005959	Bra023748	g30928, g30930
OG0005960	Bra030545, Bra015272, Bra032540	g31792, g02013
OG0005961	Bra026544, Bra025125	g23573, g23576
OG0005962	Bra035612, Bra028940	g23453
OG0005963	Bra039157, Bra001031	g02563
OG0005964	Bra012883, Bra036854	g14946
OG0005965	Bra009324, Bra028671	g23825, g26024
OG0005966	Bra030888, Bra037978	g24860
OG0005967	Bra016815, Bra019832	g04907
OG0005968	Bra005727, Bra009585	g19453
OG0005969	Bra020120, Bra006570	g12048
OG0005970	Bra000469, Bra021598	g24270
OG0005971	Bra033559	g02703
OG0005972	Bra011236	g00897
OG0005973	Bra026998	g04797, g18707
OG0005974	Bra009549, Bra005741	g19389
OG0005975	Bra017304	g06924
OG0005976	Bra036987, Bra036984	g00572, g18687
OG0005978	Bra012964, Bra035933	g10811
OG0005979	Bra014989	g24033
OG0005980	Bra023466, Bra006255	g19252
OG0005981	Bra023085, Bra005234, Bra017218	g03596
OG0005982	Bra006605, Bra037866, Bra002384	g11977
OG0005983	Bra003086, Bra029099	g23004
OG0005984	Bra002388, Bra020171	g11971
OG0005985	Bra017187, Bra005195, Bra000001	g03673
OG0005986	Bra006113, Bra008941	g10642
OG0005987	Bra020317	g11014
OG0005988	Bra007086, Bra014802	g11484
OG0005989	Bra037811, Bra031867, Bra024376	g07434
OG0005990	Bra008200, Bra015840, Bra003752	g01090
OG0005991	Bra028942, Bra002832, Bra035610	g23459
OG0005992	Bra040315, Bra004902	g09814
OG0005993	Bra029371, Bra009681, Bra026498	g27752
OG0005994	Bra032708, Bra040341	g20004
OG0005996	Bra029968	g22281
OG0005997	Bra021048, Bra021047, Bra040159	g17117
OG0005998	Bra014985, Bra001922, Bra028346	g07823
OG0005999	Bra024383, Bra031858, Bra037817	g07424
OG0006000	Bra010683, Bra011861, Bra033616	g02822
OG0006001	Bra030583, Bra032494, Bra015341	g02101
OG0006002	Bra003236, Bra007234	g21238
OG0006003	Bra039702, Bra037958	g26928, g24895
OG0006004	Bra009518, Bra028824, Bra005777	g15826
OG0006005	Bra035393, Bra035531, Bra039484	g16349
OG0006006	Bra000996, Bra040546	g02649
OG0006007	Bra021901, Bra005439	g03326
OG0006008	Bra012989, Bra035946, Bra029343	g10853
OG0006009	Bra008645, Bra023552, Bra006339	g00161
OG0006010	Bra038725, Bra034755	g26583, g05782, g05785
OG0006011	Bra028868, Bra009578	g19440
OG0006012	Bra002866, Bra035597, Bra028953	g09229
OG0006013	Bra026690, Bra040984, Bra016620	g09886
OG0006014	Bra003224, Bra007203	g11630
OG0006015	Bra000694, Bra037888	g18590
OG0006017	Bra005880, Bra028741	g15537
OG0006019	Bra034629, Bra011538	g00480
OG0006020	Bra019951, Bra018450	g05085
OG0006021	Bra026745, Bra026099, Bra016650	g10000
OG0006022	Bra010490, Bra013802	g10378
OG0006023	Bra002667, Bra020379	g16920
OG0006024	Bra031880, Bra024358	g07454
OG0006025	Bra038595, Bra035871	g12297
OG0006026	Bra030743, Bra018598	g18221
OG0006027	Bra019244, Bra013767	g10411
OG0006028	Bra023421, Bra008818	g19342
OG0006029	Bra006899, Bra033457	g28336
OG0006030	Bra018877	g25572
OG0006031	Bra038109, Bra039659	g15056
OG0006032	Bra034771	g05814
OG0006033	Bra014100	g17472
OG0006034	Bra027378	g06878
OG0006035	Bra012035	g26197
OG0006036	Bra032075, Bra032077	g08884
OG0006037	Bra020450, Bra006825, Bra002737	g16817
OG0006038	Bra039623	g02900, g24939
OG0006039	Bra001766, Bra038242, Bra022468	g28979
OG0006040	Bra025570, Bra028461	g28032
OG0006041	Bra012684, Bra012687, Bra040107	g17166
OG0006042	Bra018824	g16051, g32218
OG0006043	Bra025991, Bra026678, Bra016614	g09869
OG0006044	Bra015682, Bra019757, Bra003689	g01279
OG0006045	Bra035704, Bra011953	g07104
OG0006046	Bra028803, Bra022066	g15777
OG0006047	Bra018420, Bra019898, Bra031745	g05017
OG0006048	Bra035719, Bra022530	g08462
OG0006049	Bra000460, Bra004434	g09550
OG0006050	Bra029935	g16771
OG0006051	Bra038499, Bra040746	g20817, g17204
OG0006052	Bra009065, Bra028605, Bra006042	g19177
OG0006053	Bra007282, Bra014663, Bra003253	g31325, g21162
OG0006054	Bra001475, Bra039351, Bra034721	g05742
OG0006055	Bra035512, Bra033846	g25094, g16038
OG0006057	Bra032962, Bra039103	g20487
OG0006058	Bra000406	g23137, g30897, g09616, g09743, g15145
OG0006060	Bra024628, Bra016327	g13608
OG0006061	Bra034698, Bra001493, Bra039377	g05696
OG0006063	Bra006232, Bra008786	g19295
OG0006064	Bra035211	g20704
OG0006065	Bra008216, Bra015826	g01113
OG0006066	Bra027827	g26666
OG0006068	Bra040021, Bra029667	g31877
OG0006069	Bra005935, Bra009263, Bra028697	g23895
OG0006070	Bra006055, Bra009044, Bra028593	g10493
OG0006071	Bra020078, Bra006528, Bra002278	g12172
OG0006072	Bra023893, Bra031267	g11224
OG0006073	Bra002021, Bra009660	g30030
OG0006075	Bra005739, Bra036503	g25799
OG0006076	Bra038601	g12303
OG0006077	Bra011430, Bra034554, Bra037012	g00629
OG0006078	Bra009178, Bra005888, Bra028737	g15551
OG0006079	Bra041065, Bra041074	g14955
OG0006080	Bra000588	g23898
OG0006081	Bra013838, Bra019207	g10339
OG0006082	Bra022744, Bra002956	g09359
OG0006083	Bra037588	g21586
OG0006085	Bra034033	g23317, g23316
OG0006086	Bra003672	g01329
OG0006087	Bra005272, Bra040845	g03539, g18301
OG0006088	Bra020365, Bra002644, Bra002642	g16956
OG0006089	Bra013423, Bra012532	g15476
OG0006090	Bra020819, Bra013690	g14311
OG0006091	Bra001725, Bra037555	g31875
OG0006092	Bra020960, Bra013401	g15451
OG0006093	Bra017138, Bra005139, Bra000038	g18350, g17126
OG0006094	Bra021409, Bra040604, Bra001066	g02483
OG0006095	Bra006043, Bra009064	g19178
OG0006096	Bra001644, Bra022184, Bra021209	g16236
OG0006097	Bra014449	g05505
OG0006098	Bra014769, Bra018350, Bra022967, Bra005444	g03317
OG0006099	Bra001844, Bra031305	g11281
OG0006100	Bra024389, Bra031856	g07418
OG0006101	Bra039872, Bra014895, Bra023149	g18832
OG0006102	Bra032591, Bra030507	g01874
OG0006103	Bra010597, Bra011758	g02978
OG0006104	Bra008273, Bra003708	g01230
OG0006106	Bra012843, Bra036782	g14860
OG0006107	Bra026368	g04545
OG0006107	Bra019063	g04544
OG0006108	Bra024022, Bra011249	g00878
OG0006109	Bra020471, Bra009793	g14175
OG0006111	Bra011238	g00893, g26680
OG0006112	Bra013839, Bra019206	g10338
OG0006113	Bra003429	g05537
OG0006115	Bra040733	g30853
OG0006116	Bra007328, Bra003283, Bra014623	g16649
OG0006117	Bra034810, Bra001421	g05858
OG0006118	Bra032354, Bra030187, Bra010802	g26314
OG0006119	Bra027849, Bra035435	g25150
OG0006120	Bra010982, Bra012490, Bra024770	g32127, g32219
OG0006121	Bra026788, Bra026172	g10086
OG0006122	Bra029444, Bra033116	g27667
OG0006123	Bra036898, Bra039715	g20113
OG0006125	Bra040225, Bra001195, Bra020756	g06436
OG0006126	Bra022294, Bra021302	g21565
OG0006127	Bra012144, Bra037122	g07307
OG0006128	Bra032153	g08718
OG0006129	Bra021978	g07580
OG0006130	Bra026716, Bra026042	g09940
OG0006131	Bra000260	g17330
OG0006132	Bra000708, Bra037913	g25354
OG0006133	Bra008270, Bra003711, Bra015726	g01219
OG0006134	Bra015581, Bra030685	g02406, g02407
OG0006135	Bra002964, Bra022738, Bra029011	g09370
OG0006136	Bra028688	g23876
OG0006137	Bra002348, Bra006588, Bra020141	g12021
OG0006138	Bra036421, Bra038376, Bra031958	g06137
OG0006139	Bra013232, Bra015098	g28248
OG0006140	Bra036661, Bra027048	g17826
OG0006141	Bra034561, Bra037007, Bra011438	g00609
OG0006142	Bra007316	g31322, g32128
OG0006143	Bra019801, Bra026942	g04773
OG0006145	Bra028125	g20587
OG0006146	Bra023570, Bra008613	g00115
OG0006147	Bra027840	g25165, g25160
OG0006148	Bra026932, Bra008367	g11903, g04680
OG0006149	Bra009100, Bra028764	g26040
OG0006150	Bra021007, Bra013319, Bra012592, Bra012593	g15330
OG0006151	Bra007577, Bra003440	g05509, g05511
OG0006152	Bra000471, Bra018364	g06925, g06923
OG0006153	Bra008192, Bra003755	g01079
OG0006154	Bra001476, Bra034720, Bra039352	g05741
OG0006155	Bra002783, Bra002784, Bra002782, Bra006846, Bra006847	g24116
OG0006156	Bra023195, Bra038426	g27583
OG0006157	Bra015100, Bra032686, Bra027610	g28250
OG0006158	Bra000564, Bra007836, Bra007840	g08885
OG0006159	Bra029198, Bra037755	g12400
OG0006160	Bra013309, Bra012596	g15321, g16439
OG0006161	Bra028710, Bra019091, Bra009299	g15641
OG0006162	Bra003904, Bra016097	g03946
OG0006163	Bra008810, Bra023428	g19332
OG0006164	Bra007062, Bra014824	g11448
OG0006165	Bra010595, Bra011753, Bra017815	g02987
OG0006166	Bra029887, Bra034157	g05945
OG0006167	Bra013861, Bra022747	g08451
OG0006168	Bra005538, Bra004871	g28038
OG0006169	Bra023603, Bra008569, Bra006391	g00048
OG0006170	Bra006518, Bra020063, Bra002262	g12150
OG0006171	Bra013847	g10330
OG0006172	Bra025726, Bra016512	g13919
OG0006173	Bra036689, Bra031114, Bra036459	g20862
OG0006174	Bra001591, Bra027252, Bra021105	g06701
OG0006175	Bra018856	g25622
OG0006176	Bra037498, Bra036180, Bra020708	g15892
OG0006177	Bra026131, Bra016659	g10036
OG0006178	Bra031692, Bra019972	g05120
OG0006179	Bra005090	g18425
OG0006180	Bra020162, Bra006599, Bra002377	g11984
OG0006181	Bra010072, Bra029269, Bra035898	g12219
OG0006182	Bra032742, Bra013993	g21351
OG0006183	Bra012443, Bra024689	g08065
OG0006184	Bra009445, Bra028786	g15725
OG0006185	Bra015794, Bra015793	g22844
OG0006186	Bra035660	g07021
OG0006188	Bra018189, Bra028296	g08296, g31616
OG0006189	Bra015932	g00953
OG0006191	Bra008765	g19263
OG0006192	Bra032984, Bra039091	g20513
OG0006193	Bra009612, Bra005708	g19490
OG0006194	Bra022617, Bra029101, Bra003098	g08216
OG0006195	Bra004323, Bra004027, Bra038364	g14728
OG0006196	Bra013257, Bra012638	g22655
OG0006197	Bra004041, Bra033948, Bra004297	g14768
OG0006198	Bra001926, Bra015012	g29228, g30130
OG0006199	Bra016067, Bra008028	g03987
OG0006200	Bra040662, Bra018794	g15243
OG0006201	Bra020394, Bra002675	g16900
OG0006202	Bra006601, Bra002381, Bra020163, Bra020164	g11982
OG0006203	Bra017708	g00382
OG0006204	Bra000294	g17981
OG0006205	Bra002861	g09218, g09227
OG0006206	Bra033167	g29101, g29098
OG0006207	Bra037412, Bra000927	g19712, g08843
OG0006208	Bra003409, Bra014492	g05584
OG0006209	Bra007285, Bra003257, Bra014661	g21157
OG0006210	Bra038495, Bra012697, Bra040745	g17209
OG0006211	Bra035952, Bra012997, Bra029347	g10862
OG0006212	Bra012894, Bra036095	g14980
OG0006213	Bra027278	g06732
OG0006214	Bra029882, Bra034156	g16244, g06515, g05948
OG0006215	Bra035271	g27063
OG0006216	Bra021640, Bra022806, Bra033114	g30012
OG0006217	Bra017448	g14533
OG0006218	Bra004960, Bra039291	g09724
OG0006219	Bra039530	g28493
OG0006220	Bra004377, Bra038309	g25215
OG0006221	Bra003674	g01327
OG0006222	Bra018978	g15123
OG0006223	Bra034728, Bra001471	g05750
OG0006224	Bra028874, Bra005724	g19457
OG0006225	Bra023262	g16016
OG0006226	Bra031631, Bra030731, Bra018620	g18249
OG0006227	Bra002974, Bra029018	g09378
OG0006228	Bra008035, Bra003878, Bra016054	g04007
OG0006230	Bra033707, Bra027517	g17530
OG0006231	Bra027588, Bra028364, Bra039533	g31399
OG0006232	Bra001390, Bra034865	g05932
OG0006233	Bra028831, Bra009525, Bra005766	g15848
OG0006234	Bra036896	g31569, g20112
OG0006235	Bra033430, Bra012803, Bra006925	g28368
OG0006236	Bra016682, Bra026810, Bra026194	g10116
OG0006237	Bra020089, Bra006546	g12098, g25741
OG0006238	Bra014423	g05426
OG0006239	Bra027792	g22942
OG0006240	Bra033665	g23763
OG0006241	Bra028494, Bra025504	g22447
OG0006242	Bra012277, Bra017906	g13433
OG0006243	Bra031939, Bra024259	g12419, g18309
OG0006244	Bra018908, Bra014264	g18409
OG0006245	Bra001842, Bra023864, Bra031300	g11279
OG0006246	Bra009846, Bra020504	g14092
OG0006247	Bra016604, Bra030986, Bra025977	g09848
OG0006248	Bra002465	g32081
OG0006248	Bra011598	g10891
OG0006249	Bra023122	g18804
OG0006250	Bra037124, Bra012140	g07304
OG0006251	Bra006151, Bra032074, Bra008902	g10698
OG0006252	Bra035076, Bra008386	g01454
OG0006253	Bra022480	g08515
OG0006254	Bra007687, Bra003501	g05333
OG0006255	Bra018008	g16765
OG0006256	Bra016732, Bra019827	g04728
OG0006257	Bra027196, Bra001618, Bra019290	g06622
OG0006258	Bra036711, Bra039011	g20928
OG0006259	Bra034288, Bra007776	g29248
OG0006260	Bra015802, Bra003736	g01139
OG0006261	Bra040204	g06170
OG0006262	Bra001448, Bra033403, Bra038708	g05801
OG0006263	Bra026229, Bra023118	g18803
OG0006264	Bra029108, Bra034277	g31148
OG0006265	Bra017730, Bra010512	g00330
OG0006266	Bra035168, Bra008457, Bra008453	g01588
OG0006267	Bra033126, Bra014870	g26574
OG0006269	Bra025298, Bra039069, Bra033023	g28192
OG0006270	Bra009320	g23831
OG0006271	Bra017920, Bra012282	g13412
OG0006272	Bra030446, Bra014272	g21907, g21908
OG0006273	Bra002280, Bra006547	g12097
OG0006274	Bra021534, Bra021536	g06832
OG0006275	Bra016421, Bra017916	g13418
OG0006276	Bra014791, Bra007094	g11495
OG0006277	Bra026016, Bra016624, Bra026698	g09899
OG0006278	Bra031048, Bra025683	g31444, g13971
OG0006279	Bra002450, Bra020229	g10872
OG0006280	Bra002793	g24096
OG0006281	Bra017714, Bra017715	g00367
OG0006282	Bra018921, Bra030432	g21943
OG0006283	Bra026891, Bra019706	g04686
OG0006284	Bra003891, Bra008013	g03970
OG0006285	Bra013929	g02688
OG0006286	Bra015231, Bra013098	g14285
OG0006287	Bra001697, Bra022277	g21547
OG0006288	Bra029244, Bra029245, Bra035879	g12282
OG0006290	Bra024038, Bra011228	g00913
OG0006291	Bra030737	g18235
OG0006292	Bra007303, Bra003267	g21134
OG0006293	Bra033036, Bra005800, Bra009468	g15752
OG0006294	Bra010010, Bra020620	g29192
OG0006295	Bra023585, Bra008589, Bra006373	g00085
OG0006296	Bra034988	g29297
OG0006297	Bra013279, Bra013278, Bra013277, Bra012623	g22625
OG0006298	Bra014967, Bra028325	g27173
OG0006299	Bra016492, Bra012190	g13864
OG0006300	Bra012579, Bra020992, Bra013346	g15359
OG0006301	Bra009854, Bra020508, Bra036546	g14079
OG0006302	Bra037670	g18079
OG0006303	Bra007208, Bra014712	g11638
OG0006304	Bra002712	g16854
OG0006305	Bra039201, Bra032167	g08692
OG0006306	Bra034369	g27210
OG0006307	Bra035935, Bra012967	g10815
OG0006308	Bra000439, Bra040473, Bra004480	g09620
OG0006309	Bra029142, Bra022577	g08311
OG0006310	Bra032295, Bra010844	g13071
OG0006311	Bra036545, Bra008959, Bra006097	g10612
OG0006312	Bra028882, Bra009615	g04843, g19494
OG0006313	Bra023353, Bra006135	g10670
OG0006314	Bra035848, Bra038624, Bra038622	g12339
OG0006316	Bra039612, Bra024469	g21982
OG0006317	Bra025955	g25924
OG0006318	Bra007676	g05350
OG0006319	Bra025799, Bra016474	g13560
OG0006320	Bra036023	g24210, g18010
OG0006321	Bra001923, Bra028348, Bra014987	g24025
OG0006322	Bra004795	g18072
OG0006323	Bra011720, Bra017795, Bra010581	g03027
OG0006325	Bra027381, Bra021523	g06855
OG0006326	Bra026714, Bra026039	g09935
OG0006327	Bra003186, Bra014814, Bra003183	g11466
OG0006328	Bra008708, Bra006295	g00239
OG0006329	Bra029827	g06025
OG0006330	Bra024905, Bra014342	g14495
OG0006331	Bra004984, Bra017026	g12588
OG0006332	Bra034542, Bra037033	g00662
OG0006333	Bra006244, Bra008771	g19274
OG0006335	Bra026917, Bra019821	g04742
OG0006336	Bra018175	g27693
OG0006337	Bra038610, Bra038611, Bra035853	g12321
OG0006338	Bra004841	g18132
OG0006339	Bra035619, Bra035620	g23426
OG0006340	Bra011955	g07108
OG0006341	Bra005502, Bra022935	g03235
OG0006342	Bra007515, Bra003404	g05609
OG0006343	Bra036687, Bra031115, Bra036461	g25864
OG0006344	Bra010309	g04228
OG0006345	Bra021254, Bra022217	g16161
OG0006346	Bra012784	g20279
OG0006347	Bra024306, Bra031915, Bra037779	g07537
OG0006348	Bra006316, Bra023532	g00206
OG0006349	Bra026332	g01297
OG0006350	Bra008201, Bra003751, Bra015839	g01091
OG0006351	Bra024113, Bra010308	g04224
OG0006352	Bra000420, Bra004545	g09695
OG0006353	Bra003419, Bra007542	g31741
OG0006354	Bra010774, Bra032384	g23728
OG0006355	Bra009588, Bra005725, Bra028872	g19455
OG0006356	Bra034766, Bra038706, Bra001444	g05805
OG0006357	Bra038067, Bra033510, Bra012765	g20229
OG0006358	Bra007742	g30184
OG0006359	Bra000710, Bra033181	g25346
OG0006360	Bra025835, Bra016457	g13503, g13505
OG0006361	Bra008291, Bra015695	g01266
OG0006362	Bra025777, Bra016490	g13862
OG0006363	Bra022337	g21611
OG0006364	Bra014089	g19039
OG0006365	Bra020574, Bra009942	g17910
OG0006366	Bra030727, Bra031627	g18256
OG0006367	Bra005496, Bra022938	g31761
OG0006368	Bra026265, Bra010373	g04418
OG0006369	Bra032472, Bra015409, Bra030610, Bra030609	g02163
OG0006370	Bra012496, Bra010975	g08186
OG0006371	Bra016664, Bra026142, Bra026772	g10047
OG0006372	Bra022992, Bra005390	g03372
OG0006374	Bra013716, Bra010538	g10468
OG0006375	Bra033334, Bra032592	g01867
OG0006376	Bra025200, Bra032929	g20728
OG0006377	Bra022941	g03241
OG0006378	Bra036152, Bra037436	g25086
OG0006379	Bra029088, Bra003073, Bra022638	g23021
OG0006380	Bra035427	g30667
OG0006381	Bra025398, Bra033101, Bra017978, Bra036214	g24179
OG0006382	Bra030946, Bra038116	g15041
OG0006383	Bra008945, Bra022476, Bra002026, Bra004115	g08525
OG0006384	Bra028661	g23800, g30315
OG0006385	Bra009633, Bra005694	g19521
OG0006386	Bra014792, Bra007093	g11494
OG0006387	Bra016455, Bra012247, Bra025842	g13490
OG0006388	Bra017530	g07737, g31819
OG0006389	Bra024658, Bra012411, Bra012421	g29554, g08004
OG0006390	Bra003567, Bra008472, Bra035181	g01608
OG0006391	Bra035357, Bra022485	g27818
OG0006392	Bra005091, Bra017110, Bra000081	g18423
OG0006393	Bra013188, Bra025023	g22456
OG0006394	Bra009157, Bra005873	g15522
OG0006395	Bra002769, Bra020718, Bra006838	g24133
OG0006396	Bra014903, Bra023161, Bra038411	g27536
OG0006397	Bra032960, Bra025233	g20789
OG0006398	Bra037694	g18034
OG0006399	Bra004748, Bra037732, Bra000291	g17978
OG0006400	Bra035050, Bra008370	g01419
OG0006401	Bra012032, Bra000521, Bra034329	g26184
OG0006402	Bra030746, Bra018593, Bra031647	g18213
OG0006403	Bra005026	g12526
OG0006404	Bra027850, Bra027853, Bra027852	g27058
OG0006405	Bra037989, Bra011908, Bra030872	g27942
OG0006406	Bra000241	g16650
OG0006407	Bra025373, Bra033079	g08604
OG0006408	Bra007056	g11441
OG0006409	Bra014859, Bra007031, Bra003157	g11395
OG0006410	Bra014402, Bra007670	g05364
OG0006411	Bra006540	g12107
OG0006412	Bra017269	g03501
OG0006413	Bra025430, Bra028191, Bra028413	g25050
OG0006414	Bra021715	g07881
OG0006415	Bra010859	g13016
OG0006416	Bra036836, Bra012868	g14916
OG0006417	Bra017987, Bra029950, Bra019594	g16803
OG0006418	Bra024287, Bra037775	g07560
OG0006419	Bra035640, Bra002777	g24125
OG0006420	Bra000400, Bra039321	g09835, g09767
OG0006421	Bra004930, Bra000396	g09773
OG0006422	Bra003460, Bra032209, Bra007619	g05446
OG0006423	Bra024009, Bra012134	g07296
