Orthogroup	Brassica_rapa	Boechera_stricta
OG0006136	Bra028688	Bostr.13129s0202.1.p, Bostr.20524s0001.1.p
OG0006137	Bra002348, Bra006588, Bra020141	Bostr.26527s0112.1.p
OG0006138	Bra036421, Bra038376, Bra031958	Bostr.2570s0312.1.p
OG0006139	Bra013232, Bra015098	Bostr.0561s0001.1.p
OG0006140	Bra036661, Bra027048	Bostr.22157s0098.1.p
OG0006141	Bra034561, Bra037007, Bra011438	Bostr.7867s1188.1.p
OG0006142	Bra007316	Bostr.20505s0017.1.p
OG0006143	Bra019801, Bra026942	Bostr.13671s0153.1.p
OG0006144	Bra002603, Bra020342	Bostr.5763s0046.1.p
OG0006145	Bra028125	Bostr.9638s0072.1.p
OG0006146	Bra023570, Bra008613	Bostr.2902s0392.1.p
OG0006147	Bra027840	Bostr.10040s0275.1.p, Bostr.10040s0280.1.p
OG0006148	Bra026932, Bra008367	Bostr.13671s0074.1.p
OG0006149	Bra009100, Bra028764	Bostr.13129s0439.1.p
OG0006150	Bra021007, Bra013319, Bra012592, Bra012593	Bostr.30275s0326.1.p
OG0006151	Bra007577, Bra003440	Bostr.13158s0106.1.p
OG0006152	Bra000471, Bra018364	Bostr.29246s0036.1.p, Bostr.29246s0035.1.p
OG0006153	Bra008192, Bra003755	Bostr.3288s0189.1.p
OG0006154	Bra001476, Bra034720, Bra039352	Bostr.3640s0063.1.p
OG0006156	Bra023195, Bra038426	Bostr.15697s0463.1.p
OG0006157	Bra015100, Bra032686, Bra027610	Bostr.19424s0122.1.p
OG0006158	Bra000564, Bra007836, Bra007840	Bostr.27895s0014.1.p, Bostr.27895s0013.1.p
OG0006159	Bra029198, Bra037755	Bostr.0568s0421.1.p
OG0006160	Bra013309, Bra012596	Bostr.30275s0318.1.p
OG0006161	Bra028710, Bra019091, Bra009299	Bostr.13129s0267.1.p
OG0006162	Bra003904, Bra016097	Bostr.10273s0159.1.p
OG0006163	Bra008810, Bra023428	Bostr.2902s0101.1.p
OG0006164	Bra007062, Bra014824	Bostr.0697s0041.1.p
OG0006165	Bra010595, Bra011753, Bra017815	Bostr.7867s1589.1.p
OG0006166	Bra029887, Bra034157	Bostr.19424s1029.1.p
OG0006167	Bra013861, Bra022747	Bostr.15774s0243.1.p, Bostr.20129s0544.1.p
OG0006169	Bra023603, Bra008569, Bra006391	Bostr.2618s0058.1.p
OG0006170	Bra006518, Bra020063, Bra002262	Bostr.26527s0221.1.p
OG0006171	Bra013847	Bostr.7867s0296.1.p
OG0006172	Bra025726, Bra016512	Bostr.7128s0534.1.p
OG0006173	Bra036689, Bra031114, Bra036459	Bostr.7903s0141.1.p
OG0006174	Bra001591, Bra027252, Bra021105	Bostr.28625s0202.1.p
OG0006175	Bra018856	Bostr.26675s0122.1.p
OG0006176	Bra037498, Bra036180, Bra020708	Bostr.13083s0063.1.p
OG0006177	Bra026131, Bra016659	Bostr.7128s0158.1.p
OG0006178	Bra031692, Bra019972	Bostr.13671s0489.1.p
OG0006179	Bra005090	Bostr.23794s0205.1.p
OG0006180	Bra020162, Bra006599, Bra002377	Bostr.26527s0082.1.p
OG0006181	Bra010072, Bra029269, Bra035898	Bostr.26833s0004.1.p
OG0006182	Bra032742, Bra013993	Bostr.9017s0026.1.p
OG0006183	Bra012443, Bra024689	Bostr.18473s0175.1.p, Bostr.12659s0325.1.p
OG0006184	Bra009445, Bra028786	Bostr.13129s0504.1.p
OG0006186	Bra035660	Bostr.27991s0028.1.p
OG0006188	Bra018189, Bra028296	Bostr.3877s0055.1.p, Bostr.7305s0050.1.p
OG0006189	Bra015932	Bostr.3288s0061.1.p, Bostr.3288s0062.1.p
OG0006191	Bra008765	Bostr.2902s0169.1.p
OG0006192	Bra032984, Bra039091	Bostr.0556s0392.1.p
OG0006193	Bra009612, Bra005708	Bostr.6251s0061.1.p
OG0006194	Bra022617, Bra029101, Bra003098	Bostr.7305s0079.1.p
OG0006195	Bra004323, Bra004027, Bra038364	Bostr.26959s0030.1.p
OG0006196	Bra013257, Bra012638	Bostr.30275s0246.1.p
OG0006197	Bra004041, Bra033948, Bra004297	Bostr.26959s0063.1.p
OG0006198	Bra001926, Bra015012	Bostr.19424s0216.1.p
OG0006199	Bra016067, Bra008028	Bostr.10273s0121.1.p
OG0006200	Bra040662, Bra018794	Bostr.26675s0216.1.p
OG0006201	Bra020394, Bra002675	Bostr.26833s0444.1.p
OG0006202	Bra006601, Bra002381, Bra020163, Bra020164	Bostr.26527s0080.1.p
OG0006203	Bra017708	Bostr.7867s1394.1.p
OG0006204	Bra000294	Bostr.26833s0341.1.p, Bostr.26833s0343.1.p, Bostr.25993s0458.1.p
OG0006205	Bra002861	Bostr.26833s0665.1.p
OG0006206	Bra033167	Bostr.10199s0055.1.p
OG0006207	Bra037412, Bra000927	Bostr.7365s0014.1.p
OG0006208	Bra003409, Bra014492	Bostr.13158s0029.1.p
OG0006209	Bra007285, Bra003257, Bra014661	Bostr.20505s0058.1.p
OG0006210	Bra038495, Bra012697, Bra040745	Bostr.30275s0123.1.p
OG0006211	Bra035952, Bra012997, Bra029347	Bostr.26833s0146.1.p
OG0006212	Bra012894, Bra036095	Bostr.6864s0184.1.p
OG0006213	Bra027278	Bostr.28625s0173.1.p, Bostr.28625s0170.1.p
OG0006214	Bra029882, Bra034156	Bostr.19424s1023.1.p
OG0006215	Bra035271	Bostr.15774s0101.1.p
OG0006216	Bra021640, Bra022806, Bra033114	Bostr.24513s0183.1.p
OG0006217	Bra017448	Bostr.7903s0027.1.p
OG0006218	Bra004960, Bra039291	Bostr.25993s0162.1.p
OG0006219	Bra039530	Bostr.29514s0005.1.p
OG0006220	Bra004377, Bra038309	Bostr.10273s0431.1.p
OG0006221	Bra003674	Bostr.20129s0206.1.p
OG0006222	Bra018978	Bostr.0124s0052.1.p
OG0006223	Bra034728, Bra001471	Bostr.3640s0055.1.p
OG0006224	Bra028874, Bra005724	Bostr.6251s0032.1.p
OG0006225	Bra023262	Bostr.3359s0121.1.p
OG0006226	Bra031631, Bra030731, Bra018620	Bostr.25219s0093.1.p
OG0006227	Bra002974, Bra029018	Bostr.26833s0813.1.p, Bostr.8169s0002.1.p
OG0006228	Bra008035, Bra003878, Bra016054	Bostr.10273s0101.1.p
OG0006230	Bra033707, Bra027517	Bostr.3148s0064.1.p
OG0006231	Bra027588, Bra028364, Bra039533	Bostr.5342s0018.1.p
OG0006232	Bra001390, Bra034865	Bostr.19424s1047.1.p
OG0006233	Bra028831, Bra009525, Bra005766	Bostr.2128s0103.1.p
OG0006234	Bra036896	Bostr.0597s0092.1.p
OG0006236	Bra016682, Bra026810, Bra026194	Bostr.0124s0189.1.p
OG0006237	Bra020089, Bra006546	Bostr.26527s0180.1.p
OG0006238	Bra014423	Bostr.13158s0177.1.p
OG0006239	Bra027792	Bostr.29223s0193.1.p
OG0006240	Bra033665	Bostr.3148s0160.1.p
OG0006241	Bra028494, Bra025504	Bostr.7200s0149.1.p
OG0006242	Bra012277, Bra017906	Bostr.25570s0008.1.p
OG0006243	Bra031939, Bra024259	Bostr.0568s0402.1.p
OG0006244	Bra018908, Bra014264	Bostr.26675s0055.1.p
OG0006245	Bra001842, Bra023864, Bra031300	Bostr.19424s0475.1.p
OG0006246	Bra009846, Bra020504	Bostr.29827s0257.1.p
OG0006247	Bra016604, Bra030986, Bra025977	Bostr.7128s0349.1.p
OG0006248	Bra011598	Bostr.26833s0176.1.p
OG0006249	Bra023122	Bostr.15697s0370.1.p
OG0006250	Bra037124, Bra012140	Bostr.0568s0141.1.p
OG0006251	Bra006151, Bra032074, Bra008902	Bostr.20055s0003.1.p
OG0006252	Bra035076, Bra008386	Bostr.7128s0282.1.p, Bostr.20129s0327.1.p
OG0006253	Bra022480	Bostr.26959s0376.1.p, Bostr.0568s0323.1.p, Bostr.25463s0377.1.p
OG0006254	Bra007687, Bra003501	Bostr.13158s0260.1.p
OG0006255	Bra018008	Bostr.18473s0046.1.p
OG0006256	Bra016732, Bra019827	Bostr.13671s0110.1.p
OG0006257	Bra027196, Bra001618, Bra019290	Bostr.28625s0091.1.p
OG0006258	Bra036711, Bra039011	Bostr.18351s0426.1.p
OG0006259	Bra034288, Bra007776	Bostr.26326s0053.1.p
OG0006260	Bra015802, Bra003736	Bostr.20129s0027.1.p
OG0006261	Bra040204	Bostr.2570s0277.1.p
OG0006262	Bra001448, Bra033403, Bra038708	Bostr.3640s0007.1.p
OG0006263	Bra026229, Bra023118	Bostr.15697s0369.1.p
OG0006264	Bra029108, Bra034277	Bostr.26326s0065.1.p
OG0006265	Bra017730, Bra010512	Bostr.7867s1444.1.p
OG0006266	Bra035168, Bra008457, Bra008453	Bostr.20129s0454.1.p
OG0006267	Bra033126, Bra014870	Bostr.25463s0141.1.p
OG0006268	Bra008926	Bostr.20055s0034.1.p
OG0006268	Bra006129	Bostr.20055s0035.1.p
OG0006269	Bra025298, Bra039069, Bra033023	Bostr.0556s0450.1.p
OG0006270	Bra009320	Bostr.13129s0154.1.p
OG0006271	Bra017920, Bra012282	Bostr.25570s0028.1.p
OG0006272	Bra030446, Bra014272	Bostr.26675s0064.1.p, Bostr.26675s0063.1.p
OG0006273	Bra002280, Bra006547	Bostr.26527s0179.1.p
OG0006274	Bra021534, Bra021536	Bostr.28625s0287.1.p
OG0006275	Bra016421, Bra017916	Bostr.25570s0025.1.p
OG0006276	Bra014791, Bra007094	Bostr.0697s0089.1.p
OG0006277	Bra026016, Bra016624, Bra026698	Bostr.7128s0300.1.p
OG0006278	Bra031048, Bra025683	Bostr.7128s0484.1.p
OG0006279	Bra002450, Bra020229	Bostr.26833s0159.1.p
OG0006280	Bra002793, Bra006857	Bostr.26833s0585.1.p
OG0006281	Bra017714, Bra017715	Bostr.7867s1407.1.p
OG0006282	Bra018921, Bra030432	Bostr.26675s0034.1.p
OG0006283	Bra026891, Bra019706	Bostr.13671s0078.1.p
OG0006284	Bra003891, Bra008013	Bostr.10273s0138.1.p
OG0006285	Bra013929	Bostr.7522s0002.1.p, Bostr.20129s0542.1.p, Bostr.7522s0001.1.p
OG0006286	Bra015231, Bra013098	Bostr.18351s0048.1.p
OG0006287	Bra001697, Bra022277	Bostr.19424s0865.1.p
OG0006288	Bra029244, Bra029245, Bra035879	Bostr.0568s0525.1.p
OG0006289	Bra001233, Bra040358	Bostr.22252s0327.1.p
OG0006290	Bra024038, Bra011228	Bostr.7867s0942.1.p
OG0006291	Bra030737	Bostr.25219s0079.1.p
OG0006292	Bra007303, Bra003267	Bostr.20505s0033.1.p
OG0006293	Bra033036, Bra005800, Bra009468	Bostr.2128s0016.1.p
OG0006294	Bra010010, Bra020620	Bostr.25517s0001.1.p
OG0006295	Bra023585, Bra008589, Bra006373	Bostr.2618s0025.1.p
OG0006296	Bra034988	Bostr.0556s0707.1.p, Bostr.26675s0211.1.p
OG0006297	Bra013279, Bra013278, Bra013277, Bra012623	Bostr.30275s0270.1.p
OG0006298	Bra014967, Bra028325	Bostr.19424s0279.1.p
OG0006299	Bra016492, Bra012190	Bostr.7128s0585.1.p
OG0006300	Bra012579, Bra020992, Bra013346	Bostr.30275s0352.1.p
OG0006301	Bra009854, Bra020508, Bra036546	Bostr.29827s0248.1.p
OG0006302	Bra037670	Bostr.25993s0366.1.p
OG0006303	Bra007208, Bra014712	Bostr.20505s0152.1.p
OG0006304	Bra002712	Bostr.26833s0493.1.p
OG0006305	Bra039201, Bra032167	Bostr.27895s0141.1.p
OG0006306	Bra011998, Bra011999	Bostr.0755s0001.1.p
OG0006306	Bra034369	Bostr.3359s0093.1.p, Bostr.27991s0150.1.p, Bostr.0697s0075.1.p
OG0006307	Bra035935, Bra012967	Bostr.26833s0106.1.p
OG0006308	Bra000439, Bra040473, Bra004480	Bostr.25993s0061.1.p
OG0006309	Bra029142, Bra022577	Bostr.15774s0353.1.p
OG0006310	Bra032295, Bra010844	Bostr.15697s0215.1.p
OG0006311	Bra036545, Bra008959, Bra006097	Bostr.20055s0091.1.p
OG0006312	Bra028882, Bra009615	Bostr.13671s0225.1.p, Bostr.6251s0064.1.p
OG0006313	Bra023353, Bra006135	Bostr.20055s0029.1.p
OG0006314	Bra035848, Bra038624, Bra038622	Bostr.0568s0475.1.p
OG0006317	Bra025955	Bostr.7128s0377.1.p
OG0006318	Bra007676	Bostr.13158s0245.1.p
OG0006319	Bra025799, Bra016474	Bostr.7128s0620.1.p
OG0006320	Bra036023	Bostr.25993s0434.1.p
OG0006321	Bra001923, Bra028348, Bra014987	Bostr.19424s0255.1.p
OG0006322	Bra004795	Bostr.25993s0373.1.p
OG0006323	Bra011720, Bra017795, Bra010581	Bostr.7867s1551.1.p
OG0006324	Bra030055, Bra010929, Bra032835	Bostr.15697s0085.1.p
OG0006325	Bra027381, Bra021523	Bostr.28625s0306.1.p
OG0006326	Bra026714, Bra026039	Bostr.7128s0264.1.p
OG0006327	Bra003186, Bra014814, Bra003183	Bostr.0697s0058.1.p
OG0006328	Bra008708, Bra006295	Bostr.2902s0265.1.p
OG0006329	Bra029827	Bostr.22252s0037.1.p
OG0006330	Bra024905, Bra014342	Bostr.7903s0058.1.p
OG0006331	Bra004984, Bra017026	Bostr.23794s0045.1.p
OG0006332	Bra034542, Bra037033	Bostr.7867s1147.1.p
OG0006333	Bra006244, Bra008771	Bostr.2902s0159.1.p
OG0006335	Bra026917, Bra019821	Bostr.13671s0120.1.p
OG0006336	Bra018175	Bostr.15774s0095.1.p
OG0006337	Bra038610, Bra038611, Bra035853	Bostr.0568s0492.1.p
OG0006338	Bra004841	Bostr.25993s0321.1.p
OG0006339	Bra035619, Bra035620	Bostr.26833s0619.1.p
OG0006340	Bra011955	Bostr.27991s0089.1.p
OG0006341	Bra005502, Bra022935	Bostr.23794s0767.1.p
OG0006342	Bra007515, Bra003404	Bostr.13158s0008.1.p
OG0006343	Bra036687, Bra031115, Bra036461	Bostr.7903s0139.1.p
OG0006344	Bra010309	Bostr.7867s0843.1.p
OG0006345	Bra021254, Bra022217	Bostr.19424s0917.1.p
OG0006347	Bra024306, Bra031915, Bra037779	Bostr.0568s0345.1.p
OG0006348	Bra006316, Bra023532	Bostr.2902s0302.1.p
OG0006349	Bra026332	Bostr.20129s0176.1.p
OG0006350	Bra008201, Bra003751, Bra015839	Bostr.3288s0202.1.p
OG0006351	Bra024113, Bra010308	Bostr.7867s0850.1.p
OG0006352	Bra000420, Bra004545	Bostr.25993s0135.1.p
OG0006353	Bra003419, Bra007542	Bostr.13158s0054.1.p
OG0006354	Bra010774, Bra032384	Bostr.15697s0336.1.p
OG0006355	Bra009588, Bra005725, Bra028872	Bostr.6251s0028.1.p
OG0006356	Bra034766, Bra038706, Bra001444	Bostr.3640s0003.1.p
OG0006357	Bra038067, Bra033510, Bra012765	Bostr.30275s0006.1.p
OG0006358	Bra007742	Bostr.13158s0344.1.p
OG0006359	Bra000710, Bra033181	Bostr.25463s0281.1.p
OG0006360	Bra025835, Bra016457	Bostr.7128s0658.1.p
OG0006361	Bra008291, Bra015695	Bostr.20129s0146.1.p
OG0006362	Bra025777, Bra016490	Bostr.7128s0587.1.p
OG0006363	Bra022337	Bostr.19424s0801.1.p
OG0006364	Bra014089	Bostr.15654s0057.1.p
OG0006365	Bra020574, Bra009942	Bostr.29827s0101.1.p
OG0006366	Bra030727, Bra031627	Bostr.25219s0100.1.p
OG0006367	Bra005496, Bra022938	Bostr.23794s0761.1.p
OG0006368	Bra026265, Bra010373	Bostr.7867s0669.1.p
OG0006369	Bra032472, Bra015409, Bra030610, Bra030609	Bostr.25219s0442.1.p
OG0006370	Bra012496, Bra010975	Bostr.15697s0019.1.p
OG0006371	Bra016664, Bra026142, Bra026772	Bostr.7128s0148.1.p
OG0006372	Bra022992, Bra005390	Bostr.23794s0623.1.p
OG0006374	Bra013716, Bra010538	Bostr.7867s0159.1.p
OG0006375	Bra033334, Bra032592	Bostr.4824s0027.1.p, Bostr.15697s0464.1.p
OG0006376	Bra025200, Bra032929	Bostr.0556s0307.1.p
OG0006377	Bra022941	Bostr.23794s0758.1.p
OG0006378	Bra036152, Bra037436	Bostr.15774s0040.1.p
OG0006379	Bra029088, Bra003073, Bra022638	Bostr.26833s0957.1.p
OG0006380	Bra035427	Bostr.10040s0256.1.p
OG0006381	Bra025398, Bra033101, Bra017978, Bra036214	Bostr.0556s0594.1.p
OG0006382	Bra030946, Bra038116	Bostr.0124s0123.1.p
OG0006383	Bra008945	Bostr.26959s0373.1.p
OG0006384	Bra028661	Bostr.13129s0122.1.p
OG0006385	Bra009633, Bra005694	Bostr.6251s0090.1.p
OG0006386	Bra014792, Bra007093	Bostr.0697s0088.1.p
OG0006387	Bra016455, Bra012247, Bra025842	Bostr.7128s0666.1.p
OG0006388	Bra017530	Bostr.28243s0063.1.p
OG0006389	Bra024658, Bra012411, Bra012421	Bostr.12659s0278.1.p
OG0006390	Bra003567, Bra008472, Bra035181	Bostr.20129s0469.1.p
OG0006391	Bra035357, Bra022485	Bostr.26959s0409.1.p
OG0006392	Bra005091, Bra017110, Bra000081	Bostr.23794s0207.1.p
OG0006393	Bra013188, Bra025023	Bostr.7200s0158.1.p, Bostr.7200s0164.1.p, Bostr.7200s0160.1.p
OG0006394	Bra009157, Bra005873	Bostr.13129s0373.1.p
OG0006395	Bra002769, Bra020718, Bra006838	Bostr.26833s0558.1.p
OG0006396	Bra014903, Bra023161, Bra038411	Bostr.15697s0421.1.p
OG0006397	Bra032960, Bra025233	Bostr.0556s0359.1.p
OG0006398	Bra037694	Bostr.25993s0416.1.p, Bostr.2983s0069.1.p
OG0006399	Bra004748, Bra037732, Bra000291	Bostr.25993s0461.1.p
OG0006400	Bra035050, Bra008370	Bostr.20129s0292.1.p
OG0006401	Bra012032, Bra000521, Bra034329	Bostr.28794s0013.1.p
OG0006402	Bra030746, Bra018593, Bra031647	Bostr.5022s0061.1.p, Bostr.7200s0089.1.p, Bostr.25219s0057.1.p
OG0006403	Bra005026	Bostr.23794s0107.1.p, Bostr.28794s0001.1.p
OG0006404	Bra027850, Bra027853, Bra027852	Bostr.15774s0098.1.p
OG0006405	Bra037989, Bra011908, Bra030872	Bostr.6758s0044.1.p
OG0006406	Bra000241	Bostr.2570s0253.1.p, Bostr.20505s0002.1.p
OG0006407	Bra025373, Bra033079	Bostr.0556s0553.1.p
OG0006408	Bra007056	Bostr.0697s0034.1.p
OG0006409	Bra014859, Bra007031, Bra003157	Bostr.11793s0007.1.p
OG0006410	Bra014402, Bra007670	Bostr.13158s0233.1.p
OG0006411	Bra006540	Bostr.26527s0189.1.p
OG0006412	Bra017269	Bostr.23794s0495.1.p
OG0006413	Bra025430, Bra028191, Bra028413	Bostr.17584s0011.1.p
OG0006414	Bra021715	Bostr.24513s0093.1.p
OG0006415	Bra010859	Bostr.7961s0001.1.p
OG0006416	Bra036836, Bra012868	Bostr.6864s0133.1.p
OG0006417	Bra017987, Bra029950, Bra019594	Bostr.18473s0009.1.p
OG0006418	Bra024287, Bra037775	Bostr.0568s0366.1.p
OG0006419	Bra035640, Bra002777	Bostr.26833s0564.1.p
OG0006420	Bra000400, Bra039321	Bostr.25993s0199.1.p
OG0006421	Bra004930, Bra000396	Bostr.25993s0205.1.p
OG0006422	Bra003460, Bra032209, Bra007619	Bostr.13158s0160.1.p
OG0006423	Bra024009, Bra012134	Bostr.0568s0134.1.p
OG0006424	Bra021385, Bra040610	Bostr.1460s0213.1.p
OG0006425	Bra009900, Bra020533, Bra036582	Bostr.29827s0174.1.p
OG0006426	Bra004665, Bra000248, Bra016899	Bostr.25993s0581.1.p
OG0006427	Bra010035	Bostr.15774s0073.1.p
OG0006428	Bra023644, Bra002113, Bra006425	Bostr.26527s0419.1.p
OG0006429	Bra026428	Bostr.7867s0471.1.p
OG0006430	Bra011385	Bostr.7867s1132.1.p
OG0006431	Bra012103, Bra031823	Bostr.0568s0097.1.p
OG0006432	Bra004113	Bostr.26959s0398.1.p
OG0006433	Bra041171, Bra030520, Bra032556	Bostr.26675s0437.1.p
OG0006434	Bra029809	Bostr.22252s0068.1.p
OG0006435	Bra016316, Bra024646	Bostr.12659s0274.1.p
OG0006436	Bra008081, Bra003853, Bra016012	Bostr.10273s0033.1.p
OG0006437	Bra009805, Bra036528	Bostr.5763s0023.1.p
OG0006438	Bra035880, Bra010124	Bostr.0568s0529.1.p
OG0006439	Bra035587, Bra028963	Bostr.26833s0686.1.p
OG0006440	Bra018622, Bra030729	Bostr.25219s0096.1.p
OG0006441	Bra007849, Bra032093, Bra000566	Bostr.27895s0037.1.p
OG0006442	Bra016886	Bostr.25993s0551.1.p
OG0006443	Bra012300, Bra031353	Bostr.20129s0203.1.p, Bostr.12659s0047.1.p
OG0006444	Bra005309, Bra023044, Bra017278	Bostr.23794s0502.1.p
OG0006445	Bra009691, Bra026494	Bostr.10199s0078.1.p
OG0006446	Bra040414, Bra001129	Bostr.2570s0203.1.p
OG0006447	Bra001183, Bra020775, Bra040234	Bostr.2570s0048.1.p
OG0006448	Bra015813	Bostr.20129s0015.1.p
OG0006449	Bra000234, Bra004639	Bostr.11568s0012.1.p
OG0006450	Bra011621, Bra017719	Bostr.7867s1411.1.p
OG0006451	Bra005097	Bostr.23794s0295.1.p, Bostr.23794s0214.1.p, Bostr.23794s0216.1.p
OG0006452	Bra006549, Bra002285, Bra020093	Bostr.26527s0175.1.p
OG0006453	Bra021968, Bra021967, Bra027607	Bostr.8819s0059.1.p
OG0006454	Bra038425, Bra023190	Bostr.15697s0461.1.p
OG0006455	Bra002992, Bra022717	Bostr.26833s0833.1.p
OG0006456	Bra008709, Bra006294	Bostr.2902s0263.1.p
OG0006457	Bra005713, Bra009602, Bra028878	Bostr.6251s0047.1.p
OG0006458	Bra009440, Bra028783	Bostr.13129s0499.1.p
OG0006459	Bra027202, Bra021141	Bostr.28625s0106.1.p
OG0006460	Bra027351, Bra021546	Bostr.28625s0272.1.p
OG0006461	Bra011931, Bra035678	Bostr.27991s0045.1.p
OG0006462	Bra009334, Bra005980, Bra028666	Bostr.13129s0136.1.p
OG0006463	Bra028721, Bra005906, Bra009218	Bostr.13129s0303.1.p
OG0006464	Bra029111, Bra003117	Bostr.7305s0060.1.p
OG0006465	Bra025141, Bra017361, Bra026529	Bostr.0556s0207.1.p
OG0006466	Bra028272	Bostr.15774s0317.1.p
OG0006467	Bra038672, Bra034819	Bostr.19424s1100.1.p
OG0006468	Bra026289, Bra010385	Bostr.7867s0638.1.p
OG0006469	Bra000189, Bra004573, Bra016991	Bostr.23794s0012.1.p
OG0006470	Bra003673, Bra008326	Bostr.20129s0207.1.p
OG0006471	Bra009825	Bostr.29827s0295.1.p
OG0006472	Bra027668, Bra027771	Bostr.29223s0142.1.p
OG0006473	Bra033104, Bra025399	Bostr.0556s0598.1.p
OG0006474	Bra034153, Bra029878	Bostr.19424s1018.1.p
OG0006475	Bra012922, Bra029972, Bra036028	Bostr.6864s0263.1.p
OG0006476	Bra004803	Bostr.25993s0363.1.p
OG0006477	Bra002425, Bra020209, Bra006629	Bostr.26527s0009.1.p
OG0006478	Bra008597, Bra006368	Bostr.2618s0016.1.p
OG0006479	Bra023813	Bostr.19424s0391.1.p
OG0006480	Bra038316	Bostr.10273s0445.1.p
OG0006481	Bra004874, Bra040335	Bostr.25993s0282.1.p
OG0006482	Bra017524, Bra022065, Bra024994	Bostr.28243s0055.1.p
OG0006484	Bra034537, Bra011389, Bra037040	Bostr.7867s1137.1.p
OG0006485	Bra009170	Bostr.13129s0350.1.p
OG0006486	Bra039578, Bra036764, Bra034402	Bostr.20910s0001.1.p
OG0006488	Bra002997, Bra022710	Bostr.26833s0839.1.p
OG0006489	Bra022145, Bra024928, Bra017475	Bostr.14419s0054.1.p
OG0006490	Bra017840	Bostr.7867s1622.1.p
OG0006491	Bra013028, Bra026507, Bra029365	Bostr.10199s0104.1.p
OG0006492	Bra011527, Bra034623, Bra011526	Bostr.7867s1291.1.p
OG0006493	Bra026383, Bra019076	Bostr.7867s0527.1.p
OG0006494	Bra026506, Bra009667, Bra029366	Bostr.10199s0106.1.p
OG0006495	Bra030317, Bra031166	Bostr.5022s0124.1.p
OG0006496	Bra038088, Bra030861	Bostr.0597s0154.1.p
OG0006497	Bra037522, Bra020725	Bostr.19412s0002.1.p
OG0006498	Bra004929, Bra000395	Bostr.25993s0206.1.p
OG0006499	Bra038036, Bra009635	Bostr.6251s0092.1.p
OG0006500	Bra039794, Bra008018, Bra016079	Bostr.10273s0130.1.p
OG0006501	Bra010887, Bra032887	Bostr.15697s0145.1.p
OG0006502	Bra010591, Bra011740	Bostr.23997s0026.1.p, Bostr.7867s1578.1.p
OG0006503	Bra027380, Bra021524	Bostr.28625s0305.1.p
OG0006504	Bra005283, Bra023060	Bostr.23794s0463.1.p
OG0006505	Bra026139, Bra026769	Bostr.7128s0150.1.p
OG0006506	Bra018329, Bra021619	Bostr.24513s0222.1.p
OG0006507	Bra038441, Bra010747	Bostr.0597s0015.1.p, Bostr.26681s0001.1.p
OG0006508	Bra016971	Bostr.9345s0054.1.p
OG0006509	Bra032182	Bostr.21942s0016.1.p
OG0006510	Bra019270, Bra013730	Bostr.7867s0178.1.p
OG0006511	Bra023510, Bra006288, Bra008714	Bostr.2902s0254.1.p
OG0006512	Bra003947, Bra016193, Bra007937	Bostr.10273s0285.1.p
OG0006513	Bra037357, Bra008530	Bostr.10064s0031.1.p, Bostr.10064s0030.1.p, Bostr.7200s0056.1.p, Bostr.10064s0032.1.p
OG0006514	Bra040434	Bostr.13158s0318.1.p
OG0006515	Bra034804	Bostr.19424s1123.1.p
OG0006516	Bra026254, Bra012664	Bostr.30275s0199.1.p
OG0006517	Bra040830, Bra001877, Bra023812	Bostr.19424s0389.1.p
OG0006518	Bra030646, Bra015487	Bostr.25219s0331.1.p
OG0006519	Bra010814, Bra032334	Bostr.15697s0271.1.p
OG0006520	Bra020388, Bra006782, Bra002669	Bostr.26833s0436.1.p
OG0006521	Bra031541, Bra030663	Bostr.25219s0275.1.p
OG0006522	Bra039994	Bostr.0556s0167.1.p
OG0006523	Bra024404, Bra031852	Bostr.0568s0223.1.p
OG0006524	Bra004419	Bostr.13208s0013.1.p
OG0006525	Bra002216, Bra023707	Bostr.26527s0291.1.p
OG0006526	Bra030873, Bra037988	Bostr.6758s0048.1.p
OG0006527	Bra038174	Bostr.8169s0057.1.p, Bostr.8169s0056.1.p
OG0006528	Bra036440, Bra036438, Bra031977	Bostr.19046s0091.1.p
OG0006529	Bra020682, Bra036162, Bra037465	Bostr.2392s0045.1.p
OG0006530	Bra013557, Bra038755, Bra038756	Bostr.10689s0125.1.p
OG0006531	Bra004897	Bostr.25993s0248.1.p
OG0006532	Bra028046	Bostr.1040s0045.1.p, Bostr.6903s0001.1.p
OG0006533	Bra037306, Bra007092	Bostr.14547s0011.1.p
OG0006534	Bra021826, Bra005531, Bra022908	Bostr.23794s0797.1.p
OG0006535	Bra023361, Bra006139, Bra008918	Bostr.20055s0023.1.p
OG0006536	Bra025693, Bra016535, Bra031053, Bra025692	Bostr.7128s0493.1.p
OG0006537	Bra039913, Bra024480	Bostr.18351s0271.1.p
OG0006538	Bra018354	Bostr.29246s0026.1.p
OG0006539	Bra028388, Bra035655	Bostr.27991s0164.1.p
OG0006540	Bra002792, Bra004557, Bra004559	Bostr.26833s0584.1.p
OG0006541	Bra011754, Bra017816	Bostr.7867s1590.1.p
OG0006542	Bra035364, Bra039487	Bostr.29044s0024.1.p
OG0006543	Bra003180, Bra007068	Bostr.0697s0048.1.p
OG0006544	Bra006280, Bra008720	Bostr.2902s0246.1.p
OG0006545	Bra035182, Bra008473, Bra003566	Bostr.20129s0471.1.p
OG0006546	Bra015208	Bostr.26959s0246.1.p
OG0006547	Bra000112	Bostr.23794s0168.1.p
