Orthogroup	Brassica_rapa	Arabidopsis_lyrata
OG0009487	Bra035462, Bra027884	fgenesh2_kg.2__553__AT1G58122.1
OG0009488	Bra026665, Bra017450, Bra024886	Al_scaffold_0005_39
OG0009489	Bra034245, Bra032945	fgenesh2_kg.5__439__AT3G26740.1
OG0009490	Bra027501, Bra033690	fgenesh2_kg.390__1__AT5G43650.1
OG0009491	Bra004090, Bra034002	fgenesh2_kg.2__966__AT1G67360.2
OG0009492	Bra021038, Bra040176	fgenesh2_kg.7__2541__AT4G17695.1
OG0009493	Bra031835	fgenesh2_kg.8__2665__AT5G67460.1
OG0009494	Bra009777, Bra020465	fgenesh2_kg.6__2459__AT5G24620.1
OG0009495	Bra024415	fgenesh2_kg.8__2625__AT5G65730.1
OG0009496	Bra016518, Bra031069, Bra025719	fgenesh2_kg.1__2098__AT1G19210.1
OG0009497	Bra016093	Al_scaffold_0002_1881
OG0009498	Bra036048, Bra029990, Bra012910	fgenesh2_kg.5__1356__AT3G50060.1
OG0009499	Bra031902, Bra024326	fgenesh2_kg.8__2509__AT5G64770.1
OG0009500	Bra002314	scaffold_602158.1
OG0009501	Bra028541, Bra006956, Bra019640	fgenesh1_pm.C_scaffold_5001379
OG0009502	Bra026065, Bra016640	fgenesh1_pm.C_scaffold_1001390
OG0009503	Bra039811	scaffold_502470.1
OG0009504	Bra028389	fgenesh2_kg.4__883__AT2G29050.1
OG0009505	Bra022698, Bra003014	fgenesh2_kg.8__1309__AT5G54130.2
OG0009506	Bra028401	fgenesh2_kg.7__3589__AT5G38220.3
OG0009507	Bra001608, Bra027204	scaffold_301854.1
OG0009508	Bra025070, Bra021983	fgenesh2_kg.8__242__AT5G45590.1
OG0009509	Bra030887, Bra030886	Al_scaffold_0001_4885
OG0009510	Bra016167, Bra007954	Al_scaffold_0002_1783
OG0009511	Bra021815, Bra005550, Bra005551	scaffold_401852.1
OG0009512	Bra023712	fgenesh2_kg.6__1940__AT5G19210.2
OG0009513	Bra035089	fgenesh1_pm.C_scaffold_2001838
OG0009514	Bra003960, Bra016229	Al_scaffold_0002_1689
OG0009515	Bra016674, Bra026783	scaffold_101693.1
OG0009516	Bra028507, Bra025460	fgenesh2_kg.7__3238__AT5G41800.1
OG0009517	Bra037118	scaffold_803376.1
OG0009518	Bra032697, Bra034882	fgenesh2_kg.9__30__AT4G13250.1
OG0009520	Bra014867, Bra033128	fgenesh2_kg.6__3129__AT4G11790.1
OG0009521	Bra030920, Bra039700	scaffold_105234.1
OG0009522	Bra006967, Bra019633	fgenesh2_kg.5__1668__AT3G53010.1
OG0009523	Bra000037, Bra005141	fgenesh2_kg.4__1870__AT2G38040.2
OG0009524	Bra040189	fgenesh2_kg.3__407__AT3G04500.1
OG0009525	Bra019456	fgenesh2_kg.5__816__AT3G43920.1
OG0009526	Bra035860, Bra038606	scaffold_802995.1
OG0009527	Bra010641	Al_scaffold_0007_221, scaffold_700246.1
OG0009528	Bra006175, Bra008863	fgenesh2_kg.6__1252__AT5G13020.1
OG0009529	Bra026285, Bra026284	fgenesh2_kg.7__1402__AT4G28085.2
OG0009530	Bra015968	fgenesh2_kg.2__1645__AT1G73750.1
OG0009531	Bra011684, Bra012007, Bra017762	scaffold_700461.1
OG0009532	Bra033481	fgenesh2_kg.7__2892__AT4G14465.1
OG0009533	Bra010182	fgenesh2_kg.1__3412__AT1G32730.1
OG0009534	Bra022986	fgenesh1_pg.C_scaffold_7002516
OG0009535	Bra021028, Bra013269	fgenesh2_kg.7__2510__AT4G17940.1
OG0009536	Bra037349	fgenesh2_kg.6__3642__AT4G00590.1
OG0009539	Bra013290	Al_scaffold_0007_2367
OG0009540	Bra025711, Bra016523	fgenesh2_kg.1__2092__AT1G19140.2
OG0009541	Bra027960, Bra021329	fgenesh2_kg.1__4700__AT1G54710.1
OG0009542	Bra002256, Bra020058	scaffold_602064.1
OG0009543	Bra033570, Bra010738	fgenesh2_kg.7__57__AT4G38580.1
OG0009544	Bra029699, Bra040050	fgenesh2_kg.3__854__AT3G08550.1
OG0009545	Bra001408, Bra034832	fgenesh2_kg.3__1195__AT3G11540.1
OG0009546	Bra017934	scaffold_102423.1
OG0009547	Bra000515, Bra034349	scaffold_401136.1
OG0009548	Bra007206, Bra003225	scaffold_502737.1
OG0009549	Bra036557, Bra009867	Al_scaffold_0006_2511
OG0009550	Bra032911, Bra030102	fgenesh2_kg.1__3019__AT1G28480.1
OG0009552	Bra004647	scaffold_403015.1
OG0009553	Bra013591	scaffold_702155.1
OG0009555	Bra035455	fgenesh1_pm.C_scaffold_2000443, scaffold_200769.1
OG0009556	Bra005354, Bra017323	fgenesh2_kg.4__1553__AT2G35290.1
OG0009557	Bra012606	fgenesh1_pm.C_scaffold_7001936
OG0009558	Bra001745, Bra038204	fgenesh2_kg.3__2153__AT3G19360.1
OG0009559	Bra031301, Bra001843	fgenesh2_kg.3__2397__AT3G21720.1
OG0009560	Bra016294, Bra024677	fgenesh1_pg.C_scaffold_1002274
OG0009561	Bra015340, Bra032495	fgenesh2_kg.1__407__AT1G04670.1
OG0009562	Bra003181	fgenesh2_kg.5__1830__AT3G54380.1
OG0009563	Bra004093, Bra034005	fgenesh2_kg.2__960__AT1G67328.1
OG0009564	Bra028567, Bra006078	fgenesh1_pm.C_scaffold_6000836
OG0009565	Bra016106, Bra016107	fgenesh2_kg.2__1438__AT1G71850.1
OG0009566	Bra004337, Bra038351	Al_scaffold_0002_1539
OG0009567	Bra036539	fgenesh2_kg.4__3029__AT2G47840.1
OG0009568	Bra004368, Bra004004	scaffold_201780.1
OG0009569	Bra035112	fgenesh2_kg.2__2233__AT1G79380.1
OG0009570	Bra001593	fgenesh2_kg.3__1676__AT3G15370.1
OG0009571	Bra003768, Bra008179	scaffold_202457.1
OG0009572	Bra033545, Bra012733	scaffold_702884.1
OG0009573	Bra002034	Al_scaffold_0002_758, fgenesh2_kg.3__3307__AT2G17230.1
OG0009574	Bra038310	scaffold_200882.1
OG0009575	Bra011592, Bra020803	scaffold_700604.1
OG0009576	Bra007899, Bra003964	fgenesh2_kg.2__1272__AT1G70180.2
OG0009577	Bra017383	fgenesh2_kg.5__252__AT2G03510.1
OG0009578	Bra007432	fgenesh2_kg.5__2369__AT3G59090.1
OG0009580	Bra011973	scaffold_401203.1
OG0009581	Bra016277, Bra012453, Bra024707	fgenesh2_kg.1__2705__AT1G26580.1
OG0009582	Bra027946	scaffold_105587.1
OG0009583	Bra037003, Bra011443	fgenesh2_kg.7__775__AT4G33467.1
OG0009584	Bra029253, Bra010097	fgenesh2_kg.8__2248__AT5G62530.1
OG0009585	Bra004223, Bra004087	fgenesh2_kg.2__970__AT1G67420.1
OG0009586	Bra001431, Bra034797	Al_scaffold_0003_1211
OG0009587	Bra001762, Bra038235	scaffold_302347.1
OG0009588	Bra000621	Al_scaffold_0058_3, fgenesh1_pm.C_scaffold_8000782
OG0009589	Bra036217, Bra033090, Bra025383	fgenesh2_kg.5__681__AT3G29200.1
OG0009590	Bra036470, Bra027661	fgenesh2_kg.3__3571__AT2G20420.1
OG0009591	Bra029007, Bra022742, Bra002957	scaffold_802014.1
OG0009592	Bra036325	scaffold_604131.1
OG0009593	Bra017291, Bra023031	fgenesh2_kg.4__1612__AT2G35800.1
OG0009594	Bra019702	scaffold_101545.1
OG0009595	Bra004300, Bra033944	scaffold_201674.1
OG0009596	Bra009317, Bra028673, Bra005965	fgenesh2_kg.6__772__AT5G08060.1
OG0009597	Bra035669	scaffold_401332.1
OG0009598	Bra039954	fgenesh2_kg.3__2461__AT3G22430.1, fgenesh1_pm.C_scaffold_3001990
OG0009599	Bra012899	fgenesh1_pg.C_scaffold_5001545
OG0009600	Bra023171	fgenesh1_pm.C_scaffold_1002740
OG0009601	Bra022741, Bra002960, Bra029008	fgenesh2_kg.8__1367__AT5G54730.1
OG0009602	Bra040580	fgenesh2_kg.7__2669__AT4G16444.1
OG0009603	Bra037159	fgenesh2_kg.8__2755__AT5G66640.1
OG0009604	Bra016690, Bra023391, Bra008854	fgenesh2_kg.6__1263__AT5G13130.1
OG0009605	Bra021529, Bra027376	fgenesh2_kg.3__1518__AT3G14067.1
OG0009606	Bra011675, Bra017754	fgenesh2_kg.7__438__AT4G36260.1
OG0009607	Bra007546, Bra014482	scaffold_503294.1
OG0009608	Bra000706	fgenesh2_kg.6__3007__AT4G10300.1
OG0009609	Bra010852, Bra040773	fgenesh2_kg.1__3067__AT1G29070.1
OG0009610	Bra036202, Bra025410, Bra020744	fgenesh2_kg.5__710__AT3G30210.1
OG0009611	Bra018016	fgenesh2_kg.5__1251__AT3G49050.1
OG0009612	Bra013048, Bra037290	scaffold_303970.1
OG0009613	Bra027280, Bra001583	fgenesh2_kg.3__1639__AT3G15090.1
OG0009614	Bra040369, Bra029636, Bra001244	Al_scaffold_0003_751
OG0009615	Bra026750	scaffold_802544.1, Al_scaffold_0001_1634
OG0009619	Bra005133, Bra039363	Al_scaffold_0004_2376
OG0009620	Bra026078	fgenesh1_pg.C_scaffold_2001054, scaffold_800397.1, Al_scaffold_0008_367
OG0009621	Bra010195	Al_scaffold_0008_469, Al_scaffold_0008_470
OG0009622	Bra018692	fgenesh1_pg.C_scaffold_1000618
OG0009623	Bra029860, Bra034137	fgenesh1_pg.C_scaffold_3000967
OG0009624	Bra021763, Bra005627, Bra022874	fgenesh1_pg.C_scaffold_4001302, scaffold_8000010.1
OG0009625	Bra021929, Bra005394	fgenesh1_pg.C_scaffold_4001554
OG0009626	Bra019011	fgenesh1_pm.C_scaffold_4000345
OG0009627	Bra027762, Bra005835	fgenesh1_pm.C_scaffold_6000361, scaffold_600457.1
OG0009628	Bra019791, Bra016756	fgenesh2_kg.1__1388__AT1G12805.1
OG0009629	Bra026741, Bra016648, Bra026095	fgenesh2_kg.1__1741__AT1G15880.1
OG0009630	Bra012437, Bra016293, Bra024678	fgenesh2_kg.1__2668__AT1G26850.2
OG0009631	Bra031618, Bra030718	fgenesh2_kg.1__837__AT1G08220.1
OG0009632	Bra015904, Bra008156	fgenesh2_kg.2__1718__AT1G74520.1
OG0009633	Bra008305, Bra015670	fgenesh2_kg.2__2034__AT1G77400.1
OG0009634	Bra015638	fgenesh2_kg.2__2093__AT1G78040.1, scaffold_202769.1
OG0009635	Bra002001	fgenesh2_kg.3__3615__AT2G20780.1
OG0009636	Bra005225, Bra006980	scaffold_502413.1
OG0009636	Bra023090	fgenesh2_kg.4__1741__AT2G36985.1
OG0009637	Bra039926, Bra030208	fgenesh2_kg.4__197__AT2G22760.1
OG0009638	Bra012024	fgenesh2_kg.4__689__AT2G27300.1
OG0009639	Bra000484, Bra035688	fgenesh2_kg.4__832__AT2G28610.1
OG0009640	Bra019576, Bra018013	fgenesh2_kg.5__1252__AT3G49060.1
OG0009641	Bra012848, Bra036789, Bra038907	fgenesh2_kg.5__1503__AT3G51590.1
OG0009642	Bra000848, Bra034180, Bra018521	fgenesh2_kg.6__3391__AT4G03060.1
OG0009643	Bra011805, Bra010632	fgenesh2_kg.7__241__AT4G38060.1
OG0009644	Bra029109	fgenesh2_kg.8__1154__AT5G52670.1
OG0009645	Bra002973, Bra022734, Bra029017	fgenesh2_kg.8__1358__AT5G54600.1
OG0009647	Bra018833	scaffold_104739.1
OG0009648	Bra035060, Bra008378	scaffold_202846.1
OG0009649	Bra032144, Bra039214	scaffold_400365.1
OG0009650	Bra004751	scaffold_403202.1
OG0009651	Bra002588	scaffold_4800008.1, scaffold_802539.1
OG0009653	Bra019652	scaffold_502354.1
OG0009654	Bra005666	scaffold_600025.1
OG0009655	Bra006470, Bra002176	scaffold_601935.1
OG0009656	Bra013728, Bra019271	scaffold_701965.1
OG0009657	Bra019352	scaffold_702063.1
OG0009658	Bra030327	scaffold_703887.1
OG0009659	Bra010822	scaffold_900034.1
OG0009674	Bra011657	fgenesh2_kg.7__461__AT4G36050.2
OG0009675	Bra030356	Al_scaffold_0007_3811
OG0009676	Bra006022	Al_scaffold_0006_852
OG0009677	Bra006149, Bra008905	scaffold_601256.1
OG0009678	Bra027624	fgenesh2_kg.2__162__AT1G63160.1
OG0009679	Bra005485	fgenesh2_kg.4__1362__AT2G33560.1
OG0009681	Bra004865	fgenesh2_kg.4__2665__AT2G44760.1
OG0009682	Bra017390	scaffold_500308.1
OG0009683	Bra024258	fgenesh2_kg.8__2411__AT5G64010.1
OG0009684	Bra030087, Bra032890	fgenesh2_kg.1__2994__AT1G28300.1
OG0009686	Bra037907	fgenesh2_kg.6__2992__AT4G10110.1
OG0009687	Bra027783	scaffold_200007.1
OG0009688	Bra022011, Bra025043	fgenesh1_pg.C_scaffold_8000184
OG0009689	Bra009439	fgenesh2_kg.6__376__AT5G04610.1
OG0009690	Bra029552	fgenesh2_kg.6__3292__AT4G05090.1
OG0009692	Bra036365	fgenesh2_kg.5__360__AT3G26060.1
OG0009694	Bra027978	fgenesh1_pg.C_scaffold_8000699, fgenesh2_kg.8__614__AT5G42350.1
OG0009695	Bra026635	scaffold_500093.1
OG0009696	Bra028192	fgenesh2_kg.7__3554__AT5G38560.1
OG0009697	Bra022553	scaffold_801590.1
OG0009698	Bra010968	fgenesh2_kg.1__2846__AT1G24560.1
OG0009699	Bra040299	scaffold_15900005.1, scaffold_300815.1
OG0009700	Bra040412	Al_scaffold_0003_444
OG0009701	Bra000300, Bra037720	fgenesh2_kg.4__2499__AT2G43320.1
OG0009702	Bra019518	fgenesh2_kg.5__1142__AT3G47860.1
OG0009703	Bra038424	scaffold_103914.1
OG0009704	Bra036463, Bra036685	Al_scaffold_0003_3969
OG0009705	Bra011704, Bra010574	scaffold_700430.1
OG0009706	Bra035681	fgenesh2_kg.4__839__AT2G28660.1
OG0009707	Bra006796, Bra006797	scaffold_802367.1
OG0009708	Bra013259, Bra012636	scaffold_702660.1
OG0009709	Bra015439, Bra022841	scaffold_401681.1
OG0009710	Bra039334	fgenesh1_pm.C_scaffold_4002259
OG0009711	Bra023545	fgenesh2_kg.6__1573__AT5G15910.1
OG0009712	Bra025069	Al_scaffold_0801_2, fgenesh2_kg.8__241__AT5G45600.1
OG0009713	Bra003146, Bra007012	scaffold_502451.1
OG0009714	Bra015223	fgenesh2_kg.3__3117__AT2G15570.1
OG0009715	Bra037129	fgenesh1_pg.C_scaffold_8002641
OG0009716	Bra033699	fgenesh2_kg.8__440__AT5G43820.1
OG0009717	Bra014106	scaffold_403721.1
OG0009718	Bra029178	fgenesh2_kg.8__1015__AT5G51290.1
OG0009719	Bra016720, Bra019698	fgenesh1_pm.C_scaffold_1001175
OG0009720	Bra019995	fgenesh2_kg.1__1029__AT1G09740.1
OG0009721	Bra016138, Bra007976	scaffold_202065.1
OG0009722	Bra031091, Bra039009	scaffold_303889.1
OG0009723	Bra029232	fgenesh2_kg.8__2327__AT5G63280.1
OG0009724	Bra035381	fgenesh2_kg.7__3066__AT5G35750.1
OG0009726	Bra011018	fgenesh2_kg.1__2748__AT1G26218.1
OG0009729	Bra008807	scaffold_601382.1
OG0009730	Bra036570	scaffold_602753.1
OG0009731	Bra000280, Bra004730	fgenesh2_kg.4__2451__AT2G42910.1
OG0009732	Bra010789, Bra032365	fgenesh2_kg.1__3195__AT1G30210.2
OG0009733	Bra014078	scaffold_104320.1, scaffold_104318.1, scaffold_104319.1
OG0009734	Bra038782, Bra013511	fgenesh1_pm.C_scaffold_7001710
OG0009735	Bra032634	scaffold_104906.1, Al_scaffold_0001_93
OG0009736	Bra039343	scaffold_400419.1, scaffold_301247.1, scaffold_301207.1
OG0009737	Bra036157, Bra020674	scaffold_801217.1
OG0009738	Bra028203	fgenesh2_kg.7__3531__AT5G38720.1
OG0009739	Bra028944, Bra002841	Al_scaffold_0008_2059
OG0009740	Bra010229, Bra023961	fgenesh2_kg.7__1011__AT4G31600.1
OG0009741	Bra036630, Bra020589	fgenesh2_kg.6__2716__AT5G27450.1
OG0009742	Bra031185	scaffold_400056.1
OG0009743	Bra021832	fgenesh2_kg.4__1313__AT2G33180.1, fgenesh2_kg.569__1__AT2G33180.1
OG0009744	Bra004272	Al_scaffold_0002_1461
OG0009746	Bra031917	scaffold_803163.1
OG0009747	Bra038387, Bra000672	scaffold_603098.1
OG0009748	Bra032805	fgenesh2_kg.1__2860__AT1G24420.1
OG0009749	Bra021835	scaffold_401959.1, fgenesh2_kg.4__1316__AT2G33205.1
OG0009750	Bra032426	scaffold_100634.1
OG0009751	Bra004642	scaffold_403012.1
OG0009752	Bra013913	fgenesh2_kg.7__1683__AT4G25720.1
OG0009753	Bra022102	Al_scaffold_0008_88, scaffold_800105.1
OG0009754	Bra013223	scaffold_801293.1, scaffold_303118.1
OG0009755	Bra029131	fgenesh2_kg.8__1110__AT5G52250.1
OG0009756	Bra000071	fgenesh1_pg.C_scaffold_4001983
OG0009757	Bra031777, Bra016816	fgenesh2_kg.1__1268__AT1G11750.1
OG0009758	Bra000616	scaffold_801438.1
OG0009759	Bra040892	fgenesh2_kg.5__1530__AT3G51830.1
OG0009760	Bra002753	Al_scaffold_0008_2170, scaffold_802284.1
OG0009761	Bra011956	scaffold_401176.1
OG0009762	Bra039449	fgenesh2_kg.3__513__AT3G05250.1
OG0009763	Bra028524, Bra025449	fgenesh1_pm.C_scaffold_7002558
OG0009764	Bra008601	scaffold_601714.1
OG0009765	Bra031178, Bra030305	fgenesh2_kg.4__51__AT2G21290.1
OG0009766	Bra033697	fgenesh2_kg.8__442__AT5G43790.1
OG0009767	Bra008693, Bra023522	scaffold_601585.1
OG0009768	Bra011015, Bra011016	scaffold_102921.1
OG0009769	Bra008888	fgenesh2_kg.6__1224__AT5G12430.1
OG0009770	Bra031324	Al_scaffold_0003_2361
OG0009771	Bra031304, Bra031303	scaffold_302595.1
OG0009772	Bra035670, Bra011925	fgenesh2_kg.4__852__AT2G28790.1
OG0009773	Bra030766	fgenesh2_kg.1__973__AT1G09290.1
OG0009774	Bra024274	scaffold_803122.1
OG0009775	Bra029395	scaffold_602506.1
OG0009776	Bra011707	Al_scaffold_0007_371
OG0009777	Bra018438, Bra031715	fgenesh2_kg.1__1115__AT1G10480.1
OG0009778	Bra038486	scaffold_702818.1
OG0009779	Bra010851	fgenesh2_kg.1__3072__AT1G29120.2
OG0009780	Bra002030	fgenesh1_pm.C_scaffold_3002688
OG0009781	Bra040133	fgenesh2_kg.3__418__AT3G04590.2
OG0009782	Bra009103	fgenesh2_kg.6__458__AT5G05310.2
OG0009783	Bra012900	fgenesh1_pg.C_scaffold_5001542, scaffold_502073.1
OG0009784	Bra039742	scaffold_201272.1
OG0009785	Bra011534, Bra034626	Al_scaffold_0007_610
OG0009787	Bra012055	fgenesh2_kg.8__2816__AT5G66160.1
OG0009788	Bra037284	fgenesh2_kg.3__3286__AT2G17020.1
OG0009789	Bra037091	fgenesh2_kg.1__4626__AT1G56050.1
OG0009791	Bra021505, Bra027405	Al_scaffold_0180_2, fgenesh1_pm.C_scaffold_3001168
OG0009792	Bra030129, Bra010842	scaffold_103237.1
OG0009793	Bra009875	fgenesh1_pm.C_scaffold_6002075
OG0009794	Bra004997, Bra017042	fgenesh2_kg.4__2095__AT2G39970.1
OG0009795	Bra025930, Bra031016	scaffold_102017.1
OG0009797	Bra026736, Bra016645	fgenesh2_kg.1__1750__AT1G15970.1
OG0009798	Bra037415	scaffold_604142.1
OG0009799	Bra031313	scaffold_302604.1, scaffold_302605.1
OG0009801	Bra039205, Bra032162	fgenesh2_kg.4__281__AT2G23540.1
OG0009802	Bra010732	scaffold_700057.1
OG0009803	Bra009182	fgenesh2_kg.6__574__AT5G06300.1
OG0009805	Bra025088	fgenesh2_kg.8__278__AT5G45170.1
OG0009806	Bra018680	scaffold_100798.1
OG0009807	Bra034340	Al_scaffold_0004_1075
OG0009808	Bra036748	fgenesh2_kg.1__3542__AT1G34350.1
OG0009809	Bra011074	scaffold_701356.1
OG0009811	Bra004449	scaffold_402898.1
OG0009812	Bra019069, Bra026377	fgenesh2_kg.7__1516__AT4G27120.2
OG0009813	Bra038217, Bra022433	fgenesh2_kg.3__2170__AT3G19553.1
OG0009814	Bra000818, Bra034224	scaffold_603881.1
OG0009815	Bra030505, Bra033335	Al_scaffold_0001_173
OG0009816	Bra024323	Al_scaffold_0003_2700
OG0009817	Bra010847	scaffold_103230.1
OG0009818	Bra008493	fgenesh1_pm.C_scaffold_2001980
OG0009819	Bra008543	scaffold_703482.1, fgenesh2_kg.6__3610__AT4G00895.1
OG0009820	Bra012122	fgenesh1_pg.C_scaffold_2000886, scaffold_103100001.1, fgenesh1_pg.C_scaffold_8002648
OG0009821	Bra023895	fgenesh2_kg.3__2342__AT3G21215.1
OG0009822	Bra024576	fgenesh1_pm.C_scaffold_1001981, scaffold_102152.1
OG0009823	Bra001658, Bra021238	scaffold_302037.1
OG0009824	Bra023623	scaffold_601807.1
OG0009825	Bra037704	fgenesh2_kg.4__2525__AT2G43540.1
OG0009826	Bra021322	fgenesh2_kg.1__4730__AT1G55020.1
OG0009827	Bra028121, Bra025443	fgenesh1_pm.C_scaffold_7002510
OG0009828	Bra024220, Bra026279	fgenesh2_kg.7__1392__AT4G28160.1
OG0009829	Bra036333	fgenesh1_pg.C_scaffold_1003371, fgenesh1_pg.C_scaffold_1003370
OG0009830	Bra007470	Al_scaffold_0005_2890
OG0009831	Bra004176	scaffold_201416.1, Al_scaffold_0002_1260
OG0009832	Bra004246	scaffold_104844.1
OG0009833	Bra014976	fgenesh2_kg.3__2590__AT3G23740.1
OG0009834	Bra017801, Bra011737	scaffold_700378.1
OG0009835	Bra010891, Bra010890	scaffold_103154.1
OG0009836	Bra008557, Bra008556	scaffold_604068.1
OG0009837	Bra037768	Al_scaffold_0372_2, fgenesh2_kg.8__2436__AT5G64210.1
OG0009838	Bra000462, Bra004428	fgenesh2_kg.4__3024__AT2G47810.1
OG0009839	Bra034254	fgenesh2_kg.4__460__AT2G25490.1
OG0009840	Bra021756	fgenesh2_kg.4__1171__AT2G31870.2
OG0009841	Bra005604	Al_scaffold_0004_1720
OG0009842	Bra023239	fgenesh2_kg.8__888__AT5G50160.1
OG0009843	Bra014727, Bra003219	scaffold_502706.1
OG0009844	Bra033814	fgenesh2_kg.5__1020__AT3G46580.1
OG0009845	Bra008450, Bra035166	fgenesh1_pm.C_scaffold_2001931
OG0009846	Bra010036, Bra020638	fgenesh2_kg.8__815__AT5G49430.1
OG0009847	Bra007333	scaffold_502925.1
OG0009848	Bra014338, Bra024901	fgenesh2_kg.5__15__AT2G01170.1
OG0009850	Bra037942	Al_scaffold_0008_5, fgenesh2_kg.8__882__AT5G50100.1
OG0009851	Bra000337, Bra004798	fgenesh2_kg.4__2579__AT2G44000.1
OG0009852	Bra040908	fgenesh2_kg.3__2979__AT2G10970.1
OG0009853	Bra010310, Bra011153	scaffold_701235.1
OG0009854	Bra038108, Bra030955	fgenesh2_kg.1__4395__AT1G53180.1
OG0009855	Bra029630	fgenesh2_kg.384__2__AT3G07180.1, scaffold_300845.1
OG0009856	Bra038256, Bra035804	fgenesh1_pg.C_scaffold_3001926
OG0009857	Bra007630, Bra003468	fgenesh1_pg.C_scaffold_5002625
OG0009858	Bra036612	fgenesh2_kg.6__2683__AT5G27830.1
OG0009859	Bra032088	scaffold_400487.1
OG0009860	Bra005798	fgenesh2_kg.6__343__AT5G04280.1
OG0009861	Bra000703	fgenesh2_kg.6__3003__AT4G10250.1
OG0009862	Bra012986, Bra035944	fgenesh1_pg.C_scaffold_8002097
OG0009864	Bra017727	fgenesh2_kg.7__513__AT4G35660.1
OG0009865	Bra027333	fgenesh2_kg.3__1571__AT3G14460.1
OG0009866	Bra014899, Bra038403	fgenesh1_pm.C_scaffold_1002523
OG0009867	Bra023616, Bra013981	fgenesh2_kg.6__1739__AT5G17400.1
OG0009868	Bra002743	fgenesh2_kg.8__1641__AT5G57270.1
OG0009869	Bra024398	scaffold_803311.1, fgenesh2_kg.8__2606__AT5G65570.1
OG0009870	Bra029289	scaffold_802861.1
OG0009871	Bra011048	Al_scaffold_0007_1254
OG0009873	Bra031347, Bra001862	fgenesh2_kg.3__2443__AT3G22290.1
OG0009874	Bra027734, Bra027701	fgenesh2_kg.2__38__AT1G64405.1
OG0009875	Bra027983	fgenesh2_kg.8__611__AT5G42400.1
OG0009876	Bra022002	fgenesh2_kg.8__199__AT5G45950.1
OG0009877	Bra018525, Bra000857	fgenesh2_kg.6__3406__AT4G02880.1
OG0009878	Bra014200	Al_scaffold_0001_4306
OG0009880	Bra017580, Bra025041	fgenesh2_kg.8__186__AT5G46080.1
OG0009881	Bra022185, Bra021210	fgenesh2_kg.3__1857__AT3G16890.1
OG0009882	Bra013826, Bra019211	fgenesh2_kg.7__1805__AT4G24700.1
OG0009883	Bra004885	fgenesh2_kg.4__2695__AT2G45040.1
OG0009884	Bra040185	scaffold_300463.1
OG0009885	Bra019232, Bra013785	fgenesh2_kg.7__1857__AT4G24275.1
OG0009886	Bra010169	fgenesh2_kg.1__3396__AT1G32500.1
OG0009888	Bra037215	Al_scaffold_0003_3289
OG0009889	Bra011281, Bra010232	fgenesh2_kg.7__1016__AT4G31540.1
OG0009890	Bra029488	Al_scaffold_0006_3505
OG0009891	Bra025073	Al_scaffold_0008_290, fgenesh2_kg.8__246__AT5G45530.1
OG0009892	Bra037150, Bra012099	fgenesh2_kg.8__2741__AT5G66750.1
OG0009893	Bra025204, Bra032932	fgenesh2_kg.5__395__AT3G26410.1
OG0009894	Bra037238	scaffold_304147.1
OG0009895	Bra005722	fgenesh1_pg.C_scaffold_6000130
OG0009896	Bra034267	scaffold_400720.1, scaffold_400714.1
OG0009897	Bra013411, Bra020952	fgenesh2_kg.7__2335__AT4G19645.1
OG0009898	Bra011546	scaffold_700665.1
OG0009899	Bra040849	Al_scaffold_0001_3747
OG0009900	Bra004356	fgenesh2_kg.2__1160__AT1G69020.1
OG0009901	Bra000690	scaffold_603297.1
OG0009902	Bra003489, Bra007664	scaffold_503484.1
OG0009903	Bra022326	scaffold_302188.1
OG0009904	Bra018407	scaffold_401383.1
OG0009905	Bra023013	fgenesh2_kg.4__1574__AT2G35550.4
OG0009906	Bra031161	fgenesh2_kg.4__19__AT2G21100.1
OG0009907	Bra004489, Bra000436	scaffold_403670.1
OG0009908	Bra011677	fgenesh2_kg.7__433__AT4G36360.1
OG0009909	Bra003934, Bra007966	fgenesh2_kg.2__1378__AT1G71160.1
OG0009910	Bra041007	scaffold_104215.1
OG0009911	Bra004947, Bra039305	fgenesh2_kg.4__2791__AT2G45910.1
OG0009912	Bra025454	fgenesh2_kg.7__3223__AT5G41950.1
OG0009913	Bra007784	fgenesh2_kg.4__473__AT2G25620.1
OG0009914	Bra027732	scaffold_200045.1
OG0009915	Bra027516, Bra033706	fgenesh2_kg.8__422__AT5G43940.1
OG0009916	Bra025347	scaffold_500844.1
OG0009918	Bra022315	scaffold_302174.1
OG0009919	Bra010164	fgenesh2_kg.1__3390__AT1G32440.1
OG0009920	Bra008700, Bra023516	fgenesh2_kg.6__1520__AT5G15400.1
OG0009921	Bra011395	fgenesh2_kg.7__837__AT4G32910.1
OG0009922	Bra024180, Bra011064	fgenesh2_kg.7__1308__AT4G28830.1
OG0009923	Bra022369	fgenesh2_kg.3__2106__AT3G18890.1
OG0009924	Bra033551	scaffold_702870.1
OG0009925	Bra009561	fgenesh2_kg.6__197__AT5G02850.1
OG0009926	Bra026643	fgenesh2_kg.5__71__AT2G01640.1
OG0009927	Bra034208	fgenesh2_kg.6__3353__AT4G03430.1
OG0009928	Bra006180, Bra008856	scaffold_601319.1
OG0009929	Bra036577, Bra020538	fgenesh2_kg.6__2610__AT5G26570.1
OG0009930	Bra010252	scaffold_101655.1
OG0009931	Bra015174	scaffold_303359.1
OG0009932	Bra020448	fgenesh2_kg.8__1650__AT5G57345.1
