Orthogroup	Brassica_rapa	Capsella_rubella
OG0004726	Bra020526, Bra036588, Bra009910	Carub.0006s2430.1.p
OG0004727	Bra034251, Bra007802	Carub.0004s0499.1.p
OG0004728	Bra003270, Bra033149	Carub.0005s2396.1.p
OG0004730	Bra007604, Bra014436	Carub.0005s2813.1.p
OG0004731	Bra018469	Carub.0006s3140.1.p
OG0004732	Bra010256, Bra024023	Carub.0007s0941.1.p
OG0004733	Bra020684, Bra036164, Bra037471	Carub.0008s0834.1.p
OG0004734	Bra016388	Carub.0002s0599.1.p, Carub.0001s2165.1.p
OG0004735	Bra034538, Bra037039, Bra011391	Carub.0007s0762.1.p
OG0004736	Bra011161	Carub.0007s1062.1.p
OG0004737	Bra031700, Bra019962, Bra018461	Carub.0001s0953.1.p
OG0004738	Bra001401, Bra034846	Carub.0003s1071.1.p
OG0004739	Bra004427, Bra000466	Carub.0004s3056.1.p
OG0004740	Bra004106, Bra008508	Carub.0003s3029.1.p
OG0004741	Bra015125, Bra008554	Carub.0003s1963.1.p, Carub.0006s3560.1.p
OG0004742	Bra012450, Bra024704, Bra016280	Carub.0001s2442.1.p
OG0004743	Bra022032	Carub.0008s0158.1.p
OG0004744	Bra038014, Bra030834	Carub.0001s4436.1.p, Carub.0001s4435.1.p
OG0004745	Bra018708	Carub.0001s3721.1.p, Carub.0003s1704.1.p
OG0004746	Bra000301, Bra003101, Bra004757, Bra037718	Carub.0004s2580.1.p
OG0004747	Bra009693, Bra026492	Carub.0006s2132.1.p
OG0004748	Bra001204, Bra040277, Bra029589	Carub.0003s0604.1.p
OG0004749	Bra031612, Bra018652	Carub.0001s0748.1.p
OG0004750	Bra030856	Carub.0001s4400.1.p
OG0004751	Bra019261, Bra013739, Bra010546	Carub.0007s1725.1.p
OG0004752	Bra001039	Carub.0003s2478.1.p, Carub.0003s0139.1.p
OG0004753	Bra005857, Bra028755	Carub.0006s0446.1.p
OG0004754	Bra022794, Bra018319, Bra027311, Bra021628	Carub.0004s1151.1.p
OG0004755	Bra004655, Bra016912, Bra016911	Carub.0004s2415.1.p
OG0004756	Bra014457, Bra003434	Carub.0005s2770.1.p
OG0004757	Bra032531, Bra030553	Carub.0001s0320.1.p
OG0004758	Bra009743, Bra026462, Bra029396	Carub.0006s2202.1.p
OG0004759	Bra025364	Carub.0005s0749.1.p
OG0004760	Bra031330	Carub.0003s2234.1.p
OG0004760	Bra040696	Carub.0007s2691.1.p
OG0004761	Bra007662, Bra003485	Carub.0005s2886.1.p
OG0004762	Bra009197, Bra005898	Carub.0006s0535.1.p
OG0004763	Bra024406, Bra031850, Bra037824	Carub.0008s2654.1.p
OG0004764	Bra037646, Bra004842	Carub.0004s2708.1.p
OG0004765	Bra000832, Bra015353, Bra015352	Carub.0006s3727.1.p
OG0004765	Bra022330	Carub.0003s3337.1.p
OG0004766	Bra008012, Bra016084, Bra003892	Carub.0002s1895.1.p
OG0004768	Bra023544	Carub.0006s1406.1.p
OG0004769	Bra038472, Bra022190, Bra021214, Bra001649	Carub.0003s1677.1.p
OG0004770	Bra017351	Carub.0005s0360.1.p, Carub.0005s0359.1.p
OG0004771	Bra025153, Bra026513	Carub.0005s0346.1.p
OG0004772	Bra010606, Bra017842, Bra011777	Carub.0007s0262.1.p
OG0004773	Bra034848, Bra009155	Carub.0006s0486.1.p
OG0004774	Bra001773, Bra035820, Bra038252	Carub.0003s1997.1.p
OG0004775	Bra028631, Bra006025, Bra009388	Carub.0003s2767.1.p, Carub.0006s0810.1.p
OG0004776	Bra006186, Bra023395, Bra008849	Carub.0006s1135.1.p
OG0004777	Bra016773, Bra019765	Carub.0001s1207.1.p
OG0004778	Bra000962, Bra037353	Carub.0001s0047.1.p, Carub.0006s3651.1.p
OG0004779	Bra001811, Bra023904	Carub.0003s2101.1.p, Carub.0003s2106.1.p, Carub.0043s0008.1.p, Carub.0043s0010.1.p, Carub.0043s0006.1.p, Carub.0516s0001.1.p
OG0004780	Bra001193, Bra020758, Bra040226	Carub.0003s0576.1.p
OG0004781	Bra008803, Bra023435	Carub.0006s1196.1.p
OG0004782	Bra005882, Bra028740	Carub.0006s0504.1.p
OG0004783	Bra016100, Bra003905	Carub.0002s1869.1.p
OG0004784	Bra007528, Bra014494	Carub.0005s2711.1.p, Carub.0007s2695.1.p
OG0004785	Bra038792, Bra013486, Bra020878	Carub.0007s2047.1.p
OG0004786	Bra034376, Bra000499	Carub.0004s0864.1.p
OG0004787	Bra001620	Carub.0003s1574.1.p
OG0004788	Bra017735, Bra011648, Bra010504	Carub.0007s0433.1.p
OG0004789	Bra000869	Carub.0006s3446.1.p
OG0004789	Bra033370	Carub.0001s0220.1.p
OG0004790	Bra015278, Bra032537	Carub.0001s0306.1.p, Carub.0004s1866.1.p
OG0004791	Bra003977, Bra003976, Bra016258	Carub.0002s1658.1.p
OG0004792	Bra004320, Bra004030, Bra038367, Bra038366	Carub.0002s1510.1.p
OG0004793	Bra029714	Carub.0003s0787.1.p
OG0004794	Bra003093, Bra040937	Carub.0008s1318.1.p
OG0004795	Bra012906	Carub.0005s1647.1.p
OG0004795	Bra012905	Carub.0005s1648.1.p
OG0004796	Bra031543, Bra015535, Bra030664	Carub.0001s0618.1.p
OG0004797	Bra023797	Carub.0003s2298.1.p
OG0004798	Bra027090	Carub.0002s0382.1.p
OG0004799	Bra028597, Bra006052	Carub.0006s0862.1.p
OG0004800	Bra029811, Bra001291	Carub.0003s0912.1.p
OG0004803	Bra009599, Bra005716, Bra028877	Carub.0006s0113.1.p
OG0004804	Bra003106, Bra029105, Bra022615	Carub.0008s1303.1.p
OG0004805	Bra006378, Bra023587, Bra008584	Carub.0006s1511.1.p
OG0004806	Bra039567, Bra039568	Carub.0001s4418.1.p, Carub.0007s2698.1.p
OG0004807	Bra006762	Carub.0008s1911.1.p
OG0004808	Bra027194, Bra023192, Bra021158	Carub.0003s1579.1.p
OG0004809	Bra010881, Bra032898, Bra030094	Carub.0001s2682.1.p
OG0004810	Bra029145, Bra022576, Bra028302	Carub.0008s1215.1.p, Carub.0008s1214.1.p
OG0004811	Bra030769	Carub.0001s0867.1.p
OG0004812	Bra018389, Bra018388	Carub.0005s0912.1.p, Carub.0005s0908.1.p, Carub.0005s0913.1.p
OG0004814	Bra016808, Bra031786	Carub.0001s1152.1.p
OG0004815	Bra024210, Bra026267, Bra010375	Carub.0007s1244.1.p
OG0004816	Bra012303, Bra032666	Carub.0001s0013.1.p
OG0004817	Bra016571	Carub.0001s1984.1.p, Carub.0001s1774.1.p
OG0004818	Bra036457, Bra014180, Bra018785	Carub.0001s3850.1.p
OG0004819	Bra032849	Carub.0001s2628.1.p
OG0004820	Bra015693	Carub.0002s2400.1.p
OG0004821	Bra000812	Carub.0006s3300.1.p
OG0004822	Bra025510	Carub.0007s3425.1.p, Carub.0001s0729.1.p
OG0004823	Bra030843, Bra038011, Bra037104	Carub.0001s4419.1.p
OG0004824	Bra024958, Bra022111, Bra017499, Bra022110	Carub.0008s0056.1.p
OG0004825	Bra000511, Bra012020	Carub.0004s0805.1.p
OG0004826	Bra001207	Carub.0007s2976.1.p
OG0004827	Bra040318, Bra028445	Carub.0007s3577.1.p
OG0004828	Bra028405	Carub.0007s3770.1.p
OG0004829	Bra026353, Bra019052	Carub.0007s1346.1.p
OG0004830	Bra024372	Carub.0008s2613.1.p
OG0004831	Bra024877, Bra026650, Bra017445	Carub.0005s0050.1.p
OG0004832	Bra019337, Bra020822, Bra013672	Carub.0007s1821.1.p
OG0004833	Bra039189	Carub.0004s0242.1.p, Carub.0004s0243.1.p
OG0004834	Bra029617, Bra040357, Bra001232	Carub.0003s0656.1.p
OG0004835	Bra032032	Carub.0004s0483.1.p
OG0004836	Bra025898	Carub.0001s1814.1.p
OG0004837	Bra005709	Carub.0006s0096.1.p
OG0004837	Bra029759	Carub.0003s0843.1.p
OG0004838	Bra038508, Bra030226	Carub.0004s0175.1.p
OG0004839	Bra020016, Bra030783, Bra031669	Carub.0001s0888.1.p
OG0004840	Bra012354, Bra028395	Carub.0005s1231.1.p
OG0004841	Bra011774	Carub.0007s0271.1.p
OG0004842	Bra017055, Bra005019, Bra000144	Carub.0004s2179.1.p
OG0004843	Bra017648, Bra017649	Carub.0003s0560.1.p, Carub.0006s1299.1.p
OG0004844	Bra033222, Bra028531, Bra032664	Carub.0001s0015.1.p
OG0004845	Bra028032	Carub.0001s3217.1.p
OG0004846	Bra010998, Bra012473	Carub.0001s2497.1.p
OG0004847	Bra000495, Bra034392, Bra011972	Carub.0004s0898.1.p
OG0004848	Bra007259, Bra003247, Bra003246	Carub.0005s2338.1.p
OG0004849	Bra023430, Bra006211	Carub.0006s1189.1.p
OG0004851	Bra024572, Bra012367	Carub.0001s2281.1.p
OG0004852	Bra014614, Bra003292, Bra007344	Carub.0005s2448.1.p
OG0004853	Bra032380, Bra010777	Carub.0001s2854.1.p
OG0004854	Bra013287	Carub.0007s2320.1.p
OG0004855	Bra013255, Bra013256	Carub.0003s2489.1.p, Carub.0001s3433.1.p, Carub.0003s2490.1.p
OG0004856	Bra000161, Bra004993	Carub.0004s2218.1.p, Carub.0001s3571.1.p
OG0004857	Bra022596, Bra028312	Carub.0008s1263.1.p
OG0004859	Bra028112	Carub.0007s3236.1.p
OG0004860	Bra003127	Carub.0001s3232.1.p, Carub.0005s1981.1.p
OG0004862	Bra033568	Carub.0002s1479.1.p, Carub.0003s2487.1.p, Carub.0003s2485.1.p, Carub.0007s0043.1.p
OG0004863	Bra024969, Bra022092, Bra017512	Carub.0008s0079.1.p
OG0004864	Bra029888, Bra034158	Carub.0003s1029.1.p
OG0004865	Bra001121	Carub.0003s0388.1.p
OG0004866	Bra008411, Bra003611, Bra035118	Carub.0002s2629.1.p
OG0004867	Bra028633	Carub.0006s0800.1.p
OG0004867	Bra031924, Bra024284	Carub.0008s2510.1.p
OG0004868	Bra039943, Bra000574	Carub.0004s0229.1.p
OG0004869	Bra014744, Bra014743	Carub.0005s2216.1.p
OG0004871	Bra015605, Bra014093	Carub.0006s1974.1.p
OG0004872	Bra035822, Bra001772	Carub.0003s1994.1.p
OG0004873	Bra022897, Bra021808, Bra005565	Carub.0004s1407.1.p
OG0004874	Bra025423, Bra020730	Carub.0006s2794.1.p
OG0004875	Bra035589, Bra002878, Bra028962	Carub.0008s1610.1.p
OG0004876	Bra015086, Bra013241	Carub.0003s2521.1.p
OG0004877	Bra022503, Bra008507	Carub.0002s1011.1.p
OG0004878	Bra038339, Bra004347	Carub.0003s3027.1.p, Carub.0002s1555.1.p
OG0004879	Bra016061, Bra008031	Carub.0002s1924.1.p
OG0004880	Bra028496, Bra025503	Carub.0007s3411.1.p, Carub.0007s3412.1.p
OG0004881	Bra017598	Carub.0008s0236.1.p
OG0004882	Bra024063, Bra024066, Bra000720	Carub.0007s1000.1.p
OG0004883	Bra016788, Bra019746, Bra026990	Carub.0001s1181.1.p
OG0004884	Bra018624, Bra030728, Bra031629	Carub.0001s0782.1.p
OG0004885	Bra021882	Carub.0004s1553.1.p
OG0004886	Bra001061, Bra021434	Carub.0003s0186.1.p
OG0004887	Bra019374	Carub.0007s1874.1.p
OG0004888	Bra017047, Bra005007	Carub.0004s2199.1.p
OG0004889	Bra006844, Bra006843, Bra006845	Carub.0008s1737.1.p, Carub.0008s1738.1.p
OG0004890	Bra018163	Carub.0005s1334.1.p
OG0004891	Bra034368, Bra034514, Bra012001	Carub.0004s0853.1.p
OG0004892	Bra020518, Bra009871, Bra009869	Carub.0006s2367.1.p
OG0004893	Bra014752, Bra007156	Carub.0005s2201.1.p
OG0004894	Bra031427, Bra038584, Bra027083	Carub.0002s0371.1.p
OG0004895	Bra017838, Bra010604	Carub.0007s0267.1.p, Carub.0004s0224.1.p
OG0004896	Bra000008, Bra005181, Bra017171	Carub.0004s1952.1.p
OG0004897	Bra007969, Bra003916, Bra016124	Carub.0002s1847.1.p
OG0004898	Bra037739, Bra004739	Carub.0004s2553.1.p
OG0004899	Bra024841, Bra017432, Bra026624	Carub.0005s0096.1.p
OG0004900	Bra010333, Bra024150	Carub.0007s1134.1.p
OG0004901	Bra001928, Bra028358	Carub.0003s2437.1.p
OG0004902	Bra010563	Carub.0007s0371.1.p
OG0004903	Bra020236, Bra002458	Carub.0008s2137.1.p
OG0004904	Bra021733, Bra018247	Carub.0004s1272.1.p
OG0004905	Bra007270, Bra014670, Bra003252	Carub.0005s2354.1.p
OG0004906	Bra016080, Bra003886, Bra008017	Carub.0002s1902.1.p
OG0004908	Bra034457, Bra028017, Bra036737	Carub.0001s3206.1.p
OG0004909	Bra033679	Carub.0003s3441.1.p, Carub.0008s0520.1.p, Carub.0008s0521.1.p, Carub.0003s3442.1.p
OG0004910	Bra037004, Bra034565, Bra011441	Carub.0007s0704.1.p
OG0004911	Bra006465, Bra023683, Bra002167	Carub.0006s1682.1.p
OG0004912	Bra023547	Carub.0006s1413.1.p
OG0004912	Bra009488	Carub.0006s0303.1.p
OG0004913	Bra003167, Bra014843, Bra014842	Carub.0005s2063.1.p
OG0004914	Bra015291	Carub.0001s0327.1.p
OG0004915	Bra034612, Bra011501, Bra017629	Carub.0007s0624.1.p
OG0004916	Bra021453, Bra004415	Carub.0004s3080.1.p
OG0004917	Bra017568, Bra025029, Bra022026	Carub.0008s0168.1.p
OG0004918	Bra029317, Bra012944, Bra035920	Carub.0008s2224.1.p
OG0004919	Bra030589, Bra015346	Carub.0001s0401.1.p
OG0004920	Bra003732, Bra015779	Carub.0002s2307.1.p
OG0004921	Bra005566, Bra022896	Carub.0004s1406.1.p
OG0004922	Bra019155, Bra013899, Bra010457	Carub.0007s1543.1.p
OG0004923	Bra012597, Bra013308, Bra021009	Carub.0007s2281.1.p
OG0004924	Bra029549	Carub.0006s3299.1.p
OG0004926	Bra010383, Bra026280, Bra024222	Carub.0007s1263.1.p
OG0004927	Bra014628, Bra003279, Bra007324	Carub.0005s2423.1.p
OG0004928	Bra032459, Bra032457	Carub.0001s0495.1.p, Carub.0004s0407.1.p
OG0004929	Bra022428, Bra038211	Carub.0003s1930.1.p
OG0004930	Bra035241	Carub.0002s1299.1.p
OG0004931	Bra021718	Carub.0004s1301.1.p
OG0004931	Bra021755	Carub.0004s1316.1.p
OG0004932	Bra021791, Bra005597, Bra022888	Carub.0004s1381.1.p
OG0004933	Bra024825, Bra024824, Bra024827, Bra026609, Bra021315	Carub.0005s0129.1.p
OG0004934	Bra040038, Bra029685	Carub.0003s0747.1.p
OG0004935	Bra037984, Bra030879	Carub.0001s4372.1.p
OG0004936	Bra019297, Bra020814, Bra013708	Carub.0007s1776.1.p
OG0004937	Bra012962, Bra029310, Bra012963	Carub.0008s2208.1.p
OG0004938	Bra014345, Bra016670, Bra007111, Bra026159	Carub.0001s1494.1.p
OG0004939	Bra022798, Bra018315	Carub.0004s1157.1.p
OG0004940	Bra030117, Bra010853	Carub.0001s2726.1.p
OG0004941	Bra009392	Carub.0003s2765.1.p, Carub.0006s0813.1.p
OG0004942	Bra004938, Bra000403, Bra039314	Carub.0004s2849.1.p
OG0004943	Bra008500, Bra035202	Carub.0002s2754.1.p
OG0004944	Bra040319, Bra000384	Carub.0004s2793.1.p
OG0004945	Bra011091, Bra010332	Carub.0007s1130.1.p, Carub.0007s1131.1.p
OG0004946	Bra008628, Bra023558, Bra006346	Carub.0006s1446.1.p
OG0004947	Bra023699, Bra006485, Bra002194	Carub.0006s1723.1.p
OG0004948	Bra003667	Carub.0027s0002.1.p, Carub.0002s2482.1.p, Carub.0002s2472.1.p
OG0004949	Bra004516, Bra039265	Carub.0004s2938.1.p
OG0004950	Bra027232, Bra021117, Bra001598	Carub.0003s1529.1.p
OG0004951	Bra017496, Bra024955, Bra022114	Carub.0008s0053.1.p
OG0004952	Bra004026, Bra038363, Bra027693, Bra004326, Bra004327	Carub.0002s1516.1.p
OG0004953	Bra002694, Bra002693, Bra020409, Bra006800, Bra006798	Carub.0008s1836.1.p
OG0004954	Bra029030, Bra022711, Bra002995	Carub.0008s1466.1.p
OG0004955	Bra003655, Bra008351, Bra035015	Carub.0002s2506.1.p
OG0004956	Bra000506, Bra012010, Bra034357	Carub.0004s0821.1.p
OG0004958	Bra002517, Bra020272	Carub.0004s0912.1.p
OG0004960	Bra028780, Bra005818, Bra009432	Carub.0006s0365.1.p
OG0004961	Bra031553, Bra015552	Carub.0001s0639.1.p
OG0004962	Bra016444, Bra025854, Bra012256	Carub.0001s2037.1.p
OG0004963	Bra001605, Bra027211, Bra027210	Carub.0003s1547.1.p
OG0004964	Bra017971	Carub.0005s1594.1.p
OG0004965	Bra005027	Carub.0004s2170.1.p
OG0004966	Bra040915, Bra027705	Carub.0002s0023.1.p
OG0004967	Bra003044, Bra022663	Carub.0008s1377.1.p
OG0004969	Bra009913, Bra020555	Carub.0006s2432.1.p, Carub.0194s0001.1.p, Carub.0006s2436.1.p, Carub.0006s2434.1.p
OG0004970	Bra028357, Bra001929	Carub.0003s2436.1.p
OG0004971	Bra018144	Carub.0005s1356.1.p
OG0004972	Bra004567, Bra017004	Carub.0004s2268.1.p
OG0004973	Bra007013, Bra003147	Carub.0005s2015.1.p
OG0004974	Bra010553, Bra017753, Bra011674	Carub.0007s0399.1.p
OG0004975	Bra003980, Bra016266, Bra007881	Carub.0002s1646.1.p
OG0004976	Bra020510	Carub.0006s2947.1.p, Carub.0006s2351.1.p
OG0004977	Bra000379, Bra040321	Carub.0004s2782.1.p
OG0004978	Bra016291, Bra024680	Carub.0001s2409.1.p
OG0004979	Bra029814, Bra001289, Bra034091	Carub.0003s0915.1.p
OG0004980	Bra012977, Bra008098, Bra029325	Carub.0008s2188.1.p, Carub.0006s3376.1.p
OG0004981	Bra040808, Bra018715, Bra019433	Carub.0002s0107.1.p
OG0004982	Bra021859, Bra022943, Bra005489	Carub.0004s1514.1.p
OG0004983	Bra018215	Carub.0005s1208.1.p, Carub.0005s1210.1.p
OG0004984	Bra029561, Bra029560	Carub.0006s3311.1.p
OG0004985	Bra037794, Bra031903, Bra024325	Carub.0008s2556.1.p
OG0004986	Bra032427	Carub.0001s0570.1.p
OG0004987	Bra031293	Carub.0003s2167.1.p, Carub.0003s2168.1.p
OG0004988	Bra023306	Carub.0005s0646.1.p, Carub.0005s0645.1.p
OG0004989	Bra007467	Carub.0005s2910.1.p
OG0004990	Bra002382, Bra006602, Bra020165, Bra020166	Carub.0006s1963.1.p
OG0004991	Bra004534, Bra000426	Carub.0004s2917.1.p
OG0004992	Bra040802, Bra034874, Bra032710	Carub.0007s2910.1.p
OG0004993	Bra012828, Bra012829	Carub.0005s1826.1.p
OG0004994	Bra016404, Bra012294, Bra017953	Carub.0001s2127.1.p
OG0004995	Bra013748, Bra019255, Bra015374	Carub.0007s1711.1.p
OG0004996	Bra007249, Bra014689	Carub.0005s2326.1.p
OG0004997	Bra034800, Bra038688	Carub.0003s1125.1.p
OG0004998	Bra006252, Bra023462, Bra023461, Bra008763	Carub.0006s1255.1.p
OG0004999	Bra017117, Bra005104, Bra000064	Carub.0004s2045.1.p
OG0005000	Bra012487, Bra024765, Bra024766	Carub.0001s2529.1.p
OG0005001	Bra025167, Bra006098, Bra017345	Carub.0005s0369.1.p
OG0005002	Bra033286, Bra032619	Carub.0001s0113.1.p
OG0005003	Bra011782, Bra017852, Bra010610	Carub.0007s0250.1.p
OG0005004	Bra030797, Bra019994, Bra031683	Carub.0001s0910.1.p
OG0005005	Bra030098, Bra032909, Bra010867	Carub.0001s2692.1.p
OG0005006	Bra004781, Bra037682	Carub.0004s2628.1.p
OG0005007	Bra021450	Carub.0004s3066.1.p
OG0005008	Bra001810, Bra023907, Bra031248	Carub.0003s2097.1.p
OG0005009	Bra005783	Carub.0006s0277.1.p
OG0005010	Bra012149	Carub.0008s2720.1.p
OG0005011	Bra005224	Carub.0004s1887.1.p
OG0005012	Bra003748, Bra015835, Bra008204	Carub.0002s2240.1.p
OG0005014	Bra019097, Bra001353	Carub.0006s1552.1.p
OG0005015	Bra002063, Bra037270	Carub.0003s3155.1.p
OG0005017	Bra013289, Bra040926, Bra012614	Carub.0007s2318.1.p
OG0005018	Bra003899, Bra008004	Carub.0002s1883.1.p
OG0005019	Bra038895, Bra036813	Carub.0005s1775.1.p
OG0005020	Bra029461	Carub.0006s3184.1.p
OG0005021	Bra028429, Bra025390, Bra033097	Carub.0005s0802.1.p
OG0005022	Bra029177	Carub.0008s1133.1.p
OG0005023	Bra029853, Bra001369	Carub.0003s0981.1.p
OG0005024	Bra001830, Bra023883, Bra001831	Carub.0003s2148.1.p
OG0005025	Bra034734, Bra039341, Bra001468	Carub.0003s1212.1.p
OG0005026	Bra020124, Bra006572, Bra002326	Carub.0006s1906.1.p
OG0005027	Bra020226, Bra002443, Bra006645	Carub.0006s2073.1.p
OG0005028	Bra012562, Bra011230, Bra010268, Bra024037	Carub.0007s0965.1.p
OG0005029	Bra015145	Carub.0003s2600.1.p
OG0005030	Bra039213	Carub.0008s1987.1.p
OG0005031	Bra008509, Bra004105	Carub.0008s2171.1.p
OG0005032	Bra001229, Bra029615, Bra040355	Carub.0003s0654.1.p
OG0005033	Bra029306, Bra019616	Carub.0008s2252.1.p, Carub.0008s2251.1.p
OG0005034	Bra036791, Bra012850, Bra038906	Carub.0005s1793.1.p
OG0005035	Bra005231, Bra017215, Bra023089	Carub.0004s1879.1.p
OG0005036	Bra023938, Bra035759	Carub.0003s2063.1.p
OG0005037	Bra001906, Bra014920, Bra023754	Carub.0003s2341.1.p
OG0005038	Bra004239	Carub.0002s1395.1.p
OG0005039	Bra031449, Bra019880, Bra016852	Carub.0001s1069.1.p
OG0005040	Bra001209	Carub.0003s0614.1.p
OG0005041	Bra037904, Bra033197	Carub.0006s2864.1.p
OG0005042	Bra004620, Bra016936	Carub.0004s2370.1.p
OG0005043	Bra010758	Carub.0007s2800.1.p
OG0005043	Bra023724	Carub.0003s2370.1.p
OG0005044	Bra015550, Bra031551, Bra030670	Carub.0001s0637.1.p
OG0005045	Bra022936, Bra005501, Bra021847	Carub.0004s1500.1.p
OG0005047	Bra002606, Bra006738, Bra020343	Carub.0008s1959.1.p
OG0005048	Bra007342, Bra014616, Bra003289	Carub.0005s2445.1.p
OG0005049	Bra040694, Bra038093, Bra040695	Carub.0223s0002.1.p, Carub.0007s2690.1.p
OG0005050	Bra017516	Carub.0008s0093.1.p
OG0005051	Bra006422, Bra002107, Bra023637	Carub.0006s1603.1.p
OG0005052	Bra039067, Bra025300	Carub.0005s0633.1.p
OG0005053	Bra003057, Bra022655, Bra029069	Carub.0008s1358.1.p
OG0005054	Bra030548	Carub.0001s0304.1.p
OG0005055	Bra011414, Bra037027	Carub.0007s0734.1.p
OG0005056	Bra006624	Carub.0006s2013.1.p
OG0005057	Bra030363, Bra018999, Bra030970	Carub.0001s4205.1.p
OG0005058	Bra004916, Bra039333	Carub.0004s2810.1.p
OG0005059	Bra009394, Bra009395, Bra028627	Carub.0003s2761.1.p, Carub.0006s0814.1.p
OG0005060	Bra001352, Bra029701	Carub.0003s0773.1.p
OG0005062	Bra009346, Bra028654	Carub.0006s0747.1.p
OG0005063	Bra015899, Bra003793, Bra008160	Carub.0002s2144.1.p
OG0005064	Bra002908, Bra028054, Bra040969, Bra036749	Carub.0001s3249.1.p
OG0005065	Bra039093, Bra032981, Bra025248	Carub.0005s0533.1.p
OG0005066	Bra026641, Bra017436, Bra024862	Carub.0005s0064.1.p
OG0005067	Bra036136, Bra033512, Bra027747, Bra027689, Bra016655, Bra036137	Carub.0003s0353.1.p
OG0005068	Bra021571, Bra010085, Bra029258, Bra035893	Carub.0008s2314.1.p
OG0005069	Bra039040, Bra025361, Bra033067	Carub.0005s0745.1.p
OG0005070	Bra001912, Bra014947	Carub.0003s2367.1.p
OG0005071	Bra031816, Bra037158, Bra012088	Carub.0008s2785.1.p
OG0005072	Bra011833, Bra010657, Bra017879	Carub.0007s0168.1.p
OG0005073	Bra035130	Carub.0002s2649.1.p
OG0005075	Bra039478, Bra040418, Bra001130	Carub.0003s2338.1.p
OG0005080	Bra015064, Bra013251	Carub.0007s3296.1.p, Carub.0003s0969.1.p, Carub.0007s3295.1.p
OG0005081	Bra003383, Bra007466	Carub.0005s2637.1.p
OG0005082	Bra035270, Bra000725	Carub.0006s2960.1.p
OG0005083	Bra017664, Bra011545, Bra034639	Carub.0007s0569.1.p
OG0005084	Bra018106	Carub.0005s1395.1.p
OG0005085	Bra032484, Bra015385	Carub.0001s0434.1.p
OG0005089	Bra025143	Carub.0005s0320.1.p
OG0005090	Bra036558, Bra009878	Carub.0006s2381.1.p
OG0005092	Bra012537	Carub.0007s2125.1.p
OG0005092	Bra024505, Bra020942, Bra020945	Carub.0003s2519.1.p, Carub.0007s2124.1.p, Carub.0007s2126.1.p
OG0005093	Bra017966, Bra003182, Bra019605	Carub.0005s1599.1.p, Carub.0005s0959.1.p
OG0005094	Bra002962, Bra012137	Carub.0008s2736.1.p, Carub.0001s3507.1.p, Carub.0001s3506.1.p
OG0005102	Bra038491, Bra040741, Bra012701	Carub.0007s2479.1.p
OG0005103	Bra019788	Carub.0001s1252.1.p
OG0005104	Bra004097, Bra034010, Bra004212	Carub.0002s1353.1.p
OG0005105	Bra037226, Bra024474	Carub.0003s3247.1.p
OG0005106	Bra038833	Carub.0001s3833.1.p
OG0005106	Bra013056, Bra037292	Carub.0001s3901.1.p, Carub.0001s3902.1.p
OG0005107	Bra031572	Carub.0001s0669.1.p, Carub.0001s0670.1.p
OG0005108	Bra005109	Carub.0004s2039.1.p
OG0005109	Bra021580, Bra001569	Carub.0003s1451.1.p
OG0005110	Bra018641	Carub.0001s0761.1.p
OG0005111	Bra004849, Bra037642	Carub.0004s2715.1.p
OG0005112	Bra032948, Bra025227	Carub.0006s2991.1.p, Carub.0005s0479.1.p
OG0005113	Bra007279, Bra014666, Bra014665	Carub.0005s2361.1.p
OG0005114	Bra039653, Bra018815	Carub.0001s3423.1.p
OG0005115	Bra001639, Bra022174	Carub.0003s1645.1.p, Carub.0002s1231.1.p
OG0005116	Bra025654, Bra030349, Bra028438	Carub.0007s3628.1.p
OG0005117	Bra011123, Bra011124	Carub.0007s1098.1.p, Carub.0006s2550.1.p
OG0005118	Bra036082, Bra012901, Bra030010	Carub.0005s1674.1.p
OG0005119	Bra035480	Carub.0001s3131.1.p
OG0005120	Bra014050, Bra040257	Carub.0001s3577.1.p
OG0005121	Bra023069, Bra005267, Bra017237	Carub.0004s1823.1.p
OG0005122	Bra003901, Bra016089, Bra008002	Carub.0002s1880.1.p
OG0005124	Bra033199	Carub.0006s2862.1.p
OG0005124	Bra028008	Carub.0001s3187.1.p
OG0005125	Bra002660, Bra006772, Bra020374	Carub.0008s1887.1.p
OG0005126	Bra003898	Carub.0002s1890.1.p, Carub.0002s1891.1.p
OG0005127	Bra028172	Carub.0001s3401.1.p
OG0005128	Bra016665, Bra026773	Carub.0001s1509.1.p
OG0005130	Bra002897, Bra028972, Bra035577	Carub.0008s1592.1.p
OG0005131	Bra013216, Bra040757	Carub.0007s3003.1.p
OG0005132	Bra010797, Bra030188, Bra032360	Carub.0001s2833.1.p
OG0005133	Bra033004, Bra025269	Carub.0005s0564.1.p
OG0005134	Bra024450, Bra038561	Carub.0003s3331.1.p
OG0005135	Bra040829, Bra001882	Carub.0003s2284.1.p
OG0005137	Bra021515, Bra027389	Carub.0003s1345.1.p
OG0005138	Bra028866, Bra009570	Carub.0006s0151.1.p
OG0005140	Bra001258, Bra040015, Bra029658	Carub.0003s0712.1.p
