Orthogroup	Brassica_rapa	Arabidopsis_thaliana
OG0005774	Bra027821	AT1G60000
OG0005777	Bra036943, Bra032205, Bra014022	AT1G44170
OG0005778	Bra023168	AT1G31220
OG0005779	Bra039952, Bra001867	AT3G22420
OG0005780	Bra005911, Bra009225	AT5G06760
OG0005781	Bra003195	AT4G13420
OG0005782	Bra019243, Bra013770	AT4G24160
OG0005783	Bra040681, Bra031087	AT2G19540
OG0005784	Bra034185, Bra018518	AT4G03110
OG0005785	Bra006040, Bra028608	AT5G09940
OG0005786	Bra021716, Bra018261	AT2G31305
OG0005787	Bra017071, Bra005039	AT2G39450
OG0005788	Bra026868, Bra019696	AT1G13970
OG0005789	Bra005371	AT2G35040
OG0005790	Bra037130, Bra012127	AT5G67030
OG0005791	Bra032662, Bra033221	AT1G02065
OG0005792	Bra000069, Bra005095	AT2G38560
OG0005793	Bra027704, Bra040916	AT1G64510
OG0005794	Bra016016, Bra008071	AT1G73120
OG0005795	Bra030203, Bra039934	AT2G22790
OG0005796	Bra003036, Bra020619	AT5G28740
OG0005797	Bra018035, Bra019562, Bra019561	AT3G48760
OG0005798	Bra001290, Bra029813	AT3G10040
OG0005799	Bra014397, Bra003508	AT3G62710
OG0005800	Bra009606, Bra028880	AT5G02220
OG0005801	Bra016117, Bra003914	AT1G71780
OG0005802	Bra022090	AT5G47000
OG0005803	Bra000157, Bra004995	AT2G39990
OG0005804	Bra028343, Bra001918, Bra014979	AT3G23770
OG0005807	Bra016161, Bra007960, Bra003937	AT1G71070
OG0005808	Bra027964	AT2G32910
OG0005809	Bra032355, Bra010801	AT1G30050
OG0005810	Bra013835, Bra019208	AT4G24790
OG0005811	Bra023679, Bra006463, Bra002163	AT5G18500
OG0005812	Bra000289, Bra004746	AT2G43120
OG0005813	Bra026190, Bra026805	AT1G14760
OG0005814	Bra012110	AT5G66850
OG0005815	Bra001692	AT3G17970
OG0005816	Bra019768	AT1G12460
OG0005817	Bra018369, Bra039993	AT2G29660
OG0005818	Bra021025, Bra019066, Bra012619	AT4G18070
OG0005819	Bra010073, Bra029268	AT5G62290
OG0005820	Bra023097, Bra001187	AT3G06240
OG0005821	Bra003556	AT1G80210, AT3G06820
OG0005822	Bra031420, Bra031418	AT1G61620
OG0005823	Bra014105	AT1G48175
OG0005824	Bra010126	AT5G62840
OG0005825	Bra036517, Bra029407, Bra009768	AT5G24470
OG0005826	Bra006811, Bra020428	AT5G57620
OG0005827	Bra040041, Bra001277, Bra029688	AT3G07940
OG0005828	Bra004591, Bra016964, Bra000211	AT2G40890
OG0005829	Bra038881, Bra036837	AT3G51070
OG0005830	Bra035639	AT5G56960
OG0005831	Bra001221, Bra029608, Bra040296	AT3G06860
OG0005832	Bra027392, Bra021513	AT3G13850
OG0005833	Bra019956	AT1G10200
OG0005834	Bra036993, Bra036976, Bra011456	AT4G33625
OG0005835	Bra040544, Bra040972	AT1G61610
OG0005836	Bra037819, Bra024393	AT5G65500
OG0005837	Bra030831, Bra038021	AT1G55840
OG0005838	Bra038064, Bra012763	AT4G15802
OG0005839	Bra009581, Bra005728	AT5G02530
OG0005840	Bra009036	AT5G10410
OG0005841	Bra035059, Bra008377	AT1G78690
OG0005842	Bra039255	AT3G30823
OG0005843	Bra005907, Bra009219	AT5G06710
OG0005844	Bra035102, Bra003616	AT2G21820
OG0005845	Bra004079, Bra004243	AT1G67650, AT1G67680
OG0005847	Bra005677	AT5G01600
OG0005848	Bra015269, Bra010311, Bra030543	AT1G03820
OG0005849	Bra037586, Bra014783, Bra001704	AT3G18390
OG0005850	Bra028639	AT5G09370
OG0005851	Bra023622, Bra013970	AT5G17523, AT5G17520
OG0005852	Bra030165	AT4G02110
OG0005854	Bra030550	AT1G03940, AT1G03495
OG0005855	Bra023572, Bra008614	AT5G16550
OG0005856	Bra030486	AT1G50500
OG0005857	Bra024931, Bra024977	AT5G47600
OG0005858	Bra007620	AT3G61620
OG0005859	Bra011393, Bra037037	AT4G32890
OG0005860	Bra008462	AT2G26000
OG0005861	Bra028959, Bra002874	AT5G55810
OG0005862	Bra000162	AT2G40030
OG0005863	Bra034989	AT3G44100
OG0005864	Bra009028, Bra006064	AT5G10490
OG0005865	Bra005912, Bra009228, Bra028717	AT5G06800
OG0005866	Bra009810, Bra020481	AT5G25040, AT5G25050
OG0005867	Bra020414, Bra002699	AT5G57740
OG0005868	Bra020223, Bra020224, Bra002438	AT5G22890
OG0005869	Bra013434	AT4G19970
OG0005870	Bra013452	AT4G20280, AT1G20000
OG0005871	Bra021258, Bra001671, Bra022225	AT3G17609
OG0005872	Bra028657, Bra005992	AT5G08415
OG0005873	Bra005667	AT5G01760
OG0005874	Bra023440, Bra008793, Bra006222	AT5G13910
OG0005875	Bra008336	AT1G77790
OG0005876	Bra011688	AT4G36520
OG0005877	Bra034533, Bra011378, Bra037043	AT4G32760
OG0005879	Bra013514, Bra038779	AT4G21215
OG0005880	Bra026205	AT1G14570
OG0005881	Bra007985, Bra003913	AT1G71800
OG0005882	Bra025765, Bra013613, Bra019379	AT4G22350, AT4G22285, AT4G22410
OG0005883	Bra038502	AT4G16710
OG0005884	Bra024419, Bra031847, Bra037828	AT5G65790
OG0005885	Bra008998, Bra028555	AT5G11000
OG0005886	Bra029944, Bra019587, Bra017999	AT3G49240
OG0005887	Bra017624, Bra034600	AT4G34050
OG0005888	Bra013253, Bra015050	AT3G24520
OG0005889	Bra040311, Bra004910	AT2G45420
OG0005890	Bra003722, Bra015753	AT1G76400
OG0005891	Bra029590	AT3G06590
OG0005892	Bra004322, Bra004029	AT1G68580
OG0005893	Bra033238	AT1G01725
OG0005894	Bra026057	AT1G07950, AT1G16430
OG0005895	Bra025489, Bra028501	AT5G41580
OG0005896	Bra011822, Bra017872, Bra010645	AT4G39940
OG0005897	Bra016993, Bra004571, Bra000187	AT2G40460
OG0005898	Bra037842, Bra031840	AT5G67550
OG0005899	Bra036829, Bra012863	AT3G51220
OG0005900	Bra025016	AT5G46560
OG0005901	Bra013364, Bra012564	AT4G18960
OG0005902	Bra030823	AT1G55915
OG0005903	Bra010813, Bra032335, Bra030171	AT1G29770
OG0005904	Bra016769, Bra019771	AT1G12500
OG0005905	Bra002007, Bra034991	AT3G48630, AT3G44150
OG0005906	Bra014476	AT3G60690
OG0005907	Bra033686	AT5G43570
OG0005908	Bra016047, Bra003874	AT1G72610
OG0005909	Bra026804, Bra026188	AT1G14780
OG0005911	Bra016409, Bra017943	AT1G21700
OG0005912	Bra004444	AT2G47590
OG0005913	Bra029100	AT5G53045
OG0005915	Bra008655, Bra023549, Bra006337	AT5G16030
OG0005916	Bra016420, Bra017918	AT1G21480
OG0005917	Bra001159, Bra039418	AT3G05670
OG0005918	Bra000747, Bra033142, Bra035276	AT4G11560
OG0005919	Bra007866, Bra004395	AT3G27740
OG0005920	Bra006567	AT5G20630
OG0005921	Bra012146	AT5G67260
OG0005922	Bra038062, Bra012758	AT4G15880
OG0005923	Bra008938, Bra023341, Bra006117	AT5G11770
OG0005924	Bra001633, Bra021181, Bra022163	AT3G16490
OG0005925	Bra005764, Bra009529, Bra028835	AT5G03430
OG0005926	Bra009019, Bra009020	AT5G10610, AT5G10600
OG0005927	Bra000867, Bra036244, Bra018532	AT1G56220
OG0005928	Bra011862, Bra033615, Bra010684	AT4G39400
OG0005929	Bra013502, Bra020886, Bra038786	AT4G21110
OG0005930	Bra004040, Bra033947, Bra004298	AT1G68330
OG0005931	Bra019533	AT3G48210
OG0005932	Bra025138	AT2G03870
OG0005933	Bra037201, Bra013154	AT2G12400
OG0005934	Bra016752, Bra019792	AT1G12840
OG0005935	Bra035028, Bra008356	AT1G78310
OG0005936	Bra023298	AT1G36095
OG0005938	Bra001257, Bra029657, Bra040014	AT3G07560
OG0005939	Bra033669, Bra027475	AT5G43260
OG0005940	Bra022543, Bra015198, Bra015197, Bra015196	AT5G51270
OG0005941	Bra001910, Bra014944, Bra023729	AT3G23380
OG0005942	Bra005582, Bra021778, Bra022883	AT2G32300
OG0005943	Bra017282, Bra023040	AT2G35900
OG0005944	Bra022762	AT5G50780
OG0005945	Bra035732	AT5G51190
OG0005946	Bra037348, Bra017857, Bra000966	AT4G00585
OG0005947	Bra039613, Bra024470	AT2G18390
OG0005948	Bra005468, Bra022957, Bra022958	AT2G33835
OG0005949	Bra016806, Bra019723, Bra031788	AT1G11890
OG0005950	Bra018263, Bra021707	AT2G31160
OG0005951	Bra015397, Bra032481	AT1G05190
OG0005952	Bra010491, Bra013797	AT4G24380
OG0005954	Bra010264, Bra011235	AT4G30950
OG0005955	Bra009568, Bra028864, Bra002688	AT5G02770
OG0005956	Bra020285	AT5G59810
OG0005957	Bra002413, Bra006627, Bra020194	AT5G22460
OG0005958	Bra030516	AT1G02960, AT1G02965
OG0005959	Bra023748	AT3G23230
OG0005960	Bra030545, Bra015272, Bra032540	AT1G03850
OG0005961	Bra026544, Bra025125	AT2G03690
OG0005962	Bra035612, Bra028940	AT5G56260
OG0005963	Bra039157, Bra001031	AT3G02140
OG0005964	Bra012883, Bra036854	AT3G50870
OG0005965	Bra009324, Bra028671	AT5G08150
OG0005966	Bra030888, Bra037978	AT1G55090
OG0005967	Bra016815, Bra019832	AT1G11755
OG0005968	Bra005727, Bra009585	AT5G02480
OG0005969	Bra020120, Bra006570	AT5G20670
OG0005970	Bra000469, Bra021598	AT2G29940
OG0005971	Bra033559	AT4G38260
OG0005972	Bra011236	AT4G30960
OG0005973	Bra026998	AT1G12730, AT1G63110
OG0005974	Bra009549, Bra005741	AT5G03150
OG0005975	Bra017304	AT2G29720
OG0005976	Bra036987, Bra036984	AT5G26130, AT4G33710
OG0005978	Bra012964, Bra035933	AT5G61380
OG0005979	Bra014989	AT3G23900
OG0005980	Bra023466, Bra006255	AT5G14440
OG0005981	Bra023085, Bra005234, Bra017218	AT2G36890
OG0005982	Bra006605, Bra037866, Bra002384	AT5G22030
OG0005983	Bra003086, Bra029099	AT5G53050
OG0005984	Bra002388, Bra020171	AT5G22090
OG0005985	Bra017187, Bra005195, Bra000001	AT2G37440
OG0005986	Bra006113, Bra008941	AT5G11730
OG0005987	Bra020317	AT5G59460
OG0005988	Bra007086, Bra014802	AT3G54650
OG0005989	Bra037811, Bra031867, Bra024376	AT5G65300
OG0005990	Bra008200, Bra015840, Bra003752	AT1G75490
OG0005991	Bra028942, Bra002832, Bra035610	AT5G56240
OG0005992	Bra040315, Bra004902	AT2G45340
OG0005993	Bra029371, Bra009681, Bra026498	AT5G23420
OG0005994	Bra032708, Bra040341	AT4G13430
OG0005996	Bra029968	AT3G49750
OG0005997	Bra021048, Bra021047, Bra040159	AT4G17500
OG0005998	Bra014985, Bra001922, Bra028346	AT5G47320
OG0005999	Bra024383, Bra031858, Bra037817	AT5G65420
OG0006000	Bra010683, Bra011861, Bra033616	AT4G39410
OG0006001	Bra030583, Bra032494, Bra015341	AT1G04680
OG0006002	Bra003236, Bra007234	AT3G56290
OG0006003	Bra039702, Bra037958	AT1G54040
OG0006004	Bra009518, Bra028824, Bra005777	AT5G03680
OG0006005	Bra035393, Bra035531, Bra039484	AT5G35620
OG0006006	Bra000996, Bra040546	AT3G01670
OG0006007	Bra021901, Bra005439	AT2G34260
OG0006008	Bra012989, Bra035946, Bra029343	AT5G60980
OG0006009	Bra008645, Bra023552, Bra006339	AT5G16110
OG0006010	Bra038725, Bra034755	AT3G12490
OG0006011	Bra028868, Bra009578	AT5G02600
OG0006012	Bra002866, Bra035597, Bra028953	AT5G55940
OG0006013	Bra026690, Bra040984, Bra016620	AT1G17080
OG0006014	Bra003224, Bra007203	AT3G55960
OG0006015	Bra000694, Bra037888	AT4G09830
OG0006017	Bra005880, Bra028741	AT5G06150, AT1G34460
OG0006019	Bra034629, Bra011538	AT4G34490
OG0006020	Bra019951, Bra018450	AT1G10280
OG0006021	Bra026745, Bra026099, Bra016650	AT1G15820
OG0006022	Bra010490, Bra013802	AT4G24440
OG0006023	Bra002667, Bra020379	AT5G58230
OG0006024	Bra031880, Bra024358	AT5G65130
OG0006025	Bra038595, Bra035871	AT5G62960
OG0006026	Bra030743, Bra018598	AT1G08810
OG0006027	Bra019244, Bra013767	AT4G24150
OG0006028	Bra023421, Bra008818	AT5G13570
OG0006029	Bra006899, Bra033457	AT3G52110
OG0006030	Bra018877	AT1G50910
OG0006031	Bra038109, Bra039659	AT1G53190
OG0006032	Bra034771	AT3G12160
OG0006033	Bra014100	AT1G48050
OG0006034	Bra027378	AT3G13840
OG0006035	Bra012035	AT2G27090
OG0006036	Bra032075, Bra032077	AT4G00260, AT2G24645
OG0006037	Bra020450, Bra006825, Bra002737	AT5G57330
OG0006038	Bra039623	AT2G18250
OG0006039	Bra001766, Bra038242, Bra022468	AT3G19930
OG0006040	Bra025570, Bra028461	AT2G44860
OG0006041	Bra012684, Bra012687, Bra040107	AT4G17030
OG0006042	Bra018824	AT1G50000
OG0006043	Bra025991, Bra026678, Bra016614	AT1G17200
OG0006044	Bra015682, Bra019757, Bra003689	AT1G77250
OG0006045	Bra035704, Bra011953	AT2G28380
OG0006046	Bra028803, Bra022066	AT5G04120
OG0006047	Bra018420, Bra019898, Bra031745	AT1G10840
OG0006048	Bra035719, Bra022530	AT5G50890
OG0006049	Bra000460, Bra004434	AT2G47730
OG0006050	Bra029935	AT3G49142
OG0006051	Bra038499, Bra040746	AT4G16690
OG0006052	Bra009065, Bra028605, Bra006042	AT5G10010
OG0006053	Bra007282, Bra014663, Bra003253	AT3G56910
OG0006054	Bra001475, Bra039351, Bra034721	AT3G12890
OG0006055	Bra035512, Bra033846	AT1G32200
OG0006057	Bra032962, Bra039103	AT3G26932
OG0006058	Bra000406	AT4G16090, AT2G45930
OG0006060	Bra024628, Bra016327	AT1G23980
OG0006061	Bra034698, Bra001493, Bra039377	AT3G13200
OG0006063	Bra006232, Bra008786	AT5G14020
OG0006064	Bra035211	AT4G11600
OG0006065	Bra008216, Bra015826	AT1G75690
OG0006066	Bra027827	AT1G59970
OG0006068	Bra040021, Bra029667	AT3G07660
OG0006069	Bra005935, Bra009263, Bra028697	AT5G07440
OG0006070	Bra006055, Bra009044, Bra028593	AT5G10280
OG0006071	Bra020078, Bra006528, Bra002278	AT5G19980
OG0006072	Bra023893, Bra031267	AT3G21250
OG0006073	Bra002021, Bra009660	AT2G17120
OG0006075	Bra005739, Bra036503	AT2G20820
OG0006076	Bra038601	AT5G63010
OG0006077	Bra011430, Bra034554, Bra037012	AT4G33250
OG0006078	Bra009178, Bra005888, Bra028737	AT5G06270
OG0006079	Bra041065, Bra041074	AT3G50780, AT2G24692
OG0006080	Bra000588	AT2G20920
OG0006081	Bra013838, Bra019207	AT4G24820
OG0006082	Bra022744, Bra002956	AT5G54790
OG0006083	Bra037588	AT3G18360
OG0006085	Bra034033	AT1G67050
OG0006087	Bra005272, Bra040845	AT2G36360
OG0006088	Bra020365, Bra002644, Bra002642	AT5G58500
OG0006089	Bra013423, Bra012532	AT4G19700, AT2G12290
OG0006090	Bra020819, Bra013690	AT4G23430, AT4G23420
OG0006091	Bra001725, Bra037555	AT3G18830
OG0006092	Bra020960, Bra013401	AT4G19540
OG0006093	Bra017138, Bra005139, Bra000038	AT2G38090
OG0006094	Bra021409, Bra040604, Bra001066	AT3G02830
OG0006095	Bra006043, Bra009064	AT5G10020
OG0006096	Bra001644, Bra022184, Bra021209	AT3G16870
OG0006097	Bra014449	AT3G61200
OG0006098	Bra014769, Bra018350, Bra022967, Bra005444	AT2G34200
OG0006099	Bra001844, Bra031305	AT3G21740
OG0006100	Bra024389, Bra031856	AT5G65480
OG0006101	Bra039872, Bra014895, Bra023149	AT1G30870
OG0006102	Bra032591, Bra030507	AT1G02660
OG0006103	Bra010597, Bra011758	AT4G37400
OG0006104	Bra008273, Bra003708	AT1G76750
OG0006106	Bra012843, Bra036782	AT2G15670, AT3G51670
OG0006107	Bra026368	AT4G27190
OG0006108	Bra024022, Bra011249	AT4G31140
OG0006109	Bra020471, Bra009793	AT5G24800
OG0006111	Bra011238	AT4G30993
OG0006112	Bra013839, Bra019206	AT4G24830
OG0006113	Bra003429	AT3G60830
OG0006115	Bra040733	AT4G06534, AT4G06536
OG0006116	Bra007328, Bra003283, Bra014623	AT3G57450
OG0006117	Bra034810, Bra001421	AT3G11800
OG0006118	Bra032354, Bra030187, Bra010802	AT1G30040
OG0006119	Bra027849, Bra035435	AT1G59590
OG0006120	Bra010982, Bra012490, Bra024770	AT1G25260
OG0006121	Bra026788, Bra026172	AT1G14990
OG0006122	Bra029444, Bra033116	AT4G12250
OG0006123	Bra036898, Bra039715	AT4G14750
OG0006125	Bra040225, Bra001195, Bra020756	AT3G06350
OG0006126	Bra022294, Bra021302	AT3G18215
OG0006127	Bra012144, Bra037122	AT5G67220
OG0006128	Bra032153	AT2G23660
OG0006129	Bra021978	AT5G45460, AT5G45470
OG0006130	Bra026716, Bra026042	AT1G16530
OG0006131	Bra000260	AT2G42490
OG0006132	Bra000708, Bra037913	AT4G10340
OG0006133	Bra008270, Bra003711, Bra015726	AT1G76660
OG0006134	Bra015581, Bra030685	AT1G07473, AT1G07476
OG0006135	Bra002964, Bra022738, Bra029011	AT5G54680
OG0006136	Bra028688	AT5G07630
OG0006137	Bra002348, Bra006588, Bra020141	AT5G20970
OG0006138	Bra036421, Bra038376, Bra031958	AT3G03970
OG0006139	Bra013232, Bra015098	AT3G25100
OG0006140	Bra036661, Bra027048	AT1G62400
OG0006141	Bra034561, Bra037007, Bra011438	AT4G33420
OG0006142	Bra007316	AT3G57280
OG0006143	Bra019801, Bra026942	AT1G12980
OG0006145	Bra028125	AT5G37530
OG0006146	Bra023570, Bra008613	AT5G16560
OG0006147	Bra027840	AT1G59700, AT1G59670
OG0006148	Bra026932, Bra008367	AT1G13790
OG0006149	Bra009100, Bra028764	AT5G35917, AT5G05260
OG0006150	Bra021007, Bra013319, Bra012592, Bra012593	AT4G18510
OG0006151	Bra007577, Bra003440	AT3G61160
OG0006152	Bra000471, Bra018364	AT2G29710, AT2G29730
OG0006153	Bra008192, Bra003755	AT1G75390
OG0006154	Bra001476, Bra034720, Bra039352	AT3G12900
OG0006156	Bra023195, Bra038426	AT1G31500
OG0006157	Bra015100, Bra032686, Bra027610	AT3G25120
OG0006158	Bra000564, Bra007836, Bra007840	AT2G24650
OG0006159	Bra029198, Bra037755	AT5G63860
OG0006160	Bra013309, Bra012596	AT1G36280, AT4G18440
OG0006161	Bra028710, Bra019091, Bra009299	AT5G07020
OG0006162	Bra003904, Bra016097	AT1G71940
OG0006163	Bra008810, Bra023428	AT5G13670
OG0006164	Bra007062, Bra014824	AT3G54290
OG0006165	Bra010595, Bra011753, Bra017815	AT4G37295
OG0006166	Bra029887, Bra034157	AT3G10985
OG0006167	Bra013861, Bra022747	AT5G51020
OG0006168	Bra005538, Bra004871	AT2G44820
OG0006169	Bra023603, Bra008569, Bra006391	AT5G17230
OG0006170	Bra006518, Bra020063, Bra002262	AT5G19790
OG0006171	Bra013847	AT4G24930
OG0006172	Bra025726, Bra016512	AT1G19300
OG0006173	Bra036689, Bra031114, Bra036459	AT2G20280
OG0006174	Bra001591, Bra027252, Bra021105	AT3G15355
OG0006175	Bra018856	AT1G50560, AT1G50520
OG0006176	Bra037498, Bra036180, Bra020708	AT5G48270
OG0006177	Bra026131, Bra016659	AT1G15420
OG0006178	Bra031692, Bra019972	AT1G09960
OG0006179	Bra005090	AT2G38670
OG0006180	Bra020162, Bra006599, Bra002377	AT5G21960
OG0006181	Bra010072, Bra029269, Bra035898	AT5G62280
OG0006182	Bra032742, Bra013993	AT4G13830
OG0006183	Bra012443, Bra024689	AT1G26750
OG0006184	Bra009445, Bra028786	AT5G04530
OG0006185	Bra015794, Bra015793	AT3G59610, AT3G59590
OG0006186	Bra035660	AT2G28920
OG0006188	Bra018189, Bra028296	AT5G52180
OG0006189	Bra015932	AT1G74130, AT1G74140
OG0006191	Bra008765	AT5G14330
OG0006192	Bra032984, Bra039091	AT3G27160
OG0006193	Bra009612, Bra005708	AT5G02110
OG0006194	Bra022617, Bra029101, Bra003098	AT5G52900
OG0006195	Bra004323, Bra004027, Bra038364	AT1G68590
OG0006196	Bra013257, Bra012638	AT4G17810
OG0006197	Bra004041, Bra033948, Bra004297	AT1G68320
OG0006198	Bra001926, Bra015012	AT3G24090
OG0006199	Bra016067, Bra008028	AT1G72310
OG0006200	Bra040662, Bra018794	AT1G49560
OG0006201	Bra020394, Bra002675	AT5G58060
OG0006202	Bra006601, Bra002381, Bra020163, Bra020164	AT5G21280
OG0006203	Bra017708, Bra011606	AT4G35320
OG0006204	Bra000294	AT2G43180
OG0006205	Bra002861	AT5G55960
OG0006206	Bra033167	AT5G23800, AT5G23780, AT5G23770
OG0006207	Bra037412, Bra000927	AT4G01410
OG0006208	Bra003409, Bra014492	AT3G60380
OG0006209	Bra007285, Bra003257, Bra014661	AT3G56950
OG0006210	Bra038495, Bra012697, Bra040745	AT4G16650
OG0006211	Bra035952, Bra012997, Bra029347	AT5G60910
OG0006212	Bra012894, Bra036095	AT3G50630
OG0006213	Bra027278	AT3G15110
OG0006214	Bra029882, Bra034156	AT3G10960
OG0006215	Bra035271	AT5G49690
OG0006216	Bra021640, Bra022806, Bra033114	AT2G30530
OG0006217	Bra017448	AT2G01500
OG0006218	Bra004960, Bra039291	AT2G46080
OG0006219	Bra039530	AT5G45040
OG0006220	Bra004377, Bra038309	AT1G69380
OG0006221	Bra003674	AT1G77690
OG0006222	Bra018978	AT1G52630
OG0006223	Bra034728, Bra001471	AT3G12800, AT1G36580, AT2G07640
OG0006224	Bra028874, Bra005724	AT5G02430
OG0006225	Bra023262	AT1G32370
OG0006226	Bra031631, Bra030731, Bra018620	AT1G08510
OG0006227	Bra002974, Bra029018	AT5G54590
OG0006228	Bra008035, Bra003878, Bra016054	AT1G72490
OG0006230	Bra033707, Bra027517	AT5G43960
OG0006231	Bra027588, Bra028364, Bra039533	AT5G45100
OG0006232	Bra001390, Bra034865	AT3G11110
OG0006233	Bra028831, Bra009525, Bra005766	AT5G03510
OG0006234	Bra036896	AT4G14746
OG0006235	Bra033430, Bra012803, Bra006925	AT3G52450
OG0006236	Bra016682, Bra026810, Bra026194	AT1G14710
OG0006237	Bra020089, Bra006546	AT5G20180
OG0006238	Bra014423	AT3G61730, AT5G36000
OG0006239	Bra027792	AT1G63700
OG0006240	Bra033665	AT5G43155, AT5G43160
OG0006241	Bra028494, Bra025504	AT5G41350
OG0006242	Bra012277, Bra017906	AT1G21340
OG0006243	Bra031939, Bra024259	AT5G64020, AT2G37720
OG0006245	Bra001842, Bra023864, Bra031300	AT3G21710
OG0006246	Bra009846, Bra020504	AT5G25510
OG0006247	Bra016604, Bra030986, Bra025977	AT1G17380
OG0006248	Bra011598	AT5G60620
OG0006249	Bra023122	AT1G30700
OG0006250	Bra037124, Bra012140	AT5G67190
OG0006251	Bra006151, Bra032074, Bra008902	AT5G12260
OG0006252	Bra035076, Bra008386	AT1G16780, AT1G78920
OG0006253	Bra022480	AT1G65420
OG0006254	Bra007687, Bra003501	AT3G62600
OG0006255	Bra018008	AT3G49100
OG0006256	Bra016732, Bra019827	AT1G13360
OG0006257	Bra027196, Bra001618, Bra019290	AT3G16000
OG0006258	Bra036711, Bra039011	AT2G19690
OG0006259	Bra034288, Bra007776	AT2G25970
OG0006260	Bra015802, Bra003736	AT1G75900
OG0006261	Bra040204	AT3G04280
OG0006262	Bra001448, Bra033403, Bra038708	AT3G12300
OG0006263	Bra026229, Bra023118	AT1G30690
OG0006264	Bra029108, Bra034277	AT2G25840
OG0006265	Bra017730, Bra010512	AT4G35790
OG0006266	Bra035168, Bra008457, Bra008453	AT1G80600
OG0006267	Bra033126, Bra014870	AT4G11820
OG0006269	Bra025298, Bra039069, Bra033023	AT3G27700
OG0006270	Bra009320	AT5G08110
OG0006271	Bra017920, Bra012282	AT1G21500
OG0006272	Bra030446, Bra014272	AT1G51340
OG0006273	Bra002280, Bra006547	AT5G20190
OG0006274	Bra021534, Bra021536	AT3G14180
OG0006275	Bra016421, Bra017916	AT1G21460
OG0006276	Bra014791, Bra007094	AT3G54750
OG0006277	Bra026016, Bra016624, Bra026698	AT1G16920
OG0006278	Bra031048, Bra025683	AT1G18740
OG0006279	Bra002450, Bra020229	AT5G60800
OG0006280	Bra002793	AT5G56760
OG0006281	Bra017714, Bra017715	AT4G35490
OG0006282	Bra018921, Bra030432	AT1G51640
OG0006283	Bra026891, Bra019706	AT1G13740
OG0006284	Bra003891, Bra008013	AT1G72160
OG0006285	Bra013929	AT4G38120
OG0006286	Bra015231, Bra013098	AT2G15695
OG0006287	Bra001697, Bra022277	AT3G18050
OG0006288	Bra029244, Bra029245, Bra035879	AT5G62850
OG0006290	Bra024038, Bra011228	AT4G30850
OG0006291	Bra030737	AT1G08650
OG0006292	Bra007303, Bra003267	AT3G57120
OG0006293	Bra033036, Bra005800, Bra009468	AT5G04320
OG0006294	Bra010010, Bra020620	AT5G28770
OG0006295	Bra023585, Bra008589, Bra006373	AT5G16840
OG0006296	Bra034988	AT3G44050
OG0006297	Bra013279, Bra013278, Bra013277, Bra012623	AT4G18020
OG0006298	Bra014967, Bra028325	AT3G23620
OG0006299	Bra016492, Bra012190	AT1G19850
OG0006300	Bra012579, Bra020992, Bra013346	AT4G18770
OG0006301	Bra009854, Bra020508, Bra036546	AT5G25610
OG0006302	Bra037670	AT2G44050
