Orthogroup	Brassica_rapa	Camelina_sativa
OG0008457	Bra005317	Csa07g012090, Csa05g030610, Csa07g012100, Csa16g012850
OG0008458	Bra016454, Bra012248	Csa14g025940, Csa17g026550, Csa03g024600
OG0008459	Bra040177, Bra012646	Csa12g046870, Csa11g030890, Csa10g027630
OG0008460	Bra029562	Csa02g009750, Csa13g053120, Csa08g049370
OG0008461	Bra011622	Csa10g006600, Csa12g008000, Csa11g006240
OG0008462	Bra009433, Bra005816	Csa20g005930, Csa13g006700, Csa08g059750
OG0008463	Bra008107, Bra003833, Bra015975	Csa09g078240, Csa16g036500
OG0008464	Bra003764, Bra015860	Csa16g039100, Csa09g079790, Csa07g046630
OG0008465	Bra002488, Bra006667	Csa11g094180, Csa02g067240, Csa18g033650
OG0008466	Bra017174, Bra017177, Bra000007	Csa06g040320, Csa04g051190
OG0008467	Bra027080, Bra031413	Csa07g062820, Csa16g053400, Csa10994s010, Csa09g096160
OG0008468	Bra006963, Bra019637	Csa09g061230, Csa06g027380, Csa04g038900, Csa13481s010
OG0008469	Bra032668, Bra033217	Csa00633s040, Csa00566s110
OG0008470	Bra027105, Bra039252	Csa09g095570, Csa02217s010, Csa07g062200, Csa16g052930
OG0008471	Bra021677	Csa05g030590, Csa16g012820, Csa07g012070
OG0008472	Bra001746, Bra022427	Csa19g027030, Csa01g022530, Csa15g027270
OG0008473	Bra013564	Csa12g036390, Csa11g024480, Csa10g021510
OG0008474	Bra011010, Bra024729	Csa14g032690, Csa17g034820, Csa03g029430
OG0008475	Bra031239, Bra023918	Csa15g031250, Csa19g028870, Csa01g023970, Csa14434s010
OG0008476	Bra021821, Bra005536	Csa16g008310, Csa05g023580, Csa07g008540
OG0008477	Bra031736	Csa03g014640, Csa17g014900, Csa14g013710
OG0008478	Bra000126	Csa04g053250, Csa05g013990, Csa06g043220
OG0008479	Bra010786, Bra032368	Csa17g043210, Csa03g033420, Csa14g037890
OG0008480	Bra024303	Csa11g101620, Csa18g038140, Csa02g073260
OG0008481	Bra030740, Bra018601	Csa03g012220, Csa14g010300, Csa17g012270
OG0008482	Bra023673	Csa20g026790, Csa13g021320, Csa08g010910
OG0008483	Bra028285, Bra022567	Csa11g083520, Csa02g044840, Csa18g022760
OG0008484	Bra031637	Csa14g010170, Csa03g012110, Csa14g010160, Csa17g012130, Csa17g012150
OG0008485	Bra006981	Csa06g027700, Csa04g039220, Csa09g061530
OG0008486	Bra030712, Bra018663	Csa03g011480, Csa14g009490, Csa17g011490
OG0008487	Bra029447, Bra018472	Csa02g014590, Csa08g044640, Csa13g050640
OG0008488	Bra015883, Bra008171	Csa07g046340
OG0008489	Bra040023, Bra029668, Bra001265	Csa01g008740, Csa15g009430
OG0008490	Bra015003	Csa19g035740, Csa15g048360, Csa01g029790
OG0008491	Bra040360, Bra029621	Csa01g008090, Csa15g008800, Csa19g010790
OG0008492	Bra033268	Csa03g001860, Csa17g001810, Csa14g001790
OG0008493	Bra008443, Bra003583	Csa07g059080, Csa16g049650, Csa09g094200
OG0008494	Bra013014	Csa20g037990, Csa13g027680, Csa08g017430
OG0008495	Bra018746	Csa03g053540, Csa17g080320, Csa14g054780
OG0008496	Bra007549	Csa16g004240, Csa05g092470, Csa07g004270
OG0008497	Bra026999, Bra027620	Csa16g055810, Csa09g097840, Csa07g064440
OG0008498	Bra015684	Csa16g041400, Csa09g083960, Csa07g049840
OG0008499	Bra038050, Bra036113, Bra009984	Csa13g037800, Csa20g057220, Csa08g029650
OG0008500	Bra025610	Csa19g039940, Csa15g056870, Csa01g036550
OG0008501	Bra035019	Csa09g085010, Csa16g042460, Csa07g050870
OG0008502	Bra032565	Csa03g003060, Csa17g003990, Csa14g003110
OG0008504	Bra006021, Bra028636	Csa20g012580, Csa08g055210, Csa13g011090
OG0008505	Bra023868, Bra031295	Csa15g032120, Csa19g029790, Csa01g024790
OG0008506	Bra019993, Bra030798	Csa03g013110
OG0008508	Bra023958, Bra011332	Csa11g011040, Csa10g010220, Csa12g013770
OG0008509	Bra020088, Bra006543	Csa03348s010, Csa13g023120, Csa20g032080, Csa08g014000
OG0008510	Bra014033, Bra040301	Csa17g071180, Csa03g047210, Csa14g049540
OG0008511	Bra033095, Bra025387	Csa04g019650, Csa06g012560, Csa09g022790
OG0008512	Bra015730	Csa16g040780, Csa07g048210, Csa09g081370
OG0008513	Bra008653	Csa20g023660, Csa13g018870, Csa08g008200
OG0008514	Bra000053, Bra017124	Csa05g015140, Csa06g041120, Csa04g052050
OG0008515	Bra012045, Bra034311	Csa16g050930, Csa07g060310
OG0008516	Bra018086	Csa09g048590, Csa04g031110, Csa06g021720
OG0008517	Bra024922, Bra022151	Csa20g082180, Csa11g064010
OG0008518	Bra011746, Bra010592	Csa10g003890, Csa11g004390, Csa12g004140
OG0008519	Bra014383, Bra007713	Csa16g001700, Csa05g095250, Csa07g001700
OG0008520	Bra034840	Csa01g012520, Csa15g015200, Csa19g015570, Csa19g015560
OG0008521	Bra039002	Csa01g042570, Csa15g084190, Csa15g079930, Csa19g056400
OG0008522	Bra003880, Bra008034	Csa09g076050, Csa07g039560, Csa07g039550
OG0008523	Bra007646, Bra003482, Bra014415	Csa07g002630, Csa16g002690, Csa05g094180
OG0008524	Bra017876, Bra011825	Csa12g002820, Csa10g002660, Csa11g003020
OG0008525	Bra009029, Bra006062	Csa20g015800, Csa13g012250
OG0008526	Bra036701, Bra039021	Csa01g044690, Csa15g084540, Csa19g049060
OG0008527	Bra010692	Csa10g007870, Csa09g021150, Csa10g001140, Csa12g001160, Csa15g049980
OG0008528	Bra029632	Csa01g008220, Csa13513s010, Csa15g008940, Csa15g008930
OG0008529	Bra034916, Bra032191	Csa03g046660, Csa17g070520, Csa14g048900
OG0008530	Bra038724, Bra034756	Csa15g016340, Csa01g013550, Csa19g016710
OG0008531	Bra016945	Csa05g011390, Csa04g055670, Csa06g047150
OG0008532	Bra040742, Bra012700	Csa11g033150, Csa10g028960, Csa12g051190
OG0008533	Bra017389	Csa09g005660, Csa06g004320, Csa04g008880
OG0008534	Bra039299	Csa05g009190, Csa04g057950, Csa06g048460, Csa06g048470
OG0008535	Bra016298, Bra024674	Csa14g031650, Csa17g033840
OG0008536	Bra019546	Csa06g022260, Csa09g050530, Csa04g033590, Csa09g050520
OG0008537	Bra009617, Bra005705	Csa13g001910, Csa08g062600, Csa20g002130
OG0008538	Bra025135	Csa06g004690, Csa09g007150, Csa04g009380
OG0008539	Bra023258, Bra035507	Csa14g042270, Csa03g036670, Csa17g051670
OG0008540	Bra013211, Bra015142	Csa19g039530, Csa15g055420, Csa15g055430, Csa01g031570
OG0008541	Bra035864	Csa02g071400, Csa18g036550, Csa11g099840
OG0008542	Bra040440, Bra007738	Csa05g095630, Csa07g001350, Csa16g001260
OG0008543	Bra030793, Bra019999	Csa17g013250, Csa14g011130, Csa03g013040
OG0008544	Bra008742, Bra023483	Csa08g006770, Csa13g017550, Csa20g021260
OG0008545	Bra010009, Bra036128	Csa13g039140, Csa20g058670, Csa08g031070
OG0008546	Bra013359, Bra012570	Csa12g042870, Csa11g028550, Csa10g025360
OG0008547	Bra010253, Bra011248	Csa12g015970, Csa10g011370, Csa11g012230
OG0008548	Bra019125, Bra010443	Csa10g016860, Csa12g026030, Csa11g018350
OG0008549	Bra009180, Bra005890	Csa20g008520, Csa08g058190, Csa13g008290
OG0008550	Bra026585, Bra024814	Csa09g004900, Csa09539s010, Csa06g002680, Csa04g008090
OG0008551	Bra035817	Csa15g029210, Csa19g027860, Csa01g023150
OG0008552	Bra034881	Csa12g066080, Csa10g033570, Csa11g041840, Csa07472s010
OG0008553	Bra009107	Csa20g006620, Csa13g007340, Csa08g059110, Csa32233s010
OG0008554	Bra012739	Csa10g029700, Csa11g033950, Csa12g053260, Csa11622s010
OG0008555	Bra025173, Bra036357	Csa09g009130, Csa06g005500, Csa04g011240
OG0008556	Bra037314	Csa02g001130, Csa08g001090, Csa13g057390, Csa18913s010
OG0008557	Bra038883, Bra012870	Csa09g058060, Csa06g025230, Csa04g036860
OG0008558	Bra038858, Bra012176	Csa05g001140, Csa04g068130
OG0008559	Bra033874, Bra023208	Csa17g050060, Csa03g036160, Csa14g041780
OG0008560	Bra003687, Bra015675, Bra008302	Csa09g084070, Csa16g041500, Csa07g049960
OG0008561	Bra007728	Csa16g001440, Csa07g001510, Csa13101s010
OG0008562	Bra029139	Csa11g083770, Csa02g045110, Csa18g022990
OG0008564	Bra016155	Csa09g072580, Csa16g032930, Csa07g038170
OG0008565	Bra019841, Bra031775, Bra016827	Csa14g014440, Csa03g015310, Csa17g015730
OG0008566	Bra014446, Bra003443, Bra007588	Csa16g003220, Csa05g093170, Csa07g003620
OG0008567	Bra013201, Bra015154	Csa01g031840, Csa15g055700, Csa19g039790
OG0008568	Bra000011, Bra005177	Csa05g016050, Csa06g040390, Csa04g051250
OG0008569	Bra015740	Csa09g081220, Csa07g048050, Csa16g040620
OG0008570	Bra008166, Bra015897	Csa07g046170, Csa09g079320, Csa16g038630
OG0008571	Bra020920, Bra013463, Bra038803	Csa12g038870, Csa11g025800, Csa10g022800
OG0008572	Bra004052	Csa09g002430, Csa07g033620, Csa19142s010, Csa16g028080, Csa05g083240
OG0008573	Bra014583	Csa09g070750, Csa06g033990, Csa04g044680
OG0008574	Bra024733	Csa03g029490, Csa17g034890, Csa14g032780
OG0008575	Bra021282, Bra001688	Csa19g025120, Csa15g024230, Csa01g020660
OG0008576	Bra006077	Csa20g016070, Csa08g053760
OG0008577	Bra012709	Csa10g029090, Csa12g051550, Csa11g033330
OG0008578	Bra022244, Bra021274	Csa01g020490, Csa19g024940, Csa15g024030
OG0008579	Bra024755, Bra012480	Csa14g034040, Csa17g035120, Csa03g029720
OG0008580	Bra008604	Csa13g019460, Csa20g024580, Csa08g008860
OG0008581	Bra008608	Csa20g024520, Csa08g008800, Csa13g019400
OG0008582	Bra011992, Bra034379	Csa05g040900, Csa07g061360, Csa16g052040
OG0008583	Bra014456	Csa16g003940, Csa07g003920, Csa05g092930
OG0008584	Bra014310, Bra030398	Csa17g092030, Csa03g059040, Csa14g060330
OG0008585	Bra016847, Bra019873	Csa17g015240, Csa03g014880
OG0008586	Bra006820, Bra037372	Csa03893s010, Csa18g030390, Csa18g030440
OG0008587	Bra040183, Bra012639	Csa12g046720, Csa11g030770, Csa10g027530
OG0008588	Bra029818	Csa19g040460, Csa15g012580, Csa19g013660, Csa01g010950
OG0008589	Bra025568	Csa11g058780, Csa10g048970, Csa12g079440
OG0008590	Bra000551, Bra007780	Csa07g056720, Csa09g091890, Csa16g047330
OG0008591	Bra028254, Bra022549	Csa11g082990, Csa18g022280, Csa02g043280, Csa07843s010
OG0008592	Bra034657, Bra034660	Csa12g008770, Csa11g007050, Csa11g007090, Csa10g007310, Csa11g007070
OG0008593	Bra020084, Bra006539	Csa08g013930, Csa13g023060, Csa20g031990
OG0008594	Bra019850	Csa17g015550, Csa14g014230, Csa03g015120
OG0008595	Bra037776, Bra024290	Csa02g073080, Csa11g101480, Csa18g038000
OG0008596	Bra011954, Bra035705	Csa05g038240, Csa16g016790, Csa07g016180
OG0008598	Bra035164, Bra008449	Csa07g059200, Csa09g094320, Csa16g049780
OG0008599	Bra037341, Bra000972	Csa08g001530
OG0008600	Bra027724	Csa09g099450, Csa07g066170, Csa16g057340, Csa05336s010, Csa00803s010
OG0008601	Bra001091, Bra036430	Csa01g003530, Csa15g003640, Csa19g005970
OG0008602	Bra002058, Bra037275	Csa15g075650, Csa01g032350, Csa19g054230
OG0008603	Bra032633, Bra033270	Csa03g001890, Csa17g001780, Csa14g001820
OG0008604	Bra036121, Bra010017	Csa05g060630, Csa16g020460, Csa07g023660
OG0008605	Bra017839, Bra011776	Csa11g003940, Csa12g003770
OG0008606	Bra025535	Csa12g077650, Csa11g059470, Csa10g049480
OG0008607	Bra038811, Bra013450	Csa11g025970, Csa10g022950, Csa12g039040
OG0008608	Bra021744, Bra022866	Csa05g029360, Csa07g011020
OG0008609	Bra034394, Bra011971	Csa05g038540, Csa07g016460, Csa16g016990
OG0008610	Bra001527, Bra027388	Csa19g020470, Csa01g016350, Csa15g018170
OG0008611	Bra034354, Bra012017	Csa16g051560
OG0008612	Bra008877, Bra023379	Csa08g004700, Csa20g018150, Csa13g015400
OG0008613	Bra022954, Bra021880, Bra005470	Csa16g007310, Csa05g021470, Csa07g007510
OG0008614	Bra008218, Bra015824	Csa07g047180, Csa16g039700, Csa09g080340
OG0008615	Bra032672, Bra034911	Csa11g042950, Csa12g065400, Csa10g036020
OG0008616	Bra023563, Bra006352	Csa20g024230, Csa08g008550, Csa13g019190
OG0008617	Bra001668	Csa19g024710, Csa15g023780, Csa01g020250, Csa17g078920
OG0008618	Bra015991	Csa17g080790
OG0008619	Bra001325, Bra029750	Csa15g010530, Csa01g009890, Csa19g012620
OG0008620	Bra032350	Csa03g033170, Csa14g037550, Csa17g042960
OG0008621	Bra012491, Bra024772	Csa17g035360, Csa14g034280, Csa03g029950
OG0008622	Bra022064	Csa11g065150, Csa20g080980, Csa18g003230
OG0008623	Bra031117, Bra036681	Csa15g082750, Csa01g044000, Csa19g048400
OG0008624	Bra031705, Bra019953	Csa11g044740, Csa12g069570, Csa10g038720
OG0008625	Bra022573, Bra029147, Bra028291	Csa18g022900, Csa11g083670, Csa11g083660, Csa02g045000
OG0008626	Bra039306, Bra004946	Csa05g003310, Csa06g052380, Csa04g064950
OG0008627	Bra014725, Bra007185	Csa09g067780, Csa04g042060, Csa06g030370
OG0008628	Bra039141	Csa01g001400, Csa15g001440, Csa19g002490
OG0008629	Bra039375, Bra034700	Csa15g017210, Csa01g015400
OG0008630	Bra001788	Csa15g030580, Csa19g028230, Csa01g023440
OG0008631	Bra039139	Csa19g003440, Csa15g001330, Csa01g001340
OG0008632	Bra022533	Csa02g042860, Csa18g021730, Csa02g042930, Csa02g042850, Csa11g082410
OG0008633	Bra018347, Bra021602	Csa05g033880, Csa16g014910, Csa07g013320
OG0008634	Bra020091, Bra002281	Csa13g023170, Csa08g014050, Csa20g032140
OG0008635	Bra007884, Bra016263	Csa05g087690, Csa16g031370, Csa07g036580
OG0008636	Bra017305, Bra023020	Csa04g049040, Csa06g038210, Csa05g018560
OG0008637	Bra031132, Bra039489	Csa12g073200
OG0008638	Bra014736, Bra003216	Csa09g067570, Csa04g041840, Csa06g030190
OG0008639	Bra023529, Bra006314	Csa20g022130, Csa13g018430
OG0008640	Bra027837, Bra017898	Csa16g017640, Csa05g050970, Csa07g017210
OG0008641	Bra024866	Csa09g002940, Csa04g002810, Csa06g001570
OG0008642	Bra027574	Csa18g008980
OG0008643	Bra020782	Csa15g007620, Csa19g009710, Csa19g008700, Csa01g007060
OG0008644	Bra006537, Bra020083	Csa20g031960, Csa13g023040, Csa08g013890
OG0008645	Bra040433	Csa16g001410, Csa07g001480, Csa05g095490, Csa05g095510
OG0008646	Bra005353	Csa05g018960, Csa05g018950, Csa04g047620, Csa04g047610, Csa06g037810
OG0008647	Bra005787, Bra009505	Csa08g060610, Csa13g003980, Csa20g005070
OG0008648	Bra039517, Bra033754, Bra027560	Csa11g070010, Csa20g071880, Csa18g008740
OG0008649	Bra015849, Bra008190	Csa09g079970, Csa07g046830, Csa16g039260
OG0008650	Bra024136	Csa10g012860, Csa12g017560
OG0008651	Bra002469	Csa11g094420, Csa18g033930, Csa02g067520
OG0008652	Bra024214, Bra010380	Csa11g015630, Csa10g014400, Csa12g022320
OG0008653	Bra019673, Bra026851	Csa17g019560, Csa14g017130, Csa02g062290, Csa03g017890
OG0008654	Bra004049, Bra004286	Csa29288s010, Csa05g083150
OG0008655	Bra019196, Bra013856	Csa12g028150, Csa10g017940, Csa11g019510
OG0008656	Bra028850	Csa08g061500, Csa13g002990, Csa17g044810, Csa20g003120
OG0008657	Bra016587	Csa14g022120, Csa03g021600, Csa14120s010, Csa17g023550
OG0008658	Bra017712	Csa12g008070, Csa11g006300, Csa10g006670
OG0008659	Bra004652, Bra016916	Csa06g047730, Csa04g056240, Csa05g009850
OG0008660	Bra000089, Bra017104	Csa06g041610, Csa04g052600, Csa05g014970
OG0008661	Bra017251, Bra005287	Csa06g038840, Csa05g017850, Csa04g049710
OG0008662	Bra018411	Csa12g079410, Csa10g048990, Csa11g058810
OG0008663	Bra009257	Csa20g009930, Csa13g009540, Csa08g056890, Csa08g056880, Csa30146s010
OG0008664	Bra033517	Csa18g042010, Csa12332s010
OG0008665	Bra007647	Csa16g002680, Csa05g094190, Csa05g094200
OG0008667	Bra040019	Csa19g011400, Csa01g008690
OG0008668	Bra001494	Csa02099s010, Csa15g017280, Csa19g018540
OG0008669	Bra012499, Bra010972	Csa03g030110, Csa17g035540, Csa14g034470
OG0008670	Bra007410, Bra014560	Csa09g071290, Csa06g035450, Csa04g046200
OG0008671	Bra015013	Csa19g035900, Csa15g048530
OG0008672	Bra006620, Bra002404	Csa08g015480, Csa20g035890, Csa13g025770
OG0008673	Bra026467, Bra009734	Csa20g039360, Csa13g028610, Csa08g018430
OG0008674	Bra018565	Csa14g010760, Csa17g012830, Csa03g012710
OG0008675	Bra000802, Bra029511, Bra018503	Csa08g048600, Csa02g011490
OG0008676	Bra018514	Csa13g054360, Csa13g054380, Csa02g007620, Csa08g050090
OG0008677	Bra013375	Csa10g025030, Csa11g028240, Csa12g042470
OG0008680	Bra039779	Csa09g061690, Csa06g027840, Csa04g039410
OG0008681	Bra033642	Csa16g019940, Csa07g023150, Csa11501s010, Csa05g055900
OG0008682	Bra003076, Bra029091	Csa02g049490, Csa11g085030, Csa18g024200
OG0008683	Bra000854	Csa02g006230, Csa08g050440, Csa13g054000
OG0008684	Bra024344, Bra037803	Csa18g038700, Csa11g102160, Csa02g073710
OG0008685	Bra008514, Bra037323	Csa27682s010, Csa00780s040, Csa13g057190, Csa02g001270, Csa08g001290
OG0008686	Bra033325, Bra032603, Bra030501	Csa03g002470, Csa17g001200, Csa14g002480
OG0008687	Bra014326	Csa09g001290, Csa04g002360, Csa06g001230
OG0008688	Bra031836	Csa17g005190, Csa03g004160, Csa14g003220, Csa17g004130, Csa17g004120, Csa03g004220, Csa03g004210
OG0008689	Bra036793, Bra038904	Csa09g058540, Csa04g037300
OG0008690	Bra007102	Csa16g047710, Csa07g057080, Csa09g092270
OG0008691	Bra029745, Bra034050	Csa15g010410, Csa01g009790, Csa19g012490
OG0008692	Bra037166	Csa02g076240, Csa18g042030, Csa11g104450
OG0008693	Bra026574	Csa09g005100, Csa04g008370, Csa12g039330, Csa06g002870
OG0008694	Bra007255, Bra014683	Csa06g031310, Csa04g042990, Csa09g068940
OG0008695	Bra039784, Bra039786, Bra039781	Csa09g061730, Csa06g027860, Csa04g039430
OG0008696	Bra006904, Bra006907, Bra033451	Csa04g037960, Csa06g026380, Csa09g059180
OG0008697	Bra035565, Bra002918	Csa02g057750, Csa18g026730, Csa11g088510
OG0008698	Bra030898, Bra037972	Csa17g094710, Csa14g064830, Csa03g061520, Csa05495s010, Csa03g061510
OG0008700	Bra028715	Csa20g009240, Csa08g057580, Csa13g008930
OG0008701	Bra006327, Bra005996	Csa20g012000, Csa08g055800, Csa13g010570
OG0008702	Bra022529, Bra026451, Bra022757	Csa18g021530
OG0008703	Bra014416, Bra007642	Csa05g094140, Csa16g002730, Csa07g002670
OG0008704	Bra020036, Bra006503	Csa20g029030, Csa08g012050, Csa13g022310
OG0008705	Bra022521	Csa18g021310, Csa02g039230, Csa11g081970
OG0008706	Bra024027, Bra011243	Csa10g011430, Csa11g012290, Csa12g016020
OG0008707	Bra000055	Csa04g052060, Csa05g015130, Csa06g041130
OG0008708	Bra003241	Csa06g031200, Csa06g031190, Csa09g068750, Csa04g042890
OG0008709	Bra001710, Bra037579	Csa15g025110, Csa19g025930, Csa01g021400
OG0008710	Bra009224, Bra028720	Csa13g008770, Csa20g009090, Csa08g057730
OG0008711	Bra017615, Bra011481	Csa10g008280, Csa12g009750, Csa11g009050
OG0008712	Bra037228	Csa15g076810, Csa01g041380, Csa19g057840
OG0008713	Bra016826	Csa12g066000, Csa10g033680, Csa11g043390, Csa17g030570, Csa19g008610
OG0008714	Bra027913	Csa07g027760, Csa05g064650, Csa05g064680, Csa17g099300
OG0008715	Bra009207, Bra005899	Csa20g008890, Csa13g008610, Csa08g057890
OG0008716	Bra027091, Bra031439	Csa09g095880, Csa16g053180, Csa07g062490
OG0008717	Bra004884	Csa06g051420, Csa04g062930, Csa05g004240
OG0008718	Bra037892	Csa04422s010, Csa03g034300, Csa17g047390, Csa14g038790, Csa12077s010
OG0008719	Bra005376	Csa05g020250, Csa04g047260, Csa06g037470, Csa13g055430
OG0008720	Bra025690, Bra016536	Csa17g024670, Csa14g024210, Csa03g022730
OG0008721	Bra008338, Bra003664	Csa07g050560, Csa16g042130, Csa09g084680
OG0008722	Bra014061	Csa02g038000, Csa18g021150, Csa11g081850
OG0008723	Bra036524, Bra009798	Csa13g030620, Csa20g045970, Csa08g022440
OG0008724	Bra007685	Csa16g002120, Csa07g002100, Csa05g094910, Csa21982s010
OG0008725	Bra003176, Bra007055	Csa09g062680, Csa06g028710, Csa04g040270
OG0008726	Bra020801, Bra040246	Csa01g006840, Csa15g007380
OG0008727	Bra037474	Csa20g041570, Csa18g014740, Csa11g074770
OG0008728	Bra013376, Bra020973	Csa12g042460, Csa10g025020, Csa11g028230
OG0008729	Bra009390, Bra006026	Csa13g011210
OG0008730	Bra037788, Bra024320	Csa11g101790, Csa02g074110, Csa18g038320
OG0008731	Bra032599, Bra033329	Csa17g001260, Csa14g002530, Csa03g002510
OG0008733	Bra016261, Bra007885	Csa07g036610, Csa05g087710, Csa16g031410
OG0008734	Bra032421	Csa17g009850, Csa03g009870, Csa14g007850
OG0008735	Bra008310, Bra003683	Csa09g084230, Csa07g050130, Csa16g041650
OG0008736	Bra012148	Csa02g075410, Csa11g103630, Csa18g040170
OG0008737	Bra030732, Bra018617	Csa03g011990, Csa14g010020, Csa17g012000, Csa19789s010
OG0008738	Bra005476	Csa05g021610, Csa16g007420, Csa07g007640
OG0008739	Bra028747, Bra009138	Csa13g007840, Csa08g058640, Csa20g008090
OG0008740	Bra030807, Bra003335	Csa03g062870, Csa17g097090, Csa14g069120
OG0008741	Bra018516	Csa02g007560, Csa13g054320, Csa02853s010, Csa08g050140
OG0008742	Bra008587	Csa02291s010, Csa20g024790, Csa08g009060, Csa13g019690, Csa08g009070
OG0008743	Bra014441, Bra007599	Csa05g093320, Csa07g003480, Csa16g003360
OG0008744	Bra035696	Csa24901s010, Csa07g016040, Csa16g016640, Csa05g038090
OG0008745	Bra005936, Bra009261	Csa08g056940, Csa20g009870, Csa20g009880
OG0008746	Bra025497	Csa02g054780, Csa10g049960, Csa11g059970
OG0008747	Bra026508, Bra032114	Csa17g039330, Csa14g036110, Csa03g031780
OG0008748	Bra007996, Bra016098	Csa07g038870, Csa16g034580, Csa09g075270
OG0008749	Bra019915	Csa14g012200, Csa03g014160, Csa17g014370
OG0008750	Bra032340, Bra030178	Csa17g042800, Csa03g033040, Csa14g037440
OG0008751	Bra036948	Csa03g046950, Csa14g049320, Csa17g070930
OG0008752	Bra018918, Bra030434	Csa17g090510, Csa14g059860, Csa03g058520
OG0008753	Bra001234	Csa01g008080, Csa15g008790, Csa19g010780
OG0008754	Bra015686	Csa07g049820, Csa09g083920, Csa16g041380
OG0008755	Bra037172, Bra012066	Csa02g076510, Csa18g042260, Csa11g104670
OG0008756	Bra033549	Csa10g029520, Csa12g051990
OG0008757	Bra011233, Bra024036, Bra010267	Csa12g016190, Csa10g011600, Csa11g012440
OG0008758	Bra034450, Bra028026	Csa17g058270, Csa03g038130, Csa14g043830
OG0008759	Bra038004, Bra019184	Csa10g017790, Csa12g028040, Csa11g019400
OG0008760	Bra009758, Bra036511	Csa20g040830, Csa08g018880, Csa13g029090
