Orthogroup	Brassica_rapa	Aethionema_arabicum
OG0006959	Bra040883	AA3G00014
OG0006960	Bra037604, Bra038100	AA15G00092
OG0006961	Bra022324, Bra037581	AA26G00516
OG0006962	Bra004445	AA21G00487
OG0006963	Bra031344, Bra023840	AA17G00037
OG0006965	Bra034184, Bra000844	AA32G00326
OG0006966	Bra022960, Bra005464	AA43G00008
OG0006967	Bra003823, Bra008115	AA31G00554
OG0006968	Bra007704	AA61G00608
OG0006969	Bra004756, Bra037719	AA21G00115
OG0006970	Bra033459, Bra006896	AA18G00083
OG0006971	Bra009976	AA40G00060
OG0006972	Bra021925, Bra005403	AA18G00119
OG0006973	Bra004076, Bra004245	AA134G00018
OG0006974	Bra023264, Bra010162	AA9G00136, AA53G00225
OG0006975	Bra039063, Bra025319	AA53G01036
OG0006976	Bra020187, Bra006623	AA8G00261, AA24G00051
OG0006977	Bra027556, Bra033744	AA48G00011, AA6G00160
OG0006978	Bra018551	AA7G00026
OG0006979	Bra004953, Bra039300	AA21G00334
OG0006980	Bra027152	AA53G00484
OG0006981	Bra017986, Bra019595, Bra029955	AA13G00130
OG0006982	Bra019619, Bra029305	AA5G00117
OG0006983	Bra017207, Bra023098	AA60G00070
OG0006984	Bra014874, Bra032371	AA54G00422
OG0006985	Bra014837, Bra007051	AA75G00032
OG0006986	Bra036823, Bra038890	AA52G00059, AA23G00076
OG0006987	Bra007949	AA38G00019
OG0006988	Bra031815, Bra012085, Bra037161	AA8G00064
OG0006989	Bra041018, Bra038137	AA15G00125
OG0006990	Bra025330, Bra025327	AA53G01047
OG0006991	Bra008936, Bra023344	AA44G00430
OG0006992	Bra017809, Bra011741	AA30G00232
OG0006993	Bra034596, Bra017620	AA123G00072, AA118G00055
OG0006994	Bra033726, Bra036015	AA32G00370
OG0006995	Bra032908, Bra010869	AA51G00036
OG0006996	Bra011330, Bra040070, Bra040071	AA48G00006
OG0006997	Bra037587	AA26G00508
OG0006998	Bra030286	AA81G00055
OG0006999	Bra026553, Bra024779	AA53G00753
OG0007000	Bra016864	AA21G00053
OG0007002	Bra039809, Bra007017	AA60G00026, AA62G00056
OG0007003	Bra028097	AA33G00121
OG0007004	Bra002095	AA30G00121, AA33G00083, AA33G00082
OG0007005	Bra039072, Bra033019, Bra025294	AA53G01013
OG0007006	Bra025149, Bra017355	AA53G00802
OG0007007	Bra003177, Bra014823, Bra007063	AA270G00005
OG0007008	Bra002576, Bra020321	AA65G00119, AA97G00011
OG0007009	Bra014384, Bra007712	AA61G00621
OG0007010	Bra000494, Bra011952	AA32G00872
OG0007011	Bra017050, Bra000151	AA29G00301
OG0007012	Bra016928	AA19G00452
OG0007013	Bra028265, Bra029164	AA41G00008
OG0007014	Bra009513	AA19G00215
OG0007016	Bra005763	AA19G00240
OG0007017	Bra003001, Bra022702	AA11G00035
OG0007018	Bra003476, Bra014420	AA61G00534
OG0007019	Bra009548	AA19G00259, AA101G00011
OG0007020	Bra017396, Bra024787	AA53G00743
OG0007021	Bra023609, Bra008564	AA40G00380
OG0007022	Bra005611	AA32G00537
OG0007023	Bra009021, Bra028578	AA12G00045, AA44G00322
OG0007025	Bra015953, Bra003821	AA31G00551
OG0007026	Bra025447	AA168G00001
OG0007027	Bra013217	AA394G00008, AA189G00002
OG0007029	Bra037761, Bra024261, Bra031937	AA4G00139
OG0007030	Bra002794, Bra006858	AA44G00705
OG0007031	Bra017453, Bra017452	AA89G00010
OG0007032	Bra006243, Bra008773	AA40G00633
OG0007033	Bra005060	AA60G00263, AA60G00262
OG0007034	Bra008237, Bra015791	AA31G00355
OG0007035	Bra034197, Bra000838	AA32G00341
OG0007036	Bra005204, Bra017194	AA60G00047
OG0007037	Bra037081, Bra036920	AA87G00215
OG0007038	Bra022340	AA26G00534
OG0007040	Bra019136, Bra013935	AA81G00030
OG0007042	Bra018826, Bra014233	AA2G00120
OG0007044	Bra003256	AA61G00159
OG0007045	Bra033409, Bra032549, Bra030535	AA19G00157
OG0007046	Bra031157	AA46G00020, AA44G00559, AA44G00558
OG0007047	Bra031038, Bra025676	AA39G00157
OG0007049	Bra014421, Bra003473	AA61G00531
OG0007050	Bra040373, Bra029641	AA29G00118
OG0007051	Bra037171, Bra012071	AA8G00082
OG0007052	Bra021446	AA21G00550
OG0007053	Bra003175, Bra007054	AA592G00003
OG0007054	Bra030653, Bra015501	AA23G00047
OG0007055	Bra006773, Bra020375, Bra002661	AA198G00009
OG0007056	Bra007382, Bra003322	AA61G00248
OG0007057	Bra039979	AA32G00749
OG0007058	Bra003847, Bra015997	AA31G00616
OG0007059	Bra010355, Bra011042, Bra024188	AA102G00020
OG0007060	Bra021627, Bra022793	AA32G00666
OG0007061	Bra036229, Bra000850	AA32G00317
OG0007062	Bra011678, Bra017757	AA30G00147
OG0007063	Bra020823, Bra013667	AA57G00495
OG0007064	Bra015106, Bra013228	AA169G00009
OG0007065	Bra034917, Bra027941, Bra032190	AA3G00174, AA54G00007
OG0007066	Bra021381, Bra001071, Bra032023	AA10G00315
OG0007067	Bra020147, Bra020148, Bra006594	AA8G00214
OG0007069	Bra009886, Bra036567	AA19G00167
OG0007070	Bra030417	AA2G00233
OG0007071	Bra026841, Bra016734, Bra019824	AA65G00356
OG0007072	Bra007459	AA76G00014
OG0007074	Bra004070, Bra004256, Bra033979	AA134G00044
OG0007075	Bra037368	AA32G00114
OG0007076	Bra026389, Bra010420	AA10G00456
OG0007077	Bra033566, Bra010741	AA46G00015, AA20G00084
OG0007079	Bra021443	AA21G00535
OG0007080	Bra023718, Bra002223	AA40G00198
OG0007081	Bra028914, Bra005665	AA32G01237
OG0007083	Bra007730, Bra040432	AA61G00642
OG0007084	Bra006164, Bra008880	AA44G00498
OG0007085	Bra025495	AA87G00055
OG0007086	Bra001828, Bra031280	AA26G00791
OG0007087	Bra023372, Bra008898	AA44G00477
OG0007088	Bra023752, Bra014922	AA17G00119
OG0007089	Bra037136	AA8G00032
OG0007090	Bra030710, Bra018664	AA233G00001
OG0007091	Bra018838, Bra038233, Bra022459	AA26G00651
OG0007092	Bra009473	AA19G00177
OG0007093	Bra008474, Bra035184	AA31G00888
OG0007094	Bra005539, Bra022917	AA32G00510
OG0007095	Bra037157	AA8G00061, AA8G00060
OG0007096	Bra040671, Bra018796	AA2G00103
OG0007097	Bra028110, Bra004125	AA27G00186
OG0007098	Bra019048, Bra026346, Bra010403	AA11G00045
OG0007099	Bra016506	AA39G00220
OG0007100	Bra001102	AA10G00177
OG0007101	Bra027789	AA53G01346
OG0007102	Bra040484, Bra004507	AA21G00407
OG0007103	Bra001446, Bra038707, Bra034764	AA22G00107
OG0007104	Bra004669, Bra016896	AA21G00021
OG0007105	Bra006803, Bra002695	AA44G00610
OG0007106	Bra020263, Bra002512	AA8G00353
OG0007107	Bra035277, Bra000721	AA54G00237, AA3G00073
OG0007108	Bra015908, Bra008152	AA31G00501
OG0007109	Bra029073, Bra003063	AA11G00112
OG0007110	Bra011633, Bra010522	AA30G00096
OG0007111	Bra028437, Bra025655	AA9G00037
OG0007112	Bra008839, Bra023402, Bra006192	AA44G00537
OG0007113	Bra021240, Bra001659	AA26G00416
OG0007114	Bra031292, Bra001836	AA87G00187, AA26G00805
OG0007115	Bra013697, Bra019299	AA54G00303
OG0007117	Bra029344, Bra012990	AA5G00182
OG0007118	Bra005188, Bra017180	AA105G00009, AA60G00020
OG0007119	Bra009515	AA19G00216
OG0007120	Bra040517, Bra039118	AA32G01142
OG0007121	Bra007822	AA190G00001
OG0007122	Bra037096	AA15G00301
OG0007123	Bra004625, Bra016929	AA19G00449
OG0007124	Bra025241, Bra039099, Bra032965	AA53G00902
OG0007126	Bra011723, Bra010582	AA30G00213
OG0007127	Bra026787, Bra026171	AA14G00093
OG0007128	Bra032837, Bra010928	AA362G00007, AA257G00001
OG0007129	Bra032344	AA96G00126
OG0007130	Bra032492, Bra030593	AA19G00057
OG0007132	Bra010776	AA54G00428
OG0007133	Bra024700	AA39G00633
OG0007134	Bra031787, Bra016807	AA65G00236
OG0007135	Bra017800, Bra011735	AA30G00224
OG0007136	Bra014055, Bra032212	AA894G00001
OG0007137	Bra015331, Bra032501	AA19G00093
OG0007138	Bra022466, Bra038240	AA26G00664
OG0007139	Bra004328, Bra004025	AA797G00001
OG0007140	Bra009349, Bra028678, Bra006000	AA44G00180
OG0007141	Bra030883, Bra014361	AA15G00193
OG0007143	Bra019165, Bra013890	AA81G00040, AA1024G00001
OG0007145	Bra016618, Bra026003	AA39G00011
OG0007146	Bra004683, Bra015850	AA31G00420
OG0007147	Bra004809, Bra000343	AA21G00180, AA312G00004
OG0007148	Bra023763	AA17G00107
OG0007149	Bra030056, Bra010927	AA281G00006
OG0007150	Bra022944, Bra005484	AA3G00282
OG0007151	Bra026220, Bra026831	AA14G00043
OG0007152	Bra034560, Bra011436	AA29G00010
OG0007153	Bra004603	AA81G00069, AA32G00979, AA2583G00001
OG0007154	Bra003103, Bra003105	AA77G00021, AA77G00019
OG0007155	Bra008718, Bra006284	AA40G00574
OG0007156	Bra040406, Bra040120	AA10G00141
OG0007157	Bra026340	AA32G01086
OG0007158	Bra004171	AA124G00022
OG0007159	Bra012028, Bra034338	AA32G00952
OG0007160	Bra032902, Bra010879	AA127G00012
OG0007161	Bra004668, Bra000253	AA21G00022
OG0007162	Bra028548, Bra006975	AA36G00034
OG0007164	Bra028722	AA107G00007
OG0007166	Bra032671	AA331G00001
OG0007167	Bra029209, Bra038651	AA4G00102
OG0007168	Bra005289	AA60G00174
OG0007169	Bra023905, Bra031250	AA26G00762
OG0007170	Bra020646, Bra036143, Bra010038	AA58G00011
OG0007171	Bra038830, Bra038831, Bra038832	AA33G00186
OG0007172	Bra006681	AA8G00356
OG0007173	Bra010800, Bra032357	AA54G00415
OG0007174	Bra013080, Bra001975	AA123G00015
OG0007175	Bra012147	AA8G00003
OG0007176	Bra033333	AA7G00007
OG0007177	Bra025158, Bra026510	AA53G00812
OG0007178	Bra036580, Bra020536, Bra009898	AA10G00022, AA40G00168
OG0007179	Bra021041, Bra040167	AA57G00030
OG0007180	Bra036251	AA32G00292
OG0007181	Bra034204, Bra000827	AA32G00348
OG0007182	Bra020240, Bra002470	AA16G00120, AA8G00324
OG0007183	Bra003083, Bra022630	AA11G00148
OG0007184	Bra019857	AA53G00559
OG0007185	Bra004414	AA21G00568
OG0007187	Bra032588	AA3G00247
OG0007188	Bra002292, Bra006554	AA8G00146
OG0007189	Bra018772, Bra014169	AA2G00041
OG0007190	Bra009004	AA44G00351
OG0007191	Bra030320, Bra031164	AA46G00029
OG0007192	Bra020437, Bra006815	AA44G00641
OG0007193	Bra002050	AA33G00046
OG0007194	Bra034431, Bra036758	AA43G00123, AA54G00116
OG0007195	Bra032095, Bra007855	AA128G00002
OG0007196	Bra024081, Bra011189	AA33G00117, AA102G00185
OG0007197	Bra002156, Bra006456	AA40G00275
OG0007198	Bra004355, Bra038332	AA221G00010
OG0007200	Bra017722	AA30G00080
OG0007201	Bra007953, Bra016169, Bra038090	AA38G00010
OG0007202	Bra007449	AA21G00119
OG0007203	Bra034389, Bra011977	AA32G00890
OG0007204	Bra019383, Bra013610	AA57G00437
OG0007205	Bra015628, Bra003657	AA31G00164
OG0007206	Bra021801, Bra005607, Bra005570	AA32G00516
OG0007207	Bra022339, Bra001714	AA26G00533
OG0007208	Bra009767, Bra036516	AA12G00012
OG0007209	Bra017152	AA204G00002, AA181G00001
OG0007211	Bra036407, Bra039834	AA123G00086
OG0007212	Bra035547, Bra028997, Bra002938	AA25G00034
OG0007213	Bra038700	AA168G00023
OG0007214	Bra039062, Bra033035	AA53G01037
OG0007215	Bra032998	AA21G00479
OG0007216	Bra015574	AA90G00045
OG0007217	Bra032645, Bra033247	AA39G00785
OG0007218	Bra033957	AA53G01150, AA274G00001
OG0007219	Bra030804, Bra019979	AA65G00047, AA31G00042
OG0007221	Bra021519	AA26G00111
OG0007222	Bra016302	AA39G00603
OG0007224	Bra013143, Bra037211	AA322G00001
OG0007226	Bra033089	AA53G01098
OG0007228	Bra013240	AA69G00036
OG0007229	Bra020101, Bra002296	AA74G00032
OG0007230	Bra022321	AA26G00512
OG0007231	Bra023634, Bra002101	AA40G00335
OG0007232	Bra034845, Bra002038	AA52G00006
OG0007233	Bra022307	AA26G00498
OG0007234	Bra031686, Bra019980	AA65G00046
OG0007235	Bra033274, Bra032630	AA1G00053
OG0007236	Bra009016, Bra029945, Bra028577, Bra006069	AA44G00336
OG0007238	Bra000066, Bra005103	AA68G00049
OG0007239	Bra019884, Bra031733	AA65G00160
OG0007240	Bra013799	AA31G00043, AA80G00007
OG0007241	Bra019816	AA53G00845, AA65G00343
OG0007242	Bra022474	AA53G01164
OG0007243	Bra000246	AA21G00029
OG0007244	Bra031684	AA65G00036
OG0007245	Bra003580, Bra035161	AA31G00862
OG0007246	Bra021631, Bra018317	AA32G00663
OG0007247	Bra036225, Bra025372	AA53G01089
OG0007248	Bra014819, Bra007070	AA466G00003
OG0007249	Bra019772, Bra026968	AA65G00296
OG0007250	Bra036900	AA87G00242
OG0007251	Bra015243, Bra013094	AA123G00060
OG0007252	Bra027738	AA53G01311
OG0007253	Bra006165, Bra008878	AA44G00500
OG0007254	Bra018028	AA5G00252, AA96G00140
OG0007255	Bra019281, Bra019284, Bra019282, Bra013719	AA54G00270
OG0007256	Bra037343, Bra000970	AA32G00085
OG0007257	Bra021125, Bra027220	AA26G00276
OG0007258	Bra018056, Bra019545	AA96G00102
OG0007260	Bra000152, Bra005011	AA29G00299
OG0007261	Bra013859, Bra010475, Bra019193	AA131G00023
OG0007262	Bra029319, Bra012938	AA5G00136
OG0007263	Bra001526, Bra001528	AA26G00105
OG0007264	Bra039815, Bra003154	AA62G00020
OG0007265	Bra021945, Bra022999	AA9G00065
OG0007266	Bra028993, Bra002935	AA25G00040
OG0007267	Bra004593	AA93G00022, AA61G00131
OG0007268	Bra014331	AA53G00610
OG0007269	Bra013247	AA69G00044
OG0007270	Bra013852	AA75G00022, AA131G00033
OG0007271	Bra019051, Bra026352	AA32G01099
OG0007273	Bra035143, Bra003592, Bra008430	AA31G00839
OG0007274	Bra032441, Bra030635, Bra015469	AA114G00006
OG0007275	Bra040860	AA253G00002
OG0007277	Bra000609	AA152G00002
OG0007278	Bra002930, Bra035556	AA25G00052
OG0007279	Bra004308, Bra004038, Bra033936	AA16G00114
OG0007280	Bra023429	AA690G00001
OG0007281	Bra007703, Bra014391	AA61G00609
OG0007282	Bra015035, Bra001944	AA50G00042
OG0007283	Bra028356, Bra015008	AA53G00506
OG0007284	Bra004458, Bra000452	AA21G00468
OG0007285	Bra010248, Bra024021	AA102G00274
OG0007286	Bra013525, Bra038775	AA57G00346
OG0007287	Bra031881, Bra024353	AA4G00239
OG0007288	Bra040324, Bra000373	AA21G00257
OG0007289	Bra022136, Bra024937, Bra017482	AA271G00005
OG0007290	Bra005465, Bra021885	AA43G00006
OG0007291	Bra007763, Bra007762, Bra034300	AA32G01042
OG0007292	Bra023389, Bra008860	AA44G00514
OG0007294	Bra012751, Bra038059	AA18G00164
OG0007295	Bra024711	AA39G00644
OG0007296	Bra019572, Bra029925	AA398G00001
OG0007297	Bra021692, Bra015774	AA31G00341
OG0007298	Bra016153	AA29G00164, AA61G00685
OG0007299	Bra033702, Bra036001	AA32G00401
OG0007300	Bra002266, Bra020068	AA102G00226
OG0007301	Bra037994, Bra011913, Bra030867	AA15G00176
OG0007302	Bra010323	AA102G00103
OG0007303	Bra006741, Bra002610	AA4G00041
OG0007304	Bra024033, Bra011475	AA784G00001
OG0007305	Bra012344, Bra024538	AA39G00475
OG0007306	Bra012869	AA13G00016
OG0007307	Bra008914, Bra006141	AA44G00457
OG0007308	Bra036247, Bra018533	AA32G00298
OG0007309	Bra030280, Bra031215	AA27G00218
OG0007310	Bra032881, Bra010901, Bra030076	AA130G00005
OG0007311	Bra018451, Bra019952, Bra031706	AA65G00081
OG0007312	Bra013354, Bra020989, Bra012575	AA57G00160
OG0007313	Bra022409, Bra037533, Bra001742	AA26G00601
OG0007314	Bra020721, Bra037514	AA76G00011
OG0007316	Bra031818, Bra037156, Bra012091	AA8G00059
OG0007317	Bra019474	AA16G00084
OG0007318	Bra031624, Bra018629, Bra030722	AA877G00001
OG0007319	Bra025618	AA87G00165
OG0007321	Bra009775, Bra029418	AA12G00028
OG0007322	Bra007479, Bra014524	AA61G00358
OG0007323	Bra021575, Bra027316	AA26G00190
OG0007324	Bra022853, Bra018232	AA32G00579
OG0007325	Bra036915, Bra039707	AA87G00221
OG0007326	Bra027481, Bra035967	AA3G00273
OG0007327	Bra014719	AA61G00066
OG0007328	Bra036437	AA40G00314
OG0007329	Bra032712	AA87G00390
OG0007331	Bra020885	AA57G00313
OG0007332	Bra027794, Bra027654	AA53G01355
OG0007333	Bra035347	AA27G00192
OG0007334	Bra006469, Bra002172	AA40G00251
OG0007335	Bra014716, Bra007204	AA61G00074
OG0007336	Bra021971, Bra017603	AA57G00184, AA6G00051
OG0007337	Bra016482, Bra012201	AA39G00259
OG0007338	Bra035485, Bra023269, Bra010166	AA53G00233
OG0007339	Bra034645, Bra017671, Bra011553	AA45G00033
OG0007340	Bra020198, Bra002422	AA8G00274
OG0007341	Bra010123, Bra035881	AA5G00042, AA5G00043
OG0007342	Bra008925, Bra006132	AA44G00442
OG0007343	Bra015502, Bra030654	AA23G00048
OG0007344	Bra013100	AA123G00067
OG0007345	Bra016081, Bra003889	AA31G00143
OG0007346	Bra000529	AA32G00926
OG0007347	Bra017092	AA60G00237
OG0007348	Bra013085, Bra001959, Bra039849	AA123G00050
OG0007349	Bra038488	AA53G00308
OG0007350	Bra028849, Bra005743	AA19G00262
OG0007351	Bra020971, Bra013377	AA57G00189, AA86G00002
OG0007352	Bra005047, Bra017079	AA60G00276
OG0007353	Bra012716, Bra038466	AA53G00320
OG0007354	Bra020655, Bra037428	AA133G00005
OG0007355	Bra029282	AA57G00249
OG0007356	Bra007749	AA70G00012
OG0007357	Bra012049	AA32G00993
OG0007358	Bra039034	AA33G00271
OG0007359	Bra016361	AA39G00505
OG0007360	Bra033964, Bra004277	AA211G00001
OG0007361	Bra004983, Bra000169	AA29G00264
OG0007362	Bra025244, Bra039096	AA53G00904
OG0007365	Bra018237, Bra022843	AA32G00837
OG0007366	Bra026426	AA10G00468
OG0007367	Bra004281, Bra004051	AA6G00137
OG0007369	Bra007413	AA61G00292
OG0007369	Bra014556	AA21G00063
OG0007370	Bra030459	AA2G00194
OG0007371	Bra040647, Bra039446	AA10G00088
OG0007372	Bra023538, Bra008676	AA40G00522
OG0007373	Bra035063	AA31G00740
OG0007374	Bra017462, Bra024899	AA53G00605
OG0007376	Bra022142, Bra017477, Bra024934	AA154G00016
OG0007377	Bra033220, Bra032661	AA1G00122
OG0007378	Bra005088, Bra017105	AA60G00210
OG0007381	Bra032912, Bra010866	AA49G00051
OG0007382	Bra018357	AA32G00728
OG0007383	Bra023975, Bra011307	AA332G00001
OG0007384	Bra024926, Bra017472, Bra022148	AA751G00003
OG0007385	Bra002371, Bra020157	AA8G00229
OG0007386	Bra007733, Bra040427	AA61G00647
OG0007387	Bra007824, Bra000625	AA75G00001
OG0007389	Bra031978, Bra001085	AA10G00276, AA10G00234
OG0007390	Bra015575, Bra030678	AA90G00052
OG0007391	Bra039092, Bra025249	AA53G00914
OG0007392	Bra005526, Bra014005	AA71G00002
OG0007393	Bra008881	AA44G00488, AA44G00489, AA44G00490
OG0007394	Bra032868	AA347G00004
OG0007395	Bra021115, Bra027234	AA26G00265
OG0007397	Bra040201	AA10G00179
OG0007398	Bra002764, Bra035647	AA44G00679
OG0007399	Bra009845, Bra020503	AA12G00092
OG0007400	Bra010181	AA53G00252
OG0007401	Bra013391, Bra012548	AA57G00199
OG0007404	Bra006943, Bra019650	AA18G00027
OG0007405	Bra013706, Bra019298, Bra020816	AA54G00300
OG0007406	Bra016978, Bra000198	AA93G00063
OG0007407	Bra024152, Bra011090	AA102G00073, AA2093G00001
OG0007408	Bra024091, Bra011175	AA102G00171
OG0007409	Bra026645, Bra024867, Bra024868	AA53G00644
OG0007410	Bra024001, Bra036346, Bra027137, Bra026934	AA65G00334
OG0007411	Bra036360, Bra025170	AA53G00826
OG0007412	Bra008174, Bra003775	AA31G00451, AA31G00441
OG0007413	Bra039116, Bra040519	AA32G01145
OG0007414	Bra010549, Bra019246, Bra013764	AA54G00233
OG0007415	Bra019056, Bra026359	AA32G01105
OG0007416	Bra005413, Bra022980	AA18G00110
OG0007417	Bra012373, Bra024599	AA39G00537
OG0007418	Bra010937, Bra020201, Bra032829	AA39G00802
OG0007419	Bra010292, Bra024089, Bra011179	AA102G00174
OG0007420	Bra005675, Bra002721	AA19G00421, AA543G00003
OG0007421	Bra020396, Bra006787	AA44G00586
OG0007422	Bra034644, Bra011552, Bra017670	AA45G00032
OG0007423	Bra016603, Bra025976	AA39G00045
OG0007424	Bra005896, Bra009195	AA119G00024
OG0007425	Bra000230, Bra004627	AA19G00455
OG0007426	Bra019549, Bra029900	AA96G00111
OG0007427	Bra002398, Bra006615	AA8G00251
OG0007428	Bra040090, Bra011371	AA121G00004
OG0007429	Bra029358	AA5G00199
OG0007431	Bra030788, Bra031674, Bra020008	AA65G00011
OG0007432	Bra009361, Bra000031, Bra017146	AA343G00007
OG0007433	Bra027851	AA53G00424
OG0007434	Bra009723	AA5G00274, AA231G00011
OG0007435	Bra016931, Bra004623	AA19G00446
OG0007436	Bra031929, Bra024277	AA4G00159
OG0007437	Bra007682	AA61G00589
OG0007438	Bra033867, Bra033868, Bra035520	AA53G00047
OG0007441	Bra027662, Bra027784	AA53G01276
OG0007442	Bra013885, Bra019176	AA80G00011
OG0007443	Bra027461, Bra033646	AA3G00230
OG0007444	Bra035720, Bra041160	AA104G00009
OG0007445	Bra008498, Bra003546	AA89G00032, AA31G00846
OG0007446	Bra001463	AA81G00001
OG0007447	Bra035668, Bra034393	AA32G00884
OG0007449	Bra039236	AA195G00001
OG0007450	Bra020357, Bra006747	AA5G00009
OG0007451	Bra005847, Bra009093	AA35G00008
OG0007453	Bra006356, Bra023566	AA40G00465
OG0007454	Bra037500, Bra036181	AA31G00229
OG0007455	Bra033017, Bra025285	AA53G01002
OG0007456	Bra005474, Bra036866	AA3G00324
OG0007457	Bra038359	AA112G00004, AA112G00005
OG0007458	Bra030364, Bra018986	AA15G00062
OG0007459	Bra018081, Bra033769	AA96G00077
OG0007460	Bra031994, Bra021361	AA10G00270
OG0007461	Bra035320	AA3G00208
OG0007462	Bra012131	AA8G00022
OG0007463	Bra023651, Bra002119	AA10G00223, AA40G00303
OG0007464	Bra026691	AA12G00193
OG0007465	Bra037915, Bra033186	AA54G00191, AA3G00106
OG0007466	Bra028360, Bra015009	AA50G00009
OG0007467	Bra023115, Bra005202	AA60G00041
OG0007468	Bra015625, Bra008350	AA31G00161
OG0007469	Bra030851, Bra038000	AA15G00265
OG0007470	Bra004452	AA21G00476
OG0007472	Bra031999	AA10G00279, AA10G00280
OG0007473	Bra003759, Bra008185, Bra015857	AA31G00431
OG0007474	Bra032621, Bra033283	AA32G00181, AA1G00043
OG0007475	Bra023388, Bra008861	AA44G00513
OG0007476	Bra011644	AA30G00107
OG0007478	Bra006740, Bra020344	AA1G00147
OG0007479	Bra004671	AA21G00018
OG0007480	Bra005057	AA60G00283
OG0007481	Bra023695, Bra002188	AA40G00238
OG0007482	Bra004227, Bra033998	AA973G00001
OG0007483	Bra016938	AA10G00485
OG0007484	Bra031654	AA218G00002
OG0007485	Bra002274, Bra025571, Bra020075	AA36G00008
OG0007486	Bra015631, Bra008344	AA31G00167
OG0007487	Bra019944, Bra018446	AA65G00086
OG0007488	Bra030963, Bra019010	AA15G00085
OG0007489	Bra027730, Bra027702	AA53G01302
OG0007490	Bra020266	AA8G00357
OG0007491	Bra022685, Bra003023	AA11G00058
OG0007492	Bra013086, Bra034205	AA32G00349, AA32G00350
OG0007493	Bra012600, Bra013304	AA57G00120
OG0007494	Bra007084	AA26G00702, AA53G00863
OG0007495	Bra003326, Bra007384	AA61G00252
OG0007497	Bra028897, Bra005689	AA19G00369
OG0007498	Bra026469, Bra009731	AA5G00282
OG0007499	Bra002883, Bra032698, Bra034879	AA50G00054, AA166G00007
OG0007500	Bra021455	AA44G00032
OG0007501	Bra012796, Bra039559	AA26G00824
