Orthogroup	Brassica_rapa	Tarenaya_hassleriana
OG0006428	Bra023644, Bra002113, Bra006425	Th2v03823, Th2v28867
OG0006429	Bra026428	Th2v05514, Th2v21683
OG0006430	Bra011385	Th2v11079, Th2v29816
OG0006431	Bra012103, Bra031823	Th2v14199, Th2v26683
OG0006432	Bra004113	Th2v00618, Th2v31515, Th2v05240, Th2v06264, Th2v14965
OG0006433	Bra041171, Bra030520, Bra032556	Th2v16250, Th2v27030
OG0006434	Bra029809	Th2v20048
OG0006435	Bra016316, Bra024646	Th2v04009, Th2v24971
OG0006436	Bra008081, Bra003853, Bra016012	Th2v09962, Th2v31120
OG0006437	Bra009805, Bra036528	Th2v21390, Th2v29458
OG0006438	Bra035880, Bra010124	Th2v14012, Th2v23984
OG0006439	Bra035587, Bra028963	Th2v09466
OG0006440	Bra018622, Bra030729	Th2v19722
OG0006441	Bra007849, Bra032093, Bra000566	Th2v02084
OG0006442	Bra016886	Th2v13212, Th2v25852, Th2v03478, Th2v06825, Th2v15523
OG0006443	Bra012300, Bra031353	Th2v04146
OG0006445	Bra009691, Bra026494	Th2v24144, Th2v13784, Th2v11845
OG0006446	Bra040414, Bra001129	Th2v11143, Th2v25411
OG0006447	Bra001183, Bra020775, Bra040234	Th2v11289
OG0006448	Bra015813	Th2v28088, Th2v30328
OG0006449	Bra000234, Bra004639	Th2v06806, Th2v15504, Th2v13179, Th2v25822
OG0006450	Bra011621, Bra017719	Th2v12173
OG0006451	Bra005097	Th2v03746, Th2v17018, Th2v14543
OG0006452	Bra006549, Bra002285, Bra020093	Th2v21500
OG0006453	Bra021968, Bra021967, Bra027607	Th2v04229
OG0006454	Bra038425, Bra023190	Th2v10529, Th2v27810
OG0006455	Bra002992, Bra022717	Th2v20778, Th2v09645, Th2v05695, Th2v20777
OG0006456	Bra008709, Bra006294	Th2v23104, Th2v24675
OG0006457	Bra005713, Bra009602, Bra028878	Th2v08936
OG0006458	Bra009440, Bra028783	Th2v14405, Th2v22233, Th2v20138
OG0006459	Bra027202, Bra021141	Th2v23845, Th2v27319
OG0006460	Bra027351, Bra021546	Th2v00923, Th2v23713, Th2v26075
OG0006461	Bra011931, Bra035678	Th2v01078, Th2v07565
OG0006462	Bra009334, Bra005980, Bra028666	Th2v11853, Th2v13813
OG0006463	Bra028721, Bra005906, Bra009218	Th2v08699, Th2v17707
OG0006464	Bra029111, Bra003117	Th2v26919, Th2v09740, Th2v28954
OG0006466	Bra028272	Th2v09312, Th2v16914
OG0006467	Bra038672, Bra034819	Th2v22156, Th2v20298
OG0006468	Bra026289, Bra010385	Th2v09617
OG0006469	Bra000189, Bra004573, Bra016991	Th2v06737, Th2v15436
OG0006470	Bra003673, Bra008326	Th2v27995
OG0006471	Bra009825	Th2v17465, Th2v30064
OG0006472	Bra027668, Bra027771	Th2v04842, Th2v06058, Th2v14766
OG0006473	Bra033104, Bra025399	Th2v00431
OG0006474	Bra034153, Bra029878	Th2v08756, Th2v14389, Th2v22217
OG0006475	Bra012922, Bra029972, Bra036028	Th2v13555
OG0006476	Bra037667, Bra000340, Bra004803	Th2v06952, Th2v13393, Th2v26008
OG0006478	Bra008597, Bra006368	Th2v09100, Th2v22988
OG0006479	Bra023813	Th2v24596
OG0006480	Bra038316	Th2v24920, Th2v30628
OG0006481	Bra004874, Bra040335	Th2v07086, Th2v18089, Th2v12790, Th2v22477
OG0006482	Bra017524, Bra022065, Bra024994	Th2v10646, Th2v27178
OG0006484	Bra034537, Bra011389, Bra037040	Th2v01967
OG0006485	Bra009170	Th2v08741, Th2v29560, Th2v20278
OG0006486	Bra039578, Bra036764, Bra034402	Th2v04750
OG0006487	Bra021638, Bra022804	Th2v08229
OG0006488	Bra029031, Bra002997, Bra022710	Th2v05460
OG0006489	Bra022145, Bra024928, Bra017475	Th2v10614, Th2v17098
OG0006490	Bra017840	Th2v12337, Th2v02394, Th2v03119
OG0006491	Bra013028, Bra026507, Bra029365	Th2v13809
OG0006492	Bra011527, Bra034623, Bra011526	Th2v02851
OG0006493	Bra026383, Bra019076	Th2v21621
OG0006494	Bra026506, Bra009667, Bra029366	Th2v13794, Th2v24127
OG0006495	Bra030317, Bra031166	Th2v02295, Th2v03280, Th2v12586
OG0006497	Bra037522, Bra020725	Th2v03853
OG0006498	Bra004929, Bra000395	Th2v07150, Th2v12850, Th2v22544
OG0006499	Bra038036, Bra009635	Th2v08960
OG0006500	Bra039794, Bra008018, Bra016079	Th2v27949
OG0006501	Bra010887, Bra032887	Th2v26476
OG0006502	Bra010591, Bra011740	Th2v03082, Th2v12305
OG0006503	Bra027380, Bra021524	Th2v00949, Th2v23684
OG0006504	Bra005283, Bra023060	Th2v30312
OG0006505	Bra026139, Bra026769	Th2v10247, Th2v23437
OG0006506	Bra018329, Bra021619	Th2v10425, Th2v15825, Th2v08239
OG0006507	Bra038441, Bra010747	Th2v19470
OG0006508	Bra016971	Th2v28405, Th2v31448, Th2v06752, Th2v15451
OG0006509	Bra032182, Bra039942	Th2v03116, Th2v12333
OG0006510	Bra019270, Bra013730	Th2v04572, Th2v10863, Th2v16820
OG0006511	Bra023510, Bra006288, Bra008714	Th2v23114, Th2v24684
OG0006512	Bra003947, Bra016193, Bra007937	Th2v25066
OG0006513	Bra037357, Bra008530	Th2v29271
OG0006514	Bra040434	Th2v31213, Th2v25778, Th2v27609, Th2v25776, Th2v27608
OG0006515	Bra034804	Th2v08711
OG0006516	Bra026254, Bra012664	Th2v10625, Th2v17046
OG0006517	Bra040830, Bra001877, Bra023812	Th2v23508
OG0006518	Bra030646, Bra015487	Th2v15893
OG0006519	Bra010814, Bra032334	Th2v01345, Th2v26565
OG0006520	Bra020388, Bra006782, Bra002669	Th2v28992, Th2v27232
OG0006521	Bra031541, Bra030663	Th2v10447, Th2v15842
OG0006522	Bra017385, Bra039994	Th2v28705
OG0006523	Bra024404, Bra031852	Th2v13583, Th2v30239, Th2v31430
OG0006524	Bra004419	Th2v13076, Th2v22784, Th2v07336, Th2v31340
OG0006525	Bra002216, Bra023707	Th2v11296, Th2v18418
OG0006526	Bra030873, Bra037988	Th2v00976, Th2v23655
OG0006527	Bra038174	Th2v00804
OG0006528	Bra036440, Bra036438, Bra031977	Th2v18532
OG0006529	Bra020682, Bra036162, Bra037465	Th2v18338
OG0006531	Bra004897	Th2v12826, Th2v22514
OG0006532	Bra028046	Th2v04696, Th2v04695, Th2v17142
OG0006533	Bra037306, Bra007092	Th2v29249
OG0006534	Bra021826, Bra005531, Bra022908	Th2v08102, Th2v16025
OG0006535	Bra023361, Bra006139, Bra008918	Th2v17569
OG0006536	Bra025693, Bra016535, Bra031053, Bra025692	Th2v05885, Th2v20990
OG0006537	Bra039913, Bra024480	Th2v02997, Th2v21558, Th2v12221
OG0006538	Bra018354	Th2v11875, Th2v24094
OG0006539	Bra028388, Bra035655	Th2v07535, Th2v15743
OG0006540	Bra002792, Bra004557, Bra004559	Th2v05543
OG0006541	Bra011754, Bra017816	Th2v12320
OG0006542	Bra035364, Bra039487	Th2v00645, Th2v05205
OG0006543	Bra003180, Bra007068	Th2v06604, Th2v15304, Th2v30923
OG0006544	Bra006280, Bra008720	Th2v23120, Th2v24690
OG0006545	Bra035182, Bra008473, Bra003566	Th2v10216
OG0006546	Bra004188	Th2v00516
OG0006546	Bra015208	Th2v00517
OG0006547	Bra000112	Th2v03542, Th2v29154
OG0006548	Bra024447	Th2v14249, Th2v26628, Th2v11743, Th2v13540
OG0006549	Bra034570, Bra034568, Bra034567	Th2v08437
OG0006550	Bra033634, Bra010658, Bra011835	Th2v03198
OG0006551	Bra025643	Th2v00387, Th2v06342, Th2v15040
OG0006552	Bra021538, Bra001538	Th2v00934, Th2v00936
OG0006554	Bra024362, Bra031876, Bra037806	Th2v11789, Th2v13642
OG0006555	Bra014134	Th2v26326, Th2v27643
OG0006556	Bra002362, Bra030897, Bra020153	Th2v18951, Th2v21493
OG0006557	Bra007150, Bra014766	Th2v00335
OG0006558	Bra022200, Bra021228, Bra021229	Th2v26318, Th2v27651
OG0006559	Bra003750, Bra008202	Th2v28073
OG0006560	Bra011922, Bra000479, Bra035663	Th2v07553, Th2v15731
OG0006562	Bra004928, Bra000393, Bra039324	Th2v07148
OG0006563	Bra012660, Bra040160	Th2v10630
OG0006564	Bra028148, Bra018410, Bra025441, Bra028147	Th2v05285, Th2v30892
OG0006565	Bra024042, Bra011223, Bra010272	Th2v02109
OG0006566	Bra022292, Bra021300	Th2v26362, Th2v27748
OG0006567	Bra023568	Th2v00870
OG0006568	Bra036139, Bra010033	Th2v09011, Th2v18379
OG0006569	Bra017086, Bra000122	Th2v22279
OG0006571	Bra037293, Bra013057	Th2v02511
OG0006572	Bra013777, Bra010499	Th2v03840, Th2v29575
OG0006573	Bra005776, Bra009519	Th2v08849, Th2v08850, Th2v20050
OG0006574	Bra004549, Bra000418	Th2v07188, Th2v12905, Th2v22600
OG0006575	Bra028381, Bra021308	Th2v04941, Th2v20632
OG0006576	Bra003562, Bra035187, Bra008478	Th2v23420
OG0006577	Bra037062	Th2v19447
OG0006578	Bra024845, Bra026627	Th2v05405, Th2v05407
OG0006579	Bra030594, Bra015358, Bra032491	Th2v08082, Th2v16053
OG0006580	Bra003869, Bra016033	Th2v09992, Th2v09993
OG0006582	Bra003464, Bra007627	Th2v07198, Th2v12917, Th2v22612
OG0006584	Bra008843, Bra006191, Bra023400	Th2v03870, Th2v28174
OG0006585	Bra017419, Bra024828, Bra026612	Th2v06515, Th2v15213
OG0006586	Bra005318, Bra023018	Th2v01433, Th2v27816
OG0006587	Bra021491, Bra001512, Bra027414	Th2v17468, Th2v19060, Th2v26129, Th2v00979, Th2v23649
OG0006588	Bra027665	Th2v04844
OG0006590	Bra021389, Bra004473	Th2v07265, Th2v12992, Th2v22694
OG0006591	Bra013813, Bra010489, Bra019220	Th2v29356
OG0006592	Bra011403, Bra037031	Th2v01952
OG0006593	Bra027011, Bra039260	Th2v17841, Th2v18780
OG0006594	Bra009856, Bra036547, Bra020509	Th2v17630
OG0006595	Bra029175, Bra015190, Bra015189	Th2v23492, Th2v26868
OG0006596	Bra039117, Bra040518	Th2v24703
OG0006597	Bra040435, Bra007732	Th2v07348
OG0006598	Bra013751, Bra019252	Th2v10878, Th2v16834
OG0006599	Bra016011, Bra008087	Th2v09960, Th2v30016
OG0006600	Bra031831, Bra037111, Bra012162	Th2v11734, Th2v13537
OG0006603	Bra037507	Th2v12400, Th2v30260
OG0006605	Bra025549	Th2v09096
OG0006608	Bra039873, Bra014896, Bra023150	Th2v10510
OG0006609	Bra030579, Bra030578, Bra032497	Th2v16072
OG0006610	Bra030838	Th2v26167
OG0006610	Bra034694	Th2v09495
OG0006612	Bra009126, Bra005863	Th2v14373, Th2v22199, Th2v20226
OG0006613	Bra011788, Bra010615	Th2v03138, Th2v02380, Th2v12747
OG0006615	Bra030064, Bra015096, Bra015094, Bra013234	Th2v07298
OG0006618	Bra034517	Th2v24027
OG0006623	Bra021849, Bra005498	Th2v16089, Th2v27087
OG0006624	Bra031640, Bra018603	Th2v00726, Th2v05141
OG0006625	Bra028656	Th2v08118, Th2v24141
OG0006626	Bra004295	Th2v30133
OG0006627	Bra035092	Th2v10104, Th2v05658, Th2v23329
OG0006628	Bra021197, Bra022175	Th2v26287, Th2v27683
OG0006629	Bra013547, Bra038763	Th2v04388
OG0006631	Bra004081, Bra033991	Th2v29653, Th2v29655
OG0006632	Bra010206	Th2v04656
OG0006633	Bra009038, Bra006057	Th2v30794
OG0006634	Bra007779, Bra000554	Th2v02017
OG0006635	Bra040053, Bra029706, Bra001350	Th2v14530, Th2v17026
OG0006637	Bra022545, Bra015195	Th2v09340
OG0006638	Bra038698, Bra001437	Th2v14310, Th2v22135, Th2v17716
OG0006639	Bra033047, Bra025335	Th2v00360
OG0006640	Bra028958	Th2v09472
OG0006641	Bra030756	Th2v05109
OG0006642	Bra010662, Bra011837	Th2v02345, Th2v03201
OG0006643	Bra007099, Bra003194	Th2v06632, Th2v15331
OG0006645	Bra020505, Bra009848	Th2v17638
OG0006647	Bra020675, Bra037456, Bra036158	Th2v09240
OG0006648	Bra022379, Bra001731	Th2v29539
OG0006649	Bra011828, Bra010653	Th2v03192, Th2v12700
OG0006650	Bra005341	Th2v01270
OG0006651	Bra028618, Bra009403	Th2v11798
OG0006652	Bra039861, Bra041032	Th2v19406, Th2v24577
OG0006653	Bra003524	Th2v25763
OG0006654	Bra038507	Th2v02370, Th2v03160
OG0006656	Bra014045	Th2v29081, Th2v01228, Th2v10310
OG0006657	Bra015421, Bra032465	Th2v08128, Th2v15989
OG0006658	Bra001642, Bra022182	Th2v26280, Th2v27690
OG0006660	Bra038312, Bra004372	Th2v25608
OG0006661	Bra012508	Th2v08668
OG0006662	Bra025577, Bra028458	Th2v00317
OG0006663	Bra004358, Bra004009, Bra038329	Th2v03975, Th2v24905, Th2v25602
OG0006664	Bra033582, Bra010722, Bra037061	Th2v02303, Th2v03271
OG0006665	Bra040567, Bra039692	Th2v00917, Th2v23724
OG0006666	Bra040483, Bra004505	Th2v12958, Th2v22656
OG0006667	Bra002236	Th2v17536, Th2v19181
OG0006668	Bra012720, Bra038458	Th2v06574, Th2v15274
OG0006669	Bra003198, Bra007109	Th2v06642, Th2v15341
OG0006670	Bra016416, Bra017929	Th2v09854
OG0006671	Bra018303, Bra022808	Th2v01139, Th2v08221
OG0006672	Bra005552, Bra022924	Th2v16042, Th2v27119
OG0006673	Bra037481	Th2v11463
OG0006674	Bra006305, Bra008694	Th2v18614, Th2v24658
OG0006675	Bra034154, Bra029879	Th2v08757
OG0006676	Bra003262, Bra007291	Th2v18228
OG0006677	Bra040313, Bra004907	Th2v07046, Th2v18126
OG0006678	Bra000626, Bra022523	Th2v09388
OG0006679	Bra007611	Th2v27504, Th2v12887, Th2v22583
OG0006680	Bra021858, Bra005491	Th2v10338, Th2v26459
OG0006681	Bra026470, Bra009728	Th2v23916
OG0006682	Bra019003	Th2v23805, Th2v27357, Th2v22002
OG0006683	Bra036359, Bra025172	Th2v00204, Th2v06450, Th2v15148
OG0006684	Bra010761, Bra033490	Th2v19433
OG0006685	Bra013378, Bra020970	Th2v16588
OG0006686	Bra019357, Bra013647	Th2v04491, Th2v10831
OG0006687	Bra003178, Bra007066	Th2v06607, Th2v15307, Th2v30718
OG0006688	Bra026233, Bra021064	Th2v17105
OG0006689	Bra016102, Bra007993	Th2v27921
OG0006690	Bra007407, Bra003346	Th2v13268, Th2v25901
OG0006691	Bra013448, Bra020932	Th2v04300, Th2v10744
OG0006692	Bra001279, Bra029690	Th2v11550, Th2v08615
OG0006693	Bra004978, Bra000178	Th2v06720, Th2v15417
OG0006695	Bra016556, Bra025897, Bra031032	Th2v09889
OG0006696	Bra037005, Bra011440	Th2v02662, Th2v11961
OG0006697	Bra000919, Bra036320	Th2v16348, Th2v27002
OG0006698	Bra020023, Bra030780	Th2v06168, Th2v14873, Th2v24350
OG0006699	Bra001333, Bra034047	Th2v08961, Th2v14495
OG0006700	Bra001885, Bra033913, Bra023800	Th2v18678
OG0006701	Bra039985, Bra018380	Th2v07495, Th2v15776
OG0006702	Bra031513	Th2v06105, Th2v14814
OG0006703	Bra023717, Bra002222	Th2v11305, Th2v18421
OG0006704	Bra008802, Bra029494, Bra006214	Th2v11583, Th2v08629
OG0006705	Bra023291	Th2v10897, Th2v04616, Th2v16847
OG0006706	Bra032196, Bra034924, Bra036934	Th2v17203, Th2v30779
OG0006707	Bra021557, Bra027337	Th2v00909, Th2v26067
OG0006708	Bra003584, Bra006421, Bra035154	Th2v02652
OG0006709	Bra005688, Bra028899	Th2v14500
OG0006710	Bra002071, Bra024510	Th2v02933, Th2v02478, Th2v12171
OG0006711	Bra037997	Th2v00674, Th2v30807
OG0006712	Bra034306, Bra034307	Th2v26440
OG0006713	Bra015466, Bra030631, Bra032445	Th2v08173, Th2v15929
OG0006714	Bra032731	Th2v19513
OG0006715	Bra000573	Th2v03102
OG0006717	Bra036289, Bra011570	Th2v21849
OG0006719	Bra040216, Bra039433	Th2v11202, Th2v11201
OG0006720	Bra024373	Th2v29248
OG0006721	Bra026335, Bra019040	Th2v05211, Th2v06247, Th2v14948
OG0006722	Bra037378, Bra000949	Th2v07828, Th2v16398
OG0006723	Bra023498	Th2v07011, Th2v24698
OG0006724	Bra018284, Bra021686	Th2v01153
OG0006725	Bra009120	Th2v08774, Th2v14400, Th2v22228
OG0006726	Bra024137, Bra011132	Th2v01667, Th2v02171
OG0006727	Bra024921	Th2v10609, Th2v17104
OG0006729	Bra030557	Th2v08022, Th2v16134
OG0006730	Bra012446, Bra041108	Th2v25619
OG0006731	Bra037363, Bra000954	Th2v07823, Th2v24529
OG0006732	Bra023036, Bra005306	Th2v03601, Th2v30489
OG0006733	Bra001373, Bra029859	Th2v20158
OG0006734	Bra039880, Bra023153	Th2v01390, Th2v27849
OG0006735	Bra001920, Bra032754	Th2v28783
OG0006736	Bra023106	Th2v14629
OG0006737	Bra000837, Bra034200	Th2v16206
OG0006738	Bra031489	Th2v02953, Th2v21601
OG0006739	Bra008774	Th2v18187, Th2v06972, Th2v18188
OG0006740	Bra002181, Bra006475	Th2v11331
OG0006741	Bra016335, Bra010945	Th2v25052, Th2v25054
OG0006742	Bra039140	Th2v23106
OG0006743	Bra027717	Th2v06086, Th2v14795
OG0006744	Bra023117	Th2v27867
OG0006745	Bra000206, Bra000205	Th2v06754, Th2v15453
OG0006746	Bra022901	Th2v08084
OG0006747	Bra038616, Bra019541, Bra018063	Th2v09268, Th2v17377
OG0006748	Bra023267, Bra010165	Th2v01491, Th2v27754
OG0006749	Bra004832, Bra041089, Bra000353	Th2v27479
OG0006750	Bra011229	Th2v11598, Th2v08646
OG0006751	Bra038557	Th2v01719, Th2v02143
OG0006752	Bra002640, Bra020363	Th2v18695, Th2v21327
OG0006753	Bra020336, Bra002591	Th2v17825, Th2v18752
OG0006754	Bra040771, Bra012054	Th2v19753, Th2v25147
OG0006755	Bra011734	Th2v03076
OG0006758	Bra000931, Bra037408	Th2v16364, Th2v26987
OG0006759	Bra007740	Th2v13103, Th2v22811
OG0006760	Bra033357, Bra030513	Th2v16277
OG0006761	Bra019344	Th2v04507
OG0006762	Bra039308, Bra004943	Th2v12869, Th2v22564
OG0006763	Bra007446, Bra003375	Th2v06913, Th2v13327, Th2v25957
OG0006764	Bra000976, Bra037337	Th2v07810, Th2v24524
OG0006765	Bra034346, Bra000517	Th2v08387
OG0006766	Bra023464, Bra008760	Th2v06988, Th2v18172
OG0006768	Bra025102, Bra027573	Th2v04281, Th2v16614
OG0006769	Bra020838, Bra013632	Th2v04472, Th2v10827
OG0006771	Bra004903	Th2v07049, Th2v18123
OG0006772	Bra001227	Th2v18356
OG0006773	Bra039284, Bra000421, Bra004543	Th2v07193, Th2v12913, Th2v22608
OG0006774	Bra012486, Bra010985, Bra024763	Th2v03939
OG0006775	Bra040039, Bra029687, Bra001276	Th2v11611, Th2v30450
OG0006777	Bra039119, Bra040516	Th2v24702
OG0006778	Bra018002, Bra029937	Th2v17311, Th2v31195
OG0006779	Bra001197, Bra020749	Th2v11342
OG0006781	Bra029855, Bra001370	Th2v20145
OG0006782	Bra013477, Bra038797	Th2v04325
OG0006783	Bra011941, Bra035693, Bra000490	Th2v07591, Th2v15698
OG0006784	Bra019750, Bra016783, Bra026981	Th2v20578
OG0006785	Bra034242, Bra025212	Th2v00235, Th2v28516
OG0006786	Bra037796, Bra024328, Bra031900	Th2v13659
OG0006787	Bra027002, Bra027615, Bra027616	Th2v04879
OG0006788	Bra017967	Th2v13579
OG0006789	Bra026780	Th2v00008, Th2v06564, Th2v15264
OG0006790	Bra018397, Bra000475	Th2v01082
OG0006791	Bra030374, Bra018974	Th2v21970
OG0006792	Bra007998, Bra016096	Th2v21170, Th2v27924
OG0006793	Bra025903	Th2v09895
OG0006794	Bra015970, Bra008110, Bra003831	Th2v09922, Th2v29474
OG0006795	Bra039130, Bra001009	Th2v24694
OG0006796	Bra040164, Bra021043, Bra012657	Th2v27206
OG0006797	Bra015222	Th2v02559, Th2v12042
OG0006798	Bra014789, Bra007096	Th2v29163
OG0006799	Bra006012, Bra009357	Th2v24155
OG0006800	Bra004555, Bra000416	Th2v12899, Th2v22594
OG0006801	Bra009836, Bra020497	Th2v21423
OG0006802	Bra003357, Bra007420	Th2v06883, Th2v13285, Th2v25918
OG0006803	Bra029471	Th2v17523
OG0006804	Bra018217	Th2v17857
OG0006806	Bra008971, Bra023318	Th2v21436
OG0006807	Bra004599, Bra016951	Th2v03434
OG0006808	Bra002594	Th2v17827, Th2v21295
OG0006809	Bra037301	Th2v12091
OG0006810	Bra034148	Th2v20177, Th2v08802, Th2v14384, Th2v22212
OG0006811	Bra008750	Th2v06997, Th2v18165, Th2v23164
OG0006812	Bra022264, Bra021285	Th2v26341, Th2v27628
OG0006813	Bra033572, Bra010736	Th2v02287, Th2v12595
OG0006814	Bra038754, Bra013561	Th2v04399, Th2v10785
OG0006815	Bra027808	Th2v20527
OG0006816	Bra014539, Bra007454	Th2v13332, Th2v25962
OG0006817	Bra009597	Th2v14471, Th2v08932, Th2v19970
OG0006818	Bra007067, Bra014822	Th2v17263, Th2v17264
OG0006819	Bra002442, Bra006644	Th2v18867, Th2v21230
OG0006820	Bra003582, Bra008445, Bra035157	Th2v10183
OG0006821	Bra031335, Bra031332, Bra023845	Th2v18646
OG0006822	Bra033098, Bra025392	Th2v00423
OG0006823	Bra030506	Th2v19017
OG0006824	Bra036094, Bra012895	Th2v13482
OG0006825	Bra019899	Th2v06116, Th2v14825
OG0006826	Bra033573, Bra010735	Th2v03303, Th2v29384
OG0006827	Bra027927	Th2v06170
OG0006828	Bra035283	Th2v04605, Th2v10891
OG0006829	Bra025397, Bra033099	Th2v00428
OG0006830	Bra032786, Bra032787, Bra032788	Th2v28267
OG0006831	Bra032964, Bra025238, Bra039101, Bra006931	Th2v28495
OG0006832	Bra028640, Bra009379, Bra006019	Th2v13737
OG0006833	Bra036135, Bra010029	Th2v00064
OG0006834	Bra013313	Th2v16541
OG0006835	Bra022298	Th2v26369, Th2v27740
OG0006836	Bra029591, Bra040279	Th2v11363
OG0006837	Bra012497, Bra010974	Th2v03921
OG0006838	Bra003912, Bra016113	Th2v27912
OG0006839	Bra019020, Bra009746	Th2v17318
OG0006840	Bra006184, Bra008851, Bra023393	Th2v03874, Th2v30350
OG0006841	Bra029581, Bra001201	Th2v18386, Th2v27820, Th2v11349, Th2v09018
OG0006842	Bra035192, Bra035581, Bra003558	Th2v05614
OG0006843	Bra030853	Th2v00992, Th2v26152
OG0006844	Bra012056, Bra031805	Th2v11653, Th2v13438
OG0006845	Bra024133, Bra038167	Th2v01676, Th2v12284
OG0006846	Bra034179	Th2v03562, Th2v06573, Th2v15273
OG0006847	Bra011547	Th2v02813
OG0006848	Bra021327	Th2v00767, Th2v06192, Th2v14896
OG0006849	Bra029679, Bra040029	Th2v18292
OG0006850	Bra000427, Bra039280	Th2v07205, Th2v12926, Th2v22622
OG0006851	Bra037943	Th2v28596, Th2v29881
OG0006855	Bra035903, Bra029275	Th2v12680, Th2v13942
OG0006856	Bra024265, Bra031935	Th2v13735, Th2v24174
OG0006857	Bra040046, Bra029693	Th2v23565, Th2v22060
OG0006858	Bra011299, Bra023983, Bra010220	Th2v01835, Th2v12417
OG0006859	Bra000918, Bra036318	Th2v07884, Th2v27004
OG0006860	Bra011542, Bra017661	Th2v02819, Th2v12081
OG0006861	Bra020117, Bra006568	Th2v18006, Th2v18988
OG0006863	Bra023846, Bra001855, Bra031331	Th2v24477
OG0006864	Bra007152	Th2v06499, Th2v15196
OG0006865	Bra016818, Bra019836	Th2v20627
OG0006866	Bra027021	Th2v06017, Th2v14726
OG0006868	Bra031274, Bra001825, Bra023887	Th2v21887
OG0006869	Bra002657	Th2v21333
OG0006870	Bra026435, Bra019104	Th2v09506, Th2v05525, Th2v05526
OG0006872	Bra016109, Bra003908	Th2v27914
OG0006873	Bra033259, Bra032638	Th2v16404, Th2v24532
OG0006874	Bra028675	Th2v13861
OG0006876	Bra028237	Th2v00421, Th2v06333, Th2v15031
OG0006877	Bra023362, Bra008917, Bra006140	Th2v17568, Th2v19229
OG0006878	Bra008956, Bra006102	Th2v17625
OG0006880	Bra013527, Bra038772	Th2v04373
OG0006881	Bra000967, Bra037347	Th2v16465, Th2v24516
OG0006884	Bra037220	Th2v02806, Th2v12093
OG0006885	Bra009773, Bra029416	Th2v17408
OG0006886	Bra009495	Th2v20080
OG0006887	Bra024927, Bra017474	Th2v17101
OG0006888	Bra023387	Th2v01263, Th2v26450, Th2v20930
OG0006889	Bra026328, Bra019037	Th2v05223
OG0006890	Bra036166, Bra037479	Th2v11460, Th2v18324
OG0006891	Bra030258, Bra038540	Th2v02347, Th2v03199
OG0006892	Bra024272	Th2v24178
OG0006893	Bra024233	Th2v09613
OG0006894	Bra003091	Th2v28368
OG0006895	Bra037427, Bra020652	Th2v08995, Th2v15488
OG0006896	Bra035762, Bra001797	Th2v24425
OG0006897	Bra023615	Th2v22947
OG0006898	Bra011658, Bra017745	Th2v12212
OG0006899	Bra036745	Th2v04693, Th2v17140
OG0006900	Bra019251, Bra013754	Th2v10880, Th2v04596, Th2v16836
OG0006901	Bra006251, Bra023460	Th2v23179
OG0006902	Bra025270, Bra033005	Th2v00294, Th2v28900
OG0006903	Bra013944, Bra019126	Th2v21728
OG0006904	Bra026505, Bra009668	Th2v13795, Th2v24128
OG0006905	Bra011818	Th2v12710
OG0006906	Bra020320	Th2v17845, Th2v18787
OG0006907	Bra022420, Bra022421, Bra038209	Th2v29406, Th2v29115
OG0006908	Bra029222, Bra035841, Bra038638	Th2v14073, Th2v23940
OG0006909	Bra035580, Bra002889	Th2v09456, Th2v21664
OG0006910	Bra033710, Bra036004	Th2v16150
OG0006912	Bra040428, Bra007735	Th2v07350, Th2v25775
OG0006913	Bra001188, Bra040231, Bra020762	Th2v11316
OG0006914	Bra040485, Bra004508	Th2v07226, Th2v30506, Th2v12956, Th2v22654
OG0006915	Bra033408	Th2v07984
OG0006917	Bra005323, Bra023198	Th2v10530
